District,Year,Taluka,Rural/Urban,Number,Children,Infants
Amravati,2012,Tivas,Total,474,0,0
Amravati,2012,Tivas,Rural,474,0,0
Amravati,2012,Tivas,Urban,0,0,0
Amravati,2012,Warud,Total,1624,0,13
Amravati,2012,Warud,Rural,1006,0,1
Amravati,2012,Warud,Urban,618,0,12
Amravati,2013,Achalpur,Total,1749,0,7
Amravati,2013,Achalpur,Rural,956,0,7
Amravati,2013,Achalpur,Urban,793,0,0
Amravati,2013,Amravati,Total,15215,1583,2788
Amravati,2013,Amravati,Rural,710,0,4
Amravati,2013,Amravati,Urban,14505,1583,2784
Amravati,2013,Anjangaon Su,Total,769,0,3
Amravati,2013,Anjangaon Su,Rural,468,0,0
Amravati,2013,Anjangaon Su,Urban,301,0,3
Amravati,2013,Bhatkuli,Total,531,0,3
Amravati,2013,Bhatkuli,Rural,531,0,3
Amravati,2013,Bhatkuli,Urban,0,0,0
Amravati,2013,Chandur Railway,Total,614,0,0
Amravati,2013,Chandur Railway,Rural,448,0,0
Amravati,2013,Chandur Railway,Urban,166,0,0
Amravati,2013,Chandurbazar,Total,1144,0,4
Amravati,2013,Chandurbazar,Rural,1046,0,4
Amravati,2013,Chandurbazar,Urban,98,0,0
Amravati,2013,Chikhraldara,Total,491,0,23
Amravati,2013,Chikhraldara,Rural,468,0,23
Amravati,2013,Chikhraldara,Urban,23,0,0
Amravati,2013,Daryapur,Total,1050,0,1
Amravati,2013,Daryapur,Rural,764,0,0
Amravati,2013,Daryapur,Urban,286,0,1
Amravati,2013,Dhamangaon Re,Total,890,0,3
Amravati,2013,Dhamangaon Re,Rural,704,0,3
Amravati,2013,Dhamangaon Re,Urban,186,0,0
Amravati,2013,Dharani,Total,1067,0,71
Amravati,2013,Dharani,Rural,1067,0,71
Amravati,2013,Dharani,Urban,0,0,0
Amravati,2013,Morshi,Total,972,0,1
Amravati,2013,Morshi,Rural,715,0,0
Amravati,2013,Morshi,Urban,257,0,1
Amravati,2013,Nandgaon Kh,Total,733,0,6
Amravati,2013,Nandgaon Kh,Rural,733,0,6
Amravati,2013,Nandgaon Kh,Urban,0,0,0
Amravati,2013,Tivas,Total,584,0,0
Amravati,2013,Tivas,Rural,584,0,0
Amravati,2013,Tivas,Urban,0,0,0
Amravati,2013,Warud,Total,1577,0,9
Amravati,2013,Warud,Rural,987,0,3
Amravati,2013,Warud,Urban,590,0,6
Amravati,2014,Achalpur,Total,1789,,36
Amravati,2014,Achalpur,Rural,1005,,13
Amravati,2014,Achalpur,Urban,784,,23
Amravati,2014,Amravati,Total,15610,98,1975
Amravati,2014,Amravati,Rural,868,,3
Amravati,2014,Amravati,Urban,14742,98,1972
Amravati,2014,Anjangaon Su,Total,809,,2
Amravati,2014,Anjangaon Su,Rural,498,,0
Amravati,2014,Anjangaon Su,Urban,311,,2
Amravati,2014,Bhatkuli,Total,538,,0
Amravati,2014,Bhatkuli,Rural,538,,0
Amravati,2014,Bhatkuli,Urban,0,,0
Amravati,2014,Chandur Railway,Total,557,,0
Amravati,2014,Chandur Railway,Rural,429,,0
Amravati,2014,Chandur Railway,Urban,128,,0
Amravati,2014,Chandurbazar,Total,911,,0
Amravati,2014,Chandurbazar,Rural,830,,0
Amravati,2014,Chandurbazar,Urban,81,,0
Amravati,2014,Chikhraldara,Total,465,,19
Amravati,2014,Chikhraldara,Rural,461,,19
Amravati,2014,Chikhraldara,Urban,4,,0
Amravati,2014,Daryapur,Total,1031,,0
Amravati,2014,Daryapur,Rural,780,,0
Amravati,2014,Daryapur,Urban,251,,0
Amravati,2014,Dhamangaon Re,Total,899,,0
Amravati,2014,Dhamangaon Re,Rural,740,,0
Amravati,2014,Dhamangaon Re,Urban,159,,0
Amravati,2014,Dharani,Total,920,,33
Amravati,2014,Dharani,Rural,920,,33
Amravati,2014,Dharani,Urban,0,,0
Amravati,2014,Morshi,Total,1034,,11
Amravati,2014,Morshi,Rural,798,,1
Amravati,2014,Morshi,Urban,236,,10
Amravati,2014,Nandgaon Kh,Total,780,,1
Amravati,2014,Nandgaon Kh,Rural,780,,1
Amravati,2014,Nandgaon Kh,Urban,0,,0
Amravati,2014,Tivas,Total,583,,0
Amravati,2014,Tivas,Rural,583,,0
Amravati,2014,Tivas,Urban,0,,0
Amravati,2014,Warud,Total,1319,,7
Amravati,2014,Warud,Rural,958,,0
Amravati,2014,Warud,Urban,361,,7
Amravati,2015,Achalpur,Total,1771,,25
Amravati,2015,Achalpur,Rural,1009,,25
Amravati,2015,Achalpur,Urban,762,,0
Amravati,2015,Amravati,Total,7163,,481
Amravati,2015,Amravati,Rural,828,,1
Amravati,2015,Amravati,Urban,6335,,480
Amravati,2015,Anjangaon Su,Total,842,,2
Amravati,2015,Anjangaon Su,Rural,554,,0
Amravati,2015,Anjangaon Su,Urban,288,,2
Amravati,2015,Bhatkuli,Total,599,,2
Amravati,2015,Bhatkuli,Rural,599,,2
Amravati,2015,Bhatkuli,Urban,0,,0
Amravati,2015,Chandur Railway,Total,528,,0
Amravati,2015,Chandur Railway,Rural,434,,0
Amravati,2015,Chandur Railway,Urban,94,,0
Amravati,2015,Chandurbazar,Total,887,,1
Amravati,2015,Chandurbazar,Rural,779,,0
Amravati,2015,Chandurbazar,Urban,108,,1
Amravati,2015,Chikhraldara,Total,445,,10
Amravati,2015,Chikhraldara,Rural,417,,10
Amravati,2015,Chikhraldara,Urban,28,,0
Amravati,2015,Daryapur,Total,869,,1
Amravati,2015,Daryapur,Rural,623,,1
Amravati,2015,Daryapur,Urban,246,,0
Amravati,2015,Dhamangaon Re,Total,795,,4
Amravati,2015,Dhamangaon Re,Rural,653,,4
Amravati,2015,Dhamangaon Re,Urban,142,,0
Amravati,2015,Dharani,Total,808,,16
Amravati,2015,Dharani,Rural,689,,16
Amravati,2015,Dharani,Urban,119,,0
Amravati,2015,Morshi,Total,1177,,5
Amravati,2015,Morshi,Rural,951,,5
Amravati,2015,Morshi,Urban,226,,0
Amravati,2015,Nandgaon Kh,Total,716,,0
Amravati,2015,Nandgaon Kh,Rural,716,,0
Amravati,2015,Nandgaon Kh,Urban,0,,0
Amravati,2015,Tivas,Total,720,,4
Amravati,2015,Tivas,Rural,720,,4
Amravati,2015,Tivas,Urban,0,,0
Amravati,2015,Warud,Total,1489,,1
Amravati,2015,Warud,Rural,878,,0
Amravati,2015,Warud,Urban,611,,1
Amravati,2016,Achalpur,Total,878,12,6
Amravati,2016,Achalpur,Rural,806,6,2
Amravati,2016,Achalpur,Urban,72,6,4
Amravati,2016,Amravati,Total,1930,312,298
Amravati,2016,Amravati,Rural,514,0,0
Amravati,2016,Amravati,Urban,1416,312,298
Amravati,2016,Anjangaon Su,Total,625,2,1
Amravati,2016,Anjangaon Su,Rural,611,1,0
Amravati,2016,Anjangaon Su,Urban,14,1,1
Amravati,2016,Bhatkuli,Total,484,6,1
Amravati,2016,Bhatkuli,Rural,484,6,1
Amravati,2016,Bhatkuli,Urban,0,0,0
Amravati,2016,Chandur Railway,Total,421,4,1
Amravati,2016,Chandur Railway,Rural,412,4,1
Amravati,2016,Chandur Railway,Urban,9,0,0
Amravati,2016,Chandurbazar,Total,964,8,3
Amravati,2016,Chandurbazar,Rural,957,6,2
Amravati,2016,Chandurbazar,Urban,7,2,1
Amravati,2016,Chikhraldara,Total,318,35,20
Amravati,2016,Chikhraldara,Rural,315,34,19
Amravati,2016,Chikhraldara,Urban,3,1,1
Amravati,2016,Daryapur,Total,499,5,1
Amravati,2016,Daryapur,Rural,487,4,0
Amravati,2016,Daryapur,Urban,12,1,1
Amravati,2016,Dhamangaon Re,Total,700,6,3
Amravati,2016,Dhamangaon Re,Rural,688,6,3
Amravati,2016,Dhamangaon Re,Urban,12,0,0
Amravati,2016,Dharani,Total,526,106,67
Amravati,2016,Dharani,Rural,455,80,47
Amravati,2016,Dharani,Urban,71,26,20
Amravati,2016,Morshi,Total,935,5,1
Amravati,2016,Morshi,Rural,910,5,1
Amravati,2016,Morshi,Urban,25,0,0
Amravati,2016,Nandgaon Kh,Total,667,2,1
Amravati,2016,Nandgaon Kh,Rural,660,1,0
Amravati,2016,Nandgaon Kh,Urban,7,1,1
Amravati,2016,Tivas,Total,571,2,1
Amravati,2016,Tivas,Rural,567,2,1
Amravati,2016,Tivas,Urban,4,0,0
Amravati,2016,Warud,Total,889,5,1
Amravati,2016,Warud,Rural,847,4,0
Amravati,2016,Warud,Urban,42,1,1
Amravati,2017,Achalpur,Total,548,24,19
Amravati,2017,Achalpur,Rural,510,14,10
Amravati,2017,Achalpur,Urban,38,10,9
Amravati,2017,Amravati,Total,1373,407,385
Amravati,2017,Amravati,Rural,312,7,6
Amravati,2017,Amravati,Urban,1061,400,379
Amravati,2017,Anjangaon Su,Total,493,5,4
Amravati,2017,Anjangaon Su,Rural,489,5,4
Amravati,2017,Anjangaon Su,Urban,4,0,0
Amravati,2017,Bhatkuli,Total,317,4,2
Amravati,2017,Bhatkuli,Rural,317,4,2
Amravati,2017,Bhatkuli,Urban,0,0,0
Amravati,2017,Chandur Railway,Total,377,15,10
Amravati,2017,Chandur Railway,Rural,372,13,8
Amravati,2017,Chandur Railway,Urban,5,2,2
Amravati,2017,Chandurbazar,Total,755,14,12
Amravati,2017,Chandurbazar,Rural,753,14,12
Amravati,2017,Chandurbazar,Urban,2,0,0
Amravati,2017,Chikhraldara,Total,197,42,36
Amravati,2017,Chikhraldara,Rural,184,39,33
Amravati,2017,Chikhraldara,Urban,13,3,3
Amravati,2017,Daryapur,Total,486,7,5
Amravati,2017,Daryapur,Rural,476,4,2
Amravati,2017,Daryapur,Urban,10,3,3
Amravati,2017,Dhamangaon Re,Total,528,13,9
Amravati,2017,Dhamangaon Re,Rural,527,13,9
Amravati,2017,Dhamangaon Re,Urban,1,0,0
Amravati,2017,Dharani,Total,370,183,151
Amravati,2017,Dharani,Rural,342,144,114
Amravati,2017,Dharani,Urban,28,39,37
Amravati,2017,Morshi,Total,736,11,8
Amravati,2017,Morshi,Rural,714,11,8
Amravati,2017,Morshi,Urban,22,0,0
Amravati,2017,Nandgaon Kh,Total,445,13,9
Amravati,2017,Nandgaon Kh,Rural,442,13,9
Amravati,2017,Nandgaon Kh,Urban,3,0,0
Amravati,2017,Tivas,Total,483,9,7
Amravati,2017,Tivas,Rural,477,9,7
Amravati,2017,Tivas,Urban,6,0,0
Amravati,2017,Warud,Total,45,11,9
Amravati,2017,Warud,Rural,22,11,9
Amravati,2017,Warud,Urban,23,0,0
Amravati,2018,Achalpur,Total,780,59,25
Amravati,2018,Achalpur,Rural,687,46,15
Amravati,2018,Achalpur,Urban,93,13,10
Amravati,2018,Amravati,Total,1965,233,206
Amravati,2018,Amravati,Rural,562,14,10
Amravati,2018,Amravati,Urban,1403,219,196
Amravati,2018,Anjangaon Su,Total,522,16,8
Amravati,2018,Anjangaon Su,Rural,513,16,8
Amravati,2018,Anjangaon Su,Urban,9,0,0
Amravati,2018,Bhatkuli,Total,269,18,7
Amravati,2018,Bhatkuli,Rural,269,18,7
Amravati,2018,Bhatkuli,Urban,0,0,0
Amravati,2018,Chandur Railway,Total,358,5,2
Amravati,2018,Chandur Railway,Rural,347,5,2
Amravati,2018,Chandur Railway,Urban,11,0,0
Amravati,2018,Chandurbazar,Total,809,32,12
Amravati,2018,Chandurbazar,Rural,806,32,12
Amravati,2018,Chandurbazar,Urban,3,0,0
Amravati,2018,Chikhraldara,Total,229,131,54
Amravati,2018,Chikhraldara,Rural,220,131,54
Amravati,2018,Chikhraldara,Urban,9,0,0
Amravati,2018,Daryapur,Total,580,11,6
Amravati,2018,Daryapur,Rural,556,10,5
Amravati,2018,Daryapur,Urban,24,1,1
Amravati,2018,Dhamangaon Re,Total,501,13,6
Amravati,2018,Dhamangaon Re,Rural,483,12,6
Amravati,2018,Dhamangaon Re,Urban,18,1,0
Amravati,2018,Dharani,Total,491,329,155
Amravati,2018,Dharani,Rural,425,297,127
Amravati,2018,Dharani,Urban,66,32,28
Amravati,2018,Morshi,Total,802,22,9
Amravati,2018,Morshi,Rural,776,22,9
Amravati,2018,Morshi,Urban,26,0,0
Amravati,2018,Nandgaon Kh,Total,664,13,5
Amravati,2018,Nandgaon Kh,Rural,661,13,5
Amravati,2018,Nandgaon Kh,Urban,3,0,0
Amravati,2018,Tivas,Total,255,13,6
Amravati,2018,Tivas,Rural,248,13,6
Amravati,2018,Tivas,Urban,7,0,0
Amravati,2018,Warud,Total,295,29,13
Amravati,2018,Warud,Rural,266,27,11
Amravati,2018,Warud,Urban,29,2,2
Amravati,2019,Achalpur,Total,752,49,41
Amravati,2019,Achalpur,Rural,703,35,27
Amravati,2019,Achalpur,Urban,49,14,14
Amravati,2019,Amravati,Total,1637,253,252
Amravati,2019,Amravati,Rural,619,12,11
Amravati,2019,Amravati,Urban,1018,241,241
Amravati,2019,Anjangaon Su,Total,592,7,6
Amravati,2019,Anjangaon Su,Rural,574,7,6
Amravati,2019,Anjangaon Su,Urban,18,0,0
Amravati,2019,Bhatkuli,Total,156,6,4
Amravati,2019,Bhatkuli,Rural,151,6,4
Amravati,2019,Bhatkuli,Urban,5,0,0
Amravati,2019,Chandur Railway,Total,455,8,5
Amravati,2019,Chandur Railway,Rural,448,8,5
Amravati,2019,Chandur Railway,Urban,7,0,0
Amravati,2019,Chandurbazar,Total,811,13,10
Amravati,2019,Chandurbazar,Rural,802,13,10
Amravati,2019,Chandurbazar,Urban,9,0,0
Amravati,2019,Chikhraldara,Total,259,41,26
Amravati,2019,Chikhraldara,Rural,248,40,25
Amravati,2019,Chikhraldara,Urban,11,1,1
Amravati,2019,Daryapur,Total,597,2,2
Amravati,2019,Daryapur,Rural,569,1,1
Amravati,2019,Daryapur,Urban,28,1,1
Amravati,2019,Dhamangaon Re,Total,532,2,2
Amravati,2019,Dhamangaon Re,Rural,520,2,2
Amravati,2019,Dhamangaon Re,Urban,12,0,0
Amravati,2019,Dharani,Total,299,133,121
Amravati,2019,Dharani,Rural,264,52,40
Amravati,2019,Dharani,Urban,35,81,81
Amravati,2019,Morshi,Total,962,8,8
Amravati,2019,Morshi,Rural,942,7,7
Amravati,2019,Morshi,Urban,20,1,1
Amravati,2019,Nandgaon Kh,Total,733,6,5
Amravati,2019,Nandgaon Kh,Rural,723,6,5
Amravati,2019,Nandgaon Kh,Urban,10,0,0
Amravati,2019,Tivas,Total,653,9,8
Amravati,2019,Tivas,Rural,640,9,8
Amravati,2019,Tivas,Urban,13,0,0
Amravati,2019,Warud,Total,45,14,12
Amravati,2019,Warud,Rural,18,12,10
Amravati,2019,Warud,Urban,27,2,2
Amravati,2020,Achalpur,Total,781,6,36
Amravati,2020,Achalpur,Rural,743,5,27
Amravati,2020,Achalpur,Urban,38,1,9
Amravati,2020,Amravati,Total,1952,15,218
Amravati,2020,Amravati,Rural,632,0,11
Amravati,2020,Amravati,Urban,1320,15,207
Amravati,2020,Anjangaon Su,Total,604,1,6
Amravati,2020,Anjangaon Su,Rural,586,1,6
Amravati,2020,Anjangaon Su,Urban,18,0,0
Amravati,2020,Bhatkuli,Total,366,0,4
Amravati,2020,Bhatkuli,Rural,363,0,4
Amravati,2020,Bhatkuli,Urban,3,0,0
Amravati,2020,Chandur Railway,Total,448,1,5
Amravati,2020,Chandur Railway,Rural,440,1,5
Amravati,2020,Chandur Railway,Urban,8,0,0
Amravati,2020,Chandurbazar,Total,957,2,10
Amravati,2020,Chandurbazar,Rural,950,2,10
Amravati,2020,Chandurbazar,Urban,7,0,0
Amravati,2020,Chikhraldara,Total,415,21,26
Amravati,2020,Chikhraldara,Rural,397,21,25
Amravati,2020,Chikhraldara,Urban,18,0,1
Amravati,2020,Daryapur,Total,778,16,1
Amravati,2020,Daryapur,Rural,757,16,1
Amravati,2020,Daryapur,Urban,21,0,0
Amravati,2020,Dhamangaon Re,Total,725,3,2
Amravati,2020,Dhamangaon Re,Rural,718,3,2
Amravati,2020,Dhamangaon Re,Urban,7,0,0
Amravati,2020,Dharani,Total,549,116,127
Amravati,2020,Dharani,Rural,517,110,40
Amravati,2020,Dharani,Urban,32,6,87
Amravati,2020,Morshi,Total,930,1,11
Amravati,2020,Morshi,Rural,909,1,7
Amravati,2020,Morshi,Urban,21,0,4
Amravati,2020,Nandgaon Kh,Total,790,1,10
Amravati,2020,Nandgaon Kh,Rural,785,1,5
Amravati,2020,Nandgaon Kh,Urban,5,0,5
Amravati,2020,Tivas,Total,696,2,8
Amravati,2020,Tivas,Rural,689,2,8
Amravati,2020,Tivas,Urban,7,0,0
Amravati,2020,Warud,Total,319,129,14
Amravati,2020,Warud,Rural,308,129,10
Amravati,2020,Warud,Urban,11,0,4
Amravati,2021,Achalpur,Total,3112,75,219
Amravati,2021,Achalpur,Rural,1872,52,33
Amravati,2021,Achalpur,Urban,1240,23,186
Amravati,2021,Amravati,Total,13772,40,158
Amravati,2021,Amravati,Rural,1446,15,0
Amravati,2021,Amravati,Urban,12326,25,158
Amravati,2021,Anjangaon Su,Total,2190,9,37
Amravati,2021,Anjangaon Su,Rural,1758,9,0
Amravati,2021,Anjangaon Su,Urban,432,0,37
Amravati,2021,Bhatkuli,Total,1316,10,0
Amravati,2021,Bhatkuli,Rural,1236,10,0
Amravati,2021,Bhatkuli,Urban,80,0,0
Amravati,2021,Chandur Railway,Total,1279,3,0
Amravati,2021,Chandur Railway,Rural,1125,3,0
Amravati,2021,Chandur Railway,Urban,154,0,0
Amravati,2021,Chandurbazar,Total,972,62,49
Amravati,2021,Chandurbazar,Rural,837,61,48
Amravati,2021,Chandurbazar,Urban,135,1,1
Amravati,2021,Chikhraldara,Total,750,171,107
Amravati,2021,Chikhraldara,Rural,723,168,104
Amravati,2021,Chikhraldara,Urban,27,3,3
Amravati,2021,Daryapur,Total,1788,16,15
Amravati,2021,Daryapur,Rural,1236,14,13
Amravati,2021,Daryapur,Urban,552,2,2
Amravati,2021,Dhamangaon Re,Total,1662,14,62
Amravati,2021,Dhamangaon Re,Rural,1491,13,9
Amravati,2021,Dhamangaon Re,Urban,171,1,53
Amravati,2021,Dharani,Total,724,282,214
Amravati,2021,Dharani,Rural,609,203,144
Amravati,2021,Dharani,Urban,115,79,70
Amravati,2021,Morshi,Total,2473,68,60
Amravati,2021,Morshi,Rural,2052,68,57
Amravati,2021,Morshi,Urban,421,0,3
Amravati,2021,Nandgaon Kh,Total,1131,3,0
Amravati,2021,Nandgaon Kh,Rural,1125,3,0
Amravati,2021,Nandgaon Kh,Urban,6,0,0
Amravati,2021,Tivas,Total,1592,5,0
Amravati,2021,Tivas,Rural,1446,5,0
Amravati,2021,Tivas,Urban,146,0,0
Amravati,2021,Warud,Total,2413,101,96
Amravati,2021,Warud,Rural,1762,98,89
Amravati,2021,Warud,Urban,651,3,7
Beed,2013,Ambajogai,Total,2130,,
Beed,2013,Ambajogai,Rural,774,31,52
Beed,2013,Ambajogai,Urban,1356,,
Beed,2013,Ashti,Total,1374,,
Beed,2013,Ashti,Rural,1374,12,15
Beed,2013,Ashti,Urban,0,,
Beed,2013,Beed,Total,2420,,
Beed,2013,Beed,Rural,1057,12,12
Beed,2013,Beed,Urban,1363,,
Beed,2013,Cage,Total,1185,,
Beed,2013,Cage,Rural,1058,2,79
Beed,2013,Cage,Urban,127,,
Beed,2013,Dharur,Total,439,,
Beed,2013,Dharur,Rural,342,19,94
Beed,2013,Dharur,Urban,97,,
Beed,2013,Gevrai,Total,1160,,
Beed,2013,Gevrai,Rural,947,13,66
Beed,2013,Gevrai,Urban,213,,
Beed,2013,Majalgaon,Total,956,,
Beed,2013,Majalgaon,Rural,803,15,81
Beed,2013,Majalgaon,Urban,153,,
Beed,2013,Parli,Total,778,,
Beed,2013,Parli,Rural,671,16,61
Beed,2013,Parli,Urban,107,,
Beed,2013,Patoda,Total,598,,
Beed,2013,Patoda,Rural,598,26,67
Beed,2013,Patoda,Urban,0,,
Beed,2013,Shirur Kasar,Total,456,,
Beed,2013,Shirur Kasar,Rural,456,8,47
Beed,2013,Shirur Kasar,Urban,0,,
Beed,2013,Wadwani,Total,335,,
Beed,2013,Wadwani,Rural,335,19,15
Beed,2013,Wadwani,Urban,0,,
Beed,2014,Ambajogai,Total,2130,25,0
Beed,2014,Ambajogai,Rural,774,25,18
Beed,2014,Ambajogai,Urban,1356,0,0
Beed,2014,Ashti,Total,1374,27,0
Beed,2014,Ashti,Rural,1374,27,9
Beed,2014,Ashti,Urban,0,0,0
Beed,2014,Beed,Total,2410,29,0
Beed,2014,Beed,Rural,1047,29,15
Beed,2014,Beed,Urban,1363,0,0
Beed,2014,Cage,Total,1185,57,0
Beed,2014,Cage,Rural,1058,57,46
Beed,2014,Cage,Urban,127,0,0
Beed,2014,Dharur,Total,439,33,0
Beed,2014,Dharur,Rural,342,33,16
Beed,2014,Dharur,Urban,97,0,0
Beed,2014,Gevrai,Total,1160,81,0
Beed,2014,Gevrai,Rural,947,81,42
Beed,2014,Gevrai,Urban,213,0,0
Beed,2014,Majalgaon,Total,956,42,0
Beed,2014,Majalgaon,Rural,803,42,39
Beed,2014,Majalgaon,Urban,153,0,0
Beed,2014,Parli,Total,1250,21,0
Beed,2014,Parli,Rural,671,21,9
Beed,2014,Parli,Urban,579,0,0
Beed,2014,Patoda,Total,598,32,0
Beed,2014,Patoda,Rural,598,32,24
Beed,2014,Patoda,Urban,0,0,0
Beed,2014,Shirur Kasar,Total,456,28,0
Beed,2014,Shirur Kasar,Rural,456,28,19
Beed,2014,Shirur Kasar,Urban,0,0,0
Beed,2014,Wadwani,Total,335,2,0
Beed,2014,Wadwani,Rural,335,2,1
Beed,2014,Wadwani,Urban,0,0,0
Beed,2015,Ambajogai,Total,2094,27,0
Beed,2015,Ambajogai,Rural,776,27,21
Beed,2015,Ambajogai,Urban,1318,0,0
Beed,2015,Ashti,Total,1278,16,0
Beed,2015,Ashti,Rural,1197,16,12
Beed,2015,Ashti,Urban,81,0,0
Beed,2015,Beed,Total,2691,8,0
Beed,2015,Beed,Rural,1113,8,6
Beed,2015,Beed,Urban,1578,0,0
Beed,2015,Cage,Total,1311,48,0
Beed,2015,Cage,Rural,1204,48,36
Beed,2015,Cage,Urban,107,0,0
Beed,2015,Dharur,Total,556,34,0
Beed,2015,Dharur,Rural,449,34,25
Beed,2015,Dharur,Urban,107,0,0
Beed,2015,Gevrai,Total,1009,41,0
Beed,2015,Gevrai,Rural,795,41,28
Beed,2015,Gevrai,Urban,214,0,0
Beed,2015,Majalgaon,Total,962,32,0
Beed,2015,Majalgaon,Rural,780,32,4
Beed,2015,Majalgaon,Urban,182,0,0
Beed,2015,Parli,Total,1255,16,0
Beed,2015,Parli,Rural,711,16,14
Beed,2015,Parli,Urban,544,0,0
Beed,2015,Patoda,Total,496,0,0
Beed,2015,Patoda,Rural,496,0,0
Beed,2015,Patoda,Urban,0,0,0
Beed,2015,Shirur Kasar,Total,423,2,0
Beed,2015,Shirur Kasar,Rural,423,2,0
Beed,2015,Shirur Kasar,Urban,0,0,0
Beed,2015,Wadwani,Total,340,0,0
Beed,2015,Wadwani,Rural,340,0,0
Beed,2015,Wadwani,Urban,0,0,0
Beed,2016,Ambajogai,Total,2274,33,15
Beed,2016,Ambajogai,Rural,830,33,15
Beed,2016,Ambajogai,Urban,1444,0,0
Beed,2016,Ashti,Total,1441,60,25
Beed,2016,Ashti,Rural,1362,60,25
Beed,2016,Ashti,Urban,79,0,0
Beed,2016,Beed,Total,2311,241,208
Beed,2016,Beed,Rural,1077,41,18
Beed,2016,Beed,Urban,1234,200,190
Beed,2016,Cage,Total,1334,25,11
Beed,2016,Cage,Rural,1226,25,11
Beed,2016,Cage,Urban,108,0,0
Beed,2016,Dharur,Total,486,13,5
Beed,2016,Dharur,Rural,413,13,5
Beed,2016,Dharur,Urban,73,0,0
Beed,2016,Gevrai,Total,806,107,47
Beed,2016,Gevrai,Rural,606,107,47
Beed,2016,Gevrai,Urban,200,0,0
Beed,2016,Majalgaon,Total,1046,16,7
Beed,2016,Majalgaon,Rural,872,16,7
Beed,2016,Majalgaon,Urban,174,0,0
Beed,2016,Parli,Total,1153,20,8
Beed,2016,Parli,Rural,693,20,8
Beed,2016,Parli,Urban,460,0,0
Beed,2016,Patoda,Total,566,31,14
Beed,2016,Patoda,Rural,499,31,14
Beed,2016,Patoda,Urban,67,0,0
Beed,2016,Shirur Kasar,Total,187,15,6
Beed,2016,Shirur Kasar,Rural,158,15,6
Beed,2016,Shirur Kasar,Urban,29,0,0
Beed,2016,Wadwani,Total,310,8,4
Beed,2016,Wadwani,Rural,262,8,4
Beed,2016,Wadwani,Urban,48,0,0
Beed,2017,Ambajogai,Total,1929,26,19
Beed,2017,Ambajogai,Rural,546,26,19
Beed,2017,Ambajogai,Urban,1383,0,0
Beed,2017,Ashti,Total,967,59,39
Beed,2017,Ashti,Rural,873,59,39
Beed,2017,Ashti,Urban,94,0,0
Beed,2017,Beed,Total,2146,139,127
Beed,2017,Beed,Rural,1195,54,47
Beed,2017,Beed,Urban,951,85,80
Beed,2017,Cage,Total,579,36,24
Beed,2017,Cage,Rural,462,34,22
Beed,2017,Cage,Urban,117,2,2
Beed,2017,Dharur,Total,425,18,15
Beed,2017,Dharur,Rural,325,18,15
Beed,2017,Dharur,Urban,100,0,0
Beed,2017,Gevrai,Total,984,80,65
Beed,2017,Gevrai,Rural,742,80,65
Beed,2017,Gevrai,Urban,242,0,0
Beed,2017,Majalgaon,Total,1029,11,8
Beed,2017,Majalgaon,Rural,851,11,8
Beed,2017,Majalgaon,Urban,178,0,0
Beed,2017,Parli,Total,1035,36,26
Beed,2017,Parli,Rural,515,35,25
Beed,2017,Parli,Urban,520,1,1
Beed,2017,Patoda,Total,523,9,6
Beed,2017,Patoda,Rural,452,9,6
Beed,2017,Patoda,Urban,71,0,0
Beed,2017,Shirur Kasar,Total,598,15,15
Beed,2017,Shirur Kasar,Rural,571,15,15
Beed,2017,Shirur Kasar,Urban,27,0,0
Beed,2017,Wadwani,Total,290,23,19
Beed,2017,Wadwani,Rural,231,23,19
Beed,2017,Wadwani,Urban,59,0,0
Beed,2018,Ambajogai,Total,2042,119,107
Beed,2018,Ambajogai,Rural,636,7,4
Beed,2018,Ambajogai,Urban,1406,112,103
Beed,2018,Ashti,Total,949,40,27
Beed,2018,Ashti,Rural,839,40,27
Beed,2018,Ashti,Urban,110,,
Beed,2018,Beed,Total,1704,118,108
Beed,2018,Beed,Rural,975,31,22
Beed,2018,Beed,Urban,729,87,86
Beed,2018,Cage,Total,790,21,15
Beed,2018,Cage,Rural,675,21,15
Beed,2018,Cage,Urban,115,,
Beed,2018,Dharur,Total,414,6,4
Beed,2018,Dharur,Rural,296,6,4
Beed,2018,Dharur,Urban,118,,
Beed,2018,Gevrai,Total,957,37,22
Beed,2018,Gevrai,Rural,716,37,22
Beed,2018,Gevrai,Urban,241,,
Beed,2018,Majalgaon,Total,867,24,8
Beed,2018,Majalgaon,Rural,681,24,8
Beed,2018,Majalgaon,Urban,186,,
Beed,2018,Parli,Total,1471,56,46
Beed,2018,Parli,Rural,629,53,43
Beed,2018,Parli,Urban,842,3,3
Beed,2018,Patoda,Total,547,15,12
Beed,2018,Patoda,Rural,474,15,12
Beed,2018,Patoda,Urban,73,,
Beed,2018,Shirur Kasar,Total,408,9,8
Beed,2018,Shirur Kasar,Rural,375,9,8
Beed,2018,Shirur Kasar,Urban,33,,
Beed,2018,Wadwani,Total,290,15,7
Beed,2018,Wadwani,Rural,225,15,7
Beed,2018,Wadwani,Urban,65,,
Beed,2019,Ambajogai,Total,1849,228,199
Beed,2019,Ambajogai,Rural,624,1,0
Beed,2019,Ambajogai,Urban,1225,227,199
Beed,2019,Ashti,Total,1303,45,26
Beed,2019,Ashti,Rural,1204,45,26
Beed,2019,Ashti,Urban,99,,
