District,Year,Taluka,Rural/Urban,Number,Children,Infants
Sindhudurg,2017,Savantwadi,Total,1022,10,8
Sindhudurg,2017,Savantwadi,Rural,842,10,4
Sindhudurg,2017,Savantwadi,Urban,180,0,4
Sindhudurg,2017,Vaibhavwadi,Total,321,8,6
Sindhudurg,2017,Vaibhavwadi,Rural,304,8,6
Sindhudurg,2017,Vaibhavwadi,Urban,17,0,0
Sindhudurg,2017,Vengurla,Total,502,3,3
Sindhudurg,2017,Vengurla,Rural,426,3,3
Sindhudurg,2017,Vengurla,Urban,76,0,0
Sindhudurg,2018,Devgad,Total,755,12,11
Sindhudurg,2018,Devgad,Rural,755,12,11
Sindhudurg,2018,Devgad,Urban,0,0,0
Sindhudurg,2018,Dodamarg,Total,370,1,1
Sindhudurg,2018,Dodamarg,Rural,370,1,1
Sindhudurg,2018,Dodamarg,Urban,0,0,0
Sindhudurg,2018,Kankawali,Total,855,6,4
Sindhudurg,2018,Kankawali,Rural,827,6,4
Sindhudurg,2018,Kankawali,Urban,28,0,0
Sindhudurg,2018,Kudal,Total,1153,10,9
Sindhudurg,2018,Kudal,Rural,1153,10,9
Sindhudurg,2018,Kudal,Urban,0,0,0
Sindhudurg,2018,Malwan,Total,771,6,4
Sindhudurg,2018,Malwan,Rural,771,6,4
Sindhudurg,2018,Malwan,Urban,0,0,0
Sindhudurg,2018,Savantwadi,Total,826,6,3
Sindhudurg,2018,Savantwadi,Rural,799,6,3
Sindhudurg,2018,Savantwadi,Urban,27,0,0
Sindhudurg,2018,Vaibhavwadi,Total,331,3,3
Sindhudurg,2018,Vaibhavwadi,Rural,331,3,3
Sindhudurg,2018,Vaibhavwadi,Urban,0,0,0
Sindhudurg,2018,Vengurla,Total,581,5,4
Sindhudurg,2018,Vengurla,Rural,581,5,4
Sindhudurg,2018,Vengurla,Urban,0,0,0
Sindhudurg,2019,Devgad,Total,767,27,10
Sindhudurg,2019,Devgad,Rural,629,12,10
Sindhudurg,2019,Devgad,Urban,138,15,0
Sindhudurg,2019,Dodamarg,Total,49,2,1
Sindhudurg,2019,Dodamarg,Rural,26,1,1
Sindhudurg,2019,Dodamarg,Urban,23,1,0
Sindhudurg,2019,Kankawali,Total,987,12,9
Sindhudurg,2019,Kankawali,Rural,720,10,9
Sindhudurg,2019,Kankawali,Urban,267,2,0
Sindhudurg,2019,Kudal,Total,971,34,18
Sindhudurg,2019,Kudal,Rural,703,27,16
Sindhudurg,2019,Kudal,Urban,268,7,2
Sindhudurg,2019,Malwan,Total,850,11,8
Sindhudurg,2019,Malwan,Rural,678,8,8
Sindhudurg,2019,Malwan,Urban,172,3,0
Sindhudurg,2019,Savantwadi,Total,544,12,6
Sindhudurg,2019,Savantwadi,Rural,317,5,5
Sindhudurg,2019,Savantwadi,Urban,227,7,1
Sindhudurg,2019,Vaibhavwadi,Total,193,10,4
Sindhudurg,2019,Vaibhavwadi,Rural,174,4,3
Sindhudurg,2019,Vaibhavwadi,Urban,19,6,1
Sindhudurg,2019,Vengurla,Total,473,8,4
Sindhudurg,2019,Vengurla,Rural,381,7,3
Sindhudurg,2019,Vengurla,Urban,92,1,1
Sindhudurg,2020,Devgad,Total,761,16,12
Sindhudurg,2020,Devgad,Rural,761,16,12
Sindhudurg,2020,Devgad,Urban,0,0,0
Sindhudurg,2020,Dodamarg,Total,409,2,2
Sindhudurg,2020,Dodamarg,Rural,409,2,2
Sindhudurg,2020,Dodamarg,Urban,0,0,0
Sindhudurg,2020,Kankawali,Total,1018,17,14
Sindhudurg,2020,Kankawali,Rural,978,16,13
Sindhudurg,2020,Kankawali,Urban,40,1,1
Sindhudurg,2020,Kudal,Total,1438,24,23
Sindhudurg,2020,Kudal,Rural,1438,24,23
Sindhudurg,2020,Kudal,Urban,0,0,0
Sindhudurg,2020,Malwan,Total,915,7,6
Sindhudurg,2020,Malwan,Rural,899,7,6
Sindhudurg,2020,Malwan,Urban,16,0,0
Sindhudurg,2020,Savantwadi,Total,982,13,13
Sindhudurg,2020,Savantwadi,Rural,867,8,8
Sindhudurg,2020,Savantwadi,Urban,115,5,5
Sindhudurg,2020,Vaibhavwadi,Total,338,4,4
Sindhudurg,2020,Vaibhavwadi,Rural,338,4,4
Sindhudurg,2020,Vaibhavwadi,Urban,0,0,0
Sindhudurg,2020,Vengurla,Total,672,8,8
Sindhudurg,2020,Vengurla,Rural,668,8,8
Sindhudurg,2020,Vengurla,Urban,4,0,0
Sindhudurg,2021,Devgad,Total,975,12,8
Sindhudurg,2021,Devgad,Rural,945,12,8
Sindhudurg,2021,Devgad,Urban,30,0,0
Sindhudurg,2021,Dodamarg,Total,522,2,2
Sindhudurg,2021,Dodamarg,Rural,521,2,2
Sindhudurg,2021,Dodamarg,Urban,1,0,0
Sindhudurg,2021,Kankawali,Total,1141,5,3
Sindhudurg,2021,Kankawali,Rural,1077,5,3
Sindhudurg,2021,Kankawali,Urban,64,0,0
Sindhudurg,2021,Kudal,Total,1801,10,9
Sindhudurg,2021,Kudal,Rural,1793,10,9
Sindhudurg,2021,Kudal,Urban,8,0,0
Sindhudurg,2021,Malwan,Total,1261,3,2
Sindhudurg,2021,Malwan,Rural,1235,3,2
Sindhudurg,2021,Malwan,Urban,26,0,0
Sindhudurg,2021,Savantwadi,Total,1196,11,7
Sindhudurg,2021,Savantwadi,Rural,1063,8,4
Sindhudurg,2021,Savantwadi,Urban,133,3,3
Sindhudurg,2021,Vaibhavwadi,Total,429,2,2
Sindhudurg,2021,Vaibhavwadi,Rural,425,2,2
Sindhudurg,2021,Vaibhavwadi,Urban,4,0,0
Sindhudurg,2021,Vengurla,Total,953,3,3
Sindhudurg,2021,Vengurla,Rural,948,3,3
Sindhudurg,2021,Vengurla,Urban,5,0,0
Thane,2012,Ambarnath,Total,1856,12,7
Thane,2012,Ambarnath,Rural,432,,
Thane,2012,Ambarnath,Urban,1424,,
Thane,2012,Bhivandi,Total,3062,245,84
Thane,2012,Bhivandi,Rural,1294,,
Thane,2012,Bhivandi,Urban,1768,,
Thane,2012,Kalyan,Total,5645,22,16
Thane,2012,Kalyan,Rural,798,,
Thane,2012,Kalyan,Urban,4847,,
Thane,2012,Murbad,Total,599,53,43
Thane,2012,Murbad,Rural,599,,
Thane,2012,Murbad,Urban,0,,
Thane,2012,Shahapur,Total,1349,143,118
Thane,2012,Shahapur,Rural,1349,,
Thane,2012,Shahapur,Urban,0,,
Thane,2012,Thane,Total,16065,803,627
Thane,2012,Thane,Rural,0,,
Thane,2012,Thane,Urban,16065,,
Thane,2012,Ulhasnagar,Total,2399,2,
Thane,2012,Ulhasnagar,Rural,0,,
Thane,2012,Ulhasnagar,Urban,2399,,
Thane,2013,Ambarnath,Total,1721,11,8
Thane,2013,Ambarnath,Rural,494,,
Thane,2013,Ambarnath,Urban,1227,,
Thane,2013,Bhivandi,Total,3122,148,81
Thane,2013,Bhivandi,Rural,1270,,
Thane,2013,Bhivandi,Urban,1852,,
Thane,2013,Kalyan,Total,7316,19,12
Thane,2013,Kalyan,Rural,1156,,
Thane,2013,Kalyan,Urban,6160,,
Thane,2013,Murbad,Total,609,44,36
Thane,2013,Murbad,Rural,609,,
Thane,2013,Murbad,Urban,0,,
Thane,2013,Shahapur,Total,1399,175,160
Thane,2013,Shahapur,Rural,1399,,
Thane,2013,Shahapur,Urban,0,,
Thane,2013,Thane,Total,17773,712,502
Thane,2013,Thane,Rural,0,,
Thane,2013,Thane,Urban,17773,712,
Thane,2013,Ulhasnagar,Total,2947,14,9
Thane,2013,Ulhasnagar,Rural,0,,
Thane,2013,Ulhasnagar,Urban,2947,,
Thane,2014,Ambarnath,Total,2905,15,10
Thane,2014,Ambarnath,Rural,1867,6,5
Thane,2014,Ambarnath,Urban,1038,9,5
Thane,2014,Bhivandi,Total,3322,96,67
Thane,2014,Bhivandi,Rural,1125,43,30
Thane,2014,Bhivandi,Urban,2197,53,37
Thane,2014,Kalyan,Total,7597,37,33
Thane,2014,Kalyan,Rural,558,21,15
Thane,2014,Kalyan,Urban,7039,16,18
Thane,2014,Murbad,Total,454,34,25
Thane,2014,Murbad,Rural,454,34,25
Thane,2014,Murbad,Urban,0,0,0
Thane,2014,Shahapur,Total,906,129,100
Thane,2014,Shahapur,Rural,906,129,100
Thane,2014,Shahapur,Urban,0,0,0
Thane,2014,Thane,Total,19936,217,210
Thane,2014,Thane,Rural,0,0,0
Thane,2014,Thane,Urban,19936,217,210
Thane,2014,Ulhasnagar,Total,2880,113,96
Thane,2014,Ulhasnagar,Rural,0,0,0
Thane,2014,Ulhasnagar,Urban,2880,113,96
Thane,2015,Ambarnath,Total,2230,18,8
Thane,2015,Ambarnath,Rural,444,8,5
Thane,2015,Ambarnath,Urban,1786,10,3
Thane,2015,Bhivandi,Total,2176,98,38
Thane,2015,Bhivandi,Rural,747,25,17
Thane,2015,Bhivandi,Urban,1429,73,21
Thane,2015,Kalyan,Total,6602,16,5
Thane,2015,Kalyan,Rural,223,6,2
Thane,2015,Kalyan,Urban,6379,10,3
Thane,2015,Murbad,Total,648,32,21
Thane,2015,Murbad,Rural,528,23,14
Thane,2015,Murbad,Urban,120,9,7
Thane,2015,Shahapur,Total,1396,94,72
Thane,2015,Shahapur,Rural,1122,78,61
Thane,2015,Shahapur,Urban,274,16,11
Thane,2015,Thane,Total,18358,404,338
Thane,2015,Thane,Rural,0,0,0
Thane,2015,Thane,Urban,18358,404,338
Thane,2015,Ulhasnagar,Total,2091,71,62
Thane,2015,Ulhasnagar,Rural,0,0,0
Thane,2015,Ulhasnagar,Urban,2091,71,62
Thane,2016,Ambarnath,Total,351,18,14
Thane,2016,Ambarnath,Rural,256,8,4
Thane,2016,Ambarnath,Urban,95,10,10
Thane,2016,Bhivandi,Total,1069,19,20
Thane,2016,Bhivandi,Rural,817,15,9
Thane,2016,Bhivandi,Urban,252,4,11
Thane,2016,Kalyan,Total,192,2,1
Thane,2016,Kalyan,Rural,192,2,1
Thane,2016,Kalyan,Urban,0,0,0
Thane,2016,Murbad,Total,486,19,14
Thane,2016,Murbad,Rural,486,19,14
Thane,2016,Murbad,Urban,0,0,0
Thane,2016,Shahapur,Total,1070,39,26
Thane,2016,Shahapur,Rural,1070,39,26
Thane,2016,Shahapur,Urban,0,0,0
Thane,2016,Thane,Total,3622,261,63
Thane,2016,Thane,Rural,0,0,0
Thane,2016,Thane,Urban,3622,261,63
Thane,2016,Ulhasnagar,Total,465,0,0
Thane,2016,Ulhasnagar,Rural,,,0
Thane,2016,Ulhasnagar,Urban,465,0,0
Thane,2017,Ambarnath,Total,178,8,8
Thane,2017,Ambarnath,Rural,176,6,6
Thane,2017,Ambarnath,Urban,2,2,2
Thane,2017,Bhivandi,Total,413,65,58
Thane,2017,Bhivandi,Rural,401,56,50
Thane,2017,Bhivandi,Urban,12,9,8
Thane,2017,Kalyan,Total,67,11,10
Thane,2017,Kalyan,Rural,30,7,6
Thane,2017,Kalyan,Urban,37,4,4
Thane,2017,Murbad,Total,385,34,28
Thane,2017,Murbad,Rural,385,34,28
Thane,2017,Murbad,Urban,0,0,0
Thane,2017,Shahapur,Total,612,54,41
Thane,2017,Shahapur,Rural,612,54,41
Thane,2017,Shahapur,Urban,0,0,0
Thane,2017,Thane,Total,2357,627,529
Thane,2017,Thane,Rural,0,0,0
Thane,2017,Thane,Urban,2357,627,529
Thane,2017,Ulhasnagar,Total,568,139,130
Thane,2017,Ulhasnagar,Rural,,,0
Thane,2017,Ulhasnagar,Urban,568,139,130
Thane,2018,Ambarnath,Total,211,1,13
Thane,2018,Ambarnath,Rural,210,1,7
Thane,2018,Ambarnath,Urban,1,0,6
Thane,2018,Bhivandi,Total,320,9,95
Thane,2018,Bhivandi,Rural,312,8,22
Thane,2018,Bhivandi,Urban,8,1,73
Thane,2018,Kalyan,Total,58,7,10
Thane,2018,Kalyan,Rural,35,7,5
Thane,2018,Kalyan,Urban,23,0,5
Thane,2018,Murbad,Total,252,2,13
Thane,2018,Murbad,Rural,252,2,13
Thane,2018,Murbad,Urban,0,0,0
Thane,2018,Shahapur,Total,443,6,64
Thane,2018,Shahapur,Rural,443,6,64
Thane,2018,Shahapur,Urban,0,0,0
Thane,2018,Thane,Total,2029,61,1493
Thane,2018,Thane,Rural,0,0,0
Thane,2018,Thane,Urban,2029,61,1493
Thane,2018,Ulhasnagar,Total,408,4,214
Thane,2018,Ulhasnagar,Rural,0,0,0
Thane,2018,Ulhasnagar,Urban,408,4,214
Thane,2019,Ambarnath,Total,218,0,4
Thane,2019,Ambarnath,Rural,216,0,2
Thane,2019,Ambarnath,Urban,2,0,2
Thane,2019,Bhivandi,Total,196,17,34
Thane,2019,Bhivandi,Rural,110,14,11
Thane,2019,Bhivandi,Urban,86,3,23
Thane,2019,Kalyan,Total,172,16,13
Thane,2019,Kalyan,Rural,28,2,2
Thane,2019,Kalyan,Urban,144,14,11
Thane,2019,Murbad,Total,267,8,38
Thane,2019,Murbad,Rural,262,8,38
Thane,2019,Murbad,Urban,5,0,0
Thane,2019,Shahapur,Total,39,26,18
Thane,2019,Shahapur,Rural,30,24,16
Thane,2019,Shahapur,Urban,9,2,2
Thane,2019,Thane,Total,2487,463,449
Thane,2019,Thane,Rural,0,0,0
Thane,2019,Thane,Urban,2487,463,449
Thane,2019,Ulhasnagar,Total,487,80,94
Thane,2019,Ulhasnagar,Rural,,,0
Thane,2019,Ulhasnagar,Urban,487,80,94
Thane,2020,Ambarnath,Total,178,0,4
Thane,2020,Ambarnath,Rural,178,0,4
Thane,2020,Ambarnath,Urban,0,0,0
Thane,2020,Bhivandi,Total,360,24,63
Thane,2020,Bhivandi,Rural,110,20,43
Thane,2020,Bhivandi,Urban,250,4,20
Thane,2020,Kalyan,Total,283,0,4
Thane,2020,Kalyan,Rural,130,0,2
Thane,2020,Kalyan,Urban,153,0,2
Thane,2020,Murbad,Total,242,7,17
Thane,2020,Murbad,Rural,242,7,17
Thane,2020,Murbad,Urban,0,0,0
Thane,2020,Shahapur,Total,76,15,30
Thane,2020,Shahapur,Rural,76,15,30
Thane,2020,Shahapur,Urban,0,0,0
Thane,2020,Thane,Total,2693,28,415
Thane,2020,Thane,Rural,243,1,15
Thane,2020,Thane,Urban,2450,27,400
Thane,2020,Ulhasnagar,Total,376,5,81
Thane,2020,Ulhasnagar,Rural,0,0,0
Thane,2020,Ulhasnagar,Urban,376,5,81
Thane,2021,Ambarnath,Total,290,4,3
Thane,2021,Ambarnath,Rural,290,4,3
Thane,2021,Ambarnath,Urban,,,
Thane,2021,Bhivandi,Total,543,81,67
Thane,2021,Bhivandi,Rural,438,32,28
Thane,2021,Bhivandi,Urban,105,49,39
Thane,2021,Kalyan,Total,143,18,13
Thane,2021,Kalyan,Rural,58,10,8
Thane,2021,Kalyan,Urban,85,8,5
Thane,2021,Murbad,Total,340,21,16
Thane,2021,Murbad,Rural,340,21,16
Thane,2021,Murbad,Urban,,,
Thane,2021,Shahapur,Total,835,38,29
Thane,2021,Shahapur,Rural,835,38,29
Thane,2021,Shahapur,Urban,,,
Thane,2021,Thane,Total,2184,448,386
Thane,2021,Thane,Rural,622,10,8
Thane,2021,Thane,Urban,1562,438,378
Thane,2021,Ulhasnagar,Total,333,108,102
Thane,2021,Ulhasnagar,Rural,,,
Thane,2021,Ulhasnagar,Urban,333,108,102
Wardha,2012,Aarvi,Total,805,36,13
Wardha,2012,Aarvi,Rural,428,4,3
Wardha,2012,Aarvi,Urban,377,32,10
Wardha,2012,Ashti,Total,483,3,4
Wardha,2012,Ashti,Rural,483,3,4
Wardha,2012,Ashti,Urban,0,0,0
Wardha,2012,Devali,Total,1106,41,0
Wardha,2012,Devali,Rural,753,13,0
Wardha,2012,Devali,Urban,353,28,0
Wardha,2012,Hinganghat,Total,1290,19,15
Wardha,2012,Hinganghat,Rural,743,3,7
Wardha,2012,Hinganghat,Urban,547,16,8
Wardha,2012,Karanja,Total,531,8,5
Wardha,2012,Karanja,Rural,531,8,5
Wardha,2012,Karanja,Urban,0,0,0
Wardha,2012,Samudrapur,Total,692,5,6
Wardha,2012,Samudrapur,Rural,692,5,6
Wardha,2012,Samudrapur,Urban,0,0,0
Wardha,2012,Selu,Total,687,11,3
Wardha,2012,Selu,Rural,579,11,1
Wardha,2012,Selu,Urban,108,0,2
Wardha,2012,Wardha,Total,4438,234,444
Wardha,2012,Wardha,Rural,2573,16,192
Wardha,2012,Wardha,Urban,1865,218,252
Wardha,2013,Aarvi,Total,677,6,5
Wardha,2013,Aarvi,Rural,349,1,0
Wardha,2013,Aarvi,Urban,328,5,5
Wardha,2013,Ashti,Total,484,8,7
Wardha,2013,Ashti,Rural,484,8,7
Wardha,2013,Ashti,Urban,0,0,0
Wardha,2013,Devali,Total,954,10,6
Wardha,2013,Devali,Rural,654,5,1
Wardha,2013,Devali,Urban,300,5,5
Wardha,2013,Hinganghat,Total,1303,18,14
Wardha,2013,Hinganghat,Rural,764,16,12
Wardha,2013,Hinganghat,Urban,539,2,2
Wardha,2013,Karanja,Total,464,11,5
Wardha,2013,Karanja,Rural,464,11,5
Wardha,2013,Karanja,Urban,0,0,0
Wardha,2013,Samudrapur,Total,643,21,10
Wardha,2013,Samudrapur,Rural,643,21,10
Wardha,2013,Samudrapur,Urban,0,0,0
Wardha,2013,Selu,Total,586,10,2
Wardha,2013,Selu,Rural,521,9,1
Wardha,2013,Selu,Urban,65,1,1
Wardha,2013,Wardha,Total,4254,212,189
Wardha,2013,Wardha,Rural,2883,170,147
Wardha,2013,Wardha,Urban,1371,42,42
Wardha,2014,Aarvi,Total,581,30,29
Wardha,2014,Aarvi,Rural,289,14,13
Wardha,2014,Aarvi,Urban,292,16,16
Wardha,2014,Ashti,Total,468,9,7
Wardha,2014,Ashti,Rural,468,9,7
Wardha,2014,Ashti,Urban,0,0,0
Wardha,2014,Devali,Total,1014,60,53
Wardha,2014,Devali,Rural,641,52,47
Wardha,2014,Devali,Urban,373,8,6
Wardha,2014,Hinganghat,Total,1460,44,21
Wardha,2014,Hinganghat,Rural,844,22,18
Wardha,2014,Hinganghat,Urban,616,22,3
Wardha,2014,Karanja,Total,366,17,9
Wardha,2014,Karanja,Rural,366,17,9
Wardha,2014,Karanja,Urban,0,0,0
Wardha,2014,Samudrapur,Total,764,31,27
Wardha,2014,Samudrapur,Rural,764,31,27
Wardha,2014,Samudrapur,Urban,0,0,0
Wardha,2014,Selu,Total,472,37,32
Wardha,2014,Selu,Rural,396,37,32
Wardha,2014,Selu,Urban,76,0,0
Wardha,2014,Wardha,Total,4636,90,78
Wardha,2014,Wardha,Rural,3464,84,72
Wardha,2014,Wardha,Urban,1172,6,6
Wardha,2015,Aarvi,Total,600,13,1
Wardha,2015,Aarvi,Rural,322,5,0
Wardha,2015,Aarvi,Urban,278,8,1
Wardha,2015,Ashti,Total,395,12,1
Wardha,2015,Ashti,Rural,395,12,1
Wardha,2015,Ashti,Urban,0,0,0
Wardha,2015,Devali,Total,931,47,2
Wardha,2015,Devali,Rural,626,16,2
Wardha,2015,Devali,Urban,305,31,0
Wardha,2015,Hinganghat,Total,1351,25,5
Wardha,2015,Hinganghat,Rural,735,13,4
Wardha,2015,Hinganghat,Urban,616,12,1
Wardha,2015,Karanja,Total,404,11,2
Wardha,2015,Karanja,Rural,404,11,2
Wardha,2015,Karanja,Urban,0,0,0
Wardha,2015,Samudrapur,Total,611,33,2
Wardha,2015,Samudrapur,Rural,611,33,2
Wardha,2015,Samudrapur,Urban,0,0,0
Wardha,2015,Selu,Total,553,43,4
Wardha,2015,Selu,Rural,483,19,4
Wardha,2015,Selu,Urban,70,24,0
Wardha,2015,Wardha,Total,4767,53,155
Wardha,2015,Wardha,Rural,3595,18,147
Wardha,2015,Wardha,Urban,1172,35,8
Wardha,2016,Aarvi,Total,563,28,28
Wardha,2016,Aarvi,Rural,287,9,9
Wardha,2016,Aarvi,Urban,276,19,19
Wardha,2016,Ashti,Total,220,21,15
Wardha,2016,Ashti,Rural,220,21,15
Wardha,2016,Ashti,Urban,0,0,0
Wardha,2016,Devali,Total,762,45,36
Wardha,2016,Devali,Rural,518,9,6
Wardha,2016,Devali,Urban,244,36,30
Wardha,2016,Hinganghat,Total,1383,30,25
Wardha,2016,Hinganghat,Rural,758,10,8
Wardha,2016,Hinganghat,Urban,625,20,17
Wardha,2016,Karanja,Total,391,10,9
Wardha,2016,Karanja,Rural,391,10,9
Wardha,2016,Karanja,Urban,0,0,0
Wardha,2016,Samudrapur,Total,578,14,12
Wardha,2016,Samudrapur,Rural,578,14,12
Wardha,2016,Samudrapur,Urban,0,0,0
Wardha,2016,Selu,Total,449,44,44
Wardha,2016,Selu,Rural,449,44,44
Wardha,2016,Selu,Urban,0,0,0
Wardha,2016,Wardha,Total,1952,62,53
Wardha,2016,Wardha,Rural,770,15,13
Wardha,2016,Wardha,Urban,1182,47,40
Wardha,2017,Aarvi,Total,559,31,27
Wardha,2017,Aarvi,Rural,260,22,18
Wardha,2017,Aarvi,Urban,299,9,9
Wardha,2017,Ashti,Total,197,8,3
Wardha,2017,Ashti,Rural,197,8,3
Wardha,2017,Ashti,Urban,0,0,0
Wardha,2017,Devali,Total,831,32,26
Wardha,2017,Devali,Rural,527,31,25
Wardha,2017,Devali,Urban,304,1,1
Wardha,2017,Hinganghat,Total,1376,33,30
Wardha,2017,Hinganghat,Rural,758,31,28
Wardha,2017,Hinganghat,Urban,618,2,2
Wardha,2017,Karanja,Total,490,11,7
Wardha,2017,Karanja,Rural,490,11,7
Wardha,2017,Karanja,Urban,0,0,0
Wardha,2017,Samudrapur,Total,557,39,30
Wardha,2017,Samudrapur,Rural,557,39,30
Wardha,2017,Samudrapur,Urban,0,0,0
Wardha,2017,Selu,Total,561,41,37
Wardha,2017,Selu,Rural,561,41,37
Wardha,2017,Selu,Urban,0,0,0
Wardha,2017,Wardha,Total,4944,83,73
Wardha,2017,Wardha,Rural,766,62,52
Wardha,2017,Wardha,Urban,4178,21,21
Wardha,2018,Aarvi,Total,336,33,21
Wardha,2018,Aarvi,Rural,55,24,14
Wardha,2018,Aarvi,Urban,281,9,7
Wardha,2018,Ashti,Total,168,6,5
Wardha,2018,Ashti,Rural,131,6,5
Wardha,2018,Ashti,Urban,37,0,0
Wardha,2018,Devali,Total,979,25,22
Wardha,2018,Devali,Rural,608,25,22
Wardha,2018,Devali,Urban,371,0,0
Wardha,2018,Hinganghat,Total,1294,34,29
Wardha,2018,Hinganghat,Rural,778,32,27
Wardha,2018,Hinganghat,Urban,516,2,2
Wardha,2018,Karanja,Total,401,4,4
Wardha,2018,Karanja,Rural,298,4,4
Wardha,2018,Karanja,Urban,103,0,0
Wardha,2018,Samudrapur,Total,510,43,36
Wardha,2018,Samudrapur,Rural,473,43,36
Wardha,2018,Samudrapur,Urban,37,0,0
Wardha,2018,Selu,Total,454,34,29
Wardha,2018,Selu,Rural,313,34,29
Wardha,2018,Selu,Urban,141,0,0
Wardha,2018,Wardha,Total,4618,85,76
Wardha,2018,Wardha,Rural,541,52,44
Wardha,2018,Wardha,Urban,4077,33,32
Wardha,2019,Aarvi,Total,434,25,20
Wardha,2019,Aarvi,Rural,124,19,17
Wardha,2019,Aarvi,Urban,310,6,3
Wardha,2019,Ashti,Total,388,7,7
Wardha,2019,Ashti,Rural,308,7,7
Wardha,2019,Ashti,Urban,80,0,0
Wardha,2019,Devali,Total,586,22,17
Wardha,2019,Devali,Rural,366,18,13
Wardha,2019,Devali,Urban,220,4,4
Wardha,2019,Hinganghat,Total,533,26,24
Wardha,2019,Hinganghat,Rural,223,20,18
Wardha,2019,Hinganghat,Urban,310,6,6
Wardha,2019,Karanja,Total,414,11,11
Wardha,2019,Karanja,Rural,311,9,9
Wardha,2019,Karanja,Urban,103,2,2
Wardha,2019,Samudrapur,Total,642,37,27
Wardha,2019,Samudrapur,Rural,510,29,22
Wardha,2019,Samudrapur,Urban,132,8,5
Wardha,2019,Selu,Total,810,26,24
Wardha,2019,Selu,Rural,430,20,21
Wardha,2019,Selu,Urban,380,6,3
Wardha,2019,Wardha,Total,1054,62,51
Wardha,2019,Wardha,Rural,244,38,30
Wardha,2019,Wardha,Urban,810,24,21
Wardha,2020,Aarvi,Total,497,15,13
Wardha,2020,Aarvi,Rural,430,13,11
Wardha,2020,Aarvi,Urban,67,2,2
Wardha,2020,Ashti,Total,358,2,2
Wardha,2020,Ashti,Rural,358,2,2
Wardha,2020,Ashti,Urban,0,0,0
Wardha,2020,Devali,Total,698,24,20
Wardha,2020,Devali,Rural,400,21,18
Wardha,2020,Devali,Urban,298,3,2
Wardha,2020,Hinganghat,Total,689,34,30
Wardha,2020,Hinganghat,Rural,278,29,26
Wardha,2020,Hinganghat,Urban,411,5,4
Wardha,2020,Karanja,Total,299,8,6
Wardha,2020,Karanja,Rural,294,7,5
Wardha,2020,Karanja,Urban,5,1,1
Wardha,2020,Samudrapur,Total,588,22,20
Wardha,2020,Samudrapur,Rural,458,19,17
Wardha,2020,Samudrapur,Urban,130,3,3
Wardha,2020,Selu,Total,678,17,16
Wardha,2020,Selu,Rural,525,15,14
Wardha,2020,Selu,Urban,153,2,2
Wardha,2020,Wardha,Total,1931,68,60
Wardha,2020,Wardha,Rural,1236,35,31
Wardha,2020,Wardha,Urban,695,33,29
Wardha,2021,Aarvi,Total,556,9,9
Wardha,2021,Aarvi,Rural,536,2,2
Wardha,2021,Aarvi,Urban,20,7,7
Wardha,2021,Ashti,Total,568,2,5
Wardha,2021,Ashti,Rural,565,2,5
Wardha,2021,Ashti,Urban,3,0,0
Wardha,2021,Devali,Total,781,4,2
Wardha,2021,Devali,Rural,771,3,1
Wardha,2021,Devali,Urban,10,1,1
Wardha,2021,Hinganghat,Total,1105,6,5
Wardha,2021,Hinganghat,Rural,1008,5,4
Wardha,2021,Hinganghat,Urban,97,1,1
Wardha,2021,Karanja,Total,437,4,2
Wardha,2021,Karanja,Rural,422,4,2
Wardha,2021,Karanja,Urban,15,0,0
Wardha,2021,Samudrapur,Total,936,4,4
Wardha,2021,Samudrapur,Rural,935,4,4
Wardha,2021,Samudrapur,Urban,1,0,0
Wardha,2021,Selu,Total,905,5,2
Wardha,2021,Selu,Rural,899,5,2
Wardha,2021,Selu,Urban,6,0,0
Wardha,2021,Wardha,Total,1818,178,163
Wardha,2021,Wardha,Rural,1626,120,105
Wardha,2021,Wardha,Urban,192,58,58
Washim,2012,Karanja,Total,605,,0
Washim,2012,Karanja,Rural,370,,9
Washim,2012,Karanja,Urban,975,,9
Washim,2012,Malegaon,Total,580,,0
Washim,2012,Malegaon,Rural,0,,0
Washim,2012,Malegaon,Urban,580,,0
Washim,2012,Mangrulpir,Total,476,,0
Washim,2012,Mangrulpir,Rural,167,,0
Washim,2012,Mangrulpir,Urban,643,,0
Washim,2012,Manora,Total,556,,0
Washim,2012,Manora,Rural,0,,0
Washim,2012,Manora,Urban,556,,0
Washim,2012,Resod,Total,714,,5
Washim,2012,Resod,Rural,160,,0
Washim,2012,Resod,Urban,874,,5
Washim,2012,Washim,Total,411,,1
Washim,2012,Washim,Rural,596,,19
Washim,2012,Washim,Urban,1007,,20
Washim,2013,Karanja,Total,1051,5,5
Washim,2013,Karanja,Rural,667,2,2
Washim,2013,Karanja,Urban,384,3,3
Washim,2013,Malegaon,Total,621,0,0
Washim,2013,Malegaon,Rural,621,0,0
Washim,2013,Malegaon,Urban,0,0,0
Washim,2013,Mangrulpir,Total,761,9,9
Washim,2013,Mangrulpir,Rural,552,0,0
Washim,2013,Mangrulpir,Urban,209,9,9
Washim,2013,Manora,Total,619,0,0
Washim,2013,Manora,Rural,619,0,0
Washim,2013,Manora,Urban,0,0,0
Washim,2013,Resod,Total,959,8,8
Washim,2013,Resod,Rural,704,2,2
Washim,2013,Resod,Urban,255,6,6
Washim,2013,Washim,Total,1192,16,16
