District,Year,Taluka,Type,Male,Female,Children
Bhandara,2019,Sakoli,Outpatient,32800,39200,23000
Bhandara,2019,Lakhani,Outpatient,50900,53000,23400
Bhandara,2019,Pavani,Outpatient,45700,57000,23800
Bhandara,2019,Lakhandur,Outpatient,25800,28600,19200
Bhandara,2020,Tumsar,Outpatient,,,
Bhandara,2020,Mohadi,Outpatient,,,
Bhandara,2020,Bhandara,Outpatient,,,
Bhandara,2020,Sakoli,Outpatient,,,
Bhandara,2020,Lakhani,Outpatient,,,
Bhandara,2020,Pavani,Outpatient,,,
Bhandara,2020,Lakhandur,Outpatient,,,
Bhandara,2021,Tumsar,Outpatient,74900,84900,35000
Bhandara,2021,Mohadi,Outpatient,14300,14300,21300
Bhandara,2021,Bhandara,Outpatient,66800,80400,30400
Bhandara,2021,Sakoli,Outpatient,16300,20900,18700
Bhandara,2021,Lakhani,Outpatient,24000,22200,19700
Bhandara,2021,Pavani,Outpatient,28800,33000,18100
Bhandara,2021,Lakhandur,Outpatient,14000,16000,15000
Buldhana,2013,Jalgaon Jamod,Outpatient,18800,2500,6400
Buldhana,2013,Sangrampur,Outpatient,0,0,0
Buldhana,2013,Shegaon,Outpatient,36800,47500,12600
Buldhana,2013,Nandura,Outpatient,0,0,0
Buldhana,2013,Malkapur,Outpatient,30700,36900,10600
Buldhana,2013,Motala,Outpatient,12300,15800,4200
Buldhana,2013,Khamgaon,Outpatient,41300,53200,14100
Buldhana,2013,Mehkar,Outpatient,14900,400,300
Buldhana,2013,Chikhali,Outpatient,20200,26200,6900
Buldhana,2013,Buldhana,Outpatient,77000,86400,2300
Buldhana,2013,Deulgaon Raja,Outpatient,13600,17600,4600
Buldhana,2013,Sindkhed Raja,Outpatient,10300,200,200
Buldhana,2013,Lonar,Outpatient,9300,12000,3200
Buldhana,2014,Jalgaon Jamod,Outpatient,22200,18200,1800
Buldhana,2014,Sangrampur,Outpatient,34100,25100,4800
Buldhana,2014,Shegaon,Outpatient,16000,13500,400
Buldhana,2014,Nandura,Outpatient,40900,29000,11000
Buldhana,2014,Malkapur,Outpatient,9600,8500,2500
Buldhana,2014,Motala,Outpatient,32600,18000,32000
Buldhana,2014,Khamgaon,Outpatient,40100,28200,5900
Buldhana,2014,Mehkar,Outpatient,38800,18200,1800
Buldhana,2014,Chikhali,Outpatient,41800,27500,9500
Buldhana,2014,Buldhana,Outpatient,50000,30600,4500
Buldhana,2014,Deulgaon Raja,Outpatient,6200,4000,1000
Buldhana,2014,Sindkhed Raja,Outpatient,12800,11500,3600
Buldhana,2014,Lonar,Outpatient,11100,9100,900
Buldhana,2015,Jalgaon Jamod,Outpatient,4700000,5323300,842200
Buldhana,2015,Sangrampur,Outpatient,3731000,5420200,397000
Buldhana,2015,Shegaon,Outpatient,6742800,7787700,1651800
Buldhana,2015,Nandura,Outpatient,5162500,5942600,0
Buldhana,2015,Malkapur,Outpatient,4870600,5931200,1316500
Buldhana,2015,Motala,Outpatient,4113100,5009500,506300
Buldhana,2015,Khamgaon,Outpatient,12309700,14074100,2006800
Buldhana,2015,Mehkar,Outpatient,7300900,7512200,693900
Buldhana,2015,Chikhali,Outpatient,7826700,8528300,939400
Buldhana,2015,Buldhana,Outpatient,14193000,17148200,3649800
Buldhana,2015,Deulgaon Raja,Outpatient,5538700,6461400,1341300
Buldhana,2015,Sindkhed Raja,Outpatient,5049800,5253400,767200
Buldhana,2015,Lonar,Outpatient,5116900,5855400,1283300
Buldhana,2016,Jalgaon Jamod,Outpatient,3719400,5480500,651200
Buldhana,2016,Sangrampur,Outpatient,3357600,4141100,496700
Buldhana,2016,Shegaon,Outpatient,5260400,6397100,336700
Buldhana,2016,Nandura,Outpatient,4671100,5813800,1422800
Buldhana,2016,Malkapur,Outpatient,4577700,5741300,1255100
Buldhana,2016,Motala,Outpatient,3330800,4319100,2024100
Buldhana,2016,Khamgaon,Outpatient,16675200,20237200,3622900
Buldhana,2016,Mehkar,Outpatient,5191600,3759900,3100900
Buldhana,2016,Chikhali,Outpatient,6231400,7178900,3284000
Buldhana,2016,Buldhana,Outpatient,11959900,14593000,3373300
Buldhana,2016,Deulgaon Raja,Outpatient,4284400,5024100,766700
Buldhana,2016,Sindkhed Raja,Outpatient,9533800,2764500,117200
Buldhana,2016,Lonar,Outpatient,7740600,8933500,2767600
Buldhana,2017,Jalgaon Jamod,Outpatient,34938,38923,15053
Buldhana,2017,Sangrampur,Outpatient,10463,13609,1408
Buldhana,2017,Shegaon,Outpatient,44823,55422,6506
Buldhana,2017,Nandura,Outpatient,38156,59104,26802
Buldhana,2017,Malkapur,Outpatient,17275,19490,12823
Buldhana,2017,Motala,Outpatient,34453,45008,18115
Buldhana,2017,Khamgaon,Outpatient,77626,96941,11539
Buldhana,2017,Mehkar,Outpatient,21683,26692,2896
Buldhana,2017,Chikhali,Outpatient,56896,72181,38450
Buldhana,2017,Buldhana,Outpatient,105760,130408,42557
Buldhana,2017,Deulgaon Raja,Outpatient,27629,34937,8583
Buldhana,2017,Sindkhed Raja,Outpatient,30687,35252,10901
Buldhana,2017,Lonar,Outpatient,21623,25133,10993
Buldhana,2018,Jalgaon Jamod,Outpatient,29455,48785,13293
Buldhana,2018,Sangrampur,Outpatient,32087,36791,16035
Buldhana,2018,Shegaon,Outpatient,66854,79585,8563
Buldhana,2018,Nandura,Outpatient,32353,36917,61556
Buldhana,2018,Malkapur,Outpatient,44938,69351,16840
Buldhana,2018,Motala,Outpatient,20090,24209,9279
Buldhana,2018,Khamgaon,Outpatient,129494,157586,45539
Buldhana,2018,Mehkar,Outpatient,61476,54863,11721
Buldhana,2018,Chikhali,Outpatient,60408,74112,40322
Buldhana,2018,Buldhana,Outpatient,111217,138653,41615
Buldhana,2018,Deulgaon Raja,Outpatient,36632,47834,10491
Buldhana,2018,Sindkhed Raja,Outpatient,34952,41213,3907
Buldhana,2018,Lonar,Outpatient,52849,53940,10377
Buldhana,2019,Jalgaon Jamod,Outpatient,52300,43600,15600
Buldhana,2019,Sangrampur,Outpatient,36200,41100,30200
Buldhana,2019,Shegaon,Outpatient,86900,84500,22800
Buldhana,2019,Nandura,Outpatient,2500,3500,2400
Buldhana,2019,Malkapur,Outpatient,55600,67700,16000
Buldhana,2019,Motala,Outpatient,60500,45800,19700
Buldhana,2019,Khamgaon,Outpatient,80200,147100,132600
Buldhana,2019,Mehkar,Outpatient,73500,80200,22400
Buldhana,2019,Chikhali,Outpatient,63600,90300,40400
Buldhana,2019,Buldhana,Outpatient,106200,132700,15400
Buldhana,2019,Deulgaon Raja,Outpatient,60400,70000,9700
Buldhana,2019,Sindkhed Raja,Outpatient,104800,54900,22200
Buldhana,2019,Lonar,Outpatient,69400,57500,19200
Buldhana,2020,Jalgaon Jamod,Outpatient,13200,18500,6400
Buldhana,2020,Sangrampur,Outpatient,10800,10200,2400
Buldhana,2020,Shegaon,Outpatient,63100,55300,20300
Buldhana,2020,Nandura,Outpatient,0,21400,13200
Buldhana,2020,Malkapur,Outpatient,37700,30600,7200
Buldhana,2020,Motala,Outpatient,10500,18300,11800
Buldhana,2020,Khamgaon,Outpatient,87700,82300,26000
Buldhana,2020,Mehkar,Outpatient,14400,27900,9800
Buldhana,2020,Chikhali,Outpatient,20300,30100,15000
Buldhana,2020,Buldhana,Outpatient,74100,67600,20900
Buldhana,2020,Deulgaon Raja,Outpatient,14600,14500,1900
Buldhana,2020,Sindkhed Raja,Outpatient,12700,18600,9200
Buldhana,2020,Lonar,Outpatient,12600,16300,5900
Buldhana,2021,Jalgaon Jamod,Outpatient,18100,20400,6800
Buldhana,2021,Sangrampur,Outpatient,19700,21300,9400
Buldhana,2021,Shegaon,Outpatient,42700,53000,6200
Buldhana,2021,Nandura,Outpatient,30200,34200,12400
Buldhana,2021,Malkapur,Outpatient,40700,49000,6700
Buldhana,2021,Motala,Outpatient,55900,50200,12600
Buldhana,2021,Khamgaon,Outpatient,112800,135700,25000
Buldhana,2021,Mehkar,Outpatient,37300,40400,12400
Buldhana,2021,Chikhali,Outpatient,41600,50400,3000
Buldhana,2021,Buldhana,Outpatient,101500,123200,28600
Buldhana,2021,Deulgaon Raja,Outpatient,23000,28700,3500
Buldhana,2021,Sindkhed Raja,Outpatient,27500,28100,9900
Buldhana,2021,Lonar,Outpatient,20900,25000,6900
Chandrapur,2012,Varora,Outpatient,4353600,5148300,3639100
Chandrapur,2012,Chimur,Outpatient,5660100,5953100,3950100
Chandrapur,2012,Nagbhid,Outpatient,3541000,3873700,2691200
Chandrapur,2012,Bramhapuri,Outpatient,5837000,5767600,2891700
Chandrapur,2012,Savali,Outpatient,3259000,3763100,2796400
Chandrapur,2012,Sindevahi,Outpatient,3628600,5341300,2918600
Chandrapur,2012,Bhadravati,Outpatient,3647400,3775400,2374900
Chandrapur,2012,Chandrapur,Outpatient,15136900,14309300,11409500
Chandrapur,2012,Mul,Outpatient,4459300,5711300,2823400
Chandrapur,2012,Ponbhurna,Outpatient,889600,1054000,716300
Chandrapur,2012,Ballarpur,Outpatient,5291000,5148100,2522200
Chandrapur,2012,Korpana,Outpatient,3010700,3047500,1921200
Chandrapur,2012,Rajura,Outpatient,3384600,3654600,2428100
Chandrapur,2012,Gondpipari,Outpatient,1703100,2058000,1622400
Chandrapur,2012,Jivati,Outpatient,1285800,1471400,979300
Chandrapur,2013,Varora,Outpatient,4844000,5227500,4651100
Chandrapur,2013,Chimur,Outpatient,5744200,6294500,3580800
Chandrapur,2013,Nagbhid,Outpatient,3683100,3958200,2367300
Chandrapur,2013,Bramhapuri,Outpatient,5288700,5990000,4679300
Chandrapur,2013,Savali,Outpatient,3548400,3698500,2575800
Chandrapur,2013,Sindevahi,Outpatient,4321800,4227500,2128100
Chandrapur,2013,Bhadravati,Outpatient,4273600,4305600,2282900
Chandrapur,2013,Chandrapur,Outpatient,17876800,15379000,9625000
Chandrapur,2013,Mul,Outpatient,5662100,6239600,5502300
Chandrapur,2013,Ponbhurna,Outpatient,820700,1028400,586700
Chandrapur,2013,Ballarpur,Outpatient,3058400,4750100,2666500
Chandrapur,2013,Korpana,Outpatient,1791200,1552500,1429200
Chandrapur,2013,Rajura,Outpatient,4588700,4765000,2482600
Chandrapur,2013,Gondpipari,Outpatient,1806500,1994600,1373000
Chandrapur,2013,Jivati,Outpatient,1742900,1766700,1222100
Chandrapur,2014,Varora,Outpatient,4845000,5228000,4652100
Chandrapur,2014,Chimur,Outpatient,5746100,6295400,3581000
Chandrapur,2014,Nagbhid,Outpatient,3685100,3958400,2367800
Chandrapur,2014,Bramhapuri,Outpatient,5289300,5992300,4679700
Chandrapur,2014,Savali,Outpatient,3549000,3699400,2576000
Chandrapur,2014,Sindevahi,Outpatient,4322100,4228100,2128500
Chandrapur,2014,Bhadravati,Outpatient,4274500,4306000,2283500
Chandrapur,2014,Chandrapur,Outpatient,17877400,15379200,9625400
Chandrapur,2014,Mul,Outpatient,5663200,6239700,5503000
Chandrapur,2014,Ponbhurna,Outpatient,820700,1029100,586700
Chandrapur,2014,Ballarpur,Outpatient,3059300,4750500,2667100
Chandrapur,2014,Korpana,Outpatient,1792000,1553400,1429600
Chandrapur,2014,Rajura,Outpatient,4589100,4765100,2483000
Chandrapur,2014,Gondpipari,Outpatient,1807000,1995100,1373400
Chandrapur,2014,Jivati,Outpatient,1743000,1767500,1212400
Chandrapur,2015,Varora,Outpatient,85200,75200,15800
Chandrapur,2015,Chimur,Outpatient,114600,111000,2400
Chandrapur,2015,Nagbhid,Outpatient,72200,72300,2800
Chandrapur,2015,Bramhapuri,Outpatient,86400,84400,5000
Chandrapur,2015,Savali,Outpatient,68200,65100,3500
Chandrapur,2015,Sindevahi,Outpatient,65100,60800,3200
Chandrapur,2015,Bhadravati,Outpatient,67800,74100,4200
Chandrapur,2015,Chandrapur,Outpatient,211000,232500,97400
Chandrapur,2015,Mul,Outpatient,67600,67000,3500
Chandrapur,2015,Ponbhurna,Outpatient,26500,20600,0
Chandrapur,2015,Ballarpur,Outpatient,83800,74500,14000
Chandrapur,2015,Korpana,Outpatient,28600,33400,3200
Chandrapur,2015,Rajura,Outpatient,65700,65400,7500
Chandrapur,2015,Gondpipari,Outpatient,36100,37000,4200
Chandrapur,2015,Jivati,Outpatient,28400,27300,0
Chandrapur,2016,Varora,Outpatient,71000,65900,21700
Chandrapur,2016,Chimur,Outpatient,89500,91100,70600
Chandrapur,2016,Nagbhid,Outpatient,37300,39000,28400
Chandrapur,2016,Bramhapuri,Outpatient,83000,71700,32600
Chandrapur,2016,Savali,Outpatient,48200,53100,33000
Chandrapur,2016,Sindevahi,Outpatient,56500,71200,42200
Chandrapur,2016,Bhadravati,Outpatient,64700,77000,37900
Chandrapur,2016,Chandrapur,Outpatient,180000,237500,143100
Chandrapur,2016,Mul,Outpatient,95100,106600,26900
Chandrapur,2016,Ponbhurna,Outpatient,17600,22400,10000
Chandrapur,2016,Ballarpur,Outpatient,78400,64400,21700
Chandrapur,2016,Korpana,Outpatient,63000,61400,26700
Chandrapur,2016,Rajura,Outpatient,50400,63600,28000
Chandrapur,2016,Gondpipari,Outpatient,33900,43900,15700
Chandrapur,2016,Jivati,Outpatient,17700,9700,12000
Chandrapur,2017,Varora,Outpatient,84200,76100,61100
Chandrapur,2017,Chimur,Outpatient,122000,150000,80800
Chandrapur,2017,Nagbhid,Outpatient,82900,87500,52000
Chandrapur,2017,Bramhapuri,Outpatient,80700,82800,59800
Chandrapur,2017,Savali,Outpatient,60500,76500,34800
Chandrapur,2017,Sindevahi,Outpatient,91900,96500,62000
Chandrapur,2017,Bhadravati,Outpatient,67300,75400,50800
Chandrapur,2017,Chandrapur,Outpatient,359400,424300,276300
Chandrapur,2017,Mul,Outpatient,67000,88600,44200
Chandrapur,2017,Ponbhurna,Outpatient,16700,20600,12200
Chandrapur,2017,Ballarpur,Outpatient,78400,85600,69700
Chandrapur,2017,Korpana,Outpatient,48800,50400,33400
Chandrapur,2017,Rajura,Outpatient,81200,89700,57200
Chandrapur,2017,Gondpipari,Outpatient,26500,40500,23300
Chandrapur,2017,Jivati,Outpatient,17800,26800,13500
Chandrapur,2018,Varora,Outpatient,79200,99500,32400
Chandrapur,2018,Chimur,Outpatient,107100,133400,19500
Chandrapur,2018,Nagbhid,Outpatient,77600,105200,33800
Chandrapur,2018,Bramhapuri,Outpatient,83000,121400,21000
Chandrapur,2018,Savali,Outpatient,58900,89300,16000
Chandrapur,2018,Sindevahi,Outpatient,69200,87300,22600
Chandrapur,2018,Bhadravati,Outpatient,58300,70800,17400
Chandrapur,2018,Chandrapur,Outpatient,203100,254100,59800
Chandrapur,2018,Mul,Outpatient,67000,110200,52700
Chandrapur,2018,Ponbhurna,Outpatient,12000,24700,2700
Chandrapur,2018,Ballarpur,Outpatient,87800,71600,20900
Chandrapur,2018,Korpana,Outpatient,36300,43800,15900
Chandrapur,2018,Rajura,Outpatient,70800,84800,4300
Chandrapur,2018,Gondpipari,Outpatient,33300,38300,8500
Chandrapur,2018,Jivati,Outpatient,26200,30000,5400
Chandrapur,2019,Varora,Outpatient,74500,163900,59500
Chandrapur,2019,Chimur,Outpatient,113500,273500,71400
Chandrapur,2019,Nagbhid,Outpatient,79600,180000,65800
Chandrapur,2019,Bramhapuri,Outpatient,84900,201300,39300
Chandrapur,2019,Savali,Outpatient,54800,144800,38000
Chandrapur,2019,Sindevahi,Outpatient,38500,124300,28700
Chandrapur,2019,Bhadravati,Outpatient,75000,165000,51600
Chandrapur,2019,Chandrapur,Outpatient,293400,565000,128300
Chandrapur,2019,Mul,Outpatient,51100,80000,57900
Chandrapur,2019,Ponbhurna,Outpatient,10300,33600,7800
Chandrapur,2019,Ballarpur,Outpatient,94000,155300,40600
Chandrapur,2019,Korpana,Outpatient,58400,132800,43100
Chandrapur,2019,Rajura,Outpatient,83400,179500,41100
Chandrapur,2019,Gondpipari,Outpatient,17300,53900,12300
Chandrapur,2019,Jivati,Outpatient,11000,35800,8300
Chandrapur,2020,Varora,Outpatient,0,0,0
Chandrapur,2020,Chimur,Outpatient,0,0,0
Chandrapur,2020,Nagbhid,Outpatient,0,0,0
Chandrapur,2020,Bramhapuri,Outpatient,0,0,0
Chandrapur,2020,Savali,Outpatient,0,0,0
Chandrapur,2020,Sindevahi,Outpatient,0,0,0
Chandrapur,2020,Bhadravati,Outpatient,0,0,0
Chandrapur,2020,Chandrapur,Outpatient,0,0,0
Chandrapur,2020,Mul,Outpatient,0,0,0
Chandrapur,2020,Ponbhurna,Outpatient,0,0,0
Chandrapur,2020,Ballarpur,Outpatient,0,0,0
Chandrapur,2020,Korpana,Outpatient,0,0,0
Chandrapur,2020,Rajura,Outpatient,0,0,0
Chandrapur,2020,Gondpipari,Outpatient,0,0,0
Chandrapur,2020,Jivati,Outpatient,0,0,0
Chandrapur,2021,Varora,Outpatient,79100,95000,30400
Chandrapur,2021,Chimur,Outpatient,85200,113800,22000
Chandrapur,2021,Nagbhid,Outpatient,93100,108300,43000
Chandrapur,2021,Bramhapuri,Outpatient,73700,95200,25200
Chandrapur,2021,Savali,Outpatient,59500,76900,23700
Chandrapur,2021,Sindevahi,Outpatient,64300,90800,36500
Chandrapur,2021,Bhadravati,Outpatient,54300,65600,26000
Chandrapur,2021,Chandrapur,Outpatient,240700,252300,68700
Chandrapur,2021,Mul,Outpatient,56100,72000,32200
Chandrapur,2021,Ponbhurna,Outpatient,12500,14400,1800
Chandrapur,2021,Ballarpur,Outpatient,55300,51500,22700
Chandrapur,2021,Korpana,Outpatient,60200,75500,24000
Chandrapur,2021,Rajura,Outpatient,73100,101000,20900
Chandrapur,2021,Gondpipari,Outpatient,33400,36100,21300
Chandrapur,2021,Jivati,Outpatient,16400,18900,3900
Dhule,2012,Shirpur,Outpatient,5039200,5931300,3555100
Dhule,2012,Shindkheda,Outpatient,3311700,3011500,3418400
Dhule,2012,Sakri,Outpatient,7394600,7413700,5065700
Dhule,2012,Dhule,Outpatient,4067900,4587200,3516800
Dhule,2013,Shirpur,Outpatient,4692100,6287200,3697300
Dhule,2013,Shindkheda,Outpatient,3335500,3192200,3555100
Dhule,2013,Sakri,Outpatient,7119500,7858500,5268300
Dhule,2013,Dhule,Outpatient,4692100,6287200,3697300
Dhule,2014,Shirpur,Outpatient,304100,31400,20400
Dhule,2014,Shindkheda,Outpatient,180800,13200,56600
Dhule,2014,Sakri,Outpatient,304200,20300,13800
Dhule,2014,Dhule,Outpatient,1455000,1077800,848400
Dhule,2015,Shirpur,Outpatient,46900,62900,37000
Dhule,2015,Shindkheda,Outpatient,33400,31900,35600
Dhule,2015,Sakri,Outpatient,71200,78600,52700
Dhule,2015,Dhule,Outpatient,46900,62900,37000
Dhule,2016,Shirpur,Outpatient,35600,358700,27800
Dhule,2016,Shindkheda,Outpatient,25200,287300,16600
Dhule,2016,Sakri,Outpatient,20200,372600,13300
Dhule,2016,Dhule,Outpatient,97400,368600,35600
Dhule,2017,Shirpur,Outpatient,130000,174700,82500
Dhule,2017,Shindkheda,Outpatient,102800,159600,74200
Dhule,2017,Sakri,Outpatient,118300,170100,75000
Dhule,2017,Dhule,Outpatient,204500,344500,146200
Dhule,2018,Shirpur,Outpatient,102700,136800,86500
Dhule,2018,Shindkheda,Outpatient,78400,105900,63200
Dhule,2018,Sakri,Outpatient,100600,125700,83600
Dhule,2018,Dhule,Outpatient,251500,318200,164800
Dhule,2019,Shirpur,Outpatient,105400,139100,45400
Dhule,2019,Shindkheda,Outpatient,85500,137900,23900
Dhule,2019,Sakri,Outpatient,188000,144600,26800
Dhule,2019,Dhule,Outpatient,267900,351100,172100
Dhule,2020,Shirpur,Outpatient,64600,68300,12500
Dhule,2020,Shindkheda,Outpatient,60700,70100,21500
Dhule,2020,Sakri,Outpatient,66200,69800,13000
Dhule,2020,Dhule,Outpatient,132500,161400,85200
Dhule,2021,Shirpur,Outpatient,65600,69300,12500
Dhule,2021,Shindkheda,Outpatient,62700,71100,21500
Dhule,2021,Sakri,Outpatient,67200,70800,13000
Dhule,2021,Dhule,Outpatient,150900,175400,51500
Gadchiroli,2012,Desaiganj,Outpatient,27200,33600,22800
Gadchiroli,2012,Aarmori,Outpatient,26800,29700,23500
Gadchiroli,2012,Kurkheda,Outpatient,31800,37700,22500
Gadchiroli,2012,Korachi,Outpatient,10200,11000,8700
Gadchiroli,2012,Dhanora,Outpatient,19100,23400,30900
Gadchiroli,2012,Gadchiroli,Outpatient,79400,76400,53700
Gadchiroli,2012,Chomoshi,Outpatient,53400,64200,43000
Gadchiroli,2012,Mulchera,Outpatient,18000,21000,22400
Gadchiroli,2012,Etapalli,Outpatient,13600,14000,9300
Gadchiroli,2012,Bhamragad,Outpatient,6900,5000,10600
Gadchiroli,2012,Aheri,Outpatient,18200,20300,13900
Gadchiroli,2012,Sironcha,Outpatient,21700,22000,19800
Gadchiroli,2013,Desaiganj,Outpatient,30600,36400,27600
Gadchiroli,2013,Aarmori,Outpatient,40000,46200,31800
Gadchiroli,2013,Kurkheda,Outpatient,20900,39900,23600
Gadchiroli,2013,Korachi,Outpatient,1200,12900,7300
Gadchiroli,2013,Dhanora,Outpatient,24700,27700,24600
Gadchiroli,2013,Gadchiroli,Outpatient,81500,86700,42500
Gadchiroli,2013,Chomoshi,Outpatient,53800,61200,38800
Gadchiroli,2013,Mulchera,Outpatient,22400,25100,22400
Gadchiroli,2013,Etapalli,Outpatient,10000,14100,11600
Gadchiroli,2013,Bhamragad,Outpatient,9600,8800,10500
Gadchiroli,2013,Aheri,Outpatient,17600,36400,22400
Gadchiroli,2013,Sironcha,Outpatient,25000,26000,23100
Gadchiroli,2014,Desaiganj,Outpatient,35200,39800,30100
Gadchiroli,2014,Aarmori,Outpatient,48700,62500,31100
Gadchiroli,2014,Kurkheda,Outpatient,38400,46200,25500
Gadchiroli,2014,Korachi,Outpatient,8400,8300,18400
Gadchiroli,2014,Dhanora,Outpatient,26300,29600,25700
Gadchiroli,2014,Gadchiroli,Outpatient,81800,69200,67800
Gadchiroli,2014,Chomoshi,Outpatient,57000,77300,45100
Gadchiroli,2014,Mulchera,Outpatient,22000,24300,22100
Gadchiroli,2014,Etapalli,Outpatient,10100,15200,16500
Gadchiroli,2014,Bhamragad,Outpatient,15000,12600,16300
Gadchiroli,2014,Aheri,Outpatient,32900,43400,26300
Gadchiroli,2014,Sironcha,Outpatient,23600,24600,23500
Gadchiroli,2015,Desaiganj,Outpatient,14000,21100,14700
Gadchiroli,2015,Aarmori,Outpatient,22600,29200,18300
Gadchiroli,2015,Kurkheda,Outpatient,24400,31400,11900
Gadchiroli,2015,Korachi,Outpatient,7000,7900,4800
Gadchiroli,2015,Dhanora,Outpatient,12900,16400,8500
Gadchiroli,2015,Gadchiroli,Outpatient,55600,65400,35700
Gadchiroli,2015,Chomoshi,Outpatient,25600,26000,4900
Gadchiroli,2015,Mulchera,Outpatient,8300,8400,1500
Gadchiroli,2015,Etapalli,Outpatient,6200,6700,10300
Gadchiroli,2015,Bhamragad,Outpatient,6300,6400,1200
Gadchiroli,2015,Aheri,Outpatient,30000,33000,10700
Gadchiroli,2015,Sironcha,Outpatient,9500,9700,1800
Gadchiroli,2016,Desaiganj,Outpatient,12900,13500,14000
Gadchiroli,2016,Aarmori,Outpatient,24200,29600,16700
Gadchiroli,2016,Kurkheda,Outpatient,,,
Gadchiroli,2016,Korachi,Outpatient,,,
Gadchiroli,2016,Dhanora,Outpatient,15800,40500,7500
Gadchiroli,2016,Gadchiroli,Outpatient,81200,90800,17200
Gadchiroli,2016,Chomoshi,Outpatient,,,
Gadchiroli,2016,Mulchera,Outpatient,,,
Gadchiroli,2016,Etapalli,Outpatient,,,
Gadchiroli,2016,Bhamragad,Outpatient,,,
Gadchiroli,2016,Aheri,Outpatient,,,
Gadchiroli,2016,Sironcha,Outpatient,,,
Gadchiroli,2017,Desaiganj,Outpatient,135000,,
Gadchiroli,2017,Aarmori,Outpatient,239200,,
Gadchiroli,2017,Kurkheda,Outpatient,139600,,
Gadchiroli,2017,Korachi,Outpatient,40900,,
Gadchiroli,2017,Dhanora,Outpatient,104400,,
Gadchiroli,2017,Gadchiroli,Outpatient,253500,,
Gadchiroli,2017,Chomoshi,Outpatient,348900,,
Gadchiroli,2017,Mulchera,Outpatient,61600,,
Gadchiroli,2017,Etapalli,Outpatient,64700,,
Gadchiroli,2017,Bhamragad,Outpatient,51300,,
Gadchiroli,2017,Aheri,Outpatient,99900,,
Gadchiroli,2017,Sironcha,Outpatient,70900,,
Gadchiroli,2018,Desaiganj,Outpatient,62500,48600,27800
Gadchiroli,2018,Aarmori,Outpatient,82100,63900,36500
Gadchiroli,2018,Kurkheda,Outpatient,66600,51800,29600
Gadchiroli,2018,Korachi,Outpatient,18700,14500,8300
Gadchiroli,2018,Dhanora,Outpatient,46000,35800,20500
Gadchiroli,2018,Gadchiroli,Outpatient,129700,100900,57600
Gadchiroli,2018,Chomoshi,Outpatient,144500,112400,64200
Gadchiroli,2018,Mulchera,Outpatient,29700,23100,13200
