District,Year,Taluka,Select Variable,Percentage
Ratnagiri,2013,Chiplun,Infants at Normal Weight,92.41
Ratnagiri,2013,Chiplun,Infants with Moderate Acute Malnutrition,7.26
Ratnagiri,2013,Chiplun,Infants with Severe Acute Malnutrition,0.34
Ratnagiri,2013,Guhagar,Infants at Normal Weight,91.39
Ratnagiri,2013,Guhagar,Infants with Moderate Acute Malnutrition,7.66
Ratnagiri,2013,Guhagar,Infants with Severe Acute Malnutrition,0.96
Ratnagiri,2013,Ratnagiri,Infants at Normal Weight,89.91
Ratnagiri,2013,Ratnagiri,Infants with Moderate Acute Malnutrition,9.37
Ratnagiri,2013,Ratnagiri,Infants with Severe Acute Malnutrition,0.73
Ratnagiri,2013,Sangameshwar,Infants at Normal Weight,89.9
Ratnagiri,2013,Sangameshwar,Infants with Moderate Acute Malnutrition,9.07
Ratnagiri,2013,Sangameshwar,Infants with Severe Acute Malnutrition,1.02
Ratnagiri,2013,Lanja,Infants at Normal Weight,88.18
Ratnagiri,2013,Lanja,Infants with Moderate Acute Malnutrition,10.44
Ratnagiri,2013,Lanja,Infants with Severe Acute Malnutrition,1.38
Ratnagiri,2013,Rajapur,Infants at Normal Weight,90.44
Ratnagiri,2013,Rajapur,Infants with Moderate Acute Malnutrition,8.62
Ratnagiri,2013,Rajapur,Infants with Severe Acute Malnutrition,0.94
Ratnagiri,2014,Mandangad,Infants at Normal Weight,91.09
Ratnagiri,2014,Mandangad,Infants with Moderate Acute Malnutrition,8.42
Ratnagiri,2014,Mandangad,Infants with Severe Acute Malnutrition,0.48
Ratnagiri,2014,Dapoli,Infants at Normal Weight,90.44
Ratnagiri,2014,Dapoli,Infants with Moderate Acute Malnutrition,8.32
Ratnagiri,2014,Dapoli,Infants with Severe Acute Malnutrition,1.24
Ratnagiri,2014,Khed,Infants at Normal Weight,92.98
Ratnagiri,2014,Khed,Infants with Moderate Acute Malnutrition,6.52
Ratnagiri,2014,Khed,Infants with Severe Acute Malnutrition,0.51
Ratnagiri,2014,Chiplun,Infants at Normal Weight,92.58
Ratnagiri,2014,Chiplun,Infants with Moderate Acute Malnutrition,7.05
Ratnagiri,2014,Chiplun,Infants with Severe Acute Malnutrition,0.37
Ratnagiri,2014,Guhagar,Infants at Normal Weight,92.38
Ratnagiri,2014,Guhagar,Infants with Moderate Acute Malnutrition,6.7
Ratnagiri,2014,Guhagar,Infants with Severe Acute Malnutrition,0.92
Ratnagiri,2014,Ratnagiri,Infants at Normal Weight,90.68
Ratnagiri,2014,Ratnagiri,Infants with Moderate Acute Malnutrition,8.58
Ratnagiri,2014,Ratnagiri,Infants with Severe Acute Malnutrition,0.74
Ratnagiri,2014,Sangameshwar,Infants at Normal Weight,90.54
Ratnagiri,2014,Sangameshwar,Infants with Moderate Acute Malnutrition,8.67
Ratnagiri,2014,Sangameshwar,Infants with Severe Acute Malnutrition,0.78
Ratnagiri,2014,Lanja,Infants at Normal Weight,89.21
Ratnagiri,2014,Lanja,Infants with Moderate Acute Malnutrition,9.67
Ratnagiri,2014,Lanja,Infants with Severe Acute Malnutrition,1.12
Ratnagiri,2014,Rajapur,Infants at Normal Weight,88.49
Ratnagiri,2014,Rajapur,Infants with Moderate Acute Malnutrition,10.26
Ratnagiri,2014,Rajapur,Infants with Severe Acute Malnutrition,1.25
Ratnagiri,2015,Mandangad,Infants at Normal Weight,93.28
Ratnagiri,2015,Mandangad,Infants with Moderate Acute Malnutrition,6.19
Ratnagiri,2015,Mandangad,Infants with Severe Acute Malnutrition,0.53
Ratnagiri,2015,Dapoli,Infants at Normal Weight,92.6
Ratnagiri,2015,Dapoli,Infants with Moderate Acute Malnutrition,6.7
Ratnagiri,2015,Dapoli,Infants with Severe Acute Malnutrition,0.7
Ratnagiri,2015,Khed,Infants at Normal Weight,93.4
Ratnagiri,2015,Khed,Infants with Moderate Acute Malnutrition,6.17
Ratnagiri,2015,Khed,Infants with Severe Acute Malnutrition,0.43
Ratnagiri,2015,Chiplun,Infants at Normal Weight,93.56
Ratnagiri,2015,Chiplun,Infants with Moderate Acute Malnutrition,6.28
Ratnagiri,2015,Chiplun,Infants with Severe Acute Malnutrition,0.16
Ratnagiri,2015,Guhagar,Infants at Normal Weight,94.24
Ratnagiri,2015,Guhagar,Infants with Moderate Acute Malnutrition,4.94
Ratnagiri,2015,Guhagar,Infants with Severe Acute Malnutrition,0.82
Ratnagiri,2015,Ratnagiri,Infants at Normal Weight,92.11
Ratnagiri,2015,Ratnagiri,Infants with Moderate Acute Malnutrition,7.44
Ratnagiri,2015,Ratnagiri,Infants with Severe Acute Malnutrition,0.45
Ratnagiri,2015,Sangameshwar,Infants at Normal Weight,92.1
Ratnagiri,2015,Sangameshwar,Infants with Moderate Acute Malnutrition,7.31
Ratnagiri,2015,Sangameshwar,Infants with Severe Acute Malnutrition,0.59
Ratnagiri,2015,Lanja,Infants at Normal Weight,91.56
Ratnagiri,2015,Lanja,Infants with Moderate Acute Malnutrition,7.91
Ratnagiri,2015,Lanja,Infants with Severe Acute Malnutrition,0.53
Ratnagiri,2015,Rajapur,Infants at Normal Weight,88.94
Ratnagiri,2015,Rajapur,Infants with Moderate Acute Malnutrition,9.91
Ratnagiri,2015,Rajapur,Infants with Severe Acute Malnutrition,1.15
Ratnagiri,2016,Mandangad,Infants at Normal Weight,93.26
Ratnagiri,2016,Mandangad,Infants with Moderate Acute Malnutrition,6.18
Ratnagiri,2016,Mandangad,Infants with Severe Acute Malnutrition,0.56
Ratnagiri,2016,Dapoli,Infants at Normal Weight,92.56
Ratnagiri,2016,Dapoli,Infants with Moderate Acute Malnutrition,6.6
Ratnagiri,2016,Dapoli,Infants with Severe Acute Malnutrition,0.84
Ratnagiri,2016,Khed,Infants at Normal Weight,93.61
Ratnagiri,2016,Khed,Infants with Moderate Acute Malnutrition,5.85
Ratnagiri,2016,Khed,Infants with Severe Acute Malnutrition,0.54
Ratnagiri,2016,Chiplun,Infants at Normal Weight,92.24
Ratnagiri,2016,Chiplun,Infants with Moderate Acute Malnutrition,7.3
Ratnagiri,2016,Chiplun,Infants with Severe Acute Malnutrition,0.46
Ratnagiri,2016,Guhagar,Infants at Normal Weight,95.24
Ratnagiri,2016,Guhagar,Infants with Moderate Acute Malnutrition,4.39
Ratnagiri,2016,Guhagar,Infants with Severe Acute Malnutrition,0.38
Ratnagiri,2016,Ratnagiri,Infants at Normal Weight,91.49
Ratnagiri,2016,Ratnagiri,Infants with Moderate Acute Malnutrition,7.93
Ratnagiri,2016,Ratnagiri,Infants with Severe Acute Malnutrition,0.58
Ratnagiri,2016,Sangameshwar,Infants at Normal Weight,91.52
Ratnagiri,2016,Sangameshwar,Infants with Moderate Acute Malnutrition,7.7
Ratnagiri,2016,Sangameshwar,Infants with Severe Acute Malnutrition,0.78
Ratnagiri,2016,Lanja,Infants at Normal Weight,90.57
Ratnagiri,2016,Lanja,Infants with Moderate Acute Malnutrition,8.67
Ratnagiri,2016,Lanja,Infants with Severe Acute Malnutrition,0.76
Ratnagiri,2016,Rajapur,Infants at Normal Weight,88.93
Ratnagiri,2016,Rajapur,Infants with Moderate Acute Malnutrition,9.76
Ratnagiri,2016,Rajapur,Infants with Severe Acute Malnutrition,1.31
Ratnagiri,2017,Mandangad,Infants at Normal Weight,92.81
Ratnagiri,2017,Mandangad,Infants with Moderate Acute Malnutrition,6.65
Ratnagiri,2017,Mandangad,Infants with Severe Acute Malnutrition,0.53
Ratnagiri,2017,Dapoli,Infants at Normal Weight,93.04
Ratnagiri,2017,Dapoli,Infants with Moderate Acute Malnutrition,6.25
Ratnagiri,2017,Dapoli,Infants with Severe Acute Malnutrition,0.71
Ratnagiri,2017,Khed,Infants at Normal Weight,94.06
Ratnagiri,2017,Khed,Infants with Moderate Acute Malnutrition,5.47
Ratnagiri,2017,Khed,Infants with Severe Acute Malnutrition,0.47
Ratnagiri,2017,Chiplun,Infants at Normal Weight,92.57
Ratnagiri,2017,Chiplun,Infants with Moderate Acute Malnutrition,7.1
Ratnagiri,2017,Chiplun,Infants with Severe Acute Malnutrition,0.33
Ratnagiri,2017,Guhagar,Infants at Normal Weight,94.12
Ratnagiri,2017,Guhagar,Infants with Moderate Acute Malnutrition,5.61
Ratnagiri,2017,Guhagar,Infants with Severe Acute Malnutrition,0.27
Ratnagiri,2017,Ratnagiri,Infants at Normal Weight,91.43
Ratnagiri,2017,Ratnagiri,Infants with Moderate Acute Malnutrition,8.12
Ratnagiri,2017,Ratnagiri,Infants with Severe Acute Malnutrition,0.45
Ratnagiri,2017,Sangameshwar,Infants at Normal Weight,91.35
Ratnagiri,2017,Sangameshwar,Infants with Moderate Acute Malnutrition,7.98
Ratnagiri,2017,Sangameshwar,Infants with Severe Acute Malnutrition,0.67
Ratnagiri,2017,Lanja,Infants at Normal Weight,88.19
Ratnagiri,2017,Lanja,Infants with Moderate Acute Malnutrition,10.93
Ratnagiri,2017,Lanja,Infants with Severe Acute Malnutrition,0.88
Ratnagiri,2017,Rajapur,Infants at Normal Weight,88.71
Ratnagiri,2017,Rajapur,Infants with Moderate Acute Malnutrition,9.9
Ratnagiri,2017,Rajapur,Infants with Severe Acute Malnutrition,1.39
Ratnagiri,2018,Mandangad,Infants at Normal Weight,100.65
Ratnagiri,2018,Mandangad,Infants with Moderate Acute Malnutrition,1.01
Ratnagiri,2018,Mandangad,Infants with Severe Acute Malnutrition,0.07
Ratnagiri,2018,Dapoli,Infants at Normal Weight,99.36
Ratnagiri,2018,Dapoli,Infants with Moderate Acute Malnutrition,1.88
Ratnagiri,2018,Dapoli,Infants with Severe Acute Malnutrition,0.11
Ratnagiri,2018,Khed,Infants at Normal Weight,100.95
Ratnagiri,2018,Khed,Infants with Moderate Acute Malnutrition,1.74
Ratnagiri,2018,Khed,Infants with Severe Acute Malnutrition,0.07
Ratnagiri,2018,Chiplun,Infants at Normal Weight,99.97
Ratnagiri,2018,Chiplun,Infants with Moderate Acute Malnutrition,0.52
Ratnagiri,2018,Chiplun,Infants with Severe Acute Malnutrition,0.04
Ratnagiri,2018,Guhagar,Infants at Normal Weight,102.03
Ratnagiri,2018,Guhagar,Infants with Moderate Acute Malnutrition,0.43
Ratnagiri,2018,Guhagar,Infants with Severe Acute Malnutrition,0.05
Ratnagiri,2018,Ratnagiri,Infants at Normal Weight,98.41
Ratnagiri,2018,Ratnagiri,Infants with Moderate Acute Malnutrition,0.46
Ratnagiri,2018,Ratnagiri,Infants with Severe Acute Malnutrition,0.04
Ratnagiri,2018,Sangameshwar,Infants at Normal Weight,95.97
Ratnagiri,2018,Sangameshwar,Infants with Moderate Acute Malnutrition,1.32
Ratnagiri,2018,Sangameshwar,Infants with Severe Acute Malnutrition,0.05
Ratnagiri,2018,Lanja,Infants at Normal Weight,93.82
Ratnagiri,2018,Lanja,Infants with Moderate Acute Malnutrition,0.72
Ratnagiri,2018,Lanja,Infants with Severe Acute Malnutrition,0
Ratnagiri,2018,Rajapur,Infants at Normal Weight,77.13
Ratnagiri,2018,Rajapur,Infants with Moderate Acute Malnutrition,1.33
Ratnagiri,2018,Rajapur,Infants with Severe Acute Malnutrition,0.16
Ratnagiri,2019,Mandangad,Infants at Normal Weight,96.3
Ratnagiri,2019,Mandangad,Infants with Moderate Acute Malnutrition,3.51
Ratnagiri,2019,Mandangad,Infants with Severe Acute Malnutrition,0.18
Ratnagiri,2019,Dapoli,Infants at Normal Weight,98.38
Ratnagiri,2019,Dapoli,Infants with Moderate Acute Malnutrition,1.52
Ratnagiri,2019,Dapoli,Infants with Severe Acute Malnutrition,0.1
Ratnagiri,2019,Khed,Infants at Normal Weight,98.92
Ratnagiri,2019,Khed,Infants with Moderate Acute Malnutrition,1.01
Ratnagiri,2019,Khed,Infants with Severe Acute Malnutrition,0.08
Ratnagiri,2019,Chiplun,Infants at Normal Weight,98.65
Ratnagiri,2019,Chiplun,Infants with Moderate Acute Malnutrition,1.24
Ratnagiri,2019,Chiplun,Infants with Severe Acute Malnutrition,0.11
Ratnagiri,2019,Guhagar,Infants at Normal Weight,99.38
Ratnagiri,2019,Guhagar,Infants with Moderate Acute Malnutrition,0.57
Ratnagiri,2019,Guhagar,Infants with Severe Acute Malnutrition,0.05
Ratnagiri,2019,Ratnagiri,Infants at Normal Weight,98.01
Ratnagiri,2019,Ratnagiri,Infants with Moderate Acute Malnutrition,1.74
Ratnagiri,2019,Ratnagiri,Infants with Severe Acute Malnutrition,0.25
Ratnagiri,2019,Sangameshwar,Infants at Normal Weight,98.78
Ratnagiri,2019,Sangameshwar,Infants with Moderate Acute Malnutrition,1.1
Ratnagiri,2019,Sangameshwar,Infants with Severe Acute Malnutrition,0.12
Ratnagiri,2019,Lanja,Infants at Normal Weight,99.22
Ratnagiri,2019,Lanja,Infants with Moderate Acute Malnutrition,0.74
Ratnagiri,2019,Lanja,Infants with Severe Acute Malnutrition,0.04
Ratnagiri,2019,Rajapur,Infants at Normal Weight,98.25
Ratnagiri,2019,Rajapur,Infants with Moderate Acute Malnutrition,1.57
Ratnagiri,2019,Rajapur,Infants with Severe Acute Malnutrition,0.18
Ratnagiri,2021,Mandangad,Infants at Normal Weight,98.6
Ratnagiri,2021,Mandangad,Infants with Moderate Acute Malnutrition,1.33
Ratnagiri,2021,Mandangad,Infants with Severe Acute Malnutrition,0.07
Ratnagiri,2021,Dapoli,Infants at Normal Weight,99.01
Ratnagiri,2021,Dapoli,Infants with Moderate Acute Malnutrition,0.9
Ratnagiri,2021,Dapoli,Infants with Severe Acute Malnutrition,0.09
Ratnagiri,2021,Khed,Infants at Normal Weight,99.12
Ratnagiri,2021,Khed,Infants with Moderate Acute Malnutrition,0.82
Ratnagiri,2021,Khed,Infants with Severe Acute Malnutrition,0.06
Ratnagiri,2021,Chiplun,Infants at Normal Weight,99.11
Ratnagiri,2021,Chiplun,Infants with Moderate Acute Malnutrition,0.76
Ratnagiri,2021,Chiplun,Infants with Severe Acute Malnutrition,0.12
Ratnagiri,2021,Guhagar,Infants at Normal Weight,99.75
Ratnagiri,2021,Guhagar,Infants with Moderate Acute Malnutrition,0.23
Ratnagiri,2021,Guhagar,Infants with Severe Acute Malnutrition,0.02
Ratnagiri,2021,Ratnagiri,Infants at Normal Weight,98.85
Ratnagiri,2021,Ratnagiri,Infants with Moderate Acute Malnutrition,1.06
Ratnagiri,2021,Ratnagiri,Infants with Severe Acute Malnutrition,0.09
Ratnagiri,2021,Sangameshwar,Infants at Normal Weight,99.6
Ratnagiri,2021,Sangameshwar,Infants with Moderate Acute Malnutrition,0.33
Ratnagiri,2021,Sangameshwar,Infants with Severe Acute Malnutrition,0.07
Ratnagiri,2021,Lanja,Infants at Normal Weight,99.37
Ratnagiri,2021,Lanja,Infants with Moderate Acute Malnutrition,0.56
Ratnagiri,2021,Lanja,Infants with Severe Acute Malnutrition,0.07
Ratnagiri,2021,Rajapur,Infants at Normal Weight,98.15
Ratnagiri,2021,Rajapur,Infants with Moderate Acute Malnutrition,1.79
Ratnagiri,2021,Rajapur,Infants with Severe Acute Malnutrition,0.07
Sangli,2012,Shirala,Infants at Normal Weight,94.46
Sangli,2012,Shirala,Infants with Moderate Acute Malnutrition,5.33
Sangli,2012,Shirala,Infants with Severe Acute Malnutrition,0.2
Sangli,2012,Valava,Infants at Normal Weight,96.49
Sangli,2012,Valava,Infants with Moderate Acute Malnutrition,3.27
Sangli,2012,Valava,Infants with Severe Acute Malnutrition,0.24
Sangli,2012,Palus,Infants at Normal Weight,95.58
Sangli,2012,Palus,Infants with Moderate Acute Malnutrition,3.8
Sangli,2012,Palus,Infants with Severe Acute Malnutrition,0.62
Sangli,2012,Kadegaon,Infants at Normal Weight,96.5
Sangli,2012,Kadegaon,Infants with Moderate Acute Malnutrition,3.2
Sangli,2012,Kadegaon,Infants with Severe Acute Malnutrition,0.3
Sangli,2012,Khanapur,Infants at Normal Weight,95.98
Sangli,2012,Khanapur,Infants with Moderate Acute Malnutrition,3.51
Sangli,2012,Khanapur,Infants with Severe Acute Malnutrition,0.51
Sangli,2012,Aatpadi,Infants at Normal Weight,92.55
Sangli,2012,Aatpadi,Infants with Moderate Acute Malnutrition,6.55
Sangli,2012,Aatpadi,Infants with Severe Acute Malnutrition,0.89
Sangli,2012,Tasgaon,Infants at Normal Weight,97.67
Sangli,2012,Tasgaon,Infants with Moderate Acute Malnutrition,1.99
Sangli,2012,Tasgaon,Infants with Severe Acute Malnutrition,0.34
Sangli,2012,Miraj,Infants at Normal Weight,93.38
Sangli,2012,Miraj,Infants with Moderate Acute Malnutrition,6.2
Sangli,2012,Miraj,Infants with Severe Acute Malnutrition,0.42
Sangli,2012,Ku. Mahakal,Infants at Normal Weight,97.54
Sangli,2012,Ku. Mahakal,Infants with Moderate Acute Malnutrition,2.22
Sangli,2012,Ku. Mahakal,Infants with Severe Acute Malnutrition,0.24
Sangli,2012,Jat,Infants at Normal Weight,97.41
Sangli,2012,Jat,Infants with Moderate Acute Malnutrition,2.37
Sangli,2012,Jat,Infants with Severe Acute Malnutrition,0.22
Sangli,2013,Shirala,Infants at Normal Weight,92.02
Sangli,2013,Shirala,Infants with Moderate Acute Malnutrition,7.24
Sangli,2013,Shirala,Infants with Severe Acute Malnutrition,0.74
Sangli,2013,Valava,Infants at Normal Weight,97.28
Sangli,2013,Valava,Infants with Moderate Acute Malnutrition,2.57
Sangli,2013,Valava,Infants with Severe Acute Malnutrition,0.15
Sangli,2013,Palus,Infants at Normal Weight,95.16
Sangli,2013,Palus,Infants with Moderate Acute Malnutrition,4.34
Sangli,2013,Palus,Infants with Severe Acute Malnutrition,0.5
Sangli,2013,Kadegaon,Infants at Normal Weight,96.62
Sangli,2013,Kadegaon,Infants with Moderate Acute Malnutrition,3.07
Sangli,2013,Kadegaon,Infants with Severe Acute Malnutrition,0.32
Sangli,2013,Khanapur,Infants at Normal Weight,96.12
Sangli,2013,Khanapur,Infants with Moderate Acute Malnutrition,3.35
Sangli,2013,Khanapur,Infants with Severe Acute Malnutrition,0.54
Sangli,2013,Aatpadi,Infants at Normal Weight,91.88
Sangli,2013,Aatpadi,Infants with Moderate Acute Malnutrition,7.19
Sangli,2013,Aatpadi,Infants with Severe Acute Malnutrition,0.93
Sangli,2013,Tasgaon,Infants at Normal Weight,97.01
Sangli,2013,Tasgaon,Infants with Moderate Acute Malnutrition,2.58
Sangli,2013,Tasgaon,Infants with Severe Acute Malnutrition,0.41
Sangli,2013,Miraj,Infants at Normal Weight,94.78
Sangli,2013,Miraj,Infants with Moderate Acute Malnutrition,5.86
Sangli,2013,Miraj,Infants with Severe Acute Malnutrition,0.72
Sangli,2013,Ku. Mahakal,Infants at Normal Weight,96.99
Sangli,2013,Ku. Mahakal,Infants with Moderate Acute Malnutrition,2.65
Sangli,2013,Ku. Mahakal,Infants with Severe Acute Malnutrition,0.37
Sangli,2013,Jat,Infants at Normal Weight,97.07
Sangli,2013,Jat,Infants with Moderate Acute Malnutrition,2.68
Sangli,2013,Jat,Infants with Severe Acute Malnutrition,0.25
Sangli,2014,Shirala,Infants at Normal Weight,93.93
Sangli,2014,Shirala,Infants with Moderate Acute Malnutrition,5.75
Sangli,2014,Shirala,Infants with Severe Acute Malnutrition,0.33
Sangli,2014,Valava,Infants at Normal Weight,96.8
Sangli,2014,Valava,Infants with Moderate Acute Malnutrition,3.15
Sangli,2014,Valava,Infants with Severe Acute Malnutrition,0.05
Sangli,2014,Palus,Infants at Normal Weight,95.9
Sangli,2014,Palus,Infants with Moderate Acute Malnutrition,3.85
Sangli,2014,Palus,Infants with Severe Acute Malnutrition,0.25
Sangli,2014,Kadegaon,Infants at Normal Weight,97.49
Sangli,2014,Kadegaon,Infants with Moderate Acute Malnutrition,2.32
Sangli,2014,Kadegaon,Infants with Severe Acute Malnutrition,0.19
Sangli,2014,Khanapur,Infants at Normal Weight,92.42
Sangli,2014,Khanapur,Infants with Moderate Acute Malnutrition,7.39
Sangli,2014,Khanapur,Infants with Severe Acute Malnutrition,0.19
Sangli,2014,Aatpadi,Infants at Normal Weight,94.29
Sangli,2014,Aatpadi,Infants with Moderate Acute Malnutrition,5.22
Sangli,2014,Aatpadi,Infants with Severe Acute Malnutrition,0.49
Sangli,2014,Tasgaon,Infants at Normal Weight,93.94
Sangli,2014,Tasgaon,Infants with Moderate Acute Malnutrition,5.85
Sangli,2014,Tasgaon,Infants with Severe Acute Malnutrition,0.21
Sangli,2014,Miraj,Infants at Normal Weight,95.79
Sangli,2014,Miraj,Infants with Moderate Acute Malnutrition,3.64
Sangli,2014,Miraj,Infants with Severe Acute Malnutrition,0.57
Sangli,2014,Ku. Mahakal,Infants at Normal Weight,97.84
Sangli,2014,Ku. Mahakal,Infants with Moderate Acute Malnutrition,1.89
Sangli,2014,Ku. Mahakal,Infants with Severe Acute Malnutrition,0.27
Sangli,2014,Jat,Infants at Normal Weight,97.47
Sangli,2014,Jat,Infants with Moderate Acute Malnutrition,2.37
Sangli,2014,Jat,Infants with Severe Acute Malnutrition,0.16
Sangli,2015,Shirala,Infants at Normal Weight,95.33
Sangli,2015,Shirala,Infants with Moderate Acute Malnutrition,4.18
Sangli,2015,Shirala,Infants with Severe Acute Malnutrition,0.49
Sangli,2015,Valava,Infants at Normal Weight,97.32
Sangli,2015,Valava,Infants with Moderate Acute Malnutrition,2.53
Sangli,2015,Valava,Infants with Severe Acute Malnutrition,0.15
Sangli,2015,Palus,Infants at Normal Weight,96.29
Sangli,2015,Palus,Infants with Moderate Acute Malnutrition,3.24
Sangli,2015,Palus,Infants with Severe Acute Malnutrition,0.47
Sangli,2015,Kadegaon,Infants at Normal Weight,97.26
Sangli,2015,Kadegaon,Infants with Moderate Acute Malnutrition,2.52
Sangli,2015,Kadegaon,Infants with Severe Acute Malnutrition,0.22
Sangli,2015,Khanapur,Infants at Normal Weight,96.05
Sangli,2015,Khanapur,Infants with Moderate Acute Malnutrition,3.67
Sangli,2015,Khanapur,Infants with Severe Acute Malnutrition,0.28
Sangli,2015,Aatpadi,Infants at Normal Weight,93.72
Sangli,2015,Aatpadi,Infants with Moderate Acute Malnutrition,5.61
Sangli,2015,Aatpadi,Infants with Severe Acute Malnutrition,0.67
Sangli,2015,Tasgaon,Infants at Normal Weight,97.08
Sangli,2015,Tasgaon,Infants with Moderate Acute Malnutrition,2.78
Sangli,2015,Tasgaon,Infants with Severe Acute Malnutrition,0.14
Sangli,2015,Miraj,Infants at Normal Weight,93.39
Sangli,2015,Miraj,Infants with Moderate Acute Malnutrition,6.19
Sangli,2015,Miraj,Infants with Severe Acute Malnutrition,0.42
Sangli,2015,Ku. Mahakal,Infants at Normal Weight,97.93
Sangli,2015,Ku. Mahakal,Infants with Moderate Acute Malnutrition,1.94
Sangli,2015,Ku. Mahakal,Infants with Severe Acute Malnutrition,0.13
Sangli,2015,Jat,Infants at Normal Weight,97.76
Sangli,2015,Jat,Infants with Moderate Acute Malnutrition,2.08
Sangli,2015,Jat,Infants with Severe Acute Malnutrition,0.15
Sangli,2016,Shirala,Infants at Normal Weight,94.01
Sangli,2016,Shirala,Infants with Moderate Acute Malnutrition,5.41
Sangli,2016,Shirala,Infants with Severe Acute Malnutrition,0.58
Sangli,2016,Valava,Infants at Normal Weight,97.4
Sangli,2016,Valava,Infants with Moderate Acute Malnutrition,2.44
Sangli,2016,Valava,Infants with Severe Acute Malnutrition,0.15
Sangli,2016,Palus,Infants at Normal Weight,94.91
Sangli,2016,Palus,Infants with Moderate Acute Malnutrition,4.75
Sangli,2016,Palus,Infants with Severe Acute Malnutrition,0.34
Sangli,2016,Kadegaon,Infants at Normal Weight,97.51
Sangli,2016,Kadegaon,Infants with Moderate Acute Malnutrition,2.32
Sangli,2016,Kadegaon,Infants with Severe Acute Malnutrition,0.17
Sangli,2016,Khanapur,Infants at Normal Weight,96.64
Sangli,2016,Khanapur,Infants with Moderate Acute Malnutrition,3.11
Sangli,2016,Khanapur,Infants with Severe Acute Malnutrition,0.25
Sangli,2016,Aatpadi,Infants at Normal Weight,95.58
Sangli,2016,Aatpadi,Infants with Moderate Acute Malnutrition,3.64
Sangli,2016,Aatpadi,Infants with Severe Acute Malnutrition,0.78
Sangli,2016,Tasgaon,Infants at Normal Weight,97.68
Sangli,2016,Tasgaon,Infants with Moderate Acute Malnutrition,2.17
Sangli,2016,Tasgaon,Infants with Severe Acute Malnutrition,0.15
Sangli,2016,Miraj,Infants at Normal Weight,93.34
Sangli,2016,Miraj,Infants with Moderate Acute Malnutrition,6.54
Sangli,2016,Miraj,Infants with Severe Acute Malnutrition,0.44
Sangli,2016,Ku. Mahakal,Infants at Normal Weight,98.07
Sangli,2016,Ku. Mahakal,Infants with Moderate Acute Malnutrition,1.77
Sangli,2016,Ku. Mahakal,Infants with Severe Acute Malnutrition,0.16
Sangli,2016,Jat,Infants at Normal Weight,97.92
Sangli,2016,Jat,Infants with Moderate Acute Malnutrition,1.91
Sangli,2016,Jat,Infants with Severe Acute Malnutrition,0.17
Sangli,2017,Shirala,Infants at Normal Weight,94.47
Sangli,2017,Shirala,Infants with Moderate Acute Malnutrition,4.93
Sangli,2017,Shirala,Infants with Severe Acute Malnutrition,0.6
Sangli,2017,Valava,Infants at Normal Weight,96.29
Sangli,2017,Valava,Infants with Moderate Acute Malnutrition,3.4
Sangli,2017,Valava,Infants with Severe Acute Malnutrition,0.31
Sangli,2017,Palus,Infants at Normal Weight,95.23
Sangli,2017,Palus,Infants with Moderate Acute Malnutrition,4.37
Sangli,2017,Palus,Infants with Severe Acute Malnutrition,0.4
Sangli,2017,Kadegaon,Infants at Normal Weight,97.31
Sangli,2017,Kadegaon,Infants with Moderate Acute Malnutrition,2.44
Sangli,2017,Kadegaon,Infants with Severe Acute Malnutrition,0.24
Sangli,2017,Khanapur,Infants at Normal Weight,95.85
Sangli,2017,Khanapur,Infants with Moderate Acute Malnutrition,4
Sangli,2017,Khanapur,Infants with Severe Acute Malnutrition,0.14
Sangli,2017,Aatpadi,Infants at Normal Weight,94.65
Sangli,2017,Aatpadi,Infants with Moderate Acute Malnutrition,4.47
Sangli,2017,Aatpadi,Infants with Severe Acute Malnutrition,0.88
Sangli,2017,Tasgaon,Infants at Normal Weight,97.58
Sangli,2017,Tasgaon,Infants with Moderate Acute Malnutrition,2.12
Sangli,2017,Tasgaon,Infants with Severe Acute Malnutrition,0.3
Sangli,2017,Miraj,Infants at Normal Weight,95.02
Sangli,2017,Miraj,Infants with Moderate Acute Malnutrition,4.28
Sangli,2017,Miraj,Infants with Severe Acute Malnutrition,0.7
Sangli,2017,Ku. Mahakal,Infants at Normal Weight,98.06
Sangli,2017,Ku. Mahakal,Infants with Moderate Acute Malnutrition,1.78
Sangli,2017,Ku. Mahakal,Infants with Severe Acute Malnutrition,0.16
Sangli,2017,Jat,Infants at Normal Weight,97.49
Sangli,2017,Jat,Infants with Moderate Acute Malnutrition,2.28
Sangli,2017,Jat,Infants with Severe Acute Malnutrition,0.23
Sangli,2018,Shirala,Infants at Normal Weight,95.34
Sangli,2018,Shirala,Infants with Moderate Acute Malnutrition,4.14
Sangli,2018,Shirala,Infants with Severe Acute Malnutrition,0.51
Sangli,2018,Valava,Infants at Normal Weight,96.02
Sangli,2018,Valava,Infants with Moderate Acute Malnutrition,3.61
Sangli,2018,Valava,Infants with Severe Acute Malnutrition,0.36
Sangli,2018,Palus,Infants at Normal Weight,95.13
Sangli,2018,Palus,Infants with Moderate Acute Malnutrition,4.48
Sangli,2018,Palus,Infants with Severe Acute Malnutrition,0.39
Sangli,2018,Kadegaon,Infants at Normal Weight,98.01
Sangli,2018,Kadegaon,Infants with Moderate Acute Malnutrition,1.86
Sangli,2018,Kadegaon,Infants with Severe Acute Malnutrition,0.13
Sangli,2018,Khanapur,Infants at Normal Weight,96.49
