District,Year,Sex,Select Cause,Number
Raigad,2020,Total,Winter Fever,2
Raigad,2020,Total,Tuberculosis,80
Raigad,2020,Total,Pneumonia/ Respiratory disorders,761
Raigad,2020,Total,Diarrhoea or Gastro,0
Raigad,2020,Total,AIDS,19
Raigad,2020,Total,Heart Disorder,1286
Raigad,2020,Total,Cancer,229
Raigad,2020,Total,Maternal Death during Childbirth,26
Raigad,2020,Total,Suicide,148
Raigad,2020,Total,Burns,206
Raigad,2020,Total,Other Reasons,7336
Raigad,2021,Total,Winter Fever,10
Raigad,2021,Total,Typhoid Fever,1
Raigad,2021,Total,Tuberculosis,93
Raigad,2021,Total,Pneumonia/ Respiratory disorders,1382
Raigad,2021,Total,Diarrhoea or Gastro,4
Raigad,2021,Total,Dengue,1
Raigad,2021,Total,Swine Flu,0
Raigad,2021,Total,AIDS,18
Raigad,2021,Total,Heart Disorder,1371
Raigad,2021,Total,Cancer,225
Raigad,2021,Total,Maternal Death during Childbirth,32
Raigad,2021,Total,Suicide,134
Raigad,2021,Total,Burns,251
Raigad,2021,Total,Other Accidents,17
Raigad,2021,Total,Other Reasons,13466
Ratnagiri,2012,Total,Winter Fever,0
Ratnagiri,2012,Total,Typhoid Fever,0
Ratnagiri,2012,Total,Tuberculosis,177
Ratnagiri,2012,Total,Pneumonia/ Respiratory disorders,245
Ratnagiri,2012,Total,Diarrhoea or Gastro,0
Ratnagiri,2012,Total,AIDS,86
Ratnagiri,2012,Total,Heart Disorder,1419
Ratnagiri,2012,Total,Cancer,192
Ratnagiri,2012,Total,Maternal Death during Childbirth,13
Ratnagiri,2012,Total,Paralysis,469
Ratnagiri,2012,Total,Kidney Related,81
Ratnagiri,2012,Total,Suicide,60
Ratnagiri,2012,Total,Traffic,140
Ratnagiri,2012,Total,Electric Shock,7
Ratnagiri,2012,Total,Burns,91
Ratnagiri,2012,Total,Other Accidents,86
Ratnagiri,2012,Total,Other Reasons,5274
Ratnagiri,2012,Male,Winter Fever,0
Ratnagiri,2012,Male,Typhoid Fever,0
Ratnagiri,2012,Male,Tuberculosis,112
Ratnagiri,2012,Male,Pneumonia/ Respiratory disorders,121
Ratnagiri,2012,Male,Diarrhoea or Gastro,0
Ratnagiri,2012,Male,AIDS,57
Ratnagiri,2012,Male,Heart Disorder,852
Ratnagiri,2012,Male,Cancer,95
Ratnagiri,2012,Male,Maternal Death during Childbirth,0
Ratnagiri,2012,Male,Paralysis,265
Ratnagiri,2012,Male,Kidney Related,51
Ratnagiri,2012,Male,Suicide,34
Ratnagiri,2012,Male,Traffic,78
Ratnagiri,2012,Male,Electric Shock,7
Ratnagiri,2012,Male,Burns,34
Ratnagiri,2012,Male,Other Accidents,54
Ratnagiri,2012,Male,Other Reasons,2807
Ratnagiri,2012,Female,Winter Fever,0
Ratnagiri,2012,Female,Typhoid Fever,0
Ratnagiri,2012,Female,Tuberculosis,65
Ratnagiri,2012,Female,Pneumonia/ Respiratory disorders,124
Ratnagiri,2012,Female,Diarrhoea or Gastro,0
Ratnagiri,2012,Female,AIDS,29
Ratnagiri,2012,Female,Heart Disorder,567
Ratnagiri,2012,Female,Cancer,97
Ratnagiri,2012,Female,Maternal Death during Childbirth,13
Ratnagiri,2012,Female,Paralysis,204
Ratnagiri,2012,Female,Kidney Related,30
Ratnagiri,2012,Female,Suicide,26
Ratnagiri,2012,Female,Traffic,62
Ratnagiri,2012,Female,Electric Shock,0
Ratnagiri,2012,Female,Burns,57
Ratnagiri,2012,Female,Other Accidents,32
Ratnagiri,2012,Female,Other Reasons,2467
Ratnagiri,2013,Total,Winter Fever,0
Ratnagiri,2013,Total,Typhoid Fever,0
Ratnagiri,2013,Total,Tuberculosis,204
Ratnagiri,2013,Total,Pneumonia/ Respiratory disorders,316
Ratnagiri,2013,Total,Diarrhoea or Gastro,2
Ratnagiri,2013,Total,AIDS,83
Ratnagiri,2013,Total,Heart Disorder,1771
Ratnagiri,2013,Total,Cancer,244
Ratnagiri,2013,Total,Maternal Death during Childbirth,12
Ratnagiri,2013,Total,Paralysis,553
Ratnagiri,2013,Total,Kidney Related,113
Ratnagiri,2013,Total,Suicide,100
Ratnagiri,2013,Total,Traffic,92
Ratnagiri,2013,Total,Electric Shock,10
Ratnagiri,2013,Total,Burns,77
Ratnagiri,2013,Total,Other Accidents,342
Ratnagiri,2013,Total,Other Reasons,5863
Ratnagiri,2013,Male,Winter Fever,0
Ratnagiri,2013,Male,Typhoid Fever,0
Ratnagiri,2013,Male,Tuberculosis,129
Ratnagiri,2013,Male,Pneumonia/ Respiratory disorders,151
Ratnagiri,2013,Male,Diarrhoea or Gastro,1
Ratnagiri,2013,Male,AIDS,51
Ratnagiri,2013,Male,Heart Disorder,1063
Ratnagiri,2013,Male,Cancer,118
Ratnagiri,2013,Male,Maternal Death during Childbirth,0
Ratnagiri,2013,Male,Paralysis,324
Ratnagiri,2013,Male,Kidney Related,73
Ratnagiri,2013,Male,Suicide,60
Ratnagiri,2013,Male,Traffic,65
Ratnagiri,2013,Male,Electric Shock,10
Ratnagiri,2013,Male,Burns,23
Ratnagiri,2013,Male,Other Accidents,226
Ratnagiri,2013,Male,Other Reasons,3109
Ratnagiri,2013,Female,Winter Fever,0
Ratnagiri,2013,Female,Typhoid Fever,0
Ratnagiri,2013,Female,Tuberculosis,75
Ratnagiri,2013,Female,Pneumonia/ Respiratory disorders,165
Ratnagiri,2013,Female,Diarrhoea or Gastro,1
Ratnagiri,2013,Female,AIDS,32
Ratnagiri,2013,Female,Heart Disorder,708
Ratnagiri,2013,Female,Cancer,126
Ratnagiri,2013,Female,Maternal Death during Childbirth,12
Ratnagiri,2013,Female,Paralysis,229
Ratnagiri,2013,Female,Kidney Related,40
Ratnagiri,2013,Female,Suicide,40
Ratnagiri,2013,Female,Traffic,27
Ratnagiri,2013,Female,Electric Shock,0
Ratnagiri,2013,Female,Burns,54
Ratnagiri,2013,Female,Other Accidents,116
Ratnagiri,2013,Female,Other Reasons,2754
Ratnagiri,2014,Total,Winter Fever,0
Ratnagiri,2014,Total,Typhoid Fever,0
Ratnagiri,2014,Total,Tuberculosis,217
Ratnagiri,2014,Total,Pneumonia/ Respiratory disorders,288
Ratnagiri,2014,Total,Diarrhoea or Gastro,1
Ratnagiri,2014,Total,AIDS,49
Ratnagiri,2014,Total,Heart Disorder,1822
Ratnagiri,2014,Total,Cancer,295
Ratnagiri,2014,Total,Maternal Death during Childbirth,10
Ratnagiri,2014,Total,Paralysis,581
Ratnagiri,2014,Total,Kidney Related,120
Ratnagiri,2014,Total,Suicide,97
Ratnagiri,2014,Total,Traffic,85
Ratnagiri,2014,Total,Electric Shock,9
Ratnagiri,2014,Total,Burns,65
Ratnagiri,2014,Total,Other Accidents,75
Ratnagiri,2014,Total,Other Reasons,5721
Ratnagiri,2014,Male,Winter Fever,0
Ratnagiri,2014,Male,Typhoid Fever,0
Ratnagiri,2014,Male,Tuberculosis,119
Ratnagiri,2014,Male,Pneumonia/ Respiratory disorders,127
Ratnagiri,2014,Male,Diarrhoea or Gastro,1
Ratnagiri,2014,Male,AIDS,24
Ratnagiri,2014,Male,Heart Disorder,1094
Ratnagiri,2014,Male,Cancer,155
Ratnagiri,2014,Male,Maternal Death during Childbirth,0
Ratnagiri,2014,Male,Paralysis,346
Ratnagiri,2014,Male,Kidney Related,67
Ratnagiri,2014,Male,Suicide,73
Ratnagiri,2014,Male,Traffic,55
Ratnagiri,2014,Male,Electric Shock,6
Ratnagiri,2014,Male,Burns,26
Ratnagiri,2014,Male,Other Accidents,52
Ratnagiri,2014,Male,Other Reasons,2903
Ratnagiri,2014,Female,Winter Fever,0
Ratnagiri,2014,Female,Typhoid Fever,0
Ratnagiri,2014,Female,Tuberculosis,98
Ratnagiri,2014,Female,Pneumonia/ Respiratory disorders,161
Ratnagiri,2014,Female,Diarrhoea or Gastro,0
Ratnagiri,2014,Female,AIDS,25
Ratnagiri,2014,Female,Heart Disorder,728
Ratnagiri,2014,Female,Cancer,140
Ratnagiri,2014,Female,Maternal Death during Childbirth,10
Ratnagiri,2014,Female,Paralysis,235
Ratnagiri,2014,Female,Kidney Related,53
Ratnagiri,2014,Female,Suicide,24
Ratnagiri,2014,Female,Traffic,30
Ratnagiri,2014,Female,Electric Shock,3
Ratnagiri,2014,Female,Burns,39
Ratnagiri,2014,Female,Other Accidents,23
Ratnagiri,2014,Female,Other Reasons,2818
Ratnagiri,2015,Total,Winter Fever,0
Ratnagiri,2015,Total,Typhoid Fever,0
Ratnagiri,2015,Total,Tuberculosis,219
Ratnagiri,2015,Total,Pneumonia/ Respiratory disorders,229
Ratnagiri,2015,Total,Diarrhoea or Gastro,0
Ratnagiri,2015,Total,AIDS,55
Ratnagiri,2015,Total,Heart Disorder,1605
Ratnagiri,2015,Total,Cancer,266
Ratnagiri,2015,Total,Maternal Death during Childbirth,0
Ratnagiri,2015,Total,Paralysis,589
Ratnagiri,2015,Total,Kidney Related,62
Ratnagiri,2015,Total,Suicide,97
Ratnagiri,2015,Total,Traffic,121
Ratnagiri,2015,Total,Electric Shock,9
Ratnagiri,2015,Total,Burns,22
Ratnagiri,2015,Total,Other Accidents,125
Ratnagiri,2015,Total,Other Reasons,4741
Ratnagiri,2015,Male,Winter Fever,0
Ratnagiri,2015,Male,Typhoid Fever,0
Ratnagiri,2015,Male,Tuberculosis,119
Ratnagiri,2015,Male,Pneumonia/ Respiratory disorders,58
Ratnagiri,2015,Male,Diarrhoea or Gastro,0
Ratnagiri,2015,Male,AIDS,26
Ratnagiri,2015,Male,Heart Disorder,825
Ratnagiri,2015,Male,Cancer,125
Ratnagiri,2015,Male,Maternal Death during Childbirth,0
Ratnagiri,2015,Male,Paralysis,349
Ratnagiri,2015,Male,Kidney Related,34
Ratnagiri,2015,Male,Suicide,73
Ratnagiri,2015,Male,Traffic,82
Ratnagiri,2015,Male,Electric Shock,6
Ratnagiri,2015,Male,Burns,22
Ratnagiri,2015,Male,Other Accidents,102
Ratnagiri,2015,Male,Other Reasons,2285
Ratnagiri,2015,Female,Winter Fever,0
Ratnagiri,2015,Female,Typhoid Fever,0
Ratnagiri,2015,Female,Tuberculosis,100
Ratnagiri,2015,Female,Pneumonia/ Respiratory disorders,171
Ratnagiri,2015,Female,Diarrhoea or Gastro,0
Ratnagiri,2015,Female,AIDS,29
Ratnagiri,2015,Female,Heart Disorder,780
Ratnagiri,2015,Female,Cancer,141
Ratnagiri,2015,Female,Maternal Death during Childbirth,0
Ratnagiri,2015,Female,Paralysis,240
Ratnagiri,2015,Female,Kidney Related,28
Ratnagiri,2015,Female,Suicide,24
Ratnagiri,2015,Female,Traffic,39
Ratnagiri,2015,Female,Electric Shock,3
Ratnagiri,2015,Female,Burns,0
Ratnagiri,2015,Female,Other Accidents,23
Ratnagiri,2015,Female,Other Reasons,2456
Ratnagiri,2016,Total,Winter Fever,0
Ratnagiri,2016,Total,Typhoid Fever,0
Ratnagiri,2016,Total,Tuberculosis,190
Ratnagiri,2016,Total,Pneumonia/ Respiratory disorders,211
Ratnagiri,2016,Total,Diarrhoea or Gastro,0
Ratnagiri,2016,Total,AIDS,48
Ratnagiri,2016,Total,Heart Disorder,1645
Ratnagiri,2016,Total,Cancer,266
Ratnagiri,2016,Total,Maternal Death during Childbirth,5
Ratnagiri,2016,Total,Paralysis,581
Ratnagiri,2016,Total,Kidney Related,62
Ratnagiri,2016,Total,Suicide,97
Ratnagiri,2016,Total,Traffic,201
Ratnagiri,2016,Total,Electric Shock,9
Ratnagiri,2016,Total,Burns,25
Ratnagiri,2016,Total,Other Accidents,130
Ratnagiri,2016,Total,Other Reasons,4952
Ratnagiri,2016,Male,Winter Fever,0
Ratnagiri,2016,Male,Typhoid Fever,0
Ratnagiri,2016,Male,Tuberculosis,102
Ratnagiri,2016,Male,Pneumonia/ Respiratory disorders,50
Ratnagiri,2016,Male,Diarrhoea or Gastro,0
Ratnagiri,2016,Male,AIDS,22
Ratnagiri,2016,Male,Heart Disorder,925
Ratnagiri,2016,Male,Cancer,135
Ratnagiri,2016,Male,Maternal Death during Childbirth,0
Ratnagiri,2016,Male,Paralysis,340
Ratnagiri,2016,Male,Kidney Related,34
Ratnagiri,2016,Male,Suicide,72
Ratnagiri,2016,Male,Traffic,151
Ratnagiri,2016,Male,Electric Shock,8
Ratnagiri,2016,Male,Burns,25
Ratnagiri,2016,Male,Other Accidents,105
Ratnagiri,2016,Male,Other Reasons,2250
Ratnagiri,2016,Female,Winter Fever,0
Ratnagiri,2016,Female,Typhoid Fever,0
Ratnagiri,2016,Female,Tuberculosis,88
Ratnagiri,2016,Female,Pneumonia/ Respiratory disorders,161
Ratnagiri,2016,Female,Diarrhoea or Gastro,0
Ratnagiri,2016,Female,AIDS,26
Ratnagiri,2016,Female,Heart Disorder,720
Ratnagiri,2016,Female,Cancer,131
Ratnagiri,2016,Female,Maternal Death during Childbirth,5
Ratnagiri,2016,Female,Paralysis,241
Ratnagiri,2016,Female,Kidney Related,28
Ratnagiri,2016,Female,Suicide,25
Ratnagiri,2016,Female,Traffic,50
Ratnagiri,2016,Female,Electric Shock,1
Ratnagiri,2016,Female,Burns,0
Ratnagiri,2016,Female,Other Accidents,25
Ratnagiri,2016,Female,Other Reasons,2702
Ratnagiri,2017,Total,Winter Fever,0
Ratnagiri,2017,Total,Typhoid Fever,0
Ratnagiri,2017,Total,Tuberculosis,86
Ratnagiri,2017,Total,Pneumonia/ Respiratory disorders,227
Ratnagiri,2017,Total,Diarrhoea or Gastro,0
Ratnagiri,2017,Total,AIDS,110
Ratnagiri,2017,Total,Heart Disorder,1745
Ratnagiri,2017,Total,Cancer,283
Ratnagiri,2017,Total,Maternal Death during Childbirth,5
Ratnagiri,2017,Total,Paralysis,616
Ratnagiri,2017,Total,Kidney Related,66
Ratnagiri,2017,Total,Suicide,103
Ratnagiri,2017,Total,Traffic,135
Ratnagiri,2017,Total,Electric Shock,9
Ratnagiri,2017,Total,Burns,25
Ratnagiri,2017,Total,Other Accidents,78
Ratnagiri,2017,Total,Other Reasons,4884
Ratnagiri,2017,Male,Winter Fever,0
Ratnagiri,2017,Male,Typhoid Fever,0
Ratnagiri,2017,Male,Tuberculosis,52
Ratnagiri,2017,Male,Pneumonia/ Respiratory disorders,53
Ratnagiri,2017,Male,Diarrhoea or Gastro,0
Ratnagiri,2017,Male,AIDS,71
Ratnagiri,2017,Male,Heart Disorder,971
Ratnagiri,2017,Male,Cancer,142
Ratnagiri,2017,Male,Maternal Death during Childbirth,0
Ratnagiri,2017,Male,Paralysis,357
Ratnagiri,2017,Male,Kidney Related,36
Ratnagiri,2017,Male,Suicide,76
Ratnagiri,2017,Male,Traffic,113
Ratnagiri,2017,Male,Electric Shock,8
Ratnagiri,2017,Male,Burns,11
Ratnagiri,2017,Male,Other Accidents,62
Ratnagiri,2017,Male,Other Reasons,2242
Ratnagiri,2017,Female,Winter Fever,0
Ratnagiri,2017,Female,Typhoid Fever,0
Ratnagiri,2017,Female,Tuberculosis,34
Ratnagiri,2017,Female,Pneumonia/ Respiratory disorders,174
Ratnagiri,2017,Female,Diarrhoea or Gastro,0
Ratnagiri,2017,Female,AIDS,39
Ratnagiri,2017,Female,Heart Disorder,774
Ratnagiri,2017,Female,Cancer,141
Ratnagiri,2017,Female,Maternal Death during Childbirth,5
Ratnagiri,2017,Female,Paralysis,259
Ratnagiri,2017,Female,Kidney Related,30
Ratnagiri,2017,Female,Suicide,27
Ratnagiri,2017,Female,Traffic,22
Ratnagiri,2017,Female,Electric Shock,1
Ratnagiri,2017,Female,Burns,14
Ratnagiri,2017,Female,Other Accidents,16
Ratnagiri,2017,Female,Other Reasons,2642
Ratnagiri,2018,Total,Winter Fever,0
Ratnagiri,2018,Total,Typhoid Fever,0
Ratnagiri,2018,Total,Tuberculosis,80
Ratnagiri,2018,Total,Pneumonia/ Respiratory disorders,208
Ratnagiri,2018,Total,Diarrhoea or Gastro,0
Ratnagiri,2018,Total,Dengue,0
Ratnagiri,2018,Total,Swine Flu,0
Ratnagiri,2018,Total,AIDS,88
Ratnagiri,2018,Total,Heart Disorder,2409
Ratnagiri,2018,Total,Cancer,284
Ratnagiri,2018,Total,Maternal Death during Childbirth,5
Ratnagiri,2018,Total,Paralysis,524
Ratnagiri,2018,Total,Kidney Related,131
Ratnagiri,2018,Total,Suicide,69
Ratnagiri,2018,Total,Traffic,99
Ratnagiri,2018,Total,Electric Shock,11
Ratnagiri,2018,Total,Burns,24
Ratnagiri,2018,Total,Other Accidents,195
Ratnagiri,2018,Total,Other Reasons,5106
Ratnagiri,2018,Male,Winter Fever,0
Ratnagiri,2018,Male,Typhoid Fever,0
Ratnagiri,2018,Male,Tuberculosis,59
Ratnagiri,2018,Male,Pneumonia/ Respiratory disorders,101
Ratnagiri,2018,Male,Diarrhoea or Gastro,0
Ratnagiri,2018,Male,Dengue,0
Ratnagiri,2018,Male,Swine Flu,0
Ratnagiri,2018,Male,AIDS,51
Ratnagiri,2018,Male,Heart Disorder,1424
Ratnagiri,2018,Male,Cancer,150
Ratnagiri,2018,Male,Maternal Death during Childbirth,0
Ratnagiri,2018,Male,Paralysis,270
Ratnagiri,2018,Male,Kidney Related,84
Ratnagiri,2018,Male,Suicide,47
Ratnagiri,2018,Male,Traffic,76
Ratnagiri,2018,Male,Electric Shock,10
Ratnagiri,2018,Male,Burns,9
Ratnagiri,2018,Male,Other Accidents,103
Ratnagiri,2018,Male,Other Reasons,2714
Ratnagiri,2018,Female,Winter Fever,0
Ratnagiri,2018,Female,Typhoid Fever,0
Ratnagiri,2018,Female,Tuberculosis,21
Ratnagiri,2018,Female,Pneumonia/ Respiratory disorders,107
Ratnagiri,2018,Female,Diarrhoea or Gastro,0
Ratnagiri,2018,Female,Dengue,0
Ratnagiri,2018,Female,Swine Flu,0
Ratnagiri,2018,Female,AIDS,37
Ratnagiri,2018,Female,Heart Disorder,985
Ratnagiri,2018,Female,Cancer,134
Ratnagiri,2018,Female,Maternal Death during Childbirth,5
Ratnagiri,2018,Female,Paralysis,254
Ratnagiri,2018,Female,Kidney Related,47
Ratnagiri,2018,Female,Suicide,22
Ratnagiri,2018,Female,Traffic,23
Ratnagiri,2018,Female,Electric Shock,1
Ratnagiri,2018,Female,Burns,15
Ratnagiri,2018,Female,Other Accidents,92
Ratnagiri,2018,Female,Other Reasons,2392
Ratnagiri,2019,Total,Winter Fever,0
Ratnagiri,2019,Total,Typhoid Fever,0
Ratnagiri,2019,Total,Tuberculosis,85
Ratnagiri,2019,Total,Pneumonia/ Respiratory disorders,248
Ratnagiri,2019,Total,Diarrhoea or Gastro,1189
Ratnagiri,2019,Total,Dengue,0
Ratnagiri,2019,Total,Swine Flu,0
Ratnagiri,2019,Total,AIDS,41
Ratnagiri,2019,Total,Heart Disorder,2073
Ratnagiri,2019,Total,Cancer,340
Ratnagiri,2019,Total,Maternal Death during Childbirth,7
Ratnagiri,2019,Total,Paralysis,534
Ratnagiri,2019,Total,Kidney Related,363
Ratnagiri,2019,Total,Suicide,128
Ratnagiri,2019,Total,Traffic,200
Ratnagiri,2019,Total,Electric Shock,0
Ratnagiri,2019,Total,Burns,27
Ratnagiri,2019,Total,Other Accidents,16
Ratnagiri,2019,Total,Other Reasons,3983
Ratnagiri,2019,Male,Winter Fever,0
Ratnagiri,2019,Male,Typhoid Fever,0
Ratnagiri,2019,Male,Tuberculosis,63
Ratnagiri,2019,Male,Pneumonia/ Respiratory disorders,107
Ratnagiri,2019,Male,Diarrhoea or Gastro,629
Ratnagiri,2019,Male,Dengue,0
Ratnagiri,2019,Male,Swine Flu,0
Ratnagiri,2019,Male,AIDS,24
Ratnagiri,2019,Male,Heart Disorder,1162
Ratnagiri,2019,Male,Cancer,178
Ratnagiri,2019,Male,Maternal Death during Childbirth,0
Ratnagiri,2019,Male,Paralysis,254
Ratnagiri,2019,Male,Kidney Related,172
Ratnagiri,2019,Male,Suicide,87
Ratnagiri,2019,Male,Traffic,161
Ratnagiri,2019,Male,Electric Shock,0
Ratnagiri,2019,Male,Burns,9
Ratnagiri,2019,Male,Other Accidents,7
Ratnagiri,2019,Male,Other Reasons,1989
Ratnagiri,2019,Female,Winter Fever,0
Ratnagiri,2019,Female,Typhoid Fever,0
Ratnagiri,2019,Female,Tuberculosis,22
Ratnagiri,2019,Female,Pneumonia/ Respiratory disorders,141
Ratnagiri,2019,Female,Diarrhoea or Gastro,560
Ratnagiri,2019,Female,Dengue,0
Ratnagiri,2019,Female,Swine Flu,0
Ratnagiri,2019,Female,AIDS,17
Ratnagiri,2019,Female,Heart Disorder,911
Ratnagiri,2019,Female,Cancer,162
Ratnagiri,2019,Female,Maternal Death during Childbirth,7
Ratnagiri,2019,Female,Paralysis,280
Ratnagiri,2019,Female,Kidney Related,191
Ratnagiri,2019,Female,Suicide,41
Ratnagiri,2019,Female,Traffic,39
Ratnagiri,2019,Female,Electric Shock,0
Ratnagiri,2019,Female,Burns,18
Ratnagiri,2019,Female,Other Accidents,9
Ratnagiri,2019,Female,Other Reasons,1994
Ratnagiri,2021,Total,Winter Fever,0
Ratnagiri,2021,Total,Typhoid Fever,0
Ratnagiri,2021,Total,Tuberculosis,64
Ratnagiri,2021,Total,Pneumonia/ Respiratory disorders,604
Ratnagiri,2021,Total,Diarrhoea or Gastro,0
Ratnagiri,2021,Total,Dengue,0
Ratnagiri,2021,Total,Swine Flu,0
Ratnagiri,2021,Total,AIDS,25
Ratnagiri,2021,Total,Heart Disorder,2962
Ratnagiri,2021,Total,Cancer,327
Ratnagiri,2021,Total,Maternal Death during Childbirth,6
Ratnagiri,2021,Total,Paralysis,683
Ratnagiri,2021,Total,Kidney Related,619
Ratnagiri,2021,Total,Suicide,97
Ratnagiri,2021,Total,Traffic,168
Ratnagiri,2021,Total,Electric Shock,0
Ratnagiri,2021,Total,Burns,0
Ratnagiri,2021,Total,Other Accidents,14
Ratnagiri,2021,Total,Other Reasons,8328
Ratnagiri,2021,Male,Winter Fever,0
Ratnagiri,2021,Male,Typhoid Fever,0
Ratnagiri,2021,Male,Diarrhoea or Gastro,0
Ratnagiri,2021,Male,Dengue,0
Ratnagiri,2021,Male,Swine Flu,0
Ratnagiri,2021,Male,Maternal Death during Childbirth,0
Ratnagiri,2021,Male,Electric Shock,0
Ratnagiri,2021,Male,Burns,0
Ratnagiri,2021,Female,Winter Fever,0
Ratnagiri,2021,Female,Typhoid Fever,0
Ratnagiri,2021,Female,Diarrhoea or Gastro,0
Ratnagiri,2021,Female,Dengue,0
Ratnagiri,2021,Female,Swine Flu,0
Ratnagiri,2021,Female,Maternal Death during Childbirth,6
Ratnagiri,2021,Female,Electric Shock,0
Ratnagiri,2021,Female,Burns,0
Sangli,2012,Total,Swine Flu,0
Sangli,2012,Male,Swine Flu,0
Sangli,2012,Female,Swine Flu,0
Sangli,2013,Total,Diarrhoea or Gastro,1
Sangli,2013,Total,Swine Flu,1
Sangli,2013,Total,Other Reasons,1
Sangli,2013,Male,Diarrhoea or Gastro,1
Sangli,2013,Male,Other Reasons,1
Sangli,2013,Female,Swine Flu,1
Sangli,2014,Total,Diarrhoea or Gastro,1
Sangli,2014,Total,Swine Flu,8
Sangli,2014,Total,Other Reasons,1
Sangli,2014,Male,Diarrhoea or Gastro,1
Sangli,2014,Male,Swine Flu,2
Sangli,2014,Male,Other Reasons,1
Sangli,2014,Female,Swine Flu,6
Sangli,2015,Total,Swine Flu,8
Sangli,2015,Male,Swine Flu,2
Sangli,2015,Female,Swine Flu,6
Sangli,2016,Total,Swine Flu,1
Sangli,2016,Total,Other Reasons,5
Sangli,2016,Male,Other Reasons,3
Sangli,2016,Female,Swine Flu,1
Sangli,2016,Female,Other Reasons,2
Sangli,2017,Total,Swine Flu,7
Sangli,2017,Male,Swine Flu,4
Sangli,2017,Female,Swine Flu,3
Sangli,2018,Total,Swine Flu,7
Sangli,2018,Male,Swine Flu,4
Sangli,2018,Female,Swine Flu,3
Sangli,2019,Total,Diarrhoea or Gastro,3
Sangli,2019,Total,Dengue,3
Sangli,2019,Total,Swine Flu,0
Sangli,2019,Total,Maternal Death during Childbirth,33
Sangli,2019,Male,Diarrhoea or Gastro,3
Sangli,2019,Male,Dengue,2
Sangli,2019,Male,Swine Flu,0
Sangli,2019,Male,Maternal Death during Childbirth,0
Sangli,2019,Female,Diarrhoea or Gastro,0
Sangli,2019,Female,Dengue,1
Sangli,2019,Female,Swine Flu,0
Sangli,2019,Female,Maternal Death during Childbirth,33
Sangli,2020,Total,Diarrhoea or Gastro,0
Sangli,2020,Total,Dengue,0
Sangli,2020,Total,Swine Flu,0
Sangli,2020,Total,Maternal Death during Childbirth,27
Sangli,2020,Male,Diarrhoea or Gastro,0
Sangli,2020,Male,Dengue,0
Sangli,2020,Male,Swine Flu,0
Sangli,2020,Male,Maternal Death during Childbirth,0
Sangli,2020,Female,Diarrhoea or Gastro,0
