District,Year,Taluka,Pollution Category ,Number of Industries 
Amravati,2012,Chandurbazar,Green,31
Amravati,2012,Morshi,Green,26
Amravati,2012,Warud,Green,38
Amravati,2012,Tivas,Green,17
Amravati,2012,Amravati,Green,365
Amravati,2012,Bhatkuli,Green,9
Amravati,2012,Daryapur,Green,32
Amravati,2012,Nandgaon Kh,Green,37
Amravati,2012,Chandur Railway,Green,23
Amravati,2012,Dhamangaon Re,Green,24
Amravati,2013,Dharani,Red,7
Amravati,2013,Chikhraldara,Red,0
Amravati,2013,Anjangaon Su,Red,2
Amravati,2013,Achalpur,Red,22
Amravati,2013,Chandurbazar,Red,0
Amravati,2013,Morshi,Red,16
Amravati,2013,Warud,Red,18
Amravati,2013,Tivas,Red,6
Amravati,2013,Amravati,Red,315
Amravati,2013,Bhatkuli,Red,2
Amravati,2013,Daryapur,Red,1
Amravati,2013,Nandgaon Kh,Red,15
Amravati,2013,Chandur Railway,Red,7
Amravati,2013,Dhamangaon Re,Red,7
Amravati,2013,Dharani,Orange,0
Amravati,2013,Chikhraldara,Orange,6
Amravati,2013,Anjangaon Su,Orange,14
Amravati,2013,Achalpur,Orange,32
Amravati,2013,Chandurbazar,Orange,13
Amravati,2013,Morshi,Orange,15
Amravati,2013,Warud,Orange,28
Amravati,2013,Tivas,Orange,11
Amravati,2013,Amravati,Orange,317
Amravati,2013,Bhatkuli,Orange,4
Amravati,2013,Daryapur,Orange,10
Amravati,2013,Nandgaon Kh,Orange,26
Amravati,2013,Chandur Railway,Orange,10
Amravati,2013,Dhamangaon Re,Orange,13
Amravati,2013,Dharani,Green,2
Amravati,2013,Chikhraldara,Green,2
Amravati,2013,Anjangaon Su,Green,32
Amravati,2013,Achalpur,Green,55
Amravati,2013,Chandurbazar,Green,31
Amravati,2013,Morshi,Green,26
Amravati,2013,Warud,Green,38
Amravati,2013,Tivas,Green,18
Amravati,2013,Amravati,Green,377
Amravati,2013,Bhatkuli,Green,9
Amravati,2013,Daryapur,Green,34
Amravati,2013,Nandgaon Kh,Green,39
Amravati,2013,Chandur Railway,Green,24
Amravati,2013,Dhamangaon Re,Green,25
Amravati,2014,Dharani,Red,7
Amravati,2014,Chikhraldara,Red,0
Amravati,2014,Anjangaon Su,Red,5
Amravati,2014,Achalpur,Red,27
Amravati,2014,Chandurbazar,Red,0
Amravati,2014,Morshi,Red,24
Amravati,2014,Warud,Red,22
Amravati,2014,Tivas,Red,7
Amravati,2014,Amravati,Red,345
Amravati,2014,Bhatkuli,Red,2
Amravati,2014,Daryapur,Red,3
Amravati,2014,Nandgaon Kh,Red,17
Amravati,2014,Chandur Railway,Red,12
Amravati,2014,Dhamangaon Re,Red,10
Amravati,2014,Dharani,Orange,0
Amravati,2014,Chikhraldara,Orange,6
Amravati,2014,Anjangaon Su,Orange,18
Amravati,2014,Achalpur,Orange,37
Amravati,2014,Chandurbazar,Orange,16
Amravati,2014,Morshi,Orange,17
Amravati,2014,Warud,Orange,34
Amravati,2014,Tivas,Orange,13
Amravati,2014,Amravati,Orange,350
Amravati,2014,Bhatkuli,Orange,6
Amravati,2014,Daryapur,Orange,15
Amravati,2014,Nandgaon Kh,Orange,28
Amravati,2014,Chandur Railway,Orange,15
Amravati,2014,Dhamangaon Re,Orange,17
Amravati,2014,Dharani,Green,2
Amravati,2014,Chikhraldara,Green,2
Amravati,2014,Anjangaon Su,Green,43
Amravati,2014,Achalpur,Green,60
Amravati,2014,Chandurbazar,Green,33
Amravati,2014,Morshi,Green,31
Amravati,2014,Warud,Green,47
Amravati,2014,Tivas,Green,22
Amravati,2014,Amravati,Green,390
Amravati,2014,Bhatkuli,Green,12
Amravati,2014,Daryapur,Green,40
Amravati,2014,Nandgaon Kh,Green,42
Amravati,2014,Chandur Railway,Green,30
Amravati,2014,Dhamangaon Re,Green,28
Amravati,2015,Dharani,Red,8
Amravati,2015,Chikhraldara,Red,0
Amravati,2015,Anjangaon Su,Red,5
Amravati,2015,Achalpur,Red,29
Amravati,2015,Chandurbazar,Red,0
Amravati,2015,Morshi,Red,24
Amravati,2015,Warud,Red,22
Amravati,2015,Tivas,Red,7
Amravati,2015,Amravati,Red,371
Amravati,2015,Bhatkuli,Red,3
Amravati,2015,Daryapur,Red,3
Amravati,2015,Nandgaon Kh,Red,19
Amravati,2015,Chandur Railway,Red,12
Amravati,2015,Dhamangaon Re,Red,10
Amravati,2015,Dharani,Orange,0
Amravati,2015,Chikhraldara,Orange,6
Amravati,2015,Anjangaon Su,Orange,18
Amravati,2015,Achalpur,Orange,39
Amravati,2015,Chandurbazar,Orange,16
Amravati,2015,Morshi,Orange,18
Amravati,2015,Warud,Orange,35
Amravati,2015,Tivas,Orange,13
Amravati,2015,Amravati,Orange,372
Amravati,2015,Bhatkuli,Orange,7
Amravati,2015,Daryapur,Orange,17
Amravati,2015,Nandgaon Kh,Orange,30
Amravati,2015,Chandur Railway,Orange,15
Amravati,2015,Dhamangaon Re,Orange,18
Amravati,2015,Dharani,Green,2
Amravati,2015,Chikhraldara,Green,2
Amravati,2015,Anjangaon Su,Green,52
Amravati,2015,Achalpur,Green,64
Amravati,2015,Chandurbazar,Green,35
Amravati,2015,Morshi,Green,37
Amravati,2015,Warud,Green,49
Amravati,2015,Tivas,Green,29
Amravati,2015,Amravati,Green,422
Amravati,2015,Bhatkuli,Green,16
Amravati,2015,Daryapur,Green,49
Amravati,2015,Nandgaon Kh,Green,46
Amravati,2015,Chandur Railway,Green,33
Amravati,2015,Dhamangaon Re,Green,32
Amravati,2016,Dharani,Red,0
Amravati,2016,Chikhraldara,Red,0
Amravati,2016,Anjangaon Su,Red,0
Amravati,2016,Achalpur,Red,0
Amravati,2016,Chandurbazar,Red,0
Amravati,2016,Morshi,Red,0
Amravati,2016,Warud,Red,0
Amravati,2016,Tivas,Red,0
Amravati,2016,Amravati,Red,62
Amravati,2016,Bhatkuli,Red,0
Amravati,2016,Daryapur,Red,0
Amravati,2016,Nandgaon Kh,Red,1
Amravati,2016,Chandur Railway,Red,0
Amravati,2016,Dhamangaon Re,Red,0
Amravati,2016,Dharani,Orange,3
Amravati,2016,Chikhraldara,Orange,0
Amravati,2016,Anjangaon Su,Orange,18
Amravati,2016,Achalpur,Orange,36
Amravati,2016,Chandurbazar,Orange,10
Amravati,2016,Morshi,Orange,10
Amravati,2016,Warud,Orange,20
Amravati,2016,Tivas,Orange,5
Amravati,2016,Amravati,Orange,282
Amravati,2016,Bhatkuli,Orange,0
Amravati,2016,Daryapur,Orange,5
Amravati,2016,Nandgaon Kh,Orange,20
Amravati,2016,Chandur Railway,Orange,10
Amravati,2016,Dhamangaon Re,Orange,10
Amravati,2016,Dharani,Green,2
Amravati,2016,Chikhraldara,Green,2
Amravati,2016,Anjangaon Su,Green,58
Amravati,2016,Achalpur,Green,74
Amravati,2016,Chandurbazar,Green,35
Amravati,2016,Morshi,Green,47
Amravati,2016,Warud,Green,63
Amravati,2016,Tivas,Green,29
Amravati,2016,Amravati,Green,522
Amravati,2016,Bhatkuli,Green,26
Amravati,2016,Daryapur,Green,59
Amravati,2016,Nandgaon Kh,Green,66
Amravati,2016,Chandur Railway,Green,45
Amravati,2016,Dhamangaon Re,Green,44
Amravati,2017,Dharani,Red,0
Amravati,2017,Chikhraldara,Red,0
Amravati,2017,Anjangaon Su,Red,0
Amravati,2017,Achalpur,Red,0
Amravati,2017,Chandurbazar,Red,0
Amravati,2017,Morshi,Red,1
Amravati,2017,Warud,Red,0
Amravati,2017,Tivas,Red,0
Amravati,2017,Amravati,Red,70
Amravati,2017,Bhatkuli,Red,0
Amravati,2017,Daryapur,Red,0
Amravati,2017,Nandgaon Kh,Red,1
Amravati,2017,Chandur Railway,Red,0
Amravati,2017,Dhamangaon Re,Red,0
Amravati,2017,Dharani,Orange,3
Amravati,2017,Chikhraldara,Orange,1
Amravati,2017,Anjangaon Su,Orange,18
Amravati,2017,Achalpur,Orange,39
Amravati,2017,Chandurbazar,Orange,11
Amravati,2017,Morshi,Orange,12
Amravati,2017,Warud,Orange,23
Amravati,2017,Tivas,Orange,5
Amravati,2017,Amravati,Orange,289
Amravati,2017,Bhatkuli,Orange,0
Amravati,2017,Daryapur,Orange,5
Amravati,2017,Nandgaon Kh,Orange,20
Amravati,2017,Chandur Railway,Orange,10
Amravati,2017,Dhamangaon Re,Orange,10
Amravati,2017,Dharani,Green,2
Amravati,2017,Chikhraldara,Green,2
Amravati,2017,Anjangaon Su,Green,58
Amravati,2017,Achalpur,Green,81
Amravati,2017,Chandurbazar,Green,38
Amravati,2017,Morshi,Green,51
Amravati,2017,Warud,Green,70
Amravati,2017,Tivas,Green,29
Amravati,2017,Amravati,Green,553
Amravati,2017,Bhatkuli,Green,27
Amravati,2017,Daryapur,Green,63
Amravati,2017,Nandgaon Kh,Green,68
Amravati,2017,Chandur Railway,Green,45
Amravati,2017,Dhamangaon Re,Green,44
Amravati,2018,Dharani,Red,0
Amravati,2018,Chikhraldara,Red,0
Amravati,2018,Anjangaon Su,Red,0
Amravati,2018,Achalpur,Red,0
Amravati,2018,Chandurbazar,Red,0
Amravati,2018,Morshi,Red,0
Amravati,2018,Warud,Red,0
Amravati,2018,Tivas,Red,0
Amravati,2018,Amravati,Red,66
Amravati,2018,Bhatkuli,Red,0
Amravati,2018,Daryapur,Red,0
Amravati,2018,Nandgaon Kh,Red,2
Amravati,2018,Chandur Railway,Red,0
Amravati,2018,Dhamangaon Re,Red,0
Amravati,2018,Dharani,Orange,3
Amravati,2018,Chikhraldara,Orange,1
Amravati,2018,Anjangaon Su,Orange,19
Amravati,2018,Achalpur,Orange,38
Amravati,2018,Chandurbazar,Orange,10
Amravati,2018,Morshi,Orange,12
Amravati,2018,Warud,Orange,22
Amravati,2018,Tivas,Orange,5
Amravati,2018,Amravati,Orange,294
Amravati,2018,Bhatkuli,Orange,0
Amravati,2018,Daryapur,Orange,5
Amravati,2018,Nandgaon Kh,Orange,20
Amravati,2018,Chandur Railway,Orange,11
Amravati,2018,Dhamangaon Re,Orange,11
Amravati,2018,Dharani,Green,2
Amravati,2018,Chikhraldara,Green,2
Amravati,2018,Anjangaon Su,Green,62
Amravati,2018,Achalpur,Green,79
Amravati,2018,Chandurbazar,Green,38
Amravati,2018,Morshi,Green,47
Amravati,2018,Warud,Green,66
Amravati,2018,Tivas,Green,30
Amravati,2018,Amravati,Green,558
Amravati,2018,Bhatkuli,Green,26
Amravati,2018,Daryapur,Green,65
Amravati,2018,Nandgaon Kh,Green,69
Amravati,2018,Chandur Railway,Green,45
Amravati,2018,Dhamangaon Re,Green,46
Amravati,2018,Dharani,White,0
Amravati,2018,Chikhraldara,White,0
Amravati,2018,Anjangaon Su,White,0
Amravati,2018,Achalpur,White,0
Amravati,2018,Chandurbazar,White,0
Amravati,2018,Morshi,White,0
Amravati,2018,Warud,White,4
Amravati,2018,Tivas,White,3
Amravati,2018,Amravati,White,57
Amravati,2018,Bhatkuli,White,0
Amravati,2018,Daryapur,White,0
Amravati,2018,Nandgaon Kh,White,3
Amravati,2018,Chandur Railway,White,0
Amravati,2018,Dhamangaon Re,White,0
Amravati,2019,Dharani,Red,0
Amravati,2019,Chikhraldara,Red,0
Amravati,2019,Anjangaon Su,Red,0
Amravati,2019,Achalpur,Red,0
Amravati,2019,Chandurbazar,Red,0
Amravati,2019,Morshi,Red,0
Amravati,2019,Warud,Red,0
Amravati,2019,Tivas,Red,0
Amravati,2019,Amravati,Red,71
Amravati,2019,Bhatkuli,Red,0
Amravati,2019,Daryapur,Red,0
Amravati,2019,Nandgaon Kh,Red,2
Amravati,2019,Chandur Railway,Red,0
Amravati,2019,Dhamangaon Re,Red,0
Amravati,2019,Dharani,Orange,3
Amravati,2019,Chikhraldara,Orange,1
Amravati,2019,Anjangaon Su,Orange,19
Amravati,2019,Achalpur,Orange,38
Amravati,2019,Chandurbazar,Orange,10
Amravati,2019,Morshi,Orange,13
Amravati,2019,Warud,Orange,24
Amravati,2019,Tivas,Orange,6
Amravati,2019,Amravati,Orange,311
Amravati,2019,Bhatkuli,Orange,1
Amravati,2019,Daryapur,Orange,7
Amravati,2019,Nandgaon Kh,Orange,20
Amravati,2019,Chandur Railway,Orange,12
Amravati,2019,Dhamangaon Re,Orange,12
Amravati,2019,Dharani,Green,2
Amravati,2019,Chikhraldara,Green,2
Amravati,2019,Anjangaon Su,Green,64
Amravati,2019,Achalpur,Green,80
Amravati,2019,Chandurbazar,Green,39
Amravati,2019,Morshi,Green,47
Amravati,2019,Warud,Green,66
Amravati,2019,Tivas,Green,30
Amravati,2019,Amravati,Green,570
Amravati,2019,Bhatkuli,Green,27
Amravati,2019,Daryapur,Green,65
Amravati,2019,Nandgaon Kh,Green,70
Amravati,2019,Chandur Railway,Green,45
Amravati,2019,Dhamangaon Re,Green,47
Amravati,2019,Dharani,White,0
Amravati,2019,Chikhraldara,White,0
Amravati,2019,Anjangaon Su,White,0
Amravati,2019,Achalpur,White,1
Amravati,2019,Chandurbazar,White,0
Amravati,2019,Morshi,White,0
Amravati,2019,Warud,White,4
Amravati,2019,Tivas,White,3
Amravati,2019,Amravati,White,93
Amravati,2019,Bhatkuli,White,0
Amravati,2019,Daryapur,White,0
Amravati,2019,Nandgaon Kh,White,3
Amravati,2019,Chandur Railway,White,0
Amravati,2019,Dhamangaon Re,White,0
Amravati,2020,Dharani,Red,0
Amravati,2020,Chikhraldara,Red,0
Amravati,2020,Anjangaon Su,Red,0
Amravati,2020,Achalpur,Red,0
Amravati,2020,Chandurbazar,Red,0
Amravati,2020,Morshi,Red,0
Amravati,2020,Warud,Red,0
Amravati,2020,Tivas,Red,0
Amravati,2020,Amravati,Red,74
Amravati,2020,Bhatkuli,Red,0
Amravati,2020,Daryapur,Red,0
Amravati,2020,Nandgaon Kh,Red,2
Amravati,2020,Chandur Railway,Red,0
Amravati,2020,Dhamangaon Re,Red,0
Amravati,2020,Dharani,Orange,3
Amravati,2020,Chikhraldara,Orange,1
Amravati,2020,Anjangaon Su,Orange,19
Amravati,2020,Achalpur,Orange,40
Amravati,2020,Chandurbazar,Orange,10
Amravati,2020,Morshi,Orange,14
Amravati,2020,Warud,Orange,26
Amravati,2020,Tivas,Orange,7
Amravati,2020,Amravati,Orange,319
Amravati,2020,Bhatkuli,Orange,1
Amravati,2020,Daryapur,Orange,8
Amravati,2020,Nandgaon Kh,Orange,22
Amravati,2020,Chandur Railway,Orange,12
Amravati,2020,Dhamangaon Re,Orange,14
Amravati,2020,Dharani,Green,2
Amravati,2020,Chikhraldara,Green,2
Amravati,2020,Anjangaon Su,Green,64
Amravati,2020,Achalpur,Green,82
Amravati,2020,Chandurbazar,Green,39
Amravati,2020,Morshi,Green,48
Amravati,2020,Warud,Green,67
Amravati,2020,Tivas,Green,30
Amravati,2020,Amravati,Green,583
Amravati,2020,Bhatkuli,Green,27
Amravati,2020,Daryapur,Green,65
Amravati,2020,Nandgaon Kh,Green,71
Amravati,2020,Chandur Railway,Green,46
Amravati,2020,Dhamangaon Re,Green,48
Amravati,2020,Dharani,White,1
Amravati,2020,Chikhraldara,White,0
Amravati,2020,Anjangaon Su,White,0
Amravati,2020,Achalpur,White,3
Amravati,2020,Chandurbazar,White,1
Amravati,2020,Morshi,White,1
Amravati,2020,Warud,White,5
Amravati,2020,Tivas,White,4
Amravati,2020,Amravati,White,149
Amravati,2020,Bhatkuli,White,0
Amravati,2020,Daryapur,White,0
Amravati,2020,Nandgaon Kh,White,3
Amravati,2020,Chandur Railway,White,1
Amravati,2020,Dhamangaon Re,White,0
Amravati,2021,Dharani,Red,1
Amravati,2021,Chikhraldara,Red,0
Amravati,2021,Anjangaon Su,Red,0
Amravati,2021,Achalpur,Red,7
Amravati,2021,Chandurbazar,Red,1
Amravati,2021,Morshi,Red,1
Amravati,2021,Warud,Red,3
Amravati,2021,Tivas,Red,0
Amravati,2021,Amravati,Red,93
Amravati,2021,Bhatkuli,Red,1
Amravati,2021,Daryapur,Red,2
Amravati,2021,Nandgaon Kh,Red,2
Amravati,2021,Chandur Railway,Red,2
Amravati,2021,Dhamangaon Re,Red,0
Amravati,2021,Dharani,Orange,7
Amravati,2021,Chikhraldara,Orange,1
Amravati,2021,Anjangaon Su,Orange,19
Amravati,2021,Achalpur,Orange,38
Amravati,2021,Chandurbazar,Orange,10
Amravati,2021,Morshi,Orange,22
Amravati,2021,Warud,Orange,28
Amravati,2021,Tivas,Orange,6
Amravati,2021,Amravati,Orange,322
Amravati,2021,Bhatkuli,Orange,1
Amravati,2021,Daryapur,Orange,7
Amravati,2021,Nandgaon Kh,Orange,20
Amravati,2021,Chandur Railway,Orange,16
Amravati,2021,Dhamangaon Re,Orange,12
Amravati,2021,Dharani,Green,3
Amravati,2021,Chikhraldara,Green,2
Amravati,2021,Anjangaon Su,Green,58
Amravati,2021,Achalpur,Green,91
Amravati,2021,Chandurbazar,Green,41
Amravati,2021,Morshi,Green,49
Amravati,2021,Warud,Green,70
Amravati,2021,Tivas,Green,24
Amravati,2021,Amravati,Green,672
Amravati,2021,Bhatkuli,Green,27
Amravati,2021,Daryapur,Green,65
Amravati,2021,Nandgaon Kh,Green,97
Amravati,2021,Chandur Railway,Green,58
Amravati,2021,Dhamangaon Re,Green,47
Amravati,2021,Dharani,White,1
Amravati,2021,Chikhraldara,White,0
Amravati,2021,Anjangaon Su,White,0
Amravati,2021,Achalpur,White,1
Amravati,2021,Chandurbazar,White,1
Amravati,2021,Morshi,White,1
Amravati,2021,Warud,White,4
Amravati,2021,Tivas,White,3
Amravati,2021,Amravati,White,101
Amravati,2021,Bhatkuli,White,0
Amravati,2021,Daryapur,White,0
Amravati,2021,Nandgaon Kh,White,9
Amravati,2021,Chandur Railway,White,0
Amravati,2021,Dhamangaon Re,White,0
Beed,2013,Ashti,Red,7
Beed,2013,Patoda,Red,1
Beed,2013,Shirur Kasar,Red,3
Beed,2013,Gevrai,Red,6
Beed,2013,Majalgaon,Red,6
Beed,2013,Wadwani,Red,3
Beed,2013,Beed,Red,27
Beed,2013,Cage,Red,4
Beed,2013,Dharur,Red,6
Beed,2013,Parli,Red,29
Beed,2013,Ambajogai,Red,3
Beed,2013,Ashti,Orange,0
Beed,2013,Patoda,Orange,1
Beed,2013,Shirur Kasar,Orange,0
Beed,2013,Gevrai,Orange,0
Beed,2013,Majalgaon,Orange,1
Beed,2013,Wadwani,Orange,0
Beed,2013,Beed,Orange,1
Beed,2013,Cage,Orange,0
Beed,2013,Dharur,Orange,0
Beed,2013,Parli,Orange,11
Beed,2013,Ambajogai,Orange,1
Beed,2013,Ashti,Green,4
Beed,2013,Patoda,Green,2
Beed,2013,Shirur Kasar,Green,0
Beed,2013,Gevrai,Green,16
Beed,2013,Majalgaon,Green,10
Beed,2013,Wadwani,Green,13
Beed,2013,Beed,Green,12
Beed,2013,Cage,Green,6
Beed,2013,Dharur,Green,6
Beed,2013,Parli,Green,25
Beed,2013,Ambajogai,Green,4
Beed,2014,Ashti,Red,9
Beed,2014,Patoda,Red,1
Beed,2014,Shirur Kasar,Red,3
Beed,2014,Gevrai,Red,11
Beed,2014,Majalgaon,Red,9
Beed,2014,Wadwani,Red,4
Beed,2014,Beed,Red,35
Beed,2014,Cage,Red,5
Beed,2014,Dharur,Red,6
Beed,2014,Parli,Red,46
Beed,2014,Ambajogai,Red,3
Beed,2014,Ashti,Orange,4
Beed,2014,Patoda,Orange,1
Beed,2014,Shirur Kasar,Orange,0
Beed,2014,Gevrai,Orange,0
Beed,2014,Majalgaon,Orange,1
Beed,2014,Wadwani,Orange,0
Beed,2014,Beed,Orange,0
Beed,2014,Cage,Orange,1
Beed,2014,Dharur,Orange,0
Beed,2014,Parli,Orange,7
Beed,2014,Ambajogai,Orange,1
Beed,2014,Ashti,Green,4
Beed,2014,Patoda,Green,2
Beed,2014,Shirur Kasar,Green,0
Beed,2014,Gevrai,Green,20
Beed,2014,Majalgaon,Green,15
Beed,2014,Wadwani,Green,15
Beed,2014,Beed,Green,22
Beed,2014,Cage,Green,8
Beed,2014,Dharur,Green,7
Beed,2014,Parli,Green,43
Beed,2014,Ambajogai,Green,6
Beed,2015,Ashti,Red,4
Beed,2015,Patoda,Red,1
Beed,2015,Shirur Kasar,Red,0
Beed,2015,Gevrai,Red,5
Beed,2015,Majalgaon,Red,5
Beed,2015,Wadwani,Red,1
Beed,2015,Beed,Red,18
Beed,2015,Cage,Red,2
Beed,2015,Dharur,Red,0
Beed,2015,Parli,Red,6
Beed,2015,Ambajogai,Red,3
Beed,2015,Ashti,Orange,7
Beed,2015,Patoda,Orange,1
Beed,2015,Shirur Kasar,Orange,7
Beed,2015,Gevrai,Orange,7
Beed,2015,Majalgaon,Orange,4
Beed,2015,Wadwani,Orange,4
Beed,2015,Beed,Orange,14
Beed,2015,Cage,Orange,4
Beed,2015,Dharur,Orange,8
Beed,2015,Parli,Orange,38
Beed,2015,Ambajogai,Orange,5
Beed,2015,Ashti,Green,8
Beed,2015,Patoda,Green,2
Beed,2015,Shirur Kasar,Green,0
Beed,2015,Gevrai,Green,21
Beed,2015,Majalgaon,Green,12
Beed,2015,Wadwani,Green,14
Beed,2015,Beed,Green,28
Beed,2015,Cage,Green,10
Beed,2015,Dharur,Green,8
Beed,2015,Parli,Green,53
Beed,2015,Ambajogai,Green,8
Beed,2016,Ashti,Red,4
Beed,2016,Patoda,Red,1
Beed,2016,Shirur Kasar,Red,0
Beed,2016,Gevrai,Red,6
Beed,2016,Majalgaon,Red,5
Beed,2016,Wadwani,Red,1
Beed,2016,Beed,Red,21
Beed,2016,Cage,Red,2
Beed,2016,Dharur,Red,0
Beed,2016,Parli,Red,6
Beed,2016,Ambajogai,Red,3
Beed,2016,Ashti,Orange,9
Beed,2016,Patoda,Orange,3
Beed,2016,Shirur Kasar,Orange,7
Beed,2016,Gevrai,Orange,9
Beed,2016,Majalgaon,Orange,8
Beed,2016,Wadwani,Orange,4
Beed,2016,Beed,Orange,17
Beed,2016,Cage,Orange,5
Beed,2016,Dharur,Orange,11
Beed,2016,Parli,Orange,38
Beed,2016,Ambajogai,Orange,7
Beed,2016,Ashti,Green,21
Beed,2016,Patoda,Green,6
Beed,2016,Shirur Kasar,Green,0
Beed,2016,Gevrai,Green,24
Beed,2016,Majalgaon,Green,36
Beed,2016,Wadwani,Green,16
Beed,2016,Beed,Green,51
Beed,2016,Cage,Green,18
Beed,2016,Dharur,Green,26
Beed,2016,Parli,Green,53
Beed,2016,Ambajogai,Green,16
Beed,2017,Ashti,Red,5
Beed,2017,Patoda,Red,2
Beed,2017,Shirur Kasar,Red,2
Beed,2017,Gevrai,Red,6
Beed,2017,Majalgaon,Red,5
Beed,2017,Wadwani,Red,2
Beed,2017,Beed,Red,23
Beed,2017,Cage,Red,2
Beed,2017,Dharur,Red,0
Beed,2017,Parli,Red,6
Beed,2017,Ambajogai,Red,4
Beed,2017,Ashti,Orange,12
Beed,2017,Patoda,Orange,5
Beed,2017,Shirur Kasar,Orange,10
Beed,2017,Gevrai,Orange,14
Beed,2017,Majalgaon,Orange,9
Beed,2017,Wadwani,Orange,5
Beed,2017,Beed,Orange,19
Beed,2017,Cage,Orange,8
Beed,2017,Dharur,Orange,12
Beed,2017,Parli,Orange,38
Beed,2017,Ambajogai,Orange,12
Beed,2017,Ashti,Green,21
Beed,2017,Patoda,Green,7
Beed,2017,Shirur Kasar,Green,5
Beed,2017,Gevrai,Green,26
Beed,2017,Majalgaon,Green,36
Beed,2017,Wadwani,Green,18
Beed,2017,Beed,Green,54
Beed,2017,Cage,Green,19
Beed,2017,Dharur,Green,26
Beed,2017,Parli,Green,53
Beed,2017,Ambajogai,Green,18
Beed,2018,Ashti,Red,5
Beed,2018,Patoda,Red,2
Beed,2018,Shirur Kasar,Red,2
Beed,2018,Gevrai,Red,6
Beed,2018,Majalgaon,Red,5
Beed,2018,Wadwani,Red,3
Beed,2018,Beed,Red,25
Beed,2018,Cage,Red,2
Beed,2018,Dharur,Red,0
Beed,2018,Parli,Red,7
Beed,2018,Ambajogai,Red,4
Beed,2018,Ashti,Orange,15
Beed,2018,Patoda,Orange,6
Beed,2018,Shirur Kasar,Orange,10
Beed,2018,Gevrai,Orange,19
Beed,2018,Majalgaon,Orange,9
Beed,2018,Wadwani,Orange,6
Beed,2018,Beed,Orange,20
Beed,2018,Cage,Orange,10
Beed,2018,Dharur,Orange,14
Beed,2018,Parli,Orange,41
Beed,2018,Ambajogai,Orange,14
Beed,2018,Ashti,Green,29
Beed,2018,Patoda,Green,7
Beed,2018,Shirur Kasar,Green,8
Beed,2018,Gevrai,Green,28
Beed,2018,Majalgaon,Green,45
Beed,2018,Wadwani,Green,18
Beed,2018,Beed,Green,64
Beed,2018,Cage,Green,20
Beed,2018,Dharur,Green,28
Beed,2018,Parli,Green,62
Beed,2018,Ambajogai,Green,20
Beed,2018,Ashti,White,0
Beed,2018,Patoda,White,0
Beed,2018,Shirur Kasar,White,0
Beed,2018,Gevrai,White,0
Beed,2018,Majalgaon,White,0
Beed,2018,Wadwani,White,0
Beed,2018,Beed,White,0
Beed,2018,Cage,White,0
Beed,2018,Dharur,White,0
Beed,2018,Parli,White,0
Beed,2018,Ambajogai,White,0
Beed,2019,Ashti,Red,6
Beed,2019,Patoda,Red,2
Beed,2019,Shirur Kasar,Red,2
Beed,2019,Gevrai,Red,6
Beed,2019,Majalgaon,Red,5
Beed,2019,Wadwani,Red,3
Beed,2019,Beed,Red,25
Beed,2019,Cage,Red,2
Beed,2019,Dharur,Red,1
Beed,2019,Parli,Red,7
Beed,2019,Ambajogai,Red,4
Beed,2019,Ashti,Orange,17
Beed,2019,Patoda,Orange,7
Beed,2019,Shirur Kasar,Orange,12
Beed,2019,Gevrai,Orange,21
Beed,2019,Majalgaon,Orange,9
Beed,2019,Wadwani,Orange,7
Beed,2019,Beed,Orange,24
Beed,2019,Cage,Orange,10
Beed,2019,Dharur,Orange,14
Beed,2019,Parli,Orange,41
Beed,2019,Ambajogai,Orange,15
Beed,2019,Ashti,Green,29
Beed,2019,Patoda,Green,7
Beed,2019,Shirur Kasar,Green,8
Beed,2019,Gevrai,Green,30
Beed,2019,Majalgaon,Green,46
Beed,2019,Wadwani,Green,18
Beed,2019,Beed,Green,76
Beed,2019,Cage,Green,20
Beed,2019,Dharur,Green,28
Beed,2019,Parli,Green,62
Beed,2019,Ambajogai,Green,21
Beed,2019,Ashti,White,0
Beed,2019,Patoda,White,0
Beed,2019,Shirur Kasar,White,0
Beed,2019,Gevrai,White,0
Beed,2019,Majalgaon,White,0
Beed,2019,Wadwani,White,0
Beed,2019,Beed,White,1
Beed,2019,Cage,White,0
Beed,2019,Dharur,White,0
Beed,2019,Parli,White,0
Beed,2019,Ambajogai,White,0
Beed,2020,Ashti,Red,7
Beed,2020,Patoda,Red,2
Beed,2020,Shirur Kasar,Red,2
Beed,2020,Gevrai,Red,8
Beed,2020,Majalgaon,Red,7
Beed,2020,Wadwani,Red,3
Beed,2020,Beed,Red,26
Beed,2020,Cage,Red,8
Beed,2020,Dharur,Red,3
Beed,2020,Parli,Red,6
Beed,2020,Ambajogai,Red,4
Beed,2020,Ashti,Orange,23
Beed,2020,Patoda,Orange,13
Beed,2020,Shirur Kasar,Orange,15
Beed,2020,Gevrai,Orange,27
Beed,2020,Majalgaon,Orange,10
Beed,2020,Wadwani,Orange,8
Beed,2020,Beed,Orange,37
Beed,2020,Cage,Orange,13
Beed,2020,Dharur,Orange,19
Beed,2020,Parli,Orange,39
Beed,2020,Ambajogai,Orange,19
Beed,2020,Ashti,Green,29
Beed,2020,Patoda,Green,9
Beed,2020,Shirur Kasar,Green,8
Beed,2020,Gevrai,Green,39
Beed,2020,Majalgaon,Green,49
Beed,2020,Wadwani,Green,18
Beed,2020,Beed,Green,96
