District,Year,Taluka,Pollution Category ,Number of Industries 
Sangli,2018,Valava,White,270
Sangli,2018,Palus,White,115
Sangli,2018,Kadegaon,White,80
Sangli,2018,Khanapur,White,116
Sangli,2018,Aatpadi,White,10
Sangli,2018,Tasgaon,White,85
Sangli,2018,Miraj,White,900
Sangli,2018,Ku. Mahakal,White,30
Sangli,2018,Jat,White,65
Sangli,2019,Shirala,Red,10
Sangli,2019,Valava,Red,19
Sangli,2019,Palus,Red,8
Sangli,2019,Kadegaon,Red,6
Sangli,2019,Khanapur,Red,7
Sangli,2019,Aatpadi,Red,1
Sangli,2019,Tasgaon,Red,4
Sangli,2019,Miraj,Red,133
Sangli,2019,Jat,Red,1
Sangli,2019,Shirala,Orange,43
Sangli,2019,Valava,Orange,105
Sangli,2019,Palus,Orange,110
Sangli,2019,Kadegaon,Orange,55
Sangli,2019,Khanapur,Orange,45
Sangli,2019,Aatpadi,Orange,23
Sangli,2019,Tasgaon,Orange,117
Sangli,2019,Miraj,Orange,550
Sangli,2019,Ku. Mahakal,Orange,59
Sangli,2019,Jat,Orange,56
Sangli,2019,Shirala,Green,75
Sangli,2019,Valava,Green,95
Sangli,2019,Palus,Green,41
Sangli,2019,Kadegaon,Green,143
Sangli,2019,Khanapur,Green,115
Sangli,2019,Aatpadi,Green,8
Sangli,2019,Tasgaon,Green,70
Sangli,2019,Miraj,Green,551
Sangli,2019,Ku. Mahakal,Green,5
Sangli,2019,Jat,Green,23
Sangli,2019,Shirala,White,10
Sangli,2019,Valava,White,270
Sangli,2019,Palus,White,115
Sangli,2019,Kadegaon,White,80
Sangli,2019,Khanapur,White,116
Sangli,2019,Aatpadi,White,10
Sangli,2019,Tasgaon,White,85
Sangli,2019,Miraj,White,900
Sangli,2019,Ku. Mahakal,White,30
Sangli,2019,Jat,White,65
Sangli,2020,Shirala,Red,8
Sangli,2020,Valava,Red,21
Sangli,2020,Palus,Red,8
Sangli,2020,Kadegaon,Red,6
Sangli,2020,Khanapur,Red,7
Sangli,2020,Aatpadi,Red,1
Sangli,2020,Tasgaon,Red,4
Sangli,2020,Miraj,Red,143
Sangli,2020,Ku. Mahakal,Red,2
Sangli,2020,Jat,Red,2
Sangli,2020,Shirala,Orange,43
Sangli,2020,Valava,Orange,145
Sangli,2020,Palus,Orange,115
Sangli,2020,Kadegaon,Orange,65
Sangli,2020,Khanapur,Orange,45
Sangli,2020,Aatpadi,Orange,23
Sangli,2020,Tasgaon,Orange,117
Sangli,2020,Miraj,Orange,665
Sangli,2020,Ku. Mahakal,Orange,59
Sangli,2020,Jat,Orange,56
Sangli,2020,Shirala,Green,76
Sangli,2020,Valava,Green,150
Sangli,2020,Palus,Green,90
Sangli,2020,Kadegaon,Green,150
Sangli,2020,Khanapur,Green,125
Sangli,2020,Aatpadi,Green,11
Sangli,2020,Tasgaon,Green,73
Sangli,2020,Miraj,Green,725
Sangli,2020,Ku. Mahakal,Green,5
Sangli,2020,Jat,Green,23
Sangli,2020,Shirala,White,7
Sangli,2020,Valava,White,105
Sangli,2020,Palus,White,25
Sangli,2020,Kadegaon,White,35
Sangli,2020,Khanapur,White,38
Sangli,2020,Aatpadi,White,8
Sangli,2020,Tasgaon,White,25
Sangli,2020,Miraj,White,320
Sangli,2020,Ku. Mahakal,White,28
Sangli,2020,Jat,White,15
Sangli,2021,Shirala,Red,10
Sangli,2021,Valava,Red,19
Sangli,2021,Palus,Red,8
Sangli,2021,Kadegaon,Red,6
Sangli,2021,Khanapur,Red,7
Sangli,2021,Aatpadi,Red,1
Sangli,2021,Tasgaon,Red,4
Sangli,2021,Miraj,Red,133
Sangli,2021,Jat,Red,1
Sangli,2021,Shirala,Orange,43
Sangli,2021,Valava,Orange,105
Sangli,2021,Palus,Orange,110
Sangli,2021,Kadegaon,Orange,55
Sangli,2021,Khanapur,Orange,45
Sangli,2021,Aatpadi,Orange,23
Sangli,2021,Tasgaon,Orange,117
Sangli,2021,Miraj,Orange,550
Sangli,2021,Ku. Mahakal,Orange,59
Sangli,2021,Jat,Orange,56
Sangli,2021,Shirala,Green,75
Sangli,2021,Valava,Green,95
Sangli,2021,Palus,Green,41
Sangli,2021,Kadegaon,Green,143
Sangli,2021,Khanapur,Green,115
Sangli,2021,Aatpadi,Green,8
Sangli,2021,Tasgaon,Green,70
Sangli,2021,Miraj,Green,551
Sangli,2021,Ku. Mahakal,Green,5
Sangli,2021,Jat,Green,23
Sangli,2021,Shirala,White,10
Sangli,2021,Valava,White,270
Sangli,2021,Palus,White,115
Sangli,2021,Kadegaon,White,80
Sangli,2021,Khanapur,White,116
Sangli,2021,Aatpadi,White,10
Sangli,2021,Tasgaon,White,85
Sangli,2021,Miraj,White,900
Sangli,2021,Ku. Mahakal,White,30
Sangli,2021,Jat,White,65
Satara,2012,Mahableshwar,Red,15
Satara,2012,Vai,Red,30
Satara,2012,Khandala,Red,50
Satara,2012,Faltan,Red,28
Satara,2012,Man,Red,5
Satara,2012,Khatav,Red,9
Satara,2012,Koregaon,Red,18
Satara,2012,Satara,Red,86
Satara,2012,Javali,Red,5
Satara,2012,Patan,Red,6
Satara,2012,Karad,Red,83
Satara,2012,Mahableshwar,Orange,230
Satara,2012,Vai,Orange,65
Satara,2012,Khandala,Orange,91
Satara,2012,Faltan,Orange,37
Satara,2012,Man,Orange,25
Satara,2012,Khatav,Orange,25
Satara,2012,Koregaon,Orange,21
Satara,2012,Satara,Orange,195
Satara,2012,Javali,Orange,10
Satara,2012,Patan,Orange,19
Satara,2012,Karad,Orange,165
Satara,2012,Mahableshwar,Green,0
Satara,2012,Vai,Green,70
Satara,2012,Khandala,Green,69
Satara,2012,Faltan,Green,29
Satara,2012,Man,Green,13
Satara,2012,Khatav,Green,16
Satara,2012,Koregaon,Green,19
Satara,2012,Satara,Green,338
Satara,2012,Javali,Green,15
Satara,2012,Patan,Green,9
Satara,2012,Karad,Green,171
Satara,2013,Mahableshwar,Red,2
Satara,2013,Vai,Red,49
Satara,2013,Khandala,Red,65
Satara,2013,Faltan,Red,42
Satara,2013,Man,Red,21
Satara,2013,Khatav,Red,30
Satara,2013,Koregaon,Red,21
Satara,2013,Satara,Red,128
Satara,2013,Javali,Red,9
Satara,2013,Patan,Red,13
Satara,2013,Karad,Red,116
Satara,2013,Mahableshwar,Orange,72
Satara,2013,Vai,Orange,69
Satara,2013,Khandala,Orange,84
Satara,2013,Faltan,Orange,24
Satara,2013,Man,Orange,15
Satara,2013,Khatav,Orange,18
Satara,2013,Koregaon,Orange,17
Satara,2013,Satara,Orange,215
Satara,2013,Javali,Orange,5
Satara,2013,Patan,Orange,10
Satara,2013,Karad,Orange,140
Satara,2013,Mahableshwar,Green,154
Satara,2013,Vai,Green,82
Satara,2013,Khandala,Green,84
Satara,2013,Faltan,Green,27
Satara,2013,Man,Green,10
Satara,2013,Khatav,Green,11
Satara,2013,Koregaon,Green,23
Satara,2013,Satara,Green,318
Satara,2013,Javali,Green,14
Satara,2013,Patan,Green,8
Satara,2013,Karad,Green,164
Satara,2014,Mahableshwar,Red,34
Satara,2014,Vai,Red,74
Satara,2014,Khandala,Red,131
Satara,2014,Faltan,Red,64
Satara,2014,Man,Red,35
Satara,2014,Khatav,Red,49
Satara,2014,Koregaon,Red,38
Satara,2014,Satara,Red,241
Satara,2014,Javali,Red,12
Satara,2014,Patan,Red,31
Satara,2014,Karad,Red,208
Satara,2014,Mahableshwar,Orange,80
Satara,2014,Vai,Orange,86
Satara,2014,Khandala,Orange,99
Satara,2014,Faltan,Orange,30
Satara,2014,Man,Orange,14
Satara,2014,Khatav,Orange,19
Satara,2014,Koregaon,Orange,18
Satara,2014,Satara,Orange,202
Satara,2014,Javali,Orange,6
Satara,2014,Patan,Orange,11
Satara,2014,Karad,Orange,146
Satara,2014,Mahableshwar,Green,156
Satara,2014,Vai,Green,108
Satara,2014,Khandala,Green,110
Satara,2014,Faltan,Green,37
Satara,2014,Man,Green,15
Satara,2014,Khatav,Green,23
Satara,2014,Koregaon,Green,25
Satara,2014,Satara,Green,425
Satara,2014,Javali,Green,18
Satara,2014,Patan,Green,12
Satara,2014,Karad,Green,221
Satara,2015,Mahableshwar,Red,7
Satara,2015,Vai,Red,46
Satara,2015,Khandala,Red,96
Satara,2015,Faltan,Red,55
Satara,2015,Man,Red,27
Satara,2015,Khatav,Red,43
Satara,2015,Koregaon,Red,32
Satara,2015,Satara,Red,153
Satara,2015,Javali,Red,12
Satara,2015,Patan,Red,25
Satara,2015,Karad,Red,148
Satara,2015,Mahableshwar,Orange,77
Satara,2015,Vai,Orange,89
Satara,2015,Khandala,Orange,98
Satara,2015,Faltan,Orange,34
Satara,2015,Man,Orange,13
Satara,2015,Khatav,Orange,19
Satara,2015,Koregaon,Orange,20
Satara,2015,Satara,Orange,213
Satara,2015,Javali,Orange,7
Satara,2015,Patan,Orange,11
Satara,2015,Karad,Orange,158
Satara,2015,Mahableshwar,Green,151
Satara,2015,Vai,Green,87
Satara,2015,Khandala,Green,99
Satara,2015,Faltan,Green,31
Satara,2015,Man,Green,15
Satara,2015,Khatav,Green,16
Satara,2015,Koregaon,Green,22
Satara,2015,Satara,Green,387
Satara,2015,Javali,Green,14
Satara,2015,Patan,Green,9
Satara,2015,Karad,Green,192
Satara,2016,Mahableshwar,Red,7
Satara,2016,Vai,Red,31
Satara,2016,Khandala,Red,86
Satara,2016,Faltan,Red,39
Satara,2016,Man,Red,12
Satara,2016,Khatav,Red,19
Satara,2016,Koregaon,Red,18
Satara,2016,Satara,Red,103
Satara,2016,Javali,Red,8
Satara,2016,Patan,Red,12
Satara,2016,Karad,Red,98
Satara,2016,Mahableshwar,Orange,77
Satara,2016,Vai,Orange,114
Satara,2016,Khandala,Orange,110
Satara,2016,Faltan,Orange,55
Satara,2016,Man,Orange,29
Satara,2016,Khatav,Orange,45
Satara,2016,Koregaon,Orange,35
Satara,2016,Satara,Orange,269
Satara,2016,Javali,Orange,13
Satara,2016,Patan,Orange,24
Satara,2016,Karad,Orange,214
Satara,2016,Mahableshwar,Green,152
Satara,2016,Vai,Green,93
Satara,2016,Khandala,Green,107
Satara,2016,Faltan,Green,32
Satara,2016,Man,Green,15
Satara,2016,Khatav,Green,16
Satara,2016,Koregaon,Green,26
Satara,2016,Satara,Green,394
Satara,2016,Javali,Green,15
Satara,2016,Patan,Green,10
Satara,2016,Karad,Green,197
Satara,2017,Mahableshwar,Red,7
Satara,2017,Vai,Red,30
Satara,2017,Khandala,Red,77
Satara,2017,Faltan,Red,39
Satara,2017,Man,Red,10
Satara,2017,Khatav,Red,18
Satara,2017,Koregaon,Red,16
Satara,2017,Satara,Red,101
Satara,2017,Javali,Red,9
Satara,2017,Patan,Red,12
Satara,2017,Karad,Red,95
Satara,2017,Mahableshwar,Orange,78
Satara,2017,Vai,Orange,119
Satara,2017,Khandala,Orange,119
Satara,2017,Faltan,Orange,58
Satara,2017,Man,Orange,30
Satara,2017,Khatav,Orange,47
Satara,2017,Koregaon,Orange,37
Satara,2017,Satara,Orange,287
Satara,2017,Javali,Orange,15
Satara,2017,Patan,Orange,25
Satara,2017,Karad,Orange,232
Satara,2017,Mahableshwar,Green,154
Satara,2017,Vai,Green,95
Satara,2017,Khandala,Green,113
Satara,2017,Faltan,Green,35
Satara,2017,Man,Green,15
Satara,2017,Khatav,Green,18
Satara,2017,Koregaon,Green,26
Satara,2017,Satara,Green,401
Satara,2017,Javali,Green,15
Satara,2017,Patan,Green,12
Satara,2017,Karad,Green,207
Satara,2018,Mahableshwar,Red,7
Satara,2018,Vai,Red,30
Satara,2018,Khandala,Red,79
Satara,2018,Faltan,Red,40
Satara,2018,Man,Red,10
Satara,2018,Khatav,Red,19
Satara,2018,Koregaon,Red,16
Satara,2018,Satara,Red,97
Satara,2018,Javali,Red,9
Satara,2018,Patan,Red,12
Satara,2018,Karad,Red,96
Satara,2018,Mahableshwar,Orange,79
Satara,2018,Vai,Orange,119
Satara,2018,Khandala,Orange,125
Satara,2018,Faltan,Orange,59
Satara,2018,Man,Orange,31
Satara,2018,Khatav,Orange,48
Satara,2018,Koregaon,Orange,37
Satara,2018,Satara,Orange,289
Satara,2018,Javali,Orange,16
Satara,2018,Patan,Orange,27
Satara,2018,Karad,Orange,235
Satara,2018,Mahableshwar,Green,156
Satara,2018,Vai,Green,101
Satara,2018,Khandala,Green,127
Satara,2018,Faltan,Green,38
Satara,2018,Man,Green,10
Satara,2018,Khatav,Green,19
Satara,2018,Koregaon,Green,31
Satara,2018,Satara,Green,421
Satara,2018,Javali,Green,16
Satara,2018,Patan,Green,19
Satara,2018,Karad,Green,229
Satara,2018,Mahableshwar,White,0
Satara,2018,Vai,White,1
Satara,2018,Khandala,White,7
Satara,2018,Faltan,White,0
Satara,2018,Man,White,0
Satara,2018,Khatav,White,0
Satara,2018,Koregaon,White,1
Satara,2018,Satara,White,11
Satara,2018,Javali,White,0
Satara,2018,Patan,White,1
Satara,2018,Karad,White,1
Satara,2019,Mahableshwar,Red,7
Satara,2019,Vai,Red,31
Satara,2019,Khandala,Red,82
Satara,2019,Faltan,Red,41
Satara,2019,Man,Red,12
Satara,2019,Khatav,Red,21
Satara,2019,Koregaon,Red,17
Satara,2019,Satara,Red,96
Satara,2019,Javali,Red,9
Satara,2019,Patan,Red,13
Satara,2019,Karad,Red,97
Satara,2019,Mahableshwar,Orange,82
Satara,2019,Vai,Orange,119
Satara,2019,Khandala,Orange,132
Satara,2019,Faltan,Orange,62
Satara,2019,Man,Orange,32
Satara,2019,Khatav,Orange,51
Satara,2019,Koregaon,Orange,37
Satara,2019,Satara,Orange,292
Satara,2019,Javali,Orange,17
Satara,2019,Patan,Orange,28
Satara,2019,Karad,Orange,258
Satara,2019,Mahableshwar,Green,158
Satara,2019,Vai,Green,114
Satara,2019,Khandala,Green,143
Satara,2019,Faltan,Green,43
Satara,2019,Man,Green,10
Satara,2019,Khatav,Green,21
Satara,2019,Koregaon,Green,37
Satara,2019,Satara,Green,443
Satara,2019,Javali,Green,18
Satara,2019,Patan,Green,26
Satara,2019,Karad,Green,249
Satara,2019,Mahableshwar,White,0
Satara,2019,Vai,White,2
Satara,2019,Khandala,White,8
Satara,2019,Faltan,White,0
Satara,2019,Man,White,0
Satara,2019,Khatav,White,0
Satara,2019,Koregaon,White,1
Satara,2019,Satara,White,12
Satara,2019,Javali,White,0
Satara,2019,Patan,White,1
Satara,2019,Karad,White,1
Satara,2020,Mahableshwar,Red,7
Satara,2020,Vai,Red,31
Satara,2020,Khandala,Red,82
Satara,2020,Faltan,Red,41
Satara,2020,Man,Red,12
Satara,2020,Khatav,Red,21
Satara,2020,Koregaon,Red,17
Satara,2020,Satara,Red,96
Satara,2020,Javali,Red,9
Satara,2020,Patan,Red,13
Satara,2020,Karad,Red,97
Satara,2020,Mahableshwar,Orange,82
Satara,2020,Vai,Orange,119
Satara,2020,Khandala,Orange,132
Satara,2020,Faltan,Orange,62
Satara,2020,Man,Orange,32
Satara,2020,Khatav,Orange,51
Satara,2020,Koregaon,Orange,37
Satara,2020,Satara,Orange,292
Satara,2020,Javali,Orange,17
Satara,2020,Patan,Orange,28
Satara,2020,Karad,Orange,258
Satara,2020,Mahableshwar,Green,158
Satara,2020,Vai,Green,114
Satara,2020,Khandala,Green,143
Satara,2020,Faltan,Green,43
Satara,2020,Man,Green,10
Satara,2020,Khatav,Green,21
Satara,2020,Koregaon,Green,37
Satara,2020,Satara,Green,443
Satara,2020,Javali,Green,18
Satara,2020,Patan,Green,26
Satara,2020,Karad,Green,249
Satara,2020,Mahableshwar,White,0
Satara,2020,Vai,White,2
Satara,2020,Khandala,White,8
Satara,2020,Faltan,White,0
Satara,2020,Man,White,0
Satara,2020,Khatav,White,0
Satara,2020,Koregaon,White,1
Satara,2020,Satara,White,12
Satara,2020,Javali,White,0
Satara,2020,Patan,White,1
Satara,2020,Karad,White,1
Satara,2021,Mahableshwar,Red,7
Satara,2021,Vai,Red,31
Satara,2021,Khandala,Red,82
Satara,2021,Faltan,Red,40
Satara,2021,Man,Red,12
Satara,2021,Khatav,Red,20
Satara,2021,Koregaon,Red,17
Satara,2021,Satara,Red,94
Satara,2021,Javali,Red,9
Satara,2021,Patan,Red,13
Satara,2021,Karad,Red,97
Satara,2021,Mahableshwar,Orange,83
Satara,2021,Vai,Orange,122
Satara,2021,Khandala,Orange,130
Satara,2021,Faltan,Orange,64
Satara,2021,Man,Orange,32
Satara,2021,Khatav,Orange,51
Satara,2021,Koregaon,Orange,37
Satara,2021,Satara,Orange,292
Satara,2021,Javali,Orange,19
Satara,2021,Patan,Orange,30
Satara,2021,Karad,Orange,259
Satara,2021,Mahableshwar,Green,159
Satara,2021,Vai,Green,468
Satara,2021,Khandala,Green,144
Satara,2021,Faltan,Green,43
Satara,2021,Man,Green,16
Satara,2021,Khatav,Green,22
Satara,2021,Koregaon,Green,38
Satara,2021,Satara,Green,119
Satara,2021,Javali,Green,18
Satara,2021,Patan,Green,26
Satara,2021,Karad,Green,258
Satara,2021,Mahableshwar,White,0
Satara,2021,Vai,White,1
Satara,2021,Khandala,White,9
Satara,2021,Faltan,White,0
Satara,2021,Man,White,0
Satara,2021,Khatav,White,0
Satara,2021,Koregaon,White,2
Satara,2021,Satara,White,13
Satara,2021,Javali,White,0
Satara,2021,Patan,White,1
Satara,2021,Karad,White,1
Sindhudurg,2012,Devgad,Red,0
Sindhudurg,2012,Vaibhavwadi,Red,1
Sindhudurg,2012,Kankawali,Red,6
Sindhudurg,2012,Malwan,Red,0
Sindhudurg,2012,Vengurla,Red,4
Sindhudurg,2012,Kudal,Red,2
Sindhudurg,2012,Savantwadi,Red,7
Sindhudurg,2012,Dodamarg,Red,2
Sindhudurg,2012,Devgad,Orange,12
Sindhudurg,2012,Vaibhavwadi,Orange,4
Sindhudurg,2012,Kankawali,Orange,45
Sindhudurg,2012,Malwan,Orange,25
Sindhudurg,2012,Vengurla,Orange,18
Sindhudurg,2012,Kudal,Orange,55
Sindhudurg,2012,Savantwadi,Orange,42
Sindhudurg,2012,Dodamarg,Orange,18
Sindhudurg,2012,Devgad,Green,12
Sindhudurg,2012,Vaibhavwadi,Green,4
Sindhudurg,2012,Kankawali,Green,35
Sindhudurg,2012,Malwan,Green,23
Sindhudurg,2012,Vengurla,Green,17
Sindhudurg,2012,Kudal,Green,125
Sindhudurg,2012,Savantwadi,Green,40
Sindhudurg,2012,Dodamarg,Green,2
Sindhudurg,2013,Devgad,Red,1
Sindhudurg,2013,Vaibhavwadi,Red,4
Sindhudurg,2013,Kankawali,Red,10
Sindhudurg,2013,Malwan,Red,0
Sindhudurg,2013,Vengurla,Red,4
Sindhudurg,2013,Kudal,Red,2
Sindhudurg,2013,Savantwadi,Red,8
Sindhudurg,2013,Dodamarg,Red,2
Sindhudurg,2013,Devgad,Orange,12
Sindhudurg,2013,Vaibhavwadi,Orange,5
Sindhudurg,2013,Kankawali,Orange,60
Sindhudurg,2013,Malwan,Orange,25
Sindhudurg,2013,Vengurla,Orange,25
Sindhudurg,2013,Kudal,Orange,60
Sindhudurg,2013,Savantwadi,Orange,50
Sindhudurg,2013,Dodamarg,Orange,20
Sindhudurg,2013,Devgad,Green,12
Sindhudurg,2013,Vaibhavwadi,Green,4
Sindhudurg,2013,Kankawali,Green,35
Sindhudurg,2013,Malwan,Green,25
Sindhudurg,2013,Vengurla,Green,20
Sindhudurg,2013,Kudal,Green,150
Sindhudurg,2013,Savantwadi,Green,40
Sindhudurg,2013,Dodamarg,Green,6
Sindhudurg,2014,Devgad,Red,0
Sindhudurg,2014,Vaibhavwadi,Red,1
Sindhudurg,2014,Kankawali,Red,6
Sindhudurg,2014,Malwan,Red,2
Sindhudurg,2014,Vengurla,Red,5
Sindhudurg,2014,Kudal,Red,2
Sindhudurg,2014,Savantwadi,Red,7
Sindhudurg,2014,Dodamarg,Red,2
Sindhudurg,2014,Devgad,Orange,12
Sindhudurg,2014,Vaibhavwadi,Orange,4
Sindhudurg,2014,Kankawali,Orange,45
Sindhudurg,2014,Malwan,Orange,28
Sindhudurg,2014,Vengurla,Orange,18
Sindhudurg,2014,Kudal,Orange,55
Sindhudurg,2014,Savantwadi,Orange,42
Sindhudurg,2014,Dodamarg,Orange,18
Sindhudurg,2014,Devgad,Green,16
Sindhudurg,2014,Vaibhavwadi,Green,4
Sindhudurg,2014,Kankawali,Green,41
Sindhudurg,2014,Malwan,Green,29
Sindhudurg,2014,Vengurla,Green,17
Sindhudurg,2014,Kudal,Green,135
Sindhudurg,2014,Savantwadi,Green,45
Sindhudurg,2014,Dodamarg,Green,4
Sindhudurg,2015,Devgad,Red,0
Sindhudurg,2015,Vaibhavwadi,Red,1
Sindhudurg,2015,Kankawali,Red,6
Sindhudurg,2015,Malwan,Red,2
Sindhudurg,2015,Vengurla,Red,5
Sindhudurg,2015,Kudal,Red,2
Sindhudurg,2015,Savantwadi,Red,7
Sindhudurg,2015,Dodamarg,Red,2
Sindhudurg,2015,Devgad,Orange,12
Sindhudurg,2015,Vaibhavwadi,Orange,4
Sindhudurg,2015,Kankawali,Orange,45
Sindhudurg,2015,Malwan,Orange,28
Sindhudurg,2015,Vengurla,Orange,18
Sindhudurg,2015,Kudal,Orange,55
Sindhudurg,2015,Savantwadi,Orange,42
Sindhudurg,2015,Dodamarg,Orange,18
Sindhudurg,2015,Devgad,Green,16
Sindhudurg,2015,Vaibhavwadi,Green,4
Sindhudurg,2015,Kankawali,Green,41
Sindhudurg,2015,Malwan,Green,29
Sindhudurg,2015,Vengurla,Green,17
Sindhudurg,2015,Kudal,Green,135
Sindhudurg,2015,Savantwadi,Green,45
Sindhudurg,2015,Dodamarg,Green,4
Sindhudurg,2016,Devgad,Red,0
Sindhudurg,2016,Vaibhavwadi,Red,1
Sindhudurg,2016,Kankawali,Red,6
Sindhudurg,2016,Malwan,Red,2
Sindhudurg,2016,Vengurla,Red,5
Sindhudurg,2016,Kudal,Red,2
Sindhudurg,2016,Savantwadi,Red,7
Sindhudurg,2016,Dodamarg,Red,2
Sindhudurg,2016,Devgad,Orange,12
Sindhudurg,2016,Vaibhavwadi,Orange,4
Sindhudurg,2016,Kankawali,Orange,45
Sindhudurg,2016,Malwan,Orange,28
Sindhudurg,2016,Vengurla,Orange,18
Sindhudurg,2016,Kudal,Orange,55
Sindhudurg,2016,Savantwadi,Orange,42
Sindhudurg,2016,Dodamarg,Orange,18
Sindhudurg,2016,Devgad,Green,16
Sindhudurg,2016,Vaibhavwadi,Green,4
Sindhudurg,2016,Kankawali,Green,41
Sindhudurg,2016,Malwan,Green,29
Sindhudurg,2016,Vengurla,Green,17
Sindhudurg,2016,Kudal,Green,135
Sindhudurg,2016,Savantwadi,Green,45
Sindhudurg,2016,Dodamarg,Green,4
Sindhudurg,2017,Devgad,Red,0
Sindhudurg,2017,Vaibhavwadi,Red,1
Sindhudurg,2017,Kankawali,Red,6
Sindhudurg,2017,Malwan,Red,2
Sindhudurg,2017,Vengurla,Red,5
Sindhudurg,2017,Kudal,Red,2
Sindhudurg,2017,Savantwadi,Red,7
Sindhudurg,2017,Dodamarg,Red,2
Sindhudurg,2017,Devgad,Orange,12
Sindhudurg,2017,Vaibhavwadi,Orange,4
Sindhudurg,2017,Kankawali,Orange,45
Sindhudurg,2017,Malwan,Orange,28
Sindhudurg,2017,Vengurla,Orange,18
Sindhudurg,2017,Kudal,Orange,55
Sindhudurg,2017,Savantwadi,Orange,42
Sindhudurg,2017,Dodamarg,Orange,18
Sindhudurg,2017,Devgad,Green,16
Sindhudurg,2017,Vaibhavwadi,Green,4
Sindhudurg,2017,Kankawali,Green,41
Sindhudurg,2017,Malwan,Green,29
Sindhudurg,2017,Vengurla,Green,17
Sindhudurg,2017,Kudal,Green,135
Sindhudurg,2017,Savantwadi,Green,45
Sindhudurg,2017,Dodamarg,Green,4
Sindhudurg,2018,Devgad,Red,2
Sindhudurg,2018,Vaibhavwadi,Red,2
Sindhudurg,2018,Kankawali,Red,11
Sindhudurg,2018,Malwan,Red,8
Sindhudurg,2018,Vengurla,Red,20
Sindhudurg,2018,Kudal,Red,17
Sindhudurg,2018,Savantwadi,Red,24
Sindhudurg,2018,Dodamarg,Red,2
Sindhudurg,2018,Devgad,Orange,30
Sindhudurg,2018,Vaibhavwadi,Orange,11
Sindhudurg,2018,Kankawali,Orange,95
Sindhudurg,2018,Malwan,Orange,51
Sindhudurg,2018,Vengurla,Orange,39
Sindhudurg,2018,Kudal,Orange,198
Sindhudurg,2018,Savantwadi,Orange,90
Sindhudurg,2018,Dodamarg,Orange,56
Sindhudurg,2018,Devgad,Green,28
Sindhudurg,2018,Vaibhavwadi,Green,9
Sindhudurg,2018,Kankawali,Green,41
Sindhudurg,2018,Malwan,Green,35
Sindhudurg,2018,Vengurla,Green,29
Sindhudurg,2018,Kudal,Green,295
Sindhudurg,2018,Savantwadi,Green,68
Sindhudurg,2018,Dodamarg,Green,4
Sindhudurg,2018,Devgad,White,0
Sindhudurg,2018,Vaibhavwadi,White,0
Sindhudurg,2018,Kankawali,White,0
Sindhudurg,2018,Malwan,White,0
Sindhudurg,2018,Vengurla,White,0
Sindhudurg,2018,Kudal,White,1
Sindhudurg,2018,Savantwadi,White,0
Sindhudurg,2018,Dodamarg,White,0
Sindhudurg,2019,Devgad,Red,2
Sindhudurg,2019,Vaibhavwadi,Red,2
Sindhudurg,2019,Kankawali,Red,11
Sindhudurg,2019,Malwan,Red,8
Sindhudurg,2019,Vengurla,Red,20
Sindhudurg,2019,Kudal,Red,17
Sindhudurg,2019,Savantwadi,Red,24
Sindhudurg,2019,Dodamarg,Red,2
Sindhudurg,2019,Devgad,Orange,30
Sindhudurg,2019,Vaibhavwadi,Orange,11
Sindhudurg,2019,Kankawali,Orange,95
Sindhudurg,2019,Malwan,Orange,51
Sindhudurg,2019,Vengurla,Orange,39
Sindhudurg,2019,Kudal,Orange,198
Sindhudurg,2019,Savantwadi,Orange,90
Sindhudurg,2019,Dodamarg,Orange,56
Sindhudurg,2019,Devgad,Green,28
Sindhudurg,2019,Vaibhavwadi,Green,9
Sindhudurg,2019,Kankawali,Green,41
Sindhudurg,2019,Malwan,Green,35
Sindhudurg,2019,Vengurla,Green,29
Sindhudurg,2019,Kudal,Green,295
Sindhudurg,2019,Savantwadi,Green,68
Sindhudurg,2019,Dodamarg,Green,4
Sindhudurg,2019,Devgad,White,0
Sindhudurg,2019,Vaibhavwadi,White,0
Sindhudurg,2019,Kankawali,White,0
Sindhudurg,2019,Malwan,White,0
Sindhudurg,2019,Vengurla,White,0
Sindhudurg,2019,Kudal,White,1
Sindhudurg,2019,Savantwadi,White,0
Sindhudurg,2019,Dodamarg,White,0
Sindhudurg,2020,Devgad,Red,2
Sindhudurg,2020,Vaibhavwadi,Red,2
Sindhudurg,2020,Kankawali,Red,11
Sindhudurg,2020,Malwan,Red,8
Sindhudurg,2020,Vengurla,Red,20
Sindhudurg,2020,Kudal,Red,17
Sindhudurg,2020,Savantwadi,Red,24
Sindhudurg,2020,Dodamarg,Red,2
Sindhudurg,2020,Devgad,Orange,30
Sindhudurg,2020,Vaibhavwadi,Orange,11
Sindhudurg,2020,Kankawali,Orange,95
Sindhudurg,2020,Malwan,Orange,51
Sindhudurg,2020,Vengurla,Orange,39
Sindhudurg,2020,Kudal,Orange,198
Sindhudurg,2020,Savantwadi,Orange,90
Sindhudurg,2020,Dodamarg,Orange,56
Sindhudurg,2020,Devgad,Green,28
Sindhudurg,2020,Vaibhavwadi,Green,9
Sindhudurg,2020,Kankawali,Green,41
Sindhudurg,2020,Malwan,Green,35
Sindhudurg,2020,Vengurla,Green,29
Sindhudurg,2020,Kudal,Green,295
Sindhudurg,2020,Savantwadi,Green,68
Sindhudurg,2020,Dodamarg,Green,4
Sindhudurg,2020,Devgad,White,0
