District,Year,Taluka,Industrial Power Consumption
Yavatmal,2013,Mahagaon,12047000
Yavatmal,2013,Aarni,2869000
Yavatmal,2013,Ghantaji,3299000
Yavatmal,2013,Kelapur,6520000
Yavatmal,2013,Ralegaon,3468000
Yavatmal,2013,Maregaon,2018000
Yavatmal,2013,Zari Jamani,14020000
Yavatmal,2013,Vani,45197000
Yavatmal,2014,Ner,3799000
Yavatmal,2014,Babhulgaon,1173000
Yavatmal,2014,Kalamb,1451000
Yavatmal,2014,Yavatmal,128689000
Yavatmal,2014,Darvha,2775000
Yavatmal,2014,Digras,2779000
Yavatmal,2014,Pusad,7517000
Yavatmal,2014,Umarkhed,4055000
Yavatmal,2014,Mahagaon,11426000
Yavatmal,2014,Aarni,2849000
Yavatmal,2014,Ghantaji,3298000
Yavatmal,2014,Kelapur,5969000
Yavatmal,2014,Ralegaon,3668000
Yavatmal,2014,Maregaon,1883000
Yavatmal,2014,Zari Jamani,13544000
Yavatmal,2014,Vani,54467000
Yavatmal,2015,Ner,4002000
Yavatmal,2015,Babhulgaon,2220000
Yavatmal,2015,Kalamb,1794000
Yavatmal,2015,Yavatmal,119231000
Yavatmal,2015,Darvha,2716000
Yavatmal,2015,Digras,2799000
Yavatmal,2015,Pusad,7404000
Yavatmal,2015,Umarkhed,4080000
Yavatmal,2015,Mahagaon,10923000
Yavatmal,2015,Aarni,2880000
Yavatmal,2015,Ghantaji,3373000
Yavatmal,2015,Kelapur,7080000
Yavatmal,2015,Ralegaon,3519000
Yavatmal,2015,Maregaon,2247000
Yavatmal,2015,Zari Jamani,14444000
Yavatmal,2015,Vani,54068000
Yavatmal,2016,Ner,1580000
Yavatmal,2016,Babhulgaon,990000
Yavatmal,2016,Kalamb,2104000
Yavatmal,2016,Yavatmal,97170000
Yavatmal,2016,Darvha,2490000
Yavatmal,2016,Digras,2120000
Yavatmal,2016,Pusad,5380000
Yavatmal,2016,Umarkhed,3470000
Yavatmal,2016,Mahagaon,7930000
Yavatmal,2016,Aarni,2880000
Yavatmal,2016,Ghantaji,3410000
Yavatmal,2016,Kelapur,7620000
Yavatmal,2016,Ralegaon,4220000
Yavatmal,2016,Maregaon,2360000
Yavatmal,2016,Zari Jamani,12430000
Yavatmal,2016,Vani,48270000
Yavatmal,2017,Ner,1489000
Yavatmal,2017,Babhulgaon,811000
Yavatmal,2017,Kalamb,575000
Yavatmal,2017,Yavatmal,11372000
Yavatmal,2017,Darvha,1356000
Yavatmal,2017,Digras,1544000
Yavatmal,2017,Pusad,3826000
Yavatmal,2017,Umarkhed,2619000
Yavatmal,2017,Mahagaon,877000
Yavatmal,2017,Aarni,1840000
Yavatmal,2017,Ghantaji,1357000
Yavatmal,2017,Kelapur,2515000
Yavatmal,2017,Ralegaon,688000
Yavatmal,2017,Maregaon,912000
Yavatmal,2017,Zari Jamani,636000
Yavatmal,2017,Vani,4019000
Yavatmal,2018,Ner,1239000
Yavatmal,2018,Babhulgaon,887000
Yavatmal,2018,Kalamb,470000
Yavatmal,2018,Yavatmal,10645000
Yavatmal,2018,Darvha,1191000
Yavatmal,2018,Digras,1308000
Yavatmal,2018,Pusad,3313000
Yavatmal,2018,Umarkhed,2561000
Yavatmal,2018,Mahagaon,803000
Yavatmal,2018,Aarni,1634000
Yavatmal,2018,Ghantaji,1218000
Yavatmal,2018,Kelapur,2242000
Yavatmal,2018,Ralegaon,751000
Yavatmal,2018,Maregaon,929000
Yavatmal,2018,Zari Jamani,726000
Yavatmal,2018,Vani,3763000
Yavatmal,2019,Ner,1239000
Yavatmal,2019,Babhulgaon,887000
Yavatmal,2019,Kalamb,470000
Yavatmal,2019,Yavatmal,10645000
Yavatmal,2019,Darvha,1191000
Yavatmal,2019,Digras,1309000
Yavatmal,2019,Pusad,3314000
Yavatmal,2019,Umarkhed,2561000
Yavatmal,2019,Mahagaon,803000
Yavatmal,2019,Aarni,1634000
Yavatmal,2019,Ghantaji,1218000
Yavatmal,2019,Kelapur,2242000
Yavatmal,2019,Ralegaon,751000
Yavatmal,2019,Maregaon,929000
Yavatmal,2019,Zari Jamani,726000
Yavatmal,2019,Vani,3763000
Yavatmal,2020,Ner,2319000
Yavatmal,2020,Babhulgaon,2379000
Yavatmal,2020,Kalamb,1478000
Yavatmal,2020,Yavatmal,16125000
Yavatmal,2020,Darvha,3343000
Yavatmal,2020,Digras,2123000
Yavatmal,2020,Pusad,6153000
Yavatmal,2020,Umarkhed,3853000
Yavatmal,2020,Mahagaon,2315000
Yavatmal,2020,Aarni,2653000
Yavatmal,2020,Ghantaji,3080000
Yavatmal,2020,Kelapur,3504000
Yavatmal,2020,Ralegaon,1725000
Yavatmal,2020,Maregaon,2082000
Yavatmal,2020,Zari Jamani,2063000
Yavatmal,2020,Vani,5376000
Yavatmal,2021,Ner,2319000
Yavatmal,2021,Babhulgaon,2379000
Yavatmal,2021,Kalamb,1478000
Yavatmal,2021,Yavatmal,16125000
Yavatmal,2021,Darvha,3344000
Yavatmal,2021,Digras,2124000
Yavatmal,2021,Pusad,6154000
Yavatmal,2021,Umarkhed,3853000
Yavatmal,2021,Mahagaon,2315000
Yavatmal,2021,Aarni,2653000
Yavatmal,2021,Ghantaji,3080000
Yavatmal,2021,Kelapur,3505000
Yavatmal,2021,Ralegaon,1726000
Yavatmal,2021,Maregaon,2082000
Yavatmal,2021,Zari Jamani,2063000
Yavatmal,2021,Vani,5377000
