District,Year,Taluka,Manufacturing Category,No. of Workers
Thane,2023,Bhiwandi,Textile & Apparel,100
Thane,2023,Ambernath,Others,4000
Thane,2023,Ambernath,Others,1100
Thane,2023,Dombivali-1,Chemical & Pharmaceutical,50
Thane,2023,Dombivali-2,Chemical & Pharmaceutical,14
Thane,2023,Shahapur,Others,112
Thane,2023,Bhiwandi,Food & Beverages,22
Thane,2023,Murbad,Others,32
Thane,2023,Add. A. Nath,Others,65
Thane,2023,Murbad,Metal & Engineering,504
Thane,2023,Murbad,Textile & Apparel,13
Thane,2023,Shahapur,Wood & Paper Products,110
Thane,2023,Dombivali-2,Chemical & Pharmaceutical,2
Thane,2023,Murbad,Others,50
Thane,2023,Murbad,Chemical & Pharmaceutical,7
Thane,2023,Murbad,Wood & Paper Products,52
Thane,2023,Ambernath,Chemical & Pharmaceutical,5
Thane,2023,Badlapur,Chemical & Pharmaceutical,20
Thane,2023,Murbad,Chemical & Pharmaceutical,20
Thane,2023,Add. A. Nath,Chemical & Pharmaceutical,40
Thane,2023,Badlapur,Chemical & Pharmaceutical,33
Thane,2023,Add. A. Nath,Textile & Apparel,15
Thane,2023,Bhiwandi,Wood & Paper Products,20
Thane,2023,Bhiwandi,Wood & Paper Products,17
Thane,2023,Add. A. Nath,Wood & Paper Products,150
Thane,2023,Bhiwandi,Others,6
Thane,2023,Dombivali-1,Textile & Apparel,70
Thane,2023,Add. A. Nath,Others,50
Thane,2023,Dombivali-2,Chemical & Pharmaceutical,150
Thane,2023,Bhiwandi,Food & Beverages,9
Thane,2023,Dombivali-2,Textile & Apparel,8
Thane,2023,Dombivali-2,Chemical & Pharmaceutical,9
Thane,2023,Sarawali,Textile & Apparel,80
Thane,2023,Add. A. Nath,Textile & Apparel,18
Thane,2023,Dombivali-2,Plastic & Rubber,8
Thane,2023,Shahapur,Textile & Apparel,20
Thane,2023,Bhiwandi,Textile & Apparel,50
Thane,2023,Bhiwandi,Others,10
Thane,2023,Dombivali-1,Textile & Apparel,35
Thane,2023,Dombivali-2,Textile & Apparel,24
Thane,2023,Dombivali-2,Chemical & Pharmaceutical,9
Thane,2023,Shahapur,Automotive & Transport,18
Thane,2023,Add. A. Nath,Wood & Paper Products,8
Thane,2023,Badlapur,Chemical & Pharmaceutical,10
Thane,2023,Add. A. Nath,Food & Beverages,14
Thane,2023,Bhiwandi,Wood & Paper Products,45
Thane,2023,Dombivali-1,Textile & Apparel,78
Thane,2023,Ambernath,Textile & Apparel,23
Thane,2023,Ambernath,Others,145
Thane,2023,Bhiwandi,Textile & Apparel,8
Thane,2023,Bhiwandi,Textile & Apparel,135
Thane,2023,Add. A. Nath,Metal & Engineering,27
Thane,2023,Dombivali-2,Plastic & Rubber,100
Thane,2023,Dombivali-1,Plastic & Rubber,55
Thane,2023,Kon,Food & Beverages,9
Thane,2023,Dombivali-2,Others,9
Thane,2023,Bhiwandi,Others,18
Thane,2023,Bhiwandi,Automotive & Transport,12
Thane,2023,Dombivali-1,Others,7
Thane,2023,Kalyan,Food & Beverages,9
Thane,2023,Bhiwandi,Textile & Apparel,9
Thane,2023,Bhiwandi,Textile & Apparel,50
Thane,2023,Dombivali-2,Others,17
Thane,2023,Shahapur,Automotive & Transport,20
Thane,2023,Ulhasnagar,Others,20
Thane,2023,Bhiwandi,Food & Beverages,9
Thane,2023,Bhiwandi,Textile & Apparel,6
Thane,2023,Dombivali-2,Metal & Engineering,20
Thane,2023,Kalyan,Food & Beverages,9
Thane,2023,Add. A. Nath,Automotive & Transport,70
Thane,2023,Bhiwandi,Food & Beverages,9
Thane,2023,Bhiwandi,Food & Beverages,9
Thane,2023,Kon,Food & Beverages,9
Thane,2023,Bhiwandi,Textile & Apparel,130
Thane,2023,Shahapur,Textile & Apparel,18
Thane,2023,Dombivali-1,Others,7
Thane,2023,Bhiwandi,Others,12
Thane,2023,Bhiwandi,Automotive & Transport,40
Thane,2023,Bhiwandi,Textile & Apparel,47
Thane,2023,Add. A. Nath,Others,250
Thane,2023,Kalyan,Metal & Engineering,250
Thane,2023,Dombivali-2,Chemical & Pharmaceutical,9
Thane,2023,Add. A. Nath,Others,150
Thane,2023,Bhiwandi,Metal & Engineering,35
Thane,2023,Murbad,Textile & Apparel,50
Thane,2023,Add. A. Nath,Chemical & Pharmaceutical,18
Thane,2023,Ambernath,Chemical & Pharmaceutical,9
Thane,2023,Bhiwandi,Plastic & Rubber,98
Thane,2023,Bhiwandi,Plastic & Rubber,25
Thane,2023,Ambernath,Metal & Engineering,41
Thane,2023,Shahapur,Metal & Engineering,50
Thane,2023,Shahapur,Others,43
Thane,2023,Bhiwandi,Metal & Engineering,150
Thane,2023,Bhiwandi,Others,9
Thane,2023,Murbad,Metal & Engineering,500
Thane,2023,Shahapur,Textile & Apparel,20
Thane,2023,Shahapur,Plastic & Rubber,20
Thane,2023,Badlapur,Chemical & Pharmaceutical,49
Thane,2023,Dombivali-1,Textile & Apparel,200
Thane,2023,Bhiwandi,Chemical & Pharmaceutical,55
Thane,2023,Dombivali-1,Textile & Apparel,75
Thane,2023,Bhiwandi,Others,10
Thane,2023,Bhiwandi,Textile & Apparel,50
Thane,2023,Bhiwandi,Textile & Apparel,50
Thane,2023,Badlapur,Plastic & Rubber,50
Thane,2023,Bhiwandi,Textile & Apparel,50
Thane,2023,Dombivali-2,Chemical & Pharmaceutical,4
Thane,2023,Bhiwandi,Automotive & Transport,55
Thane,2023,Dombivali-2,Plastic & Rubber,20
Thane,2023,Add. A. Nath,Chemical & Pharmaceutical,150
Thane,2023,Dombivali-2,Chemical & Pharmaceutical,9
Thane,2023,Add. A. Nath,Chemical & Pharmaceutical,59
Thane,2023,Sarawali,Chemical & Pharmaceutical,20
Thane,2023,Shahapur,Plastic & Rubber,20
Thane,2023,Dombivali-2,Metal & Engineering,20
Thane,2023,Dombivali-1,Textile & Apparel,150
Thane,2023,Ulhasnagar,Textile & Apparel,41
Thane,2023,Ulhasnagar,Textile & Apparel,41
Thane,2023,Dombivali-2,Textile & Apparel,50
Thane,2023,Bhiwandi,Machinery & Equipment,24
Thane,2023,Dombivali-2,Others,20
Thane,2023,Bhiwandi,Food & Beverages,9
Thane,2023,Kalyan,Food & Beverages,9
Thane,2023,Murbad,Textile & Apparel,90
Thane,2023,Ulhasnagar,Metal & Engineering,20
Thane,2023,Bhiwandi,Food & Beverages,9
Thane,2023,Add. A. Nath,Metal & Engineering,18
Thane,2023,Dombivali-1,Textile & Apparel,10
Thane,2023,Ulhasnagar,Automotive & Transport,20
Thane,2023,Murbad,Automotive & Transport,21
Thane,2023,Kalyan,Food & Beverages,9
Thane,2023,Shahapur,Wood & Paper Products,50
Thane,2023,Bhiwandi,Metal & Engineering,18
Thane,2023,Dombivali-2,Chemical & Pharmaceutical,9
Thane,2023,Shahapur,Metal & Engineering,63
Thane,2023,Bhiwandi,Textile & Apparel,9
Thane,2023,Dombivali-2,Chemical & Pharmaceutical,9
Thane,2023,Bhiwandi,Textile & Apparel,9
Thane,2023,Bhiwandi,Others,10
Thane,2023,Add. A. Nath,Textile & Apparel,18
Thane,2023,Bhiwandi,Textile & Apparel,7
Thane,2023,Bhiwandi,Textile & Apparel,7
Thane,2023,Bhiwandi,Textile & Apparel,7
Thane,2023,Dombivali-2,Textile & Apparel,50
Thane,2023,Murbad,Others,50
Thane,2023,Murbad,Others,26
Thane,2023,Bhiwandi,Others,150
Thane,2023,Bhiwandi,Others,50
Thane,2023,Bhiwandi,Metal & Engineering,22
Thane,2023,Bhiwandi,Textile & Apparel,50
Thane,2023,Bhiwandi,Others,38
Thane,2023,Murbad,Chemical & Pharmaceutical,19
Thane,2023,Shahapur,Automotive & Transport,9
Thane,2023,Murbad,Others,9
Thane,2023,Bhiwandi,Automotive & Transport,9
Thane,2023,Kalyan,Automotive & Transport,20
Thane,2023,Sarawali,Textile & Apparel,18
Thane,2023,Murbad,Textile & Apparel,20
Thane,2023,Bhiwandi,Textile & Apparel,9
Thane,2023,Bhiwandi,Others,61
Thane,2023,Add. A. Nath,Plastic & Rubber,42
Thane,2023,Bhiwandi,Metal & Engineering,18
Thane,2023,Badlapur,Textile & Apparel,50
Thane,2023,Ambernath,Chemical & Pharmaceutical,26
Thane,2023,Shahapur,Metal & Engineering,45
Thane,2023,Add. A. Nath,Metal & Engineering,20
Thane,2023,Bhiwandi,Metal & Engineering,146
Thane,2023,Dombivali-2,Automotive & Transport,21
Thane,2023,Bhiwandi,Wood & Paper Products,25
Thane,2023,Bhiwandi,Machinery & Equipment,50
Thane,2023,Bhiwandi,Plastic & Rubber,20
Thane,2023,Bhiwandi,Wood & Paper Products,50
Thane,2023,Bhiwandi,Wood & Paper Products,15
Thane,2023,Add. A. Nath,Wood & Paper Products,13
Thane,2023,Ambernath,Textile & Apparel,150
Thane,2023,Ambernath,Wood & Paper Products,47
Thane,2023,Dombivali-2,Others,15
Thane,2023,Dombivali-2,Textile & Apparel,84
Thane,2023,Add. A. Nath,Others,100
Thane,2023,Ambernath,Chemical & Pharmaceutical,50
Thane,2023,Dombivali-2,Chemical & Pharmaceutical,9
Thane,2023,Dombivali-2,Metal & Engineering,19
Thane,2023,Ambernath,Textile & Apparel,11
Thane,2023,Dombivali-2,Chemical & Pharmaceutical,9
Thane,2023,Dombivali-2,Wood & Paper Products,50
Thane,2023,Bhiwandi,Automotive & Transport,15
Thane,2023,Add. A. Nath,Chemical & Pharmaceutical,455
Thane,2023,Dombivali-2,Metal & Engineering,20
Thane,2023,Bhiwandi,Textile & Apparel,9
Thane,2023,Ambernath,Chemical & Pharmaceutical,20
Thane,2023,Dombivali-2,Chemical & Pharmaceutical,9
Thane,2023,Sarawali,Textile & Apparel,180
Thane,2023,Dombivali-2,Plastic & Rubber,5
Thane,2023,Bhiwandi,Chemical & Pharmaceutical,18
Thane,2023,Bhiwandi,Textile & Apparel,30
Thane,2023,Ambernath,Chemical & Pharmaceutical,6
Thane,2023,Shahapur,Chemical & Pharmaceutical,20
Thane,2023,Bhiwandi,Textile & Apparel,35
Thane,2023,Bhiwandi,Plastic & Rubber,60
Thane,2023,Dombivali-2,Chemical & Pharmaceutical,50
Thane,2023,Add. A. Nath,Food & Beverages,50
Thane,2023,Ulhasnagar,Automotive & Transport,20
Thane,2023,Add. A. Nath,Machinery & Equipment,50
Thane,2023,Bhiwandi,Textile & Apparel,52
Thane,2023,Bhiwandi,Automotive & Transport,20
Thane,2023,Add. A. Nath,Food & Beverages,25
Thane,2023,Add. A. Nath,Textile & Apparel,20
Thane,2023,Ambernath,Chemical & Pharmaceutical,50
Thane,2023,Add. A. Nath,Wood & Paper Products,20
Thane,2023,Ambernath,Plastic & Rubber,28
Thane,2023,Ambernath,Metal & Engineering,20
Thane,2023,Add. A. Nath,Plastic & Rubber,150
Thane,2023,Kon,Food & Beverages,9
Thane,2023,Add. A. Nath,Food & Beverages,40
Thane,2023,Bhiwandi,Others,115
Thane,2023,Bhiwandi,Textile & Apparel,45
Thane,2023,Shahapur,Plastic & Rubber,77
Thane,2023,Bhiwandi,Textile & Apparel,30
Thane,2023,Bhiwandi,Textile & Apparel,15
Thane,2023,Bhiwandi,Textile & Apparel,9
Thane,2023,Murbad,Chemical & Pharmaceutical,5
Thane,2023,Ambernath,Plastic & Rubber,15
Thane,2023,Bhiwandi,Textile & Apparel,55
Thane,2023,Bhiwandi,Textile & Apparel,220
Thane,2023,Bhiwandi,Textile & Apparel,175
Thane,2023,Shahapur,Others,20
Thane,2023,Bhiwandi,Textile & Apparel,13
Thane,2023,Bhiwandi,Others,10
Thane,2023,Bhiwandi,Textile & Apparel,7
Thane,2023,Ambernath,Others,150
Thane,2023,Shahapur,Others,50
Thane,2023,Bhiwandi,Textile & Apparel,18
Thane,2023,Murbad,Plastic & Rubber,28
Thane,2023,Bhiwandi,Textile & Apparel,150
Thane,2023,Kalyan,Others,75
Thane,2023,Murbad,Metal & Engineering,150
Thane,2023,Murbad,Textile & Apparel,50
Thane,2023,Bhiwandi,Textile & Apparel,9
Thane,2023,Bhiwandi,Others,10
Thane,2023,Murbad,Automotive & Transport,49
Thane,2023,Shahapur,Automotive & Transport,53
Thane,2023,Bhiwandi,Others,74
Thane,2023,Kalyan,Automotive & Transport,55
Thane,2023,Bhiwandi,Textile & Apparel,46
Thane,2023,Badlapur,Metal & Engineering,20
Thane,2023,Badlapur,Chemical & Pharmaceutical,9
Thane,2023,Bhiwandi,Textile & Apparel,148
Thane,2023,Murbad,Metal & Engineering,20
Thane,2023,Bhiwandi,Textile & Apparel,50
Thane,2023,Bhiwandi,Food & Beverages,30
Thane,2023,Bhiwandi,Textile & Apparel,150
Thane,2023,Ulhasnagar,Textile & Apparel,15
Thane,2023,Bhiwandi,Others,10
Thane,2023,Bhiwandi,Others,6
Thane,2023,Bhiwandi,Textile & Apparel,7
Thane,2023,Murbad,Textile & Apparel,90
Thane,2023,Murbad,Textile & Apparel,150
Thane,2023,Badlapur,Metal & Engineering,50
Thane,2023,Ambernath,Chemical & Pharmaceutical,9
Thane,2023,Dombivali-1,Chemical & Pharmaceutical,40
Thane,2023,Shahapur,Chemical & Pharmaceutical,20
Thane,2023,Shahapur,Plastic & Rubber,10
Thane,2023,Shahapur,Plastic & Rubber,20
Thane,2023,Badlapur,Textile & Apparel,150
Thane,2023,Badlapur,Chemical & Pharmaceutical,10
Thane,2023,Add. A. Nath,Textile & Apparel,17
Thane,2023,Bhiwandi,Textile & Apparel,18
Thane,2023,Bhiwandi,Textile & Apparel,7
Thane,2023,Bhiwandi,Textile & Apparel,9
Thane,2023,Bhiwandi,Textile & Apparel,45
Thane,2023,Ulhasnagar,Textile & Apparel,20
Thane,2023,Kon,Food & Beverages,9
Thane,2023,Dombivali-2,Chemical & Pharmaceutical,47
Thane,2023,Dombivali-2,Textile & Apparel,20
Thane,2023,Bhiwandi,Textile & Apparel,170
Thane,2023,Bhiwandi,Plastic & Rubber,45
Thane,2023,Bhiwandi,Textile & Apparel,60
Thane,2023,Badlapur,Textile & Apparel,80
Thane,2023,Badlapur,Textile & Apparel,21
Thane,2023,Bhiwandi,Others,10
Thane,2023,Bhiwandi,Others,21
Thane,2023,Bhiwandi,Textile & Apparel,245
Thane,2023,Dombivali-2,Machinery & Equipment,20
Thane,2023,Bhiwandi,Others,110
Thane,2023,Bhiwandi,Plastic & Rubber,40
Thane,2023,Sarawali,Textile & Apparel,40
Thane,2023,Bhiwandi,Automotive & Transport,42
Thane,2023,Dombivali-1,Textile & Apparel,100
Thane,2023,Add. A. Nath,Machinery & Equipment,15
Thane,2023,Ambernath,Others,10
Thane,2023,Badlapur,Others,22
Thane,2023,Add. A. Nath,Metal & Engineering,50
Thane,2023,Ulhasnagar,Wood & Paper Products,50
Thane,2023,Kalyan,Machinery & Equipment,55
Thane,2023,Shahapur,Others,20
Thane,2023,Sarawali,Textile & Apparel,80
Thane,2023,Bhiwandi,Automotive & Transport,97
Thane,2023,Ambernath,Chemical & Pharmaceutical,6
Thane,2023,Bhiwandi,Chemical & Pharmaceutical,8
Thane,2023,Kalyan,Construction & Building Materials,20
Thane,2023,Murbad,Textile & Apparel,19
Thane,2023,Bhiwandi,Textile & Apparel,300
Thane,2023,Add. A. Nath,Chemical & Pharmaceutical,9
Thane,2023,Ambernath,Machinery & Equipment,14
Thane,2023,Dombivali-2,Chemical & Pharmaceutical,20
Thane,2023,Ambernath,Metal & Engineering,20
Thane,2023,Dombivali-2,Textile & Apparel,85
Thane,2023,Ulhasnagar,Others,30
Thane,2023,Badlapur,Chemical & Pharmaceutical,14
Thane,2023,Ulhasnagar,Food & Beverages,14
Thane,2023,Murbad,Textile & Apparel,28
Thane,2023,Badlapur,Chemical & Pharmaceutical,50
Thane,2023,Murbad,Others,10
Thane,2023,Murbad,Plastic & Rubber,20
Thane,2023,Dombivali-2,Plastic & Rubber,15
Thane,2023,Add. A. Nath,Others,4
Thane,2023,Kon,Automotive & Transport,42
Thane,2023,Ambernath,Automotive & Transport,20
Thane,2023,Add. A. Nath,Textile & Apparel,38
Thane,2023,Bhiwandi,Others,22
Thane,2023,Add. A. Nath,Textile & Apparel,50
Thane,2023,Bhiwandi,Textile & Apparel,50
Thane,2023,Badlapur,Chemical & Pharmaceutical,9
Thane,2023,Ulhasnagar,Others,20
Thane,2023,Sarawali,Textile & Apparel,150
Thane,2023,Kalyan,Automotive & Transport,20
Thane,2023,Add. A. Nath,Metal & Engineering,50
Thane,2023,Dombivali-2,Others,275
Thane,2023,Add. A. Nath,Metal & Engineering,100
Thane,2023,Bhiwandi,Others,80
Thane,2023,Sarawali,Automotive & Transport,40
Thane,2023,Bhiwandi,Textile & Apparel,37
Thane,2023,Bhiwandi,Others,9
Thane,2023,Bhiwandi,Textile & Apparel,150
Thane,2023,Bhiwandi,Plastic & Rubber,14
Thane,2023,Bhiwandi,Plastic & Rubber,18
Thane,2023,Add. A. Nath,Chemical & Pharmaceutical,146
Thane,2023,Shahapur,Metal & Engineering,30
Thane,2023,Bhiwandi,Others,94
Thane,2023,Bhiwandi,Others,9
Thane,2023,Bhiwandi,Others,10
Thane,2023,Dombivali-2,Chemical & Pharmaceutical,44
Thane,2023,Dombivali-2,Chemical & Pharmaceutical,50
Thane,2023,Bhiwandi,Textile & Apparel,123
Thane,2023,Bhiwandi,Textile & Apparel,9
Thane,2023,Bhiwandi,Chemical & Pharmaceutical,18
Thane,2023,Kon,Chemical & Pharmaceutical,9
Thane,2023,Bhiwandi,Metal & Engineering,35
Thane,2023,Dombivali-2,Chemical & Pharmaceutical,9
Thane,2023,Bhiwandi,Others,35
Thane,2023,Bhiwandi,Textile & Apparel,26
Thane,2023,Add. A. Nath,Metal & Engineering,35
Thane,2023,Dombivali-2,Chemical & Pharmaceutical,40
Thane,2023,Bhiwandi,Textile & Apparel,20
Thane,2023,Bhiwandi,Textile & Apparel,60
Thane,2023,Bhiwandi,Textile & Apparel,6
Thane,2023,Dombivali-2,Chemical & Pharmaceutical,85
Thane,2023,Shahapur,Machinery & Equipment,150
Thane,2023,Badlapur,Chemical & Pharmaceutical,50
Thane,2023,Bhiwandi,Textile & Apparel,48
Thane,2023,Ulhasnagar,Food & Beverages,9
Thane,2023,Bhiwandi,Others,20
Thane,2023,Ambernath,Food & Beverages,24
Thane,2023,Shahapur,Plastic & Rubber,45
Thane,2023,Bhiwandi,Others,15
Thane,2023,Dombivali-2,Wood & Paper Products,7
Thane,2023,Murbad,Automotive & Transport,50
Thane,2023,Dombivali-2,Textile & Apparel,20
Thane,2023,Bhiwandi,Textile & Apparel,20
Thane,2023,Dombivali-2,Textile & Apparel,110
Thane,2023,Murbad,Textile & Apparel,20
Thane,2023,Bhiwandi,Textile & Apparel,9
Thane,2023,Bhiwandi,Others,20
Thane,2023,Bhiwandi,Textile & Apparel,22
Thane,2023,Bhiwandi,Plastic & Rubber,20
Thane,2023,Bhiwandi,Textile & Apparel,25
Thane,2023,Bhiwandi,Plastic & Rubber,14
Thane,2023,Bhiwandi,Textile & Apparel,20
Thane,2023,Bhiwandi,Textile & Apparel,9
Thane,2023,Shahapur,Food & Beverages,50
Thane,2023,Dombivali-2,Metal & Engineering,50
Thane,2023,Kalyan,Construction & Building Materials,8
Thane,2023,Ulhasnagar,Food & Beverages,50
Thane,2023,Dombivali-1,Others,20
Thane,2023,Add. A. Nath,Chemical & Pharmaceutical,9
Thane,2023,Ulhasnagar,Food & Beverages,9
Thane,2023,Ambernath,Metal & Engineering,30
Thane,2023,Add. A. Nath,Textile & Apparel,20
Thane,2023,Dombivali-2,Metal & Engineering,9
Thane,2023,Bhiwandi,Textile & Apparel,185
Thane,2023,Bhiwandi,Others,6
Thane,2023,Ulhasnagar,Others,11
Thane,2023,Add. A. Nath,Chemical & Pharmaceutical,50
Thane,2023,Ulhasnagar,Textile & Apparel,20
Thane,2023,Bhiwandi,Textile & Apparel,250
Thane,2023,Bhiwandi,Textile & Apparel,45
Thane,2023,Bhiwandi,Automotive & Transport,20
Thane,2023,Ulhasnagar,Wood & Paper Products,17
Thane,2023,Dombivali-1,Automotive & Transport,10
Thane,2023,Bhiwandi,Others,187
Thane,2023,Kalyan,Construction & Building Materials,8
Thane,2023,Add. A. Nath,Metal & Engineering,50
Thane,2023,Bhiwandi,Textile & Apparel,9
Thane,2023,Add. A. Nath,Metal & Engineering,22
Thane,2023,Bhiwandi,Textile & Apparel,89
Thane,2023,Bhiwandi,Textile & Apparel,9
Thane,2023,Shahapur,Others,20
Thane,2023,Ulhasnagar,Textile & Apparel,19
Thane,2023,Bhiwandi,Textile & Apparel,235
Thane,2023,Add. A. Nath,Metal & Engineering,45
Thane,2023,Add. A. Nath,Food & Beverages,50
Thane,2023,Dombivali-2,Textile & Apparel,8
Thane,2023,Bhiwandi,Textile & Apparel,25
Thane,2023,Bhiwandi,Textile & Apparel,35
Thane,2023,Sarawali,Textile & Apparel,208
Thane,2023,Bhiwandi,Textile & Apparel,5
Thane,2023,Dombivali-2,Automotive & Transport,17
Thane,2023,Ambernath,Chemical & Pharmaceutical,9
Thane,2023,Kalyan,Others,50
Thane,2023,Shahapur,Machinery & Equipment,116
Thane,2023,Bhiwandi,Textile & Apparel,18
Thane,2023,Bhiwandi,Textile & Apparel,30
Thane,2023,Bhiwandi,Textile & Apparel,65
Thane,2023,Bhiwandi,Textile & Apparel,18
Thane,2023,Bhiwandi,Others,50
Thane,2023,Bhiwandi,Textile & Apparel,95
Thane,2023,Badlapur,Others,9
Thane,2023,Bhiwandi,Others,9
Thane,2023,Ulhasnagar,Food & Beverages,25
Thane,2023,Bhiwandi,Textile & Apparel,152
Thane,2023,Ambernath,Construction & Building Materials,10
Thane,2023,Bhiwandi,Textile & Apparel,35
Thane,2023,Bhiwandi,Others,18
Thane,2023,Shahapur,Plastic & Rubber,23
Thane,2023,Dombivali-2,Chemical & Pharmaceutical,20
Thane,2023,Badlapur,Chemical & Pharmaceutical,6
Thane,2023,Bhiwandi,Textile & Apparel,9
Thane,2023,Bhiwandi,Textile & Apparel,40
Thane,2023,Bhiwandi,Textile & Apparel,65
Thane,2023,Dombivali-1,Textile & Apparel,90
Thane,2023,Sarawali,Textile & Apparel,150
Thane,2023,Kon,Machinery & Equipment,27
Thane,2023,Bhiwandi,Others,20
Thane,2023,Bhiwandi,Plastic & Rubber,42
Thane,2023,Bhiwandi,Textile & Apparel,236
Thane,2023,Bhiwandi,Plastic & Rubber,20
Thane,2023,Shahapur,Food & Beverages,35
Thane,2023,Dombivali-2,Wood & Paper Products,9
Thane,2023,Shahapur,Metal & Engineering,50
Thane,2023,Ulhasnagar,Textile & Apparel,18
Thane,2023,Kalyan,Metal & Engineering,9
Thane,2023,Add. A. Nath,Chemical & Pharmaceutical,20
Thane,2023,Bhiwandi,Textile & Apparel,15
Thane,2023,Dombivali-2,Chemical & Pharmaceutical,20
Thane,2023,Bhiwandi,Food & Beverages,9
Thane,2023,Dombivali-2,Others,2
Thane,2023,Bhiwandi,Food & Beverages,75
Thane,2023,Dombivali-1,Metal & Engineering,27
Thane,2023,Bhiwandi,Textile & Apparel,20
Thane,2023,Dombivali-2,Others,9
Thane,2023,Ulhasnagar,Others,9
Thane,2023,Add. A. Nath,Plastic & Rubber,30
Thane,2023,Kalyan,Wood & Paper Products,18
Thane,2023,Bhiwandi,Automotive & Transport,20
Thane,2023,Bhiwandi,Others,15
Thane,2023,Ulhasnagar,Wood & Paper Products,20
Thane,2023,Bhiwandi,Textile & Apparel,9
Thane,2023,Bhiwandi,Textile & Apparel,7
Thane,2023,Bhiwandi,Textile & Apparel,9
Thane,2023,Add. A. Nath,Others,40
Thane,2023,Bhiwandi,Others,30
Thane,2023,Bhiwandi,Textile & Apparel,14
Thane,2023,Add. A. Nath,Textile & Apparel,10
Thane,2023,Dombivali-2,Machinery & Equipment,20
Thane,2023,Dombivali-2,Plastic & Rubber,20
Thane,2023,Ambernath,Metal & Engineering,20
Thane,2023,Badlapur,Chemical & Pharmaceutical,4
Thane,2023,Add. A. Nath,Textile & Apparel,15
Thane,2023,Ambernath,Chemical & Pharmaceutical,7
Thane,2023,Dombivali-1,Automotive & Transport,10
Thane,2023,Ambernath,Plastic & Rubber,6
Thane,2023,Ulhasnagar,Food & Beverages,4
Thane,2023,Bhiwandi,Chemical & Pharmaceutical,23
Thane,2023,Bhiwandi,Textile & Apparel,49
Thane,2023,Bhiwandi,Others,50
Thane,2023,Ambernath,Textile & Apparel,50
Thane,2023,Ambernath,Chemical & Pharmaceutical,246
Thane,2023,Badlapur,Chemical & Pharmaceutical,9
Thane,2023,Bhiwandi,Textile & Apparel,80
Thane,2023,Bhiwandi,Textile & Apparel,7
Thane,2023,Bhiwandi,Others,6
Thane,2023,Bhiwandi,Textile & Apparel,9
Thane,2023,Murbad,Metal & Engineering,9
Thane,2023,Dombivali-1,Others,50
Thane,2023,Bhiwandi,Textile & Apparel,20
Thane,2023,Bhiwandi,Others,20
Thane,2023,Bhiwandi,Others,50
Thane,2023,Bhiwandi,Metal & Engineering,16
Thane,2023,Ulhasnagar,Food & Beverages,17
Thane,2023,Add. A. Nath,Others,6
Thane,2023,Dombivali-1,Textile & Apparel,50
Thane,2023,Bhiwandi,Food & Beverages,9
Thane,2023,Bhiwandi,Textile & Apparel,7
Thane,2023,Ambernath,Chemical & Pharmaceutical,9
Thane,2023,Bhiwandi,Textile & Apparel,190
Thane,2023,Bhiwandi,Metal & Engineering,9
Thane,2023,Sarawali,Textile & Apparel,80
Thane,2023,Bhiwandi,Textile & Apparel,9
Thane,2023,Bhiwandi,Textile & Apparel,9
Thane,2023,Bhiwandi,Textile & Apparel,15
Thane,2023,Ulhasnagar,Metal & Engineering,9
Thane,2023,Bhiwandi,Others,9
Thane,2023,Bhiwandi,Others,12
Thane,2023,Ulhasnagar,Automotive & Transport,12
Thane,2023,Bhiwandi,Others,150
Thane,2023,Bhiwandi,Food & Beverages,9
Thane,2023,Kalyan,Food & Beverages,9
Thane,2023,Bhiwandi,Others,9
Thane,2023,Dombivali-2,Machinery & Equipment,48
Thane,2023,Kalyan,Food & Beverages,9
Thane,2023,Murbad,Textile & Apparel,50
Thane,2023,Bhiwandi,Textile & Apparel,9
Thane,2023,Bhiwandi,Textile & Apparel,150
Thane,2023,Bhiwandi,Food & Beverages,9
Thane,2023,Bhiwandi,Food & Beverages,9
Thane,2023,Bhiwandi,Textile & Apparel,20
Thane,2023,Add. A. Nath,Chemical & Pharmaceutical,9
Thane,2023,Bhiwandi,Textile & Apparel,150
Thane,2023,Add. A. Nath,Machinery & Equipment,53
Thane,2023,Add. A. Nath,Food & Beverages,21
Thane,2023,Bhiwandi,Automotive & Transport,12
Thane,2023,Shahapur,Metal & Engineering,70
Thane,2023,Bhiwandi,Textile & Apparel,50
Thane,2023,Bhiwandi,Textile & Apparel,150
Thane,2023,Ambernath,Chemical & Pharmaceutical,4
Thane,2023,Murbad,Textile & Apparel,20
Thane,2023,Bhiwandi,Textile & Apparel,18
Thane,2023,Bhiwandi,Textile & Apparel,150
Thane,2023,Dombivali-1,Textile & Apparel,150
Thane,2023,Bhiwandi,Textile & Apparel,9
Thane,2023,Kalyan,Food & Beverages,9
Thane,2023,Bhiwandi,Food & Beverages,9
Thane,2023,Kon,Food & Beverages,9
Thane,2023,Ulhasnagar,Food & Beverages,9
Thane,2023,Bhiwandi,Machinery & Equipment,42
Thane,2023,Murbad,Chemical & Pharmaceutical,9
Thane,2023,Ulhasnagar,Chemical & Pharmaceutical,4
Thane,2023,Shahapur,Others,150
Thane,2023,Ulhasnagar,Textile & Apparel,20
Thane,2023,Bhiwandi,Others,50
Thane,2023,Bhiwandi,Others,21
Thane,2023,Murbad,Metal & Engineering,26
Thane,2023,Badlapur,Chemical & Pharmaceutical,18
Thane,2023,Ambernath,Chemical & Pharmaceutical,7
