Year,District,Rural/Urban,Age Group,Main Workers,Marginal Workers,Non-Workers,Non-Workers Seeking Work,People Seeking Work
2011,Chandrapur,Urban,50-59,31647,2042,3557,217,840
2011,Chandrapur,Urban,60-69,6515,1038,11040,240,339
2011,Chandrapur,Urban,70-79,1637,347,5497,61,94
2011,Chandrapur,Urban,80+,470,96,2067,32,32
2011,Yavatmal,Total,05-09,3649,493,121810,630,102
2011,Yavatmal,Total,10-14,7712,1820,141863,1597,599
2011,Yavatmal,Total,15-19,40075,9126,100290,13524,5360
2011,Yavatmal,Total,20-24,80429,12631,43886,13510,8533
2011,Yavatmal,Total,25-29,96824,9981,14177,5720,6480
2011,Yavatmal,Total,30-34,94470,7457,4253,1628,4616
2011,Yavatmal,Total,35-39,92750,6352,2336,654,3786
2011,Yavatmal,Total,40-49,154520,9334,3650,654,5041
2011,Yavatmal,Total,50-59,94480,5773,5930,440,2624
2011,Yavatmal,Total,60-69,54648,5371,18758,501,1869
2011,Yavatmal,Total,70-79,18886,2635,16759,242,629
2011,Yavatmal,Total,80+,3716,569,7688,66,129
2011,Yavatmal,Rural,05-09,3000,415,96428,461,89
2011,Yavatmal,Rural,10-14,6624,1670,112490,1149,555
2011,Yavatmal,Rural,15-19,35497,8235,76046,10833,4840
2011,Yavatmal,Rural,20-24,68545,10808,28792,9319,7422
2011,Yavatmal,Rural,25-29,78426,8037,8397,3364,5354
2011,Yavatmal,Rural,30-34,73811,5779,2483,890,3706
2011,Yavatmal,Rural,35-39,71120,4860,1479,376,3017
2011,Yavatmal,Rural,40-49,117385,7234,2420,440,4004
2011,Yavatmal,Rural,50-59,73545,4518,3173,301,2137
2011,Yavatmal,Rural,60-69,47524,4649,10537,392,1578
2011,Yavatmal,Rural,70-79,16847,2365,11855,183,545
2011,Yavatmal,Rural,80+,3202,527,5872,51,118
2011,Yavatmal,Urban,05-09,649,78,25382,169,13
2011,Yavatmal,Urban,10-14,1088,150,29373,448,44
2011,Yavatmal,Urban,15-19,4578,891,24244,2691,520
2011,Yavatmal,Urban,20-24,11884,1823,15094,4191,1111
2011,Yavatmal,Urban,25-29,18398,1944,5780,2356,1126
2011,Yavatmal,Urban,30-34,20659,1678,1770,738,910
2011,Yavatmal,Urban,35-39,21630,1492,857,278,769
2011,Yavatmal,Urban,40-49,37135,2100,1230,214,1037
2011,Yavatmal,Urban,50-59,20935,1255,2757,139,487
2011,Yavatmal,Urban,60-69,7124,722,8221,109,291
2011,Yavatmal,Urban,70-79,2039,270,4904,59,84
2011,Yavatmal,Urban,80+,514,42,1816,15,11
2011,Nanded,Total,05-09,2021,1075,177370,1052,280
2011,Nanded,Total,10-14,8877,2962,184248,2442,934
2011,Nanded,Total,15-19,57177,10283,127200,15034,5674
2011,Nanded,Total,20-24,105659,12189,56629,15486,7522
2011,Nanded,Total,25-29,116769,9831,17047,6084,5878
2011,Nanded,Total,30-34,110837,7847,5865,1702,4499
2011,Nanded,Total,35-39,104583,6807,3591,801,3782
2011,Nanded,Total,40-49,160313,9326,4997,711,4833
2011,Nanded,Total,50-59,94156,5614,7463,466,2469
2011,Nanded,Total,60-69,64565,5662,23063,716,2006
2011,Nanded,Total,70-79,19181,2322,18638,280,623
2011,Nanded,Total,80+,4318,594,9718,78,138
2011,Nanded,Rural,05-09,1536,572,129713,668,117
2011,Nanded,Rural,10-14,7038,2106,134521,1560,634
2011,Nanded,Rural,15-19,46984,7713,88619,10118,4309
2011,Nanded,Rural,20-24,83791,8412,32779,8921,5391
2011,Nanded,Rural,25-29,87367,6300,8090,2790,3954
2011,Nanded,Rural,30-34,81091,4874,2843,718,2980
2011,Nanded,Rural,35-39,75485,4249,1798,368,2489
2011,Nanded,Rural,40-49,115848,5873,2562,365,3240
2011,Nanded,Rural,50-59,68999,3805,3348,270,1795
2011,Nanded,Rural,60-69,54529,4450,12998,406,1564
2011,Nanded,Rural,70-79,16389,1911,12874,191,474
2011,Nanded,Rural,80+,3580,473,7344,50,90
2011,Nanded,Urban,05-09,485,503,47657,384,163
2011,Nanded,Urban,10-14,1839,856,49727,882,300
2011,Nanded,Urban,15-19,10193,2570,38581,4916,1365
2011,Nanded,Urban,20-24,21868,3777,23850,6565,2131
2011,Nanded,Urban,25-29,29402,3531,8957,3294,1924
2011,Nanded,Urban,30-34,29746,2973,3022,984,1519
2011,Nanded,Urban,35-39,29098,2558,1793,433,1293
2011,Nanded,Urban,40-49,44465,3453,2435,346,1593
2011,Nanded,Urban,50-59,25157,1809,4115,196,674
2011,Nanded,Urban,60-69,10036,1212,10065,310,442
2011,Nanded,Urban,70-79,2792,411,5764,89,149
2011,Nanded,Urban,80+,738,121,2374,28,48
2011,Hingoli,Total,05-09,1982,276,62063,316,46
2011,Hingoli,Total,10-14,4218,888,63813,666,280
2011,Hingoli,Total,15-19,21560,3120,42609,4531,1613
2011,Hingoli,Total,20-24,37306,3684,16738,4258,2102
2011,Hingoli,Total,25-29,40300,2853,4311,1407,1451
2011,Hingoli,Total,30-34,38184,2249,1497,384,1046
2011,Hingoli,Total,35-39,36939,2018,1053,172,911
2011,Hingoli,Total,40-49,56853,2829,1534,219,1154
2011,Hingoli,Total,50-59,33824,1735,2124,113,586
2011,Hingoli,Total,60-69,26512,1822,7105,199,540
2011,Hingoli,Total,70-79,8568,808,6802,88,176
2011,Hingoli,Total,80+,1757,239,3960,28,45
2011,Hingoli,Rural,05-09,1642,223,52591,261,42
2011,Hingoli,Rural,10-14,3568,747,53458,537,242
2011,Hingoli,Rural,15-19,19004,2675,35123,3759,1410
2011,Hingoli,Rural,20-24,32782,3054,12777,3312,1798
2011,Hingoli,Rural,25-29,34742,2282,2932,955,1223
2011,Hingoli,Rural,30-34,32748,1766,1096,265,874
2011,Hingoli,Rural,35-39,31266,1602,775,123,768
2011,Hingoli,Rural,40-49,48195,2197,1153,172,940
2011,Hingoli,Rural,50-59,29103,1417,1521,82,499
2011,Hingoli,Rural,60-69,24242,1595,5379,170,477
2011,Hingoli,Rural,70-79,7843,737,5721,75,158
2011,Hingoli,Rural,80+,1590,214,3449,20,38
2011,Hingoli,Urban,05-09,340,53,9472,55,4
2011,Hingoli,Urban,10-14,650,141,10355,129,38
2011,Hingoli,Urban,15-19,2556,445,7486,772,203
2011,Hingoli,Urban,20-24,4524,630,3961,946,304
2011,Hingoli,Urban,25-29,5558,571,1379,452,228
2011,Hingoli,Urban,30-34,5436,483,401,119,172
2011,Hingoli,Urban,35-39,5673,416,278,49,143
2011,Hingoli,Urban,40-49,8658,632,381,47,214
2011,Hingoli,Urban,50-59,4721,318,603,31,87
2011,Hingoli,Urban,60-69,2270,227,1726,29,63
2011,Hingoli,Urban,70-79,725,71,1081,13,18
2011,Hingoli,Urban,80+,167,25,511,8,7
2011,Parbhani,Total,05-09,1058,548,97085,604,82
2011,Parbhani,Total,10-14,4574,1416,98521,1293,380
2011,Parbhani,Total,15-19,33136,4279,67168,7205,2103
2011,Parbhani,Total,20-24,57732,4515,29339,7128,2467
2011,Parbhani,Total,25-29,63097,3321,8455,2603,1674
2011,Parbhani,Total,30-34,58606,2682,3059,767,1239
2011,Parbhani,Total,35-39,56526,2254,1860,348,1005
2011,Parbhani,Total,40-49,89547,3366,2930,284,1408
2011,Parbhani,Total,50-59,52964,2121,4468,218,746
2011,Parbhani,Total,60-69,38959,2241,13933,335,620
2011,Parbhani,Total,70-79,12237,987,11490,143,196
2011,Parbhani,Total,80+,2815,295,5817,61,68
2011,Parbhani,Rural,05-09,681,344,67132,356,23
2011,Parbhani,Rural,10-14,3259,937,67939,680,196
2011,Parbhani,Rural,15-19,25961,2747,43890,4159,1318
2011,Parbhani,Rural,20-24,44030,2599,15304,3613,1446
2011,Parbhani,Rural,25-29,45607,1616,3113,845,891
2011,Parbhani,Rural,30-34,41416,1247,1181,217,604
2011,Parbhani,Rural,35-39,39449,1050,725,98,514
2011,Parbhani,Rural,40-49,62619,1595,1290,121,741
2011,Parbhani,Rural,50-59,37147,1126,1925,107,438
2011,Parbhani,Rural,60-69,32146,1465,7332,138,400
2011,Parbhani,Rural,70-79,10235,725,7891,89,132
2011,Parbhani,Rural,80+,2270,225,4284,39,47
2011,Parbhani,Urban,05-09,377,204,29953,248,59
2011,Parbhani,Urban,10-14,1315,479,30582,613,184
2011,Parbhani,Urban,15-19,7175,1532,23278,3046,785
2011,Parbhani,Urban,20-24,13702,1916,14035,3515,1021
2011,Parbhani,Urban,25-29,17490,1705,5342,1758,783
2011,Parbhani,Urban,30-34,17190,1435,1878,550,635
2011,Parbhani,Urban,35-39,17077,1204,1135,250,491
2011,Parbhani,Urban,40-49,26928,1771,1640,163,667
2011,Parbhani,Urban,50-59,15817,995,2543,111,308
2011,Parbhani,Urban,60-69,6813,776,6601,197,220
2011,Parbhani,Urban,70-79,2002,262,3599,54,64
2011,Parbhani,Urban,80+,545,70,1533,22,21
2011,Jalna,Total,05-09,1425,830,104861,524,120
2011,Jalna,Total,10-14,4543,2065,103139,1171,381
2011,Jalna,Total,15-19,32518,5765,68764,6922,2649
2011,Jalna,Total,20-24,65436,5915,26214,5879,3246
2011,Jalna,Total,25-29,70597,4294,6659,1881,2176
2011,Jalna,Total,30-34,63610,3360,2736,519,1546
2011,Jalna,Total,35-39,57926,2811,1922,297,1271
2011,Jalna,Total,40-49,91947,4101,3357,333,1620
2011,Jalna,Total,50-59,55511,2593,4546,241,842
2011,Jalna,Total,60-69,42351,2827,13023,283,759
2011,Jalna,Total,70-79,15492,1465,12672,158,285
2011,Jalna,Total,80+,3771,416,6430,60,90
2011,Jalna,Rural,05-09,1197,541,85234,389,51
2011,Jalna,Rural,10-14,3807,1598,83531,820,238
2011,Jalna,Rural,15-19,27992,4601,53958,5166,2078
2011,Jalna,Rural,20-24,55085,4319,18089,4073,2467
2011,Jalna,Rural,25-29,57527,2828,3913,1067,1486
2011,Jalna,Rural,30-34,51540,2210,1550,268,1064
2011,Jalna,Rural,35-39,46305,1812,1118,145,862
2011,Jalna,Rural,40-49,73744,2685,2041,220,1108
2011,Jalna,Rural,50-59,45495,1858,2900,142,604
2011,Jalna,Rural,60-69,38110,2302,9468,188,612
2011,Jalna,Rural,70-79,14310,1268,10488,125,244
2011,Jalna,Rural,80+,3412,340,5512,47,76
2011,Jalna,Urban,05-09,228,289,19627,135,69
2011,Jalna,Urban,10-14,736,467,19608,351,143
2011,Jalna,Urban,15-19,4526,1164,14806,1756,571
2011,Jalna,Urban,20-24,10351,1596,8125,1806,779
2011,Jalna,Urban,25-29,13070,1466,2746,814,690
2011,Jalna,Urban,30-34,12070,1150,1186,251,482
2011,Jalna,Urban,35-39,11621,999,804,152,409
2011,Jalna,Urban,40-49,18203,1416,1316,113,512
2011,Jalna,Urban,50-59,10016,735,1646,99,238
2011,Jalna,Urban,60-69,4241,525,3555,95,147
2011,Jalna,Urban,70-79,1182,197,2184,33,41
2011,Jalna,Urban,80+,359,76,918,13,14
2011,Chhatrapati Sambhaji Nagar,Total,05-09,1596,1505,196900,871,225
2011,Chhatrapati Sambhaji Nagar,Total,10-14,6657,3864,196411,2034,776
2011,Chhatrapati Sambhaji Nagar,Total,15-19,51405,9081,141448,13211,4226
2011,Chhatrapati Sambhaji Nagar,Total,20-24,119665,10146,63140,13453,5885
2011,Chhatrapati Sambhaji Nagar,Total,25-29,143788,7270,16278,4746,3901
2011,Chhatrapati Sambhaji Nagar,Total,30-34,130616,5067,5424,1385,2579
2011,Chhatrapati Sambhaji Nagar,Total,35-39,122504,4399,3378,604,2166
2011,Chhatrapati Sambhaji Nagar,Total,40-49,188345,6247,5821,713,2639
2011,Chhatrapati Sambhaji Nagar,Total,50-59,104608,3660,10908,520,1232
2011,Chhatrapati Sambhaji Nagar,Total,60-69,59812,3451,28912,524,826
2011,Chhatrapati Sambhaji Nagar,Total,70-79,22394,1915,22981,179,304
2011,Chhatrapati Sambhaji Nagar,Total,80+,4992,520,10986,92,85
2011,Chhatrapati Sambhaji Nagar,Rural,05-09,878,769,112365,354,69
2011,Chhatrapati Sambhaji Nagar,Rural,10-14,4527,2800,112450,893,456
2011,Chhatrapati Sambhaji Nagar,Rural,15-19,36351,6201,76027,6879,2836
2011,Chhatrapati Sambhaji Nagar,Rural,20-24,76743,5465,24782,5569,3374
2011,Chhatrapati Sambhaji Nagar,Rural,25-29,80109,3064,4335,1211,1822
2011,Chhatrapati Sambhaji Nagar,Rural,30-34,68648,2064,1446,302,1188
2011,Chhatrapati Sambhaji Nagar,Rural,35-39,64864,1727,997,159,960
2011,Chhatrapati Sambhaji Nagar,Rural,40-49,100634,2443,1853,211,1166
2011,Chhatrapati Sambhaji Nagar,Rural,50-59,60913,1669,3086,134,650
2011,Chhatrapati Sambhaji Nagar,Rural,60-69,45892,2215,11030,192,465
2011,Chhatrapati Sambhaji Nagar,Rural,70-79,18559,1479,12872,101,195
2011,Chhatrapati Sambhaji Nagar,Rural,80+,3650,373,7067,45,44
2011,Chhatrapati Sambhaji Nagar,Urban,05-09,718,736,84535,517,156
2011,Chhatrapati Sambhaji Nagar,Urban,10-14,2130,1064,83961,1141,320
2011,Chhatrapati Sambhaji Nagar,Urban,15-19,15054,2880,65421,6332,1390
2011,Chhatrapati Sambhaji Nagar,Urban,20-24,42922,4681,38358,7884,2511
2011,Chhatrapati Sambhaji Nagar,Urban,25-29,63679,4206,11943,3535,2079
2011,Chhatrapati Sambhaji Nagar,Urban,30-34,61968,3003,3978,1083,1391
2011,Chhatrapati Sambhaji Nagar,Urban,35-39,57640,2672,2381,445,1206
2011,Chhatrapati Sambhaji Nagar,Urban,40-49,87711,3804,3968,502,1473
2011,Chhatrapati Sambhaji Nagar,Urban,50-59,43695,1991,7822,386,582
2011,Chhatrapati Sambhaji Nagar,Urban,60-69,13920,1236,17882,332,361
2011,Chhatrapati Sambhaji Nagar,Urban,70-79,3835,436,10109,78,109
2011,Chhatrapati Sambhaji Nagar,Urban,80+,1342,147,3919,47,41
2011,Nashik,Total,05-09,8046,1731,306046,1204,205
2011,Nashik,Total,10-14,19024,5359,308832,3192,1070
2011,Nashik,Total,15-19,88779,14766,210973,19945,6446
2011,Nashik,Total,20-24,201215,18290,94932,22715,9806
2011,Nashik,Total,25-29,248046,15212,25518,8360,7234
2011,Nashik,Total,30-34,226033,10895,8603,2195,4590
2011,Nashik,Total,35-39,204271,8954,5603,1067,3634
2011,Nashik,Total,40-49,323840,12758,9942,1171,4227
2011,Nashik,Total,50-59,196693,8294,19259,719,2162
2011,Nashik,Total,60-69,87711,6244,54359,638,1062
2011,Nashik,Total,70-79,27769,2964,39412,211,260
2011,Nashik,Total,80+,5724,636,15145,88,94
2011,Nashik,Rural,05-09,5990,1191,181453,711,152
2011,Nashik,Rural,10-14,13925,4331,182427,1617,856
2011,Nashik,Rural,15-19,58385,10803,112851,10254,4813
2011,Nashik,Rural,20-24,121872,11218,39757,9871,6694
2011,Nashik,Rural,25-29,139919,8194,8979,2813,4589
2011,Nashik,Rural,30-34,122432,5467,3075,680,2746
2011,Nashik,Rural,35-39,111702,4555,2125,384,2211
2011,Nashik,Rural,40-49,177472,6401,3593,409,2600
2011,Nashik,Rural,50-59,114325,4819,5968,263,1485
2011,Nashik,Rural,60-69,66146,4675,20845,306,808
2011,Nashik,Rural,70-79,22073,2446,21681,121,210
2011,Nashik,Rural,80+,4053,495,9262,57,71
2011,Nashik,Urban,05-09,2056,540,124593,493,53
2011,Nashik,Urban,10-14,5099,1028,126405,1575,214
2011,Nashik,Urban,15-19,30394,3963,98122,9691,1633
2011,Nashik,Urban,20-24,79343,7072,55175,12844,3112
2011,Nashik,Urban,25-29,108127,7018,16539,5547,2645
2011,Nashik,Urban,30-34,103601,5428,5528,1515,1844
2011,Nashik,Urban,35-39,92569,4399,3478,683,1423
2011,Nashik,Urban,40-49,146368,6357,6349,762,1627
2011,Nashik,Urban,50-59,82368,3475,13291,456,677
2011,Nashik,Urban,60-69,21565,1569,33514,332,254
2011,Nashik,Urban,70-79,5696,518,17731,90,50
2011,Nashik,Urban,80+,1671,141,5883,31,23
2011,Thane,Total,05-09,7115,5879,500574,3081,1058
2011,Thane,Total,10-14,18615,9493,495398,6418,2444
2011,Thane,Total,15-19,121939,28673,380172,44448,13797
2011,Thane,Total,20-24,360393,49103,202490,53550,24717
2011,Thane,Total,25-29,500110,46154,67851,21607,20795
2011,Thane,Total,30-34,466656,35675,31259,7321,14098
2011,Thane,Total,35-39,425387,31094,22553,4156,11954
2011,Thane,Total,40-49,641524,46330,38725,5411,16210
2011,Thane,Total,50-59,363359,28335,66905,3991,7533
2011,Thane,Total,60-69,104299,14835,121982,2500,3136
2011,Thane,Total,70-79,23820,4624,59779,636,720
2011,Thane,Total,80+,11622,1607,21356,297,294
2011,Thane,Rural,05-09,1738,1264,136552,717,237
2011,Thane,Rural,10-14,5459,3492,131516,1832,1137
2011,Thane,Rural,15-19,32446,13775,78427,14419,8357
2011,Thane,Rural,20-24,76986,21243,31835,13094,14150
2011,Thane,Rural,25-29,92459,19604,9589,4500,12726
2011,Thane,Rural,30-34,81913,14971,3990,1424,8965
2011,Thane,Rural,35-39,76271,13561,2861,803,7816
2011,Thane,Rural,40-49,118085,21326,5311,1111,11026
2011,Thane,Rural,50-59,69993,13559,8112,709,5305
2011,Thane,Rural,60-69,29028,8072,15873,559,2226
2011,Thane,Rural,70-79,7312,2414,10275,144,468
2011,Thane,Rural,80+,1897,607,4273,51,145
2011,Thane,Urban,05-09,5377,4615,364022,2364,821
2011,Thane,Urban,10-14,13156,6001,363882,4586,1307
2011,Thane,Urban,15-19,89493,14898,301745,30029,5440
2011,Thane,Urban,20-24,283407,27860,170655,40456,10567
2011,Thane,Urban,25-29,407651,26550,58262,17107,8069
2011,Thane,Urban,30-34,384743,20704,27269,5897,5133
2011,Thane,Urban,35-39,349116,17533,19692,3353,4138
2011,Thane,Urban,40-49,523439,25004,33414,4300,5184
2011,Thane,Urban,50-59,293366,14776,58793,3282,2228
2011,Thane,Urban,60-69,75271,6763,106109,1941,910
2011,Thane,Urban,70-79,16508,2210,49504,492,252
2011,Thane,Urban,80+,9725,1000,17083,246,149
2011,Mumbai Suburban,Total,05-09,4195,3495,361173,2293,652
2011,Mumbai Suburban,Total,10-14,12246,4978,389597,4550,1192
2011,Mumbai Suburban,Total,15-19,96783,14022,351855,37159,5668
2011,Mumbai Suburban,Total,20-24,342106,25769,196050,49281,11050
2011,Mumbai Suburban,Total,25-29,460579,20622,60401,19449,7858
2011,Mumbai Suburban,Total,30-34,414516,14356,26667,6965,4713
2011,Mumbai Suburban,Total,35-39,377709,11972,18989,4304,3635
2011,Mumbai Suburban,Total,40-49,595463,17476,32964,5240,4673
2011,Mumbai Suburban,Total,50-59,359380,10909,64367,3626,2122
2011,Mumbai Suburban,Total,60-69,104798,5728,134227,2577,783
2011,Mumbai Suburban,Total,70-79,23700,1927,77845,587,197
2011,Mumbai Suburban,Total,80+,10019,803,27091,228,124
2011,Mumbai Suburban,Rural,05-09,0,0,0,0,0
2011,Mumbai Suburban,Rural,10-14,0,0,0,0,0
2011,Mumbai Suburban,Rural,15-19,0,0,0,0,0
2011,Mumbai Suburban,Rural,20-24,0,0,0,0,0
2011,Mumbai Suburban,Rural,25-29,0,0,0,0,0
2011,Mumbai Suburban,Rural,30-34,0,0,0,0,0
2011,Mumbai Suburban,Rural,35-39,0,0,0,0,0
2011,Mumbai Suburban,Rural,40-49,0,0,0,0,0
2011,Mumbai Suburban,Rural,50-59,0,0,0,0,0
2011,Mumbai Suburban,Rural,60-69,0,0,0,0,0
2011,Mumbai Suburban,Rural,70-79,0,0,0,0,0
2011,Mumbai Suburban,Rural,80+,0,0,0,0,0
2011,Mumbai Suburban,Urban,05-09,4195,3495,361173,2293,652
2011,Mumbai Suburban,Urban,10-14,12246,4978,389597,4550,1192
2011,Mumbai Suburban,Urban,15-19,96783,14022,351855,37159,5668
2011,Mumbai Suburban,Urban,20-24,342106,25769,196050,49281,11050
2011,Mumbai Suburban,Urban,25-29,460579,20622,60401,19449,7858
2011,Mumbai Suburban,Urban,30-34,414516,14356,26667,6965,4713
2011,Mumbai Suburban,Urban,35-39,377709,11972,18989,4304,3635
2011,Mumbai Suburban,Urban,40-49,595463,17476,32964,5240,4673
2011,Mumbai Suburban,Urban,50-59,359380,10909,64367,3626,2122
2011,Mumbai Suburban,Urban,60-69,104798,5728,134227,2577,783
2011,Mumbai Suburban,Urban,70-79,23700,1927,77845,587,197
2011,Mumbai Suburban,Urban,80+,10019,803,27091,228,124
2011,Mumbai City,Total,05-09,1558,1071,106164,818,225
2011,Mumbai City,Total,10-14,4813,1563,115989,1622,396
2011,Mumbai City,Total,15-19,37878,4361,108318,12487,1807
2011,Mumbai City,Total,20-24,123336,8414,66323,18492,3642
2011,Mumbai City,Total,25-29,156636,7103,22984,8089,2792
2011,Mumbai City,Total,30-34,137533,5204,10915,3258,1761
2011,Mumbai City,Total,35-39,126073,4140,8014,2050,1273
2011,Mumbai City,Total,40-49,200750,6214,14140,2516,1539
2011,Mumbai City,Total,50-59,125403,3849,24335,1577,636
2011,Mumbai City,Total,60-69,39940,2068,44914,997,257
2011,Mumbai City,Total,70-79,11238,800,27677,247,62
2011,Mumbai City,Total,80+,4920,374,11952,116,54
2011,Mumbai City,Rural,05-09,0,0,0,0,0
2011,Mumbai City,Rural,10-14,0,0,0,0,0
2011,Mumbai City,Rural,15-19,0,0,0,0,0
2011,Mumbai City,Rural,20-24,0,0,0,0,0
2011,Mumbai City,Rural,25-29,0,0,0,0,0
2011,Mumbai City,Rural,30-34,0,0,0,0,0
2011,Mumbai City,Rural,35-39,0,0,0,0,0
2011,Mumbai City,Rural,40-49,0,0,0,0,0
2011,Mumbai City,Rural,50-59,0,0,0,0,0
2011,Mumbai City,Rural,60-69,0,0,0,0,0
2011,Mumbai City,Rural,70-79,0,0,0,0,0
2011,Mumbai City,Rural,80+,0,0,0,0,0
2011,Mumbai City,Urban,05-09,1558,1071,106164,818,225
2011,Mumbai City,Urban,10-14,4813,1563,115989,1622,396
2011,Mumbai City,Urban,15-19,37878,4361,108318,12487,1807
2011,Mumbai City,Urban,20-24,123336,8414,66323,18492,3642
2011,Mumbai City,Urban,25-29,156636,7103,22984,8089,2792
2011,Mumbai City,Urban,30-34,137533,5204,10915,3258,1761
2011,Mumbai City,Urban,35-39,126073,4140,8014,2050,1273
2011,Mumbai City,Urban,40-49,200750,6214,14140,2516,1539
2011,Mumbai City,Urban,50-59,125403,3849,24335,1577,636
2011,Mumbai City,Urban,60-69,39940,2068,44914,997,257
2011,Mumbai City,Urban,70-79,11238,800,27677,247,62
2011,Mumbai City,Urban,80+,4920,374,11952,116,54
2011,Raigad,Total,05-09,1736,1143,112416,651,224
2011,Raigad,Total,10-14,3653,2082,120419,1511,617
2011,Raigad,Total,15-19,20901,8532,96232,14804,4992
2011,Raigad,Total,20-24,65298,16152,47797,17575,10103
2011,Raigad,Total,25-29,93508,15669,14802,6334,9081
2011,Raigad,Total,30-34,90963,12605,6225,2048,6739
2011,Raigad,Total,35-39,87543,11879,4332,1074,5825
2011,Raigad,Total,40-49,142465,19000,7685,1434,8207
2011,Raigad,Total,50-59,85962,12948,13449,907,3924
2011,Raigad,Total,60-69,33688,7999,27621,747,1764
2011,Raigad,Total,70-79,10840,3042,18995,209,460
2011,Raigad,Total,80+,3130,746,8374,87,136
2011,Raigad,Rural,05-09,990,615,70431,397,104
2011,Raigad,Rural,10-14,2229,1410,78307,1021,433
2011,Raigad,Rural,15-19,13905,6628,60102,11033,4092
2011,Raigad,Rural,20-24,40570,12394,26035,11129,8277
2011,Raigad,Rural,25-29,53514,12051,8186,3920,7631
2011,Raigad,Rural,30-34,50029,9794,3584,1330,5745
2011,Raigad,Rural,35-39,48860,9362,2545,749,5051
2011,Raigad,Rural,40-49,80335,15172,4504,934,7234
2011,Raigad,Rural,50-59,52436,10757,7301,600,3528
2011,Raigad,Rural,60-69,26142,6990,15990,554,1591
2011,Raigad,Rural,70-79,9017,2741,13186,164,428
2011,Raigad,Rural,80+,2247,639,6131,55,115
2011,Raigad,Urban,05-09,746,528,41985,254,120
2011,Raigad,Urban,10-14,1424,672,42112,490,184
2011,Raigad,Urban,15-19,6996,1904,36130,3771,900
2011,Raigad,Urban,20-24,24728,3758,21762,6446,1826
2011,Raigad,Urban,25-29,39994,3618,6616,2414,1450
2011,Raigad,Urban,30-34,40934,2811,2641,718,994
2011,Raigad,Urban,35-39,38683,2517,1787,325,774
2011,Raigad,Urban,40-49,62130,3828,3181,500,973
2011,Raigad,Urban,50-59,33526,2191,6148,307,396
2011,Raigad,Urban,60-69,7546,1009,11631,193,173
2011,Raigad,Urban,70-79,1823,301,5809,45,32
2011,Raigad,Urban,80+,883,107,2243,32,21
2011,Pune,Total,05-09,5788,2870,397196,1865,457
2011,Pune,Total,10-14,13593,4654,398882,3676,992
2011,Pune,Total,15-19,92718,16064,329915,33019,6762
2011,Pune,Total,20-24,318917,30003,188708,46181,14800
2011,Pune,Total,25-29,445459,23618,52037,16775,9961
2011,Pune,Total,30-34,398857,16190,19916,4657,5753
2011,Pune,Total,35-39,344368,13216,13875,2542,4537
2011,Pune,Total,40-49,522656,18676,25075,3164,5576
2011,Pune,Total,50-59,316728,11794,47541,1826,2451
2011,Pune,Total,60-69,131380,8085,110568,1581,1196
2011,Pune,Total,70-79,46680,3924,72042,505,363
2011,Pune,Total,80+,12411,1159,31859,219,147
2011,Pune,Rural,05-09,3103,992,160879,745,164
2011,Pune,Rural,10-14,6738,2138,168548,1492,441
2011,Pune,Rural,15-19,41706,7785,133583,16169,3441
2011,Pune,Rural,20-24,124376,12387,57950,17514,7055
2011,Pune,Rural,25-29,153860,8767,13169,4793,4366
2011,Pune,Rural,30-34,133184,5865,4583,1155,2527
2011,Pune,Rural,35-39,122263,5073,3366,632,2060
2011,Pune,Rural,40-49,203190,7519,6079,766,2503
2011,Pune,Rural,50-59,133154,5104,9732,448,1166
2011,Pune,Rural,60-69,81030,4497,25039,391,641
2011,Pune,Rural,70-79,34009,2664,26725,182,216
2011,Pune,Rural,80+,7286,674,14584,93,73
2011,Pune,Urban,05-09,2685,1878,236317,1120,293
2011,Pune,Urban,10-14,6855,2516,230334,2184,551
2011,Pune,Urban,15-19,51012,8279,196332,16850,3321
2011,Pune,Urban,20-24,194541,17616,130758,28667,7745
2011,Pune,Urban,25-29,291599,14851,38868,11982,5595
2011,Pune,Urban,30-34,265673,10325,15333,3502,3226
