Year,District,Rural/Urban,Age Group,Main Workers,Marginal Workers,Non Workers
2001,Dhule,Rural,25-29,20676,12868,12146
2001,Dhule,Rural,30-34,22121,12232,9718
2001,Dhule,Rural,35-39,22845,12523,9344
2001,Dhule,Rural,40-49,30032,16676,13855
2001,Dhule,Rural,50-59,15470,9693,11678
2001,Dhule,Rural,60-69,10962,8941,27623
2001,Dhule,Rural,70-79,1515,1374,15386
2001,Dhule,Rural,80+,246,207,4601
2001,Dhule,Urban,05-09,22,18,23150
2001,Dhule,Urban,10-14,135,132,25817
2001,Dhule,Urban,15-19,554,483,21906
2001,Dhule,Urban,20-24,1106,673,18301
2001,Dhule,Urban,25-29,1760,880,15651
2001,Dhule,Urban,30-34,2187,970,12862
2001,Dhule,Urban,35-39,2386,1012,12108
2001,Dhule,Urban,40-49,3463,1120,15972
2001,Dhule,Urban,50-59,1519,463,9751
2001,Dhule,Urban,60-69,864,490,10832
2001,Dhule,Urban,70-79,178,109,4749
2001,Dhule,Urban,80+,41,11,1580
2001,Jalgaon,Total,05-09,745,546,189669
2001,Jalgaon,Total,10-14,6859,5521,200385
2001,Jalgaon,Total,15-19,29547,16834,123709
2001,Jalgaon,Total,20-24,49383,21742,79196
2001,Jalgaon,Total,25-29,55884,21309,63541
2001,Jalgaon,Total,30-34,59607,20347,51382
2001,Jalgaon,Total,35-39,61024,20430,48527
2001,Jalgaon,Total,40-49,79995,26562,67371
2001,Jalgaon,Total,50-59,40599,15116,50012
2001,Jalgaon,Total,60-69,31456,14897,86972
2001,Jalgaon,Total,70-79,4442,2639,44332
2001,Jalgaon,Total,80+,839,353,14435
2001,Jalgaon,Rural,05-09,673,505,138147
2001,Jalgaon,Rural,10-14,6548,5287,141059
2001,Jalgaon,Rural,15-19,28092,15786,74002
2001,Jalgaon,Rural,20-24,46510,20206,36349
2001,Jalgaon,Rural,25-29,51479,19423,25847
2001,Jalgaon,Rural,30-34,54131,18198,19795
2001,Jalgaon,Rural,35-39,54762,18073,18721
2001,Jalgaon,Rural,40-49,71377,23522,28324
2001,Jalgaon,Rural,50-59,36440,13805,25654
2001,Jalgaon,Rural,60-69,29117,13825,60765
2001,Jalgaon,Rural,70-79,4003,2414,32566
2001,Jalgaon,Rural,80+,753,328,10387
2001,Jalgaon,Urban,05-09,72,41,51522
2001,Jalgaon,Urban,10-14,311,234,59326
2001,Jalgaon,Urban,15-19,1455,1048,49707
2001,Jalgaon,Urban,20-24,2873,1536,42847
2001,Jalgaon,Urban,25-29,4405,1886,37694
2001,Jalgaon,Urban,30-34,5476,2149,31587
2001,Jalgaon,Urban,35-39,6262,2357,29806
2001,Jalgaon,Urban,40-49,8618,3040,39047
2001,Jalgaon,Urban,50-59,4159,1311,24358
2001,Jalgaon,Urban,60-69,2339,1072,26207
2001,Jalgaon,Urban,70-79,439,225,11766
2001,Jalgaon,Urban,80+,86,25,4048
2001,Buldhana,Total,05-09,384,412,120148
2001,Buldhana,Total,10-14,6505,4903,127544
2001,Buldhana,Total,15-19,30044,9415,64679
2001,Buldhana,Total,20-24,42046,8107,35877
2001,Buldhana,Total,25-29,45281,7583,29420
2001,Buldhana,Total,30-34,47149,6945,23149
2001,Buldhana,Total,35-39,47836,6598,20894
2001,Buldhana,Total,40-49,64799,9037,28801
2001,Buldhana,Total,50-59,35831,6211,23245
2001,Buldhana,Total,60-69,27422,6889,45053
2001,Buldhana,Total,70-79,3689,1382,25624
2001,Buldhana,Total,80+,522,182,8971
2001,Buldhana,Rural,05-09,366,404,95447
2001,Buldhana,Rural,10-14,6356,4791,99007
2001,Buldhana,Rural,15-19,29060,8908,42678
2001,Buldhana,Rural,20-24,40340,7388,18157
2001,Buldhana,Rural,25-29,42831,6697,13648
2001,Buldhana,Rural,30-34,44113,5991,10174
2001,Buldhana,Rural,35-39,44390,5508,8779
2001,Buldhana,Rural,40-49,60144,7727,12788
2001,Buldhana,Rural,50-59,33546,5535,12835
2001,Buldhana,Rural,60-69,25973,6360,33679
2001,Buldhana,Rural,70-79,3465,1289,20349
2001,Buldhana,Rural,80+,489,174,7021
2001,Buldhana,Urban,05-09,18,8,24701
2001,Buldhana,Urban,10-14,149,112,28537
2001,Buldhana,Urban,15-19,984,507,22001
2001,Buldhana,Urban,20-24,1706,719,17720
2001,Buldhana,Urban,25-29,2450,886,15772
2001,Buldhana,Urban,30-34,3036,954,12975
2001,Buldhana,Urban,35-39,3446,1090,12115
2001,Buldhana,Urban,40-49,4655,1310,16013
2001,Buldhana,Urban,50-59,2285,676,10410
2001,Buldhana,Urban,60-69,1449,529,11374
2001,Buldhana,Urban,70-79,224,93,5275
2001,Buldhana,Urban,80+,33,8,1950
2001,Akola,Total,05-09,130,129,82344
2001,Akola,Total,10-14,1822,1523,94325
2001,Akola,Total,15-19,10623,4133,64943
2001,Akola,Total,20-24,17283,4430,43022
2001,Akola,Total,25-29,22339,4867,37273
2001,Akola,Total,30-34,24748,4689,28809
2001,Akola,Total,35-39,26150,4521,26503
2001,Akola,Total,40-49,34022,5858,35524
2001,Akola,Total,50-59,18639,3609,24572
2001,Akola,Total,60-69,15562,3830,34905
2001,Akola,Total,70-79,2267,713,17335
2001,Akola,Total,80+,363,90,6235
2001,Akola,Rural,05-09,106,116,51053
2001,Akola,Rural,10-14,1614,1412,57623
2001,Akola,Rural,15-19,9763,3783,34424
2001,Akola,Rural,20-24,15557,3915,17521
2001,Akola,Rural,25-29,19423,4190,14515
2001,Akola,Rural,30-34,20895,3876,10355
2001,Akola,Rural,35-39,21737,3636,9448
2001,Akola,Rural,40-49,28061,4806,12733
2001,Akola,Rural,50-59,15637,3080,9980
2001,Akola,Rural,60-69,14013,3381,19937
2001,Akola,Rural,70-79,1981,625,10618
2001,Akola,Rural,80+,305,76,3649
2001,Akola,Urban,05-09,24,13,31291
2001,Akola,Urban,10-14,208,111,36702
2001,Akola,Urban,15-19,860,350,30519
2001,Akola,Urban,20-24,1726,515,25501
2001,Akola,Urban,25-29,2916,677,22758
2001,Akola,Urban,30-34,3853,813,18454
2001,Akola,Urban,35-39,4413,885,17055
2001,Akola,Urban,40-49,5961,1052,22791
2001,Akola,Urban,50-59,3002,529,14592
2001,Akola,Urban,60-69,1549,449,14968
2001,Akola,Urban,70-79,286,88,6717
2001,Akola,Urban,80+,58,14,2586
2001,Washim,Total,05-09,157,144,55869
2001,Washim,Total,10-14,2545,1819,58567
2001,Washim,Total,15-19,11204,4699,29530
2001,Washim,Total,20-24,17475,5189,16250
2001,Washim,Total,25-29,20300,5180,13701
2001,Washim,Total,30-34,20804,4761,10533
2001,Washim,Total,35-39,20136,4293,9080
2001,Washim,Total,40-49,26439,5545,12520
2001,Washim,Total,50-59,15027,3668,10316
2001,Washim,Total,60-69,11634,3785,20627
2001,Washim,Total,70-79,1641,700,11351
2001,Washim,Total,80+,297,100,4215
2001,Washim,Rural,05-09,146,140,46222
2001,Washim,Rural,10-14,2464,1789,47609
2001,Washim,Rural,15-19,10809,4579,21184
2001,Washim,Rural,20-24,16806,5001,9744
2001,Washim,Rural,25-29,19389,4935,7733
2001,Washim,Rural,30-34,19725,4503,5426
2001,Washim,Rural,35-39,18936,4020,4477
2001,Washim,Rural,40-49,24836,5231,6681
2001,Washim,Rural,50-59,14170,3512,6618
2001,Washim,Rural,60-69,11119,3635,16256
2001,Washim,Rural,70-79,1539,672,9335
2001,Washim,Rural,80+,287,95,3442
2001,Washim,Urban,05-09,11,4,9647
2001,Washim,Urban,10-14,81,30,10958
2001,Washim,Urban,15-19,395,120,8346
2001,Washim,Urban,20-24,669,188,6506
2001,Washim,Urban,25-29,911,245,5968
2001,Washim,Urban,30-34,1079,258,5107
2001,Washim,Urban,35-39,1200,273,4603
2001,Washim,Urban,40-49,1603,314,5839
2001,Washim,Urban,50-59,857,156,3698
2001,Washim,Urban,60-69,515,150,4371
2001,Washim,Urban,70-79,102,28,2016
2001,Washim,Urban,80+,10,5,773
2001,Amravati,Total,05-09,607,676,126256
2001,Amravati,Total,10-14,2798,5740,143041
2001,Amravati,Total,15-19,14388,12210,101758
2001,Amravati,Total,20-24,22211,13057,72969
2001,Amravati,Total,25-29,31450,13933,59152
2001,Amravati,Total,30-34,38046,13461,42935
2001,Amravati,Total,35-39,40250,12739,37065
2001,Amravati,Total,40-49,53058,16394,51143
2001,Amravati,Total,50-59,29410,10402,37703
2001,Amravati,Total,60-69,23210,10250,53958
2001,Amravati,Total,70-79,3453,1971,29203
2001,Amravati,Total,80+,745,331,10590
2001,Amravati,Rural,05-09,540,635,85046
2001,Amravati,Rural,10-14,2582,5523,92198
2001,Amravati,Rural,15-19,13150,11412,57258
2001,Amravati,Rural,20-24,19762,11983,34586
2001,Amravati,Rural,25-29,27175,12560,26137
2001,Amravati,Rural,30-34,32064,11843,16723
2001,Amravati,Rural,35-39,33502,10881,13536
2001,Amravati,Rural,40-49,43713,14128,19085
2001,Amravati,Rural,50-59,24649,9268,16528
2001,Amravati,Rural,60-69,20739,9356,32875
2001,Amravati,Rural,70-79,2974,1762,19065
2001,Amravati,Rural,80+,656,301,6827
2001,Amravati,Urban,05-09,67,41,41210
2001,Amravati,Urban,10-14,216,217,50843
2001,Amravati,Urban,15-19,1238,798,44500
2001,Amravati,Urban,20-24,2449,1074,38383
2001,Amravati,Urban,25-29,4275,1373,33015
2001,Amravati,Urban,30-34,5982,1618,26212
2001,Amravati,Urban,35-39,6748,1858,23529
2001,Amravati,Urban,40-49,9345,2266,32058
2001,Amravati,Urban,50-59,4761,1134,21175
2001,Amravati,Urban,60-69,2471,894,21083
2001,Amravati,Urban,70-79,479,209,10138
2001,Amravati,Urban,80+,89,30,3763
2001,Wardha,Total,05-09,123,89,55133
2001,Wardha,Total,10-14,779,1327,64189
2001,Wardha,Total,15-19,5514,6265,49481
2001,Wardha,Total,20-24,10396,7716,34022
2001,Wardha,Total,25-29,15737,9402,26196
2001,Wardha,Total,30-34,18548,9102,17571
2001,Wardha,Total,35-39,20110,8950,14725
2001,Wardha,Total,40-49,27816,11841,20686
2001,Wardha,Total,50-59,15891,7708,15306
2001,Wardha,Total,60-69,12620,7950,25146
2001,Wardha,Total,70-79,1848,1483,15006
2001,Wardha,Total,80+,237,170,5238
2001,Wardha,Rural,05-09,114,84,41843
2001,Wardha,Rural,10-14,757,1262,47382
2001,Wardha,Rural,15-19,5264,5927,33243
2001,Wardha,Rural,20-24,9760,7261,19599
2001,Wardha,Rural,25-29,14531,8634,13771
2001,Wardha,Rural,30-34,16764,8080,7931
2001,Wardha,Rural,35-39,18041,7821,6002
2001,Wardha,Rural,40-49,24749,10318,8457
2001,Wardha,Rural,50-59,14401,6841,7322
2001,Wardha,Rural,60-69,11918,7344,16685
2001,Wardha,Rural,70-79,1686,1366,10758
2001,Wardha,Rural,80+,214,157,3841
2001,Wardha,Urban,05-09,9,5,13290
2001,Wardha,Urban,10-14,22,65,16807
2001,Wardha,Urban,15-19,250,338,16238
2001,Wardha,Urban,20-24,636,455,14423
2001,Wardha,Urban,25-29,1206,768,12425
2001,Wardha,Urban,30-34,1784,1022,9640
2001,Wardha,Urban,35-39,2069,1129,8723
2001,Wardha,Urban,40-49,3067,1523,12229
2001,Wardha,Urban,50-59,1490,867,7984
2001,Wardha,Urban,60-69,702,606,8461
2001,Wardha,Urban,70-79,162,117,4248
2001,Wardha,Urban,80+,23,13,1397
2001,Nagpur,Total,05-09,526,539,188703
2001,Nagpur,Total,10-14,2319,4635,215400
2001,Nagpur,Total,15-19,14070,13795,171479
2001,Nagpur,Total,20-24,26147,15721,147296
2001,Nagpur,Total,25-29,38868,17141,124823
2001,Nagpur,Total,30-34,46916,16897,92583
2001,Nagpur,Total,35-39,49538,16067,78290
2001,Nagpur,Total,40-49,70638,20747,107622
2001,Nagpur,Total,50-59,37794,12685,71153
2001,Nagpur,Total,60-69,22404,11859,80247
2001,Nagpur,Total,70-79,3537,2305,41203
2001,Nagpur,Total,80+,696,311,15030
2001,Nagpur,Rural,05-09,259,474,71509
2001,Nagpur,Rural,10-14,1669,4250,76488
2001,Nagpur,Rural,15-19,11120,11954,48264
2001,Nagpur,Rural,20-24,18754,12633,28401
2001,Nagpur,Rural,25-29,25316,12868,20072
2001,Nagpur,Rural,30-34,28517,11747,12140
2001,Nagpur,Rural,35-39,28793,10650,9234
2001,Nagpur,Rural,40-49,41218,14255,12264
2001,Nagpur,Rural,50-59,24425,9570,10148
2001,Nagpur,Rural,60-69,17126,9670,22830
2001,Nagpur,Rural,70-79,2444,1893,14640
2001,Nagpur,Rural,80+,417,225,5455
2001,Nagpur,Urban,05-09,267,65,117194
2001,Nagpur,Urban,10-14,650,385,138912
2001,Nagpur,Urban,15-19,2950,1841,123215
2001,Nagpur,Urban,20-24,7393,3088,118895
2001,Nagpur,Urban,25-29,13552,4273,104751
2001,Nagpur,Urban,30-34,18399,5150,80443
2001,Nagpur,Urban,35-39,20745,5417,69056
2001,Nagpur,Urban,40-49,29420,6492,95358
2001,Nagpur,Urban,50-59,13369,3115,61005
2001,Nagpur,Urban,60-69,5278,2189,57417
2001,Nagpur,Urban,70-79,1093,412,26563
2001,Nagpur,Urban,80+,279,86,9575
2001,Bhandara,Total,05-09,56,98,53751
2001,Bhandara,Total,10-14,283,917,62121
2001,Bhandara,Total,15-19,5237,9240,43645
2001,Bhandara,Total,20-24,12443,14234,21229
2001,Bhandara,Total,25-29,15835,13870,14482
2001,Bhandara,Total,30-34,18417,12671,9761
2001,Bhandara,Total,35-39,20243,13173,8347
2001,Bhandara,Total,40-49,30311,19251,12943
2001,Bhandara,Total,50-59,16387,12327,12807
2001,Bhandara,Total,60-69,8036,8489,21989
2001,Bhandara,Total,70-79,901,1163,11509
2001,Bhandara,Total,80+,118,103,3030
2001,Bhandara,Rural,05-09,50,96,46100
2001,Bhandara,Rural,10-14,263,894,52414
2001,Bhandara,Rural,15-19,5030,9038,34742
2001,Bhandara,Rural,20-24,11934,13753,13649
2001,Bhandara,Rural,25-29,14877,13231,8469
2001,Bhandara,Rural,30-34,16978,12030,5221
2001,Bhandara,Rural,35-39,18537,12409,4296
2001,Bhandara,Rural,40-49,27743,18201,6980
2001,Bhandara,Rural,50-59,14957,11786,8724
2001,Bhandara,Rural,60-69,7438,8172,18145
2001,Bhandara,Rural,70-79,807,1108,9579
2001,Bhandara,Rural,80+,104,96,2436
2001,Bhandara,Urban,05-09,6,2,7651
2001,Bhandara,Urban,10-14,20,23,9707
2001,Bhandara,Urban,15-19,207,202,8903
2001,Bhandara,Urban,20-24,509,481,7580
2001,Bhandara,Urban,25-29,958,639,6013
2001,Bhandara,Urban,30-34,1439,641,4540
2001,Bhandara,Urban,35-39,1706,764,4051
2001,Bhandara,Urban,40-49,2568,1050,5963
2001,Bhandara,Urban,50-59,1430,541,4083
2001,Bhandara,Urban,60-69,598,317,3844
2001,Bhandara,Urban,70-79,94,55,1930
2001,Bhandara,Urban,80+,14,7,594
2001,Gondia,Total,05-09,58,97,60852
2001,Gondia,Total,10-14,431,1605,67532
2001,Gondia,Total,15-19,6946,12220,41863
2001,Gondia,Total,20-24,14787,16702,18608
2001,Gondia,Total,25-29,18000,16179,12960
2001,Gondia,Total,30-34,20621,15614,9603
2001,Gondia,Total,35-39,21708,14708,7716
2001,Gondia,Total,40-49,31872,21113,12544
2001,Gondia,Total,50-59,17208,13627,14167
2001,Gondia,Total,60-69,7305,7602,22880
2001,Gondia,Total,70-79,859,1022,11037
2001,Gondia,Total,80+,126,110,3102
2001,Gondia,Rural,05-09,54,96,54571
2001,Gondia,Rural,10-14,400,1580,60127
2001,Gondia,Rural,15-19,6680,12036,34878
2001,Gondia,Rural,20-24,14143,16383,12489
2001,Gondia,Rural,25-29,17086,15836,8011
2001,Gondia,Rural,30-34,19490,15252,5560
2001,Gondia,Rural,35-39,20299,14321,4304
2001,Gondia,Rural,40-49,29619,20553,7323
2001,Gondia,Rural,50-59,15993,13274,10478
2001,Gondia,Rural,60-69,6758,7432,19483
2001,Gondia,Rural,70-79,767,983,9511
2001,Gondia,Rural,80+,118,102,2596
2001,Gondia,Urban,05-09,4,1,6281
2001,Gondia,Urban,10-14,31,25,7405
2001,Gondia,Urban,15-19,266,184,6985
2001,Gondia,Urban,20-24,644,319,6119
2001,Gondia,Urban,25-29,914,343,4949
2001,Gondia,Urban,30-34,1131,362,4043
2001,Gondia,Urban,35-39,1409,387,3412
2001,Gondia,Urban,40-49,2253,560,5221
2001,Gondia,Urban,50-59,1215,353,3689
2001,Gondia,Urban,60-69,547,170,3397
2001,Gondia,Urban,70-79,92,39,1526
2001,Gondia,Urban,80+,8,8,506
2001,Gadchiroli,Total,05-09,268,1015,54968
2001,Gadchiroli,Total,10-14,2094,5401,49550
2001,Gadchiroli,Total,15-19,8705,12186,24413
2001,Gadchiroli,Total,20-24,14509,13757,11888
2001,Gadchiroli,Total,25-29,17656,14020,9979
2001,Gadchiroli,Total,30-34,18212,12425,6653
2001,Gadchiroli,Total,35-39,17886,11424,5542
2001,Gadchiroli,Total,40-49,23663,14479,7328
2001,Gadchiroli,Total,50-59,12383,9070,7567
2001,Gadchiroli,Total,60-69,5767,5982,13718
2001,Gadchiroli,Total,70-79,754,1018,7165
2001,Gadchiroli,Total,80+,119,190,2128
2001,Gadchiroli,Rural,05-09,265,1012,51562
2001,Gadchiroli,Rural,10-14,2076,5367,45785
2001,Gadchiroli,Rural,15-19,8586,11914,21263
2001,Gadchiroli,Rural,20-24,14215,13341,9371
2001,Gadchiroli,Rural,25-29,17212,13527,7792
2001,Gadchiroli,Rural,30-34,17600,11882,4933
2001,Gadchiroli,Rural,35-39,17294,10889,4136
2001,Gadchiroli,Rural,40-49,22895,13818,5641
2001,Gadchiroli,Rural,50-59,12059,8702,6533
2001,Gadchiroli,Rural,60-69,5578,5763,12575
2001,Gadchiroli,Rural,70-79,723,987,6632
2001,Gadchiroli,Rural,80+,111,184,1951
2001,Gadchiroli,Urban,05-09,3,3,3406
2001,Gadchiroli,Urban,10-14,18,34,3765
2001,Gadchiroli,Urban,15-19,119,272,3150
2001,Gadchiroli,Urban,20-24,294,416,2517
2001,Gadchiroli,Urban,25-29,444,493,2187
2001,Gadchiroli,Urban,30-34,612,543,1720
2001,Gadchiroli,Urban,35-39,592,535,1406
2001,Gadchiroli,Urban,40-49,768,661,1687
2001,Gadchiroli,Urban,50-59,324,368,1034
2001,Gadchiroli,Urban,60-69,189,219,1143
2001,Gadchiroli,Urban,70-79,31,31,533
2001,Gadchiroli,Urban,80+,8,6,177
2001,Chandrapur,Total,05-09,242,286,101603
2001,Chandrapur,Total,10-14,1446,2923,114747
2001,Chandrapur,Total,15-19,10563,14654,76014
2001,Chandrapur,Total,20-24,21679,19616,47357
2001,Chandrapur,Total,25-29,28727,21277,39521
2001,Chandrapur,Total,30-34,30345,18920,28664
2001,Chandrapur,Total,35-39,31529,18265,25172
2001,Chandrapur,Total,40-49,44363,24460,33953
2001,Chandrapur,Total,50-59,24918,15875,23194
2001,Chandrapur,Total,60-69,15086,12735,34943
2001,Chandrapur,Total,70-79,2218,2218,19138
2001,Chandrapur,Total,80+,309,337,6253
2001,Chandrapur,Rural,05-09,201,264,70133
2001,Chandrapur,Rural,10-14,1324,2809,76953
2001,Chandrapur,Rural,15-19,9894,14127,42336
2001,Chandrapur,Rural,20-24,20052,18519,18136
2001,Chandrapur,Rural,25-29,25728,19481,13159
2001,Chandrapur,Rural,30-34,26402,17108,8356
2001,Chandrapur,Rural,35-39,27268,16304,6485
2001,Chandrapur,Rural,40-49,38355,22241,8902
2001,Chandrapur,Rural,50-59,22124,14740,9877
2001,Chandrapur,Rural,60-69,13927,12016,22972
2001,Chandrapur,Rural,70-79,1975,2061,13678
2001,Chandrapur,Rural,80+,280,311,4339
2001,Chandrapur,Urban,05-09,41,22,31470
2001,Chandrapur,Urban,10-14,122,114,37794
2001,Chandrapur,Urban,15-19,669,527,33678
2001,Chandrapur,Urban,20-24,1627,1097,29221
2001,Chandrapur,Urban,25-29,2999,1796,26362
2001,Chandrapur,Urban,30-34,3943,1812,20308
2001,Chandrapur,Urban,35-39,4261,1961,18687
2001,Chandrapur,Urban,40-49,6008,2219,25051
2001,Chandrapur,Urban,50-59,2794,1135,13317
2001,Chandrapur,Urban,60-69,1159,719,11971
2001,Chandrapur,Urban,70-79,243,157,5460
2001,Chandrapur,Urban,80+,29,26,1914
2001,Yavatmal,Total,05-09,326,305,131829
2001,Yavatmal,Total,10-14,5634,4482,135265
2001,Yavatmal,Total,15-19,24518,12576,78968
2001,Yavatmal,Total,20-24,35992,13770,49478
2001,Yavatmal,Total,25-29,44990,14274,39432
2001,Yavatmal,Total,30-34,48424,12525,28002
2001,Yavatmal,Total,35-39,47466,11884,23769
2001,Yavatmal,Total,40-49,63321,15482,33251
2001,Yavatmal,Total,50-59,35173,10322,25804
2001,Yavatmal,Total,60-69,25832,9719,45489
2001,Yavatmal,Total,70-79,3606,1793,24195
2001,Yavatmal,Total,80+,735,291,8799
2001,Yavatmal,Rural,05-09,310,296,109940
2001,Yavatmal,Rural,10-14,5484,4418,109662
2001,Yavatmal,Rural,15-19,23826,12304,56462
2001,Yavatmal,Rural,20-24,34474,13390,29904
2001,Yavatmal,Rural,25-29,42449,13721,22445
2001,Yavatmal,Rural,30-34,45028,11868,14611
2001,Yavatmal,Rural,35-39,43879,11168,11877
2001,Yavatmal,Rural,40-49,58245,14622,16645
2001,Yavatmal,Rural,50-59,32762,9850,15720
2001,Yavatmal,Rural,60-69,24502,9395,35105
2001,Yavatmal,Rural,70-79,3350,1737,19473
2001,Yavatmal,Rural,80+,679,278,7038
2001,Yavatmal,Urban,05-09,16,9,21889
2001,Yavatmal,Urban,10-14,150,64,25603
2001,Yavatmal,Urban,15-19,692,272,22506
2001,Yavatmal,Urban,20-24,1518,380,19574
2001,Yavatmal,Urban,25-29,2541,553,16987
2001,Yavatmal,Urban,30-34,3396,657,13391
2001,Yavatmal,Urban,35-39,3587,716,11892
2001,Yavatmal,Urban,40-49,5076,860,16606
2001,Yavatmal,Urban,50-59,2411,472,10084
2001,Yavatmal,Urban,60-69,1330,324,10384
2001,Yavatmal,Urban,70-79,256,56,4722
2001,Yavatmal,Urban,80+,56,13,1761
2001,Nanded,Total,05-09,1282,1005,183765
2001,Nanded,Total,10-14,7837,7883,170351
2001,Nanded,Total,15-19,21386,14691,84323
2001,Nanded,Total,20-24,39159,20176,48922
2001,Nanded,Total,25-29,46682,21970,42192
2001,Nanded,Total,30-34,47240,20060,32828
2001,Nanded,Total,35-39,43187,17858,29576
2001,Nanded,Total,40-49,54298,21918,37566
2001,Nanded,Total,50-59,30375,14156,27915
2001,Nanded,Total,60-69,25184,14557,55838
2001,Nanded,Total,70-79,3690,2389,29517
2001,Nanded,Total,80+,1181,676,14438
2001,Nanded,Rural,05-09,1160,926,141379
2001,Nanded,Rural,10-14,7421,7538,127314
2001,Nanded,Rural,15-19,20331,13986,51578
2001,Nanded,Rural,20-24,36858,19092,22909
2001,Nanded,Rural,25-29,43141,20470,18866
2001,Nanded,Rural,30-34,43250,18563,14689
2001,Nanded,Rural,35-39,39214,16385,12702
2001,Nanded,Rural,40-49,49006,20237,16727
2001,Nanded,Rural,50-59,27698,13239,15319
2001,Nanded,Rural,60-69,23628,13767,40875
2001,Nanded,Rural,70-79,3426,2248,23239
2001,Nanded,Rural,80+,1090,650,11511
2001,Nanded,Urban,05-09,122,79,42386
2001,Nanded,Urban,10-14,416,345,43037
2001,Nanded,Urban,15-19,1055,705,32745
2001,Nanded,Urban,20-24,2301,1084,26013
2001,Nanded,Urban,25-29,3541,1500,23326
2001,Nanded,Urban,30-34,3990,1497,18139
2001,Nanded,Urban,35-39,3973,1473,16874
2001,Nanded,Urban,40-49,5292,1681,20839
2001,Nanded,Urban,50-59,2677,917,12596
2001,Nanded,Urban,60-69,1556,790,14963
2001,Nanded,Urban,70-79,264,141,6278
2001,Nanded,Urban,80+,91,26,2927
2001,Hingoli,Total,05-09,293,354,60912
2001,Hingoli,Total,10-14,4937,2738,55327
2001,Hingoli,Total,15-19,14019,3662,21149
2001,Hingoli,Total,20-24,21354,3509,11737
2001,Hingoli,Total,25-29,23978,3569,10458
2001,Hingoli,Total,30-34,23463,3175,8191
2001,Hingoli,Total,35-39,21097,2932,7153
2001,Hingoli,Total,40-49,27214,3693,9085
2001,Hingoli,Total,50-59,15668,2527,7003
2001,Hingoli,Total,60-69,14965,3476,18017
2001,Hingoli,Total,70-79,2384,802,11295
2001,Hingoli,Total,80+,432,160,5870
2001,Hingoli,Rural,05-09,269,351,51212
2001,Hingoli,Rural,10-14,4758,2693,45253
2001,Hingoli,Rural,15-19,13716,3563,14537
2001,Hingoli,Rural,20-24,20724,3352,6541
2001,Hingoli,Rural,25-29,23060,3330,5413
2001,Hingoli,Rural,30-34,22435,2915,4046
2001,Hingoli,Rural,35-39,20137,2649,3290
2001,Hingoli,Rural,40-49,25956,3408,4567
2001,Hingoli,Rural,50-59,15009,2368,4374
2001,Hingoli,Rural,60-69,14426,3288,14163
2001,Hingoli,Rural,70-79,2305,772,9690
2001,Hingoli,Rural,80+,425,155,5157
2001,Hingoli,Urban,05-09,24,3,9700
2001,Hingoli,Urban,10-14,179,45,10074
2001,Hingoli,Urban,15-19,303,99,6612
2001,Hingoli,Urban,20-24,630,157,5196
2001,Hingoli,Urban,25-29,918,239,5045
2001,Hingoli,Urban,30-34,1028,260,4145
2001,Hingoli,Urban,35-39,960,283,3863
2001,Hingoli,Urban,40-49,1258,285,4518
2001,Hingoli,Urban,50-59,659,159,2629
2001,Hingoli,Urban,60-69,539,188,3854
2001,Hingoli,Urban,70-79,79,30,1605
2001,Hingoli,Urban,80+,7,5,713
2001,Parbhani,Total,05-09,297,271,95817
2001,Parbhani,Total,10-14,4580,3472,90052
2001,Parbhani,Total,15-19,14592,6531,41132
2001,Parbhani,Total,20-24,22234,7141,24706
2001,Parbhani,Total,25-29,26161,7695,21746
2001,Parbhani,Total,30-34,28404,7461,18478
2001,Parbhani,Total,35-39,26313,6725,16792
2001,Parbhani,Total,40-49,33927,8600,21689
2001,Parbhani,Total,50-59,19376,5894,15390
2001,Parbhani,Total,60-69,19235,6773,32469
2001,Parbhani,Total,70-79,2628,1238,17582
2001,Parbhani,Total,80+,478,235,8312
2001,Parbhani,Rural,05-09,258,244,66018
2001,Parbhani,Rural,10-14,4348,3330,58724
2001,Parbhani,Rural,15-19,13824,6179,19027
2001,Parbhani,Rural,20-24,20673,6608,7783
2001,Parbhani,Rural,25-29,23831,6955,6385
2001,Parbhani,Rural,30-34,25490,6601,5031
2001,Parbhani,Rural,35-39,23161,5839,4307
2001,Parbhani,Rural,40-49,29816,7607,6100
2001,Parbhani,Rural,50-59,17242,5325,6220
2001,Parbhani,Rural,60-69,17692,6281,20926
2001,Parbhani,Rural,70-79,2313,1111,12605
2001,Parbhani,Rural,80+,427,212,6184
2001,Parbhani,Urban,05-09,39,27,29799
2001,Parbhani,Urban,10-14,232,142,31328
2001,Parbhani,Urban,15-19,768,352,22105
2001,Parbhani,Urban,20-24,1561,533,16923
2001,Parbhani,Urban,25-29,2330,740,15361
2001,Parbhani,Urban,30-34,2914,860,13447
2001,Parbhani,Urban,35-39,3152,886,12485
2001,Parbhani,Urban,40-49,4111,993,15589
2001,Parbhani,Urban,50-59,2134,569,9170
2001,Parbhani,Urban,60-69,1543,492,11543
2001,Parbhani,Urban,70-79,315,127,4977
2001,Parbhani,Urban,80+,51,23,2128
2001,Jalna,Total,05-09,508,265,98132
2001,Jalna,Total,10-14,5528,4075,94131
2001,Jalna,Total,15-19,18306,8438,39570
2001,Jalna,Total,20-24,26882,8538,22361
2001,Jalna,Total,25-29,29810,8890,19945
2001,Jalna,Total,30-34,32711,8859,16418
