Year,District,Rural/Urban,Age Group,Main Workers,Marginal Workers,Non Workers
2011,Hingoli,Rural,15-19,19004,2675,35123
2011,Hingoli,Rural,20-24,32782,3054,12777
2011,Hingoli,Rural,25-29,34742,2282,2932
2011,Hingoli,Rural,30-34,32748,1766,1096
2011,Hingoli,Rural,35-39,31266,1602,775
2011,Hingoli,Rural,40-49,48195,2197,1153
2011,Hingoli,Rural,50-59,29103,1417,1521
2011,Hingoli,Rural,60-69,24242,1595,5379
2011,Hingoli,Rural,70-79,7843,737,5721
2011,Hingoli,Rural,80+,1590,214,3449
2011,Hingoli,Urban,05-09,340,53,9472
2011,Hingoli,Urban,10-14,650,141,10355
2011,Hingoli,Urban,15-19,2556,445,7486
2011,Hingoli,Urban,20-24,4524,630,3961
2011,Hingoli,Urban,25-29,5558,571,1379
2011,Hingoli,Urban,30-34,5436,483,401
2011,Hingoli,Urban,35-39,5673,416,278
2011,Hingoli,Urban,40-49,8658,632,381
2011,Hingoli,Urban,50-59,4721,318,603
2011,Hingoli,Urban,60-69,2270,227,1726
2011,Hingoli,Urban,70-79,725,71,1081
2011,Hingoli,Urban,80+,167,25,511
2011,Parbhani,Total,05-09,1058,548,97085
2011,Parbhani,Total,10-14,4574,1416,98521
2011,Parbhani,Total,15-19,33136,4279,67168
2011,Parbhani,Total,20-24,57732,4515,29339
2011,Parbhani,Total,25-29,63097,3321,8455
2011,Parbhani,Total,30-34,58606,2682,3059
2011,Parbhani,Total,35-39,56526,2254,1860
2011,Parbhani,Total,40-49,89547,3366,2930
2011,Parbhani,Total,50-59,52964,2121,4468
2011,Parbhani,Total,60-69,38959,2241,13933
2011,Parbhani,Total,70-79,12237,987,11490
2011,Parbhani,Total,80+,2815,295,5817
2011,Parbhani,Rural,05-09,681,344,67132
2011,Parbhani,Rural,10-14,3259,937,67939
2011,Parbhani,Rural,15-19,25961,2747,43890
2011,Parbhani,Rural,20-24,44030,2599,15304
2011,Parbhani,Rural,25-29,45607,1616,3113
2011,Parbhani,Rural,30-34,41416,1247,1181
2011,Parbhani,Rural,35-39,39449,1050,725
2011,Parbhani,Rural,40-49,62619,1595,1290
2011,Parbhani,Rural,50-59,37147,1126,1925
2011,Parbhani,Rural,60-69,32146,1465,7332
2011,Parbhani,Rural,70-79,10235,725,7891
2011,Parbhani,Rural,80+,2270,225,4284
2011,Parbhani,Urban,05-09,377,204,29953
2011,Parbhani,Urban,10-14,1315,479,30582
2011,Parbhani,Urban,15-19,7175,1532,23278
2011,Parbhani,Urban,20-24,13702,1916,14035
2011,Parbhani,Urban,25-29,17490,1705,5342
2011,Parbhani,Urban,30-34,17190,1435,1878
2011,Parbhani,Urban,35-39,17077,1204,1135
2011,Parbhani,Urban,40-49,26928,1771,1640
2011,Parbhani,Urban,50-59,15817,995,2543
2011,Parbhani,Urban,60-69,6813,776,6601
2011,Parbhani,Urban,70-79,2002,262,3599
2011,Parbhani,Urban,80+,545,70,1533
2011,Jalna,Total,05-09,1425,830,104861
2011,Jalna,Total,10-14,4543,2065,103139
2011,Jalna,Total,15-19,32518,5765,68764
2011,Jalna,Total,20-24,65436,5915,26214
2011,Jalna,Total,25-29,70597,4294,6659
2011,Jalna,Total,30-34,63610,3360,2736
2011,Jalna,Total,35-39,57926,2811,1922
2011,Jalna,Total,40-49,91947,4101,3357
2011,Jalna,Total,50-59,55511,2593,4546
2011,Jalna,Total,60-69,42351,2827,13023
2011,Jalna,Total,70-79,15492,1465,12672
2011,Jalna,Total,80+,3771,416,6430
2011,Jalna,Rural,05-09,1197,541,85234
2011,Jalna,Rural,10-14,3807,1598,83531
2011,Jalna,Rural,15-19,27992,4601,53958
2011,Jalna,Rural,20-24,55085,4319,18089
2011,Jalna,Rural,25-29,57527,2828,3913
2011,Jalna,Rural,30-34,51540,2210,1550
2011,Jalna,Rural,35-39,46305,1812,1118
2011,Jalna,Rural,40-49,73744,2685,2041
2011,Jalna,Rural,50-59,45495,1858,2900
2011,Jalna,Rural,60-69,38110,2302,9468
2011,Jalna,Rural,70-79,14310,1268,10488
2011,Jalna,Rural,80+,3412,340,5512
2011,Jalna,Urban,05-09,228,289,19627
2011,Jalna,Urban,10-14,736,467,19608
2011,Jalna,Urban,15-19,4526,1164,14806
2011,Jalna,Urban,20-24,10351,1596,8125
2011,Jalna,Urban,25-29,13070,1466,2746
2011,Jalna,Urban,30-34,12070,1150,1186
2011,Jalna,Urban,35-39,11621,999,804
2011,Jalna,Urban,40-49,18203,1416,1316
2011,Jalna,Urban,50-59,10016,735,1646
2011,Jalna,Urban,60-69,4241,525,3555
2011,Jalna,Urban,70-79,1182,197,2184
2011,Jalna,Urban,80+,359,76,918
2011,Chhatrapati Sambhaji Nagar,Total,05-09,1596,1505,196900
2011,Chhatrapati Sambhaji Nagar,Total,10-14,6657,3864,196411
2011,Chhatrapati Sambhaji Nagar,Total,15-19,51405,9081,141448
2011,Chhatrapati Sambhaji Nagar,Total,20-24,119665,10146,63140
2011,Chhatrapati Sambhaji Nagar,Total,25-29,143788,7270,16278
2011,Chhatrapati Sambhaji Nagar,Total,30-34,130616,5067,5424
2011,Chhatrapati Sambhaji Nagar,Total,35-39,122504,4399,3378
2011,Chhatrapati Sambhaji Nagar,Total,40-49,188345,6247,5821
2011,Chhatrapati Sambhaji Nagar,Total,50-59,104608,3660,10908
2011,Chhatrapati Sambhaji Nagar,Total,60-69,59812,3451,28912
2011,Chhatrapati Sambhaji Nagar,Total,70-79,22394,1915,22981
2011,Chhatrapati Sambhaji Nagar,Total,80+,4992,520,10986
2011,Chhatrapati Sambhaji Nagar,Rural,05-09,878,769,112365
2011,Chhatrapati Sambhaji Nagar,Rural,10-14,4527,2800,112450
2011,Chhatrapati Sambhaji Nagar,Rural,15-19,36351,6201,76027
2011,Chhatrapati Sambhaji Nagar,Rural,20-24,76743,5465,24782
2011,Chhatrapati Sambhaji Nagar,Rural,25-29,80109,3064,4335
2011,Chhatrapati Sambhaji Nagar,Rural,30-34,68648,2064,1446
2011,Chhatrapati Sambhaji Nagar,Rural,35-39,64864,1727,997
2011,Chhatrapati Sambhaji Nagar,Rural,40-49,100634,2443,1853
2011,Chhatrapati Sambhaji Nagar,Rural,50-59,60913,1669,3086
2011,Chhatrapati Sambhaji Nagar,Rural,60-69,45892,2215,11030
2011,Chhatrapati Sambhaji Nagar,Rural,70-79,18559,1479,12872
2011,Chhatrapati Sambhaji Nagar,Rural,80+,3650,373,7067
2011,Chhatrapati Sambhaji Nagar,Urban,05-09,718,736,84535
2011,Chhatrapati Sambhaji Nagar,Urban,10-14,2130,1064,83961
2011,Chhatrapati Sambhaji Nagar,Urban,15-19,15054,2880,65421
2011,Chhatrapati Sambhaji Nagar,Urban,20-24,42922,4681,38358
2011,Chhatrapati Sambhaji Nagar,Urban,25-29,63679,4206,11943
2011,Chhatrapati Sambhaji Nagar,Urban,30-34,61968,3003,3978
2011,Chhatrapati Sambhaji Nagar,Urban,35-39,57640,2672,2381
2011,Chhatrapati Sambhaji Nagar,Urban,40-49,87711,3804,3968
2011,Chhatrapati Sambhaji Nagar,Urban,50-59,43695,1991,7822
2011,Chhatrapati Sambhaji Nagar,Urban,60-69,13920,1236,17882
2011,Chhatrapati Sambhaji Nagar,Urban,70-79,3835,436,10109
2011,Chhatrapati Sambhaji Nagar,Urban,80+,1342,147,3919
2011,Nashik,Total,05-09,8046,1731,306046
2011,Nashik,Total,10-14,19024,5359,308832
2011,Nashik,Total,15-19,88779,14766,210973
2011,Nashik,Total,20-24,201215,18290,94932
2011,Nashik,Total,25-29,248046,15212,25518
2011,Nashik,Total,30-34,226033,10895,8603
2011,Nashik,Total,35-39,204271,8954,5603
2011,Nashik,Total,40-49,323840,12758,9942
2011,Nashik,Total,50-59,196693,8294,19259
2011,Nashik,Total,60-69,87711,6244,54359
2011,Nashik,Total,70-79,27769,2964,39412
2011,Nashik,Total,80+,5724,636,15145
2011,Nashik,Rural,05-09,5990,1191,181453
2011,Nashik,Rural,10-14,13925,4331,182427
2011,Nashik,Rural,15-19,58385,10803,112851
2011,Nashik,Rural,20-24,121872,11218,39757
2011,Nashik,Rural,25-29,139919,8194,8979
2011,Nashik,Rural,30-34,122432,5467,3075
2011,Nashik,Rural,35-39,111702,4555,2125
2011,Nashik,Rural,40-49,177472,6401,3593
2011,Nashik,Rural,50-59,114325,4819,5968
2011,Nashik,Rural,60-69,66146,4675,20845
2011,Nashik,Rural,70-79,22073,2446,21681
2011,Nashik,Rural,80+,4053,495,9262
2011,Nashik,Urban,05-09,2056,540,124593
2011,Nashik,Urban,10-14,5099,1028,126405
2011,Nashik,Urban,15-19,30394,3963,98122
2011,Nashik,Urban,20-24,79343,7072,55175
2011,Nashik,Urban,25-29,108127,7018,16539
2011,Nashik,Urban,30-34,103601,5428,5528
2011,Nashik,Urban,35-39,92569,4399,3478
2011,Nashik,Urban,40-49,146368,6357,6349
2011,Nashik,Urban,50-59,82368,3475,13291
2011,Nashik,Urban,60-69,21565,1569,33514
2011,Nashik,Urban,70-79,5696,518,17731
2011,Nashik,Urban,80+,1671,141,5883
2011,Thane,Total,05-09,7115,5879,500574
2011,Thane,Total,10-14,18615,9493,495398
2011,Thane,Total,15-19,121939,28673,380172
2011,Thane,Total,20-24,360393,49103,202490
2011,Thane,Total,25-29,500110,46154,67851
2011,Thane,Total,30-34,466656,35675,31259
2011,Thane,Total,35-39,425387,31094,22553
2011,Thane,Total,40-49,641524,46330,38725
2011,Thane,Total,50-59,363359,28335,66905
2011,Thane,Total,60-69,104299,14835,121982
2011,Thane,Total,70-79,23820,4624,59779
2011,Thane,Total,80+,11622,1607,21356
2011,Thane,Rural,05-09,1738,1264,136552
2011,Thane,Rural,10-14,5459,3492,131516
2011,Thane,Rural,15-19,32446,13775,78427
2011,Thane,Rural,20-24,76986,21243,31835
2011,Thane,Rural,25-29,92459,19604,9589
2011,Thane,Rural,30-34,81913,14971,3990
2011,Thane,Rural,35-39,76271,13561,2861
2011,Thane,Rural,40-49,118085,21326,5311
2011,Thane,Rural,50-59,69993,13559,8112
2011,Thane,Rural,60-69,29028,8072,15873
2011,Thane,Rural,70-79,7312,2414,10275
2011,Thane,Rural,80+,1897,607,4273
2011,Thane,Urban,05-09,5377,4615,364022
2011,Thane,Urban,10-14,13156,6001,363882
2011,Thane,Urban,15-19,89493,14898,301745
2011,Thane,Urban,20-24,283407,27860,170655
2011,Thane,Urban,25-29,407651,26550,58262
2011,Thane,Urban,30-34,384743,20704,27269
2011,Thane,Urban,35-39,349116,17533,19692
2011,Thane,Urban,40-49,523439,25004,33414
2011,Thane,Urban,50-59,293366,14776,58793
2011,Thane,Urban,60-69,75271,6763,106109
2011,Thane,Urban,70-79,16508,2210,49504
2011,Thane,Urban,80+,9725,1000,17083
2011,Mumbai Suburban,Total,05-09,4195,3495,361173
2011,Mumbai Suburban,Total,10-14,12246,4978,389597
2011,Mumbai Suburban,Total,15-19,96783,14022,351855
2011,Mumbai Suburban,Total,20-24,342106,25769,196050
2011,Mumbai Suburban,Total,25-29,460579,20622,60401
2011,Mumbai Suburban,Total,30-34,414516,14356,26667
2011,Mumbai Suburban,Total,35-39,377709,11972,18989
2011,Mumbai Suburban,Total,40-49,595463,17476,32964
2011,Mumbai Suburban,Total,50-59,359380,10909,64367
2011,Mumbai Suburban,Total,60-69,104798,5728,134227
2011,Mumbai Suburban,Total,70-79,23700,1927,77845
2011,Mumbai Suburban,Total,80+,10019,803,27091
2011,Mumbai Suburban,Rural,05-09,0,0,0
2011,Mumbai Suburban,Rural,10-14,0,0,0
2011,Mumbai Suburban,Rural,15-19,0,0,0
2011,Mumbai Suburban,Rural,20-24,0,0,0
2011,Mumbai Suburban,Rural,25-29,0,0,0
2011,Mumbai Suburban,Rural,30-34,0,0,0
2011,Mumbai Suburban,Rural,35-39,0,0,0
2011,Mumbai Suburban,Rural,40-49,0,0,0
2011,Mumbai Suburban,Rural,50-59,0,0,0
2011,Mumbai Suburban,Rural,60-69,0,0,0
2011,Mumbai Suburban,Rural,70-79,0,0,0
2011,Mumbai Suburban,Rural,80+,0,0,0
2011,Mumbai Suburban,Urban,05-09,4195,3495,361173
2011,Mumbai Suburban,Urban,10-14,12246,4978,389597
2011,Mumbai Suburban,Urban,15-19,96783,14022,351855
2011,Mumbai Suburban,Urban,20-24,342106,25769,196050
2011,Mumbai Suburban,Urban,25-29,460579,20622,60401
2011,Mumbai Suburban,Urban,30-34,414516,14356,26667
2011,Mumbai Suburban,Urban,35-39,377709,11972,18989
2011,Mumbai Suburban,Urban,40-49,595463,17476,32964
2011,Mumbai Suburban,Urban,50-59,359380,10909,64367
2011,Mumbai Suburban,Urban,60-69,104798,5728,134227
2011,Mumbai Suburban,Urban,70-79,23700,1927,77845
2011,Mumbai Suburban,Urban,80+,10019,803,27091
2011,Mumbai City,Total,05-09,1558,1071,106164
2011,Mumbai City,Total,10-14,4813,1563,115989
2011,Mumbai City,Total,15-19,37878,4361,108318
2011,Mumbai City,Total,20-24,123336,8414,66323
2011,Mumbai City,Total,25-29,156636,7103,22984
2011,Mumbai City,Total,30-34,137533,5204,10915
2011,Mumbai City,Total,35-39,126073,4140,8014
2011,Mumbai City,Total,40-49,200750,6214,14140
2011,Mumbai City,Total,50-59,125403,3849,24335
2011,Mumbai City,Total,60-69,39940,2068,44914
2011,Mumbai City,Total,70-79,11238,800,27677
2011,Mumbai City,Total,80+,4920,374,11952
2011,Mumbai City,Rural,05-09,0,0,0
2011,Mumbai City,Rural,10-14,0,0,0
2011,Mumbai City,Rural,15-19,0,0,0
2011,Mumbai City,Rural,20-24,0,0,0
2011,Mumbai City,Rural,25-29,0,0,0
2011,Mumbai City,Rural,30-34,0,0,0
2011,Mumbai City,Rural,35-39,0,0,0
2011,Mumbai City,Rural,40-49,0,0,0
2011,Mumbai City,Rural,50-59,0,0,0
2011,Mumbai City,Rural,60-69,0,0,0
2011,Mumbai City,Rural,70-79,0,0,0
2011,Mumbai City,Rural,80+,0,0,0
2011,Mumbai City,Urban,05-09,1558,1071,106164
2011,Mumbai City,Urban,10-14,4813,1563,115989
2011,Mumbai City,Urban,15-19,37878,4361,108318
2011,Mumbai City,Urban,20-24,123336,8414,66323
2011,Mumbai City,Urban,25-29,156636,7103,22984
2011,Mumbai City,Urban,30-34,137533,5204,10915
2011,Mumbai City,Urban,35-39,126073,4140,8014
2011,Mumbai City,Urban,40-49,200750,6214,14140
2011,Mumbai City,Urban,50-59,125403,3849,24335
2011,Mumbai City,Urban,60-69,39940,2068,44914
2011,Mumbai City,Urban,70-79,11238,800,27677
2011,Mumbai City,Urban,80+,4920,374,11952
2011,Raigad,Total,05-09,1736,1143,112416
2011,Raigad,Total,10-14,3653,2082,120419
2011,Raigad,Total,15-19,20901,8532,96232
2011,Raigad,Total,20-24,65298,16152,47797
2011,Raigad,Total,25-29,93508,15669,14802
2011,Raigad,Total,30-34,90963,12605,6225
2011,Raigad,Total,35-39,87543,11879,4332
2011,Raigad,Total,40-49,142465,19000,7685
2011,Raigad,Total,50-59,85962,12948,13449
2011,Raigad,Total,60-69,33688,7999,27621
2011,Raigad,Total,70-79,10840,3042,18995
2011,Raigad,Total,80+,3130,746,8374
2011,Raigad,Rural,05-09,990,615,70431
2011,Raigad,Rural,10-14,2229,1410,78307
2011,Raigad,Rural,15-19,13905,6628,60102
2011,Raigad,Rural,20-24,40570,12394,26035
2011,Raigad,Rural,25-29,53514,12051,8186
2011,Raigad,Rural,30-34,50029,9794,3584
2011,Raigad,Rural,35-39,48860,9362,2545
2011,Raigad,Rural,40-49,80335,15172,4504
2011,Raigad,Rural,50-59,52436,10757,7301
2011,Raigad,Rural,60-69,26142,6990,15990
2011,Raigad,Rural,70-79,9017,2741,13186
2011,Raigad,Rural,80+,2247,639,6131
2011,Raigad,Urban,05-09,746,528,41985
2011,Raigad,Urban,10-14,1424,672,42112
2011,Raigad,Urban,15-19,6996,1904,36130
2011,Raigad,Urban,20-24,24728,3758,21762
2011,Raigad,Urban,25-29,39994,3618,6616
2011,Raigad,Urban,30-34,40934,2811,2641
2011,Raigad,Urban,35-39,38683,2517,1787
2011,Raigad,Urban,40-49,62130,3828,3181
2011,Raigad,Urban,50-59,33526,2191,6148
2011,Raigad,Urban,60-69,7546,1009,11631
2011,Raigad,Urban,70-79,1823,301,5809
2011,Raigad,Urban,80+,883,107,2243
2011,Pune,Total,05-09,5788,2870,397196
2011,Pune,Total,10-14,13593,4654,398882
2011,Pune,Total,15-19,92718,16064,329915
2011,Pune,Total,20-24,318917,30003,188708
2011,Pune,Total,25-29,445459,23618,52037
2011,Pune,Total,30-34,398857,16190,19916
2011,Pune,Total,35-39,344368,13216,13875
2011,Pune,Total,40-49,522656,18676,25075
2011,Pune,Total,50-59,316728,11794,47541
2011,Pune,Total,60-69,131380,8085,110568
2011,Pune,Total,70-79,46680,3924,72042
2011,Pune,Total,80+,12411,1159,31859
2011,Pune,Rural,05-09,3103,992,160879
2011,Pune,Rural,10-14,6738,2138,168548
2011,Pune,Rural,15-19,41706,7785,133583
2011,Pune,Rural,20-24,124376,12387,57950
2011,Pune,Rural,25-29,153860,8767,13169
2011,Pune,Rural,30-34,133184,5865,4583
2011,Pune,Rural,35-39,122263,5073,3366
2011,Pune,Rural,40-49,203190,7519,6079
2011,Pune,Rural,50-59,133154,5104,9732
2011,Pune,Rural,60-69,81030,4497,25039
2011,Pune,Rural,70-79,34009,2664,26725
2011,Pune,Rural,80+,7286,674,14584
2011,Pune,Urban,05-09,2685,1878,236317
2011,Pune,Urban,10-14,6855,2516,230334
2011,Pune,Urban,15-19,51012,8279,196332
2011,Pune,Urban,20-24,194541,17616,130758
2011,Pune,Urban,25-29,291599,14851,38868
2011,Pune,Urban,30-34,265673,10325,15333
2011,Pune,Urban,35-39,222105,8143,10509
2011,Pune,Urban,40-49,319466,11157,18996
2011,Pune,Urban,50-59,183574,6690,37809
2011,Pune,Urban,60-69,50350,3588,85529
2011,Pune,Urban,70-79,12671,1260,45317
2011,Pune,Urban,80+,5125,485,17275
2011,Ahilyanagar,Total,05-09,2686,1347,213875
2011,Ahilyanagar,Total,10-14,7506,3236,227012
2011,Ahilyanagar,Total,15-19,52080,9711,170759
2011,Ahilyanagar,Total,20-24,137854,12972,77107
2011,Ahilyanagar,Total,25-29,168221,9403,17771
2011,Ahilyanagar,Total,30-34,152999,6748,6078
2011,Ahilyanagar,Total,35-39,147216,5790,4198
2011,Ahilyanagar,Total,40-49,250133,8907,7924
2011,Ahilyanagar,Total,50-59,161805,5667,12917
2011,Ahilyanagar,Total,60-69,96878,5087,36029
2011,Ahilyanagar,Total,70-79,37824,3028,35376
2011,Ahilyanagar,Total,80+,7929,791,17681
2011,Ahilyanagar,Rural,05-09,2308,1132,172094
2011,Ahilyanagar,Rural,10-14,6382,2843,182563
2011,Ahilyanagar,Rural,15-19,44228,8062,133960
2011,Ahilyanagar,Rural,20-24,114052,9987,55575
2011,Ahilyanagar,Rural,25-29,133753,6854,11863
2011,Ahilyanagar,Rural,30-34,120218,4864,4113
2011,Ahilyanagar,Rural,35-39,116540,4100,2868
2011,Ahilyanagar,Rural,40-49,198291,6367,5450
2011,Ahilyanagar,Rural,50-59,129642,4149,8092
2011,Ahilyanagar,Rural,60-69,85856,4251,24821
2011,Ahilyanagar,Rural,70-79,34368,2694,28228
2011,Ahilyanagar,Rural,80+,7029,701,14841
2011,Ahilyanagar,Urban,05-09,378,215,41781
2011,Ahilyanagar,Urban,10-14,1124,393,44449
2011,Ahilyanagar,Urban,15-19,7852,1649,36799
2011,Ahilyanagar,Urban,20-24,23802,2985,21532
2011,Ahilyanagar,Urban,25-29,34468,2549,5908
2011,Ahilyanagar,Urban,30-34,32781,1884,1965
2011,Ahilyanagar,Urban,35-39,30676,1690,1330
2011,Ahilyanagar,Urban,40-49,51842,2540,2474
2011,Ahilyanagar,Urban,50-59,32163,1518,4825
2011,Ahilyanagar,Urban,60-69,11022,836,11208
2011,Ahilyanagar,Urban,70-79,3456,334,7148
2011,Ahilyanagar,Urban,80+,900,90,2840
2011,Beed,Total,05-09,4517,616,134472
2011,Beed,Total,10-14,7477,1938,133425
2011,Beed,Total,15-19,35710,5944,100949
2011,Beed,Total,20-24,79583,7488,44858
2011,Beed,Total,25-29,88686,5408,11037
2011,Beed,Total,30-34,81717,4114,3334
2011,Beed,Total,35-39,78455,3466,2108
2011,Beed,Total,40-49,129637,4974,3339
2011,Beed,Total,50-59,82802,3108,4712
2011,Beed,Total,60-69,64966,3610,16896
2011,Beed,Total,70-79,25958,2092,18681
2011,Beed,Total,80+,4631,496,9843
2011,Beed,Rural,05-09,3674,497,107923
2011,Beed,Rural,10-14,5980,1653,106190
2011,Beed,Rural,15-19,30086,4839,79286
2011,Beed,Rural,20-24,67574,5617,31682
2011,Beed,Rural,25-29,72051,3544,6440
2011,Beed,Rural,30-34,65282,2616,1887
2011,Beed,Rural,35-39,62626,2141,1184
2011,Beed,Rural,40-49,103891,3129,2017
2011,Beed,Rural,50-59,68000,2138,2732
2011,Beed,Rural,60-69,58595,2853,11272
2011,Beed,Rural,70-79,23874,1794,15177
2011,Beed,Rural,80+,4162,426,8303
2011,Beed,Urban,05-09,843,119,26549
2011,Beed,Urban,10-14,1497,285,27235
2011,Beed,Urban,15-19,5624,1105,21663
2011,Beed,Urban,20-24,12009,1871,13176
2011,Beed,Urban,25-29,16635,1864,4597
2011,Beed,Urban,30-34,16435,1498,1447
2011,Beed,Urban,35-39,15829,1325,924
2011,Beed,Urban,40-49,25746,1845,1322
2011,Beed,Urban,50-59,14802,970,1980
2011,Beed,Urban,60-69,6371,757,5624
2011,Beed,Urban,70-79,2084,298,3504
2011,Beed,Urban,80+,469,70,1540
2011,Latur,Total,05-09,1720,688,124919
2011,Latur,Total,10-14,4697,1288,132999
2011,Latur,Total,15-19,32162,4088,99819
2011,Latur,Total,20-24,73102,5992,48129
2011,Latur,Total,25-29,81518,4663,14148
2011,Latur,Total,30-34,77301,3831,4976
2011,Latur,Total,35-39,76867,3336,3128
2011,Latur,Total,40-49,120862,4718,4620
2011,Latur,Total,50-59,72609,2786,5372
2011,Latur,Total,60-69,60610,3060,17446
2011,Latur,Total,70-79,24028,1566,18008
2011,Latur,Total,80+,5125,478,10626
2011,Latur,Rural,05-09,1342,479,92003
2011,Latur,Rural,10-14,3481,927,97082
2011,Latur,Rural,15-19,26183,2938,71776
2011,Latur,Rural,20-24,59488,4146,31144
2011,Latur,Rural,25-29,62382,2774,8078
2011,Latur,Rural,30-34,57914,2133,2718
2011,Latur,Rural,35-39,57160,1783,1743
2011,Latur,Rural,40-49,90147,2539,2582
2011,Latur,Rural,50-59,55431,1558,2771
2011,Latur,Rural,60-69,52748,2234,10691
2011,Latur,Rural,70-79,21524,1306,13654
2011,Latur,Rural,80+,4375,363,8542
2011,Latur,Urban,05-09,378,209,32916
2011,Latur,Urban,10-14,1216,361,35917
2011,Latur,Urban,15-19,5979,1150,28043
2011,Latur,Urban,20-24,13614,1846,16985
2011,Latur,Urban,25-29,19136,1889,6070
2011,Latur,Urban,30-34,19387,1698,2258
2011,Latur,Urban,35-39,19707,1553,1385
2011,Latur,Urban,40-49,30715,2179,2038
2011,Latur,Urban,50-59,17178,1228,2601
2011,Latur,Urban,60-69,7862,826,6755
2011,Latur,Urban,70-79,2504,260,4354
2011,Latur,Urban,80+,750,115,2084
2011,Dharashiv,Total,05-09,2517,391,76887
2011,Dharashiv,Total,10-14,4070,753,84196
2011,Dharashiv,Total,15-19,22548,3409,64909
2011,Dharashiv,Total,20-24,49712,5487,30642
2011,Dharashiv,Total,25-29,55647,4334,8403
2011,Dharashiv,Total,30-34,50419,3242,2637
2011,Dharashiv,Total,35-39,49397,2658,1611
2011,Dharashiv,Total,40-49,83970,4112,2473
2011,Dharashiv,Total,50-59,53016,2530,3402
2011,Dharashiv,Total,60-69,44560,2884,11501
2011,Dharashiv,Total,70-79,20955,1812,13644
2011,Dharashiv,Total,80+,4252,462,8377
2011,Dharashiv,Rural,05-09,2067,336,62939
2011,Dharashiv,Rural,10-14,3420,621,68608
2011,Dharashiv,Rural,15-19,20015,2803,52465
2011,Dharashiv,Rural,20-24,43849,4388,23074
2011,Dharashiv,Rural,25-29,47324,3135,5536
2011,Dharashiv,Rural,30-34,41963,2308,1691
2011,Dharashiv,Rural,35-39,41039,1811,1047
2011,Dharashiv,Rural,40-49,70146,2949,1691
2011,Dharashiv,Rural,50-59,44847,1886,2204
2011,Dharashiv,Rural,60-69,40966,2390,8084
2011,Dharashiv,Rural,70-79,19669,1611,11373
2011,Dharashiv,Rural,80+,3948,418,7327
2011,Dharashiv,Urban,05-09,450,55,13948
2011,Dharashiv,Urban,10-14,650,132,15588
2011,Dharashiv,Urban,15-19,2533,606,12444
2011,Dharashiv,Urban,20-24,5863,1099,7568
2011,Dharashiv,Urban,25-29,8323,1199,2867
2011,Dharashiv,Urban,30-34,8456,934,946
2011,Dharashiv,Urban,35-39,8358,847,564
2011,Dharashiv,Urban,40-49,13824,1163,782
2011,Dharashiv,Urban,50-59,8169,644,1198
2011,Dharashiv,Urban,60-69,3594,494,3417
2011,Dharashiv,Urban,70-79,1286,201,2271
2011,Dharashiv,Urban,80+,304,44,1050
2011,Solapur,Total,05-09,1659,1024,205825
2011,Solapur,Total,10-14,6743,2345,220916
2011,Solapur,Total,15-19,56398,7401,166789
2011,Solapur,Total,20-24,135985,10058,77453
2011,Solapur,Total,25-29,155282,7545,19760
2011,Solapur,Total,30-34,139931,5428,6663
2011,Solapur,Total,35-39,135893,4615,4467
2011,Solapur,Total,40-49,231570,7185,8113
2011,Solapur,Total,50-59,152342,4833,14204
2011,Solapur,Total,60-69,88604,4236,38879
2011,Solapur,Total,70-79,32768,2327,35269
2011,Solapur,Total,80+,7680,668,18418
2011,Solapur,Rural,05-09,1190,670,142504
2011,Solapur,Rural,10-14,4642,1658,151942
2011,Solapur,Rural,15-19,41534,5137,109935
2011,Solapur,Rural,20-24,98667,6563,45279
2011,Solapur,Rural,25-29,105740,4283,9809
2011,Solapur,Rural,30-34,93596,3019,3202
2011,Solapur,Rural,35-39,91649,2587,2119
2011,Solapur,Rural,40-49,156910,3954,3937
2011,Solapur,Rural,50-59,104528,2729,6229
2011,Solapur,Rural,60-69,70766,2951,20682
2011,Solapur,Rural,70-79,27343,1828,23878
2011,Solapur,Rural,80+,6098,521,13615
2011,Solapur,Urban,05-09,469,354,63321
2011,Solapur,Urban,10-14,2101,687,68974
2011,Solapur,Urban,15-19,14864,2264,56854
2011,Solapur,Urban,20-24,37318,3495,32174
2011,Solapur,Urban,25-29,49542,3262,9951
2011,Solapur,Urban,30-34,46335,2409,3461
2011,Solapur,Urban,35-39,44244,2028,2348
2011,Solapur,Urban,40-49,74660,3231,4176
2011,Solapur,Urban,50-59,47814,2104,7975
2011,Solapur,Urban,60-69,17838,1285,18197
2011,Solapur,Urban,70-79,5425,499,11391
2011,Solapur,Urban,80+,1582,147,4803
2011,Satara,Total,05-09,1586,852,123903
