District,Year,Select Industry,Govt. Employees,Semi-Govt. Employees,Private Employees
Chandrapur,2021,Wholesale And Retail Trade And Hotel Business,0.0,1202,2004
Chandrapur,2021,"Transportation, Warehousing And Transportation",2285.0,25,0
Chandrapur,2021,"Finance, Insurance, Real Estate And Trade Services",9076.0,81,0
Chandrapur,2021,"Collective, Social And Individual Service",10712.0,587,19813
Dhule,2012,Agriculture,844.0,0,477
Dhule,2012,Mining,8.0,21,139
Dhule,2012,Commodity Manufacturing,174.0,175,9187
Dhule,2012,"Electricity Generation, Gas, Water And Sewage Services",621.0,1257,6
Dhule,2012,Construction,967.0,0,518
Dhule,2012,Wholesale And Retail Trade And Hotel Business,24.0,0,434
Dhule,2012,"Transportation, Warehousing And Transportation",918.0,3804,97
Dhule,2012,"Finance, Insurance, Real Estate And Trade Services",54.0,9,4738
Dhule,2012,"Collective, Social And Individual Service",17937.0,154,13334
Dhule,2013,Agriculture,0.0,0,8
Dhule,2013,Mining,0.0,0,0
Dhule,2013,Commodity Manufacturing,0.0,0,680
Dhule,2013,"Electricity Generation, Gas, Water And Sewage Services",0.0,393,0
Dhule,2013,Construction,0.0,0,18
Dhule,2013,Wholesale And Retail Trade And Hotel Business,0.0,0,77
Dhule,2013,"Transportation, Warehousing And Transportation",274.0,0,0
Dhule,2013,"Finance, Insurance, Real Estate And Trade Services",0.0,0,80
Dhule,2013,"Collective, Social And Individual Service",0.0,68,3233
Dhule,2014,Agriculture,853.0,195,654
Dhule,2014,Mining,175.0,1367,8723
Dhule,2014,Commodity Manufacturing,0.0,0,45
Dhule,2014,"Electricity Generation, Gas, Water And Sewage Services",621.0,0,0
Dhule,2014,Construction,933.0,0,518
Dhule,2014,Wholesale And Retail Trade And Hotel Business,8.0,35,543
Dhule,2014,"Transportation, Warehousing And Transportation",274.0,3804,123
Dhule,2014,"Finance, Insurance, Real Estate And Trade Services",660.0,888,2220
Dhule,2014,"Collective, Social And Individual Service",1708.0,155,15558
Dhule,2015,Agriculture,853.0,198,659
Dhule,2015,Mining,369.0,1382,8731
Dhule,2015,Commodity Manufacturing,1367.0,0,49
Dhule,2015,"Electricity Generation, Gas, Water And Sewage Services",621.0,0,0
Dhule,2015,Construction,933.0,0,522
Dhule,2015,Wholesale And Retail Trade And Hotel Business,43.0,38,548
Dhule,2015,"Transportation, Warehousing And Transportation",4541.0,3808,127
Dhule,2015,"Finance, Insurance, Real Estate And Trade Services",1611.0,892,2226
Dhule,2015,"Collective, Social And Individual Service",91.0,159,1561
Dhule,2016,Agriculture,853.0,298,659
Dhule,2016,Mining,369.0,1394,8920
Dhule,2016,Commodity Manufacturing,1382.0,50,62
Dhule,2016,"Electricity Generation, Gas, Water And Sewage Services",626.0,40,70
Dhule,2016,Construction,942.0,62,530
Dhule,2016,Wholesale And Retail Trade And Hotel Business,45.0,46,565
Dhule,2016,"Transportation, Warehousing And Transportation",4350.0,3902,135
Dhule,2016,"Finance, Insurance, Real Estate And Trade Services",1719.0,946,2397
Dhule,2016,"Collective, Social And Individual Service",164.0,99,697
Dhule,2017,Agriculture,291.0,85,188
Dhule,2017,Mining,322.0,1450,6760
Dhule,2017,Commodity Manufacturing,1382.0,50,62
Dhule,2017,"Electricity Generation, Gas, Water And Sewage Services",626.0,40,70
Dhule,2017,Construction,942.0,62,530
Dhule,2017,Wholesale And Retail Trade And Hotel Business,45.0,46,565
Dhule,2017,"Transportation, Warehousing And Transportation",4650.0,3902,135
Dhule,2017,"Finance, Insurance, Real Estate And Trade Services",1719.0,946,2397
Dhule,2017,"Collective, Social And Individual Service",164.0,99,698
Dhule,2018,Agriculture,855.0,23,17
Dhule,2018,Mining,19.0,0,7
Dhule,2018,Commodity Manufacturing,450.0,136,126
Dhule,2018,"Electricity Generation, Gas, Water And Sewage Services",0.0,1586,3
Dhule,2018,Construction,660.0,184,5
Dhule,2018,Wholesale And Retail Trade And Hotel Business,148.0,33,48
Dhule,2018,"Transportation, Warehousing And Transportation",635.0,4300,2
Dhule,2018,"Finance, Insurance, Real Estate And Trade Services",957.0,31,49
Dhule,2018,"Collective, Social And Individual Service",28.0,0,108
Dhule,2019,Agriculture,861.0,24,667
Dhule,2019,Mining,19.0,0,28
Dhule,2019,Commodity Manufacturing,503.0,145,12019
Dhule,2019,"Electricity Generation, Gas, Water And Sewage Services",0.0,1586,51
Dhule,2019,Construction,478.0,370,530
Dhule,2019,Wholesale And Retail Trade And Hotel Business,147.0,33,867
Dhule,2019,"Transportation, Warehousing And Transportation",634.0,4138,103
Dhule,2019,"Finance, Insurance, Real Estate And Trade Services",956.0,44,2569
Dhule,2019,"Collective, Social And Individual Service",1192.0,18,2640
Dhule,2020,Agriculture,855.0,22,667
Dhule,2020,Mining,19.0,0,28
Dhule,2020,Commodity Manufacturing,477.0,145,12490
Dhule,2020,"Electricity Generation, Gas, Water And Sewage Services",0.0,1586,170
Dhule,2020,Construction,393.0,370,30
Dhule,2020,Wholesale And Retail Trade And Hotel Business,146.0,33,867
Dhule,2020,"Transportation, Warehousing And Transportation",634.0,4023,103
Dhule,2020,"Finance, Insurance, Real Estate And Trade Services",954.0,113,3613
Dhule,2020,"Collective, Social And Individual Service",1150.0,18,2619
Dhule,2021,Agriculture,854.0,22,667
Dhule,2021,Mining,19.0,0,28
Dhule,2021,Commodity Manufacturing,477.0,145,12502
Dhule,2021,"Electricity Generation, Gas, Water And Sewage Services",0.0,1586,249
Dhule,2021,Construction,394.0,370,30
Dhule,2021,Wholesale And Retail Trade And Hotel Business,148.0,33,852
Dhule,2021,"Transportation, Warehousing And Transportation",634.0,3869,103
Dhule,2021,"Finance, Insurance, Real Estate And Trade Services",957.0,111,4151
Dhule,2021,"Collective, Social And Individual Service",1151.0,18,2572
Gadchiroli,2012,Agriculture,1895.0,0,23
Gadchiroli,2012,Mining,0.0,0,0
Gadchiroli,2012,Commodity Manufacturing,548.0,0,434
Gadchiroli,2012,"Electricity Generation, Gas, Water And Sewage Services",49.0,7,0
Gadchiroli,2012,Construction,557.0,742,135
Gadchiroli,2012,Wholesale And Retail Trade And Hotel Business,248.0,7,0
Gadchiroli,2012,"Transportation, Warehousing And Transportation",466.0,443,66
Gadchiroli,2012,"Finance, Insurance, Real Estate And Trade Services",2940.0,222,439
Gadchiroli,2012,"Collective, Social And Individual Service",9073.0,44,4600
Gadchiroli,2013,Agriculture,3179.0,30,0
Gadchiroli,2013,Mining,0.0,0,0
Gadchiroli,2013,Commodity Manufacturing,217.0,29,641
Gadchiroli,2013,"Electricity Generation, Gas, Water And Sewage Services",1209.0,78,127
Gadchiroli,2013,Construction,254.0,0,38
Gadchiroli,2013,Wholesale And Retail Trade And Hotel Business,886.0,0,55
Gadchiroli,2013,"Transportation, Warehousing And Transportation",6297.0,407,428
Gadchiroli,2013,"Finance, Insurance, Real Estate And Trade Services",864.0,11,200
Gadchiroli,2013,"Collective, Social And Individual Service",3179.0,6303,4658
Gadchiroli,2014,Agriculture,3511.0,54,0
Gadchiroli,2014,Mining,0.0,0,404
Gadchiroli,2014,Commodity Manufacturing,288.0,64,231
Gadchiroli,2014,"Electricity Generation, Gas, Water And Sewage Services",1087.0,40,196
Gadchiroli,2014,Construction,303.0,0,36
Gadchiroli,2014,Wholesale And Retail Trade And Hotel Business,975.0,0,198
Gadchiroli,2014,"Transportation, Warehousing And Transportation",306.0,268,430
Gadchiroli,2014,"Finance, Insurance, Real Estate And Trade Services",15358.0,6506,4846
Gadchiroli,2014,"Collective, Social And Individual Service",862.0,0,38
Gadchiroli,2015,Agriculture,2457.0,53,0
Gadchiroli,2015,Mining,0.0,0,399
Gadchiroli,2015,Commodity Manufacturing,223.0,64,231
Gadchiroli,2015,"Electricity Generation, Gas, Water And Sewage Services",1025.0,42,196
Gadchiroli,2015,Construction,552.0,0,54
Gadchiroli,2015,Wholesale And Retail Trade And Hotel Business,876.0,0,199
Gadchiroli,2015,"Transportation, Warehousing And Transportation",20.0,180,422
Gadchiroli,2015,"Finance, Insurance, Real Estate And Trade Services",10159.0,470,5107
Gadchiroli,2015,"Collective, Social And Individual Service",862.0,6033,38
Gadchiroli,2016,Agriculture,3511.0,54,0
Gadchiroli,2016,Mining,0.0,0,404
Gadchiroli,2016,Commodity Manufacturing,288.0,64,231
Gadchiroli,2016,"Electricity Generation, Gas, Water And Sewage Services",1087.0,40,196
Gadchiroli,2016,Construction,303.0,0,36
Gadchiroli,2016,Wholesale And Retail Trade And Hotel Business,975.0,0,198
Gadchiroli,2016,"Transportation, Warehousing And Transportation",306.0,268,430
Gadchiroli,2016,"Finance, Insurance, Real Estate And Trade Services",15358.0,6506,4846
Gadchiroli,2016,"Collective, Social And Individual Service",982.0,0,38
Gadchiroli,2017,Agriculture,3600.0,60,0
Gadchiroli,2017,Mining,0.0,0,420
Gadchiroli,2017,Commodity Manufacturing,290.0,70,235
Gadchiroli,2017,"Electricity Generation, Gas, Water And Sewage Services",1090.0,45,200
Gadchiroli,2017,Construction,305.0,0,38
Gadchiroli,2017,Wholesale And Retail Trade And Hotel Business,980.0,0,200
Gadchiroli,2017,"Transportation, Warehousing And Transportation",310.0,272,435
Gadchiroli,2017,"Finance, Insurance, Real Estate And Trade Services",15485.0,6870,4950
Gadchiroli,2017,"Collective, Social And Individual Service",870.0,0,45
Gadchiroli,2018,Agriculture,3800.0,65,0
Gadchiroli,2018,Mining,0.0,0,586
Gadchiroli,2018,Commodity Manufacturing,315.0,75,354
Gadchiroli,2018,"Electricity Generation, Gas, Water And Sewage Services",1230.0,47,230
Gadchiroli,2018,Construction,325.0,0,43
Gadchiroli,2018,Wholesale And Retail Trade And Hotel Business,1087.0,0,243
Gadchiroli,2018,"Transportation, Warehousing And Transportation",429.0,285,487
Gadchiroli,2018,"Finance, Insurance, Real Estate And Trade Services",17860.0,6956,5862
Gadchiroli,2018,"Collective, Social And Individual Service",958.0,0,54
Gadchiroli,2019,Agriculture,3800.0,70,0
Gadchiroli,2019,Mining,0.0,0,595
Gadchiroli,2019,Commodity Manufacturing,320.0,80,362
Gadchiroli,2019,"Electricity Generation, Gas, Water And Sewage Services",1245.0,51,242
Gadchiroli,2019,Construction,340.0,0,47
Gadchiroli,2019,Wholesale And Retail Trade And Hotel Business,1090.0,0,247
Gadchiroli,2019,"Transportation, Warehousing And Transportation",431.0,292,492
Gadchiroli,2019,"Finance, Insurance, Real Estate And Trade Services",17875.0,6972,5865
Gadchiroli,2019,"Collective, Social And Individual Service",970.0,0,59
Gadchiroli,2020,Agriculture,3840.0,75,0
Gadchiroli,2020,Mining,0.0,0,430
Gadchiroli,2020,Commodity Manufacturing,300.0,80,245
Gadchiroli,2020,"Electricity Generation, Gas, Water And Sewage Services",1320.0,50,225
Gadchiroli,2020,Construction,315.0,0,45
Gadchiroli,2020,Wholesale And Retail Trade And Hotel Business,998.0,0,220
Gadchiroli,2020,"Transportation, Warehousing And Transportation",422.0,280,450
Gadchiroli,2020,"Finance, Insurance, Real Estate And Trade Services",17910.0,6890,5120
Gadchiroli,2020,"Collective, Social And Individual Service",967.0,0,50
Gadchiroli,2021,Agriculture,3841.0,76,1
Gadchiroli,2021,Mining,0.0,0,431
Gadchiroli,2021,Commodity Manufacturing,301.0,81,245
Gadchiroli,2021,"Electricity Generation, Gas, Water And Sewage Services",1320.0,50,225
Gadchiroli,2021,Construction,316.0,0,46
Gadchiroli,2021,Wholesale And Retail Trade And Hotel Business,999.0,0,220
Gadchiroli,2021,"Transportation, Warehousing And Transportation",422.0,281,450
Gadchiroli,2021,"Finance, Insurance, Real Estate And Trade Services",17914.0,6892,5120
Gadchiroli,2021,"Collective, Social And Individual Service",969.0,0,51
Gondia,2012,Agriculture,147.0,92,
Gondia,2012,Commodity Manufacturing,2088.0,381,527
Gondia,2012,"Electricity Generation, Gas, Water And Sewage Services",2546.0,368,
Gondia,2012,Construction,223.0,,
Gondia,2012,"Transportation, Warehousing And Transportation",,2088,
Gondia,2012,"Finance, Insurance, Real Estate And Trade Services",375.0,296,62
Gondia,2012,"Collective, Social And Individual Service",1056.0,337,6098
Gondia,2013,Agriculture,308.0,,
Gondia,2013,Mining,66.0,,166
Gondia,2013,Commodity Manufacturing,2475.0,,302
Gondia,2013,"Electricity Generation, Gas, Water And Sewage Services",412.0,,585
Gondia,2013,Wholesale And Retail Trade And Hotel Business,5349.0,631,202
Gondia,2013,"Transportation, Warehousing And Transportation",398.0,164,89
Gondia,2013,"Finance, Insurance, Real Estate And Trade Services",998.0,932,7077
Gondia,2013,"Collective, Social And Individual Service",212.0,0,31
Gondia,2014,Agriculture,125.0,208,0
Gondia,2014,Mining,63.0,0,146
Gondia,2014,Commodity Manufacturing,795.0,365,874
Gondia,2014,"Electricity Generation, Gas, Water And Sewage Services",488.0,2295,37
Gondia,2014,Wholesale And Retail Trade And Hotel Business,3041.0,1065,237
Gondia,2014,"Transportation, Warehousing And Transportation",16.0,7,0
Gondia,2014,"Finance, Insurance, Real Estate And Trade Services",1737.0,872,7174
Gondia,2014,"Collective, Social And Individual Service",180.0,45,24
Gondia,2015,Agriculture,127.0,208,0
Gondia,2015,Mining,51.0,23,399
Gondia,2015,Commodity Manufacturing,2118.0,365,233
Gondia,2015,"Electricity Generation, Gas, Water And Sewage Services",536.0,2293,196
Gondia,2015,Wholesale And Retail Trade And Hotel Business,3239.0,1064,253
Gondia,2015,"Transportation, Warehousing And Transportation",16.0,7,422
Gondia,2015,"Finance, Insurance, Real Estate And Trade Services",1383.0,856,5105
Gondia,2015,"Collective, Social And Individual Service",175.0,45,38
Gondia,2016,Agriculture,127.0,208,0
Gondia,2016,Mining,51.0,23,399
Gondia,2016,Commodity Manufacturing,2118.0,365,233
Gondia,2016,"Electricity Generation, Gas, Water And Sewage Services",536.0,2293,196
Gondia,2016,Wholesale And Retail Trade And Hotel Business,3239.0,1072,261
Gondia,2016,"Transportation, Warehousing And Transportation",16.0,7,423
Gondia,2016,"Finance, Insurance, Real Estate And Trade Services",1386.0,871,5116
Gondia,2016,"Collective, Social And Individual Service",175.0,45,43
Gondia,2017,Agriculture,127.0,208,0
Gondia,2017,Mining,51.0,23,399
Gondia,2017,Commodity Manufacturing,2118.0,365,233
Gondia,2017,"Electricity Generation, Gas, Water And Sewage Services",536.0,2293,215
Gondia,2017,Wholesale And Retail Trade And Hotel Business,3239.0,1072,277
Gondia,2017,"Transportation, Warehousing And Transportation",16.0,7,439
Gondia,2017,"Finance, Insurance, Real Estate And Trade Services",1394.0,871,5165
Gondia,2017,"Collective, Social And Individual Service",181.0,45,64
Gondia,2018,Agriculture,127.0,208,0
Gondia,2018,Mining,51.0,23,399
Gondia,2018,Commodity Manufacturing,2118.0,365,233
Gondia,2018,"Electricity Generation, Gas, Water And Sewage Services",460.0,2231,196
Gondia,2018,Construction,76.0,62,0
Gondia,2018,Wholesale And Retail Trade And Hotel Business,3239.0,1082,277
Gondia,2018,"Transportation, Warehousing And Transportation",16.0,7,423
Gondia,2018,"Finance, Insurance, Real Estate And Trade Services",1386.0,871,5206
Gondia,2018,"Collective, Social And Individual Service",175.0,57,104
Gondia,2019,Agriculture,102.0,199,0
Gondia,2019,Mining,1443.0,8,334
Gondia,2019,Commodity Manufacturing,1064.0,365,927
Gondia,2019,"Electricity Generation, Gas, Water And Sewage Services",445.0,12,154
Gondia,2019,Construction,119.0,2193,29
Gondia,2019,Wholesale And Retail Trade And Hotel Business,3243.0,1475,302
Gondia,2019,"Transportation, Warehousing And Transportation",37.0,7,9
Gondia,2019,"Finance, Insurance, Real Estate And Trade Services",1785.0,1329,8497
Gondia,2019,"Collective, Social And Individual Service",158.0,2037,501
Gondia,2020,Agriculture,123.0,199,
Gondia,2020,Mining,1443.0,8,
Gondia,2020,Commodity Manufacturing,1012.0,365,
Gondia,2020,"Electricity Generation, Gas, Water And Sewage Services",445.0,12,
Gondia,2020,Construction,158.0,2193,
Gondia,2020,Wholesale And Retail Trade And Hotel Business,3263.0,687,
Gondia,2020,"Transportation, Warehousing And Transportation",22.0,7,
Gondia,2020,"Finance, Insurance, Real Estate And Trade Services",1789.0,1284,
Gondia,2020,"Collective, Social And Individual Service",158.0,2031,
Gondia,2021,Agriculture,122.0,199,8
Gondia,2021,Mining,1442.0,8,442
Gondia,2021,Commodity Manufacturing,1012.0,365,875
Gondia,2021,"Electricity Generation, Gas, Water And Sewage Services",445.0,12,143
Gondia,2021,Construction,158.0,2193,31
Gondia,2021,Wholesale And Retail Trade And Hotel Business,3261.0,685,1031
Gondia,2021,"Transportation, Warehousing And Transportation",22.0,7,16
Gondia,2021,"Finance, Insurance, Real Estate And Trade Services",1799.0,1277,8673
Gondia,2021,"Collective, Social And Individual Service",158.0,2031,446
Hingoli,2012,Agriculture,60.0,56,
Hingoli,2012,Mining,0.0,0,0
Hingoli,2012,Commodity Manufacturing,74.0,77,379
Hingoli,2012,"Electricity Generation, Gas, Water And Sewage Services",275.0,117,979
Hingoli,2012,Construction,125.0,86,94
Hingoli,2012,Wholesale And Retail Trade And Hotel Business,296.0,157,336
Hingoli,2012,"Transportation, Warehousing And Transportation",50.0,26,64
Hingoli,2012,"Finance, Insurance, Real Estate And Trade Services",525.0,250,472
Hingoli,2012,"Collective, Social And Individual Service",4022.0,524,2568
Hingoli,2014,Agriculture,60.0,65,0
Hingoli,2014,Mining,,,
Hingoli,2014,Commodity Manufacturing,70.0,72,370
Hingoli,2014,"Electricity Generation, Gas, Water And Sewage Services",276.0,120,175
Hingoli,2014,Construction,118.0,83,91
Hingoli,2014,Wholesale And Retail Trade And Hotel Business,287.0,155,331
Hingoli,2014,"Transportation, Warehousing And Transportation",49.0,25,67
Hingoli,2014,"Finance, Insurance, Real Estate And Trade Services",505.0,251,465
Hingoli,2014,"Collective, Social And Individual Service",3800.0,514,2511
Hingoli,2015,Agriculture,73.0,60,11
Hingoli,2015,Mining,0.0,0,0
Hingoli,2015,Commodity Manufacturing,83.0,79,413
Hingoli,2015,"Electricity Generation, Gas, Water And Sewage Services",292.0,121,994
Hingoli,2015,Construction,131.0,89,97
Hingoli,2015,Wholesale And Retail Trade And Hotel Business,310.0,162,339
Hingoli,2015,"Transportation, Warehousing And Transportation",75.0,33,72
Hingoli,2015,"Finance, Insurance, Real Estate And Trade Services",542.0,255,490
Hingoli,2015,"Collective, Social And Individual Service",4042.0,542,2578
Hingoli,2017,Agriculture,156.0,83,57
Hingoli,2017,Mining,1.0,0,0
Hingoli,2017,Commodity Manufacturing,85.0,79,413
Hingoli,2017,"Electricity Generation, Gas, Water And Sewage Services",310.0,123,997
Hingoli,2017,Construction,155.0,86,99
Hingoli,2017,Wholesale And Retail Trade And Hotel Business,325.0,173,347
Hingoli,2017,"Transportation, Warehousing And Transportation",80.0,39,79
Hingoli,2017,"Finance, Insurance, Real Estate And Trade Services",547.0,259,515
Hingoli,2017,"Collective, Social And Individual Service",4050.0,587,2598
Hingoli,2018,Agriculture,173.0,83,57
Hingoli,2018,Mining,1.0,0,0
Hingoli,2018,Commodity Manufacturing,85.0,79,413
Hingoli,2018,"Electricity Generation, Gas, Water And Sewage Services",354.0,123,997
Hingoli,2018,Construction,181.0,86,99
Hingoli,2018,Wholesale And Retail Trade And Hotel Business,325.0,173,362
Hingoli,2018,"Transportation, Warehousing And Transportation",80.0,39,79
Hingoli,2018,"Finance, Insurance, Real Estate And Trade Services",550.0,259,525
Hingoli,2018,"Collective, Social And Individual Service",4134.0,587,2886
Hingoli,2019,Agriculture,622.0,19,396
Hingoli,2019,Mining,20.0,42,1161
Hingoli,2019,Commodity Manufacturing,116.0,157,96
Hingoli,2019,"Electricity Generation, Gas, Water And Sewage Services",988.0,0,81
Hingoli,2019,Construction,204.0,12,17
Hingoli,2019,Wholesale And Retail Trade And Hotel Business,138.0,271,440
Hingoli,2019,"Transportation, Warehousing And Transportation",11.0,39,130
Hingoli,2019,"Finance, Insurance, Real Estate And Trade Services",5798.0,54,3956
Hingoli,2019,"Collective, Social And Individual Service",116.0,83,662
Hingoli,2020,Agriculture,742.0,46,396
Hingoli,2020,Mining,21.0,43,1165
Hingoli,2020,Commodity Manufacturing,117.0,97,96
Hingoli,2020,"Electricity Generation, Gas, Water And Sewage Services",960.0,6,81
Hingoli,2020,Construction,216.0,6,17
Hingoli,2020,Wholesale And Retail Trade And Hotel Business,85.0,196,439
Hingoli,2020,"Transportation, Warehousing And Transportation",10.0,36,130
Hingoli,2020,"Finance, Insurance, Real Estate And Trade Services",5802.0,55,3922
Hingoli,2020,"Collective, Social And Individual Service",116.0,77,1109
Hingoli,2021,Agriculture,721.0,46,396
Hingoli,2021,Mining,20.0,16,1184
Hingoli,2021,Commodity Manufacturing,115.0,98,96
Hingoli,2021,"Electricity Generation, Gas, Water And Sewage Services",947.0,0,81
Hingoli,2021,Construction,203.0,12,17
Hingoli,2021,Wholesale And Retail Trade And Hotel Business,132.0,196,443
Hingoli,2021,"Transportation, Warehousing And Transportation",11.0,36,130
Hingoli,2021,"Finance, Insurance, Real Estate And Trade Services",5750.0,48,3926
Hingoli,2021,"Collective, Social And Individual Service",86.0,77,1109
Jalna,2013,Agriculture,94.0,0,971
Jalna,2013,Mining,253.0,21,5114
Jalna,2013,Commodity Manufacturing,2116.0,0,0
Jalna,2013,"Electricity Generation, Gas, Water And Sewage Services",1354.0,0,0
Jalna,2013,Construction,336.0,52,170
Jalna,2013,Wholesale And Retail Trade And Hotel Business,109.0,65,235
Jalna,2013,"Transportation, Warehousing And Transportation",0.0,0,289
Jalna,2013,"Finance, Insurance, Real Estate And Trade Services",3075.0,1434,19
Jalna,2013,"Collective, Social And Individual Service",638.0,65,863
Jalna,2014,Agriculture,227.0,0,830
Jalna,2014,Mining,183.0,82,4811
Jalna,2014,Commodity Manufacturing,1298.0,0,0
Jalna,2014,"Electricity Generation, Gas, Water And Sewage Services",0.0,1191,0
Jalna,2014,Construction,258.0,49,150
Jalna,2014,Wholesale And Retail Trade And Hotel Business,17.0,62,209
Jalna,2014,"Transportation, Warehousing And Transportation",0.0,0,265
Jalna,2014,"Finance, Insurance, Real Estate And Trade Services",2300.0,63,58
Jalna,2014,"Collective, Social And Individual Service",5181.0,1946,0
Jalna,2015,Agriculture,227.0,0,977
Jalna,2015,Mining,183.0,82,4811
Jalna,2015,Commodity Manufacturing,1298.0,0,63
Jalna,2015,"Electricity Generation, Gas, Water And Sewage Services",0.0,1191,0
Jalna,2015,Construction,258.0,49,150
Jalna,2015,Wholesale And Retail Trade And Hotel Business,17.0,62,200
Jalna,2015,"Transportation, Warehousing And Transportation",0.0,0,265
Jalna,2015,"Finance, Insurance, Real Estate And Trade Services",2300.0,63,81
Jalna,2015,"Collective, Social And Individual Service",5302.0,1946,198
Jalna,2017,Agriculture,274.0,0,563
Jalna,2017,Mining,62.0,28,2362
Jalna,2017,Commodity Manufacturing,0.0,0,0
Jalna,2017,"Electricity Generation, Gas, Water And Sewage Services",9.0,9,0
Jalna,2017,Construction,116.0,116,12
Jalna,2017,Wholesale And Retail Trade And Hotel Business,16.0,3,228
Jalna,2017,"Transportation, Warehousing And Transportation",0.0,0,0
Jalna,2017,"Finance, Insurance, Real Estate And Trade Services",1442.0,0,104
Jalna,2017,"Collective, Social And Individual Service",5713.0,1123,0
Jalna,2019,Agriculture,593.0,,31919
Jalna,2019,Mining,152.0,17,8500
Jalna,2019,Commodity Manufacturing,0.0,0,5
Jalna,2019,"Electricity Generation, Gas, Water And Sewage Services",0.0,1200,0
Jalna,2019,Construction,352.0,0,12
Jalna,2019,Wholesale And Retail Trade And Hotel Business,13.0,62,447
Jalna,2019,"Transportation, Warehousing And Transportation",30.0,0,293
Jalna,2019,"Finance, Insurance, Real Estate And Trade Services",0.0,0,115
Jalna,2019,"Collective, Social And Individual Service",5736.0,840,7
Jalna,2020,Agriculture,293.0,310,1848
Jalna,2020,Mining,150.0,251,8514
Jalna,2020,Commodity Manufacturing,0.0,1298,5
Jalna,2020,"Electricity Generation, Gas, Water And Sewage Services",5.0,2408,0
Jalna,2020,Construction,340.0,340,12
Jalna,2020,Wholesale And Retail Trade And Hotel Business,4.0,128,464
Jalna,2020,"Transportation, Warehousing And Transportation",29.0,29,293
Jalna,2020,"Finance, Insurance, Real Estate And Trade Services",0.0,3180,115
Jalna,2020,"Collective, Social And Individual Service",5719.0,7389,7
Jalna,2021,Agriculture,268.0,302,3702
Jalna,2021,Mining,157.0,311,16992
Jalna,2021,Commodity Manufacturing,0.0,2596,10
Jalna,2021,"Electricity Generation, Gas, Water And Sewage Services",7.0,2403,0
Jalna,2021,Construction,321.0,321,24
Jalna,2021,Wholesale And Retail Trade And Hotel Business,3.0,127,0
Jalna,2021,"Transportation, Warehousing And Transportation",29.0,29,586
Jalna,2021,"Finance, Insurance, Real Estate And Trade Services",104.0,1738,230
Jalna,2021,"Collective, Social And Individual Service",5838.0,7260,14
Latur,2012,Agriculture,208.0,240,--
Latur,2012,Mining,306.0,--,3401
Latur,2012,Commodity Manufacturing,,,490
Latur,2012,"Electricity Generation, Gas, Water And Sewage Services",2217.0,2251,--
Latur,2012,Construction,78.0,140,562
Latur,2012,Wholesale And Retail Trade And Hotel Business,203.0,3779,9468
Latur,2012,"Transportation, Warehousing And Transportation",5773.0,2422,81
Latur,2012,"Finance, Insurance, Real Estate And Trade Services",5262.0,8061,11921
Latur,2012,"Collective, Social And Individual Service",11.0,--,--
Latur,2013,Agriculture,208.0,240,0
Latur,2013,Mining,0.0,0,0
Latur,2013,Commodity Manufacturing,0.0,0,497
Latur,2013,"Electricity Generation, Gas, Water And Sewage Services",2217.0,2251,0
Latur,2013,Construction,78.0,140,562
Latur,2013,Wholesale And Retail Trade And Hotel Business,203.0,3779,9468
Latur,2013,"Transportation, Warehousing And Transportation",5773.0,2422,81
Latur,2013,"Finance, Insurance, Real Estate And Trade Services",5562.0,9063,11876
Latur,2013,"Collective, Social And Individual Service",317.0,0,3501
Latur,2014,Agriculture,241.0,270,0
Latur,2014,Mining,0.0,0,0
Latur,2014,Commodity Manufacturing,1.0,0,35
Latur,2014,"Electricity Generation, Gas, Water And Sewage Services",2000.0,3200,0
Latur,2014,Construction,1800.0,140,570
Latur,2014,Wholesale And Retail Trade And Hotel Business,0.0,0,4550
Latur,2014,"Transportation, Warehousing And Transportation",5774.0,6199,81
Latur,2014,"Finance, Insurance, Real Estate And Trade Services",7704.0,9224,27125
Latur,2014,"Collective, Social And Individual Service",334.0,0,3528
Latur,2015,Agriculture,378.0,479,46
Latur,2015,Mining,0.0,0,0
Latur,2015,Commodity Manufacturing,49.0,49,64
Latur,2015,"Electricity Generation, Gas, Water And Sewage Services",2713.0,3453,0
Latur,2015,Construction,2800.0,514,679
Latur,2015,Wholesale And Retail Trade And Hotel Business,0.0,0,5097
Latur,2015,"Transportation, Warehousing And Transportation",5974.0,6487,92
Latur,2015,"Finance, Insurance, Real Estate And Trade Services",7794.0,11430,28122
Latur,2015,"Collective, Social And Individual Service",459.0,117,3629
Latur,2016,Agriculture,388.0,485,55
Latur,2016,Mining,0.0,0,0
Latur,2016,Commodity Manufacturing,55.0,55,75
Latur,2016,"Electricity Generation, Gas, Water And Sewage Services",2720.0,3460,0
Latur,2016,Construction,2850.0,525,691
Latur,2016,Wholesale And Retail Trade And Hotel Business,0.0,0,6045
Latur,2016,"Transportation, Warehousing And Transportation",6001.0,6500,108
Latur,2016,"Finance, Insurance, Real Estate And Trade Services",8000.0,11510,28220
Latur,2016,"Collective, Social And Individual Service",469.0,180,3650
Latur,2017,Agriculture,395.0,495,68
Latur,2017,Mining,0.0,0,0
Latur,2017,Commodity Manufacturing,62.0,73,82
Latur,2017,"Electricity Generation, Gas, Water And Sewage Services",2723.0,3472,0
Latur,2017,Construction,2858.0,531,702
Latur,2017,Wholesale And Retail Trade And Hotel Business,0.0,0,6065
