Year,District,Select Violation,Number of Cases,Fine Collected
2020,Satara,Honking,269.0,112300.0
2020,Satara,Jaywalking,,
2020,Satara,Other Cases,218160.0,49080850.0
2020,Satara,Illicit Cases,,
2020,Satara,Carrying Passengers in Goods Vehicles,819.0,163800.0
2020,Satara,Without License,8411.0,4205500.0
2020,Satara,Excess Passengers,32.0,6400.0
2020,Satara,Carrying Goods in Closed Body Vehicles,,
2020,Satara,Dangerous Goods,52.0,27700.0
2020,Satara,Violation of Permit,36.0,180000.0
2020,Satara,Trespassing,,
2020,Satara,Clandestine Operations,,
2020,Satara,Without Insurance,309.0,340900.0
2020,Sindhudurg,Dangerous Driving,166.0,164400.0
2020,Sindhudurg,Overtaking,1.0,200.0
2020,Sindhudurg,Overspeeding,52.0,52000.0
2020,Sindhudurg,Drunken Driving,17.0,34000.0
2020,Sindhudurg,Parking Offence,6266.0,1253200.0
2020,Sindhudurg,Overload,,
2020,Sindhudurg,Without Brake Lights,44.0,44000.0
2020,Sindhudurg,Without Seatbelt,4500.0,900000.0
2020,Sindhudurg,Without Helmet,4024.0,1482500.0
2020,Sindhudurg,Improper Number Plate,1559.0,336600.0
2020,Sindhudurg,Tinted Glass,776.0,155200.0
2020,Sindhudurg,Wrong Side Driving,5.0,5000.0
2020,Sindhudurg,Use of Mobile while Driving,641.0,128200.0
2020,Sindhudurg,Signal Jumping,,
2020,Sindhudurg,Honking,6.0,1800.0
2020,Sindhudurg,Jaywalking,,
2020,Sindhudurg,Other Cases,38482.0,7758650.0
2020,Sindhudurg,Illicit Cases,,
2020,Sindhudurg,Carrying Passengers in Goods Vehicles,31.0,6200.0
2020,Sindhudurg,Without License,2056.0,1028000.0
2020,Sindhudurg,Excess Passengers,2.0,400.0
2020,Sindhudurg,Carrying Goods in Closed Body Vehicles,,
2020,Sindhudurg,Dangerous Goods,5.0,2200.0
2020,Sindhudurg,Violation of Permit,7.0,35000.0
2020,Sindhudurg,Trespassing,,
2020,Sindhudurg,Clandestine Operations,,
2020,Sindhudurg,Without Insurance,405.0,155500.0
2020,Solapur,Dangerous Driving,3725.0,3453800.0
2020,Solapur,Overtaking,3.0,600.0
2020,Solapur,Overspeeding,12740.0,12740000.0
2020,Solapur,Drunken Driving,6.0,12000.0
2020,Solapur,Parking Offence,34972.0,6994400.0
2020,Solapur,Overload,,
2020,Solapur,Without Brake Lights,325.0,325000.0
2020,Solapur,Without Seatbelt,20524.0,4104800.0
2020,Solapur,Without Helmet,41469.0,17806200.0
2020,Solapur,Improper Number Plate,2668.0,865600.0
2020,Solapur,Tinted Glass,2348.0,469600.0
2020,Solapur,Wrong Side Driving,2974.0,2970800.0
2020,Solapur,Use of Mobile while Driving,7356.0,1471200.0
2020,Solapur,Signal Jumping,,
2020,Solapur,Honking,458.0,204100.0
2020,Solapur,Jaywalking,,
2020,Solapur,Other Cases,154031.0,31241400.0
2020,Solapur,Illicit Cases,,
2020,Solapur,Carrying Passengers in Goods Vehicles,921.0,184200.0
2020,Solapur,Without License,12011.0,6005500.0
2020,Solapur,Excess Passengers,4993.0,998600.0
2020,Solapur,Carrying Goods in Closed Body Vehicles,,
2020,Solapur,Dangerous Goods,54.0,28600.0
2020,Solapur,Violation of Permit,30.0,150000.0
2020,Solapur,Trespassing,,
2020,Solapur,Clandestine Operations,,
2020,Solapur,Without Insurance,1726.0,2241600.0
2020,Thane,Dangerous Driving,13794.0,11241200.0
2020,Thane,Overtaking,41.0,8200.0
2020,Thane,Overspeeding,20158.0,20158000.0
2020,Thane,Drunken Driving,876.0,1752000.0
2020,Thane,Parking Offence,228219.0,45643800.0
2020,Thane,Overload,,
2020,Thane,Without Brake Lights,2977.0,2977000.0
2020,Thane,Without Seatbelt,28223.0,5644600.0
2020,Thane,Without Helmet,158877.0,76539300.0
2020,Thane,Improper Number Plate,10688.0,2776800.0
2020,Thane,Tinted Glass,4976.0,995200.0
2020,Thane,Wrong Side Driving,29641.0,28438600.0
2020,Thane,Use of Mobile while Driving,10392.0,2078400.0
2020,Thane,Signal Jumping,,
2020,Thane,Honking,536.0,209800.0
2020,Thane,Jaywalking,,
2020,Thane,Other Cases,403449.0,113049200.0
2020,Thane,Illicit Cases,,
2020,Thane,Carrying Passengers in Goods Vehicles,754.0,150800.0
2020,Thane,Without License,22616.0,11308000.0
2020,Thane,Excess Passengers,603.0,120600.0
2020,Thane,Carrying Goods in Closed Body Vehicles,,
2020,Thane,Dangerous Goods,1062.0,305900.0
2020,Thane,Violation of Permit,355.0,1772000.0
2020,Thane,Trespassing,,
2020,Thane,Clandestine Operations,,
2020,Thane,Without Insurance,2137.0,2965000.0
2020,Wardha,Dangerous Driving,1514.0,426000.0
2020,Wardha,Overtaking,0.0,0.0
2020,Wardha,Overspeeding,3591.0,3591000.0
2020,Wardha,Drunken Driving,0.0,0.0
2020,Wardha,Parking Offence,4782.0,956400.0
2020,Wardha,Overload,,
2020,Wardha,Without Brake Lights,1.0,1000.0
2020,Wardha,Without Seatbelt,2818.0,563600.0
2020,Wardha,Without Helmet,4296.0,1123500.0
2020,Wardha,Improper Number Plate,233.0,52200.0
2020,Wardha,Tinted Glass,12.0,2400.0
2020,Wardha,Wrong Side Driving,446.0,446000.0
2020,Wardha,Use of Mobile while Driving,1238.0,247600.0
2020,Wardha,Signal Jumping,,
2020,Wardha,Honking,4.0,1100.0
2020,Wardha,Jaywalking,,
2020,Wardha,Other Cases,21628.0,4378750.0
2020,Wardha,Illicit Cases,,
2020,Wardha,Carrying Passengers in Goods Vehicles,52.0,10400.0
2020,Wardha,Without License,1561.0,780500.0
2020,Wardha,Excess Passengers,86.0,17200.0
2020,Wardha,Carrying Goods in Closed Body Vehicles,,
2020,Wardha,Dangerous Goods,6.0,1800.0
2020,Wardha,Violation of Permit,86.0,430000.0
2020,Wardha,Trespassing,,
2020,Wardha,Clandestine Operations,,
2020,Wardha,Without Insurance,139.0,101200.0
2020,Washim,Dangerous Driving,1304.0,1298400.0
2020,Washim,Overtaking,0.0,0.0
2020,Washim,Overspeeding,2672.0,2672000.0
2020,Washim,Drunken Driving,1.0,2000.0
2020,Washim,Parking Offence,15971.0,3194200.0
2020,Washim,Overload,,
2020,Washim,Without Brake Lights,79.0,79000.0
2020,Washim,Without Seatbelt,8254.0,1650800.0
2020,Washim,Without Helmet,14600.0,3500800.0
2020,Washim,Improper Number Plate,11699.0,2476600.0
2020,Washim,Tinted Glass,46.0,9200.0
2020,Washim,Wrong Side Driving,260.0,260000.0
2020,Washim,Use of Mobile while Driving,1512.0,302400.0
2020,Washim,Signal Jumping,,
2020,Washim,Honking,2.0,1000.0
2020,Washim,Jaywalking,,
2020,Washim,Other Cases,109887.0,27579000.0
2020,Washim,Illicit Cases,,
2020,Washim,Carrying Passengers in Goods Vehicles,273.0,54600.0
2020,Washim,Without License,2428.0,1214000.0
2020,Washim,Excess Passengers,1.0,200.0
2020,Washim,Carrying Goods in Closed Body Vehicles,,
2020,Washim,Dangerous Goods,21.0,16500.0
2020,Washim,Violation of Permit,3691.0,18455000.0
2020,Washim,Trespassing,,
2020,Washim,Clandestine Operations,,
2020,Washim,Without Insurance,455.0,175600.0
2020,Yavatmal,Dangerous Driving,65.0,64200.0
2020,Yavatmal,Overtaking,0.0,0.0
2020,Yavatmal,Overspeeding,510.0,510000.0
2020,Yavatmal,Drunken Driving,0.0,0.0
2020,Yavatmal,Parking Offence,11625.0,2325000.0
2020,Yavatmal,Overload,,
2020,Yavatmal,Without Brake Lights,91.0,91000.0
2020,Yavatmal,Without Seatbelt,4128.0,825600.0
2020,Yavatmal,Without Helmet,1500.0,382500.0
2020,Yavatmal,Improper Number Plate,201.0,49800.0
2020,Yavatmal,Tinted Glass,64.0,12800.0
2020,Yavatmal,Wrong Side Driving,70.0,69200.0
2020,Yavatmal,Use of Mobile while Driving,1832.0,366400.0
2020,Yavatmal,Signal Jumping,,
2020,Yavatmal,Honking,3.0,1200.0
2020,Yavatmal,Jaywalking,,
2020,Yavatmal,Other Cases,71887.0,14610300.0
2020,Yavatmal,Illicit Cases,,
2020,Yavatmal,Carrying Passengers in Goods Vehicles,25.0,5000.0
2020,Yavatmal,Without License,242.0,121000.0
2020,Yavatmal,Excess Passengers,3.0,600.0
2020,Yavatmal,Carrying Goods in Closed Body Vehicles,,
2020,Yavatmal,Dangerous Goods,3.0,4000.0
2020,Yavatmal,Violation of Permit,162.0,810000.0
2020,Yavatmal,Trespassing,,
2020,Yavatmal,Clandestine Operations,,
2020,Yavatmal,Without Insurance,145.0,171000.0
