Year,District,Taluka,Road Material,Length
2019,Akola,Telhara,Unpaved,491.66
2019,Akola,Telhara,Rock,177.77
2019,Akola,Akot,Unpaved,502.33
2019,Akola,Akot,Rock,237.93
2019,Akola,Balapur,Unpaved,280.32
2019,Akola,Balapur,Rock,145.98
2019,Akola,Akola,Unpaved,583.72
2019,Akola,Akola,Rock,479.73
2019,Akola,Murtijapur,Unpaved,376.49
2019,Akola,Murtijapur,Rock,177.94
2019,Akola,Patur,Unpaved,379.33
2019,Akola,Patur,Rock,138.89
2019,Akola,Barshitakali,Unpaved,356.49
2019,Akola,Barshitakali,Rock,177.72
2020,Akola,Telhara,Unpaved,494.38
2020,Akola,Telhara,Rock,182.34
2020,Akola,Akot,Unpaved,504.23
2020,Akola,Akot,Rock,239.25
2020,Akola,Balapur,Unpaved,286.69
2020,Akola,Balapur,Rock,158.24
2020,Akola,Akola,Unpaved,597.42
2020,Akola,Akola,Rock,457.24
2020,Akola,Murtijapur,Unpaved,379.22
2020,Akola,Murtijapur,Rock,183.25
2020,Akola,Patur,Unpaved,383.54
2020,Akola,Patur,Rock,138.56
2020,Akola,Barshitakali,Unpaved,358.24
2020,Akola,Barshitakali,Rock,179.83
2021,Akola,Telhara,Unpaved,496.52
2021,Akola,Telhara,Rock,182.34
2021,Akola,Akot,Unpaved,507.32
2021,Akola,Akot,Rock,241.35
2021,Akola,Balapur,Unpaved,289.59
2021,Akola,Balapur,Rock,158.24
2021,Akola,Akola,Unpaved,601.35
2021,Akola,Akola,Rock,457.32
2021,Akola,Murtijapur,Unpaved,381.54
2021,Akola,Murtijapur,Rock,185.35
2021,Akola,Patur,Unpaved,390.75
2021,Akola,Patur,Rock,140.49
2021,Akola,Barshitakali,Unpaved,361.97
2021,Akola,Barshitakali,Rock,187.83
2012,Amravati,Dharani,Unpaved,91.32
2012,Amravati,Dharani,Rock,390.63
2012,Amravati,Dharani,Asphalt/Cement/Concrete,413.64
2012,Amravati,Chikhraldara,Unpaved,141.03
2012,Amravati,Chikhraldara,Rock,337.01
2012,Amravati,Chikhraldara,Asphalt/Cement/Concrete,543.31
2012,Amravati,Anjangaon Su,Unpaved,32.7
2012,Amravati,Anjangaon Su,Rock,60.96
2012,Amravati,Anjangaon Su,Asphalt/Cement/Concrete,267.6
2012,Amravati,Achalpur,Unpaved,3.7
2012,Amravati,Achalpur,Rock,76.55
2012,Amravati,Achalpur,Asphalt/Cement/Concrete,466.34
2012,Amravati,Chandurbazar,Unpaved,220.55
2012,Amravati,Chandurbazar,Rock,73.75
2012,Amravati,Chandurbazar,Asphalt/Cement/Concrete,413.64
2012,Amravati,Morshi,Unpaved,45.45
2012,Amravati,Morshi,Rock,31
2012,Amravati,Morshi,Asphalt/Cement/Concrete,432.2
2012,Amravati,Warud,Unpaved,17.8
2012,Amravati,Warud,Rock,50.6
2012,Amravati,Warud,Asphalt/Cement/Concrete,462.91
2012,Amravati,Tivas,Unpaved,47
2012,Amravati,Tivas,Rock,49.1
2012,Amravati,Tivas,Asphalt/Cement/Concrete,280.95
2012,Amravati,Amravati,Unpaved,42.5
2012,Amravati,Amravati,Rock,38.3
2012,Amravati,Amravati,Asphalt/Cement/Concrete,485.11
2012,Amravati,Bhatkuli,Unpaved,49
2012,Amravati,Bhatkuli,Rock,35.7
2012,Amravati,Bhatkuli,Asphalt/Cement/Concrete,374.7
2012,Amravati,Daryapur,Unpaved,105.9
2012,Amravati,Daryapur,Rock,25.2
2012,Amravati,Daryapur,Asphalt/Cement/Concrete,445.28
2012,Amravati,Nandgaon Kh,Unpaved,48.75
2012,Amravati,Nandgaon Kh,Rock,181.65
2012,Amravati,Nandgaon Kh,Asphalt/Cement/Concrete,467.72
2012,Amravati,Chandur Railway,Unpaved,52.4
2012,Amravati,Chandur Railway,Rock,40.7
2012,Amravati,Chandur Railway,Asphalt/Cement/Concrete,298.65
2012,Amravati,Dhamangaon Re,Unpaved,22
2012,Amravati,Dhamangaon Re,Rock,37.9
2012,Amravati,Dhamangaon Re,Asphalt/Cement/Concrete,386.65
2013,Amravati,Dharani,Unpaved,107.92
2013,Amravati,Dharani,Rock,377.33
2013,Amravati,Dharani,Asphalt/Cement/Concrete,448.25
2013,Amravati,Chikhraldara,Unpaved,152.48
2013,Amravati,Chikhraldara,Rock,330.75
2013,Amravati,Chikhraldara,Asphalt/Cement/Concrete,483.26
2013,Amravati,Anjangaon Su,Unpaved,37.2
2013,Amravati,Anjangaon Su,Rock,58.9
2013,Amravati,Anjangaon Su,Asphalt/Cement/Concrete,268.6
2013,Amravati,Achalpur,Unpaved,23.2
2013,Amravati,Achalpur,Rock,78.85
2013,Amravati,Achalpur,Asphalt/Cement/Concrete,510.39
2013,Amravati,Chandurbazar,Unpaved,235.95
2013,Amravati,Chandurbazar,Rock,73.75
2013,Amravati,Chandurbazar,Asphalt/Cement/Concrete,399.18
2013,Amravati,Morshi,Unpaved,45.45
2013,Amravati,Morshi,Rock,31
2013,Amravati,Morshi,Asphalt/Cement/Concrete,379.75
2013,Amravati,Warud,Unpaved,17.8
2013,Amravati,Warud,Rock,50.6
2013,Amravati,Warud,Asphalt/Cement/Concrete,508.31
2013,Amravati,Tivas,Unpaved,47
2013,Amravati,Tivas,Rock,49.1
2013,Amravati,Tivas,Asphalt/Cement/Concrete,294.95
2013,Amravati,Amravati,Unpaved,37.15
2013,Amravati,Amravati,Rock,34.3
2013,Amravati,Amravati,Asphalt/Cement/Concrete,484.36
2013,Amravati,Bhatkuli,Unpaved,49
2013,Amravati,Bhatkuli,Rock,35.7
2013,Amravati,Bhatkuli,Asphalt/Cement/Concrete,430.5
2013,Amravati,Daryapur,Unpaved,96.9
2013,Amravati,Daryapur,Rock,26.2
2013,Amravati,Daryapur,Asphalt/Cement/Concrete,437.1
2013,Amravati,Nandgaon Kh,Unpaved,38.25
2013,Amravati,Nandgaon Kh,Rock,162.65
2013,Amravati,Nandgaon Kh,Asphalt/Cement/Concrete,537.4
2013,Amravati,Chandur Railway,Unpaved,44.9
2013,Amravati,Chandur Railway,Rock,36.2
2013,Amravati,Chandur Railway,Asphalt/Cement/Concrete,315.55
2013,Amravati,Dhamangaon Re,Unpaved,22
2013,Amravati,Dhamangaon Re,Rock,34.3
2013,Amravati,Dhamangaon Re,Asphalt/Cement/Concrete,351.05
2014,Amravati,Dharani,Unpaved,91.95
2014,Amravati,Dharani,Rock,390.23
2014,Amravati,Dharani,Asphalt/Cement/Concrete,449.4
2014,Amravati,Chikhraldara,Unpaved,124.68
2014,Amravati,Chikhraldara,Rock,365.65
2014,Amravati,Chikhraldara,Asphalt/Cement/Concrete,477.26
2014,Amravati,Anjangaon Su,Unpaved,40.5
2014,Amravati,Anjangaon Su,Rock,51.7
2014,Amravati,Anjangaon Su,Asphalt/Cement/Concrete,273.1
2014,Amravati,Achalpur,Unpaved,55.1
2014,Amravati,Achalpur,Rock,83.75
2014,Amravati,Achalpur,Asphalt/Cement/Concrete,502.79
2014,Amravati,Chandurbazar,Unpaved,82.1
2014,Amravati,Chandurbazar,Rock,63.75
2014,Amravati,Chandurbazar,Asphalt/Cement/Concrete,389.58
2014,Amravati,Morshi,Unpaved,61.85
2014,Amravati,Morshi,Rock,31
2014,Amravati,Morshi,Asphalt/Cement/Concrete,377.25
2014,Amravati,Warud,Unpaved,24
2014,Amravati,Warud,Rock,54.6
2014,Amravati,Warud,Asphalt/Cement/Concrete,513.41
2014,Amravati,Tivas,Unpaved,49
2014,Amravati,Tivas,Rock,51.4
2014,Amravati,Tivas,Asphalt/Cement/Concrete,269.45
2014,Amravati,Amravati,Unpaved,60.75
2014,Amravati,Amravati,Rock,35.8
2014,Amravati,Amravati,Asphalt/Cement/Concrete,453.21
2014,Amravati,Bhatkuli,Unpaved,50
2014,Amravati,Bhatkuli,Rock,40.9
2014,Amravati,Bhatkuli,Asphalt/Cement/Concrete,441.1
2014,Amravati,Daryapur,Unpaved,159.6
2014,Amravati,Daryapur,Rock,31.4
2014,Amravati,Daryapur,Asphalt/Cement/Concrete,437.5
2014,Amravati,Nandgaon Kh,Unpaved,70.95
2014,Amravati,Nandgaon Kh,Rock,168.75
2014,Amravati,Nandgaon Kh,Asphalt/Cement/Concrete,535.5
2014,Amravati,Chandur Railway,Unpaved,41.5
2014,Amravati,Chandur Railway,Rock,43.6
2014,Amravati,Chandur Railway,Asphalt/Cement/Concrete,331.25
2014,Amravati,Dhamangaon Re,Unpaved,18
2014,Amravati,Dhamangaon Re,Rock,38.3
2014,Amravati,Dhamangaon Re,Asphalt/Cement/Concrete,351.05
2015,Amravati,Dharani,Unpaved,91.95
2015,Amravati,Dharani,Rock,390.2
2015,Amravati,Dharani,Asphalt/Cement/Concrete,449.4
2015,Amravati,Chikhraldara,Unpaved,124.68
2015,Amravati,Chikhraldara,Rock,365.7
2015,Amravati,Chikhraldara,Asphalt/Cement/Concrete,477.26
2015,Amravati,Anjangaon Su,Unpaved,40.5
2015,Amravati,Anjangaon Su,Rock,50.7
2015,Amravati,Anjangaon Su,Asphalt/Cement/Concrete,274.1
2015,Amravati,Achalpur,Unpaved,55.1
2015,Amravati,Achalpur,Rock,84.75
2015,Amravati,Achalpur,Asphalt/Cement/Concrete,501.79
2015,Amravati,Chandurbazar,Unpaved,82.1
2015,Amravati,Chandurbazar,Rock,63.75
2015,Amravati,Chandurbazar,Asphalt/Cement/Concrete,389.58
2015,Amravati,Morshi,Unpaved,45.45
2015,Amravati,Morshi,Rock,31
2015,Amravati,Morshi,Asphalt/Cement/Concrete,377.25
2015,Amravati,Warud,Unpaved,15.3
2015,Amravati,Warud,Rock,54.6
2015,Amravati,Warud,Asphalt/Cement/Concrete,513.41
2015,Amravati,Tivas,Unpaved,46
2015,Amravati,Tivas,Rock,54.4
2015,Amravati,Tivas,Asphalt/Cement/Concrete,269.45
2015,Amravati,Amravati,Unpaved,308.75
2015,Amravati,Amravati,Rock,226.8
2015,Amravati,Amravati,Asphalt/Cement/Concrete,1198.7
2015,Amravati,Bhatkuli,Unpaved,50
2015,Amravati,Bhatkuli,Rock,40.9
2015,Amravati,Bhatkuli,Asphalt/Cement/Concrete,441.1
2015,Amravati,Daryapur,Unpaved,159.6
2015,Amravati,Daryapur,Rock,31.4
2015,Amravati,Daryapur,Asphalt/Cement/Concrete,437.5
2015,Amravati,Nandgaon Kh,Unpaved,56.95
2015,Amravati,Nandgaon Kh,Rock,182.8
2015,Amravati,Nandgaon Kh,Asphalt/Cement/Concrete,535.5
2015,Amravati,Chandur Railway,Unpaved,35
2015,Amravati,Chandur Railway,Rock,50.1
2015,Amravati,Chandur Railway,Asphalt/Cement/Concrete,331.25
2015,Amravati,Dhamangaon Re,Unpaved,11
2015,Amravati,Dhamangaon Re,Rock,45.3
2015,Amravati,Dhamangaon Re,Asphalt/Cement/Concrete,351.05
2016,Amravati,Dharani,Unpaved,86.36
2016,Amravati,Dharani,Rock,261.39
2016,Amravati,Dharani,Asphalt/Cement/Concrete,570.16
2016,Amravati,Chikhraldara,Unpaved,118.64
2016,Amravati,Chikhraldara,Rock,276.72
2016,Amravati,Chikhraldara,Asphalt/Cement/Concrete,530.23
2016,Amravati,Anjangaon Su,Unpaved,8.4
2016,Amravati,Anjangaon Su,Rock,47.15
2016,Amravati,Anjangaon Su,Asphalt/Cement/Concrete,305
2016,Amravati,Achalpur,Unpaved,28.1
2016,Amravati,Achalpur,Rock,67.05
2016,Amravati,Achalpur,Asphalt/Cement/Concrete,501.44
2016,Amravati,Chandurbazar,Unpaved,43.75
2016,Amravati,Chandurbazar,Rock,51.95
2016,Amravati,Chandurbazar,Asphalt/Cement/Concrete,431.53
2016,Amravati,Morshi,Unpaved,24.3
2016,Amravati,Morshi,Rock,48.25
2016,Amravati,Morshi,Asphalt/Cement/Concrete,463.45
2016,Amravati,Warud,Unpaved,56.25
2016,Amravati,Warud,Rock,101.45
2016,Amravati,Warud,Asphalt/Cement/Concrete,476.41
2016,Amravati,Tivas,Unpaved,0
2016,Amravati,Tivas,Rock,33.1
2016,Amravati,Tivas,Asphalt/Cement/Concrete,330.8
2016,Amravati,Amravati,Unpaved,51.07
2016,Amravati,Amravati,Rock,69.86
2016,Amravati,Amravati,Asphalt/Cement/Concrete,625.64
2016,Amravati,Bhatkuli,Unpaved,18.7
2016,Amravati,Bhatkuli,Rock,45.5
2016,Amravati,Bhatkuli,Asphalt/Cement/Concrete,413.6
2016,Amravati,Daryapur,Unpaved,60.4
2016,Amravati,Daryapur,Rock,47.6
2016,Amravati,Daryapur,Asphalt/Cement/Concrete,474.5
2016,Amravati,Nandgaon Kh,Unpaved,62.5
2016,Amravati,Nandgaon Kh,Rock,142.5
2016,Amravati,Nandgaon Kh,Asphalt/Cement/Concrete,525.7
2016,Amravati,Chandur Railway,Unpaved,61
2016,Amravati,Chandur Railway,Rock,46.15
2016,Amravati,Chandur Railway,Asphalt/Cement/Concrete,383.5
2016,Amravati,Dhamangaon Re,Unpaved,4.5
2016,Amravati,Dhamangaon Re,Rock,20.7
2016,Amravati,Dhamangaon Re,Asphalt/Cement/Concrete,410.25
2017,Amravati,Dharani,Unpaved,70.36
2017,Amravati,Dharani,Rock,283.14
2017,Amravati,Dharani,Asphalt/Cement/Concrete,501.8
2017,Amravati,Chikhraldara,Unpaved,105.19
2017,Amravati,Chikhraldara,Rock,251.62
2017,Amravati,Chikhraldara,Asphalt/Cement/Concrete,586.64
2017,Amravati,Anjangaon Su,Unpaved,9.2
2017,Amravati,Anjangaon Su,Rock,44.15
2017,Amravati,Anjangaon Su,Asphalt/Cement/Concrete,303.7
2017,Amravati,Achalpur,Unpaved,8.1
2017,Amravati,Achalpur,Rock,62.85
2017,Amravati,Achalpur,Asphalt/Cement/Concrete,511.29
2017,Amravati,Chandurbazar,Unpaved,17.75
2017,Amravati,Chandurbazar,Rock,52.99
2017,Amravati,Chandurbazar,Asphalt/Cement/Concrete,425.29
2017,Amravati,Morshi,Unpaved,24.3
2017,Amravati,Morshi,Rock,48.25
2017,Amravati,Morshi,Asphalt/Cement/Concrete,445.4
2017,Amravati,Warud,Unpaved,61.25
2017,Amravati,Warud,Rock,101.45
2017,Amravati,Warud,Asphalt/Cement/Concrete,477.71
2017,Amravati,Tivas,Unpaved,2.5
2017,Amravati,Tivas,Rock,33.1
2017,Amravati,Tivas,Asphalt/Cement/Concrete,329.1
2017,Amravati,Amravati,Unpaved,49.32
2017,Amravati,Amravati,Rock,42.26
2017,Amravati,Amravati,Asphalt/Cement/Concrete,588.69
2017,Amravati,Bhatkuli,Unpaved,20.9
2017,Amravati,Bhatkuli,Rock,42.6
2017,Amravati,Bhatkuli,Asphalt/Cement/Concrete,431.8
2017,Amravati,Daryapur,Unpaved,60.8
2017,Amravati,Daryapur,Rock,48.4
2017,Amravati,Daryapur,Asphalt/Cement/Concrete,480.1
2017,Amravati,Nandgaon Kh,Unpaved,69.5
2017,Amravati,Nandgaon Kh,Rock,145.7
2017,Amravati,Nandgaon Kh,Asphalt/Cement/Concrete,545.8
2017,Amravati,Chandur Railway,Unpaved,57
2017,Amravati,Chandur Railway,Rock,44.65
2017,Amravati,Chandur Railway,Asphalt/Cement/Concrete,383
2017,Amravati,Dhamangaon Re,Unpaved,4.5
2017,Amravati,Dhamangaon Re,Rock,20.7
2017,Amravati,Dhamangaon Re,Asphalt/Cement/Concrete,388.65
2018,Amravati,Dharani,Unpaved,46.78
2018,Amravati,Dharani,Rock,266.84
2018,Amravati,Chikhraldara,Unpaved,98.11
2018,Amravati,Chikhraldara,Rock,268.12
2018,Amravati,Anjangaon Su,Unpaved,7.87
2018,Amravati,Anjangaon Su,Rock,48.25
2018,Amravati,Achalpur,Unpaved,29.43
2018,Amravati,Achalpur,Rock,33.6
2018,Amravati,Chandurbazar,Unpaved,10.57
2018,Amravati,Chandurbazar,Rock,32.9
2018,Amravati,Morshi,Unpaved,13
2018,Amravati,Morshi,Rock,62.82
2018,Amravati,Warud,Unpaved,70.52
2018,Amravati,Warud,Rock,76.72
2018,Amravati,Tivas,Unpaved,0
2018,Amravati,Tivas,Rock,33.1
2018,Amravati,Amravati,Unpaved,43.41
2018,Amravati,Amravati,Rock,52.62
2018,Amravati,Bhatkuli,Unpaved,12.62
2018,Amravati,Bhatkuli,Rock,24.85
2018,Amravati,Daryapur,Unpaved,53.72
2018,Amravati,Daryapur,Rock,48.4
2018,Amravati,Nandgaon Kh,Unpaved,63.62
2018,Amravati,Nandgaon Kh,Rock,112.9
2018,Amravati,Chandur Railway,Unpaved,39.92
2018,Amravati,Chandur Railway,Rock,39.4
2018,Amravati,Dhamangaon Re,Unpaved,3.5
2018,Amravati,Dhamangaon Re,Rock,20.9
2019,Amravati,Dharani,Unpaved,46.78
2019,Amravati,Dharani,Rock,265.5
2019,Amravati,Chikhraldara,Unpaved,98.11
2019,Amravati,Chikhraldara,Rock,264.64
2019,Amravati,Anjangaon Su,Unpaved,7.87
2019,Amravati,Anjangaon Su,Rock,36.23
2019,Amravati,Achalpur,Unpaved,27.48
2019,Amravati,Achalpur,Rock,27.25
2019,Amravati,Chandurbazar,Unpaved,9.56
2019,Amravati,Chandurbazar,Rock,29.42
2019,Amravati,Morshi,Unpaved,12.15
2019,Amravati,Morshi,Rock,61.59
2019,Amravati,Warud,Unpaved,68.94
2019,Amravati,Warud,Rock,73.55
2019,Amravati,Tivas,Unpaved,0
2019,Amravati,Tivas,Rock,27.22
2019,Amravati,Amravati,Unpaved,33.37
2019,Amravati,Amravati,Rock,38.61
2019,Amravati,Bhatkuli,Unpaved,12.62
2019,Amravati,Bhatkuli,Rock,23.13
2019,Amravati,Daryapur,Unpaved,50.74
2019,Amravati,Daryapur,Rock,42.25
2019,Amravati,Nandgaon Kh,Unpaved,63.62
2019,Amravati,Nandgaon Kh,Rock,96.15
2019,Amravati,Chandur Railway,Unpaved,39.78
2019,Amravati,Chandur Railway,Rock,36.42
2019,Amravati,Dhamangaon Re,Unpaved,3.5
2019,Amravati,Dhamangaon Re,Rock,17.67
2020,Amravati,Dharani,Unpaved,43.67
2020,Amravati,Dharani,Rock,258.04
2020,Amravati,Chikhraldara,Unpaved,98.11
2020,Amravati,Chikhraldara,Rock,262.94
2020,Amravati,Anjangaon Su,Unpaved,11.55
2020,Amravati,Anjangaon Su,Rock,36.23
2020,Amravati,Achalpur,Unpaved,30.7
2020,Amravati,Achalpur,Rock,19.2
2020,Amravati,Chandurbazar,Unpaved,14.85
2020,Amravati,Chandurbazar,Rock,29.1
2020,Amravati,Morshi,Unpaved,27.05
2020,Amravati,Morshi,Rock,95.04
2020,Amravati,Warud,Unpaved,66.1
2020,Amravati,Warud,Rock,82.55
2020,Amravati,Tivas,Unpaved,10.2
2020,Amravati,Tivas,Rock,27.22
2020,Amravati,Amravati,Unpaved,34.23
2020,Amravati,Amravati,Rock,39.45
2020,Amravati,Bhatkuli,Unpaved,12.62
2020,Amravati,Bhatkuli,Rock,21.13
2020,Amravati,Daryapur,Unpaved,50.44
2020,Amravati,Daryapur,Rock,42.55
2020,Amravati,Nandgaon Kh,Unpaved,55.62
2020,Amravati,Nandgaon Kh,Rock,101.41
2020,Amravati,Chandur Railway,Unpaved,38.56
2020,Amravati,Chandur Railway,Rock,38.54
2020,Amravati,Dhamangaon Re,Unpaved,3.5
2020,Amravati,Dhamangaon Re,Rock,19.67
2021,Amravati,Dharani,Unpaved,42.97
2021,Amravati,Dharani,Rock,249.76
2021,Amravati,Chikhraldara,Unpaved,97.99
2021,Amravati,Chikhraldara,Rock,262.94
2021,Amravati,Anjangaon Su,Unpaved,11.55
2021,Amravati,Anjangaon Su,Rock,37.23
2021,Amravati,Achalpur,Unpaved,28.7
2021,Amravati,Achalpur,Rock,18.9
2021,Amravati,Chandurbazar,Unpaved,14.85
2021,Amravati,Chandurbazar,Rock,29.1
2021,Amravati,Morshi,Unpaved,32.85
2021,Amravati,Morshi,Rock,85.34
2021,Amravati,Warud,Unpaved,64.3
2021,Amravati,Warud,Rock,85.35
2021,Amravati,Tivas,Unpaved,8.37
2021,Amravati,Tivas,Rock,28.22
2021,Amravati,Amravati,Unpaved,38.5
2021,Amravati,Amravati,Rock,48.45
2021,Amravati,Bhatkuli,Unpaved,17.62
2021,Amravati,Bhatkuli,Rock,19.39
2021,Amravati,Daryapur,Unpaved,50.44
2021,Amravati,Daryapur,Rock,42.55
2021,Amravati,Nandgaon Kh,Unpaved,54.92
2021,Amravati,Nandgaon Kh,Rock,101.08
2021,Amravati,Chandur Railway,Unpaved,35.36
2021,Amravati,Chandur Railway,Rock,41.14
2021,Amravati,Dhamangaon Re,Unpaved,3.6
2021,Amravati,Dhamangaon Re,Rock,19.67
2012,Chh. Sambhaji Nagar,Kannad,Unpaved,159.8
2012,Chh. Sambhaji Nagar,Kannad,Rock,392.6
2012,Chh. Sambhaji Nagar,Kannad,Asphalt/Cement/Concrete,511
2012,Chh. Sambhaji Nagar,Soyegaon ,Unpaved,0
2012,Chh. Sambhaji Nagar,Soyegaon ,Rock,156
2012,Chh. Sambhaji Nagar,Soyegaon ,Asphalt/Cement/Concrete,284.65
2012,Chh. Sambhaji Nagar,Sillod,Unpaved,51.5
2012,Chh. Sambhaji Nagar,Sillod,Rock,301.3
2012,Chh. Sambhaji Nagar,Sillod,Asphalt/Cement/Concrete,602.7
2012,Chh. Sambhaji Nagar,Phulambri,Unpaved,37.7
2012,Chh. Sambhaji Nagar,Phulambri,Rock,269.75
2012,Chh. Sambhaji Nagar,Phulambri,Asphalt/Cement/Concrete,373.95
2012,Chh. Sambhaji Nagar,Chhatrapati Sambhaji Nagar,Unpaved,79.52
2012,Chh. Sambhaji Nagar,Chhatrapati Sambhaji Nagar,Rock,374.82
2012,Chh. Sambhaji Nagar,Chhatrapati Sambhaji Nagar,Asphalt/Cement/Concrete,2112.59
2012,Chh. Sambhaji Nagar,Khultabad,Unpaved,3
2012,Chh. Sambhaji Nagar,Khultabad,Rock,142.92
2012,Chh. Sambhaji Nagar,Khultabad,Asphalt/Cement/Concrete,289.99
2012,Chh. Sambhaji Nagar,Vaijapur,Unpaved,11.5
2012,Chh. Sambhaji Nagar,Vaijapur,Rock,635.7
2012,Chh. Sambhaji Nagar,Vaijapur,Asphalt/Cement/Concrete,416.37
2012,Chh. Sambhaji Nagar,Gangapur,Unpaved,19.9
2012,Chh. Sambhaji Nagar,Gangapur,Rock,439.7
2012,Chh. Sambhaji Nagar,Gangapur,Asphalt/Cement/Concrete,729.2
2012,Chh. Sambhaji Nagar,Paithan,Unpaved,54.5
2012,Chh. Sambhaji Nagar,Paithan,Rock,309.45
2012,Chh. Sambhaji Nagar,Paithan,Asphalt/Cement/Concrete,763.32
2013,Chh. Sambhaji Nagar,Kannad,Unpaved,159.8
2013,Chh. Sambhaji Nagar,Kannad,Rock,392.6
2013,Chh. Sambhaji Nagar,Kannad,Asphalt/Cement/Concrete,511
2013,Chh. Sambhaji Nagar,Soyegaon ,Unpaved,0
2013,Chh. Sambhaji Nagar,Soyegaon ,Rock,156.9
2013,Chh. Sambhaji Nagar,Soyegaon ,Asphalt/Cement/Concrete,284.65
2013,Chh. Sambhaji Nagar,Sillod,Unpaved,51.5
2013,Chh. Sambhaji Nagar,Sillod,Rock,301.3
2013,Chh. Sambhaji Nagar,Sillod,Asphalt/Cement/Concrete,602.7
2013,Chh. Sambhaji Nagar,Phulambri,Unpaved,37.7
2013,Chh. Sambhaji Nagar,Phulambri,Rock,269.75
2013,Chh. Sambhaji Nagar,Phulambri,Asphalt/Cement/Concrete,293.95
2013,Chh. Sambhaji Nagar,Chhatrapati Sambhaji Nagar,Unpaved,136.67
2013,Chh. Sambhaji Nagar,Chhatrapati Sambhaji Nagar,Rock,1005.08
2013,Chh. Sambhaji Nagar,Chhatrapati Sambhaji Nagar,Asphalt/Cement/Concrete,2339.28
2013,Chh. Sambhaji Nagar,Khultabad,Unpaved,3
2013,Chh. Sambhaji Nagar,Khultabad,Rock,142.92
2013,Chh. Sambhaji Nagar,Khultabad,Asphalt/Cement/Concrete,289.99
2013,Chh. Sambhaji Nagar,Vaijapur,Unpaved,11.5
2013,Chh. Sambhaji Nagar,Vaijapur,Rock,635.7
2013,Chh. Sambhaji Nagar,Vaijapur,Asphalt/Cement/Concrete,477.97
2013,Chh. Sambhaji Nagar,Gangapur,Unpaved,19.9
2013,Chh. Sambhaji Nagar,Gangapur,Rock,439.7
2013,Chh. Sambhaji Nagar,Gangapur,Asphalt/Cement/Concrete,729.2
2013,Chh. Sambhaji Nagar,Paithan,Unpaved,54.5
2013,Chh. Sambhaji Nagar,Paithan,Rock,309.45
2013,Chh. Sambhaji Nagar,Paithan,Asphalt/Cement/Concrete,763.32
2014,Chh. Sambhaji Nagar,Kannad,Unpaved,33.98
2014,Chh. Sambhaji Nagar,Kannad,Rock,490.11
2014,Chh. Sambhaji Nagar,Kannad,Asphalt/Cement/Concrete,890.85
2014,Chh. Sambhaji Nagar,Soyegaon ,Unpaved,99.26
2014,Chh. Sambhaji Nagar,Soyegaon ,Rock,179.77
2014,Chh. Sambhaji Nagar,Soyegaon ,Asphalt/Cement/Concrete,358.82
2014,Chh. Sambhaji Nagar,Sillod,Unpaved,80.3
2014,Chh. Sambhaji Nagar,Sillod,Rock,363.54
2014,Chh. Sambhaji Nagar,Sillod,Asphalt/Cement/Concrete,821.51
2014,Chh. Sambhaji Nagar,Phulambri,Unpaved,117.1
2014,Chh. Sambhaji Nagar,Phulambri,Rock,282.32
2014,Chh. Sambhaji Nagar,Phulambri,Asphalt/Cement/Concrete,413.23
2014,Chh. Sambhaji Nagar,Chhatrapati Sambhaji Nagar,Unpaved,206.3
2014,Chh. Sambhaji Nagar,Chhatrapati Sambhaji Nagar,Rock,1140.93
2014,Chh. Sambhaji Nagar,Chhatrapati Sambhaji Nagar,Asphalt/Cement/Concrete,837.08
2014,Chh. Sambhaji Nagar,Khultabad,Unpaved,35.16
2014,Chh. Sambhaji Nagar,Khultabad,Rock,156.06
2014,Chh. Sambhaji Nagar,Khultabad,Asphalt/Cement/Concrete,440.05
2014,Chh. Sambhaji Nagar,Vaijapur,Unpaved,35
2014,Chh. Sambhaji Nagar,Vaijapur,Rock,682.15
2014,Chh. Sambhaji Nagar,Vaijapur,Asphalt/Cement/Concrete,799.44
2014,Chh. Sambhaji Nagar,Gangapur,Unpaved,6.1
2014,Chh. Sambhaji Nagar,Gangapur,Rock,502.12
2014,Chh. Sambhaji Nagar,Gangapur,Asphalt/Cement/Concrete,665.25
2014,Chh. Sambhaji Nagar,Paithan,Unpaved,160.04
2014,Chh. Sambhaji Nagar,Paithan,Rock,345.2
2014,Chh. Sambhaji Nagar,Paithan,Asphalt/Cement/Concrete,638.67
2015,Chh. Sambhaji Nagar,Kannad,Unpaved,36.78
2015,Chh. Sambhaji Nagar,Kannad,Rock,546.49
2015,Chh. Sambhaji Nagar,Kannad,Asphalt/Cement/Concrete,899.35
2015,Chh. Sambhaji Nagar,Soyegaon ,Unpaved,97.46
2015,Chh. Sambhaji Nagar,Soyegaon ,Rock,187.1
2015,Chh. Sambhaji Nagar,Soyegaon ,Asphalt/Cement/Concrete,382.44
2015,Chh. Sambhaji Nagar,Sillod,Unpaved,80.5
2015,Chh. Sambhaji Nagar,Sillod,Rock,299.11
2015,Chh. Sambhaji Nagar,Sillod,Asphalt/Cement/Concrete,765.19
2015,Chh. Sambhaji Nagar,Phulambri,Unpaved,135.64
2015,Chh. Sambhaji Nagar,Phulambri,Rock,347.2
2015,Chh. Sambhaji Nagar,Phulambri,Asphalt/Cement/Concrete,590.15
2015,Chh. Sambhaji Nagar,Chhatrapati Sambhaji Nagar,Unpaved,188.95
2015,Chh. Sambhaji Nagar,Chhatrapati Sambhaji Nagar,Rock,590.85
