District,Year,Items,Units
Wardha,2020,Ghee,24.3
Wardha,2020,Energy Milk,
Wardha,2020,Lassi,
Wardha,2020,Masala Milk,
Wardha,2020,Sustainable cow's milk,
Wardha,2021,Milk Powder,
Wardha,2021,White butter,
Wardha,2021,Ghee,24.6
Wardha,2021,Energy Milk,
Wardha,2021,Lassi,
Wardha,2021,Masala Milk,
Wardha,2021,Sustainable cow's milk,
Washim,2008,Milk Powder,
Washim,2008,White butter,
Washim,2008,Ghee,
Washim,2008,Energy Milk,
Washim,2008,Lassi,
Washim,2008,Masala Milk,
Washim,2008,Sustainable cow's milk,
Washim,2009,Milk Powder,
Washim,2009,White butter,
Washim,2009,Ghee,
Washim,2009,Energy Milk,
Washim,2009,Lassi,
Washim,2009,Masala Milk,
Washim,2009,Sustainable cow's milk,
Washim,2010,Milk Powder,
Washim,2010,White butter,
Washim,2010,Ghee,
Washim,2010,Energy Milk,
Washim,2010,Lassi,
Washim,2010,Masala Milk,
Washim,2010,Sustainable cow's milk,
Washim,2011,Milk Powder,
Washim,2011,White butter,
Washim,2011,Ghee,
Washim,2011,Energy Milk,
Washim,2011,Lassi,
Washim,2011,Masala Milk,
Washim,2011,Sustainable cow's milk,
Washim,2012,Milk Powder,
Washim,2012,White butter,
Washim,2012,Ghee,
Washim,2012,Energy Milk,
Washim,2012,Lassi,
Washim,2012,Masala Milk,
Washim,2012,Sustainable cow's milk,
Washim,2013,Milk Powder,
Washim,2013,White butter,
Washim,2013,Ghee,
Washim,2013,Energy Milk,
Washim,2013,Lassi,
Washim,2013,Masala Milk,
Washim,2013,Sustainable cow's milk,
Washim,2014,Milk Powder,
Washim,2014,White butter,
Washim,2014,Ghee,
Washim,2014,Energy Milk,
Washim,2014,Lassi,
Washim,2014,Masala Milk,
Washim,2014,Sustainable cow's milk,
Washim,2015,Milk Powder,
Washim,2015,White butter,
Washim,2015,Ghee,
Washim,2015,Energy Milk,
Washim,2015,Lassi,
Washim,2015,Masala Milk,
Washim,2015,Sustainable cow's milk,
Washim,2016,Milk Powder,
Washim,2016,White butter,
Washim,2016,Ghee,
Washim,2016,Energy Milk,
Washim,2016,Lassi,
Washim,2016,Masala Milk,
Washim,2016,Sustainable cow's milk,
Washim,2017,Milk Powder,
Washim,2017,White butter,
Washim,2017,Ghee,
Washim,2017,Energy Milk,
Washim,2017,Lassi,
Washim,2017,Masala Milk,
Washim,2017,Sustainable cow's milk,
Washim,2018,Milk Powder,
Washim,2018,White butter,
Washim,2018,Ghee,
Washim,2018,Energy Milk,
Washim,2018,Lassi,
Washim,2018,Masala Milk,
Washim,2018,Sustainable cow's milk,
Washim,2019,Milk Powder,
Washim,2019,White butter,
Washim,2019,Ghee,
Washim,2019,Energy Milk,
Washim,2019,Lassi,
Washim,2019,Masala Milk,
Washim,2019,Sustainable cow's milk,
Washim,2020,Milk Powder,
Washim,2020,White butter,
Washim,2020,Ghee,
Washim,2020,Energy Milk,
Washim,2020,Lassi,
Washim,2020,Masala Milk,
Washim,2020,Sustainable cow's milk,
Washim,2021,Milk Powder,
Washim,2021,White butter,
Washim,2021,Ghee,
Washim,2021,Energy Milk,
Washim,2021,Lassi,
Washim,2021,Masala Milk,
Washim,2021,Sustainable cow's milk,
Yavatmal,2012,Milk Powder,
Yavatmal,2012,White butter,
Yavatmal,2012,Ghee,
Yavatmal,2012,Energy Milk,
Yavatmal,2012,Lassi,
Yavatmal,2012,Masala Milk,
Yavatmal,2012,Sustainable cow's milk,236.0
Yavatmal,2013,Milk Powder,
Yavatmal,2013,White butter,
Yavatmal,2013,Ghee,
Yavatmal,2013,Energy Milk,
Yavatmal,2013,Lassi,
Yavatmal,2013,Masala Milk,
Yavatmal,2013,Sustainable cow's milk,314.0
Yavatmal,2014,Milk Powder,
Yavatmal,2014,White butter,
Yavatmal,2014,Ghee,
Yavatmal,2014,Energy Milk,
Yavatmal,2014,Lassi,
Yavatmal,2014,Masala Milk,
Yavatmal,2014,Sustainable cow's milk,373.0
Yavatmal,2015,Milk Powder,
Yavatmal,2015,White butter,
Yavatmal,2015,Ghee,
Yavatmal,2015,Energy Milk,
Yavatmal,2015,Lassi,
Yavatmal,2015,Masala Milk,
Yavatmal,2015,Sustainable cow's milk,357.0
Yavatmal,2016,Milk Powder,
Yavatmal,2016,White butter,
Yavatmal,2016,Ghee,
Yavatmal,2016,Energy Milk,
Yavatmal,2016,Lassi,
Yavatmal,2016,Masala Milk,
Yavatmal,2016,Sustainable cow's milk,0.0
Yavatmal,2017,Milk Powder,0.0
Yavatmal,2017,White butter,0.0
Yavatmal,2017,Ghee,0.0
Yavatmal,2017,Energy Milk,0.0
Yavatmal,2017,Lassi,0.0
Yavatmal,2017,Masala Milk,0.0
Yavatmal,2017,Sustainable cow's milk,0.0
Yavatmal,2018,Milk Powder,0.0
Yavatmal,2018,White butter,0.0
Yavatmal,2018,Ghee,0.0
Yavatmal,2018,Energy Milk,0.0
Yavatmal,2018,Lassi,0.0
Yavatmal,2018,Masala Milk,0.0
Yavatmal,2018,Sustainable cow's milk,0.0
Yavatmal,2019,Milk Powder,0.0
Yavatmal,2019,White butter,0.0
Yavatmal,2019,Ghee,0.0
Yavatmal,2019,Energy Milk,0.0
Yavatmal,2019,Lassi,0.0
Yavatmal,2019,Masala Milk,0.0
Yavatmal,2019,Sustainable cow's milk,0.0
Yavatmal,2020,Milk Powder,0.0
Yavatmal,2020,White butter,0.0
Yavatmal,2020,Ghee,0.0
Yavatmal,2020,Energy Milk,0.0
Yavatmal,2020,Lassi,0.0
Yavatmal,2020,Masala Milk,0.0
Yavatmal,2020,Sustainable cow's milk,0.0
Yavatmal,2021,Milk Powder,0.0
Yavatmal,2021,White butter,0.0
Yavatmal,2021,Ghee,0.0
Yavatmal,2021,Energy Milk,0.0
Yavatmal,2021,Lassi,0.0
Yavatmal,2021,Masala Milk,0.0
Yavatmal,2021,Sustainable cow's milk,0.0
Sangli,2012,Milk Powder,1947.49
Sangli,2012,White butter,1136.92
Sangli,2012,Ghee,408.31
Sangli,2012,Energy Milk,220.94
Sangli,2012,Lassi,417.87
Sangli,2012,Masala Milk,0.0
Sangli,2012,Sustainable cow's milk,0.0
Sangli,2013,Milk Powder,343.36
Sangli,2013,White butter,269.24
Sangli,2013,Ghee,609.89
Sangli,2013,Energy Milk,166.78
Sangli,2013,Lassi,388.03
Sangli,2013,Masala Milk,0.0
Sangli,2013,Sustainable cow's milk,0.0
Sangli,2014,Milk Powder,757.61
Sangli,2014,White butter,418.49
Sangli,2014,Ghee,370.29
Sangli,2014,Energy Milk,139.34
Sangli,2014,Lassi,362.41
Sangli,2014,Masala Milk,0.0
Sangli,2014,Sustainable cow's milk,0.0
Sangli,2015,Milk Powder,4985.8
Sangli,2015,White butter,2388.29
Sangli,2015,Ghee,384.74
Sangli,2015,Energy Milk,131.61
Sangli,2015,Lassi,439.98
Sangli,2015,Masala Milk,0.0
Sangli,2015,Sustainable cow's milk,0.0
Sangli,2016,Milk Powder,157.91
Sangli,2016,White butter,62.68
Sangli,2016,Ghee,345.12
Sangli,2016,Energy Milk,0.0
Sangli,2016,Lassi,1028.92
Sangli,2016,Masala Milk,117.5
Sangli,2016,Sustainable cow's milk,0.0
Sangli,2017,Milk Powder,1459.82
Sangli,2017,White butter,1129.56
Sangli,2017,Ghee,185.54
Sangli,2017,Energy Milk,0.0
Sangli,2017,Lassi,418.23
Sangli,2017,Masala Milk,158.89
Sangli,2017,Sustainable cow's milk,0.0
Sangli,2018,Milk Powder,3482.06
Sangli,2018,White butter,2242.35
Sangli,2018,Ghee,301.62
Sangli,2018,Energy Milk,0.0
Sangli,2018,Lassi,478.06
Sangli,2018,Masala Milk,145.17
Sangli,2018,Sustainable cow's milk,0.0
Sangli,2019,Milk Powder,4198.42
Sangli,2019,White butter,2196.0
Sangli,2019,Ghee,71.89
Sangli,2019,Energy Milk,0.0
Sangli,2019,Lassi,481.89
Sangli,2019,Masala Milk,942.89
Sangli,2019,Sustainable cow's milk,0.0
Sangli,2020,Milk Powder,1399.0
Sangli,2020,White butter,1229.0
Sangli,2020,Ghee,149.5
Sangli,2020,Energy Milk,0.0
Sangli,2020,Lassi,68.19
Sangli,2020,Masala Milk,0.0
Sangli,2020,Sustainable cow's milk,0.0
Sangli,2021,Milk Powder,1318.0
Sangli,2021,White butter,1207.0
Sangli,2021,Ghee,71.97
Sangli,2021,Energy Milk,0.0
Sangli,2021,Lassi,510.26
Sangli,2021,Masala Milk,60193.07
Sangli,2021,Sustainable cow's milk,0.0
Pune,2011,Milk Powder,0.0
Pune,2011,White butter,0.0
Pune,2011,Ghee,218.41
Pune,2011,Energy Milk,189.05
Pune,2011,Lassi,122.08
Pune,2011,Masala Milk,0.0
Pune,2011,Sustainable cow's milk,374.82
Pune,2012,Milk Powder,170.75
Pune,2012,White butter,0.0
Pune,2012,Ghee,220.98
Pune,2012,Energy Milk,244.07
Pune,2012,Lassi,232.68
Pune,2012,Masala Milk,0.0
Pune,2012,Sustainable cow's milk,693.317
Pune,2013,Milk Powder,86.26
Pune,2013,White butter,0.0
Pune,2013,Ghee,311.14
Pune,2013,Energy Milk,15.83
Pune,2013,Lassi,8.52
Pune,2013,Masala Milk,0.0
Pune,2013,Sustainable cow's milk,780.87
Pune,2014,Milk Powder,49.33
Pune,2014,White butter,87.14
Pune,2014,Ghee,217.06
Pune,2014,Energy Milk,13.49
Pune,2014,Lassi,7.69
Pune,2014,Masala Milk,0.0
Pune,2014,Sustainable cow's milk,780.93
Pune,2015,Milk Powder,675.52
Pune,2015,White butter,337.02
Pune,2015,Ghee,274.73
Pune,2015,Energy Milk,289.15
Pune,2015,Lassi,184.61
Pune,2015,Masala Milk,0.0
Pune,2015,Sustainable cow's milk,738.98
Pune,2016,Milk Powder,657.93
Pune,2016,White butter,337.03
Pune,2016,Ghee,251.51
Pune,2016,Energy Milk,281.5
Pune,2016,Lassi,200.59
Pune,2016,Masala Milk,0.0
Pune,2016,Sustainable cow's milk,786.89
Pune,2017,Milk Powder,836.95
Pune,2017,White butter,468.26
Pune,2017,Ghee,239.67
Pune,2017,Energy Milk,64.15
Pune,2017,Lassi,2.95
Pune,2017,Masala Milk,0.0
Pune,2017,Sustainable cow's milk,580.735
Pune,2018,Milk Powder,848.53
Pune,2018,White butter,622.88
Pune,2018,Ghee,237.68
Pune,2018,Energy Milk,70.46
Pune,2018,Lassi,15.75
Pune,2018,Masala Milk,0.0
Pune,2018,Sustainable cow's milk,605.58
Pune,2019,Milk Powder,413.86
Pune,2019,White butter,210.84
Pune,2019,Ghee,215.9
Pune,2019,Energy Milk,321000.0
Pune,2019,Lassi,324000.0
Pune,2019,Masala Milk,0.0
Pune,2019,Sustainable cow's milk,64324300.0
Pune,2020,Milk Powder,343.13
Pune,2020,White butter,195.04
Pune,2020,Ghee,231.87
Pune,2020,Energy Milk,272000.0
Pune,2020,Lassi,333055.0
Pune,2020,Masala Milk,0.0
Pune,2020,Sustainable cow's milk,49202000.0
Pune,2021,Milk Powder,178.1
Pune,2021,White butter,133.54
Pune,2021,Ghee,200.24
Pune,2021,Energy Milk,286040.0
Pune,2021,Lassi,428947.0
Pune,2021,Masala Milk,0.0
Pune,2021,Sustainable cow's milk,49291416.0
Satara,2012,Milk Powder,0.0
Satara,2012,White butter,3.4
Satara,2012,Ghee,0.0
Satara,2012,Energy Milk,0.0
Satara,2012,Lassi,121905.0
Satara,2012,Masala Milk,209060.0
Satara,2012,Sustainable cow's milk,0.0
Satara,2013,Milk Powder,0.0
Satara,2013,White butter,22.78
Satara,2013,Ghee,0.0
Satara,2013,Energy Milk,0.0
Satara,2013,Lassi,196085.0
Satara,2013,Masala Milk,110040.0
Satara,2013,Sustainable cow's milk,0.0
Satara,2014,Milk Powder,0.0
Satara,2014,White butter,47.26
Satara,2014,Ghee,0.0
Satara,2014,Energy Milk,0.0
Satara,2014,Lassi,135660.0
Satara,2014,Masala Milk,179020.0
Satara,2014,Sustainable cow's milk,0.0
Satara,2015,Milk Powder,0.0
Satara,2015,White butter,29.65
Satara,2015,Ghee,0.0
Satara,2015,Energy Milk,0.0
Satara,2015,Lassi,215675.0
Satara,2015,Masala Milk,255120.0
Satara,2015,Sustainable cow's milk,0.0
Satara,2016,Milk Powder,0.0
Satara,2016,White butter,21.85
Satara,2016,Ghee,0.0
Satara,2016,Energy Milk,0.0
Satara,2016,Lassi,255940.0
Satara,2016,Masala Milk,98476.0
Satara,2016,Sustainable cow's milk,0.0
Satara,2017,Milk Powder,0.0
Satara,2017,White butter,4.2
Satara,2017,Ghee,0.0
Satara,2017,Energy Milk,0.0
Satara,2017,Lassi,289195.0
Satara,2017,Masala Milk,279175.0
Satara,2017,Sustainable cow's milk,0.0
Satara,2018,Milk Powder,0.0
Satara,2018,White butter,3.3
Satara,2018,Ghee,0.0
Satara,2018,Energy Milk,0.0
Satara,2018,Lassi,64576.0
Satara,2018,Masala Milk,60004.0
Satara,2018,Sustainable cow's milk,0.0
Satara,2019,Milk Powder,0.0
Satara,2019,White butter,0.0
Satara,2019,Ghee,0.0
Satara,2019,Energy Milk,0.0
Satara,2019,Lassi,82101.0
Satara,2019,Masala Milk,66618.0
Satara,2019,Sustainable cow's milk,0.0
Satara,2020,Milk Powder,0.0
Satara,2020,White butter,0.0
Satara,2020,Ghee,0.0
Satara,2020,Energy Milk,0.0
Satara,2020,Lassi,77829.0
Satara,2020,Masala Milk,54780.0
Satara,2020,Sustainable cow's milk,0.0
Satara,2021,Milk Powder,0.0
Satara,2021,White butter,12.0
Satara,2021,Ghee,8.0
Satara,2021,Energy Milk,0.0
Satara,2021,Lassi,77069.0
Satara,2021,Masala Milk,50083.0
Satara,2021,Sustainable cow's milk,
Beed,2013,Milk Powder,0.0
Beed,2013,White butter,0.0
Beed,2013,Ghee,0.0
Beed,2013,Energy Milk,0.0
Beed,2013,Lassi,0.0
Beed,2013,Masala Milk,0.0
Beed,2013,Sustainable cow's milk,0.0
Beed,2014,Milk Powder,0.0
Beed,2014,White butter,0.0
Beed,2014,Ghee,0.0
Beed,2014,Energy Milk,0.0
Beed,2014,Lassi,0.0
Beed,2014,Masala Milk,0.0
Beed,2014,Sustainable cow's milk,0.0
Beed,2015,Milk Powder,0.0
Beed,2015,White butter,0.0
Beed,2015,Ghee,0.0
Beed,2015,Energy Milk,0.0
Beed,2015,Lassi,0.0
Beed,2015,Masala Milk,0.0
Beed,2015,Sustainable cow's milk,0.0
Beed,2016,Milk Powder,0.0
Beed,2016,White butter,0.0
Beed,2016,Ghee,0.0
Beed,2016,Energy Milk,0.0
Beed,2016,Lassi,0.0
Beed,2016,Masala Milk,0.0
Beed,2016,Sustainable cow's milk,0.0
Beed,2017,Milk Powder,0.0
Beed,2017,White butter,0.0
Beed,2017,Ghee,0.0
Beed,2017,Energy Milk,0.0
Beed,2017,Lassi,0.0
Beed,2017,Masala Milk,0.0
Beed,2017,Sustainable cow's milk,0.0
Beed,2018,Milk Powder,
Beed,2018,White butter,
Beed,2018,Ghee,
Beed,2018,Energy Milk,
Beed,2018,Lassi,
Beed,2018,Masala Milk,
Beed,2018,Sustainable cow's milk,
Beed,2019,Milk Powder,
Beed,2019,White butter,
Beed,2019,Ghee,0.532
Beed,2019,Energy Milk,
Beed,2019,Lassi,6774.0
Beed,2019,Masala Milk,
Beed,2019,Sustainable cow's milk,
Beed,2020,Milk Powder,
Beed,2020,White butter,
Beed,2020,Ghee,0.26
Beed,2020,Energy Milk,
Beed,2020,Lassi,10710.0
Beed,2020,Masala Milk,
Beed,2020,Sustainable cow's milk,
Beed,2021,Milk Powder,
Beed,2021,White butter,
Beed,2021,Ghee,0.27
Beed,2021,Energy Milk,
Beed,2021,Lassi,2682.0
Beed,2021,Masala Milk,
Beed,2021,Sustainable cow's milk,
Hingoli,2012,Milk Powder,
Hingoli,2012,White butter,
Hingoli,2012,Ghee,
Hingoli,2012,Energy Milk,
Hingoli,2012,Lassi,
Hingoli,2012,Masala Milk,
Hingoli,2012,Sustainable cow's milk,365414.0
Hingoli,2013,Milk Powder,
Hingoli,2013,White butter,
Hingoli,2013,Ghee,
Hingoli,2013,Energy Milk,
Hingoli,2013,Lassi,
Hingoli,2013,Masala Milk,
Hingoli,2013,Sustainable cow's milk,440434.0
Hingoli,2014,Milk Powder,
Hingoli,2014,White butter,
Hingoli,2014,Ghee,
Hingoli,2014,Energy Milk,
Hingoli,2014,Lassi,
Hingoli,2014,Masala Milk,
Hingoli,2014,Sustainable cow's milk,440434.0
Hingoli,2015,Milk Powder,
Hingoli,2015,White butter,
Hingoli,2015,Ghee,
Hingoli,2015,Energy Milk,
Hingoli,2015,Lassi,
Hingoli,2015,Masala Milk,
Hingoli,2015,Sustainable cow's milk,656270.0
Hingoli,2016,Milk Powder,
Hingoli,2016,White butter,
Hingoli,2016,Ghee,
Hingoli,2016,Energy Milk,
Hingoli,2016,Lassi,
Hingoli,2016,Masala Milk,
Hingoli,2016,Sustainable cow's milk,442380.0
Hingoli,2017,Milk Powder,
Hingoli,2017,White butter,
Hingoli,2017,Ghee,
Hingoli,2017,Energy Milk,
Hingoli,2017,Lassi,
Hingoli,2017,Masala Milk,
Hingoli,2017,Sustainable cow's milk,779640.0
Hingoli,2018,Milk Powder,
Hingoli,2018,White butter,
Hingoli,2018,Ghee,
Hingoli,2018,Energy Milk,
Hingoli,2018,Lassi,
Hingoli,2018,Masala Milk,
Hingoli,2018,Sustainable cow's milk,2358960.0
Hingoli,2019,Milk Powder,
Hingoli,2019,White butter,
Hingoli,2019,Ghee,
Hingoli,2019,Energy Milk,
Hingoli,2019,Lassi,
Hingoli,2019,Masala Milk,
Hingoli,2019,Sustainable cow's milk,1388238.0
Hingoli,2020,Milk Powder,
Hingoli,2020,White butter,
Hingoli,2020,Ghee,
Hingoli,2020,Energy Milk,
Hingoli,2020,Lassi,
Hingoli,2020,Masala Milk,
Hingoli,2020,Sustainable cow's milk,1290275.0
Hingoli,2021,Milk Powder,
Hingoli,2021,White butter,
Hingoli,2021,Ghee,
Hingoli,2021,Energy Milk,
Hingoli,2021,Lassi,
Hingoli,2021,Masala Milk,
Hingoli,2021,Sustainable cow's milk,1132960.0
Parbhani,2013,Milk Powder,
Parbhani,2013,White butter,
Parbhani,2013,Ghee,
Parbhani,2013,Energy Milk,
Parbhani,2013,Lassi,
Parbhani,2013,Masala Milk,
Parbhani,2013,Sustainable cow's milk,2708665.0
Parbhani,2014,Milk Powder,
Parbhani,2014,White butter,
Parbhani,2014,Ghee,
Parbhani,2014,Energy Milk,
Parbhani,2014,Lassi,
Parbhani,2014,Masala Milk,
Parbhani,2014,Sustainable cow's milk,3949300.0
Parbhani,2015,Milk Powder,
Parbhani,2015,White butter,
Parbhani,2015,Ghee,
Parbhani,2015,Energy Milk,
Parbhani,2015,Lassi,
Parbhani,2015,Masala Milk,
Parbhani,2015,Sustainable cow's milk,6340050.0
Parbhani,2016,Milk Powder,
Parbhani,2016,White butter,
Parbhani,2016,Ghee,
Parbhani,2016,Energy Milk,
Parbhani,2016,Lassi,
Parbhani,2016,Masala Milk,
Parbhani,2016,Sustainable cow's milk,4585860.0
Parbhani,2017,Milk Powder,
Parbhani,2017,White butter,
Parbhani,2017,Ghee,
Parbhani,2017,Energy Milk,
Parbhani,2017,Lassi,
Parbhani,2017,Masala Milk,
Parbhani,2017,Sustainable cow's milk,6502110.0
Parbhani,2018,Milk Powder,
Parbhani,2018,White butter,
Parbhani,2018,Ghee,
Parbhani,2018,Energy Milk,
Parbhani,2018,Lassi,
Parbhani,2018,Masala Milk,
Parbhani,2018,Sustainable cow's milk,13420320.0
Parbhani,2019,Milk Powder,
Parbhani,2019,White butter,
Parbhani,2019,Ghee,
Parbhani,2019,Energy Milk,
Parbhani,2019,Lassi,
Parbhani,2019,Masala Milk,
Parbhani,2019,Sustainable cow's milk,7966566.0
Parbhani,2020,Milk Powder,
Parbhani,2020,White butter,
Parbhani,2020,Ghee,
Parbhani,2020,Energy Milk,
Parbhani,2020,Lassi,
Parbhani,2020,Masala Milk,
Parbhani,2020,Sustainable cow's milk,2681655.0
Parbhani,2021,Milk Powder,
Parbhani,2021,White butter,
Parbhani,2021,Ghee,
Parbhani,2021,Energy Milk,
Parbhani,2021,Lassi,
Parbhani,2021,Masala Milk,
Parbhani,2021,Sustainable cow's milk,2339650.0
Jalna,2013,Milk Powder,
Jalna,2013,White butter,
Jalna,2013,Ghee,
Jalna,2013,Energy Milk,
Jalna,2013,Lassi,
Jalna,2013,Masala Milk,
Jalna,2013,Sustainable cow's milk,
Jalna,2014,Milk Powder,
Jalna,2014,White butter,
Jalna,2014,Ghee,
Jalna,2014,Energy Milk,
Jalna,2014,Lassi,
Jalna,2014,Masala Milk,
Jalna,2014,Sustainable cow's milk,1119.04
Jalna,2015,Milk Powder,
Jalna,2015,White butter,
Jalna,2015,Ghee,1.21
Jalna,2015,Energy Milk,
Jalna,2015,Lassi,
Jalna,2015,Masala Milk,
Jalna,2015,Sustainable cow's milk,975.993
Jalna,2016,Milk Powder,
Jalna,2016,White butter,
Jalna,2016,Ghee,0.78
Jalna,2016,Energy Milk,
Jalna,2016,Lassi,2.37
Jalna,2016,Masala Milk,
Jalna,2016,Sustainable cow's milk,1061.03
Jalna,2017,Milk Powder,
Jalna,2017,White butter,
Jalna,2017,Ghee,1.7
Jalna,2017,Energy Milk,
Jalna,2017,Lassi,
Jalna,2017,Masala Milk,
Jalna,2017,Sustainable cow's milk,1140.0
Jalna,2018,Milk Powder,
Jalna,2018,White butter,
Jalna,2018,Ghee,1.87
Jalna,2018,Energy Milk,
Jalna,2018,Lassi,
Jalna,2018,Masala Milk,
Jalna,2018,Sustainable cow's milk,1095365.0
Jalna,2019,Milk Powder,
Jalna,2019,White butter,
Jalna,2019,Ghee,2.13
Jalna,2019,Energy Milk,
Jalna,2019,Lassi,
Jalna,2019,Masala Milk,
Jalna,2019,Sustainable cow's milk,866111.0
Jalna,2020,Milk Powder,
Jalna,2020,White butter,
Jalna,2020,Ghee,
Jalna,2020,Energy Milk,
Jalna,2020,Lassi,
Jalna,2020,Masala Milk,
Jalna,2020,Sustainable cow's milk,3879826.0
Jalna,2021,Milk Powder,
Jalna,2021,White butter,
Jalna,2021,Ghee,
Jalna,2021,Energy Milk,
Jalna,2021,Lassi,
Jalna,2021,Masala Milk,
Jalna,2021,Sustainable cow's milk,
Jalgaon,2012,Milk Powder,1257.0
Jalgaon,2012,White butter,1112.0
Jalgaon,2012,Ghee,581.0
Jalgaon,2012,Energy Milk,
Jalgaon,2012,Lassi,
Jalgaon,2012,Masala Milk,
Jalgaon,2012,Sustainable cow's milk,
Jalgaon,2013,Milk Powder,398.0
Jalgaon,2013,White butter,739.0
Jalgaon,2013,Ghee,614.0
Jalgaon,2013,Energy Milk,
Jalgaon,2013,Lassi,
Jalgaon,2013,Masala Milk,
Jalgaon,2013,Sustainable cow's milk,
Jalgaon,2014,Milk Powder,1337.0
Jalgaon,2014,White butter,1398.0
Jalgaon,2014,Ghee,535.0
Jalgaon,2014,Energy Milk,
Jalgaon,2014,Lassi,
Jalgaon,2014,Masala Milk,
Jalgaon,2014,Sustainable cow's milk,
Jalgaon,2015,Milk Powder,1553.0
Jalgaon,2015,White butter,1626.0
Jalgaon,2015,Ghee,493.0
Jalgaon,2015,Energy Milk,
Jalgaon,2015,Lassi,
Jalgaon,2015,Masala Milk,
Jalgaon,2015,Sustainable cow's milk,
Jalgaon,2016,Milk Powder,759.0
Jalgaon,2016,White butter,920.0
Jalgaon,2016,Ghee,613.0
Jalgaon,2016,Energy Milk,
Jalgaon,2016,Lassi,
Jalgaon,2016,Masala Milk,
Jalgaon,2016,Sustainable cow's milk,
Jalgaon,2017,Milk Powder,759.0
Jalgaon,2017,White butter,920.0
Jalgaon,2017,Ghee,613.0
Jalgaon,2017,Energy Milk,
Jalgaon,2017,Lassi,
Jalgaon,2017,Masala Milk,
Jalgaon,2017,Sustainable cow's milk,
Jalgaon,2018,Milk Powder,2793.39
Jalgaon,2018,White butter,2682.78
Jalgaon,2018,Ghee,812.34
Jalgaon,2018,Energy Milk,
Jalgaon,2018,Lassi,102194.0
Jalgaon,2018,Masala Milk,
Jalgaon,2018,Sustainable cow's milk,
Jalgaon,2019,Milk Powder,2109.36
Jalgaon,2019,White butter,2150.67
Jalgaon,2019,Ghee,719.41
Jalgaon,2019,Energy Milk,
Jalgaon,2019,Lassi,110435.0
Jalgaon,2019,Masala Milk,
Jalgaon,2019,Sustainable cow's milk,
Jalgaon,2020,Milk Powder,2664.0
Jalgaon,2020,White butter,2524.9
Jalgaon,2020,Ghee,695.69
Jalgaon,2020,Energy Milk,
Jalgaon,2020,Lassi,73195.0
Jalgaon,2020,Masala Milk,
Jalgaon,2020,Sustainable cow's milk,
Jalgaon,2021,Milk Powder,783.39
Jalgaon,2021,White butter,1359.24
Jalgaon,2021,Ghee,701.48
Jalgaon,2021,Energy Milk,
Jalgaon,2021,Lassi,117296.0
Jalgaon,2021,Masala Milk,
Jalgaon,2021,Sustainable cow's milk,
Kolhapur,2017,Milk Powder,6595.91
Kolhapur,2017,White butter,5669.14
Kolhapur,2017,Ghee,921.41
Kolhapur,2017,Energy Milk,
Kolhapur,2017,Lassi,801196.0
Kolhapur,2017,Masala Milk,
Kolhapur,2017,Sustainable cow's milk,
Kolhapur,2018,Milk Powder,12284.15
Kolhapur,2018,White butter,9013.13
Kolhapur,2018,Ghee,909.31
Kolhapur,2018,Energy Milk,0.0
Kolhapur,2018,Lassi,505196.0
Kolhapur,2018,Masala Milk,
Kolhapur,2018,Sustainable cow's milk,
Kolhapur,2019,Milk Powder,8689.0
Kolhapur,2019,White butter,7368.0
Kolhapur,2019,Ghee,879.0
Kolhapur,2019,Energy Milk,0.0
Kolhapur,2019,Lassi,536850.0
Kolhapur,2019,Masala Milk,
Kolhapur,2019,Sustainable cow's milk,
Kolhapur,2020,Milk Powder,11540.0
Kolhapur,2020,White butter,10410.0
Kolhapur,2020,Ghee,1120.0
Kolhapur,2020,Energy Milk,0.0
Kolhapur,2020,Lassi,547640.0
Kolhapur,2020,Masala Milk,
Kolhapur,2020,Sustainable cow's milk,
Kolhapur,2021,Milk Powder,11980.0
Kolhapur,2021,White butter,10840.0
Kolhapur,2021,Ghee,1210.0
Kolhapur,2021,Energy Milk,0.0
Kolhapur,2021,Lassi,564890.0
Kolhapur,2021,Masala Milk,
Kolhapur,2021,Sustainable cow's milk,
Solapur,2017,Milk Powder,0.0
Solapur,2017,White butter,161.418
Solapur,2017,Ghee,96.418
Solapur,2017,Energy Milk,0.0
Solapur,2017,Lassi,1000.72
Solapur,2017,Masala Milk,0.0
Solapur,2017,Sustainable cow's milk,0.0
Solapur,2018,Milk Powder,
Solapur,2018,White butter,
Solapur,2018,Ghee,125.544
Solapur,2018,Energy Milk,
Solapur,2018,Lassi,58.285
Solapur,2018,Masala Milk,128.334
Solapur,2018,Sustainable cow's milk,
Solapur,2019,Milk Powder,
Solapur,2019,White butter,
Solapur,2019,Ghee,167.476
Solapur,2019,Energy Milk,
Solapur,2019,Lassi,92082.0
Solapur,2019,Masala Milk,119217.0
Solapur,2019,Sustainable cow's milk,
Solapur,2020,Milk Powder,
Solapur,2020,White butter,
Solapur,2020,Ghee,138.248
Solapur,2020,Energy Milk,0.0
Solapur,2020,Lassi,93873.0
Solapur,2020,Masala Milk,128411.0
Solapur,2020,Sustainable cow's milk,
Solapur,2021,Milk Powder,
Solapur,2021,White butter,
Solapur,2021,Ghee,69.44
Solapur,2021,Energy Milk,
Solapur,2021,Lassi,233631.0
Solapur,2021,Masala Milk,145540.0
Solapur,2021,Sustainable cow's milk,
Chh. Sambhaji Nagar,2017,Milk Powder,
Chh. Sambhaji Nagar,2017,White butter,
