District,Year,Taluka,Dairy Development Cooperative Societies,Memberships in Dairy Co-op Societies,Milk collected across the year,Average milk collected per day,Number of cold storage units,Cold Storage Capacity,Unnamed: 9,Unnamed: 10,Unnamed: 11
Jalgaon,2014,Muktainagar,50.0,3462.0,1302000.0,4000.0,0.0,0.0,,,
Jalgaon,2014,Bodvad,43.0,2991.0,1253000.0,3000.0,1.0,5000.0,,,
Jalgaon,2014,Bhusawal,36.0,2520.0,1974000.0,5000.0,1.0,5000.0,,,
Jalgaon,2014,Jalgaon,76.0,5149.0,3591000.0,10000.0,1.0,300000.0,,,
Jalgaon,2014,Erandol,65.0,4493.0,3035000.0,8000.0,1.0,5000.0,,,
Jalgaon,2014,Dharangoan,57.0,3990.0,850000.0,2000.0,0.0,0.0,,,
Jalgaon,2014,Amalner,139.0,9800.0,2829000.0,8000.0,0.0,0.0,,,
Jalgaon,2014,Parola,115.0,7973.0,3687000.0,10000.0,1.0,75000.0,,,
Jalgaon,2014,Bhadgoan,62.0,4264.0,5187000.0,14000.0,2.0,8000.0,,,
Jalgaon,2014,Chalisgoan,107.0,7376.0,11131000.0,30000.0,6.0,20000.0,,,
Jalgaon,2014,Pachora,97.0,6714.0,6341000.0,17000.0,1.0,20000.0,,,
Jalgaon,2014,Jamner,83.0,5772.0,4190000.0,11000.0,0.0,0.0,,,
Jalgaon,2015,Chopda,81.0,5740.0,10305000.0,28000.0,1.0,20000.0,,,
Jalgaon,2015,Yawal,68.0,4690.0,6499000.0,18000.0,1.0,75000.0,,,
Jalgaon,2015,Raver,81.0,5530.0,3308000.0,9000.0,0.0,0.0,,,
Jalgaon,2015,Muktainagar,50.0,3360.0,1477000.0,4000.0,0.0,0.0,,,
Jalgaon,2015,Bodvad,43.0,2940.0,1392000.0,4000.0,1.0,5000.0,,,
Jalgaon,2015,Bhusawal,36.0,2520.0,2252000.0,6000.0,1.0,5000.0,,,
Jalgaon,2015,Jalgaon,76.0,4690.0,4123000.0,11000.0,1.0,300000.0,,,
Jalgaon,2015,Erandol,65.0,4340.0,4127000.0,11000.0,1.0,5000.0,,,
Jalgaon,2015,Dharangoan,57.0,3990.0,1168000.0,3000.0,0.0,0.0,,,
Jalgaon,2015,Amalner,139.0,9800.0,3578000.0,10000.0,0.0,0.0,,,
Jalgaon,2015,Parola,115.0,7840.0,4988000.0,14000.0,1.0,75000.0,,,
Jalgaon,2015,Bhadgoan,62.0,4060.0,6352000.0,17000.0,2.0,8000.0,,,
Jalgaon,2015,Chalisgoan,107.0,7070.0,13348000.0,37000.0,6.0,20000.0,,,
Jalgaon,2015,Pachora,97.0,6510.0,8313000.0,23000.0,1.0,20000.0,,,
Jalgaon,2015,Jamner,83.0,5670.0,5767000.0,16000.0,0.0,0.0,,,
Jalgaon,2016,Chopda,82.0,6150.0,9159300.0,25100.0,1.0,20000.0,,,
Jalgaon,2016,Yawal,67.0,5025.0,6316100.0,17300.0,1.0,75000.0,,,
Jalgaon,2016,Raver,79.0,5925.0,3660800.0,10000.0,0.0,0.0,,,
Jalgaon,2016,Muktainagar,48.0,3600.0,1225100.0,3400.0,0.0,0.0,,,
Jalgaon,2016,Bodvad,42.0,3150.0,1329500.0,3600.0,1.0,5000.0,,,
Jalgaon,2016,Bhusawal,36.0,2700.0,2256900.0,6200.0,1.0,5000.0,,,
Jalgaon,2016,Jalgaon,67.0,5025.0,3859000.0,10600.0,1.0,300000.0,,,
Jalgaon,2016,Erandol,62.0,4650.0,3853400.0,10600.0,1.0,5000.0,,,
Jalgaon,2016,Dharangoan,57.0,4275.0,1195100.0,3300.0,0.0,0.0,,,
Jalgaon,2016,Amalner,140.0,10500.0,4090600.0,11200.0,0.0,0.0,,,
Jalgaon,2016,Parola,112.0,8400.0,4129800.0,11300.0,1.0,75000.0,,,
Jalgaon,2016,Bhadgoan,58.0,4350.0,5440900.0,14900.0,2.0,8000.0,,,
Jalgaon,2016,Chalisgoan,101.0,7575.0,13259200.0,36300.0,6.0,20000.0,,,
Jalgaon,2016,Pachora,93.0,6975.0,8591600.0,23500.0,1.0,20000.0,,,
Jalgaon,2016,Jamner,81.0,6075.0,6352600.0,17400.0,0.0,0.0,,,
Jalgaon,2017,Chopda,49.0,4050.0,11022000.0,30200.0,1.0,20000.0,,,
Jalgaon,2017,Yawal,27.0,2400.0,7511000.0,20600.0,1.0,40000.0,,,
Jalgaon,2017,Raver,50.0,3750.0,4543000.0,12400.0,0.0,0.0,,,
Jalgaon,2017,Muktainagar,26.0,2025.0,1334000.0,3700.0,0.0,0.0,,,
Jalgaon,2017,Bodvad,16.0,1350.0,1594000.0,4300.0,1.0,5000.0,,,
Jalgaon,2017,Bhusawal,17.0,1275.0,2985000.0,8200.0,1.0,5000.0,,,
Jalgaon,2017,Jalgaon,29.0,202.0,4891000.0,13400.0,1.0,300000.0,,,
Jalgaon,2017,Erandol,23.0,1650.0,4630000.0,12700.0,1.0,5000.0,,,
Jalgaon,2017,Dharangoan,20.0,1125.0,1253000.0,3400.0,0.0,0.0,,,
Jalgaon,2017,Amalner,51.0,4050.0,5395000.0,14800.0,0.0,0.0,,,
Jalgaon,2017,Parola,42.0,2850.0,4930000.0,13500.0,1.0,40000.0,,,
Jalgaon,2017,Bhadgoan,42.0,2775.0,6699000.0,18400.0,2.0,8000.0,,,
Jalgaon,2017,Chalisgoan,76.0,5400.0,16704000.0,45800.0,6.0,20000.0,,,
Jalgaon,2017,Pachora,52.0,3975.0,10517000.0,28800.0,1.0,20000.0,,,
Jalgaon,2017,Jamner,43.0,2925.0,7889000.0,21600.0,0.0,0.0,,,
Jalgaon,2018,Chopda,49.0,3720.0,10989000.0,30000.0,1.0,20000.0,,,
Jalgaon,2018,Yawal,28.0,2296.0,7010000.0,19000.0,1.0,40000.0,,,
Jalgaon,2018,Raver,52.0,3966.0,4943000.0,14000.0,0.0,0.0,,,
Jalgaon,2018,Muktainagar,26.0,2106.0,1371000.0,4000.0,0.0,0.0,,,
Jalgaon,2018,Bodvad,19.0,1425.0,1813000.0,5000.0,1.0,5000.0,,,
Jalgaon,2018,Bhusawal,19.0,1444.0,3293000.0,9000.0,1.0,5000.0,,,
Jalgaon,2018,Jalgaon,30.0,2220.0,5748000.0,16000.0,1.0,300000.0,,,
Jalgaon,2018,Erandol,25.0,1950.0,5236000.0,14000.0,1.0,5000.0,,,
Jalgaon,2018,Dharangoan,23.0,1656.0,1810000.0,5000.0,0.0,0.0,,,
Jalgaon,2018,Amalner,61.0,4392.0,5656000.0,16000.0,1.0,2000.0,,,
Jalgaon,2018,Parola,48.0,3552.0,5850000.0,16000.0,1.0,40000.0,,,
Jalgaon,2018,Bhadgoan,56.0,4760.0,9370000.0,26000.0,2.0,6000.0,,,
Jalgaon,2018,Chalisgoan,105.0,8715.0,25742000.0,71000.0,6.0,20000.0,,,
Jalgaon,2018,Pachora,61.0,4514.0,13520000.0,37000.0,1.0,20000.0,,,
Jalgaon,2018,Jamner,54.0,4212.0,9629000.0,26000.0,1.0,5000.0,,,
Jalgaon,2019,Chopda,49.0,4557.0,8928000.0,25000.0,1.0,20000.0,,,
Jalgaon,2019,Yawal,29.0,2697.0,5603000.0,15000.0,1.0,40000.0,,,
Jalgaon,2019,Raver,53.0,4929.0,3835000.0,11000.0,0.0,0.0,,,
Jalgaon,2019,Muktainagar,26.0,2418.0,951000.0,31000.0,0.0,0.0,,,
Jalgaon,2019,Bodvad,17.0,1581.0,1465000.0,4000.0,1.0,5000.0,,,
Jalgaon,2019,Bhusawal,19.0,1767.0,2398000.0,7000.0,1.0,5000.0,,,
Jalgaon,2019,Jalgaon,33.0,3069.0,4287000.0,12000.0,2.0,302000.0,,,
Jalgaon,2019,Erandol,27.0,2511.0,4192000.0,12000.0,1.0,5000.0,,,
Jalgaon,2019,Dharangoan,24.0,2232.0,1471000.0,4000.0,0.0,0.0,,,
Jalgaon,2019,Amalner,63.0,5859.0,3848000.0,11000.0,1.0,2000.0,,,
Jalgaon,2019,Parola,51.0,4743.0,3968000.0,11000.0,1.0,40000.0,,,
Jalgaon,2019,Bhadgoan,64.0,5952.0,8150000.0,22000.0,2.0,6000.0,,,
Jalgaon,2019,Chalisgoan,127.0,29811.0,23525000.0,65000.0,8.0,40000.0,,,
Jalgaon,2019,Pachora,69.0,6417.0,11375000.0,31000.0,1.0,20000.0,,,
Jalgaon,2019,Jamner,59.0,5487.0,6349000.0,17000.0,2.0,6000.0,,,
Jalgaon,2020,Chopda,46.0,4275.0,10011000.0,27400.0,1.0,20000.0,,,
Jalgaon,2020,Yawal,30.0,2790.0,5795000.0,15900.0,1.0,40000.0,,,
Jalgaon,2020,Raver,53.0,4929.0,3346900.0,9200.0,0.0,0.0,,,
Jalgaon,2020,Muktainagar,25.0,2325.0,906300.0,2500.0,0.0,0.0,,,
Jalgaon,2020,Bodvad,18.0,1674.0,1498100.0,4100.0,1.0,5000.0,,,
Jalgaon,2020,Bhusawal,20.0,1860.0,2667200.0,7300.0,1.0,5000.0,,,
Jalgaon,2020,Jalgaon,33.0,3069.0,4910900.0,13500.0,2.0,302000.0,,,
Jalgaon,2020,Erandol,27.0,2511.0,4734600.0,13000.0,1.0,5000.0,,,
Jalgaon,2020,Dharangoan,25.0,2325.0,1513400.0,4100.0,0.0,0.0,,,
Jalgaon,2020,Amalner,67.0,6231.0,4272500.0,11700.0,1.0,2000.0,,,
Jalgaon,2020,Parola,52.0,4836.0,3791200.0,10400.0,1.0,40000.0,,,
Jalgaon,2020,Bhadgoan,65.0,6045.0,6564200.0,18000.0,2.0,6000.0,,,
Jalgaon,2020,Chalisgoan,129.0,11997.0,24730700.0,67800.0,8.0,40000.0,,,
Jalgaon,2020,Pachora,70.0,6510.0,9414700.0,25800.0,1.0,20000.0,,,
Jalgaon,2020,Jamner,61.0,5673.0,5505600.0,15100.0,2.0,6000.0,,,
Jalgaon,2021,Chopda,46.0,4275.0,4076700.0,11170.0,1.0,20000.0,,,
Jalgaon,2021,Yawal,31.0,2790.0,9724300.0,26640.0,1.0,40000.0,,,
Jalgaon,2021,Raver,53.0,4929.0,3618600.0,9910.0,0.0,0.0,,,
Jalgaon,2021,Muktainagar,25.0,2325.0,2675200.0,7330.0,0.0,0.0,,,
Jalgaon,2021,Bodvad,18.0,1674.0,791000.0,2170.0,1.0,5000.0,,,
Jalgaon,2021,Bhusawal,20.0,1860.0,1543300.0,4230.0,1.0,5000.0,,,
Jalgaon,2021,Jalgaon,33.0,3069.0,2021900.0,5540.0,2.0,302000.0,,,
Jalgaon,2021,Erandol,27.0,2511.0,4586700.0,12570.0,1.0,5000.0,,,
Jalgaon,2021,Dharangoan,25.0,2325.0,4184899.9999999995,11470.0,0.0,0.0,,,
Jalgaon,2021,Amalner,67.0,6231.0,1403600.0,3850.0,1.0,2000.0,,,
Jalgaon,2021,Parola,52.0,4836.0,3269200.0,8960.0,1.0,40000.0,,,
Jalgaon,2021,Bhadgoan,65.0,6045.0,6117000.0,16760.0,2.0,6000.0,,,
Jalgaon,2021,Chalisgoan,129.0,11997.0,22162200.0,60720.0,8.0,40000.0,,,
Jalgaon,2021,Pachora,70.0,6510.0,8894800.0,24370.0,1.0,20000.0,,,
Jalgaon,2021,Jamner,61.0,5673.0,5634100.0,15440.0,2.0,6000.0,,,
Chh. Sambhaji Nagar,2012,Kannad,179.0,9129.0,3502000.0,10000.0,1.0,20000.0,,,
Chh. Sambhaji Nagar,2012,Soyegaon,4.0,204.0,52000.0,0.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2012,Sillod,106.0,5406.0,5240000.0,14000.0,1.0,14000.0,,,
Chh. Sambhaji Nagar,2012,Phulambri,161.0,8211.0,8403000.0,23000.0,1.0,20000.0,,,
Chh. Sambhaji Nagar,2012,Chh. Sambhaji Nagar,145.0,7395.0,4397000.0,12000.0,1.0,50000.0,,,
Chh. Sambhaji Nagar,2012,Khultabad,57.0,2907.0,1630000.0,4000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2012,Vaijapur,123.0,6273.0,1634000.0,4000.0,1.0,5000.0,,,
Chh. Sambhaji Nagar,2012,Gangapur,32.0,1632.0,758000.0,2000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2012,Paithan,95.0,4845.0,1376000.0,4000.0,1.0,10000.0,,,
Chh. Sambhaji Nagar,2013,Kannad,186.0,9486.0,3170000.0,9000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2013,Soyegaon,4.0,204.0,0.0,0.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2013,Sillod,118.0,6018.0,5919000.0,16000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2013,Phulambri,180.0,9180.0,7750000.0,21000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2013,Chh. Sambhaji Nagar,145.0,7395.0,4706000.0,13000.0,2.0,100000.0,,,
Chh. Sambhaji Nagar,2013,Khultabad,61.0,3111.0,1165000.0,3000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2013,Vaijapur,133.0,6783.0,1857000.0,5000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2013,Gangapur,32.0,1632.0,795000.0,2000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2013,Paithan,97.0,4947.0,1383000.0,4000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2014,Kannad,107.0,9486.0,3592000.0,10000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2014,Soyegaon,4.0,204.0,19000.0,0.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2014,Sillod,72.0,6018.0,5130000.0,14000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2014,Phulambri,11.0,9180.0,6113000.0,17000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2014,Chh. Sambhaji Nagar,96.0,7395.0,5343000.0,15000.0,2.0,100000.0,,,
Chh. Sambhaji Nagar,2014,Khultabad,56.0,3111.0,1453000.0,4000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2014,Vaijapur,104.0,6783.0,2261000.0,6000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2014,Gangapur,32.0,1632.0,1041000.0,3000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2014,Paithan,97.0,4947.0,1575000.0,4000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2015,Kannad,81.0,4131.0,4060000.0,11000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2015,Soyegaon,0.0,0.0,0.0,0.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2015,Sillod,66.0,3366.0,6799000.0,19000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2015,Phulambri,103.0,5253.0,7479000.0,20000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2015,Chh. Sambhaji Nagar,76.0,3876.0,6842000.0,19000.0,2.0,100000.0,,,
Chh. Sambhaji Nagar,2015,Khultabad,28.0,1428.0,1656000.0,5000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2015,Vaijapur,46.0,2346.0,2790000.0,8000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2015,Gangapur,17.0,807.0,1226000.0,3000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2015,Paithan,41.0,2091.0,2252000.0,6000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2016,Kannad,79.0,4029.0,3414000.0,9000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2016,Soyegaon,0.0,0.0,0.0,0.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2016,Sillod,67.0,3417.0,6244000.0,17000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2016,Phulambri,109.0,5559.0,6529000.0,18000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2016,Chh. Sambhaji Nagar,81.0,4131.0,6796000.0,19000.0,2.0,100000.0,,,
Chh. Sambhaji Nagar,2016,Khultabad,28.0,1428.0,1118000.0,3000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2016,Vaijapur,46.0,2346.0,2393000.0,7000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2016,Gangapur,21.0,1071.0,1056000.0,3000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2016,Paithan,49.0,2499.0,2356000.0,6000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2017,Kannad,88.0,4488.0,3190000.0,9000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2017,Soyegaon,3.0,153.0,600000.0,2000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2017,Sillod,70.0,3570.0,5957000.0,16000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2017,Phulambri,114.0,5814.0,7167000.0,20000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2017,Chh. Sambhaji Nagar,86.0,4386.0,8088000.0,22000.0,4.0,100000.0,,,
Chh. Sambhaji Nagar,2017,Khultabad,28.0,1428.0,1224000.0,3000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2017,Vaijapur,50.0,2550.0,2296000.0,6000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2017,Gangapur,24.0,1224.0,1543000.0,4000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2017,Paithan,52.0,2652.0,2765000.0,8000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2018,Kannad,68.0,3468.0,4046000.0,11000.0,1.0,30000.0,,,
Chh. Sambhaji Nagar,2018,Soyegaon,3.0,153.0,660000.0,2000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2018,Sillod,63.0,3213.0,7346000.0,20000.0,1.0,30000.0,,,
Chh. Sambhaji Nagar,2018,Phulambri,99.0,5049.0,7587000.0,21000.0,1.0,30000.0,,,
Chh. Sambhaji Nagar,2018,Chh. Sambhaji Nagar,82.0,4182.0,9181000.0,25000.0,1.0,50000.0,,,
Chh. Sambhaji Nagar,2018,Khultabad,15.0,765.0,1555000.0,4000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2018,Vaijapur,37.0,1887.0,2623000.0,7000.0,1.0,10000.0,,,
Chh. Sambhaji Nagar,2018,Gangapur,21.0,1071.0,149000.0,0.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2018,Paithan,51.0,2601.0,3844000.0,11000.0,1.0,30000.0,,,
Chh. Sambhaji Nagar,2019,Kannad,80.0,4080.0,2874000.0,8000.0,1.0,30000.0,,,
Chh. Sambhaji Nagar,2019,Soyegaon,2.0,102.0,525000.0,1000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2019,Sillod,66.0,3366.0,6896000.0,19000.0,1.0,30000.0,,,
Chh. Sambhaji Nagar,2019,Phulambri,105.0,5355.0,5912000.0,16000.0,1.0,30000.0,,,
Chh. Sambhaji Nagar,2019,Chh. Sambhaji Nagar,89.0,4539.0,6475000.0,18000.0,1.0,100000.0,,,
Chh. Sambhaji Nagar,2019,Khultabad,28.0,1428.0,1295000.0,4000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2019,Vaijapur,47.0,2397.0,3173000.0,9000.0,1.0,10000.0,,,
Chh. Sambhaji Nagar,2019,Gangapur,23.0,1173.0,1083000.0,3000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2019,Paithan,49.0,2499.0,2241000.0,6000.0,1.0,30000.0,,,
Chh. Sambhaji Nagar,2020,Kannad,50.0,2550.0,3555000.0,10000.0,1.0,30000.0,,,
Chh. Sambhaji Nagar,2020,Soyegaon,3.0,153.0,124000.0,0.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2020,Sillod,64.0,3264.0,6182000.0,17000.0,1.0,30000.0,,,
Chh. Sambhaji Nagar,2020,Phulambri,104.0,5304.0,6075000.0,17000.0,1.0,30000.0,,,
Chh. Sambhaji Nagar,2020,Chh. Sambhaji Nagar,85.0,4335.0,6271000.0,17000.0,1.0,100000.0,,,
Chh. Sambhaji Nagar,2020,Khultabad,18.0,918.0,1360000.0,4000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2020,Vaijapur,36.0,1836.0,1723000.0,5000.0,1.0,10000.0,,,
Chh. Sambhaji Nagar,2020,Gangapur,22.0,1122.0,882000.0,2000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2020,Paithan,52.0,2652.0,2333000.0,6000.0,1.0,10000.0,,,
Chh. Sambhaji Nagar,2021,Kannad,50.0,2550.0,3294000.0,9000.0,1.0,30000.0,,,
Chh. Sambhaji Nagar,2021,Soyegaon,3.0,153.0,0.0,0.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2021,Sillod,56.0,2856.0,4850000.0,13000.0,1.0,30000.0,,,
Chh. Sambhaji Nagar,2021,Phulambri,94.0,4794.0,5703000.0,16000.0,1.0,30000.0,,,
Chh. Sambhaji Nagar,2021,Chh. Sambhaji Nagar,77.0,3927.0,5579000.0,15000.0,1.0,100000.0,,,
Chh. Sambhaji Nagar,2021,Khultabad,14.0,714.0,1374000.0,4000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2021,Vaijapur,39.0,1683.0,1693000.0,5000.0,1.0,10000.0,,,
Chh. Sambhaji Nagar,2021,Gangapur,21.0,1071.0,824000.0,2000.0,0.0,0.0,,,
Chh. Sambhaji Nagar,2021,Paithan,46.0,2346.0,1693000.0,5000.0,1.0,10000.0,,,
Solapur,2011,Karmala,475.0,24225.0,9191000.0,25180.0,2.0,60000.0,,,
Solapur,2011,Madha,554.0,28254.0,8844000.0,24230.0,2.0,100000.0,,,
Solapur,2011,Barsi,331.0,16881.0,4946000.0,13550.0,3.0,130000.0,,,
Solapur,2011,North Solapur,76.0,3876.0,2993000.0,8200.0,3.0,120000.0,,,
Solapur,2011,Mohol,262.0,13362.0,5429000.0,14870.0,1.0,30000.0,,,
Solapur,2011,Pandharpur,408.0,20808.0,11790000.0,32299.999999999996,2.0,50000.0,,,
Solapur,2011,Malsiras,375.0,19125.0,53005000.0,145220.0,4.0,200000.0,,,
Solapur,2011,Sangola,518.0,26418.0,32208000.0,88240.0,2.0,100000.0,,,
Solapur,2011,Mangal Vedha,397.0,20247.0,22101000.0,60550.0,2.0,30000.0,,,
Solapur,2011,South Solapur,98.0,4998.0,2212000.0,6060.0,1.0,30000.0,,,
Solapur,2011,Akalkot,67.0,3417.0,1080000.0,2960.0,0.0,0.0,,,
Solapur,2012,Karmala,475.0,24225.0,8673500.0,23760.0,2.0,60000.0,,,
Solapur,2012,Madha,640.0,32640.0,8347500.0,22870.0,2.0,100000.0,,,
Solapur,2012,Barsi,331.0,16881.0,3176200.0,8700.0,3.0,130000.0,,,
Solapur,2012,North Solapur,76.0,3876.0,2792900.0,7650.0,3.0,120000.0,,,
Solapur,2012,Mohol,262.0,13362.0,9533800.0,26120.0,1.0,30000.0,,,
Solapur,2012,Pandharpur,440.0,24440.0,16507800.0,45230.0,2.0,50000.0,,,
Solapur,2012,Malsiras,375.0,19125.0,53525000.0,146640.0,4.0,200000.0,,,
Solapur,2012,Sangola,555.0,28305.0,31838500.0,87230.0,2.0,100000.0,,,
Solapur,2012,Mangal Vedha,368.0,18768.0,27585900.0,75580.0,2.0,30000.0,,,
Solapur,2012,South Solapur,98.0,4998.0,2211500.0,60590.0,1.0,30000.0,,,
Solapur,2012,Akalkot,67.0,3417.0,935800.0,25640.0,0.0,0.0,,,
Solapur,2013,Karmala,475.0,24251.0,6584600.0,18040.0,2.0,60000.0,,,
Solapur,2013,Madha,555.0,28305.0,6186750.0,16950.0,2.0,100000.0,,,
Solapur,2013,Barsi,331.0,16881.0,2690050.0,7370.0,3.0,130000.0,,,
Solapur,2013,North Solapur,76.0,3876.0,2434550.0,6670.0,3.0,120000.0,,,
Solapur,2013,Mohol,98.0,4998.0,5000500.0,13710.0,1.0,30000.0,,,
Solapur,2013,Pandharpur,410.0,20910.0,13961250.0,38250.0,2.0,50000.0,,,
Solapur,2013,Malsiras,375.0,19125.0,57396250.0,157250.0,4.0,200000.0,,,
Solapur,2013,Sangola,524.0,26724.0,25820100.0,70740.0,2.0,100000.0,,,
Solapur,2013,Mangal Vedha,404.0,20604.0,22316100.0,61140.0,2.0,30000.0,,,
Solapur,2013,South Solapur,98.0,4998.0,2339650.0,6410.0,1.0,30000.0,,,
Solapur,2013,Akalkot,67.0,3417.0,744600.0,2040.0,0.0,0.0,,,
Solapur,2014,Karmala,475.0,24225.0,37069000.0,102000.0,2.0,60000.0,,,
Solapur,2014,Madha,555.0,28305.0,69346000.0,190000.0,2.0,100000.0,,,
Solapur,2014,Barsi,331.0,16881.0,15957000.0,44000.0,3.0,130000.0,,,
Solapur,2014,North Solapur,76.0,3876.0,6007000.0,16000.0,3.0,120000.0,,,
Solapur,2014,Mohol,262.0,13362.0,32856000.0,90000.0,1.0,30000.0,,,
Solapur,2014,Pandharpur,410.0,20910.0,57000000.0,156000.0,2.0,50000.0,,,
Solapur,2014,Malsiras,375.0,19124.0,139116000.0,381000.0,4.0,200000.0,,,
Solapur,2014,Sangola,524.0,26724.0,78210000.0,214000.0,2.0,100000.0,,,
Solapur,2014,Mangal Vedha,404.0,20604.0,56914000.0,156000.0,2.0,30000.0,,,
Solapur,2014,South Solapur,98.0,4998.0,3628000.0,10000.0,1.0,30000.0,,,
Solapur,2014,Akalkot,67.0,3417.0,870000.0,2000.0,0.0,0.0,,,
Solapur,2015,Karmala,475.0,24225.0,31527000.0,86000.0,2.0,60000.0,,,
Solapur,2015,Madha,555.0,28305.0,65186000.0,179000.0,2.0,100000.0,,,
Solapur,2015,Barsi,331.0,16881.0,9962000.0,27000.0,3.0,130000.0,,,
Solapur,2015,North Solapur,76.0,3876.0,5904000.0,16000.0,3.0,120000.0,,,
Solapur,2015,Mohol,262.0,13362.0,30402000.0,83000.0,1.0,30000.0,,,
Solapur,2015,Pandharpur,410.0,20910.0,60898000.0,167000.0,2.0,50000.0,,,
Solapur,2015,Malsiras,375.0,19125.0,123652000.0,339000.0,4.0,200000.0,,,
Solapur,2015,Sangola,524.0,26724.0,82861000.0,227000.0,2.0,100000.0,,,
Solapur,2015,Mangal Vedha,404.0,20604.0,45076000.0,123000.0,2.0,30000.0,,,
Solapur,2015,South Solapur,98.0,4998.0,4007000.0,11000.0,1.0,30000.0,,,
Solapur,2015,Akalkot,67.0,3417.0,618000.0,2000.0,0.0,0.0,,,
Solapur,2016,Karmala,475.0,24225.0,31018060.0,84981.0,2.0,60000.0,,,
Solapur,2016,Madha,555.0,28305.0,60534520.0,165848.0,2.0,100000.0,,,
Solapur,2016,Barsi,331.0,16881.0,10567110.0,28951.0,3.0,130000.0,,,
Solapur,2016,North Solapur,103.0,5253.0,3577000.0,9800.0,3.0,120000.0,,,
Solapur,2016,Mohol,262.0,13362.0,30695040.0,84096.0,1.0,30000.0,,,
Solapur,2016,Pandharpur,410.0,20910.0,69269700.0,189780.0,2.0,50000.0,,,
Solapur,2016,Malsiras,266.0,13566.0,113250370.0,310275.0,4.0,200000.0,,,
Solapur,2016,Sangola,524.0,26724.0,71530870.0,195975.0,2.0,100000.0,,,
Solapur,2016,Mangal Vedha,404.0,20604.0,38978710.0,106791.0,2.0,30000.0,,,
Solapur,2016,South Solapur,98.0,4998.0,2484920.0,6808.0,1.0,30000.0,,,
Solapur,2016,Akalkot,67.0,3417.0,565150.0,1550.0,0.0,0.0,,,
Solapur,2017,Karmala,475.0,24225.0,4970484.0,13618.0,2.0,60000.0,,,
Solapur,2017,Madha,555.0,28305.0,2603357.0,7132.0,2.0,100000.0,,,
Solapur,2017,Barsi,331.0,16881.0,2633636.0,7215.0,3.0,130000.0,,,
Solapur,2017,North Solapur,103.0,5253.0,2786034.0,7633.0,3.0,120000.0,,,
Solapur,2017,Mohol,262.0,13362.0,2931062.0,8029.999999999999,1.0,30000.0,,,
Solapur,2017,Pandharpur,410.0,20910.0,4358822.0,11942.0,2.0,50000.0,,,
