District,Year,Taluka,Annual Target for Artificial Insemination,Actual Artificial Insemination Numbers,Percentage of Artificial Insemination Target Achieved
Bhandara,2015,Pavani,9165.0,6690.45,158.0
Bhandara,2015,Lakhandur,6690.0,4883.7,112.6
Bhandara,2016,Tumsar,6954.0,5076.42,93.0
Bhandara,2016,Mohadi,8545.0,6237.85,88.7
Bhandara,2016,Bhandara,12632.0,9221.36,95.9
Bhandara,2016,Sakoli,7241.0,5285.93,105.90000000000002
Bhandara,2016,Lakhani,6650.0,4854.5,125.6
Bhandara,2016,Pavani,11636.0,8494.28,140.5
Bhandara,2016,Lakhandur,6347.0,4633.31,107.59999999999998
Bhandara,2017,Tumsar,22116.0,16144.68,24.1
Bhandara,2017,Mohadi,20020.0,14614.6,45.3
Bhandara,2017,Bhandara,23992.0,17514.16,59.20000000000001
Bhandara,2017,Sakoli,14455.0,10552.15,56.99999999999999
Bhandara,2017,Lakhani,12447.0,9086.31,63.1
Bhandara,2017,Pavani,18314.0,13369.22,76.3
Bhandara,2017,Lakhandur,13233.0,9660.09,61.3
Bhandara,2018,Tumsar,25990.0,18972.7,22.65
Bhandara,2018,Mohadi,23626.0,17246.98,36.08
Bhandara,2018,Bhandara,23983.0,17507.59,56.07
Bhandara,2018,Sakoli,16981.0,12396.13,44.61
Bhandara,2018,Lakhani,14163.0,10338.99,61.58
Bhandara,2018,Pavani,21475.0,15676.75,70.01
Bhandara,2018,Lakhandur,15548.0,11350.04,55.93
Bhandara,2019,Tumsar,8749.0,6386.77,63.9
Bhandara,2019,Mohadi,13943.0,10178.39,57.76
Bhandara,2019,Bhandara,20760.0,15154.8,65.6
Bhandara,2019,Sakoli,11609.0,8474.57,61.85000000000001
Bhandara,2019,Lakhani,13202.0,9637.46,73.08
Bhandara,2019,Pavani,19961.0,14571.53,73.14
Bhandara,2019,Lakhandur,13187.0,9626.51,68.26
Bhandara,2020,Tumsar,8152.0,5950.96,84.14
Bhandara,2020,Mohadi,12727.0,9290.71,64.98
Bhandara,2020,Bhandara,20171.0,14724.83,66.05
Bhandara,2020,Sakoli,10976.0,8012.48,67.44
Bhandara,2020,Lakhani,15174.0,11077.02,67.92
Bhandara,2020,Pavani,23133.0,16887.09,60.43999999999999
Bhandara,2020,Lakhandur,13768.0,10050.64,63.89
Bhandara,2021,Tumsar,9412.0,6870.76,61.24000000000001
Bhandara,2021,Mohadi,12851.0,9381.23,58.3
Bhandara,2021,Bhandara,20226.0,14764.98,60.0
Bhandara,2021,Sakoli,10502.0,7666.46,67.54
Bhandara,2021,Lakhani,16775.0,12245.75,59.0
Bhandara,2021,Pavani,23162.0,16908.26,54.32
Bhandara,2021,Lakhandur,12925.0,9435.25,62.92
Buldhana,2013,Jalgaon Jamod,2616.0,1909.68,92.5
Buldhana,2013,Sangrampur,3431.0,2504.63,78.66
Buldhana,2013,Shegaon,3023.0,2206.79,65.46
Buldhana,2013,Nandura,3433.0,2506.09,104.91999999999999
Buldhana,2013,Malkapur,3627.0,2647.71,107.98999999999998
Buldhana,2013,Motala,4848.0,3539.04,52.53
Buldhana,2013,Khamgaon,6809.0,4970.57,54.89999999999999
Buldhana,2013,Mehkar,9871.0,7205.83,47.12
Buldhana,2013,Chikhali,7552.0,5512.96,56.279999999999994
Buldhana,2013,Buldana,6959.0,5080.07,71.45
Buldhana,2013,Deulgaon Raja,2224.0,1623.52,83.54
Buldhana,2013,Sindkhed Raja,3229.0,2357.17,75.78
Buldhana,2013,Lonar,3428.0,2502.44,47.99
Buldhana,2014,Jalgaon Jamod,1798.0,1312.54,110.9
Buldhana,2014,Sangrampur,3754.0,2740.42,81.2
Buldhana,2014,Shegaon,2653.0,1936.69,60.199999999999996
Buldhana,2014,Nandura,3755.0,2741.15,95.1
Buldhana,2014,Malkapur,3346.0,2442.58,106.4
Buldhana,2014,Motala,5308.0,3874.84,42.2
Buldhana,2014,Khamgaon,6855.0,5004.15,59.0
Buldhana,2014,Mehkar,10227.0,7465.71,44.7
Buldhana,2014,Chikhali,7335.0,5354.55,52.2
Buldhana,2014,Buldana,7081.0,5169.13,66.9
Buldhana,2014,Deulgaon Raja,2413.0,1761.49,88.0
Buldhana,2014,Sindkhed Raja,3550.0,2591.5,59.699999999999996
Buldhana,2014,Lonar,3792.0,2768.16,66.3
Buldhana,2015,Jalgaon Jamod,900.0,657.0,100.2
Buldhana,2015,Sangrampur,0.0,0.0,0.0
Buldhana,2015,Shegaon,900.0,657.0,66.2
Buldhana,2015,Nandura,0.0,0.0,0.0
Buldhana,2015,Malkapur,900.0,657.0,56.00000000000001
Buldhana,2015,Motala,0.0,0.0,0.0
Buldhana,2015,Khamgaon,900.0,657.0,45.0
Buldhana,2015,Mehkar,900.0,657.0,44.7
Buldhana,2015,Chikhali,900.0,657.0,0.0
Buldhana,2015,Buldana,900.0,657.0,41.1
Buldhana,2015,Deulgaon Raja,0.0,0.0,0.0
Buldhana,2015,Sindkhed Raja,0.0,0.0,0.0
Buldhana,2015,Lonar,0.0,0.0,0.0
Buldhana,2016,Jalgaon Jamod,12600.0,9198.0,43.09
Buldhana,2016,Sangrampur,13500.0,9855.0,26.47
Buldhana,2016,Shegaon,3600.0,2628.0,74.53
Buldhana,2016,Nandura,6300.0,4599.0,35.05
Buldhana,2016,Malkapur,7200.0,5256.0,16.88
Buldhana,2016,Motala,18900.0,13797.0,24.01
Buldhana,2016,Khamgaon,11700.0,8541.0,30.769999999999996
Buldhana,2016,Mehkar,4500.0,3285.0,48.47
Buldhana,2016,Chikhali,6300.0,4599.0,51.05
Buldhana,2016,Buldana,3600.0,2628.0,39.33
Buldhana,2016,Deulgaon Raja,6300.0,4599.0,51.629999999999995
Buldhana,2016,Sindkhed Raja,6300.0,4599.0,50.35000000000001
Buldhana,2016,Lonar,9000.0,6570.0,45.54
Buldhana,2017,Jalgaon Jamod,3960.0,2890.8,31.06
Buldhana,2017,Sangrampur,6930.0,5058.9,42.91
Buldhana,2017,Shegaon,4950.0,3613.5,35.52
Buldhana,2017,Nandura,6930.0,5058.9,41.79
Buldhana,2017,Malkapur,6930.0,5058.9,45.28
Buldhana,2017,Motala,9900.0,7227.0,46.18
Buldhana,2017,Khamgaon,12870.0,9395.1,28.28
Buldhana,2017,Mehkar,20790.0,15176.7,18.46
Buldhana,2017,Chikhali,14850.0,10840.5,21.12
Buldhana,2017,Buldana,13860.0,10117.8,35.5
Buldhana,2017,Deulgaon Raja,3960.0,2890.8,86.97
Buldhana,2017,Sindkhed Raja,6930.0,5058.9,35.05
Buldhana,2017,Lonar,7920.0,5781.6,18.67
Buldhana,2018,Jalgaon Jamod,12166.0,8881.18,13.320000000000002
Buldhana,2018,Sangrampur,17621.0,12863.33,18.85
Buldhana,2018,Shegaon,11791.0,8607.43,16.73
Buldhana,2018,Nandura,15356.0,11209.88,25.670000000000005
Buldhana,2018,Malkapur,16925.0,12355.25,23.03
Buldhana,2018,Motala,18436.0,13458.28,29.74
Buldhana,2018,Khamgaon,34646.0,25291.58,6.77
Buldhana,2018,Mehkar,21752.0,15878.96,19.9
Buldhana,2018,Chikhali,20876.0,15239.48,18.61
Buldhana,2018,Buldana,19053.0,13908.69,33.7
Buldhana,2018,Deulgaon Raja,13172.0,9615.56,25.989999999999995
Buldhana,2018,Sindkhed Raja,18031.0,13162.63,14.75
Buldhana,2018,Lonar,11911.0,8695.03,15.47
Buldhana,2019,Jalgaon Jamod,12163.0,8878.99,14.529999999999998
Buldhana,2019,Sangrampur,17619.0,12861.87,18.59
Buldhana,2019,Shegaon,11789.0,8605.97,20.49
Buldhana,2019,Nandura,14955.0,10917.15,23.2
Buldhana,2019,Malkapur,16745.0,12223.85,28.559999999999995
Buldhana,2019,Motala,18425.0,13450.25,25.509999999999998
Buldhana,2019,Khamgaon,34653.0,25296.69,7.04
Buldhana,2019,Mehkar,23604.0,17230.92,18.37
Buldhana,2019,Chikhali,24470.0,17863.1,18.73
Buldhana,2019,Buldana,19353.0,14127.69,30.81
Buldhana,2019,Deulgaon Raja,13172.0,9615.56,23.75
Buldhana,2019,Sindkhed Raja,18022.0,13156.06,14.23
Buldhana,2019,Lonar,11910.0,8694.3,13.33
Buldhana,2020,Jalgaon Jamod,12163.0,8878.99,19.37
Buldhana,2020,Sangrampur,17619.0,12861.87,21.86
Buldhana,2020,Shegaon,11789.0,8605.97,12.7
Buldhana,2020,Nandura,14955.0,10917.15,18.0
Buldhana,2020,Malkapur,16745.0,12223.85,24.0
Buldhana,2020,Motala,18425.0,13450.25,22.25
Buldhana,2020,Khamgaon,34653.0,25296.69,7.04
Buldhana,2020,Mehkar,23604.0,17230.92,12.869999999999997
Buldhana,2020,Chikhali,24470.0,17863.1,19.17
Buldhana,2020,Buldana,19353.0,14127.69,31.45
Buldhana,2020,Deulgaon Raja,13172.0,9615.56,33.18
Buldhana,2020,Sindkhed Raja,18022.0,13156.06,13.88
Buldhana,2020,Lonar,11910.0,8694.3,14.71
Buldhana,2021,Jalgaon Jamod,2360.0,1722.8,84.11
Buldhana,2021,Sangrampur,4317.0,3151.41,73.61
Buldhana,2021,Shegaon,3245.0,2368.85,44.68
Buldhana,2021,Nandura,5272.0,3848.56,50.11
Buldhana,2021,Malkapur,2044.0,1492.12,38.65
Buldhana,2021,Motala,2144.0,1565.12,47.41
Buldhana,2021,Khamgaon,3374.0,2463.02,71.04
Buldhana,2021,Mehkar,6020.0,4394.6,51.04
Buldhana,2021,Chikhali,6769.0,4941.37,68.72
Buldhana,2021,Buldana,19353.0,14127.69,24.46
Buldhana,2021,Deulgaon Raja,4034.0,2944.82,78.65
Buldhana,2021,Sindkhed Raja,3567.0,2603.91,61.75999999999999
Buldhana,2021,Lonar,2174.0,1587.02,59.42000000000001
Chandrapur,2012,Varora,3740.0,2730.2,53.7
Chandrapur,2012,Chimur,3130.0,2284.9,63.800000000000004
Chandrapur,2012,Nagbhid,3890.0,2839.7,74.9
Chandrapur,2012,Bramhapuri,3472.0,2534.56,79.5
Chandrapur,2012,Savali,1860.0,1357.8,54.400000000000006
Chandrapur,2012,Sindevahi,1945.0,1419.85,61.5
Chandrapur,2012,Bhadravati,2885.0,2106.05,83.3
Chandrapur,2012,Chandrapur,2690.0,1963.7,61.9
Chandrapur,2012,Mul,2330.0,1700.9,68.0
Chandrapur,2012,Ponbhurna,659.0,481.07,67.5
Chandrapur,2012,Ballarpur,710.0,518.3,45.4
Chandrapur,2012,Korpana,1694.0,1236.62,48.8
Chandrapur,2012,Rajura,2370.0,1730.1,56.39999999999999
Chandrapur,2012,Gondpipari,1450.0,1058.5,52.300000000000004
Chandrapur,2012,Jivati,950.0,693.5,51.1
Chandrapur,2013,Varora,3640.0,2657.2,65.6
Chandrapur,2013,Chimur,3030.0,2211.9,63.9
Chandrapur,2013,Nagbhid,3785.0,2763.05,83.3
Chandrapur,2013,Bramhapuri,3372.0,2461.56,83.1
Chandrapur,2013,Savali,1760.0,1284.8,52.7
Chandrapur,2013,Sindevahi,1945.0,1419.85,62.2
Chandrapur,2013,Bhadravati,2785.0,2033.05,90.1
Chandrapur,2013,Chandrapur,2590.0,1890.7,55.7
Chandrapur,2013,Mul,2330.0,1700.9,67.3
Chandrapur,2013,Ponbhurna,659.0,481.07,3.6000000000000005
Chandrapur,2013,Ballarpur,710.0,518.3,41.6
Chandrapur,2013,Korpana,1654.0,1207.42,69.7
Chandrapur,2013,Rajura,2320.0,1693.6,63.9
Chandrapur,2013,Gondpipari,1440.0,1051.2,53.6
Chandrapur,2013,Jivati,950.0,693.5,43.6
Chandrapur,2014,Varora,4020.0,2934.6,52.6
Chandrapur,2014,Chimur,3310.0,2416.3,55.60000000000001
Chandrapur,2014,Nagbhid,3800.0,2774.0,91.6
Chandrapur,2014,Bramhapuri,3499.0,2554.27,81.9
Chandrapur,2014,Savali,1880.0,1372.4,42.2
Chandrapur,2014,Sindevahi,1970.0,1438.1,64.1
Chandrapur,2014,Bhadravati,3285.0,2398.05,67.2
Chandrapur,2014,Chandrapur,2635.0,1923.55,93.7
Chandrapur,2014,Mul,2405.0,1755.65,62.0
Chandrapur,2014,Ponbhurna,885.0,646.05,64.3
Chandrapur,2014,Ballarpur,678.0,494.94,47.2
Chandrapur,2014,Korpana,2330.0,1700.9,56.99999999999999
Chandrapur,2014,Rajura,2700.0,1971.0,44.9
Chandrapur,2014,Gondpipari,1830.0,1335.9,45.5
Chandrapur,2014,Jivati,1035.0,755.55,38.0
Chandrapur,2015,Varora,3730.0,2722.9,50.0
Chandrapur,2015,Chimur,3690.0,2693.7,49.0
Chandrapur,2015,Nagbhid,3465.0,2529.45,73.0
Chandrapur,2015,Bramhapuri,3335.0,2434.55,85.0
Chandrapur,2015,Savali,2160.0,1576.8,34.0
Chandrapur,2015,Sindevahi,2410.0,1759.3,44.0
Chandrapur,2015,Bhadravati,3450.0,2518.5,51.0
Chandrapur,2015,Chandrapur,2240.0,1635.2,45.0
Chandrapur,2015,Mul,2255.0,1646.15,45.0
Chandrapur,2015,Ponbhurna,1220.0,890.6,28.999999999999996
Chandrapur,2015,Ballarpur,1080.0,788.4,25.0
Chandrapur,2015,Korpana,2710.0,1978.3,56.99999999999999
Chandrapur,2015,Rajura,2535.0,1850.55,40.0
Chandrapur,2015,Gondpipari,2260.0,1649.8,39.0
Chandrapur,2015,Jivati,1460.0,1065.8,33.0
Chandrapur,2016,Varora,4037.0,2947.01,56.8
Chandrapur,2016,Chimur,2805.0,2047.65,60.6
Chandrapur,2016,Nagbhid,3099.0,2262.27,84.4
Chandrapur,2016,Bramhapuri,3506.0,2559.38,90.6
Chandrapur,2016,Savali,1758.0,1283.34,33.3
Chandrapur,2016,Sindevahi,1557.0,1136.61,40.2
Chandrapur,2016,Bhadravati,2242.0,1636.66,62.6
Chandrapur,2016,Chandrapur,2841.0,2073.93,61.8
Chandrapur,2016,Mul,1743.0,1272.39,66.9
Chandrapur,2016,Ponbhurna,805.0,587.65,34.4
Chandrapur,2016,Ballarpur,1210.0,883.3,24.2
Chandrapur,2016,Korpana,2291.0,1672.43,79.0
Chandrapur,2016,Rajura,2118.0,1546.14,53.29999999999999
Chandrapur,2016,Gondpipari,2453.0,1790.69,33.6
Chandrapur,2016,Jivati,1535.0,1120.55,38.4
Chandrapur,2017,Varora,16203.0,11828.19,19.2
Chandrapur,2017,Chimur,16476.0,12027.48,12.0
Chandrapur,2017,Nagbhid,11018.0,8043.14,25.6
Chandrapur,2017,Bramhapuri,12974.0,9471.02,27.0
Chandrapur,2017,Savali,14787.0,10794.51,3.8
Chandrapur,2017,Sindevahi,8136.0,5939.28,8.3
Chandrapur,2017,Bhadravati,12637.0,9225.01,12.1
Chandrapur,2017,Chandrapur,15849.0,11569.77,12.5
Chandrapur,2017,Mul,7470.0,5453.1,17.0
Chandrapur,2017,Ponbhurna,5989.0,4371.97,4.3
Chandrapur,2017,Ballarpur,5568.0,4064.64,6.5
Chandrapur,2017,Korpana,11953.0,8725.69,17.7
Chandrapur,2017,Rajura,11123.0,8119.79,11.3
Chandrapur,2017,Gondpipari,11880.0,8672.4,6.5
Chandrapur,2017,Jivati,10034.0,7324.82,5.3
Chandrapur,2018,Varora,19742.0,14411.66,22.77
Chandrapur,2018,Chimur,18552.0,13542.96,11.65
Chandrapur,2018,Nagbhid,12142.0,8863.66,31.94
Chandrapur,2018,Bramhapuri,14566.0,10633.18,28.22
Chandrapur,2018,Savali,13754.0,10040.42,7.32
Chandrapur,2018,Sindevahi,9204.0,6718.92,13.119999999999997
Chandrapur,2018,Bhadravati,14315.0,10449.95,11.47
Chandrapur,2018,Chandrapur,14925.0,10895.25,15.49
Chandrapur,2018,Mul,10709.0,7817.57,13.94
Chandrapur,2018,Ponbhurna,6775.0,4945.75,5.56
Chandrapur,2018,Ballarpur,6300.0,4599.0,7.9
Chandrapur,2018,Korpana,13521.0,9870.33,19.44
Chandrapur,2018,Rajura,12489.0,9116.97,15.27
Chandrapur,2018,Gondpipari,13439.0,9810.47,7.9
Chandrapur,2018,Jivati,11351.0,8286.23,5.54
Chandrapur,2019,Varora,3802.0,2775.46,124.12
Chandrapur,2019,Chimur,3813.0,2783.49,65.2
Chandrapur,2019,Nagbhid,5104.0,3725.92,69.18
Chandrapur,2019,Bramhapuri,4273.0,3119.29,97.33
Chandrapur,2019,Savali,1909.0,1393.57,64.9
Chandrapur,2019,Sindevahi,1606.0,1172.38,51.239999999999995
Chandrapur,2019,Bhadravati,3344.0,2441.12,47.13
Chandrapur,2019,Chandrapur,3224.0,2353.52,71.02
Chandrapur,2019,Mul,1785.0,1303.05,95.8
Chandrapur,2019,Ponbhurna,781.0,570.13,69.91
Chandrapur,2019,Ballarpur,1299.0,948.27,34.02
Chandrapur,2019,Korpana,1857.0,1355.61,129.45
Chandrapur,2019,Rajura,2448.0,1787.04,86.48
Chandrapur,2019,Gondpipari,1808.0,1319.84,56.25
Chandrapur,2019,Jivati,1104.0,805.92,55.34
Chandrapur,2020,Varora,3978.0,2903.94,122.29999999999998
Chandrapur,2020,Chimur,3950.0,2883.5,59.77
Chandrapur,2020,Nagbhid,5168.0,3772.64,78.17
Chandrapur,2020,Bramhapuri,4283.0,3126.59,98.25
Chandrapur,2020,Savali,2037.0,1487.01,51.24999999999999
Chandrapur,2020,Sindevahi,1688.0,1232.24,69.49
Chandrapur,2020,Bhadravati,3443.0,2513.39,65.52
Chandrapur,2020,Chandrapur,3442.0,2512.66,59.43999999999999
Chandrapur,2020,Mul,1846.0,1347.58,86.62
Chandrapur,2020,Ponbhurna,827.0,603.71,69.53
Chandrapur,2020,Ballarpur,1326.0,967.98,37.71
Chandrapur,2020,Korpana,1966.0,1435.18,119.30000000000001
Chandrapur,2020,Rajura,2669.0,1948.37,97.41
Chandrapur,2020,Gondpipari,1908.0,1392.84,38.42
Chandrapur,2020,Jivati,1159.0,846.07,54.17999999999999
Chandrapur,2021,Varora,5812.0,4242.76,55.44
Chandrapur,2021,Chimur,2772.0,2023.56,62.2
Chandrapur,2021,Nagbhid,5598.0,4086.54,75.03
Chandrapur,2021,Bramhapuri,6542.0,4775.66,57.98
Chandrapur,2021,Savali,1538.0,1122.74,71.13
Chandrapur,2021,Sindevahi,1656.0,1208.88,60.39
Chandrapur,2021,Bhadravati,2831.0,2066.63,68.53
Chandrapur,2021,Chandrapur,2803.0,2046.19,59.650000000000006
Chandrapur,2021,Mul,2290.0,1671.7,52.88
Chandrapur,2021,Ponbhurna,802.0,585.46,106.0
Chandrapur,2021,Ballarpur,634.0,462.82,50.16
Chandrapur,2021,Korpana,2649.0,1933.77,71.73
Chandrapur,2021,Rajura,3446.0,2515.58,54.21
Chandrapur,2021,Gondpipari,506.0,369.38,159.1
Chandrapur,2021,Jivati,831.0,606.63,60.77
Dhule,2012,Shirpur,3457.0,2523.61,0.62
Dhule,2012,Shindkheda,3279.0,2393.67,0.78
Dhule,2012,Sakri,440.0,321.2,0.95
Dhule,2012,Dhule,7868.0,5743.64,0.8500000000000001
Dhule,2013,Shirpur,3791.0,2767.43,0.69
Dhule,2013,Shindkheda,3614.0,2638.22,0.69
Dhule,2013,Sakri,479.0,349.67,0.8699999999999999
Dhule,2013,Dhule,8468.0,6181.64,0.88
Dhule,2014,Shirpur,4261.0,3110.53,53.74
Dhule,2014,Shindkheda,4080.0,2978.4,77.03
Dhule,2014,Sakri,1241.0,905.93,53.82
Dhule,2014,Dhule,8669.0,6328.37,81.46
Dhule,2015,Shirpur,5619.0,4101.87,35.45
Dhule,2015,Shindkheda,5837.0,4261.01,27.01
Dhule,2015,Sakri,1414.0,1032.22,18.38
Dhule,2015,Dhule,10906.0,7961.38,57.06
Dhule,2016,Shirpur,5619.0,4101.87,37.0
Dhule,2016,Shindkheda,5837.0,4261.01,22.0
Dhule,2016,Sakri,1414.0,1032.22,13.0
Dhule,2016,Dhule,41530.0,30316.9,75.0
Dhule,2017,Shirpur,33024.0,24107.52,21.0
Dhule,2017,Shindkheda,25091.0,18316.43,37.0
Dhule,2017,Sakri,54239.0,39594.47,17.0
Dhule,2017,Dhule,55643.0,40619.39,18.0
Dhule,2018,Shirpur,35007.0,25555.11,18.39
Dhule,2018,Shindkheda,29815.0,21764.95,29.12
Dhule,2018,Sakri,56122.0,40969.06,21.0
Dhule,2018,Dhule,68120.0,49727.6,14.16
Dhule,2019,Shirpur,39170.0,28594.1,14.800000000000002
Dhule,2019,Shindkheda,31237.0,22803.01,0.0
Dhule,2019,Sakri,6035.0,4405.55,13.0
Dhule,2019,Dhule,61789.0,45105.97,14.000000000000002
Dhule,2020,Shirpur,9796.0,7151.08,56.10000000000001
Dhule,2020,Shindkheda,11425.0,8340.25,46.4
Dhule,2020,Sakri,14038.0,10247.74,52.300000000000004
Dhule,2020,Dhule,18775.0,13705.75,40.5
Dhule,2021,Shirpur,6211.0,4534.03,87.5
Dhule,2021,Shindkheda,7447.0,5436.31,64.6
Dhule,2021,Sakri,11312.0,8257.76,56.60000000000001
Dhule,2021,Dhule,12663.0,9243.99,55.60000000000001
Gadchiroli,2012,Desaiganj,1250.0,912.5,69.28
Gadchiroli,2012,Aarmori,2300.0,1679.0,61.72
Gadchiroli,2012,Kurkheda,2200.0,1606.0,57.269999999999996
Gadchiroli,2012,Korachi,1100.0,803.0,79.81
Gadchiroli,2012,Dhanora,1950.0,1423.5,65.33
Gadchiroli,2012,Gadchiroli,2300.0,1679.0,61.17
Gadchiroli,2012,Chomoshi,3400.0,2482.0,61.0
Gadchiroli,2012,Mulchera,1000.0,730.0,64.5
Gadchiroli,2012,Etapalli,1300.0,949.0,36.76
Gadchiroli,2012,Bhamragad,700.0,511.0,56.99999999999999
Gadchiroli,2012,Aheri,1400.0,1022.0,95.71
Gadchiroli,2012,Sironcha,1300.0,949.0,65.84
Gadchiroli,2013,Desaiganj,1250.0,912.5,61.12
Gadchiroli,2013,Aarmori,2000.0,1460.0,53.05
Gadchiroli,2013,Kurkheda,1800.0,1314.0,69.5
Gadchiroli,2013,Korachi,1000.0,730.0,44.0
Gadchiroli,2013,Dhanora,1750.0,1277.5,62.17
Gadchiroli,2013,Gadchiroli,2000.0,1460.0,69.65
Gadchiroli,2013,Chomoshi,2900.0,2117.0,63.59
Gadchiroli,2013,Mulchera,1000.0,730.0,70.2
Gadchiroli,2013,Etapalli,950.0,693.5,51.36999999999999
Gadchiroli,2013,Bhamragad,700.0,511.0,66.29
Gadchiroli,2013,Aheri,1100.0,803.0,102.55000000000001
Gadchiroli,2013,Sironcha,900.0,657.0,57.440000000000005
Gadchiroli,2014,Desaiganj,1050.0,766.5,83.6
Gadchiroli,2014,Aarmori,1775.0,1295.75,59.099999999999994
Gadchiroli,2014,Kurkheda,1850.0,1350.5,69.4
Gadchiroli,2014,Korachi,850.0,620.5,51.4
Gadchiroli,2014,Dhanora,1950.0,1423.5,51.1
Gadchiroli,2014,Gadchiroli,1875.0,1368.75,80.1
Gadchiroli,2014,Chomoshi,2800.0,2044.0,69.6
Gadchiroli,2014,Mulchera,950.0,693.5,65.9
Gadchiroli,2014,Etapalli,1750.0,1277.5,25.4
Gadchiroli,2014,Bhamragad,850.0,620.5,68.9
Gadchiroli,2014,Aheri,2200.0,1606.0,58.4
Gadchiroli,2014,Sironcha,1450.0,1058.5,37.4
Gadchiroli,2015,Desaiganj,1900.0,1387.0,49.7
Gadchiroli,2015,Aarmori,2300.0,1679.0,38.8
Gadchiroli,2015,Kurkheda,2300.0,1679.0,51.9
Gadchiroli,2015,Korachi,1100.0,803.0,55.00000000000001
Gadchiroli,2015,Dhanora,1850.0,1350.5,50.5
Gadchiroli,2015,Gadchiroli,2600.0,1898.0,44.8
Gadchiroli,2015,Chomoshi,4000.0,2920.0,39.3
Gadchiroli,2015,Mulchera,1500.0,1095.0,28.6
Gadchiroli,2015,Etapalli,2300.0,1679.0,15.6
Gadchiroli,2015,Bhamragad,1300.0,949.0,56.99999999999999
Gadchiroli,2015,Aheri,2900.0,2117.0,37.2
Gadchiroli,2015,Sironcha,2050.0,1496.5,40.1
Gadchiroli,2016,Desaiganj,1520.0,1109.6,57.24
Gadchiroli,2016,Aarmori,1870.0,1365.1,33.1
Gadchiroli,2016,Kurkheda,1955.0,1427.15,63.12
Gadchiroli,2016,Korachi,1200.0,876.0,60.83
Gadchiroli,2016,Dhanora,1780.0,1299.4,54.72
Gadchiroli,2016,Gadchiroli,2270.0,1657.1,53.92
Gadchiroli,2016,Chomoshi,3330.0,2430.9,40.15
Gadchiroli,2016,Mulchera,1270.0,927.1,41.81
Gadchiroli,2016,Etapalli,1950.0,1423.5,17.17
Gadchiroli,2016,Bhamragad,1150.0,839.5,58.26
Gadchiroli,2016,Aheri,2850.0,2080.5,34.07
Gadchiroli,2016,Sironcha,1900.0,1387.0,36.89
Gadchiroli,2017,Desaiganj,4961.0,3621.53,28.859999999999996
Gadchiroli,2017,Aarmori,8649.0,6313.77,13.0
Gadchiroli,2017,Kurkheda,12463.0,9097.99,13.699999999999998
Gadchiroli,2017,Korachi,7564.0,5521.72,9.7
Gadchiroli,2017,Dhanora,15296.0,11166.08,7.99
Gadchiroli,2017,Gadchiroli,15117.0,11035.41,11.25
Gadchiroli,2017,Chomoshi,19571.0,14286.83,9.41
Gadchiroli,2017,Mulchera,8321.0,6074.33,7.1
Gadchiroli,2017,Etapalli,18488.0,13496.24,3.3000000000000003
Gadchiroli,2017,Bhamragad,10137.0,7400.01,6.800000000000001
Gadchiroli,2017,Aheri,22016.0,16071.68,4.5
Gadchiroli,2017,Sironcha,11713.0,8550.49,8.0
Gadchiroli,2018,Desaiganj,6241.0,4555.93,27.91
Gadchiroli,2018,Aarmori,11794.0,8609.62,11.68
Gadchiroli,2018,Kurkheda,14127.0,10312.71,15.289999999999997
Gadchiroli,2018,Korachi,8630.0,6299.9,8.11
Gadchiroli,2018,Dhanora,17588.0,12839.24,7.07
Gadchiroli,2018,Gadchiroli,15337.0,11196.01,14.150000000000002
Gadchiroli,2018,Chomoshi,23329.0,17030.17,9.22
Gadchiroli,2018,Mulchera,9468.0,6911.64,8.37
Gadchiroli,2018,Etapalli,21034.0,15354.82,3.84
Gadchiroli,2018,Bhamragad,11534.0,8419.82,4.95
Gadchiroli,2018,Aheri,23270.0,16987.1,2.99
Gadchiroli,2018,Sironcha,13233.0,9660.09,6.77
Gadchiroli,2019,Desaiganj,2765.0,2018.45,61.0
Gadchiroli,2019,Aarmori,1984.0,1448.32,90.32
Gadchiroli,2019,Kurkheda,2671.0,1949.83,83.22
Gadchiroli,2019,Korachi,807.0,589.11,111.00000000000001
Gadchiroli,2019,Dhanora,1355.0,989.15,84.87
Gadchiroli,2019,Gadchiroli,2931.0,2139.63,77.65
Gadchiroli,2019,Chomoshi,2735.0,1996.55,75.31
Gadchiroli,2019,Mulchera,951.0,694.23,77.39
Gadchiroli,2019,Etapalli,743.0,542.39,60.0
Gadchiroli,2019,Bhamragad,619.0,451.87,69.62
Gadchiroli,2019,Aheri,803.0,586.19,77.95
Gadchiroli,2019,Sironcha,1079.0,787.67,80.9
Gadchiroli,2020,Desaiganj,2665.0,1945.45,70.61
Gadchiroli,2020,Aarmori,1980.0,1445.4,104.74
Gadchiroli,2020,Kurkheda,2661.0,1942.53,82.41
Gadchiroli,2020,Korachi,805.0,587.65,79.0
Gadchiroli,2020,Dhanora,1350.0,985.5,80.44
Gadchiroli,2020,Gadchiroli,2930.0,2138.9,77.88
Gadchiroli,2020,Chomoshi,2730.0,1992.9,77.69
Gadchiroli,2020,Mulchera,950.0,693.5,67.47
Gadchiroli,2020,Etapalli,743.0,542.39,40.42
Gadchiroli,2020,Bhamragad,612.0,446.76,55.88000000000001
Gadchiroli,2020,Aheri,800.0,584.0,59.37
Gadchiroli,2020,Sironcha,1069.0,780.37,53.0
Gadchiroli,2021,Desaiganj,2395.0,1748.35,83.13
