District,Year,Opening Balance,Self-Generated,Purposive Grants,Establishment Grants,Grants for Plan Schemes,Other Statutory Grants,Statutory Grants,For Agency Schemes,Government Subsidies,Other Income,Revenue Income,Capital Income,All Receipts,Revenue,General Administration,Education,Public Works,Irrigation,Agriculture,Animal Husbandary,Forests,Public Health,Social Welfare,Other Expenses,Revenue Expenditure,Capital Expenditure,Expenditure,Economic Services,Social Services,Non-Developmental
Gondia,2018,15778.36,463.6,,28228.68,2685.21,,30913.89,2453.56,33367.45,,33831.05,2876.85,36707.89999999999,52486.25999999999,3899.66,10241.35,5846.09,3748.68,690.11,709.42,33.01,2559.95,1529.52,6902.72,36160.50999999999,4729.32,40889.82999999999,11027.31,14330.82,10802.38
Gondia,2019,11596.43,418.8,,41205.62,4572.65,,45778.27,3430.51,49208.78000000001,,49627.58000000001,3815.34,53442.92000000001,65039.35000000001,5219.99,7524.81,5704.05,4479.54,553.42,425.24,29.45,4711.35,1335.7,15523.88,45507.43,4586.51,50093.94,11191.7,13571.86,20743.87
Gondia,2020,102198.03,18048.97,,513283.76,62345.08,,575628.84,37610.07,613238.9099999999,,631287.8799999999,98216.15,729504.0299999999,831702.0599999999,15585.58,14419.4,75129.21,11697.49,58259.7,19958.7,6230.0,396692.4,11557.74,16009.0,625539.22,7337.09,632876.3099999999,171275.1,422669.54,31594.58
Gondia,2021,208010.29,17980.3,,538147.08,65358.48,,603505.5599999999,76486.3,679991.86,,697972.16,88326.2,786298.36,994308.65,23468.45,56823.76,79186.28,58609.63,64569.0,21234.34,8120.0,447351.59,72214.0,14751.49,846328.54,9834.75,856163.29,231719.25,576389.3500000001,38219.94
Hingoli,2012,9364.35,844.05,17325.68,3328.98,5901.11,73.89,26629.66,1111.71,27741.37,83.18,28668.6,27824.23,56492.83,65857.18000000001,2577.06,19985.51,438.51,557.63,909.67,170.58,,1581.23,1466.61,28934.66,56621.46,1617.21,58238.67,2076.39,23033.35,31511.72
Hingoli,2013,6948.3,1115.34,19074.79,4550.91,9205.23,2066.32,34897.25,1713.67,36610.92,152.72,37878.98,228.98,38107.96,45056.26,3082.95,21570.16,286.29,570.0,72.18,541.03,,1735.52,1581.44,4504.76,33944.33,1368.4,35312.73,1469.5,24887.12,7587.71
Hingoli,2014,9743.53,773.42,27528.58,3682.97,6902.3,,38113.85000000001,1664.62,39778.47000000001,,40551.89000000001,430.63,40982.52,50726.05,3910.94,22929.2,442.65,514.33,489.26,457.75,1.87,2315.99,2091.0,7885.04,41038.03,705.08,41743.11,1905.86,27336.19,11795.98
Hingoli,2015,8982.94,665.55,23245.72,6509.64,9886.93,,39642.29,2666.13,42308.42,,42973.97,693.47,43667.44,52650.38,4266.22,23469.99,526.86,413.09,831.08,649.59,1.91,1567.19,1662.89,6010.96,39399.78000000001,612.63,40012.41,2422.53,26700.07,10277.18
Hingoli,2016,12637.98,557.16,29798.94,6231.88,9136.46,,45167.28,2801.53,47968.81,,48525.97,310.7,48836.67,61474.64999999999,4321.8,28000.8,1917.82,981.59,612.54,709.71,1.91,2026.6,2929.61,5412.09,46914.47,361.72,47276.19,4223.57,32957.00999999999,9733.89
Hingoli,2017,14198.47,898.24,32493.14,7106.3,12343.15,,51942.59,2396.52,54339.11,,55237.35,275.36,55512.71,69711.18,4637.5,27531.28,2482.61,868.29,830.77,710.21,,1562.9,2281.99,16826.99,57732.53999999999,334.1,58066.63999999999,4891.88,31376.17,21464.49
Hingoli,2018,11644.81,1306.5,29706.21,9242.6,18085.8,,57034.61,3423.88,60458.49,,61764.99,691.06,62456.05,74100.86,5202.78,28570.59,2418.76,610.99,1161.76,622.61,,1655.65,4068.75,12668.8,56980.69,836.05,57816.74000000001,4814.12,34294.99000000001,17871.58
Hingoli,2019,16284.14,1464.26,37000.33,11691.69,15364.41,,64056.43000000001,4305.24,68361.67000000001,,69825.93000000001,846.61,70672.54000000001,86956.68000000001,7322.07,37401.14,4227.81,484.36,1299.41,839.77,,2595.05,3179.23,12497.67,69846.51000000001,1106.66,70953.17000000001,6851.35,43175.42000000001,19819.74
Hingoli,2020,16004.18,1203.12,37571.44,13040.43,18696.18,,69308.05,4634.32,73942.37,,75145.48999999999,957.55,76103.04,92107.22,6715.65,38273.8,3400.69,568.97,2182.84,1129.62,,2934.84,2556.95,16116.2,73879.56000000001,365.24,74244.80000000002,7282.12,43765.59,22831.85
Hingoli,2021,17862.41,849.73,36769.44,12238.43,22718.12,,71725.99,4480.2,76206.19,,77055.92,940.34,77996.26,95858.67,7959.3,39829.07,3810.89,656.69,1897.1,870.66,,4185.99,2960.7,11719.28,73889.68000000001,405.19,74294.87000000001,7235.34,46975.75999999999,19678.58
Jalna,2013,20126.39,4874.69,,7536.59,11018.63,35612.22,54167.44,9649.4,63816.84,660.62,69352.15,314.72,69666.87,89793.26,5803.69,28103.34,10986.12,620.94,826.2,664.18,,3279.51,1838.89,5971.68,58094.55,3824.49,61919.04,13097.44,33221.74,11775.37
Jalna,2014,27874.22,2475.38,,8636.15,20713.21,34808.08,64157.44,3475.72,67633.16,8551.11,78659.65000000001,6385.56,85045.21,112919.43,6238.55,33523.26,11406.41,33.48,153.0,36.51,,4594.49,810.6,69465.17,126261.47,1390.13,127651.6,11629.4,38928.35,75703.72
Jalna,2015,26922.48,1127.68,,9070.03,21197.59,38025.95,68293.57,577.64,68871.21,6274.91,76273.8,1596.03,77869.83,104792.31,6562.52,33776.95,3263.94,,2116.63,,,13436.47,3270.01,5853.71,68280.23000000001,7703.23,75983.46,5380.57,50483.43,12416.23
Jalna,2016,30221.64,591.61,,3396.36,16408.83,57881.44,77686.63,,77686.63,2276.51,80554.75,1200.09,81754.84,111976.48,7635.82,38955.78,6118.78,1548.52,1395.34,994.85,,15283.89,3229.37,2705.6,77867.94999999998,6791.99,84659.93999999999,10057.49,57469.04,10341.42
Jalna,2017,27319.54,959.33,,54732.72,7258.48,15375.25,77366.45,,77366.45,1009.42,79335.2,3867.87,83203.06999999999,110522.61,7962.28,39887.74,2506.56,917.09,597.11,991.75,,4539.36,2642.34,11404.37,71448.59999999999,2569.44,74018.04,5012.51,47069.44,19366.65
Jalna,2018,36504.56,1958.12,,68684.8,3942.8,5845.68,78473.28,,78473.28,775.7,81207.09999999999,4181.87,85388.96999999999,121893.53,8538.13,40493.03,5222.01,1079.89,2070.21,903.28,,4718.1,2917.5,9285.79,75227.94,3915.75,79143.69,9275.390000000001,48128.63,17823.92
Jalna,2019,42749.84,361.46,,79899.26,3992.22,3502.31,87393.79,4974.92,92368.70999999999,428.29,93158.45999999999,6247.17,99405.62999999999,142155.47,11525.97,54115.65,5638.33,7132.41,2298.02,1151.76,,5478.89,4388.35,7537.09,99266.47,5837.12,105103.59,16220.52,63982.89,19063.06
Jalna,2020,37051.89,1393.86,,79202.6,4659.25,8289.7,92151.55,4929.23,97080.78,686.04,99160.68,3668.58,102829.26,139881.15,12079.26,52655.65,11907.61,8175.59,1434.83,1157.3,,6036.89,2458.82,1117.15,97023.1,3903.13,100926.23,22675.33,61151.36,13196.41
Jalna,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kolhapur,2012,8597.0,1359.0,58561.0,9042.0,17350.0,1301.0,86254.0,5851.0,92105.0,1285.0,94749.0,72291.0,167040.0,175637.0,4255.0,42284.0,6126.0,499.0,1606.0,1183.0,10.0,6718.0,2207.0,22949.0,87837.0,72125.0,159962.0,9424.0,51209.0,27204.0
Kolhapur,2013,15674.0,5602.0,5304.0,65542.0,19070.0,1508.0,91424.0,5769.0,97193.0,670.0,103465.0,80705.0,184170.0,199844.0,4993.0,46952.0,6780.0,446.0,1419.0,1564.0,9.0,7603.0,2126.0,26209.0,98101.0,80456.0,178557.0,10218.0,56681.0,31202.0
Kolhapur,2014,21289.0,5685.0,68236.0,11433.0,18219.0,1737.0,99625.0,5589.0,105214.0,1171.0,112070.0,87037.0,199107.0,220396.0,5783.0,51561.0,7251.0,462.0,1615.0,1557.0,9.0,7970.0,3374.0,30787.0,110369.0,85483.0,195852.0,10894.0,62905.0,36570.0
Kolhapur,2015,24544.0,3144.0,73143.0,14062.0,14181.0,1170.0,102556.0,3161.0,105717.0,583.0,109444.0,78874.0,188318.0,212862.0,10459.0,64818.0,6719.0,500.0,1901.0,1880.0,8.0,6892.0,2691.0,12152.0,108020.0,84367.0,192387.0,11008.0,74401.0,22611.0
Kolhapur,2016,20475.0,3328.0,69314.0,15287.0,24448.0,612.0,109661.0,5183.0,114844.0,729.0,118901.0,80760.0,199661.0,220136.0,11044.0,69563.0,2558.0,2924.0,1748.0,1793.0,8.0,7227.0,2873.0,18624.0,118362.0,80839.0,199201.0,9031.0,79663.0,29668.0
Kolhapur,2017,20935.0,2363.0,73739.0,16992.0,20156.0,10.0,110897.0,4645.0,115542.0,3279.0,121184.0,82776.0,203960.0,224895.0,11427.0,71934.0,2263.0,1566.0,861.0,1711.0,10.0,7296.0,4329.0,15940.0,117337.0,81218.0,198555.0,6411.0,83559.0,27367.0
Kolhapur,2018,26340.0,5076.0,77029.0,20061.0,18611.0,284.0,115985.0,4479.0,120464.0,789.0,126329.0,11033.0,137362.0,163702.0,13599.0,72031.0,2920.0,1730.0,1071.0,1716.0,10.0,7632.0,2606.0,13712.0,117027.0,10064.0,127091.0,7447.0,82269.0,27311.0
Kolhapur,2019,36610.0,6582.0,102439.0,24689.0,18226.0,789.0,146143.0,4905.0,151048.0,,157630.0,15748.0,173378.0,209988.0,20985.0,97511.0,4015.0,1783.0,890.0,2231.0,10.0,10901.0,5441.0,16929.0,160696.0,16385.0,177081.0,8929.0,113853.0,37914.0
Kolhapur,2020,32906.0,2673.0,223481.0,20579.0,8700.0,868.0,253628.0,3315.0,256943.0,,259616.0,29777.0,289393.0,322299.0,18628.0,93616.0,3387.0,1486.0,900.0,2451.0,3.0,12812.0,1734.0,114072.0,249089.0,22844.0,271933.0,8227.0,108162.0,132700.0
Kolhapur,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latur,2012,7588.03,1219.97,48639.05,,9327.94,590.71,58557.7,3249.2,61806.9,6241.59,69268.46,47654.59,116923.05,124511.08,5169.33,35484.44,4049.11,722.93,957.95,1145.08,,3413.3,4921.53,57789.81,113653.48,492.95,114146.43,6875.07,43819.27,62959.14
Latur,2013,10364.65,2177.58,55247.47,,6713.99,366.82,62328.28,3004.75,65333.03,60705.29,128215.9,682.98,128898.88,139263.53,6109.15,39993.9,4277.67,637.05,705.5,1189.77,,3633.9,5272.57,63471.32,125290.83,362.78,125653.61,6809.99,48900.37,69580.47
Latur,2014,13609.92,1288.13,54356.98,,6035.77,384.15,60776.9,2927.43,63704.33,65857.0,130849.46,580.46,131429.92,145039.84,7140.16,40939.88,5284.62,367.76,847.02,1441.27,,4313.46,5306.67,65145.91,130786.75,358.05,131144.8,7940.67,50560.00999999999,72286.07
Latur,2015,16893.35,717.93,14268.51,,55807.49,400.33,70476.33,3915.73,74392.06,58064.01,133174.0,1030.7,134204.7,151098.05,8145.03,46451.18,3383.67,864.67,914.07,1495.69,,2721.7,9159.55,58636.26,131771.82,405.79,132177.61,6658.1,58332.42999999999,66781.29000000001
Latur,2016,16893.35,717.93,14268.51,,55807.49,400.33,70476.33,3915.73,74392.06,58064.01,133174.0,1030.7,134204.7,151098.05,8145.03,46451.18,3383.67,864.67,914.07,1495.69,,2721.7,9159.55,58636.26,131771.82,405.79,132177.61,6658.1,58332.42999999999,66781.29000000001
Latur,2017,18920.44,1309.39,16369.93,,53451.97,6341.46,76163.36,1306.9,77470.26,56300.48,135080.13,681.58,135761.71,154682.15,8599.58,49046.72,4796.57,683.24,847.05,1410.39,,4714.84,5767.07,56013.38,131878.84,607.44,132486.28,7737.25,59528.63,64612.96
Latur,2018,22195.87,1584.68,19247.93,,55319.18,645.77,75212.88,1718.46,76931.34000000001,78998.89,157514.91,907.38,158422.29,180618.16,9253.31,50733.12,5226.99,1384.39,851.42,1894.56,,5464.88,7021.53,69231.95,151062.15,541.93,151604.08,9357.36,63219.53,78485.26
Latur,2019,29014.08,1940.26,18200.79,,84353.44,5689.15,108243.38,3255.13,111498.51,98031.25,211470.02,1131.31,212601.33,241615.41,13603.84,68903.14,5171.59,1960.23,1050.3,2492.79,,11541.39,7020.65,100627.5,212371.43,585.83,212957.26,10674.91,87465.18,114231.34
Latur,2020,28657.71,2606.17,,,178339.16,14113.82,192452.98,6361.58,198814.56,,201420.73,,201420.73,230078.44,9463.9,66207.85,3796.85,487.46,2442.72,468.47,3.69,2195.42,5624.29,105644.1,196334.75,681.58,197016.33,7199.189999999999,74027.56,115108.0
Latur,2021,35184.35,2836.16,,,178118.29,13500.34,191618.63,4884.69,196503.32,,199339.48,,199339.48,234523.83,15654.24,73783.79,8491.07,601.38,594.73,2030.59,3.48,7079.04,4200.88,79978.96,192418.16,611.07,193029.23,11721.25,85063.70999999999,95633.20000000001
Mumbai Suburban,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mumbai Suburban,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mumbai Suburban,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mumbai Suburban,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mumbai Suburban,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mumbai Suburban,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagpur,2012,20127.73,1479.08,,46246.8,18784.41,306.04,65337.25000000001,,65337.25000000001,48017.91,114834.24,18519.64,133353.88,153481.61,2807.76,28644.45,6011.08,4299.03,1373.23,749.91,20.1,6271.52,6637.14,60663.59,117477.81,15591.11,133068.92,12453.35,41553.11,63471.35
Nagpur,2013,24252.95,,7567.76,48591.0,14433.75,2711.25,73303.76000000001,9840.83,83144.59000000001,54377.68,137522.27,23830.04,161352.31,185605.26,3364.97,31716.5,8677.98,4850.9,1307.04,920.73,31.14,8244.01,5524.2,72930.38,137567.85,22234.42,159802.27,15787.79,45484.71,76295.35
Nagpur,2014,24066.68,,6717.95,52683.61,14456.61,2735.26,76593.43,4582.34,81175.76999999999,61662.37,142838.14,43317.71,186155.85,210222.53,9381.64,41995.22,1963.25,2355.29,1337.96,1373.32,14.61,5000.62,4969.76,74163.28,142554.95,43787.0,186341.95,7044.429999999999,51965.60000000001,83544.92
Nagpur,2015,24552.94,,7147.95,52039.95,11393.69,7803.74,78385.33,7452.57,85837.9,58975.9,144813.8,33576.35,178390.15,202943.09,11580.21,43415.98,2960.39,2451.14,1443.33,1281.82,,5619.13,5698.68,73646.19,148096.87,29758.67,177855.54,8136.679999999999,54733.79,85226.4
Nagpur,2016,24552.94,,4414.1,62332.57,11092.91,7799.89,85639.47,5861.94,91501.41,64675.13,156176.54,29240.24,185416.78,209969.72,10855.38,45236.84,3083.34,1127.85,1125.22,1121.66,,5447.27,6846.75,80644.29,155488.6,25592.14,181080.74,6458.070000000001,57530.86,91499.67
Nagpur,2017,36179.04,5826.71,199.23,83865.83,13824.33,8332.09,106221.48,6762.47,112983.95,48259.75,167070.41,23516.13,190586.54,226765.58,8777.35,49165.68,3206.72,1816.36,1671.82,1553.75,,4763.88,6974.33,84471.02,162400.91,19732.97,182133.88,8248.65,60903.89,93248.37000000001
Nagpur,2018,56718.98,7338.1,,24889.61,,,24889.61,,24889.61,144811.51,177039.22,4598.82,181638.04,238357.02,10434.9,43367.5,1998.94,108.83,829.63,515.75,,7671.98,4532.88,99800.77,169261.18,,169261.18,3453.15,55572.35999999999,110235.67
Nagpur,2019,111301.7,15322.72,,90981.31,9031.35,11070.0,111082.66,1479.44,112562.1,22.734,127907.554,106051.92,233959.474,345261.174,22911.18,44703.04,11820.15,5239.46,1965.55,1425.1,,6708.25,12822.34,87852.95,195448.02,,195448.02,20450.26,64233.63,110764.13
Nagpur,2020,166043.0,16088.86,,95530.37,9482.92,11623.0,116636.29,1553.41,118189.7,24.55,134303.11,111354.51,245657.62,411700.62,24514.97,47832.25,12647.56,5606.22,2103.14,1524.86,,7177.83,3719.9,94002.65,199129.38,,199129.38,21881.78,58729.98,118517.62
Nagpur,2021,48985.95,299.64,,78891.3,10448.98,18464.0,107804.28,7411.23,115215.51,93020.94,208536.09,39781.24,248317.33,297303.28,16825.16,61795.32,4100.16,911.43,1753.9,1814.14,,6230.34,6634.62,105737.49,205802.56,43321.46,249124.02,8579.63,74660.28,122562.65
Nanded,2014,45803.06,1825.59,76760.4,8321.07,17163.05,,102244.52,8186.13,110430.65,,112256.24,2609.42,114865.66,160668.72,10230.32,50998.9,7011.84,1462.07,2346.36,1591.66,,6745.48,6231.48,17774.93,104393.04,5222.8,109615.84,12411.93,63975.86,28005.25
Nanded,2015,51052.88,1562.24,72197.53,8307.35,22687.25,,103192.13,14799.96,117992.09,,119554.33,-9945.34,109608.99,160661.87,10977.4,55022.61,4745.06,1190.17,2368.39,1870.59,,6450.51,4824.97,13393.56,100843.26,8739.97,109583.23,10174.21,66298.09,24370.96
Nanded,2016,51078.54,1553.41,71986.01,4297.01,21830.46,,98113.47999999998,11658.67,109772.15,,111325.56,180579.0,291904.56,342983.1,9254.3,56371.36,5026.0,967.5,2112.0,969.38,8.17,4072.77,8546.41,12783.77,100111.66,188940.8,289052.46,9083.05,68990.54,22038.07
Nanded,2017,53930.74,2202.74,72241.66,784.76,14286.24,,87312.66,7086.61,94399.27,,96602.01000000001,150317.33,246919.34,300850.08,7042.67,60284.04,3203.97,725.66,1262.66,347.13,6.49,1334.83,7387.75,7503.07,89098.27000000002,170705.93,259804.2,5545.91,69006.62,14545.74
Nanded,2018,40956.56,1349.99,86818.78,996.99,26169.39,,113985.16,7387.58,121372.74,,122722.73,170114.27,292837.0,333793.56,8208.2,70849.69,3276.32,55.79,97.54,348.21,5.6,835.11,10616.18,5122.91,99415.55000000002,178396.12,277811.67,3783.46,82300.98000000001,13331.11
Nanded,2019,55981.89,2192.66,114125.75,1445.6,20221.91,,135793.26,7701.87,143495.13,,145687.79,305824.33,451512.12,507494.01,11910.2,89697.86,3231.9,65.41,33.84,416.49,2.95,1135.92,9833.27,13485.34,129813.18,314329.07,444142.25,3750.59,100667.05,25395.54
Nanded,2020,63359.76,3394.55,83338.77,14188.31,22255.8,,119782.88,8149.35,127932.23,,131326.78,143122.73,274449.51,337809.27,12589.47,80835.18,734.03,43.05,86.72,249.63,26.54,1306.06,15759.19,10669.03,122298.9,152229.91,274528.81,1139.97,97900.43,23258.5
Nanded,2021,63280.46,4200.55,88125.44,17085.68,23762.84,,128973.96,3891.4,132865.36,,137065.91,135755.68,272821.59,336102.05,15350.54,78806.09,4620.47,149.53,478.92,525.46,,2822.5,10185.55,173358.33,286297.39,6957.68,293255.07,5774.38,91814.14,188708.87
Nandurbar,2012,711.07,106.89,,,,,,50.05,50.05,340.83,497.77,2082.0,2579.77,3290.84,113.74,0.25,34.5,,2.7,,2.5,4.0,32.26,311.86,501.81,2620.61,3122.42,39.7,36.51,425.6
Nandurbar,2013,790.22,,,,,,,35.0,35.0,959.2,994.2,2557.59,3551.79,4342.01,216.32,1.42,39.53,,2.04,14.86,,4.0,31.2,429.68,739.05,2845.47,3584.52,56.43,36.62,646.0
Nandurbar,2014,1967.83,,,,,18.0,18.0,43.0,61.0,919.19,980.19,1686.11,2666.3,4634.13,122.12,7.45,32.0,,2.14,13.89,,0.03,33.0,561.68,772.31,2138.94,2911.25,48.03,40.48,683.8
Nandurbar,2015,2933.28,,,152.0,,365.01,517.01,40.0,557.01,1282.62,1839.63,2893.82,4733.45,7666.73,226.05,1.13,543.68,156.79,3.97,20.95,,1.0,,324.48,1278.05,2654.45,3932.5,725.39,2.13,550.53
Nandurbar,2016,4920.91,,6412.16,1216.61,32254.4,2822.6,42705.77,47.0,42752.77,4675.72,47428.49,8301.12,55729.61,60650.52,4320.67,25961.1,2855.39,112.04,1614.25,1722.61,443.6,3331.44,135.66,2641.29,43138.05,4428.06,47566.11,6747.89,29428.2,6961.96
Nandurbar,2017,14097.08,2128.2,2522.2,6086.72,38254.4,1323.04,48186.36,5586.72,53773.08,,55901.28,1218.93,57120.21,71217.29,4752.48,25116.0,7363.12,1799.71,1644.47,1078.09,,8605.63,1527.96,2795.52,54682.97999999999,828.03,55511.00999999999,11885.39,35249.59,7548.0
Nandurbar,2018,15706.28,2239.96,1318.12,32316.41,28193.2,,61827.73,6670.42,68498.15,1468.4,72206.51,1537.9,73744.40999999999,89450.68999999999,4203.66,28173.17,7860.72,2408.95,2107.51,1023.17,7.5,9057.73,1136.0,20334.77,76313.18,957.48,77270.65999999999,13407.85,38366.89999999999,24538.43
Nandurbar,2019,39508.06,3039.72,,14768.07,57302.56,45455.13,117525.76,8258.8,125784.56,,128824.28,12166.74,140991.02,180499.08,9670.3,39458.34,3154.86,347.43,2020.93,1155.18,,7357.46,978.74,61523.92,125667.16,14062.45,139729.61,6678.400000000001,47794.53999999999,71194.22
Nandurbar,2020,40769.47,4287.29,,60927.17,22920.49,1359.54,85207.2,1675.91,86883.11,,91170.4,18102.43,109272.83,150042.3,9744.41,41003.82,1891.98,392.2,604.75,903.6,,6818.89,478.74,12723.99,74562.37999999999,28298.08,102860.46,3792.53,48301.45,22468.4
Nandurbar,2021,63280.46,4200.55,88125.44,17085.68,23762.84,,128973.96,3891.4,132865.36,,137065.91,35755.68,172821.59,236102.05,15350.54,78806.09,4620.47,149.53,478.92,525.46,,2822.5,10185.55,173358.33,286297.39,6957.68,293255.07,5774.38,91814.14,188708.87
Nashik,2012,28766.52,2788.25,70345.45,12425.61,14327.33,6353.98,103452.37,17589.2,121041.57,1166.02,124995.84,142033.84,267029.68,295796.2,9016.1,61638.16,8325.14,2780.71,401.87,2123.12,14.64,12082.17,4018.9,20607.24,121008.05,141484.34,262492.39,13645.48,77739.23,29623.34
Nashik,2013,33303.81,3329.74,77341.45,14171.2,15461.79,2176.57,109151.01,5139.85,114290.86,1312.98,118933.58,77751.14,196684.72,229988.53,10777.72,68051.94,4998.77,1135.91,519.73,2257.43,,9285.17,6281.15,12657.07,115964.89,78460.62,194425.51,8911.84,83618.26,23434.79
Nashik,2014,35563.02,4240.03,85926.38,15808.25,38171.17,1894.16,141799.96,10201.35,152001.31,1414.66,157656.0,8946.56,166602.56,202165.58,14630.51,72103.43,14918.25,6030.0,550.33,2552.22,,13720.34,4598.75,10302.55,139406.38,21030.92,160437.3,24050.8,90422.51999999999,24933.06
Nashik,2015,24033.68,,,111181.56,9736.55,,120918.11,13366.92,134285.03,915.79,135200.82,27977.79,163178.61,187212.29,14894.58,77302.8,3855.05,1037.07,360.62,2106.08,,7101.31,3125.0,14881.97,124664.48,21538.93,146203.41,7358.82,87529.11,29776.55
Nashik,2016,57539.73,,,18338.54,115092.29,,133430.83,12929.56,146360.39,6885.87,153246.26,24340.8,177587.06,235126.79,14307.33,84515.53,3573.31,1056.8,402.54,2493.61,4755.05,7830.82,7797.67,17665.88,144398.54,20279.37,164677.91,12281.31,100144.02,31973.21
Nashik,2017,65973.89,5661.43,98933.66,9718.49,71702.9,,180355.05,9063.62,189418.67,,195080.1,13121.74,208201.84,274175.73,18534.14,91318.67,15917.17,7420.64,2038.05,2334.64,2.77,11714.3,8714.53,35856.04,193850.95,10599.23,204450.18,27713.27,111747.5,54390.18
Nashik,2018,69725.55,3194.51,103799.43,20614.33,43786.45,,168200.21,11837.5,180037.71,,183232.22,11635.18,194867.4,264592.95,18110.92,91006.41,13694.9,5850.81,1881.55,2055.36,,11012.77,5045.35,30402.69,179060.76,13505.81,192566.57,23482.62,107064.53,48513.61
Nashik,2019,58737.69,6887.62,129899.08,27352.58,35068.22,2453.66,194773.54,12259.34,207032.88,19376.07,233296.57,12514.99,245811.56,304549.25,21985.5,125978.4,9326.48,5919.69,2176.91,3167.63,,9973.53,7413.57,41696.35,227638.06,14522.01,242160.07,20590.71,143365.5,63681.85
Nashik,2020,62639.74,4564.95,131616.58,29235.36,39097.98,6684.71,206634.63,16660.77,223295.4,5106.61,232966.96,4626.8,237593.76,300233.5,23998.63,118229.95,2656.51,2023.29,975.61,3533.29,2.46,14644.78,16317.41,12523.74,194905.67,14522.01,209427.68,9191.16,149192.14,36522.37
Nashik,2021,79846.1,4812.27,42895.27,124388.25,38499.96,5669.82,211453.3,14885.29,226338.59,,231150.86,71061.8,302212.66,382058.76,28266.87,124906.05,3915.85,1317.77,2080.89,3264.79,,17615.94,18182.1,23082.44,222632.7,70774.42,293407.1200000001,10579.3,160704.09,51349.31
Dharashiv,2012,9675.28,1016.52,31230.16,6470.75,9184.25,76.6,46961.76,3920.59,50882.35000000001,6455.6,58354.47,541.3,58895.77,68571.05,4689.38,27818.02,3273.61,836.22,515.29,997.66,,2956.89,2151.27,10080.13,53318.47,247.17,53565.64,5622.78,32926.18,14769.51
Dharashiv,2013,15005.41,1103.09,46138.8,,6437.13,,52575.93,3862.18,56438.11,,57541.2,1163.02,58704.21999999999,73709.62999999999,5276.64,33223.03,3057.16,1006.8,703.04,1025.71,,3094.48,2464.28,3747.42,53598.56,1259.0,54857.56,5792.71,38781.79,9024.060000000001
Dharashiv,2014,18852.07,959.29,46063.91,,8884.12,3707.31,58655.34,3320.88,61976.22,,62935.51,940.44,63875.95,82728.02,6600.02,33633.53,3994.36,1063.68,702.2,1005.81,,3541.55,2850.78,6732.15,60124.08,635.45,60759.53,6766.049999999999,40025.86,13332.17
Dharashiv,2015,21968.49,,,11694.59,2834.76,,14529.35,5699.97,20229.32,,20229.32,1882.84,22112.16,44080.65,8085.98,33706.38,3244.8,1439.35,730.21,1106.78,,4078.0,1969.38,10973.12,65334.0,1033.11,66367.11,6521.139999999999,39753.75999999999,19059.1
Dharashiv,2016,23733.9,,,8879.62,2555.49,,11435.11,4433.45,15868.56,,15868.56,411.87,16280.43,40014.33,7373.67,39014.35,2822.21,2377.28,977.44,1450.98,2.0,3845.22,4531.06,7064.04,69458.25,1996.77,71455.02,7629.91,47390.63,14437.71
Dharashiv,2017,24919.76,590.01,51741.16,,13764.38,2137.89,67643.43000000001,1718.65,69362.08,,69952.09,3853.06,73805.15,98724.90999999999,8586.21,41144.07,3463.92,2428.24,469.86,1347.71,0.95,3611.73,5039.19,2737.95,68829.82999999999,5669.32,74499.15,7710.679999999999,49794.99000000001,11324.16
