Year,District,Taluka,Towns and cities where banks have offices,Classified Banks,Branch Offices of Classified Banks
2017,Gadchiroli,Bhamragad,1.0,2,2.0
2017,Gadchiroli,Aheri,5.0,5,12.0
2017,Gadchiroli,Sironcha,5.0,3,7.0
2018,Gadchiroli,Desaiganj,8.0,5,8.0
2018,Gadchiroli,Rmori,8.0,4,6.0
2018,Gadchiroli,Kurkheda,5.0,4,5.0
2018,Gadchiroli,Korachi,3.0,2,2.0
2018,Gadchiroli,Dhanora,6.0,2,4.0
2018,Gadchiroli,Gadchiroli,8.0,11,14.0
2018,Gadchiroli,Chomoshi,8.0,4,9.0
2018,Gadchiroli,Mulchera,2.0,2,2.0
2018,Gadchiroli,Etapalli,2.0,2,2.0
2018,Gadchiroli,Bhamragad,1.0,1,1.0
2018,Gadchiroli,Aheri,5.0,4,9.0
2018,Gadchiroli,Sironcha,5.0,2,3.0
2019,Gadchiroli,Desaiganj,8.0,5,8.0
2019,Gadchiroli,Rmori,8.0,4,6.0
2019,Gadchiroli,Kurkheda,5.0,4,5.0
2019,Gadchiroli,Korachi,3.0,2,2.0
2019,Gadchiroli,Dhanora,6.0,3,5.0
2019,Gadchiroli,Gadchiroli,8.0,11,14.0
2019,Gadchiroli,Chomoshi,8.0,4,9.0
2019,Gadchiroli,Mulchera,2.0,2,2.0
2019,Gadchiroli,Etapalli,2.0,2,2.0
2019,Gadchiroli,Bhamragad,1.0,1,1.0
2019,Gadchiroli,Aheri,5.0,4,9.0
2019,Gadchiroli,Sironcha,5.0,2,3.0
2020,Gadchiroli,Desaiganj,8.0,5,8.0
2020,Gadchiroli,Rmori,8.0,4,6.0
2020,Gadchiroli,Kurkheda,5.0,4,5.0
2020,Gadchiroli,Korachi,3.0,2,2.0
2020,Gadchiroli,Dhanora,6.0,3,5.0
2020,Gadchiroli,Gadchiroli,8.0,10,14.0
2020,Gadchiroli,Chomoshi,8.0,4,9.0
2020,Gadchiroli,Mulchera,2.0,2,2.0
2020,Gadchiroli,Etapalli,2.0,2,2.0
2020,Gadchiroli,Bhamragad,1.0,1,1.0
2020,Gadchiroli,Aheri,5.0,4,9.0
2020,Gadchiroli,Sironcha,5.0,2,3.0
2021,Gadchiroli,Desaiganj,9.0,5,9.0
2021,Gadchiroli,Rmori,8.0,4,6.0
2021,Gadchiroli,Kurkheda,5.0,4,5.0
2021,Gadchiroli,Korachi,3.0,2,2.0
2021,Gadchiroli,Dhanora,6.0,3,5.0
2021,Gadchiroli,Gadchiroli,8.0,10,14.0
2021,Gadchiroli,Chomoshi,8.0,4,9.0
2021,Gadchiroli,Mulchera,2.0,2,2.0
2021,Gadchiroli,Etapalli,2.0,2,2.0
2021,Gadchiroli,Bhamragad,1.0,1,1.0
2021,Gadchiroli,Aheri,5.0,4,9.0
2021,Gadchiroli,Sironcha,5.0,2,3.0
2012,Gondia,Tiroda,7.0,9,14.0
2012,Gondia,Goregaon,3.0,3,6.0
2012,Gondia,Gondia,9.0,20,40.0
2012,Gondia,Aamgaon,4.0,5,9.0
2012,Gondia,Salekasa,3.0,3,5.0
2012,Gondia,Sadak Arjuni,6.0,5,12.0
2012,Gondia,Arjuni Morgaon,6.0,6,13.0
2012,Gondia,Devari,3.0,6,8.0
2013,Gondia,Tiroda,7.0,11,19.0
2013,Gondia,Goregaon,4.0,4,8.0
2013,Gondia,Gondia,14.0,25,45.0
2013,Gondia,Aamgaon,5.0,8,12.0
2013,Gondia,Salekasa,3.0,3,5.0
2013,Gondia,Sadak Arjuni,6.0,5,12.0
2013,Gondia,Arjuni Morgaon,7.0,9,17.0
2013,Gondia,Devari,3.0,8,10.0
2014,Gondia,Tiroda,7.0,11,19.0
2014,Gondia,Goregaon,3.0,4,8.0
2014,Gondia,Gondia,17.0,25,45.0
2014,Gondia,Aamgaon,4.0,8,12.0
2014,Gondia,Salekasa,3.0,3,5.0
2014,Gondia,Sadak Arjuni,6.0,5,12.0
2014,Gondia,Arjuni Morgaon,7.0,9,17.0
2014,Gondia,Devari,3.0,8,10.0
2015,Gondia,Tiroda,7.0,11,19.0
2015,Gondia,Goregaon,3.0,4,8.0
2015,Gondia,Gondia,17.0,25,45.0
2015,Gondia,Aamgaon,4.0,8,12.0
2015,Gondia,Salekasa,3.0,3,5.0
2015,Gondia,Sadak Arjuni,6.0,5,12.0
2015,Gondia,Arjuni Morgaon,7.0,9,17.0
2015,Gondia,Devari,3.0,8,10.0
2016,Gondia,Tiroda,10.0,12,20.0
2016,Gondia,Goregaon,4.0,4,8.0
2016,Gondia,Gondia,20.0,22,52.0
2016,Gondia,Aamgaon,4.0,6,10.0
2016,Gondia,Salekasa,3.0,3,5.0
2016,Gondia,Sadak Arjuni,6.0,5,12.0
2016,Gondia,Arjuni Morgaon,6.0,7,14.0
2016,Gondia,Devari,4.0,8,10.0
2017,Gondia,Tiroda,10.0,12,20.0
2017,Gondia,Goregaon,4.0,4,8.0
2017,Gondia,Gondia,20.0,22,53.0
2017,Gondia,Aamgaon,4.0,6,10.0
2017,Gondia,Salekasa,3.0,3,5.0
2017,Gondia,Sadak Arjuni,6.0,5,12.0
2017,Gondia,Arjuni Morgaon,6.0,7,14.0
2017,Gondia,Devari,4.0,8,10.0
2018,Gondia,Tiroda,10.0,12,15.0
2018,Gondia,Goregaon,4.0,4,5.0
2018,Gondia,Gondia,20.0,22,44.0
2018,Gondia,Aamgaon,4.0,6,8.0
2018,Gondia,Salekasa,3.0,3,3.0
2018,Gondia,Sadak Arjuni,6.0,5,8.0
2018,Gondia,Arjuni Morgaon,6.0,7,9.0
2018,Gondia,Devari,4.0,8,8.0
2019,Gondia,Tiroda,10.0,11,14.0
2019,Gondia,Goregaon,4.0,3,5.0
2019,Gondia,Gondia,20.0,24,48.0
2019,Gondia,Aamgaon,4.0,6,8.0
2019,Gondia,Salekasa,3.0,2,4.0
2019,Gondia,Sadak Arjuni,6.0,4,8.0
2019,Gondia,Arjuni Morgaon,6.0,6,9.0
2019,Gondia,Devari,4.0,8,9.0
2020,Gondia,Tiroda,10.0,11,14.0
2020,Gondia,Goregaon,4.0,3,5.0
2020,Gondia,Gondia,20.0,20,48.0
2020,Gondia,Aamgaon,4.0,6,8.0
2020,Gondia,Salekasa,3.0,2,4.0
2020,Gondia,Sadak Arjuni,6.0,4,8.0
2020,Gondia,Arjuni Morgaon,6.0,6,9.0
2020,Gondia,Devari,4.0,8,9.0
2021,Gondia,Tiroda,10.0,11,14.0
2021,Gondia,Goregaon,4.0,3,5.0
2021,Gondia,Gondia,20.0,20,45.0
2021,Gondia,Aamgaon,4.0,5,7.0
2021,Gondia,Salekasa,3.0,2,4.0
2021,Gondia,Sadak Arjuni,7.0,4,9.0
2021,Gondia,Arjuni Morgaon,6.0,6,9.0
2021,Gondia,Devari,3.0,8,9.0
2012,Hingoli,Sengaon,9.0,3,14.0
2012,Hingoli,Hingoli,9.0,14,27.0
2012,Hingoli,Aundha Na,5.0,5,11.0
2012,Hingoli,Kalamanuri,9.0,5,17.0
2012,Hingoli,Vasamat,9.0,6,19.0
2013,Hingoli,Sengaon,9.0,3,14.0
2013,Hingoli,Hingoli,9.0,16,29.0
2013,Hingoli,Aundha Na,5.0,5,11.0
2013,Hingoli,Kalamanuri,9.0,5,19.0
2013,Hingoli,Vasamat,9.0,6,22.0
2014,Hingoli,Sengaon,15.0,4,15.0
2014,Hingoli,Hingoli,32.0,18,32.0
2014,Hingoli,Aundha Na,12.0,5,12.0
2014,Hingoli,Kalamanuri,21.0,5,21.0
2014,Hingoli,Vasamat,23.0,7,23.0
2015,Hingoli,Sengaon,15.0,5,16.0
2015,Hingoli,Hingoli,32.0,20,35.0
2015,Hingoli,Aundha Na,12.0,5,12.0
2015,Hingoli,Kalamanuri,21.0,5,21.0
2015,Hingoli,Vasamat,23.0,7,24.0
2016,Hingoli,Sengaon,9.0,5,16.0
2016,Hingoli,Hingoli,11.0,21,36.0
2016,Hingoli,Aundha Na,8.0,6,14.0
2016,Hingoli,Kalamanuri,10.0,5,21.0
2016,Hingoli,Vasamat,12.0,8,25.0
2017,Hingoli,Sengaon,9.0,4,16.0
2017,Hingoli,Hingoli,10.0,20,36.0
2017,Hingoli,Aundha Na,8.0,4,14.0
2017,Hingoli,Kalamanuri,11.0,4,20.0
2017,Hingoli,Vasamat,13.0,7,25.0
2018,Hingoli,Sengaon,9.0,4,16.0
2018,Hingoli,Hingoli,10.0,20,36.0
2018,Hingoli,Aundha Na,8.0,4,14.0
2018,Hingoli,Kalamanuri,11.0,4,20.0
2018,Hingoli,Vasamat,13.0,7,25.0
2019,Hingoli,Sengaon,9.0,4,16.0
2019,Hingoli,Hingoli,10.0,20,36.0
2019,Hingoli,Aundha Na,8.0,4,14.0
2019,Hingoli,Kalamanuri,11.0,4,20.0
2019,Hingoli,Vasamat,13.0,7,25.0
2020,Hingoli,Sengaon,9.0,3,7.0
2020,Hingoli,Hingoli,8.0,15,25.0
2020,Hingoli,Aundha Na,7.0,4,8.0
2020,Hingoli,Kalamanuri,9.0,3,11.0
2020,Hingoli,Vasamat,12.0,8,16.0
2021,Hingoli,Sengaon,5.0,3,7.0
2021,Hingoli,Hingoli,7.0,15,25.0
2021,Hingoli,Aundha Na,6.0,4,8.0
2021,Hingoli,Kalamanuri,6.0,3,11.0
2021,Hingoli,Vasamat,7.0,7,16.0
2013,Jalna,Bhokardan,10.0,6,14.0
2013,Jalna,Jaffrabad,4.0,5,8.0
2013,Jalna,Jalna,7.0,23,38.0
2013,Jalna,Badnapur,5.0,5,8.0
2013,Jalna,Ambad,7.0,6,11.0
2013,Jalna,Ghansawangi,6.0,4,8.0
2013,Jalna,Partur,4.0,4,10.0
2013,Jalna,Mantha,2.0,3,4.0
2014,Jalna,Bhokardan,10.0,6,14.0
2014,Jalna,Jaffrabad,4.0,5,8.0
2014,Jalna,Jalna,7.0,23,38.0
2014,Jalna,Badnapur,5.0,5,9.0
2014,Jalna,Ambad,7.0,6,13.0
2014,Jalna,Ghansawangi,6.0,4,8.0
2014,Jalna,Partur,4.0,4,11.0
2014,Jalna,Mantha,2.0,3,4.0
2015,Jalna,Bhokardan,10.0,6,14.0
2015,Jalna,Jaffrabad,4.0,5,8.0
2015,Jalna,Jalna,7.0,23,40.0
2015,Jalna,Badnapur,5.0,5,11.0
2015,Jalna,Ambad,7.0,6,14.0
2015,Jalna,Ghansawangi,6.0,4,8.0
2015,Jalna,Partur,4.0,4,13.0
2015,Jalna,Mantha,2.0,3,4.0
2016,Jalna,Bhokardan,10.0,13,31.0
2016,Jalna,Jaffrabad,4.0,7,16.0
2016,Jalna,Jalna,7.0,36,62.0
2016,Jalna,Badnapur,5.0,9,17.0
2016,Jalna,Ambad,7.0,11,30.0
2016,Jalna,Ghansawangi,6.0,7,17.0
2016,Jalna,Partur,4.0,10,21.0
2016,Jalna,Mantha,2.0,6,10.0
2017,Jalna,Bhokardan,10.0,13,31.0
2017,Jalna,Jaffrabad,4.0,7,16.0
2017,Jalna,Jalna,7.0,36,62.0
2017,Jalna,Badnapur,5.0,9,17.0
2017,Jalna,Ambad,7.0,11,30.0
2017,Jalna,Ghansawangi,6.0,7,17.0
2017,Jalna,Partur,4.0,10,21.0
2017,Jalna,Mantha,2.0,6,10.0
2018,Jalna,Bhokardan,10.0,7,25.0
2018,Jalna,Jaffrabad,4.0,5,13.0
2018,Jalna,Jalna,7.0,23,51.0
2018,Jalna,Badnapur,5.0,7,14.0
2018,Jalna,Ambad,7.0,8,24.0
2018,Jalna,Ghansawangi,6.0,7,19.0
2018,Jalna,Partur,4.0,7,18.0
2018,Jalna,Mantha,2.0,4,9.0
2019,Jalna,Bhokardan,10.0,7,27.0
2019,Jalna,Jaffrabad,4.0,5,14.0
2019,Jalna,Jalna,7.0,23,48.0
2019,Jalna,Badnapur,5.0,7,14.0
2019,Jalna,Ambad,7.0,8,27.0
2019,Jalna,Ghansawangi,6.0,7,17.0
2019,Jalna,Partur,4.0,7,17.0
2019,Jalna,Mantha,2.0,4,10.0
2020,Jalna,Bhokardan,10.0,7,27.0
2020,Jalna,Jaffrabad,4.0,5,14.0
2020,Jalna,Jalna,7.0,23,46.0
2020,Jalna,Badnapur,5.0,7,14.0
2020,Jalna,Ambad,7.0,8,27.0
2020,Jalna,Ghansawangi,6.0,7,17.0
2020,Jalna,Partur,4.0,7,17.0
2020,Jalna,Mantha,2.0,4,10.0
2021,Jalna,Bhokardan,10.0,7,27.0
2021,Jalna,Jaffrabad,4.0,5,14.0
2021,Jalna,Jalna,7.0,23,46.0
2021,Jalna,Badnapur,5.0,7,14.0
2021,Jalna,Ambad,7.0,8,27.0
2021,Jalna,Ghansawangi,6.0,7,17.0
2021,Jalna,Partur,4.0,7,17.0
2021,Jalna,Mantha,2.0,4,10.0
2012,Latur,Latur,22.0,21,71.0
2012,Latur,Renapur,8.0,6,15.0
2012,Latur,Ahamadpur,10.0,5,19.0
2012,Latur,Jalkot,4.0,3,7.0
2012,Latur,Chakur,12.0,5,19.0
2012,Latur,Shirur-Anantpal,7.0,5,12.0
2012,Latur,Aosa,17.0,7,27.0
2012,Latur,Nilanga,15.0,6,27.0
2012,Latur,Devani,9.0,4,12.0
2012,Latur,Udgir,13.0,10,30.0
2013,Latur,Latur,22.0,21,73.0
2013,Latur,Renapur,8.0,6,15.0
2013,Latur,Ahamadpur,10.0,5,21.0
2013,Latur,Jalkot,4.0,3,7.0
2013,Latur,Chakur,12.0,5,19.0
2013,Latur,Shirur-Anantpal,7.0,5,12.0
2013,Latur,Aosa,17.0,7,27.0
2013,Latur,Nilanga,15.0,6,27.0
2013,Latur,Devani,9.0,4,12.0
2013,Latur,Udgir,13.0,10,30.0
2014,Latur,Latur,23.0,23,81.0
2014,Latur,Renapur,8.0,7,16.0
2014,Latur,Ahamadpur,10.0,7,22.0
2014,Latur,Jalkot,4.0,3,7.0
2014,Latur,Chakur,12.0,5,19.0
2014,Latur,Shirur-Anantpal,7.0,5,13.0
2014,Latur,Aosa,17.0,7,27.0
2014,Latur,Nilanga,15.0,6,27.0
2014,Latur,Devani,9.0,4,13.0
2014,Latur,Udgir,13.0,15,34.0
2015,Latur,Latur,24.0,24,85.0
2015,Latur,Renapur,8.0,7,16.0
2015,Latur,Ahamadpur,10.0,7,22.0
2015,Latur,Jalkot,4.0,5,7.0
2015,Latur,Chakur,12.0,5,19.0
2015,Latur,Shirur-Anantpal,7.0,5,13.0
2015,Latur,Aosa,17.0,8,28.0
2015,Latur,Nilanga,15.0,6,27.0
2015,Latur,Devani,9.0,5,13.0
2015,Latur,Udgir,13.0,15,36.0
2016,Latur,Latur,23.0,25,91.0
2016,Latur,Renapur,8.0,7,16.0
2016,Latur,Ahamadpur,10.0,7,23.0
2016,Latur,Jalkot,4.0,5,8.0
2016,Latur,Chakur,12.0,5,19.0
2016,Latur,Shirur-Anantpal,7.0,5,13.0
2016,Latur,Aosa,17.0,8,28.0
2016,Latur,Nilanga,15.0,6,27.0
2016,Latur,Devani,9.0,5,13.0
2016,Latur,Udgir,13.0,15,36.0
2017,Latur,Latur,23.0,25,91.0
2017,Latur,Renapur,8.0,7,16.0
2017,Latur,Ahamadpur,10.0,7,23.0
2017,Latur,Jalkot,4.0,5,8.0
2017,Latur,Chakur,12.0,5,19.0
2017,Latur,Shirur-Anantpal,7.0,5,13.0
2017,Latur,Aosa,17.0,8,28.0
2017,Latur,Nilanga,15.0,6,27.0
2017,Latur,Devani,9.0,5,13.0
2017,Latur,Udgir,13.0,15,36.0
2018,Latur,Latur,23.0,23,81.0
2018,Latur,Renapur,8.0,7,16.0
2018,Latur,Ahamadpur,10.0,7,22.0
2018,Latur,Jalkot,4.0,3,7.0
2018,Latur,Chakur,12.0,5,19.0
2018,Latur,Shirur-Anantpal,7.0,5,13.0
2018,Latur,Aosa,17.0,7,27.0
2018,Latur,Nilanga,15.0,6,27.0
2018,Latur,Devani,9.0,4,13.0
2018,Latur,Udgir,13.0,15,34.0
2019,Latur,Latur,23.0,25,92.0
2019,Latur,Renapur,8.0,7,16.0
2019,Latur,Ahamadpur,10.0,7,23.0
2019,Latur,Jalkot,4.0,5,6.0
2019,Latur,Chakur,12.0,5,18.0
2019,Latur,Shirur-Anantpal,7.0,5,12.0
2019,Latur,Aosa,17.0,8,28.0
2019,Latur,Nilanga,15.0,6,28.0
2019,Latur,Devani,9.0,5,13.0
2019,Latur,Udgir,13.0,15,37.0
2020,Latur,Latur,23.0,25,92.0
2020,Latur,Renapur,8.0,7,16.0
2020,Latur,Ahamadpur,10.0,7,23.0
2020,Latur,Jalkot,4.0,5,6.0
2020,Latur,Chakur,12.0,5,18.0
2020,Latur,Shirur-Anantpal,7.0,5,12.0
2020,Latur,Aosa,17.0,8,28.0
2020,Latur,Nilanga,15.0,6,28.0
2020,Latur,Devani,9.0,5,13.0
2020,Latur,Udgir,13.0,15,37.0
2021,Latur,Latur,23.0,21,90.0
2021,Latur,Renapur,8.0,6,13.0
2021,Latur,Ahamadpur,10.0,6,19.0
2021,Latur,Jalkot,4.0,4,10.0
2021,Latur,Chakur,12.0,4,17.0
2021,Latur,Shirur-Anantpal,7.0,4,14.0
2021,Latur,Aosa,17.0,6,28.0
2021,Latur,Nilanga,15.0,4,31.0
2021,Latur,Devani,9.0,4,14.0
2021,Latur,Udgir,13.0,13,34.0
2012,Nagpur,Narkhed,8.0,6,9.0
2012,Nagpur,Katol,11.0,7,12.0
2012,Nagpur,Kalameshwar,7.0,5,7.0
2012,Nagpur,Sawner,12.0,7,14.0
2012,Nagpur,Parashivani,8.0,6,8.0
2012,Nagpur,Ramtech,12.0,5,12.0
2012,Nagpur,Mauda,7.0,7,9.0
2012,Nagpur,Kamathi,8.0,6,8.0
2012,Nagpur,Nagpur (Gra),14.0,12,22.0
2012,Nagpur,Nagpur (Sh),1.0,19,184.0
2012,Nagpur,Hingana,10.0,8,12.0
2012,Nagpur,Umred,12.0,8,14.0
2012,Nagpur,Kuhi,9.0,5,9.0
2012,Nagpur,Bhiwapur,5.0,5,5.0
2013,Nagpur,Narkhed,8.0,8,19.0
2013,Nagpur,Katol,11.0,12,20.0
2013,Nagpur,Kalameshwar,7.0,6,16.0
2013,Nagpur,Sawner,12.0,8,25.0
2013,Nagpur,Parashivani,8.0,7,13.0
2013,Nagpur,Ramtech,12.0,6,21.0
2013,Nagpur,Mauda,8.0,9,19.0
2013,Nagpur,Kamathi,10.0,8,16.0
2013,Nagpur,Nagpur (Gra),15.0,15,37.0
2013,Nagpur,Nagpur (Sh),1.0,19,258.0
2013,Nagpur,Hingana,10.0,8,20.0
2013,Nagpur,Umred,12.0,10,24.0
2013,Nagpur,Kuhi,6.0,5,14.0
2013,Nagpur,Bhiwapur,9.0,5,9.0
