Year,District,Rural/Urban,Select School Management Type,Primary School (I-V),Upper Primary School (I-VIII),Higher Secondary School (I-XII),Secondary School (I-X),Secondary School (VI-X)
2021,Dharashiv,Rural,Local Body,572,428,2,35,0
2021,Dharashiv,Rural,Others,0,0,0,2,2
2021,Dharashiv,Rural,Private Unaided (Recognized),51,18,10,11,13
2021,Dharashiv,Urban,Government Aided,30,44,12,23,15
2021,Dharashiv,Urban,Local Body,42,21,2,11,1
2021,Dharashiv,Urban,Others,4,2,0,0,1
2021,Dharashiv,Urban,Private Unaided (Recognized),29,22,5,6,10
2012,Dhule,Rural,Government Aided,37,17,94,179,4
2012,Dhule,Rural,Local Body,1065,43,0,0,0
2012,Dhule,Rural,Others,15,46,9,14,12
2012,Dhule,Rural,Private Unaided (Recognized),46,12,2,16,11
2012,Dhule,Urban,Government Aided,43,43,30,28,8
2012,Dhule,Urban,Local Body,14,4,1,0,0
2012,Dhule,Urban,Others,20,13,0,5,0
2012,Dhule,Urban,Private Unaided (Recognized),9,9,1,9,9
2013,Dhule,Rural,Government Aided,45,49,96,188,29
2013,Dhule,Rural,Central Govt,0,0,0,0,1
2013,Dhule,Rural,Local Body,1066,44,0,0,0
2013,Dhule,Rural,Others,6,10,6,8,1
2013,Dhule,Rural,Private Unaided (Recognized),69,16,3,18,12
2013,Dhule,Urban,Government Aided,46,48,30,29,8
2013,Dhule,Urban,Central Govt,0,0,0,1,0
2013,Dhule,Urban,Local Body,28,11,1,1,0
2013,Dhule,Urban,Others,0,0,0,2,0
2013,Dhule,Urban,Private Unaided (Recognized),14,10,1,9,11
2014,Dhule,Rural,Government Aided,45,51,97,193,29
2014,Dhule,Rural,Central Govt,0,0,0,0,1
2014,Dhule,Rural,Local Body,1065,44,0,0,0
2014,Dhule,Rural,Others,3,11,6,7,0
2014,Dhule,Rural,Private Unaided (Recognized),69,16,2,14,14
2014,Dhule,Urban,Government Aided,47,49,30,30,9
2014,Dhule,Urban,Central Govt,0,0,0,1,0
2014,Dhule,Urban,Local Body,28,11,1,1,0
2014,Dhule,Urban,Others,0,0,0,2,0
2014,Dhule,Urban,Private Unaided (Recognized),13,11,1,10,10
2015,Dhule,Rural,Government Aided,45,51,96,195,29
2015,Dhule,Rural,Central Govt,1,0,0,0,1
2015,Dhule,Rural,Local Body,1061,44,0,0,0
2015,Dhule,Rural,Others,1,10,6,7,0
2015,Dhule,Rural,Private Unaided (Recognized),74,25,4,13,11
2015,Dhule,Urban,Government Aided,47,50,30,31,10
2015,Dhule,Urban,Central Govt,0,0,0,1,0
2015,Dhule,Urban,Local Body,27,11,1,1,0
2015,Dhule,Urban,Others,0,0,0,2,0
2015,Dhule,Urban,Private Unaided (Recognized),14,11,1,10,9
2016,Dhule,Rural,Government Aided,45,55,97,195,30
2016,Dhule,Rural,Central Govt,0,0,0,0,1
2016,Dhule,Rural,Local Body,1059,44,0,0,0
2016,Dhule,Rural,Others,0,9,6,8,0
2016,Dhule,Rural,Private Unaided (Recognized),90,19,4,16,10
2016,Dhule,Urban,Government Aided,48,50,30,30,11
2016,Dhule,Urban,Central Govt,0,0,0,1,0
2016,Dhule,Urban,Local Body,27,11,1,1,0
2016,Dhule,Urban,Others,1,0,0,2,0
2016,Dhule,Urban,Private Unaided (Recognized),20,13,1,11,9
2017,Dhule,Rural,Government Aided,47,66,105,189,23
2017,Dhule,Rural,Local Body,1043,60,0,0,0
2017,Dhule,Rural,Others,0,8,6,8,3
2017,Dhule,Rural,Private Unaided (Recognized),69,31,4,22,3
2017,Dhule,Urban,Government Aided,47,51,31,35,7
2017,Dhule,Urban,Local Body,25,13,1,1,0
2017,Dhule,Urban,Others,1,0,1,1,1
2017,Dhule,Urban,Private Unaided (Recognized),20,13,3,13,6
2018,Dhule,Rural,Government Aided,49,66,105,184,30
2018,Dhule,Rural,Local Body,1045,59,0,0,0
2018,Dhule,Rural,Others,0,8,6,8,4
2018,Dhule,Rural,Private Unaided (Recognized),67,32,4,24,2
2018,Dhule,Urban,Government Aided,46,50,31,33,9
2018,Dhule,Urban,Local Body,24,11,1,1,0
2018,Dhule,Urban,Others,1,1,1,1,1
2018,Dhule,Urban,Private Unaided (Recognized),21,13,3,12,7
2019,Dhule,Rural,Government Aided,49,66,105,184,30
2019,Dhule,Rural,Local Body,1049,56,0,0,0
2019,Dhule,Rural,Others,0,8,6,9,2
2019,Dhule,Rural,Private Unaided (Recognized),70,31,4,28,3
2019,Dhule,Urban,Government Aided,46,50,31,33,9
2019,Dhule,Urban,Local Body,24,11,1,1,0
2019,Dhule,Urban,Others,1,1,1,1,1
2019,Dhule,Urban,Private Unaided (Recognized),21,13,4,11,7
2020,Dhule,Rural,Government Aided,49,66,105,184,30
2020,Dhule,Rural,Local Body,1049,56,0,0,0
2020,Dhule,Rural,Others,0,8,7,9,2
2020,Dhule,Rural,Private Unaided (Recognized),69,31,4,32,3
2020,Dhule,Urban,Government Aided,46,49,31,33,9
2020,Dhule,Urban,Local Body,24,11,1,1,0
2020,Dhule,Urban,Others,1,2,1,1,1
2020,Dhule,Urban,Private Unaided (Recognized),20,13,4,12,7
2021,Dhule,Rural,Government Aided,44,61,100,181,30
2021,Dhule,Rural,Local Body,1040,54,0,0,0
2021,Dhule,Rural,Others,0,8,7,8,2
2021,Dhule,Rural,Private Unaided (Recognized),59,30,5,33,3
2021,Dhule,Urban,Government Aided,52,55,36,38,10
2021,Dhule,Urban,Local Body,34,12,1,1,0
2021,Dhule,Urban,Others,0,1,1,1,1
2021,Dhule,Urban,Private Unaided (Recognized),20,16,5,13,6
2012,Gadchiroli,Rural,Government Aided,10,13,64,34,22
2012,Gadchiroli,Rural,Local Body,1147,390,4,8,1
2012,Gadchiroli,Rural,Others,12,41,24,50,10
2012,Gadchiroli,Rural,Private Unaided (Recognized),29,23,2,16,49
2012,Gadchiroli,Urban,Government Aided,5,2,8,4,0
2012,Gadchiroli,Urban,Local Body,14,5,1,0,0
2012,Gadchiroli,Urban,Others,2,5,0,2,0
2012,Gadchiroli,Urban,Private Unaided (Recognized),11,2,1,4,0
2013,Gadchiroli,Rural,Government Aided,14,33,68,57,0
2013,Gadchiroli,Rural,Central Govt,0,0,0,0,0
2013,Gadchiroli,Rural,Local Body,1150,390,4,8,0
2013,Gadchiroli,Rural,Others,6,12,19,22,80
2013,Gadchiroli,Rural,Private Unaided (Recognized),35,29,3,21,0
2013,Gadchiroli,Urban,Government Aided,5,5,8,4,0
2013,Gadchiroli,Urban,Local Body,14,5,1,0,0
2013,Gadchiroli,Urban,Others,2,0,0,0,0
2013,Gadchiroli,Urban,Private Unaided (Recognized),12,3,1,6,0
2014,Gadchiroli,Rural,Government Aided,14,36,70,67,31
2014,Gadchiroli,Rural,Central Govt,0,0,0,0,0
2014,Gadchiroli,Rural,Local Body,1151,390,4,8,1
2014,Gadchiroli,Rural,Others,5,6,19,20,0
2014,Gadchiroli,Rural,Private Unaided (Recognized),36,27,1,12,47
2014,Gadchiroli,Urban,Government Aided,5,4,8,4,0
2014,Gadchiroli,Urban,Local Body,13,5,1,0,0
2014,Gadchiroli,Urban,Others,2,0,0,0,0
2014,Gadchiroli,Urban,Private Unaided (Recognized),13,3,1,5,0
2015,Gadchiroli,Rural,Government Aided,13,35,70,69,34
2015,Gadchiroli,Rural,Central Govt,2,0,0,0,0
2015,Gadchiroli,Rural,Local Body,1148,390,4,8,1
2015,Gadchiroli,Rural,Others,2,5,19,21,2
2015,Gadchiroli,Rural,Private Unaided (Recognized),36,29,1,11,43
2015,Gadchiroli,Urban,Government Aided,6,4,8,4,0
2015,Gadchiroli,Urban,Central Govt,1,0,0,0,0
2015,Gadchiroli,Urban,Local Body,13,5,1,0,0
2015,Gadchiroli,Urban,Others,0,0,0,0,0
2015,Gadchiroli,Urban,Private Unaided (Recognized),12,3,1,5,0
2016,Gadchiroli,Rural,Government Aided,13,36,69,64,31
2016,Gadchiroli,Rural,Central Govt,0,0,0,0,0
2016,Gadchiroli,Rural,Local Body,1145,390,4,8,1
2016,Gadchiroli,Rural,Others,3,6,19,21,3
2016,Gadchiroli,Rural,Private Unaided (Recognized),42,31,2,15,45
2016,Gadchiroli,Urban,Government Aided,6,4,8,4,0
2016,Gadchiroli,Urban,Local Body,13,5,1,0,0
2016,Gadchiroli,Urban,Others,1,0,0,0,0
2016,Gadchiroli,Urban,Private Unaided (Recognized),12,3,1,6,0
2017,Gadchiroli,Rural,Government Aided,12,36,68,69,63
2017,Gadchiroli,Rural,Local Body,1141,392,4,3,6
2017,Gadchiroli,Rural,Others,1,4,18,21,7
2017,Gadchiroli,Rural,Private Unaided (Recognized),36,31,0,15,13
2017,Gadchiroli,Urban,Government Aided,7,3,9,4,0
2017,Gadchiroli,Urban,Local Body,13,5,1,0,0
2017,Gadchiroli,Urban,Others,0,1,0,1,1
2017,Gadchiroli,Urban,Private Unaided (Recognized),9,8,1,6,0
2018,Gadchiroli,Rural,Government Aided,12,35,69,71,62
2018,Gadchiroli,Rural,Local Body,1125,392,4,3,6
2018,Gadchiroli,Rural,Others,0,3,18,21,8
2018,Gadchiroli,Rural,Private Unaided (Recognized),32,30,2,17,13
2018,Gadchiroli,Urban,Government Aided,7,3,9,4,0
2018,Gadchiroli,Urban,Local Body,13,5,1,0,0
2018,Gadchiroli,Urban,Others,0,0,0,1,0
2018,Gadchiroli,Urban,Private Unaided (Recognized),9,7,2,6,0
2019,Gadchiroli,Rural,Government Aided,14,37,70,70,62
2019,Gadchiroli,Rural,Local Body,1105,392,4,3,6
2019,Gadchiroli,Rural,Others,0,3,18,22,7
2019,Gadchiroli,Rural,Private Unaided (Recognized),28,29,3,18,13
2019,Gadchiroli,Urban,Government Aided,7,4,9,5,0
2019,Gadchiroli,Urban,Local Body,13,5,1,0,0
2019,Gadchiroli,Urban,Others,0,0,0,1,0
2019,Gadchiroli,Urban,Private Unaided (Recognized),7,8,3,6,0
2020,Gadchiroli,Rural,Government Aided,14,38,69,71,62
2020,Gadchiroli,Rural,Local Body,1097,397,6,1,9
2020,Gadchiroli,Rural,Others,0,3,18,22,3
2020,Gadchiroli,Rural,Private Unaided (Recognized),26,30,2,18,13
2020,Gadchiroli,Urban,Government Aided,7,4,9,5,0
2020,Gadchiroli,Urban,Local Body,13,5,1,0,0
2020,Gadchiroli,Urban,Others,0,0,0,1,0
2020,Gadchiroli,Urban,Private Unaided (Recognized),8,8,4,5,0
2021,Gadchiroli,Rural,Government Aided,9,27,53,63,57
2021,Gadchiroli,Rural,Local Body,1052,386,3,1,2
2021,Gadchiroli,Rural,Others,0,1,17,22,2
2021,Gadchiroli,Rural,Private Unaided (Recognized),13,11,1,12,11
2021,Gadchiroli,Urban,Government Aided,10,15,26,12,5
2021,Gadchiroli,Urban,Local Body,57,16,4,0,7
2021,Gadchiroli,Urban,Others,0,1,1,2,1
2021,Gadchiroli,Urban,Private Unaided (Recognized),17,23,6,14,2
2012,Gondia,Rural,Government Aided,22,21,71,38,35
2012,Gondia,Rural,Local Body,629,418,12,8,0
2012,Gondia,Rural,Others,12,42,8,10,18
2012,Gondia,Rural,Private Unaided (Recognized),40,23,8,8,14
2012,Gondia,Urban,Government Aided,9,9,7,6,2
2012,Gondia,Urban,Local Body,22,6,2,5,0
2012,Gondia,Urban,Others,6,1,0,1,0
2012,Gondia,Urban,Private Unaided (Recognized),8,27,2,8,7
2013,Gondia,Rural,Government Aided,21,47,70,43,0
2013,Gondia,Rural,Central Govt,0,1,0,0,0
2013,Gondia,Rural,Local Body,627,418,12,8,0
2013,Gondia,Rural,Others,7,6,8,4,66
2013,Gondia,Rural,Private Unaided (Recognized),46,32,10,10,0
2013,Gondia,Urban,Government Aided,10,11,7,6,0
2013,Gondia,Urban,Local Body,21,6,2,5,0
2013,Gondia,Urban,Others,2,0,0,0,9
2013,Gondia,Urban,Private Unaided (Recognized),11,27,2,8,0
2014,Gondia,Rural,Government Aided,22,48,75,44,56
2014,Gondia,Rural,Central Govt,0,1,0,0,0
2014,Gondia,Rural,Local Body,626,418,12,8,0
2014,Gondia,Rural,Others,6,3,7,4,1
2014,Gondia,Rural,Private Unaided (Recognized),58,34,7,9,13
2014,Gondia,Urban,Government Aided,10,12,8,6,2
2014,Gondia,Urban,Local Body,21,6,2,5,0
2014,Gondia,Urban,Others,2,0,0,0,0
2014,Gondia,Urban,Private Unaided (Recognized),13,28,2,7,8
2015,Gondia,Rural,Government Aided,22,49,76,45,56
2015,Gondia,Rural,Central Govt,3,1,0,0,0
2015,Gondia,Rural,Local Body,626,418,12,8,0
2015,Gondia,Rural,Others,4,2,7,4,2
2015,Gondia,Rural,Private Unaided (Recognized),61,35,5,8,10
2015,Gondia,Urban,Government Aided,10,12,8,6,2
2015,Gondia,Urban,Central Govt,1,0,0,0,0
2015,Gondia,Urban,Local Body,20,6,2,5,0
2015,Gondia,Urban,Others,0,0,0,0,0
2015,Gondia,Urban,Private Unaided (Recognized),12,29,2,7,9
2016,Gondia,Rural,Government Aided,23,50,76,46,57
2016,Gondia,Rural,Central Govt,0,1,0,0,0
2016,Gondia,Rural,Local Body,626,418,12,8,0
2016,Gondia,Rural,Others,4,2,7,4,3
2016,Gondia,Rural,Private Unaided (Recognized),64,34,6,8,8
2016,Gondia,Urban,Government Aided,10,12,8,6,2
2016,Gondia,Urban,Local Body,19,6,2,5,0
2016,Gondia,Urban,Others,0,0,0,0,0
2016,Gondia,Urban,Private Unaided (Recognized),14,29,2,7,7
2017,Gondia,Rural,Government Aided,22,47,74,43,55
2017,Gondia,Rural,Local Body,620,418,15,5,0
2017,Gondia,Rural,Others,2,1,7,5,4
2017,Gondia,Rural,Private Unaided (Recognized),55,42,6,14,7
2017,Gondia,Urban,Government Aided,7,15,6,7,2
2017,Gondia,Urban,Local Body,19,7,2,5,0
2017,Gondia,Urban,Others,0,0,0,0,0
2017,Gondia,Urban,Private Unaided (Recognized),11,26,6,11,7
2018,Gondia,Rural,Government Aided,22,47,74,43,58
2018,Gondia,Rural,Local Body,594,418,15,5,0
2018,Gondia,Rural,Others,4,1,7,5,3
2018,Gondia,Rural,Private Unaided (Recognized),53,45,9,17,3
2018,Gondia,Urban,Government Aided,7,15,6,7,2
2018,Gondia,Urban,Local Body,19,7,2,5,0
2018,Gondia,Urban,Others,1,0,0,0,0
2018,Gondia,Urban,Private Unaided (Recognized),12,27,6,11,7
2019,Gondia,Rural,Government Aided,19,44,67,38,56
2019,Gondia,Rural,Local Body,589,409,15,4,0
2019,Gondia,Rural,Others,3,0,7,5,3
2019,Gondia,Rural,Private Unaided (Recognized),42,39,7,15,3
2019,Gondia,Urban,Government Aided,10,21,13,13,5
2019,Gondia,Urban,Local Body,24,16,3,5,0
2019,Gondia,Urban,Others,2,0,0,0,0
2019,Gondia,Urban,Private Unaided (Recognized),17,33,8,19,4
2020,Gondia,Rural,Government Aided,19,44,67,38,57
2020,Gondia,Rural,Local Body,589,409,15,4,0
2020,Gondia,Rural,Others,3,0,7,5,3
2020,Gondia,Rural,Private Unaided (Recognized),37,34,13,19,2
2020,Gondia,Urban,Government Aided,11,21,12,13,5
2020,Gondia,Urban,Local Body,24,16,3,5,0
2020,Gondia,Urban,Others,1,0,0,0,0
2020,Gondia,Urban,Private Unaided (Recognized),12,31,15,20,4
2021,Gondia,Rural,Government Aided,19,44,66,38,56
2021,Gondia,Rural,Local Body,582,416,13,4,0
2021,Gondia,Rural,Others,2,0,7,4,3
2021,Gondia,Rural,Private Unaided (Recognized),32,33,14,21,2
2021,Gondia,Urban,Government Aided,11,22,13,13,6
2021,Gondia,Urban,Local Body,29,10,5,5,0
2021,Gondia,Urban,Others,0,0,0,1,0
2021,Gondia,Urban,Private Unaided (Recognized),13,29,17,15,4
2012,Hingoli,Rural,Government Aided,5,5,34,27,11
2012,Hingoli,Rural,Local Body,508,306,0,24,1
2012,Hingoli,Rural,Others,13,12,5,7,2
2012,Hingoli,Rural,Private Unaided (Recognized),22,9,4,2,16
2012,Hingoli,Urban,Government Aided,10,20,8,9,3
2012,Hingoli,Urban,Local Body,15,10,1,3,0
2012,Hingoli,Urban,Others,5,6,0,0,0
2012,Hingoli,Urban,Private Unaided (Recognized),12,9,0,5,4
2013,Hingoli,Rural,Government Aided,12,12,37,28,0
2013,Hingoli,Rural,Central Govt,0,0,0,0,0
2013,Hingoli,Rural,Local Body,506,307,0,24,0
2013,Hingoli,Rural,Others,2,3,1,3,33
2013,Hingoli,Rural,Private Unaided (Recognized),29,14,4,4,0
2013,Hingoli,Urban,Government Aided,15,26,7,9,0
2013,Hingoli,Urban,Local Body,15,12,1,3,0
2013,Hingoli,Urban,Others,0,0,1,0,10
2013,Hingoli,Urban,Private Unaided (Recognized),16,9,0,5,0
2014,Hingoli,Rural,Government Aided,12,16,36,30,14
2014,Hingoli,Rural,Central Govt,0,0,0,0,0
2014,Hingoli,Rural,Local Body,507,307,0,24,1
2014,Hingoli,Rural,Others,2,4,1,3,0
2014,Hingoli,Rural,Private Unaided (Recognized),32,8,7,5,18
2014,Hingoli,Urban,Government Aided,18,26,7,9,3
2014,Hingoli,Urban,Local Body,17,12,1,3,0
2014,Hingoli,Urban,Others,0,1,0,0,0
2014,Hingoli,Urban,Private Unaided (Recognized),14,10,0,5,7
2015,Hingoli,Rural,Government Aided,14,18,36,31,20
2015,Hingoli,Rural,Central Govt,8,4,0,1,0
2015,Hingoli,Rural,Local Body,507,309,0,23,1
2015,Hingoli,Rural,Others,1,1,1,3,0
2015,Hingoli,Rural,Private Unaided (Recognized),42,10,5,5,12
2015,Hingoli,Urban,Government Aided,20,28,9,12,3
2015,Hingoli,Urban,Central Govt,7,1,0,1,0
2015,Hingoli,Urban,Local Body,20,15,1,5,0
2015,Hingoli,Urban,Others,0,1,0,0,0
2015,Hingoli,Urban,Private Unaided (Recognized),20,11,0,2,7
2016,Hingoli,Rural,Government Aided,14,18,37,30,20
2016,Hingoli,Rural,Central Govt,0,0,0,0,0
2016,Hingoli,Rural,Local Body,508,310,0,23,1
2016,Hingoli,Rural,Others,4,3,1,5,0
2016,Hingoli,Rural,Private Unaided (Recognized),44,15,3,4,17
2016,Hingoli,Urban,Government Aided,20,28,9,12,3
2016,Hingoli,Urban,Local Body,20,15,1,5,1
2016,Hingoli,Urban,Others,8,3,0,0,0
2016,Hingoli,Urban,Private Unaided (Recognized),19,12,0,3,6
2017,Hingoli,Rural,Government Aided,12,21,38,35,14
2017,Hingoli,Rural,Local Body,489,327,0,23,1
2017,Hingoli,Rural,Others,4,3,1,5,0
2017,Hingoli,Rural,Private Unaided (Recognized),43,19,11,13,12
2017,Hingoli,Urban,Government Aided,19,29,8,11,6
2017,Hingoli,Urban,Local Body,21,15,0,5,2
2017,Hingoli,Urban,Others,7,1,0,0,1
2017,Hingoli,Urban,Private Unaided (Recognized),12,19,0,4,6
2018,Hingoli,Rural,Government Aided,10,22,36,36,15
2018,Hingoli,Rural,Local Body,487,327,0,23,1
2018,Hingoli,Rural,Others,1,2,1,4,0
2018,Hingoli,Rural,Private Unaided (Recognized),37,22,20,11,12
2018,Hingoli,Urban,Government Aided,19,29,8,11,7
2018,Hingoli,Urban,Local Body,20,15,0,5,2
2018,Hingoli,Urban,Others,1,1,0,0,1
2018,Hingoli,Urban,Private Unaided (Recognized),12,20,6,5,5
2019,Hingoli,Rural,Government Aided,11,23,38,38,18
2019,Hingoli,Rural,Local Body,488,326,0,23,1
2019,Hingoli,Rural,Others,0,1,1,5,0
2019,Hingoli,Rural,Private Unaided (Recognized),33,22,28,10,9
2019,Hingoli,Urban,Government Aided,19,30,8,11,7
2019,Hingoli,Urban,Local Body,20,15,0,5,2
2019,Hingoli,Urban,Others,0,1,0,0,1
2019,Hingoli,Urban,Private Unaided (Recognized),13,19,10,5,5
2020,Hingoli,Rural,Government Aided,9,26,37,38,20
2020,Hingoli,Rural,Local Body,488,326,0,23,1
2020,Hingoli,Rural,Others,0,1,1,5,0
2020,Hingoli,Rural,Private Unaided (Recognized),30,23,28,13,7
2020,Hingoli,Urban,Government Aided,18,31,8,11,6
2020,Hingoli,Urban,Local Body,20,15,0,5,3
2020,Hingoli,Urban,Others,0,1,0,0,1
2020,Hingoli,Urban,Private Unaided (Recognized),13,20,10,5,5
2021,Hingoli,Rural,Government Aided,7,21,36,36,20
2021,Hingoli,Rural,Local Body,487,325,0,22,1
2021,Hingoli,Rural,Others,0,0,1,4,0
2021,Hingoli,Rural,Private Unaided (Recognized),26,22,20,14,6
2021,Hingoli,Urban,Government Aided,19,37,9,13,6
2021,Hingoli,Urban,Local Body,21,16,0,6,3
2021,Hingoli,Urban,Others,0,1,1,1,1
2021,Hingoli,Urban,Private Unaided (Recognized),13,22,16,4,7
2012,Jalgaon,Rural,Government Aided,24,8,100,289,29
2012,Jalgaon,Rural,Local Body,1385,396,0,0,0
2012,Jalgaon,Rural,Others,25,50,14,32,14
2012,Jalgaon,Rural,Private Unaided (Recognized),59,14,2,27,21
2012,Jalgaon,Urban,Government Aided,71,63,48,83,11
2012,Jalgaon,Urban,Local Body,49,67,4,5,1
2012,Jalgaon,Urban,Others,36,42,2,0,6
2012,Jalgaon,Urban,Private Unaided (Recognized),61,45,2,19,33
2013,Jalgaon,Rural,Government Aided,38,50,110,297,1
2013,Jalgaon,Rural,Central Govt,2,2,2,0,0
2013,Jalgaon,Rural,Local Body,1385,394,0,0,0
2013,Jalgaon,Rural,Others,9,10,3,15,69
2013,Jalgaon,Rural,Private Unaided (Recognized),74,18,4,33,2
2013,Jalgaon,Urban,Government Aided,84,73,47,85,4
2013,Jalgaon,Urban,Central Govt,0,0,1,0,0
2013,Jalgaon,Urban,Local Body,55,95,4,5,0
2013,Jalgaon,Urban,Others,5,1,0,1,45
2013,Jalgaon,Urban,Private Unaided (Recognized),76,42,1,20,7
2014,Jalgaon,Rural,Government Aided,39,51,111,300,42
2014,Jalgaon,Rural,Central Govt,1,2,2,0,0
2014,Jalgaon,Rural,Local Body,1384,394,0,0,0
2014,Jalgaon,Rural,Others,3,9,2,14,1
2014,Jalgaon,Rural,Private Unaided (Recognized),102,19,3,38,24
2014,Jalgaon,Urban,Government Aided,83,76,46,87,14
2014,Jalgaon,Urban,Central Govt,0,0,1,0,0
2014,Jalgaon,Urban,Local Body,54,93,4,5,6
2014,Jalgaon,Urban,Others,3,0,0,0,1
2014,Jalgaon,Urban,Private Unaided (Recognized),87,41,2,19,37
2015,Jalgaon,Rural,Government Aided,40,52,111,299,47
2015,Jalgaon,Rural,Central Govt,1,2,2,0,0
2015,Jalgaon,Rural,Local Body,1382,392,0,0,0
2015,Jalgaon,Rural,Others,2,7,2,13,1
2015,Jalgaon,Rural,Private Unaided (Recognized),120,21,4,38,20
2015,Jalgaon,Urban,Government Aided,85,75,46,88,19
2015,Jalgaon,Urban,Central Govt,0,0,1,0,0
2015,Jalgaon,Urban,Local Body,53,92,4,5,6
2015,Jalgaon,Urban,Others,1,0,0,0,0
2015,Jalgaon,Urban,Private Unaided (Recognized),81,51,2,19,26
2016,Jalgaon,Rural,Government Aided,41,51,111,302,44
2016,Jalgaon,Rural,Central Govt,1,2,2,0,0
2016,Jalgaon,Rural,Local Body,1383,390,0,0,0
2016,Jalgaon,Rural,Others,2,7,2,14,1
2016,Jalgaon,Rural,Private Unaided (Recognized),144,26,5,39,23
2016,Jalgaon,Urban,Government Aided,84,76,47,90,19
2016,Jalgaon,Urban,Central Govt,0,0,1,0,0
2016,Jalgaon,Urban,Local Body,51,86,4,5,6
2016,Jalgaon,Urban,Others,1,0,0,0,0
2016,Jalgaon,Urban,Private Unaided (Recognized),85,53,1,20,26
2017,Jalgaon,Rural,Government Aided,41,53,115,306,44
2017,Jalgaon,Rural,Local Body,1372,402,0,0,0
2017,Jalgaon,Rural,Others,4,9,4,12,0
2017,Jalgaon,Rural,Private Unaided (Recognized),132,53,13,43,15
2017,Jalgaon,Urban,Government Aided,75,83,54,92,18
2017,Jalgaon,Urban,Local Body,46,88,5,4,6
2017,Jalgaon,Urban,Others,1,0,1,0,0
2017,Jalgaon,Urban,Private Unaided (Recognized),66,69,6,30,18
2018,Jalgaon,Rural,Government Aided,43,53,117,309,44
2018,Jalgaon,Rural,Local Body,1359,403,0,0,0
2018,Jalgaon,Rural,Others,4,8,4,12,0
2018,Jalgaon,Rural,Private Unaided (Recognized),129,53,13,46,17
2018,Jalgaon,Urban,Government Aided,81,88,54,91,17
2018,Jalgaon,Urban,Local Body,43,86,5,4,5
2018,Jalgaon,Urban,Others,2,0,1,0,0
2018,Jalgaon,Urban,Private Unaided (Recognized),54,74,7,31,18
2019,Jalgaon,Rural,Government Aided,43,53,117,316,45
2019,Jalgaon,Rural,Local Body,1353,407,0,0,0
2019,Jalgaon,Rural,Others,3,9,4,12,0
2019,Jalgaon,Rural,Private Unaided (Recognized),120,57,25,45,18
2019,Jalgaon,Urban,Government Aided,83,89,55,93,19
2019,Jalgaon,Urban,Local Body,41,86,5,4,5
2019,Jalgaon,Urban,Others,4,1,1,0,0
2019,Jalgaon,Urban,Private Unaided (Recognized),56,73,9,30,15
2020,Jalgaon,Rural,Government Aided,43,57,118,318,45
2020,Jalgaon,Rural,Local Body,1344,415,0,0,0
2020,Jalgaon,Rural,Others,3,6,4,12,0
2020,Jalgaon,Rural,Private Unaided (Recognized),112,57,25,45,18
2020,Jalgaon,Urban,Government Aided,82,90,55,93,19
2020,Jalgaon,Urban,Local Body,39,85,5,4,4
2020,Jalgaon,Urban,Others,4,1,1,0,0
2020,Jalgaon,Urban,Private Unaided (Recognized),53,73,10,31,15
2021,Jalgaon,Rural,Government Aided,40,56,113,316,45
2021,Jalgaon,Rural,Local Body,1334,403,0,0,0
2021,Jalgaon,Rural,Others,2,5,5,11,0
2021,Jalgaon,Rural,Private Unaided (Recognized),104,61,26,41,19
2021,Jalgaon,Urban,Government Aided,85,92,60,95,19
2021,Jalgaon,Urban,Local Body,44,96,5,4,4
2021,Jalgaon,Urban,Others,4,1,0,0,0
2021,Jalgaon,Urban,Private Unaided (Recognized),58,76,10,35,14
2012,Jalna,Rural,Government Aided,5,10,68,58,12
2012,Jalna,Rural,Local Body,987,481,1,31,0
2012,Jalna,Rural,Others,9,16,0,3,2
2012,Jalna,Rural,Private Unaided (Recognized),46,20,9,21,26
2012,Jalna,Urban,Government Aided,23,41,12,18,3
2012,Jalna,Urban,Local Body,27,14,0,7,0
2012,Jalna,Urban,Others,4,5,1,2,0
2012,Jalna,Urban,Private Unaided (Recognized),41,19,1,15,13
2013,Jalna,Rural,Government Aided,7,21,67,60,1
2013,Jalna,Rural,Central Govt,0,0,0,0,0
2013,Jalna,Rural,Local Body,977,481,1,28,0
2013,Jalna,Rural,Others,4,2,1,0,40
2013,Jalna,Rural,Private Unaided (Recognized),65,24,11,25,3
2013,Jalna,Urban,Government Aided,26,47,12,19,1
2013,Jalna,Urban,Local Body,27,14,0,7,0
2013,Jalna,Urban,Others,1,2,0,1,15
2013,Jalna,Urban,Private Unaided (Recognized),41,19,1,14,2
2014,Jalna,Rural,Government Aided,7,23,67,62,13
2014,Jalna,Rural,Central Govt,0,0,0,0,0
2014,Jalna,Rural,Local Body,983,511,1,28,0
2014,Jalna,Rural,Others,3,1,1,1,0
2014,Jalna,Rural,Private Unaided (Recognized),83,24,11,28,32
2014,Jalna,Urban,Government Aided,27,48,12,19,3
2014,Jalna,Urban,Local Body,31,17,0,7,0
2014,Jalna,Urban,Others,2,3,0,0,1
2014,Jalna,Urban,Private Unaided (Recognized),51,19,1,15,15
2015,Jalna,Rural,Government Aided,8,25,69,65,15
2015,Jalna,Rural,Central Govt,2,1,0,1,0
2015,Jalna,Rural,Local Body,979,511,1,28,0
2015,Jalna,Rural,Others,3,1,0,0,0
2015,Jalna,Rural,Private Unaided (Recognized),116,26,9,23,31
