Year,District,Type of School,Central Govt,Government Aided,Local body,Others,Private Unaided
2013,Sangli,Primary School (I-V),,506.0,2973.0,52.0,454.0
2013,Sangli,Upper Primary School (I-VIII),,917.0,3756.0,91.0,596.0
2013,Sangli,Secondary School (VI-X),,,,878.0,15.0
2013,Sangli,Secondary School (I-X),,3194.0,51.0,,194.0
2013,Sangli,Higher Secondary School (I-XII),,3820.0,,,61.0
2013,Sangli,Higher Secondary School (XI-XII),,,,621.0,
2013,Satara,Primary School (I-V),,364.0,4576.0,131.0,474.0
2013,Satara,Upper Primary School (I-VIII),,322.0,4640.0,60.0,691.0
2013,Satara,Secondary School (VI-X),,35.0,,1162.0,8.0
2013,Satara,Secondary School (I-X),,3625.0,10.0,58.0,486.0
2013,Satara,Higher Secondary School (I-XII),,3582.0,18.0,,296.0
2013,Satara,Higher Secondary School (XI-XII),,,,704.0,
2013,Sindhudurg,Primary School (I-V),,66.0,1931.0,32.0,81.0
2013,Sindhudurg,Upper Primary School (I-VIII),,33.0,2304.0,11.0,92.0
2013,Sindhudurg,Secondary School (VI-X),,,,386.0,
2013,Sindhudurg,Secondary School (I-X),,948.0,,,224.0
2013,Sindhudurg,Higher Secondary School (I-XII),,1143.0,,,21.0
2013,Sindhudurg,Higher Secondary School (XI-XII),,,,157.0,
2013,Solapur,Primary School (I-V),5.0,1390.0,5462.0,42.0,763.0
2013,Solapur,Upper Primary School (I-VIII),,2206.0,5554.0,15.0,507.0
2013,Solapur,Secondary School (VI-X),6.0,232.0,26.0,818.0,102.0
2013,Solapur,Secondary School (I-X),10.0,4531.0,61.0,30.0,921.0
2013,Solapur,Higher Secondary School (I-XII),23.0,5694.0,34.0,16.0,416.0
2013,Solapur,Higher Secondary School (XI-XII),,,,717.0,
2013,Wardha,Primary School (I-V),,208.0,1512.0,23.0,305.0
2013,Wardha,Upper Primary School (I-VIII),,227.0,1646.0,35.0,505.0
2013,Wardha,Secondary School (VI-X),,,,322.0,
2013,Wardha,Secondary School (I-X),,1389.0,8.0,49.0,381.0
2013,Wardha,Higher Secondary School (I-XII),18.0,1883.0,190.0,8.0,175.0
2013,Wardha,Higher Secondary School (XI-XII),,,,254.0,
2013,Washim,Primary School (I-V),,124.0,1341.0,4.0,321.0
2013,Washim,Upper Primary School (I-VIII),,388.0,2056.0,19.0,237.0
2013,Washim,Secondary School (VI-X),,19.0,,245.0,10.0
2013,Washim,Secondary School (I-X),,703.0,12.0,12.0,321.0
2013,Washim,Higher Secondary School (I-XII),,1777.0,171.0,19.0,128.0
2013,Washim,Higher Secondary School (XI-XII),,,,132.0,
2013,Yavatmal,Primary School (I-V),,290.0,3136.0,37.0,553.0
2013,Yavatmal,Upper Primary School (I-VIII),,870.0,5466.0,56.0,488.0
2013,Yavatmal,Secondary School (VI-X),,7.0,,794.0,
2013,Yavatmal,Secondary School (I-X),14.0,1393.0,220.0,157.0,532.0
2013,Yavatmal,Higher Secondary School (I-XII),,2688.0,187.0,105.0,388.0
2013,Yavatmal,Higher Secondary School (XI-XII),,,,512.0,
2014,Ahilyanagar,Primary School (I-V),,612.0,8183.0,15.0,1065.0
2014,Ahilyanagar,Upper Primary School (I-VIII),,904.0,3626.0,106.0,875.0
2014,Ahilyanagar,Secondary School (VI-X),,686.0,11.0,9.0,642.0
2014,Ahilyanagar,Secondary School (I-X),,5199.0,13.0,149.0,695.0
2014,Ahilyanagar,Higher Secondary School (I-XII),81.0,5897.0,,69.0,338.0
2014,Ahilyanagar,Higher Secondary School (XI-XII),,728.0,,,296.0
2014,Akola,Primary School (I-V),,164.0,1681.0,13.0,665.0
2014,Akola,Upper Primary School (I-VIII),,596.0,2656.0,24.0,727.0
2014,Akola,Secondary School (VI-X),,345.0,,,293.0
2014,Akola,Secondary School (I-X),,1311.0,120.0,25.0,453.0
2014,Akola,Higher Secondary School (I-XII),,2469.0,105.0,,126.0
2014,Akola,Higher Secondary School (XI-XII),,163.0,,,153.0
2014,Amravati,Primary School (I-V),,538.0,2562.0,62.0,863.0
2014,Amravati,Upper Primary School (I-VIII),,703.0,4456.0,71.0,365.0
2014,Amravati,Secondary School (VI-X),,503.0,38.0,,246.0
2014,Amravati,Secondary School (I-X),,2339.0,219.0,105.0,781.0
2014,Amravati,Higher Secondary School (I-XII),,3777.0,326.0,136.0,170.0
2014,Amravati,Higher Secondary School (XI-XII),,403.0,,15.0,40.0
2014,Beed,Primary School (I-V),1.0,598.0,4726.0,38.0,690.0
2014,Beed,Upper Primary School (I-VIII),,1525.0,4028.0,32.0,338.0
2014,Beed,Secondary School (VI-X),,321.0,40.0,7.0,287.0
2014,Beed,Secondary School (I-X),,2773.0,854.0,18.0,789.0
2014,Beed,Higher Secondary School (I-XII),,3465.0,33.0,,127.0
2014,Beed,Higher Secondary School (XI-XII),,431.0,,,307.0
2014,Bhandara,Primary School (I-V),,258.0,1270.0,67.0,251.0
2014,Bhandara,Upper Primary School (I-VIII),,354.0,1607.0,14.0,260.0
2014,Bhandara,Secondary School (VI-X),,197.0,4.0,,67.0
2014,Bhandara,Secondary School (I-X),13.0,1110.0,100.0,15.0,309.0
2014,Bhandara,Higher Secondary School (I-XII),31.0,1671.0,442.0,,198.0
2014,Bhandara,Higher Secondary School (XI-XII),,76.0,,4.0,111.0
2014,Buldhana,Primary School (I-V),,266.0,2666.0,21.0,653.0
2014,Buldhana,Upper Primary School (I-VIII),,489.0,4453.0,41.0,589.0
2014,Buldhana,Secondary School (VI-X),,226.0,24.0,,233.0
2014,Buldhana,Secondary School (I-X),,1627.0,348.0,33.0,460.0
2014,Buldhana,Higher Secondary School (I-XII),,3447.0,334.0,,193.0
2014,Buldhana,Higher Secondary School (XI-XII),,100.0,,6.0,283.0
2014,Chandrapur,Primary School (I-V),,266.0,2455.0,142.0,515.0
2014,Chandrapur,Upper Primary School (I-VIII),,563.0,3876.0,7.0,659.0
2014,Chandrapur,Secondary School (VI-X),,467.0,45.0,5.0,196.0
2014,Chandrapur,Secondary School (I-X),,1601.0,123.0,112.0,845.0
2014,Chandrapur,Higher Secondary School (I-XII),79.0,2928.0,79.0,40.0,579.0
2014,Chandrapur,Higher Secondary School (XI-XII),,258.0,,14.0,252.0
2014,Chh. Sambhaji Nagar,Primary School (I-V),,694.0,3366.0,25.0,1797.0
2014,Chh. Sambhaji Nagar,Upper Primary School (I-VIII),,2740.0,5683.0,17.0,1913.0
2014,Chh. Sambhaji Nagar,Secondary School (VI-X),,603.0,58.0,2.0,916.0
2014,Chh. Sambhaji Nagar,Secondary School (I-X),,2272.0,722.0,52.0,1056.0
2014,Chh. Sambhaji Nagar,Higher Secondary School (I-XII),58.0,3216.0,249.0,,361.0
2014,Chh. Sambhaji Nagar,Higher Secondary School (XI-XII),,730.0,,16.0,509.0
2014,Dharashiv,Primary School (I-V),,370.0,1682.0,8.0,295.0
2014,Dharashiv,Upper Primary School (I-VIII),,735.0,3089.0,35.0,137.0
2014,Dharashiv,Secondary School (VI-X),,560.0,3.0,,172.0
2014,Dharashiv,Secondary School (I-X),,1357.0,550.0,12.0,149.0
2014,Dharashiv,Higher Secondary School (I-XII),,1607.0,73.0,,8.0
2014,Dharashiv,Higher Secondary School (XI-XII),,270.0,,,134.0
2014,Dhule,Primary School (I-V),,633.0,3425.0,16.0,386.0
2014,Dhule,Upper Primary School (I-VIII),,952.0,378.0,64.0,262.0
2014,Dhule,Secondary School (VI-X),9.0,210.0,,,140.0
2014,Dhule,Secondary School (I-X),12.0,2577.0,9.0,94.0,336.0
2014,Dhule,Higher Secondary School (I-XII),,3423.0,79.0,96.0,65.0
2014,Dhule,Higher Secondary School (XI-XII),,177.0,,,2.0
2014,Gadchiroli,Primary School (I-V),,60.0,2281.0,30.0,212.0
2014,Gadchiroli,Upper Primary School (I-VIII),,279.0,2240.0,45.0,242.0
2014,Gadchiroli,Secondary School (VI-X),,159.0,5.0,,217.0
2014,Gadchiroli,Secondary School (I-X),,772.0,74.0,191.0,261.0
2014,Gadchiroli,Higher Secondary School (I-XII),,1632.0,92.0,265.0,25.0
2014,Gadchiroli,Higher Secondary School (XI-XII),,60.0,,7.0,135.0
2014,Gondia,Primary School (I-V),,140.0,1364.0,36.0,290.0
2014,Gondia,Upper Primary School (I-VIII),5.0,435.0,2817.0,18.0,570.0
2014,Gondia,Secondary School (VI-X),,350.0,,5.0,104.0
2014,Gondia,Secondary School (I-X),,598.0,147.0,43.0,190.0
2014,Gondia,Higher Secondary School (I-XII),,1895.0,249.0,113.0,136.0
2014,Gondia,Higher Secondary School (XI-XII),,143.0,,15.0,226.0
2014,Hingoli,Primary School (I-V),,191.0,1387.0,6.0,198.0
2014,Hingoli,Upper Primary School (I-VIII),,396.0,2327.0,34.0,143.0
2014,Hingoli,Secondary School (VI-X),,124.0,6.0,,126.0
2014,Hingoli,Secondary School (I-X),,632.0,370.0,37.0,90.0
2014,Hingoli,Higher Secondary School (I-XII),,982.0,20.0,29.0,64.0
2014,Hingoli,Higher Secondary School (XI-XII),,91.0,,,215.0
2014,Jalgaon,Primary School (I-V),23.0,1007.0,4742.0,26.0,899.0
2014,Jalgaon,Upper Primary School (I-VIII),8.0,1372.0,3355.0,65.0,641.0
2014,Jalgaon,Secondary School (VI-X),,343.0,35.0,8.0,321.0
2014,Jalgaon,Secondary School (I-X),,5260.0,107.0,139.0,605.0
2014,Jalgaon,Higher Secondary School (I-XII),66.0,4310.0,154.0,30.0,107.0
2014,Jalgaon,Higher Secondary School (XI-XII),,537.0,1.0,,108.0
2014,Jalna,Primary School (I-V),,236.0,2493.0,20.0,531.0
2014,Jalna,Upper Primary School (I-VIII),,654.0,3514.0,20.0,330.0
2014,Jalna,Secondary School (VI-X),,89.0,,3.0,227.0
2014,Jalna,Secondary School (I-X),,1121.0,459.0,3.0,413.0
2014,Jalna,Higher Secondary School (I-XII),,1698.0,21.0,5.0,169.0
2014,Jalna,Higher Secondary School (XI-XII),,228.0,,,229.0
2014,Kolhapur,Primary School (I-V),,766.0,2982.0,31.0,947.0
2014,Kolhapur,Upper Primary School (I-VIII),,723.0,6813.0,26.0,1019.0
2014,Kolhapur,Secondary School (VI-X),,1526.0,1.0,16.0,533.0
2014,Kolhapur,Secondary School (I-X),,3824.0,46.0,15.0,622.0
2014,Kolhapur,Higher Secondary School (I-XII),,3843.0,57.0,,95.0
2014,Kolhapur,Higher Secondary School (XI-XII),,503.0,9.0,17.0,117.0
2014,Latur,Primary School (I-V),,1034.0,1801.0,26.0,536.0
2014,Latur,Upper Primary School (I-VIII),9.0,2684.0,3629.0,27.0,834.0
2014,Latur,Secondary School (VI-X),,583.0,4.0,,273.0
2014,Latur,Secondary School (I-X),,2617.0,635.0,3.0,231.0
2014,Latur,Higher Secondary School (I-XII),,3502.0,,,9.0
2014,Latur,Higher Secondary School (XI-XII),,525.0,,,173.0
2014,Mumbai,Primary School (I-V),,,,,88.0
2014,Mumbai,Upper Primary School (I-VIII),,41.0,,,506.0
2014,Mumbai,Secondary School (VI-X),,740.0,,,471.0
2014,Mumbai,Secondary School (I-X),169.0,10791.0,,,8022.0
2014,Mumbai,Higher Secondary School (I-XII),473.0,6573.0,,,3794.0
2014,Mumbai,Higher Secondary School (XI-XII),,2532.0,,35.0,1168.0
2014,Mumbai Suburban,Primary School (I-V),8.0,3600.0,1212.0,,6833.0
2014,Mumbai Suburban,Upper Primary School (I-VIII),,,9799.0,,31.0
2014,Mumbai Suburban,Secondary School (VI-X),,,722.0,,
2014,Mumbai Suburban,Secondary School (I-X),,,759.0,,12.0
2014,Mumbai Suburban,Primary School (I-V),,,,406.0,
2014,Mumbai Suburban,Secondary School (VI-X),,,,3.0,
2014,Nagpur,Primary School (I-V),,1602.0,2994.0,204.0,1969.0
2014,Nagpur,Upper Primary School (I-VIII),,2276.0,3590.0,42.0,2476.0
2014,Nagpur,Secondary School (VI-X),,575.0,72.0,,725.0
2014,Nagpur,Secondary School (I-X),,4140.0,506.0,48.0,1522.0
2014,Nagpur,Higher Secondary School (I-XII),251.0,6168.0,265.0,33.0,1956.0
2014,Nagpur,Higher Secondary School (XI-XII),,701.0,,18.0,225.0
2014,Nanded,Primary School (I-V),,893.0,3671.0,61.0,668.0
2014,Nanded,Upper Primary School (I-VIII),5.0,2490.0,4889.0,68.0,486.0
2014,Nanded,Secondary School (VI-X),,472.0,58.0,,288.0
2014,Nanded,Secondary School (I-X),41.0,2834.0,1135.0,97.0,528.0
2014,Nanded,Higher Secondary School (I-XII),,3402.0,,128.0,122.0
2014,Nanded,Higher Secondary School (XI-XII),,511.0,,,242.0
2014,Nandurbar,Primary School (I-V),,264.0,3409.0,19.0,241.0
2014,Nandurbar,Upper Primary School (I-VIII),,318.0,784.0,130.0,160.0
2014,Nandurbar,Secondary School (VI-X),,142.0,,,64.0
2014,Nandurbar,Secondary School (I-X),,1576.0,69.0,419.0,893.0
2014,Nandurbar,Higher Secondary School (I-XII),,1941.0,34.0,138.0,33.0
2014,Nandurbar,Higher Secondary School (XI-XII),,84.0,,,34.0
2014,Nashik,Primary School (I-V),,1160.0,6926.0,33.0,1325.0
2014,Nashik,Upper Primary School (I-VIII),,1826.0,6179.0,107.0,1517.0
2014,Nashik,Secondary School (VI-X),,974.0,54.0,13.0,864.0
2014,Nashik,Secondary School (I-X),9.0,5014.0,111.0,589.0,887.0
2014,Nashik,Higher Secondary School (I-XII),107.0,5336.0,,230.0,516.0
2014,Nashik,Higher Secondary School (XI-XII),,679.0,,,219.0
2014,Palghar,Primary School (I-V),,257.0,3308.0,40.0,550.0
2014,Palghar,Upper Primary School (I-VIII),,667.0,3364.0,126.0,2578.0
2014,Palghar,Secondary School (VI-X),,313.0,56.0,8.0,1056.0
2014,Palghar,Secondary School (I-X),71.0,1232.0,14.0,400.0,1249.0
2014,Palghar,Higher Secondary School (I-XII),191.0,1268.0,,223.0,347.0
2014,Palghar,Higher Secondary School (XI-XII),,85.0,,,263.0
2014,Parbhani,Primary School (I-V),,601.0,1590.0,,609.0
2014,Parbhani,Upper Primary School (I-VIII),,1259.0,3196.0,23.0,397.0
2014,Parbhani,Secondary School (VI-X),,292.0,4.0,4.0,349.0
2014,Parbhani,Secondary School (I-X),10.0,1396.0,481.0,,225.0
2014,Parbhani,Higher Secondary School (I-XII),,1344.0,40.0,,67.0
2014,Parbhani,Higher Secondary School (XI-XII),,243.0,,,587.0
2014,Pune,Primary School (I-V),,1473.0,7201.0,237.0,3195.0
2014,Pune,Upper Primary School (I-VIII),,2125.0,8510.0,194.0,6545.0
2014,Pune,Secondary School (VI-X),,1194.0,293.0,51.0,1896.0
2014,Pune,Secondary School (I-X),,5716.0,335.0,172.0,3990.0
2014,Pune,Higher Secondary School (I-XII),633.0,9049.0,162.0,43.0,2513.0
2014,Pune,Higher Secondary School (XI-XII),,1043.0,,,807.0
2014,Raigad,Primary School (I-V),,,,150.0,
2014,Raigad,Upper Primary School (I-VIII),,,,124.0,
2014,Raigad,Secondary School (VI-X),,,,45.0,
2014,Raigad,Secondary School (I-X),,,,72.0,
2014,Raigad,Higher Secondary School (I-XII),,,,58.0,
2014,Raigad,Primary School (I-V),,354.0,4305.0,,761.0
2014,Raigad,Upper Primary School (I-VIII),,269.0,3579.0,,1054.0
2014,Raigad,Secondary School (VI-X),,387.0,31.0,,651.0
2014,Raigad,Secondary School (I-X),,1935.0,40.0,,1088.0
2014,Raigad,Higher Secondary School (I-XII),98.0,2955.0,,,1130.0
2014,Raigad,Higher Secondary School (XI-XII),,106.0,,,90.0
2014,Ratnagiri,Primary School (I-V),,132.0,3321.0,69.0,281.0
2014,Ratnagiri,Upper Primary School (I-VIII),17.0,20.0,4785.0,,439.0
2014,Ratnagiri,Secondary School (VI-X),,705.0,,21.0,255.0
2014,Ratnagiri,Secondary School (I-X),,1143.0,12.0,26.0,134.0
2014,Ratnagiri,Higher Secondary School (I-XII),,1784.0,,4.0,59.0
2014,Ratnagiri,Higher Secondary School (XI-XII),,108.0,,11.0,100.0
2014,Sangli,Primary School (I-V),,508.0,2974.0,17.0,623.0
2014,Sangli,Upper Primary School (I-VIII),,937.0,3575.0,45.0,642.0
2014,Sangli,Secondary School (VI-X),,464.0,,9.0,437.0
2014,Sangli,Secondary School (I-X),,3142.0,41.0,,197.0
2014,Sangli,Higher Secondary School (I-XII),,3795.0,,,67.0
2014,Sangli,Higher Secondary School (XI-XII),,514.0,,,170.0
2014,Satara,Primary School (I-V),,378.0,4629.0,87.0,578.0
2014,Satara,Upper Primary School (I-VIII),,373.0,4358.0,71.0,790.0
2014,Satara,Secondary School (VI-X),,788.0,,4.0,358.0
2014,Satara,Secondary School (I-X),,3539.0,10.0,54.0,449.0
2014,Satara,Higher Secondary School (I-XII),,3529.0,18.0,,301.0
2014,Satara,Higher Secondary School (XI-XII),,637.0,,6.0,88.0
2014,Sindhudurg,Primary School (I-V),,67.0,1882.0,17.0,108.0
2014,Sindhudurg,Upper Primary School (I-VIII),,28.0,2270.0,3.0,103.0
2014,Sindhudurg,Secondary School (VI-X),,320.0,,17.0,36.0
2014,Sindhudurg,Secondary School (I-X),,941.0,,,231.0
2014,Sindhudurg,Higher Secondary School (I-XII),,1144.0,,,21.0
2014,Sindhudurg,Higher Secondary School (XI-XII),,87.0,,13.0,44.0
2014,Solapur,Primary School (I-V),4.0,1353.0,5477.0,41.0,937.0
2014,Solapur,Upper Primary School (I-VIII),,2216.0,5331.0,4.0,551.0
2014,Solapur,Secondary School (VI-X),6.0,619.0,34.0,5.0,598.0
2014,Solapur,Secondary School (I-X),8.0,4547.0,62.0,24.0,944.0
2014,Solapur,Higher Secondary School (I-XII),23.0,5746.0,34.0,,371.0
2014,Solapur,Higher Secondary School (XI-XII),,515.0,,6.0,223.0
2014,Thane,Primary School (I-V),,1283.0,2149.0,153.0,2194.0
2014,Thane,Upper Primary School (I-VIII),,3740.0,5059.0,272.0,8301.0
2014,Thane,Secondary School (VI-X),,1192.0,276.0,32.0,2923.0
2014,Thane,Secondary School (I-X),16.0,2627.0,16.0,105.0,1978.0
2014,Thane,Higher Secondary School (I-XII),138.0,3392.0,,114.0,1629.0
2014,Thane,Higher Secondary School (XI-XII),,327.0,,3.0,855.0
2014,Wardha,Primary School (I-V),,205.0,1476.0,18.0,367.0
2014,Wardha,Upper Primary School (I-VIII),,226.0,1619.0,20.0,559.0
2014,Wardha,Secondary School (VI-X),,218.0,,,101.0
2014,Wardha,Secondary School (I-X),,1342.0,8.0,47.0,381.0
2014,Wardha,Higher Secondary School (I-XII),18.0,1863.0,176.0,,167.0
2014,Wardha,Higher Secondary School (XI-XII),,153.0,,14.0,116.0
2014,Washim,Primary School (I-V),,151.0,1378.0,20.0,385.0
2014,Washim,Upper Primary School (I-VIII),8.0,439.0,1985.0,23.0,205.0
2014,Washim,Secondary School (VI-X),,165.0,,,140.0
2014,Washim,Secondary School (I-X),,786.0,11.0,12.0,251.0
2014,Washim,Higher Secondary School (I-XII),,1916.0,171.0,19.0,29.0
2014,Washim,Higher Secondary School (XI-XII),,117.0,,,32.0
2014,Yavatmal,Primary School (I-V),,308.0,3233.0,32.0,670.0
2014,Yavatmal,Upper Primary School (I-VIII),,912.0,5355.0,65.0,495.0
2014,Yavatmal,Secondary School (VI-X),,587.0,28.0,,205.0
2014,Yavatmal,Secondary School (I-X),12.0,1477.0,211.0,189.0,508.0
2014,Yavatmal,Higher Secondary School (I-XII),,2788.0,173.0,128.0,370.0
2014,Yavatmal,Higher Secondary School (XI-XII),,246.0,,9.0,263.0
2015,Ahilyanagar,Primary School (I-V),,622.0,8248.0,,1191.0
2015,Ahilyanagar,Upper Primary School (I-VIII),,927.0,3571.0,102.0,993.0
2015,Ahilyanagar,Secondary School (VI-X),,697.0,12.0,4.0,670.0
2015,Ahilyanagar,Secondary School (I-X),,5172.0,11.0,146.0,730.0
2015,Ahilyanagar,Higher Secondary School (I-XII),81.0,5866.0,,64.0,353.0
2015,Ahilyanagar,Higher Secondary School (XI-XII),,737.0,,,385.0
2015,Akola,Primary School (I-V),,217.0,1656.0,7.0,787.0
2015,Akola,Upper Primary School (I-VIII),,661.0,2625.0,39.0,834.0
2015,Akola,Secondary School (VI-X),,382.0,,,278.0
2015,Akola,Secondary School (I-X),,1348.0,118.0,22.0,473.0
2015,Akola,Higher Secondary School (I-XII),,2526.0,99.0,,121.0
2015,Akola,Higher Secondary School (XI-XII),,166.0,,,181.0
2015,Amravati,Primary School (I-V),24.0,548.0,2568.0,31.0,976.0
2015,Amravati,Upper Primary School (I-VIII),,722.0,4485.0,58.0,410.0
2015,Amravati,Secondary School (VI-X),,530.0,38.0,5.0,237.0
2015,Amravati,Secondary School (I-X),,2379.0,222.0,108.0,808.0
2015,Amravati,Higher Secondary School (I-XII),,3912.0,328.0,138.0,132.0
2015,Amravati,Higher Secondary School (XI-XII),,438.0,,19.0,64.0
2015,Beed,Primary School (I-V),33.0,664.0,4747.0,,752.0
2015,Beed,Upper Primary School (I-VIII),5.0,1709.0,4048.0,33.0,423.0
2015,Beed,Secondary School (VI-X),,339.0,30.0,7.0,317.0
2015,Beed,Secondary School (I-X),,2906.0,850.0,19.0,703.0
2015,Beed,Higher Secondary School (I-XII),,3560.0,32.0,,131.0
2015,Beed,Higher Secondary School (XI-XII),,350.0,,,380.0
2015,Bhandara,Primary School (I-V),17.0,254.0,1261.0,43.0,239.0
2015,Bhandara,Upper Primary School (I-VIII),3.0,346.0,1577.0,13.0,360.0
2015,Bhandara,Secondary School (VI-X),,199.0,4.0,,55.0
2015,Bhandara,Secondary School (I-X),11.0,1076.0,103.0,12.0,307.0
2015,Bhandara,Higher Secondary School (I-XII),29.0,1647.0,418.0,,195.0
2015,Bhandara,Higher Secondary School (XI-XII),,92.0,,3.0,109.0
2015,Buldhana,Primary School (I-V),,270.0,2643.0,5.0,703.0
2015,Buldhana,Upper Primary School (I-VIII),,487.0,4367.0,45.0,672.0
2015,Buldhana,Secondary School (VI-X),,232.0,25.0,,212.0
2015,Buldhana,Secondary School (I-X),,1654.0,339.0,32.0,413.0
2015,Buldhana,Higher Secondary School (I-XII),,3429.0,320.0,,273.0
2015,Buldhana,Higher Secondary School (XI-XII),,93.0,,5.0,276.0
2015,Chandrapur,Primary School (I-V),56.0,269.0,2370.0,74.0,543.0
2015,Chandrapur,Upper Primary School (I-VIII),,549.0,3719.0,7.0,734.0
2015,Chandrapur,Secondary School (VI-X),,479.0,44.0,,199.0
2015,Chandrapur,Secondary School (I-X),,1544.0,113.0,104.0,864.0
2015,Chandrapur,Higher Secondary School (I-XII),77.0,2842.0,77.0,47.0,571.0
2015,Chandrapur,Higher Secondary School (XI-XII),,266.0,,16.0,277.0
2015,Chh. Sambhaji Nagar,Primary School (I-V),2.0,859.0,3392.0,29.0,1906.0
2015,Chh. Sambhaji Nagar,Upper Primary School (I-VIII),,3006.0,5671.0,12.0,2046.0
2015,Chh. Sambhaji Nagar,Secondary School (VI-X),,673.0,60.0,,851.0
2015,Chh. Sambhaji Nagar,Secondary School (I-X),,2328.0,722.0,53.0,1216.0
2015,Chh. Sambhaji Nagar,Higher Secondary School (I-XII),44.0,3434.0,245.0,,360.0
2015,Chh. Sambhaji Nagar,Higher Secondary School (XI-XII),,593.0,,16.0,497.0
2015,Dharashiv,Primary School (I-V),,370.0,1686.0,4.0,382.0
2015,Dharashiv,Upper Primary School (I-VIII),10.0,726.0,3083.0,24.0,158.0
2015,Dharashiv,Secondary School (VI-X),,567.0,3.0,,181.0
2015,Dharashiv,Secondary School (I-X),,1362.0,551.0,11.0,131.0
2015,Dharashiv,Higher Secondary School (I-XII),,1625.0,67.0,,8.0
2015,Dharashiv,Higher Secondary School (XI-XII),,290.0,,,127.0
2015,Dhule,Primary School (I-V),5.0,618.0,3371.0,8.0,410.0
2015,Dhule,Upper Primary School (I-VIII),,940.0,346.0,50.0,362.0
2015,Dhule,Secondary School (VI-X),12.0,225.0,,,133.0
2015,Dhule,Secondary School (I-X),11.0,2524.0,7.0,89.0,315.0
2015,Dhule,Higher Secondary School (I-XII),,3300.0,77.0,89.0,93.0
2015,Dhule,Higher Secondary School (XI-XII),,167.0,,,18.0
2015,Gadchiroli,Primary School (I-V),14.0,60.0,2401.0,9.0,216.0
2015,Gadchiroli,Upper Primary School (I-VIII),,263.0,2056.0,31.0,266.0
2015,Gadchiroli,Secondary School (VI-X),,173.0,5.0,1.0,190.0
2015,Gadchiroli,Secondary School (I-X),,782.0,72.0,187.0,258.0
2015,Gadchiroli,Higher Secondary School (I-XII),,1612.0,85.0,256.0,23.0
2015,Gadchiroli,Higher Secondary School (XI-XII),,50.0,,5.0,127.0
2015,Gondia,Primary School (I-V),20.0,150.0,1385.0,19.0,309.0
2015,Gondia,Upper Primary School (I-VIII),5.0,450.0,2736.0,11.0,602.0
2015,Gondia,Secondary School (VI-X),,347.0,,9.0,92.0
2015,Gondia,Secondary School (I-X),,585.0,142.0,43.0,171.0
2015,Gondia,Higher Secondary School (I-XII),,1881.0,237.0,110.0,97.0
2015,Gondia,Higher Secondary School (XI-XII),,129.0,,3.0,249.0
2015,Hingoli,Primary School (I-V),31.0,225.0,1410.0,3.0,263.0
2015,Hingoli,Upper Primary School (I-VIII),19.0,504.0,2391.0,12.0,163.0
2015,Hingoli,Secondary School (VI-X),,163.0,5.0,,114.0
2015,Hingoli,Secondary School (I-X),5.0,708.0,395.0,37.0,65.0
2015,Hingoli,Higher Secondary School (I-XII),,1072.0,20.0,29.0,55.0
2015,Hingoli,Higher Secondary School (XI-XII),,110.0,,,251.0
2015,Jalgaon,Primary School (I-V),21.0,969.0,4727.0,19.0,1018.0
2015,Jalgaon,Upper Primary School (I-VIII),7.0,1392.0,3170.0,46.0,769.0
2015,Jalgaon,Secondary School (VI-X),,394.0,36.0,5.0,239.0
2015,Jalgaon,Secondary School (I-X),,5278.0,106.0,123.0,635.0
2015,Jalgaon,Higher Secondary School (I-XII),70.0,4428.0,154.0,31.0,142.0
2015,Jalgaon,Higher Secondary School (XI-XII),,462.0,,,112.0
2015,Jalna,Primary School (I-V),13.0,241.0,2463.0,15.0,636.0
2015,Jalna,Upper Primary School (I-VIII),5.0,695.0,3431.0,21.0,356.0
2015,Jalna,Secondary School (VI-X),,104.0,,,217.0
2015,Jalna,Secondary School (I-X),3.0,1228.0,464.0,,426.0
2015,Jalna,Higher Secondary School (I-XII),,1794.0,21.0,,142.0
2015,Jalna,Higher Secondary School (XI-XII),,234.0,,,226.0
2015,Kolhapur,Primary School (I-V),,775.0,3005.0,25.0,1057.0
2015,Kolhapur,Upper Primary School (I-VIII),,737.0,6605.0,15.0,1071.0
2015,Kolhapur,Secondary School (VI-X),,1514.0,1.0,,524.0
2015,Kolhapur,Secondary School (I-X),,3695.0,45.0,12.0,732.0
2015,Kolhapur,Higher Secondary School (I-XII),,3783.0,56.0,,66.0
2015,Kolhapur,Higher Secondary School (XI-XII),,624.0,9.0,17.0,155.0
2015,Latur,Primary School (I-V),5.0,1043.0,1785.0,20.0,659.0
2015,Latur,Upper Primary School (I-VIII),10.0,2746.0,3572.0,25.0,827.0
2015,Latur,Secondary School (VI-X),,569.0,4.0,11.0,287.0
2015,Latur,Secondary School (I-X),2.0,2649.0,630.0,,254.0
2015,Latur,Higher Secondary School (I-XII),,3559.0,,,7.0
2015,Latur,Higher Secondary School (XI-XII),,517.0,,,242.0
2015,Mumbai,Primary School (I-V),,,,,94.0
2015,Mumbai,Upper Primary School (I-VIII),,38.0,,,750.0
2015,Mumbai,Secondary School (VI-X),,711.0,,,540.0
2015,Mumbai,Secondary School (I-X),169.0,10584.0,,,8578.0
2015,Mumbai,Higher Secondary School (I-XII),473.0,6566.0,,,3932.0
2015,Mumbai,Higher Secondary School (XI-XII),,2533.0,,32.0,1198.0
