Year,District,Social Category,Gender,Pre-Primary,Class 1,Class 2,Class 3,Class 4,Class 5,Class 6,Class 7,Class 8,Class 9,Class 10,Class 11,Class 12
2012,Latur,ST,Total,174,2024,1786,1770,1815,1784,1872,1642,1657,1412,1244,881,772
2012,Latur,ST,Boys,110,1104,936,894,959,1018,1073,942,931,822,762,486,465
2012,Latur,ST,Girls,64,920,850,876,856,766,799,700,726,590,482,395,307
2012,Mumbai,Overall,Total,1466,15069,15046,14909,14681,135157,138587,140603,175692,171911,144322,153026,131865
2012,Mumbai,Overall,Boys,669,8189,8329,8054,7936,73178,75843,76751,95790,94230,75829,80617,67989
2012,Mumbai,Overall,Girls,797,6880,6717,6855,6745,61979,62744,63852,79902,77681,68493,72409,63876
2012,Mumbai,General,Total,1466,14536,14599,14500,14263,114047,115491,115948,140263,134820,112444,122221,107340
2012,Mumbai,General,Boys,669,7885,8075,7813,7708,62093,63549,63632,76833,74112,59360,64686,55926
2012,Mumbai,General,Girls,797,6651,6524,6687,6555,51954,51942,52316,63430,60708,53084,57535,51414
2012,Mumbai,OBC,Total,0,170,140,101,109,11079,12076,13137,17863,18411,17202,16656,13711
2012,Mumbai,OBC,Boys,0,93,73,63,52,5763,6456,6966,9576,9845,8916,8941,6915
2012,Mumbai,OBC,Girls,0,77,67,38,57,5316,5620,6171,8287,8566,8286,7715,6796
2012,Mumbai,SC,Total,0,311,267,273,244,9239,10141,10675,16026,17203,13526,12720,9724
2012,Mumbai,SC,Boys,0,179,159,158,141,4876,5391,5665,8566,9462,6940,6325,4599
2012,Mumbai,SC,Girls,0,132,108,115,103,4363,4750,5010,7460,7741,6586,6395,5125
2012,Mumbai,ST,Total,0,52,40,35,65,792,879,843,1540,1477,1150,1429,1090
2012,Mumbai,ST,Boys,0,32,22,20,35,446,447,488,815,811,613,665,549
2012,Mumbai,ST,Girls,0,20,18,15,30,346,432,355,725,666,537,764,541
2012,Mumbai Suburban,Overall,Total,66418,165823,177988,181573,180309,53334,52601,49746,16311,17533,12603,0,0
2012,Mumbai Suburban,Overall,Boys,35135,85922,92861,94809,94593,26631,26129,24541,8476,9297,5976,0,0
2012,Mumbai Suburban,Overall,Girls,31283,79901,85127,86764,85716,26703,26472,25205,7835,8236,6627,0,0
2012,Mumbai Suburban,General,Total,57398,137405,145438,147242,144010,36872,35766,32953,11501,12249,8626,0,0
2012,Mumbai Suburban,General,Boys,30566,71452,76415,77436,76164,18618,17946,16216,5935,6496,4038,0,0
2012,Mumbai Suburban,General,Girls,26832,65953,69023,69806,67846,18254,17820,16737,5566,5753,4588,0,0
2012,Mumbai Suburban,OBC,Total,4441,13701,15498,16137,16764,6594,6556,6624,2149,2380,1850,0,0
2012,Mumbai Suburban,OBC,Boys,2258,7124,7934,8269,8678,3183,3190,3162,1106,1214,901,0,0
2012,Mumbai Suburban,OBC,Girls,2183,6577,7564,7868,8086,3411,3366,3462,1043,1166,949,0,0
2012,Mumbai Suburban,SC,Total,4186,13105,15242,16303,17438,8846,9217,9148,2430,2657,1925,0,0
2012,Mumbai Suburban,SC,Boys,2119,6518,7623,8148,8693,4317,4490,4643,1319,1445,950,0,0
2012,Mumbai Suburban,SC,Girls,2067,6587,7619,8155,8745,4529,4727,4505,1111,1212,975,0,0
2012,Mumbai Suburban,ST,Total,393,1612,1810,1891,2097,1022,1062,1021,231,247,202,0,0
2012,Mumbai Suburban,ST,Boys,192,828,889,956,1058,513,503,520,116,142,87,0,0
2012,Mumbai Suburban,ST,Girls,201,784,921,935,1039,509,559,501,115,105,115,0,0
2012,Nagpur,Overall,Total,35519,80930,79215,81347,80545,79785,79777,81775,83718,82343,73068,58293,52363
2012,Nagpur,Overall,Boys,19263,42140,41190,42663,42456,41997,42329,42714,43262,43183,36814,27773,24975
2012,Nagpur,Overall,Girls,16256,38790,38025,38684,38089,37788,37448,39061,40456,39160,36254,30520,27388
2012,Nagpur,General,Total,8755,15619,15354,15619,15133,15113,15124,15073,14478,14475,12736,12118,10548
2012,Nagpur,General,Boys,4760,8206,8229,8241,8022,7963,8127,7948,7561,7587,6441,6009,5193
2012,Nagpur,General,Girls,3995,7413,7125,7378,7111,7150,6997,7125,6917,6888,6295,6109,5355
2012,Nagpur,OBC,Total,17768,40823,39885,41170,40857,41303,41382,42935,44568,43964,39417,30633,27941
2012,Nagpur,OBC,Boys,9662,21276,20584,21461,21538,21729,21754,22331,23042,23068,19864,14386,13187
2012,Nagpur,OBC,Girls,8106,19547,19301,19709,19319,19574,19628,20604,21526,20896,19553,16247,14754
2012,Nagpur,SC,Total,6299,15543,15141,15380,15608,15306,15408,15982,16811,16584,14604,11638,10451
2012,Nagpur,SC,Boys,3396,8015,7815,8090,8141,8075,8278,8340,8648,8774,7396,5529,4946
2012,Nagpur,SC,Girls,2903,7528,7326,7290,7467,7231,7130,7642,8163,7810,7208,6109,5505
2012,Nagpur,ST,Total,2697,8945,8835,9178,8947,8063,7863,7785,7861,7320,6311,3904,3423
2012,Nagpur,ST,Boys,1445,4643,4562,4871,4755,4230,4170,4095,4011,3754,3113,1849,1649
2012,Nagpur,ST,Girls,1252,4302,4273,4307,4192,3833,3693,3690,3850,3566,3198,2055,1774
2012,Nanded,Overall,Total,7823,72305,70418,69214,70063,67008,63854,60705,52182,48010,42408,27167,23334
2012,Nanded,Overall,Boys,4462,37887,36929,35906,36215,34180,32802,31315,27238,25654,23044,15258,13674
2012,Nanded,Overall,Girls,3361,34418,33489,33308,33848,32828,31052,29390,24944,22356,19364,11909,9660
2012,Nanded,General,Total,4365,24707,23720,23288,23048,22468,21567,20884,17917,16741,14798,10952,9446
2012,Nanded,General,Boys,2360,13008,12559,12244,12008,11501,11031,10666,9125,8776,7779,6089,5446
2012,Nanded,General,Girls,2005,11699,11161,11044,11040,10967,10536,10218,8792,7965,7019,4863,4000
2012,Nanded,OBC,Total,2162,25906,25308,24944,25152,23592,22176,21159,17998,16156,14185,8900,7692
2012,Nanded,OBC,Boys,1364,13543,13174,12869,12974,12133,11525,11125,9630,8917,8145,5118,4588
2012,Nanded,OBC,Girls,798,12363,12134,12075,12178,11459,10651,10034,8368,7239,6040,3782,3104
2012,Nanded,SC,Total,796,14723,14729,14549,15270,14831,14202,13251,11535,10959,9730,5037,4210
2012,Nanded,SC,Boys,443,7712,7729,7433,7809,7441,7176,6763,5953,5773,5090,2759,2471
2012,Nanded,SC,Girls,353,7011,7000,7116,7461,7390,7026,6488,5582,5186,4640,2278,1739
2012,Nanded,ST,Total,500,6969,6661,6433,6593,6117,5909,5411,4732,4154,3695,2278,1986
2012,Nanded,ST,Boys,295,3624,3467,3360,3424,3105,3070,2761,2530,2188,2030,1292,1169
2012,Nanded,ST,Girls,205,3345,3194,3073,3169,3012,2839,2650,2202,1966,1665,986,817
2012,Nandurbar,Overall,Total,1127,36729,35928,35782,35016,31341,29233,27577,24367,22281,19560,13436,12839
2012,Nandurbar,Overall,Boys,720,19441,18872,18724,18247,16352,15334,14684,12900,12009,10756,7754,7242
2012,Nandurbar,Overall,Girls,407,17288,17056,17058,16769,14989,13899,12893,11467,10272,8804,5682,5597
2012,Nandurbar,General,Total,232,2562,2555,2608,2631,2539,2549,2699,2636,2330,2264,1799,1613
2012,Nandurbar,General,Boys,151,1450,1437,1434,1456,1326,1314,1441,1408,1278,1250,995,800
2012,Nandurbar,General,Girls,81,1112,1118,1174,1175,1213,1235,1258,1228,1052,1014,804,813
2012,Nandurbar,OBC,Total,414,5088,5077,5172,5307,5071,5262,5319,4896,4942,4880,3975,3835
2012,Nandurbar,OBC,Boys,279,2745,2765,2800,2853,2684,2809,2897,2605,2672,2565,2370,2119
2012,Nandurbar,OBC,Girls,135,2343,2312,2372,2454,2387,2453,2422,2291,2270,2315,1605,1716
2012,Nandurbar,SC,Total,92,1096,1094,1088,1082,1184,1269,1500,1173,1104,997,626,590
2012,Nandurbar,SC,Boys,53,557,590,563,579,630,667,823,573,572,493,346,318
2012,Nandurbar,SC,Girls,39,539,504,525,503,554,602,677,600,532,504,280,272
2012,Nandurbar,ST,Total,389,27983,27202,26914,25996,22547,20153,18059,15662,13905,11419,7036,6801
2012,Nandurbar,ST,Boys,237,14689,14080,13927,13359,11712,10544,9523,8314,7487,6448,4043,4005
2012,Nandurbar,ST,Girls,152,13294,13122,12987,12637,10835,9609,8536,7348,6418,4971,2993,2796
2012,Nashik,Overall,Total,32091,122065,119818,119842,120992,115371,114271,113326,104641,100070,84414,58559,49386
2012,Nashik,Overall,Boys,17849,64788,63322,63268,63622,61268,61349,60361,56202,54991,45253,31067,26047
2012,Nashik,Overall,Girls,14242,57277,56496,56574,57370,54103,52922,52965,48439,45079,39161,27492,23339
2012,Nashik,General,Total,16819,31949,32575,32986,33508,34297,34715,36038,34989,34372,30685,23227,20018
2012,Nashik,General,Boys,9491,17231,17474,17632,17793,18198,18599,18991,18288,18267,15774,11874,10106
2012,Nashik,General,Girls,7328,14718,15101,15354,15715,16099,16116,17047,16701,16105,14911,11353,9912
2012,Nashik,OBC,Total,10629,37322,37457,36996,37111,34275,34312,34396,32065,30758,27743,18439,15619
2012,Nashik,OBC,Boys,5783,20327,20252,19905,19844,18517,18901,18759,17689,17316,15341,9610,8071
2012,Nashik,OBC,Girls,4846,16995,17205,17091,17267,15758,15411,15637,14376,13442,12402,8829,7548
2012,Nashik,SC,Total,2850,11527,11146,11158,11564,11429,11753,11702,11173,11462,8695,5631,4676
2012,Nashik,SC,Boys,1556,5974,5819,5762,5966,6030,6153,6098,5837,6317,4584,2952,2443
2012,Nashik,SC,Girls,1294,5553,5327,5396,5598,5399,5600,5604,5336,5145,4111,2679,2233
2012,Nashik,ST,Total,1793,41267,38640,38702,38809,35370,33491,31190,26414,23478,17291,11262,9073
2012,Nashik,ST,Boys,1019,21256,19777,19969,20019,18523,17696,16513,14388,13091,9554,6631,5427
2012,Nashik,ST,Girls,774,20011,18863,18733,18790,16847,15795,14677,12026,10387,7737,4631,3646
2012,Parbhani,Overall,Total,20701,41854,40292,41503,41636,39323,37929,35665,31435,28397,24733,16515,15670
2012,Parbhani,Overall,Boys,10937,22217,21169,21788,21677,20852,19898,18954,17070,16041,14163,9715,9623
2012,Parbhani,Overall,Girls,9764,19637,19123,19715,19959,18471,18031,16711,14365,12356,10570,6800,6047
2012,Parbhani,General,Total,9159,18935,18079,18696,18671,17050,16882,16387,14720,13332,11542,7676,7077
2012,Parbhani,General,Boys,4891,10094,9560,9831,9768,9160,8896,8659,7921,7371,6433,4343,4210
2012,Parbhani,General,Girls,4268,8841,8519,8865,8903,7890,7986,7728,6799,5961,5109,3333,2867
2012,Parbhani,OBC,Total,7558,14976,14342,14772,14754,14207,13227,12331,10808,9581,8604,5828,5544
2012,Parbhani,OBC,Boys,3970,8040,7568,7816,7649,7481,6918,6594,5906,5535,5110,3635,3527
2012,Parbhani,OBC,Girls,3588,6936,6774,6956,7105,6726,6309,5737,4902,4046,3494,2193,2017
2012,Parbhani,SC,Total,3282,6648,6547,6707,6921,6773,6526,5788,4822,4470,3807,2553,2552
2012,Parbhani,SC,Boys,1703,3441,3359,3474,3570,3504,3395,3070,2647,2544,2178,1454,1568
2012,Parbhani,SC,Girls,1579,3207,3188,3233,3351,3269,3131,2718,2175,1926,1629,1099,984
2012,Parbhani,ST,Total,702,1295,1324,1328,1290,1293,1294,1159,1085,1014,780,458,497
2012,Parbhani,ST,Boys,373,642,682,667,690,707,689,631,596,591,442,283,318
2012,Parbhani,ST,Girls,329,653,642,661,600,586,605,528,489,423,338,175,179
2012,Pune,Overall,Total,159036,164567,162227,163128,165424,161162,159799,158394,152348,149941,123855,95582,78183
2012,Pune,Overall,Boys,87686,87947,86676,87084,87967,87111,86687,85472,83005,83040,65496,50599,39839
2012,Pune,Overall,Girls,71350,76620,75551,76044,77457,74051,73112,72922,69343,66901,58359,44983,38344
2012,Pune,General,Total,96002,87461,85969,86053,86574,85445,84645,85670,84069,82094,71247,55276,45840
2012,Pune,General,Boys,53254,47121,46462,46342,46549,46717,46173,46517,45681,45458,37575,28708,22804
2012,Pune,General,Girls,42748,40340,39507,39711,40025,38728,38472,39153,38388,36636,33672,26568,23036
2012,Pune,OBC,Total,36243,42397,41878,41806,43066,40833,40675,39602,37343,36960,30390,23735,19891
2012,Pune,OBC,Boys,20175,22636,22281,22191,22760,21943,22150,21400,20642,20611,16354,13043,10597
2012,Pune,OBC,Girls,16068,19761,19597,19615,20306,18890,18525,18202,16701,16349,14036,10692,9294
2012,Pune,SC,Total,22634,26944,26786,27161,27847,27484,27359,26384,24608,24857,17758,13109,9808
2012,Pune,SC,Boys,11948,14139,13924,14245,14507,14547,14554,13952,13220,13656,9144,6945,5014
2012,Pune,SC,Girls,10686,12805,12862,12916,13340,12937,12805,12432,11388,11201,8614,6164,4794
2012,Pune,ST,Total,4157,7765,7594,8108,7937,7400,7120,6738,6328,6030,4460,3462,2644
2012,Pune,ST,Boys,2309,4051,4009,4306,4151,3904,3810,3603,3462,3315,2423,1903,1424
2012,Pune,ST,Girls,1848,3714,3585,3802,3786,3496,3310,3135,2866,2715,2037,1559,1220
2012,Raigad,Overall,Total,32091,45338,45767,48429,49512,45734,45949,46786,46717,45979,39009,28438,23334
2012,Raigad,Overall,Boys,17637,23672,23723,25238,26140,24080,24386,24919,24762,24974,20317,14614,11745
2012,Raigad,Overall,Girls,14454,21666,22044,23191,23372,21654,21563,21867,21955,21005,18692,13824,11589
2012,Raigad,General,Total,16947,16948,16694,17111,17007,16031,15993,16509,16409,16060,14241,10890,9123
2012,Raigad,General,Boys,9264,8952,8731,9122,9097,8583,8672,8949,8691,8746,7370,5508,4536
2012,Raigad,General,Girls,7683,7996,7963,7989,7910,7448,7321,7560,7718,7314,6871,5382,4587
2012,Raigad,OBC,Total,11846,17625,17900,18805,19742,19218,20096,21003,22244,22394,19460,14294,11631
2012,Raigad,OBC,Boys,6628,9172,9247,9740,10360,10050,10435,10910,11627,11981,10089,7328,5874
2012,Raigad,OBC,Girls,5218,8453,8653,9065,9382,9168,9661,10093,10617,10413,9371,6966,5757
2012,Raigad,SC,Total,1624,3213,3309,3217,3309,3376,3449,3647,3688,3593,3008,1995,1685
2012,Raigad,SC,Boys,871,1673,1709,1697,1774,1716,1797,1940,1904,1919,1522,1023,826
2012,Raigad,SC,Girls,753,1540,1600,1520,1535,1660,1652,1707,1784,1674,1486,972,859
2012,Raigad,ST,Total,1674,7552,7864,9296,9454,7109,6411,5627,4376,3932,2300,1259,895
2012,Raigad,ST,Boys,874,3875,4036,4679,4909,3731,3482,3120,2540,2328,1336,755,509
2012,Raigad,ST,Girls,800,3677,3828,4617,4545,3378,2929,2507,1836,1604,964,504,386
2012,Ratnagiri,Overall,Total,4822,23522,23838,26135,26844,28939,29688,31819,30908,31013,28132,20329,17237
2012,Ratnagiri,Overall,Boys,2791,12092,12296,13311,13696,14871,15319,16260,16096,16532,14692,10860,9258
2012,Ratnagiri,Overall,Girls,2031,11430,11542,12824,13148,14068,14369,15559,14812,14481,13440,9469,7979
2012,Ratnagiri,General,Total,2673,6992,7165,7537,7673,8148,8396,8713,8598,8520,7955,6134,5305
2012,Ratnagiri,General,Boys,1564,3671,3779,3802,3887,4170,4284,4393,4478,4537,4046,3176,2759
2012,Ratnagiri,General,Girls,1109,3321,3386,3735,3786,3978,4112,4320,4120,3983,3909,2958,2546
2012,Ratnagiri,OBC,Total,1791,14180,14374,15984,16506,17938,18343,19917,19139,19405,17556,12035,10316
2012,Ratnagiri,OBC,Boys,1030,7202,7360,8204,8438,9236,9474,10153,9958,10354,9280,6586,5682
2012,Ratnagiri,OBC,Girls,761,6978,7014,7780,8068,8702,8869,9764,9181,9051,8276,5449,4634
2012,Ratnagiri,SC,Total,293,1852,1826,2051,2146,2345,2496,2739,2786,2797,2386,2017,1477
2012,Ratnagiri,SC,Boys,161,954,905,1020,1125,1210,1324,1456,1457,1485,1224,1022,738
2012,Ratnagiri,SC,Girls,132,898,921,1031,1021,1135,1172,1283,1329,1312,1162,995,739
2012,Ratnagiri,ST,Total,65,498,473,563,519,508,453,450,385,291,235,143,139
2012,Ratnagiri,ST,Boys,36,265,252,285,246,255,237,258,203,156,142,76,79
2012,Ratnagiri,ST,Girls,29,233,221,278,273,253,216,192,182,135,93,67,60
2012,Sangli,Overall,Total,27248,45299,45611,44506,48004,48201,49346,50405,48438,46169,42154,33845,29833
2012,Sangli,Overall,Boys,15224,24332,24445,23720,25944,26107,27142,27469,26591,25744,23442,18417,15622
2012,Sangli,Overall,Girls,12024,20967,21166,20786,22060,22094,22204,22936,21847,20425,18712,15428,14211
2012,Sangli,General,Total,15749,21961,22379,21819,23609,23450,24247,25445,25027,24370,22661,19089,17585
2012,Sangli,General,Boys,8856,11857,12185,11731,12875,12873,13580,13973,13779,13561,12509,10186,8902
2012,Sangli,General,Girls,6893,10104,10194,10088,10734,10577,10667,11472,11248,10809,10152,8903,8683
2012,Sangli,OBC,Total,7959,16525,16371,15828,17182,17422,17638,17717,16601,15261,13725,10588,8840
2012,Sangli,OBC,Boys,4477,8842,8650,8452,9287,9385,9644,9644,9176,8647,7781,6003,4943
2012,Sangli,OBC,Girls,3482,7683,7721,7376,7895,8037,7994,8073,7425,6614,5944,4585,3897
2012,Sangli,SC,Total,3249,6516,6510,6509,6864,7119,7171,6996,6620,6376,5629,4028,3268
2012,Sangli,SC,Boys,1737,3482,3394,3340,3601,3734,3761,3703,3526,3439,3066,2161,1716
2012,Sangli,SC,Girls,1512,3034,3116,3169,3263,3385,3410,3293,3094,2937,2563,1867,1552
2012,Sangli,ST,Total,291,297,351,350,349,210,290,247,190,162,139,140,140
2012,Sangli,ST,Boys,154,151,216,197,181,115,157,149,110,97,86,67,61
2012,Sangli,ST,Girls,137,146,135,153,168,95,133,98,80,65,53,73,79
2012,Satara,Overall,Total,16133,44175,45691,45916,48758,47982,48637,49314,49269,49828,45273,36963,32704
2012,Satara,Overall,Boys,9506,23547,24244,24424,25752,25904,26425,26970,26823,27683,24616,20418,17579
2012,Satara,Overall,Girls,6627,20628,21447,21492,23006,22078,22212,22344,22446,22145,20657,16545,15125
2012,Satara,General,Total,10460,23679,24614,25001,26443,26227,26662,27431,27758,28444,26666,22164,20308
2012,Satara,General,Boys,6204,12688,13013,13373,14069,14264,14608,15072,15150,15860,14449,12062,10848
2012,Satara,General,Girls,4256,10991,11601,11628,12374,11963,12054,12359,12608,12584,12217,10102,9460
2012,Satara,OBC,Total,3999,14336,14638,14529,15461,15029,15080,15218,14837,14477,12865,10400,8776
2012,Satara,OBC,Boys,2446,7680,7871,7723,8132,8070,8127,8309,7977,8048,7014,5893,4776
2012,Satara,OBC,Girls,1553,6656,6767,6806,7329,6959,6953,6909,6860,6429,5851,4507,4000
2012,Satara,SC,Total,1432,5425,5711,5592,6121,6143,6311,6149,6186,6457,5211,4074,3411
2012,Satara,SC,Boys,749,2799,2972,2908,3166,3262,3375,3306,3400,3501,2809,2283,1817
2012,Satara,SC,Girls,683,2626,2739,2684,2955,2881,2936,2843,2786,2956,2402,1791,1594
2012,Satara,ST,Total,242,735,728,794,733,583,584,516,488,450,531,325,209
2012,Satara,ST,Boys,107,380,388,420,385,308,315,283,296,274,344,180,138
2012,Satara,ST,Girls,135,355,340,374,348,275,269,233,192,176,187,145,71
2012,Sindhudurg,Overall,Total,2628,10675,10678,11992,12378,12779,13302,14336,13805,14809,13976,11741,10060
2012,Sindhudurg,Overall,Boys,1443,5529,5580,6217,6404,6731,6897,7436,7200,7861,7184,6044,5064
2012,Sindhudurg,Overall,Girls,1185,5146,5098,5775,5974,6048,6405,6900,6605,6948,6792,5697,4996
2012,Sindhudurg,General,Total,1878,5850,5850,6469,6591,7231,7280,8006,7967,8585,7904,7117,6050
2012,Sindhudurg,General,Boys,1018,3061,3070,3300,3416,3798,3772,4203,4151,4556,4024,3649,3087
2012,Sindhudurg,General,Girls,860,2789,2780,3169,3175,3433,3508,3803,3816,4029,3880,3468,2963
2012,Sindhudurg,OBC,Total,625,3935,3993,4543,4759,4535,4937,5168,4728,5027,4935,3718,3298
2012,Sindhudurg,OBC,Boys,353,1994,2083,2416,2470,2362,2575,2648,2474,2652,2573,1934,1640
2012,Sindhudurg,OBC,Girls,272,1941,1910,2127,2289,2173,2362,2520,2254,2375,2362,1784,1658
2012,Sindhudurg,SC,Total,106,769,721,878,906,883,979,1070,994,1092,1026,826,669
2012,Sindhudurg,SC,Boys,61,410,360,454,462,507,494,544,514,596,536,417,315
2012,Sindhudurg,SC,Girls,45,359,361,424,444,376,485,526,480,496,490,409,354
2012,Sindhudurg,ST,Total,19,121,114,102,122,130,106,92,116,105,111,80,43
2012,Sindhudurg,ST,Boys,11,64,67,47,56,64,56,41,61,57,51,44,22
2012,Sindhudurg,ST,Girls,8,57,47,55,66,66,50,51,55,48,60,36,21
2012,Solapur,Overall,Total,33423,83536,82808,82191,84859,83805,83672,83057,76662,73166,65418,46450,41241
2012,Solapur,Overall,Boys,18395,44174,43726,43418,44743,44792,44816,44334,41542,40950,36459,26477,24084
2012,Solapur,Overall,Girls,15028,39362,39082,38773,40116,39013,38856,38723,35120,32216,28959,19973,17157
2012,Solapur,General,Total,16591,34860,34392,34191,35074,35104,35164,35410,33312,32345,30155,21644,19460
2012,Solapur,General,Boys,9306,18655,18330,18310,18631,18979,19006,19016,17998,17938,16515,11926,11245
2012,Solapur,General,Girls,7285,16205,16062,15881,16443,16125,16158,16394,15314,14407,13640,9718,8215
2012,Solapur,OBC,Total,11836,32633,32387,31958,33232,32608,32545,32046,29618,27760,24346,17529,15638
2012,Solapur,OBC,Boys,6420,17216,17034,16884,17545,17368,17487,17047,16064,15529,13773,10241,9166
2012,Solapur,OBC,Girls,5416,15417,15353,15074,15687,15240,15058,14999,13554,12231,10573,7288,6472
2012,Solapur,SC,Total,4138,13831,13967,13915,14480,14166,14119,13910,12389,11774,9861,6751,5732
2012,Solapur,SC,Boys,2204,7121,7271,7062,7469,7364,7315,7319,6679,6686,5524,3998,3431
2012,Solapur,SC,Girls,1934,6710,6696,6853,7011,6802,6804,6591,5710,5088,4337,2753,2301
2012,Solapur,ST,Total,858,2212,2062,2127,2073,1927,1844,1691,1343,1287,1056,526,411
2012,Solapur,ST,Boys,465,1182,1091,1162,1098,1081,1008,952,801,797,647,312,242
2012,Solapur,ST,Girls,393,1030,971,965,975,846,836,739,542,490,409,214,169
2012,Wardha,Overall,Total,8914,19153,19293,19727,20504,20855,21363,21886,21968,21667,20482,15368,14371
2012,Wardha,Overall,Boys,4786,10110,10068,10174,10788,10938,11228,11287,11417,11420,10330,7233,6532
2012,Wardha,Overall,Girls,4128,9043,9225,9553,9716,9917,10135,10599,10551,10247,10152,8135,7839
2012,Wardha,General,Total,1564,1941,1857,1908,1948,2085,2092,2166,2250,2131,2016,1423,1366
2012,Wardha,General,Boys,829,1024,995,985,1018,1108,1110,1149,1234,1124,1062,671,588
2012,Wardha,General,Girls,735,917,862,923,930,977,982,1017,1016,1007,954,752,778
2012,Wardha,OBC,Total,5176,11749,11850,12164,12660,12727,13112,13301,13433,13237,12603,9625,8888
2012,Wardha,OBC,Boys,2817,6223,6186,6303,6663,6717,6896,6815,6890,6972,6292,4520,4036
2012,Wardha,OBC,Girls,2359,5526,5664,5861,5997,6010,6216,6486,6543,6265,6311,5105,4852
2012,Wardha,SC,Total,1523,2972,3036,3077,3266,3269,3374,3629,3533,3681,3494,2777,2739
2012,Wardha,SC,Boys,805,1576,1595,1556,1735,1730,1768,1861,1854,1987,1793,1341,1288
2012,Wardha,SC,Girls,718,1396,1441,1521,1531,1539,1606,1768,1679,1694,1701,1436,1451
2012,Wardha,ST,Total,651,2491,2550,2578,2630,2774,2785,2790,2752,2618,2369,1543,1378
2012,Wardha,ST,Boys,335,1287,1292,1330,1372,1383,1454,1462,1439,1337,1183,701,620
2012,Wardha,ST,Girls,316,1204,1258,1248,1258,1391,1331,1328,1313,1281,1186,842,758
2012,Washim,Overall,Total,1998,22423,22394,23371,24512,24327,24968,25595,23925,21715,18675,12312,9593
2012,Washim,Overall,Boys,1262,12017,11725,12246,12855,12819,13325,13550,12727,11705,10334,6723,5546
2012,Washim,Overall,Girls,736,10406,10669,11125,11657,11508,11643,12045,11198,10010,8341,5589,4047
2012,Washim,General,Total,395,3087,3329,3409,3383,3502,3470,3398,3315,3003,2625,1906,1657
2012,Washim,General,Boys,231,1620,1755,1723,1799,1827,1849,1827,1723,1593,1369,1019,839
2012,Washim,General,Girls,164,1467,1574,1686,1584,1675,1621,1571,1592,1410,1256,887,818
2012,Washim,OBC,Total,1288,12881,12417,13204,13677,13575,14043,14726,13815,12505,10893,7309,5618
