Year,District,Select School Management Type,Primary School (I-V),Upper Primary School (I-VIII),Higher Secondary School (I-XII),Secondary School (I-X),Secondary School (VI-X),Higher Secondary School (XI-XII),Total
2021,Buldhana,Private Unaided,609.0,480.0,880.0,1108.0,82.0,374.0,3681
2021,Chandrapur,Government Aided,211.0,472.0,2291.0,1149.0,454.0,251.0,5136
2021,Chandrapur,Others,,,152.0,55.0,26.0,,233
2021,Chandrapur,Local body,2152.0,3102.0,52.0,96.0,30.0,,5432
2021,Chandrapur,Private Unaided,384.0,620.0,875.0,1596.0,125.0,310.0,4056
2021,Chhatrapati Sambhaji Nagar,Government Aided,608.0,4035.0,3419.0,2142.0,885.0,598.0,12081
2021,Chhatrapati Sambhaji Nagar,Others,31.0,27.0,79.0,44.0,15.0,20.0,216
2021,Chhatrapati Sambhaji Nagar,Local body,3009.0,5414.0,149.0,546.0,22.0,,9198
2021,Chhatrapati Sambhaji Nagar,Private Unaided,1103.0,3839.0,2315.0,1535.0,496.0,830.0,10744
2021,Dharashiv,Government Aided,309.0,667.0,1460.0,1186.0,615.0,247.0,4603
2021,Dharashiv,Others,14.0,16.0,,14.0,13.0,,57
2021,Dharashiv,Local body,1589.0,3009.0,49.0,489.0,11.0,,5154
2021,Dharashiv,Private Unaided,350.0,309.0,154.0,190.0,100.0,157.0,1335
2021,Dhule,Government Aided,606.0,1107.0,3182.0,2148.0,209.0,154.0,7555
2021,Dhule,Others,,51.0,153.0,89.0,10.0,,303
2021,Dhule,Local body,3460.0,419.0,60.0,7.0,,,3946
2021,Dhule,Private Unaided,445.0,519.0,228.0,754.0,64.0,122.0,2163
2021,Gadchiroli,Government Aided,54.0,250.0,1330.0,701.0,278.0,56.0,2909
2021,Gadchiroli,Others,,12.0,242.0,216.0,16.0,,486
2021,Gadchiroli,Local body,1987.0,1769.0,80.0,14.0,35.0,,3902
2021,Gadchiroli,Private Unaided,138.0,254.0,160.0,404.0,58.0,144.0,1166
2021,Gondia,Government Aided,105.0,450.0,1443.0,500.0,314.0,98.0,3343
2021,Gondia,Others,9.0,,127.0,35.0,17.0,,188
2021,Gondia,Local body,1200.0,2246.0,201.0,71.0,,,3718
2021,Gondia,Private Unaided,199.0,455.0,443.0,508.0,30.0,220.0,1925
2021,Hingoli,Government Aided,174.0,621.0,1041.0,714.0,141.0,241.0,3020
2021,Hingoli,Others,,3.0,25.0,36.0,4.0,,68
2021,Hingoli,Local body,1355.0,2239.0,,284.0,30.0,,3908
2021,Hingoli,Private Unaided,177.0,433.0,230.0,182.0,63.0,137.0,1333
2021,Jalgaon,Government Aided,1046.0,1620.0,4697.0,5121.0,342.0,516.0,13527
2021,Jalgaon,Others,41.0,20.0,87.0,108.0,,5.0,261
2021,Jalgaon,Local body,4273.0,3015.0,116.0,41.0,19.0,,7464
2021,Jalgaon,Private Unaided,789.0,1324.0,688.0,1185.0,175.0,202.0,4478
2021,Jalna,Government Aided,235.0,844.0,1825.0,1377.0,259.0,428.0,5191
2021,Jalna,Others,15.0,17.0,4.0,,20.0,,56
2021,Jalna,Local body,2200.0,3271.0,11.0,387.0,61.0,,5930
2021,Jalna,Private Unaided,717.0,568.0,564.0,911.0,66.0,203.0,3222
2021,Kolhapur,Government Aided,669.0,751.0,3717.0,3172.0,1550.0,676.0,10748
2021,Kolhapur,Others,,2.0,,17.0,18.0,12.0,49
2021,Kolhapur,Local body,2664.0,5697.0,36.0,25.0,,7.0,8432
2021,Kolhapur,Private Unaided,745.0,1445.0,604.0,1175.0,294.0,349.0,5095
2021,Latur,Government Aided,880.0,2787.0,3311.0,2441.0,689.0,243.0,10614
2021,Latur,Others,2.0,5.0,21.0,,24.0,,52
2021,Latur,Local body,1725.0,3424.0,,577.0,3.0,,5729
2021,Latur,Private Unaided,577.0,845.0,702.0,532.0,221.0,572.0,3552
2021,Mumbai City,Government Aided,,16.0,5750.0,8383.0,369.0,2276.0,17156
2021,Mumbai City,Others,,,387.0,173.0,,27.0,587
2021,Mumbai City,Private Unaided,96.0,316.0,6713.0,10981.0,405.0,1154.0,19909
2021,Mumbai Suburban,Government Aided,2984.0,178.0,,,,,3162
2021,Mumbai Suburban,Local body,502.0,6903.0,,1568.0,151.0,,9755
2021,Mumbai Suburban,Private Unaided,5968.0,660.0,,100.0,,,6728
2021,Mumbai Suburban,Others,783.0,465.0,,18.0,,,1266
2021,Nagpur,Government Aided,1292.0,2386.0,5215.0,2945.0,546.0,653.0,13339
2021,Nagpur,Others,72.0,188.0,279.0,53.0,12.0,10.0,614
2021,Nagpur,Local body,2228.0,2703.0,236.0,237.0,87.0,,5546
2021,Nagpur,Private Unaided,1505.0,2856.0,3936.0,3833.0,456.0,425.0,13668
2021,Nanded,Government Aided,823.0,2445.0,3205.0,2580.0,595.0,440.0,10284
2021,Nanded,Others,22.0,39.0,177.0,122.0,27.0,,387
2021,Nanded,Local body,3275.0,4735.0,,866.0,89.0,,8965
2021,Nanded,Private Unaided,685.0,696.0,1104.0,1014.0,149.0,385.0,4102
2021,Nandurbar,Government Aided,260.0,631.0,1925.0,1720.0,185.0,108.0,4994
2021,Nandurbar,Others,5.0,115.0,227.0,481.0,20.0,,848
2021,Nandurbar,Local body,3252.0,874.0,23.0,32.0,48.0,,4229
2021,Nandurbar,Private Unaided,281.0,256.0,54.0,550.0,34.0,78.0,1282
2021,Nashik,Government Aided,1166.0,2436.0,5927.0,4418.0,1348.0,855.0,16553
2021,Nashik,Others,49.0,52.0,572.0,589.0,18.0,,1280
2021,Nashik,Local body,6809.0,5758.0,22.0,22.0,78.0,,12702
2021,Nashik,Private Unaided,1408.0,2428.0,1383.0,2674.0,482.0,637.0,9464
2021,Palghar,Government Aided,241.0,712.0,1241.0,1168.0,381.0,120.0,4106
2021,Palghar,Others,104.0,419.0,589.0,710.0,22.0,5.0,1849
2021,Palghar,Local body,3022.0,2316.0,,346.0,54.0,,5738
2021,Palghar,Private Unaided,677.0,3334.0,1202.0,1836.0,979.0,575.0,9456
2021,Parbhani,Government Aided,484.0,1759.0,1582.0,1405.0,441.0,267.0,6126
2021,Parbhani,Others,3.0,27.0,,7.0,19.0,,56
2021,Parbhani,Local body,1573.0,3237.0,25.0,278.0,78.0,,5191
2021,Parbhani,Private Unaided,383.0,708.0,327.0,293.0,194.0,595.0,2769
2021,Pune,Government Aided,1424.0,2105.0,8459.0,4443.0,1195.0,1065.0,19202
2021,Pune,Others,78.0,121.0,848.0,143.0,32.0,,1222
2021,Pune,Local body,6542.0,8243.0,100.0,276.0,268.0,,15583
2021,Pune,Private Unaided,2136.0,7251.0,8399.0,9650.0,1299.0,1499.0,31455
2021,Raigad,Others,25.0,29.0,155.0,39.0,9.0,,257
2021,Raigad,Government Aided,338.0,282.0,2708.0,1403.0,476.0,90.0,5469
2021,Raigad,Local body,3500.0,2949.0,,29.0,28.0,,6510
2021,Raigad,Private Unaided,677.0,1685.0,2158.0,1888.0,361.0,207.0,7344
2021,Ratnagiri,Government Aided,141.0,22.0,1641.0,754.0,609.0,167.0,3541
2021,Ratnagiri,Others,6.0,,,8.0,,1.0,15
2021,Ratnagiri,Local body,2643.0,3794.0,10.0,,,,6449
2021,Ratnagiri,Private Unaided,214.0,572.0,242.0,509.0,151.0,172.0,2060
2021,Sangli,Government Aided,531.0,885.0,3418.0,2532.0,575.0,444.0,8458
2021,Sangli,Others,,,,,15.0,,15
2021,Sangli,Local body,2692.0,3127.0,,28.0,,,5847
2021,Sangli,Private Unaided,583.0,798.0,382.0,630.0,255.0,368.0,3144
2021,Satara,Government Aided,367.0,412.0,2916.0,2605.0,734.0,563.0,7658
2021,Satara,Others,16.0,17.0,,24.0,5.0,9.0,71
2021,Satara,Local body,3905.0,3901.0,12.0,6.0,,,7824
2021,Satara,Private Unaided,354.0,699.0,883.0,1169.0,169.0,211.0,3653
2021,Sindhudurg,Government Aided,56.0,24.0,981.0,603.0,271.0,98.0,2088
2021,Sindhudurg,Others,12.0,10.0,,,,,22
2021,Sindhudurg,Local body,1576.0,1930.0,,,,,3506
2021,Sindhudurg,Private Unaided,96.0,126.0,41.0,321.0,39.0,75.0,716
2021,Solapur,Government Aided,1163.0,2102.0,5883.0,3803.0,746.0,492.0,14566
2021,Solapur,Others,,5.0,35.0,20.0,5.0,,65
2021,Solapur,Local body,5234.0,4803.0,36.0,49.0,21.0,,10143
2021,Solapur,Private Unaided,877.0,1001.0,716.0,1494.0,328.0,440.0,5050
2021,Thane,Government Aided,1089.0,3511.0,3203.0,2321.0,1279.0,497.0,12765
2021,Thane,Others,291.0,435.0,261.0,181.0,12.0,7.0,1187
2021,Thane,Local body,2098.0,4567.0,,50.0,76.0,,7018
2021,Thane,Private Unaided,2132.0,9475.0,5351.0,3478.0,2800.0,1224.0,26309
2021,Wardha,Government Aided,181.0,202.0,1485.0,846.0,251.0,146.0,3179
2021,Wardha,Others,7.0,4.0,22.0,36.0,14.0,,83
2021,Wardha,Local body,1356.0,1406.0,117.0,11.0,,,2899
2021,Wardha,Private Unaided,293.0,449.0,435.0,871.0,74.0,185.0,2355
2021,Washim,Government Aided,105.0,498.0,1940.0,673.0,200.0,117.0,3620
2021,Washim,Others,24.0,14.0,16.0,35.0,8.0,,97
2021,Washim,Local body,1259.0,1865.0,119.0,11.0,,,3263
2021,Washim,Private Unaided,328.0,314.0,200.0,452.0,51.0,117.0,1509
2021,Yavatmal,Government Aided,287.0,964.0,2495.0,1330.0,626.0,216.0,6528
2021,Yavatmal,Others,6.0,,126.0,88.0,55.0,2.0,277
2021,Yavatmal,Local body,2711.0,4441.0,86.0,151.0,72.0,,7507
2021,Yavatmal,Private Unaided,489.0,735.0,588.0,963.0,99.0,276.0,3240
2024,Ahilyanagar,Government Aided,541.0,816.0,5883.0,3661.0,713.0,751.0,12621
2024,Ahilyanagar,Others,3.0,9.0,187.0,152.0,20.0,18.0,389
2024,Ahilyanagar,Local body,7600.0,3440.0,,6.0,,,11046
2024,Ahilyanagar,Private Unaided,622.0,1055.0,2600.0,1408.0,278.0,582.0,6851
2024,Akola,Government Aided,154.0,809.0,2103.0,933.0,426.0,196.0,4894
2024,Akola,Others,4.0,5.0,16.0,9.0,22.0,5.0,61
2024,Akola,Local body,1318.0,2254.0,51.0,53.0,9.0,,3685
2024,Akola,Private Unaided,576.0,860.0,780.0,869.0,111.0,199.0,3532
2024,Amravati,Government Aided,425.0,556.0,2817.0,1705.0,510.0,400.0,6706
2024,Amravati,Others,,4.0,172.0,103.0,47.0,9.0,335
2024,Amravati,Local body,2029.0,3202.0,171.0,197.0,16.0,,5705
2024,Amravati,Private Unaided,649.0,565.0,951.0,1743.0,66.0,87.0,4105
2024,Beed,Government Aided,561.0,1982.0,3355.0,2889.0,353.0,453.0,9777
2024,Beed,Others,2.0,,,29.0,15.0,,46
2024,Beed,Local body,4100.0,3656.0,21.0,602.0,31.0,,8429
2024,Beed,Private Unaided,443.0,910.0,1197.0,907.0,90.0,305.0,3923
2024,Bhandara,Government Aided,158.0,248.0,1207.0,599.0,128.0,73.0,2589
2024,Bhandara,Others,1.0,,42.0,8.0,6.0,20.0,77
2024,Bhandara,Local body,961.0,1282.0,334.0,73.0,6.0,,2662
2024,Bhandara,Private Unaided,59.0,274.0,507.0,597.0,29.0,103.0,1576
2024,Buldhana,Government Aided,280.0,555.0,3277.0,1315.0,372.0,225.0,6281
2024,Buldhana,Others,,,,28.0,26.0,,54
2024,Buldhana,Local body,2393.0,3798.0,209.0,202.0,58.0,,6707
2024,Buldhana,Private Unaided,440.0,623.0,1183.0,1415.0,54.0,294.0,4154
2024,Chandrapur,Government Aided,200.0,426.0,2041.0,1004.0,411.0,337.0,4717
2024,Chandrapur,Others,,,170.0,48.0,31.0,19.0,268
2024,Chandrapur,Local body,2034.0,2784.0,35.0,83.0,25.0,,4961
2024,Chandrapur,Private Unaided,333.0,441.0,1316.0,1786.0,80.0,209.0,4249
2024,Chhatrapati Sambhaji Nagar,Government Aided,570.0,4095.0,3264.0,2013.0,882.0,585.0,11804
2024,Chhatrapati Sambhaji Nagar,Others,5.0,,97.0,50.0,9.0,25.0,186
2024,Chhatrapati Sambhaji Nagar,Local body,2934.0,5275.0,147.0,717.0,16.0,,9146
2024,Chhatrapati Sambhaji Nagar,Private Unaided,776.0,3240.0,3183.0,2237.0,450.0,673.0,11072
2024,Dharashiv,Government Aided,298.0,646.0,1359.0,1025.0,609.0,252.0,4317
2024,Dharashiv,Others,2.0,,,14.0,12.0,,28
2024,Dharashiv,Local body,1503.0,2911.0,47.0,425.0,8.0,,4901
2024,Dharashiv,Private Unaided,296.0,241.0,337.0,238.0,103.0,126.0,1405
2024,Dhule,Government Aided,603.0,1104.0,2960.0,1931.0,199.0,142.0,7111
2024,Dhule,Others,,47.0,176.0,89.0,12.0,,324
2024,Dhule,Local body,3120.0,439.0,60.0,5.0,,,3624
2024,Dhule,Private Unaided,346.0,435.0,551.0,816.0,67.0,92.0,2346
2024,Gadchiroli,Government Aided,42.0,195.0,1172.0,579.0,141.0,111.0,2418
2024,Gadchiroli,Others,4.0,22.0,290.0,238.0,194.0,6.0,754
2024,Gadchiroli,Local body,1620.0,1506.0,80.0,14.0,30.0,,3271
2024,Gadchiroli,Private Unaided,129.0,250.0,273.0,400.0,31.0,79.0,1168
2024,Gondia,Government Aided,100.0,399.0,1323.0,408.0,286.0,178.0,3104
2024,Gondia,Others,4.0,,136.0,40.0,15.0,12.0,207
2024,Gondia,Local body,998.0,2082.0,172.0,59.0,,,3311
2024,Gondia,Private Unaided,146.0,427.0,723.0,448.0,19.0,102.0,1911
2024,Hingoli,Government Aided,151.0,590.0,1027.0,675.0,148.0,241.0,2914
2024,Hingoli,Others,,,24.0,42.0,4.0,,70
2024,Hingoli,Local body,1222.0,2215.0,,354.0,26.0,,3817
2024,Hingoli,Private Unaided,114.0,358.0,422.0,291.0,53.0,114.0,1469
2024,Jalgaon,Government Aided,1028.0,1608.0,4510.0,5070.0,311.0,464.0,13197
2024,Jalgaon,Others,19.0,23.0,125.0,102.0,,,269
2024,Jalgaon,Local body,4142.0,3043.0,100.0,37.0,14.0,,7336
2024,Jalgaon,Private Unaided,578.0,1314.0,1201.0,1524.0,131.0,195.0,5062
2024,Jalna,Government Aided,247.0,818.0,1731.0,1356.0,257.0,436.0,5052
2024,Jalna,Others,4.0,1.0,2.0,,21.0,,28
2024,Jalna,Local body,2094.0,3324.0,12.0,405.0,58.0,,5893
2024,Jalna,Private Unaided,606.0,509.0,967.0,974.0,72.0,164.0,3479
2024,Kolhapur,Government Aided,624.0,711.0,3365.0,2790.0,1438.0,646.0,9778
2024,Kolhapur,Others,2.0,,,14.0,25.0,10.0,51
2024,Kolhapur,Local body,2456.0,5655.0,42.0,20.0,,8.0,8181
2024,Kolhapur,Private Unaided,741.0,1257.0,1061.0,1377.0,278.0,300.0,5461
2024,Latur,Government Aided,836.0,2594.0,3096.0,2378.0,674.0,451.0,10291
2024,Latur,Others,2.0,4.0,39.0,,27.0,,72
2024,Latur,Local body,1583.0,3072.0,,490.0,3.0,,5148
2024,Latur,Private Unaided,446.0,632.0,1287.0,720.0,184.0,292.0,3626
2024,Mumbai City,Government Aided,,16.0,5077.0,7456.0,298.0,2250.0,15380
2024,Mumbai City,Others,,,516.0,197.0,,15.0,728
2024,Mumbai City,Private Unaided,66.0,187.0,8709.0,11472.0,371.0,1067.0,22080
2024,Mumbai Suburban,Government Aided,2672.0,174.0,,,,,2846
2024,Mumbai Suburban,Others,416.0,440.0,,94.0,,,950
2024,Mumbai Suburban,Local body,410.0,5769.0,,1705.0,125.0,,8625
2024,Mumbai Suburban,Private Unaided,5914.0,714.0,,121.0,,,6749
2024,Nagpur,Government Aided,1265.0,2169.0,4876.0,2429.0,480.0,641.0,12135
2024,Nagpur,Others,4.0,10.0,320.0,84.0,31.0,17.0,466
2024,Nagpur,Local body,2022.0,2551.0,213.0,187.0,66.0,,5080
2024,Nagpur,Private Unaided,1277.0,2406.0,5304.0,5036.0,420.0,345.0,15344
2024,Nanded,Government Aided,794.0,2323.0,3064.0,2435.0,583.0,459.0,9852
2024,Nanded,Others,15.0,16.0,204.0,72.0,21.0,,328
2024,Nanded,Local body,3164.0,4361.0,,1072.0,67.0,,8664
2024,Nanded,Private Unaided,589.0,570.0,1247.0,1306.0,148.0,318.0,4244
2024,Nandurbar,Government Aided,254.0,656.0,1944.0,1800.0,180.0,124.0,5147
2024,Nandurbar,Others,2.0,81.0,220.0,490.0,7.0,,800
2024,Nandurbar,Local body,3097.0,784.0,19.0,61.0,41.0,,4002
2024,Nandurbar,Private Unaided,301.0,220.0,118.0,624.0,23.0,59.0,1375
2024,Nashik,Government Aided,1188.0,2456.0,5891.0,4197.0,1292.0,852.0,16412
2024,Nashik,Others,10.0,49.0,701.0,643.0,55.0,,1458
2024,Nashik,Local body,6331.0,5248.0,22.0,16.0,74.0,,11695
2024,Nashik,Private Unaided,1378.0,2200.0,2678.0,3206.0,417.0,600.0,10973
2024,Palghar,Government Aided,221.0,679.0,1273.0,1030.0,377.0,129.0,3932
2024,Palghar,Others,8.0,146.0,595.0,410.0,10.0,,1169
2024,Palghar,Local body,3016.0,2176.0,,385.0,45.0,,5622
2024,Palghar,Private Unaided,634.0,3436.0,1878.0,2358.0,912.0,502.0,10519
2024,Parbhani,Government Aided,456.0,1782.0,1583.0,1325.0,488.0,353.0,6167
2024,Parbhani,Others,3.0,13.0,,18.0,19.0,,53
2024,Parbhani,Local body,1433.0,3095.0,16.0,343.0,76.0,,4963
2024,Parbhani,Private Unaided,327.0,598.0,465.0,411.0,131.0,456.0,2597
2024,Pune,Government Aided,1373.0,2023.0,7934.0,3952.0,1110.0,1183.0,18069
2024,Pune,Others,1.0,9.0,819.0,151.0,26.0,,1006
2024,Pune,Local body,6355.0,8268.0,154.0,413.0,310.0,,15673
2024,Pune,Private Unaided,2010.0,6678.0,16219.0,12467.0,1287.0,1560.0,41496
2024,Raigad,Government Aided,337.0,310.0,2396.0,1200.0,462.0,92.0,4978
2024,Raigad,Others,3.0,30.0,183.0,37.0,12.0,,265
2024,Raigad,Local body,3275.0,2929.0,,23.0,28.0,,6260
2024,Raigad,Private Unaided,643.0,1668.0,3120.0,2727.0,310.0,184.0,9054
2024,Ratnagiri,Government Aided,152.0,21.0,1509.0,700.0,553.0,161.0,3283
2024,Ratnagiri,Others,,,,16.0,,,16
2024,Ratnagiri,Local body,2264.0,3628.0,,32.0,,,5926
2024,Ratnagiri,Private Unaided,213.0,462.0,622.0,521.0,140.0,145.0,2268
2024,Sangli,Government Aided,528.0,899.0,3087.0,2259.0,577.0,432.0,7854
2024,Sangli,Others,,,,,24.0,,24
2024,Sangli,Local body,2526.0,3143.0,,65.0,,,5734
2024,Sangli,Private Unaided,483.0,686.0,715.0,800.0,230.0,235.0,3288
2024,Satara,Government Aided,383.0,409.0,2527.0,2320.0,694.0,578.0,6971
2024,Satara,Others,7.0,16.0,4.0,22.0,7.0,,56
2024,Satara,Local body,3807.0,3675.0,9.0,5.0,,,7496
2024,Satara,Private Unaided,298.0,539.0,1164.0,1365.0,102.0,203.0,3842
2024,Sindhudurg,Government Aided,62.0,19.0,832.0,562.0,236.0,100.0,1858
2024,Sindhudurg,Others,,,,,,,0
2024,Sindhudurg,Local body,1418.0,1901.0,,,,,3319
2024,Sindhudurg,Private Unaided,67.0,117.0,59.0,406.0,38.0,54.0,750
2024,Solapur,Government Aided,1093.0,2036.0,5577.0,3546.0,715.0,479.0,13829
2024,Solapur,Others,,5.0,46.0,17.0,4.0,13.0,85
2024,Solapur,Local body,5010.0,4524.0,32.0,54.0,22.0,,9642
2024,Solapur,Private Unaided,842.0,780.0,1103.0,1906.0,284.0,321.0,5397
2024,Thane,Government Aided,1004.0,3347.0,3126.0,1996.0,1296.0,592.0,12138
2024,Thane,Others,78.0,118.0,287.0,146.0,3.0,,632
2024,Thane,Local body,2032.0,4367.0,,210.0,79.0,,6966
2024,Thane,Private Unaided,2182.0,9861.0,7118.0,5049.0,2681.0,1073.0,29862
2024,Wardha,Government Aided,160.0,176.0,1332.0,683.0,233.0,130.0,2791
2024,Wardha,Others,,,32.0,39.0,16.0,,87
2024,Wardha,Local body,1300.0,1286.0,103.0,20.0,,,2715
2024,Wardha,Private Unaided,179.0,443.0,455.0,1215.0,54.0,160.0,2564
2024,Washim,Government Aided,123.0,502.0,1846.0,618.0,193.0,99.0,3486
2024,Washim,Others,11.0,9.0,28.0,46.0,9.0,,103
2024,Washim,Local body,1123.0,1675.0,123.0,37.0,,,2967
2024,Washim,Private Unaided,288.0,268.0,236.0,753.0,26.0,91.0,1699
2024,Yavatmal,Government Aided,268.0,841.0,2360.0,1262.0,595.0,301.0,6264
2024,Yavatmal,Others,7.0,17.0,125.0,88.0,54.0,,291
2024,Yavatmal,Local body,2349.0,4465.0,74.0,145.0,67.0,,7147
2024,Yavatmal,Private Unaided,421.0,784.0,865.0,1347.0,76.0,220.0,3790
