Year,District,Rural/Urban,Type of School,Central Govt,Government Aided,Local Body,Others,Private Unaided (Recognized)
2018,Nanded,Urban,Upper Primary School (I-VIII),,184.0,53.0,1.0,48.0
2018,Nanded,Urban,Secondary School (VI-X),,26.0,7.0,4.0,14.0
2018,Nanded,Urban,Secondary School (I-X),,61.0,16.0,2.0,23.0
2018,Nanded,Urban,Higher Secondary School (I-XII),,39.0,0.0,2.0,18.0
2019,Nanded,Rural,Primary School (I-V),,63.0,1410.0,3.0,91.0
2019,Nanded,Rural,Upper Primary School (I-VIII),,113.0,621.0,9.0,43.0
2019,Nanded,Rural,Secondary School (VI-X),,81.0,7.0,1.0,21.0
2019,Nanded,Rural,Secondary School (I-X),,164.0,44.0,14.0,39.0
2019,Nanded,Rural,Higher Secondary School (I-XII),,85.0,0.0,9.0,43.0
2019,Nanded,Urban,Primary School (I-V),,102.0,54.0,3.0,72.0
2019,Nanded,Urban,Upper Primary School (I-VIII),,186.0,57.0,1.0,44.0
2019,Nanded,Urban,Secondary School (VI-X),,29.0,7.0,4.0,13.0
2019,Nanded,Urban,Secondary School (I-X),,63.0,17.0,2.0,29.0
2019,Nanded,Urban,Higher Secondary School (I-XII),,39.0,0.0,2.0,26.0
2020,Nanded,Rural,Primary School (I-V),,64.0,1405.0,2.0,88.0
2020,Nanded,Rural,Upper Primary School (I-VIII),,115.0,619.0,7.0,43.0
2020,Nanded,Rural,Secondary School (VI-X),,86.0,7.0,1.0,18.0
2020,Nanded,Rural,Secondary School (I-X),,164.0,44.0,14.0,34.0
2020,Nanded,Rural,Higher Secondary School (I-XII),,82.0,0.0,8.0,51.0
2020,Nanded,Urban,Primary School (I-V),,106.0,55.0,2.0,70.0
2020,Nanded,Urban,Upper Primary School (I-VIII),,183.0,59.0,2.0,41.0
2020,Nanded,Urban,Secondary School (VI-X),,29.0,8.0,4.0,12.0
2020,Nanded,Urban,Secondary School (I-X),,63.0,19.0,3.0,31.0
2020,Nanded,Urban,Higher Secondary School (I-XII),,41.0,0.0,2.0,32.0
2021,Nanded,Rural,Primary School (I-V),,68.0,1393.0,2.0,88.0
2021,Nanded,Rural,Upper Primary School (I-VIII),,112.0,619.0,8.0,35.0
2021,Nanded,Rural,Secondary School (VI-X),,83.0,9.0,2.0,17.0
2021,Nanded,Rural,Secondary School (I-X),,165.0,43.0,12.0,36.0
2021,Nanded,Rural,Higher Secondary School (I-XII),,80.0,0.0,8.0,52.0
2021,Nanded,Urban,Primary School (I-V),,101.0,66.0,2.0,61.0
2021,Nanded,Urban,Upper Primary School (I-VIII),,183.0,59.0,1.0,44.0
2021,Nanded,Urban,Secondary School (VI-X),,33.0,6.0,3.0,11.0
2021,Nanded,Urban,Secondary School (I-X),,63.0,20.0,2.0,31.0
2021,Nanded,Urban,Higher Secondary School (I-XII),,42.0,0.0,3.0,35.0
2012,Nandurbar,Rural,Primary School (I-V),,29.0,1249.0,10.0,36.0
2012,Nandurbar,Rural,Upper Primary School (I-VIII),,19.0,128.0,34.0,10.0
2012,Nandurbar,Rural,Secondary School (VI-X),,10.0,1.0,6.0,9.0
2012,Nandurbar,Rural,Secondary School (I-X),,106.0,6.0,57.0,77.0
2012,Nandurbar,Rural,Higher Secondary School (I-XII),,46.0,2.0,14.0,3.0
2012,Nandurbar,Urban,Primary School (I-V),,14.0,27.0,1.0,11.0
2012,Nandurbar,Urban,Upper Primary School (I-VIII),,8.0,11.0,2.0,3.0
2012,Nandurbar,Urban,Secondary School (VI-X),,1.0,0.0,0.0,0.0
2012,Nandurbar,Urban,Secondary School (I-X),,15.0,2.0,2.0,8.0
2012,Nandurbar,Urban,Higher Secondary School (I-XII),,12.0,0.0,0.0,0.0
2013,Nandurbar,Rural,Primary School (I-V),0.0,34.0,1235.0,4.0,47.0
2013,Nandurbar,Rural,Upper Primary School (I-VIII),0.0,27.0,127.0,19.0,10.0
2013,Nandurbar,Rural,Secondary School (VI-X),0.0,28.0,0.0,1.0,9.0
2013,Nandurbar,Rural,Secondary School (I-X),0.0,113.0,3.0,45.0,79.0
2013,Nandurbar,Rural,Higher Secondary School (I-XII),0.0,47.0,1.0,10.0,3.0
2013,Nandurbar,Urban,Primary School (I-V),,22.0,39.0,0.0,10.0
2013,Nandurbar,Urban,Upper Primary School (I-VIII),,13.0,11.0,1.0,6.0
2013,Nandurbar,Urban,Secondary School (VI-X),,1.0,0.0,0.0,2.0
2013,Nandurbar,Urban,Secondary School (I-X),,19.0,2.0,4.0,12.0
2013,Nandurbar,Urban,Higher Secondary School (I-XII),,16.0,1.0,0.0,0.0
2014,Nandurbar,Rural,Primary School (I-V),0.0,30.0,1233.0,3.0,50.0
2014,Nandurbar,Rural,Upper Primary School (I-VIII),0.0,26.0,127.0,20.0,9.0
2014,Nandurbar,Rural,Secondary School (VI-X),0.0,24.0,0.0,0.0,10.0
2014,Nandurbar,Rural,Secondary School (I-X),0.0,112.0,5.0,40.0,77.0
2014,Nandurbar,Rural,Higher Secondary School (I-XII),0.0,47.0,0.0,12.0,1.0
2014,Nandurbar,Urban,Primary School (I-V),,23.0,40.0,0.0,9.0
2014,Nandurbar,Urban,Upper Primary School (I-VIII),,11.0,11.0,1.0,7.0
2014,Nandurbar,Urban,Secondary School (VI-X),,1.0,0.0,0.0,2.0
2014,Nandurbar,Urban,Secondary School (I-X),,20.0,2.0,4.0,11.0
2014,Nandurbar,Urban,Higher Secondary School (I-XII),,16.0,1.0,0.0,1.0
2015,Nandurbar,Rural,Primary School (I-V),0.0,32.0,1248.0,3.0,45.0
2015,Nandurbar,Rural,Upper Primary School (I-VIII),0.0,27.0,126.0,20.0,10.0
2015,Nandurbar,Rural,Secondary School (VI-X),0.0,35.0,0.0,0.0,10.0
2015,Nandurbar,Rural,Secondary School (I-X),0.0,118.0,5.0,40.0,72.0
2015,Nandurbar,Rural,Higher Secondary School (I-XII),0.0,48.0,0.0,12.0,0.0
2015,Nandurbar,Urban,Primary School (I-V),,22.0,40.0,0.0,12.0
2015,Nandurbar,Urban,Upper Primary School (I-VIII),,12.0,10.0,1.0,6.0
2015,Nandurbar,Urban,Secondary School (VI-X),,1.0,0.0,0.0,2.0
2015,Nandurbar,Urban,Secondary School (I-X),,21.0,2.0,3.0,10.0
2015,Nandurbar,Urban,Higher Secondary School (I-XII),,18.0,0.0,0.0,0.0
2016,Nandurbar,Rural,Primary School (I-V),0.0,31.0,1247.0,2.0,44.0
2016,Nandurbar,Rural,Upper Primary School (I-VIII),0.0,27.0,126.0,21.0,10.0
2016,Nandurbar,Rural,Secondary School (VI-X),0.0,36.0,0.0,0.0,10.0
2016,Nandurbar,Rural,Secondary School (I-X),0.0,129.0,5.0,39.0,63.0
2016,Nandurbar,Rural,Higher Secondary School (I-XII),0.0,48.0,0.0,12.0,0.0
2016,Nandurbar,Urban,Primary School (I-V),,23.0,39.0,0.0,13.0
2016,Nandurbar,Urban,Upper Primary School (I-VIII),,11.0,10.0,2.0,7.0
2016,Nandurbar,Urban,Secondary School (VI-X),,1.0,0.0,1.0,1.0
2016,Nandurbar,Urban,Secondary School (I-X),,21.0,2.0,3.0,9.0
2016,Nandurbar,Urban,Higher Secondary School (I-XII),,18.0,0.0,0.0,0.0
2017,Nandurbar,Rural,Primary School (I-V),,32.0,1214.0,0.0,47.0
2017,Nandurbar,Rural,Upper Primary School (I-VIII),,56.0,156.0,15.0,18.0
2017,Nandurbar,Rural,Secondary School (VI-X),,28.0,5.0,2.0,6.0
2017,Nandurbar,Rural,Secondary School (I-X),,132.0,0.0,41.0,41.0
2017,Nandurbar,Rural,Higher Secondary School (I-XII),,51.0,0.0,14.0,6.0
2017,Nandurbar,Urban,Primary School (I-V),,22.0,38.0,0.0,12.0
2017,Nandurbar,Urban,Upper Primary School (I-VIII),,13.0,11.0,3.0,8.0
2017,Nandurbar,Urban,Secondary School (VI-X),,2.0,1.0,1.0,1.0
2017,Nandurbar,Urban,Secondary School (I-X),,19.0,1.0,2.0,7.0
2017,Nandurbar,Urban,Higher Secondary School (I-XII),,20.0,1.0,0.0,1.0
2018,Nandurbar,Rural,Primary School (I-V),,30.0,1212.0,1.0,49.0
2018,Nandurbar,Rural,Upper Primary School (I-VIII),,57.0,153.0,15.0,16.0
2018,Nandurbar,Rural,Secondary School (VI-X),,36.0,5.0,3.0,4.0
2018,Nandurbar,Rural,Secondary School (I-X),,135.0,1.0,41.0,38.0
2018,Nandurbar,Rural,Higher Secondary School (I-XII),,45.0,0.0,14.0,4.0
2018,Nandurbar,Urban,Primary School (I-V),,23.0,38.0,0.0,13.0
2018,Nandurbar,Urban,Upper Primary School (I-VIII),,13.0,11.0,1.0,8.0
2018,Nandurbar,Urban,Secondary School (VI-X),,2.0,1.0,0.0,3.0
2018,Nandurbar,Urban,Secondary School (I-X),,20.0,1.0,4.0,5.0
2018,Nandurbar,Urban,Higher Secondary School (I-XII),,19.0,1.0,0.0,1.0
2019,Nandurbar,Rural,Primary School (I-V),,31.0,1214.0,1.0,52.0
2019,Nandurbar,Rural,Upper Primary School (I-VIII),,58.0,154.0,15.0,16.0
2019,Nandurbar,Rural,Secondary School (VI-X),,35.0,5.0,3.0,4.0
2019,Nandurbar,Rural,Secondary School (I-X),,139.0,1.0,41.0,36.0
2019,Nandurbar,Rural,Higher Secondary School (I-XII),,45.0,0.0,14.0,4.0
2019,Nandurbar,Urban,Primary School (I-V),,23.0,38.0,0.0,13.0
2019,Nandurbar,Urban,Upper Primary School (I-VIII),,13.0,11.0,1.0,8.0
2019,Nandurbar,Urban,Secondary School (VI-X),,2.0,1.0,0.0,3.0
2019,Nandurbar,Urban,Secondary School (I-X),,20.0,1.0,4.0,5.0
2019,Nandurbar,Urban,Higher Secondary School (I-XII),,19.0,1.0,0.0,1.0
2020,Nandurbar,Rural,Primary School (I-V),,31.0,1214.0,1.0,50.0
2020,Nandurbar,Rural,Upper Primary School (I-VIII),,58.0,159.0,16.0,18.0
2020,Nandurbar,Rural,Secondary School (VI-X),,35.0,5.0,3.0,3.0
2020,Nandurbar,Rural,Secondary School (I-X),,141.0,1.0,41.0,37.0
2020,Nandurbar,Rural,Higher Secondary School (I-XII),,45.0,0.0,14.0,4.0
2020,Nandurbar,Urban,Primary School (I-V),,23.0,38.0,0.0,12.0
2020,Nandurbar,Urban,Upper Primary School (I-VIII),,13.0,11.0,1.0,10.0
2020,Nandurbar,Urban,Secondary School (VI-X),,2.0,1.0,0.0,4.0
2020,Nandurbar,Urban,Secondary School (I-X),,20.0,1.0,4.0,5.0
2020,Nandurbar,Urban,Higher Secondary School (I-XII),,19.0,1.0,0.0,1.0
2021,Nandurbar,Rural,Primary School (I-V),,27.0,1200.0,1.0,46.0
2021,Nandurbar,Rural,Upper Primary School (I-VIII),,58.0,155.0,16.0,20.0
2021,Nandurbar,Rural,Secondary School (VI-X),,35.0,5.0,3.0,4.0
2021,Nandurbar,Rural,Secondary School (I-X),,146.0,1.0,42.0,34.0
2021,Nandurbar,Rural,Higher Secondary School (I-XII),,43.0,0.0,14.0,4.0
2021,Nandurbar,Urban,Primary School (I-V),,27.0,53.0,2.0,13.0
2021,Nandurbar,Urban,Upper Primary School (I-VIII),,13.0,13.0,1.0,11.0
2021,Nandurbar,Urban,Secondary School (VI-X),,2.0,1.0,0.0,3.0
2021,Nandurbar,Urban,Secondary School (I-X),,18.0,1.0,3.0,6.0
2021,Nandurbar,Urban,Higher Secondary School (I-XII),,21.0,1.0,0.0,1.0
2012,Nashik,Rural,Primary School (I-V),,25.0,2674.0,10.0,57.0
2012,Nashik,Rural,Upper Primary School (I-VIII),,20.0,644.0,84.0,37.0
2012,Nashik,Rural,Secondary School (VI-X),,118.0,0.0,42.0,106.0
2012,Nashik,Rural,Secondary School (I-X),,215.0,4.0,68.0,21.0
2012,Nashik,Rural,Higher Secondary School (I-XII),,129.0,0.0,16.0,7.0
2012,Nashik,Urban,Primary School (I-V),,74.0,51.0,55.0,79.0
2012,Nashik,Urban,Upper Primary School (I-VIII),,72.0,26.0,191.0,81.0
2012,Nashik,Urban,Secondary School (VI-X),,23.0,0.0,8.0,46.0
2012,Nashik,Urban,Secondary School (I-X),,83.0,2.0,6.0,31.0
2012,Nashik,Urban,Higher Secondary School (I-XII),,44.0,0.0,3.0,8.0
2013,Nashik,Rural,Primary School (I-V),0.0,26.0,2675.0,8.0,116.0
2013,Nashik,Rural,Upper Primary School (I-VIII),0.0,97.0,646.0,12.0,40.0
2013,Nashik,Rural,Secondary School (VI-X),0.0,3.0,0.0,270.0,2.0
2013,Nashik,Rural,Secondary School (I-X),0.0,226.0,4.0,59.0,22.0
2013,Nashik,Rural,Higher Secondary School (I-XII),0.0,131.0,0.0,14.0,8.0
2013,Nashik,Urban,Primary School (I-V),0.0,80.0,88.0,3.0,93.0
2013,Nashik,Urban,Upper Primary School (I-VIII),0.0,76.0,209.0,3.0,80.0
2013,Nashik,Urban,Secondary School (VI-X),0.0,0.0,0.0,78.0,0.0
2013,Nashik,Urban,Secondary School (I-X),1.0,84.0,4.0,0.0,33.0
2013,Nashik,Urban,Higher Secondary School (I-XII),4.0,43.0,0.0,0.0,8.0
2014,Nashik,Rural,Primary School (I-V),0.0,28.0,2666.0,5.0,150.0
2014,Nashik,Rural,Upper Primary School (I-VIII),0.0,97.0,644.0,13.0,40.0
2014,Nashik,Rural,Secondary School (VI-X),0.0,158.0,0.0,2.0,121.0
2014,Nashik,Rural,Secondary School (I-X),0.0,226.0,4.0,58.0,22.0
2014,Nashik,Rural,Higher Secondary School (I-XII),0.0,130.0,0.0,14.0,8.0
2014,Nashik,Urban,Primary School (I-V),0.0,84.0,88.0,2.0,98.0
2014,Nashik,Urban,Upper Primary School (I-VIII),0.0,79.0,210.0,3.0,82.0
2014,Nashik,Urban,Secondary School (VI-X),0.0,22.0,11.0,1.0,49.0
2014,Nashik,Urban,Secondary School (I-X),1.0,87.0,4.0,0.0,31.0
2014,Nashik,Urban,Higher Secondary School (I-XII),4.0,44.0,0.0,0.0,8.0
2015,Nashik,Rural,Primary School (I-V),0.0,31.0,2654.0,5.0,179.0
2015,Nashik,Rural,Upper Primary School (I-VIII),0.0,98.0,643.0,12.0,50.0
2015,Nashik,Rural,Secondary School (VI-X),0.0,163.0,0.0,1.0,119.0
2015,Nashik,Rural,Secondary School (I-X),0.0,225.0,4.0,58.0,27.0
2015,Nashik,Rural,Higher Secondary School (I-XII),0.0,131.0,0.0,14.0,7.0
2015,Nashik,Urban,Primary School (I-V),0.0,90.0,82.0,3.0,96.0
2015,Nashik,Urban,Upper Primary School (I-VIII),1.0,79.0,207.0,1.0,86.0
2015,Nashik,Urban,Secondary School (VI-X),0.0,22.0,11.0,1.0,49.0
2015,Nashik,Urban,Secondary School (I-X),1.0,86.0,4.0,0.0,33.0
2015,Nashik,Urban,Higher Secondary School (I-XII),4.0,45.0,0.0,0.0,9.0
2016,Nashik,Rural,Primary School (I-V),0.0,25.0,2635.0,3.0,225.0
2016,Nashik,Rural,Upper Primary School (I-VIII),0.0,96.0,641.0,11.0,62.0
2016,Nashik,Rural,Secondary School (VI-X),0.0,162.0,0.0,4.0,118.0
2016,Nashik,Rural,Secondary School (I-X),0.0,225.0,4.0,58.0,27.0
2016,Nashik,Rural,Higher Secondary School (I-XII),0.0,128.0,0.0,14.0,8.0
2016,Nashik,Urban,Primary School (I-V),0.0,99.0,89.0,3.0,112.0
2016,Nashik,Urban,Upper Primary School (I-VIII),0.0,83.0,202.0,0.0,93.0
2016,Nashik,Urban,Secondary School (VI-X),0.0,25.0,10.0,0.0,49.0
2016,Nashik,Urban,Secondary School (I-X),1.0,87.0,4.0,0.0,35.0
2016,Nashik,Urban,Higher Secondary School (I-XII),4.0,48.0,0.0,0.0,9.0
2017,Nashik,Rural,Primary School (I-V),,25.0,2609.0,7.0,207.0
2017,Nashik,Rural,Upper Primary School (I-VIII),,103.0,663.0,9.0,90.0
2017,Nashik,Rural,Secondary School (VI-X),,193.0,3.0,4.0,82.0
2017,Nashik,Rural,Secondary School (I-X),,214.0,0.0,52.0,35.0
2017,Nashik,Rural,Higher Secondary School (I-XII),,137.0,0.0,22.0,14.0
2017,Nashik,Urban,Primary School (I-V),,94.0,78.0,6.0,99.0
2017,Nashik,Urban,Upper Primary School (I-VIII),,94.0,210.0,3.0,98.0
2017,Nashik,Urban,Secondary School (VI-X),,34.0,12.0,0.0,34.0
2017,Nashik,Urban,Secondary School (I-X),,82.0,3.0,2.0,60.0
2017,Nashik,Urban,Higher Secondary School (I-XII),,55.0,0.0,5.0,12.0
2018,Nashik,Rural,Primary School (I-V),,26.0,2565.0,7.0,190.0
2018,Nashik,Rural,Upper Primary School (I-VIII),,107.0,665.0,5.0,99.0
2018,Nashik,Rural,Secondary School (VI-X),,214.0,3.0,2.0,63.0
2018,Nashik,Rural,Secondary School (I-X),,214.0,0.0,53.0,42.0
2018,Nashik,Rural,Higher Secondary School (I-XII),,139.0,0.0,22.0,21.0
2018,Nashik,Urban,Primary School (I-V),,98.0,68.0,6.0,94.0
2018,Nashik,Urban,Upper Primary School (I-VIII),,107.0,179.0,4.0,88.0
2018,Nashik,Urban,Secondary School (VI-X),,35.0,11.0,0.0,32.0
2018,Nashik,Urban,Secondary School (I-X),,82.0,2.0,1.0,64.0
2018,Nashik,Urban,Higher Secondary School (I-XII),,55.0,1.0,3.0,15.0
2019,Nashik,Rural,Primary School (I-V),,26.0,2558.0,7.0,178.0
2019,Nashik,Rural,Upper Primary School (I-VIII),,107.0,659.0,4.0,94.0
2019,Nashik,Rural,Secondary School (VI-X),,224.0,3.0,2.0,50.0
2019,Nashik,Rural,Secondary School (I-X),,215.0,0.0,54.0,56.0
2019,Nashik,Rural,Higher Secondary School (I-XII),,139.0,0.0,23.0,36.0
2019,Nashik,Urban,Primary School (I-V),,97.0,70.0,8.0,90.0
2019,Nashik,Urban,Upper Primary School (I-VIII),,108.0,182.0,4.0,93.0
2019,Nashik,Urban,Secondary School (VI-X),,35.0,11.0,0.0,32.0
2019,Nashik,Urban,Secondary School (I-X),,83.0,2.0,3.0,71.0
2019,Nashik,Urban,Higher Secondary School (I-XII),,55.0,1.0,5.0,19.0
2020,Nashik,Rural,Primary School (I-V),,26.0,2556.0,7.0,166.0
2020,Nashik,Rural,Upper Primary School (I-VIII),,108.0,658.0,4.0,99.0
2020,Nashik,Rural,Secondary School (VI-X),,225.0,3.0,3.0,50.0
2020,Nashik,Rural,Secondary School (I-X),,213.0,0.0,54.0,59.0
2020,Nashik,Rural,Higher Secondary School (I-XII),,141.0,0.0,24.0,39.0
2020,Nashik,Urban,Primary School (I-V),,97.0,71.0,8.0,85.0
2020,Nashik,Urban,Upper Primary School (I-VIII),,109.0,178.0,4.0,95.0
2020,Nashik,Urban,Secondary School (VI-X),,34.0,11.0,0.0,32.0
2020,Nashik,Urban,Secondary School (I-X),,82.0,2.0,2.0,68.0
2020,Nashik,Urban,Higher Secondary School (I-XII),,55.0,1.0,5.0,23.0
2021,Nashik,Rural,Primary School (I-V),,24.0,2543.0,5.0,143.0
2021,Nashik,Rural,Upper Primary School (I-VIII),,104.0,656.0,3.0,101.0
2021,Nashik,Rural,Secondary School (VI-X),,223.0,3.0,3.0,46.0
2021,Nashik,Rural,Secondary School (I-X),,212.0,0.0,54.0,70.0
2021,Nashik,Rural,Higher Secondary School (I-XII),,139.0,0.0,25.0,40.0
2021,Nashik,Urban,Primary School (I-V),,98.0,75.0,6.0,84.0
2021,Nashik,Urban,Upper Primary School (I-VIII),,114.0,182.0,4.0,95.0
2021,Nashik,Urban,Secondary School (VI-X),,38.0,11.0,0.0,35.0
2021,Nashik,Urban,Secondary School (I-X),,82.0,2.0,2.0,67.0
2021,Nashik,Urban,Higher Secondary School (I-XII),,58.0,1.0,4.0,29.0
2014,Palghar,Rural,Primary School (I-V),0.0,20.0,1629.0,8.0,34.0
2014,Palghar,Rural,Upper Primary School (I-VIII),0.0,55.0,503.0,18.0,87.0
2014,Palghar,Rural,Secondary School (VI-X),0.0,51.0,4.0,2.0,53.0
2014,Palghar,Rural,Secondary School (I-X),2.0,55.0,1.0,40.0,40.0
2014,Palghar,Rural,Higher Secondary School (I-XII),4.0,28.0,0.0,15.0,5.0
2014,Palghar,Urban,Primary School (I-V),,18.0,29.0,0.0,22.0
2014,Palghar,Urban,Upper Primary School (I-VIII),,15.0,41.0,1.0,124.0
2014,Palghar,Urban,Secondary School (VI-X),,5.0,1.0,0.0,107.0
2014,Palghar,Urban,Secondary School (I-X),,13.0,0.0,0.0,19.0
2014,Palghar,Urban,Higher Secondary School (I-XII),,8.0,0.0,1.0,5.0
2015,Palghar,Rural,Primary School (I-V),0.0,20.0,1632.0,14.0,40.0
2015,Palghar,Rural,Upper Primary School (I-VIII),0.0,58.0,511.0,26.0,112.0
2015,Palghar,Rural,Secondary School (VI-X),0.0,51.0,4.0,5.0,63.0
2015,Palghar,Rural,Secondary School (I-X),1.0,57.0,1.0,42.0,35.0
2015,Palghar,Rural,Higher Secondary School (I-XII),5.0,28.0,0.0,16.0,9.0
2015,Palghar,Urban,Primary School (I-V),0.0,19.0,20.0,2.0,25.0
2015,Palghar,Urban,Upper Primary School (I-VIII),0.0,16.0,39.0,3.0,120.0
2015,Palghar,Urban,Secondary School (VI-X),0.0,7.0,1.0,0.0,101.0
2015,Palghar,Urban,Secondary School (I-X),1.0,12.0,0.0,1.0,19.0
2015,Palghar,Urban,Higher Secondary School (I-XII),0.0,9.0,0.0,1.0,3.0
2016,Palghar,Rural,Primary School (I-V),0.0,21.0,1623.0,10.0,50.0
2016,Palghar,Rural,Upper Primary School (I-VIII),0.0,59.0,513.0,27.0,119.0
2016,Palghar,Rural,Secondary School (VI-X),0.0,52.0,4.0,3.0,60.0
2016,Palghar,Rural,Secondary School (I-X),1.0,58.0,1.0,37.0,40.0
2016,Palghar,Rural,Higher Secondary School (I-XII),2.0,28.0,0.0,22.0,11.0
2016,Palghar,Urban,Primary School (I-V),,19.0,20.0,1.0,20.0
2016,Palghar,Urban,Upper Primary School (I-VIII),,17.0,39.0,4.0,125.0
2016,Palghar,Urban,Secondary School (VI-X),,7.0,1.0,0.0,97.0
2016,Palghar,Urban,Secondary School (I-X),,13.0,0.0,1.0,17.0
2016,Palghar,Urban,Higher Secondary School (I-XII),,8.0,0.0,1.0,4.0
2017,Palghar,Rural,Primary School (I-V),,20.0,1575.0,20.0,57.0
2017,Palghar,Rural,Upper Primary School (I-VIII),,62.0,484.0,60.0,124.0
2017,Palghar,Rural,Secondary School (VI-X),,52.0,5.0,9.0,53.0
2017,Palghar,Rural,Secondary School (I-X),,61.0,27.0,61.0,50.0
2017,Palghar,Rural,Higher Secondary School (I-XII),,29.0,0.0,26.0,17.0
2017,Palghar,Urban,Primary School (I-V),,20.0,16.0,15.0,29.0
2017,Palghar,Urban,Upper Primary School (I-VIII),,16.0,38.0,47.0,138.0
2017,Palghar,Urban,Secondary School (VI-X),,9.0,1.0,1.0,95.0
2017,Palghar,Urban,Secondary School (I-X),,14.0,0.0,15.0,15.0
2017,Palghar,Urban,Higher Secondary School (I-XII),,8.0,0.0,2.0,5.0
2018,Palghar,Rural,Primary School (I-V),,19.0,1570.0,27.0,55.0
2018,Palghar,Rural,Upper Primary School (I-VIII),,62.0,476.0,63.0,125.0
2018,Palghar,Rural,Secondary School (VI-X),,56.0,5.0,5.0,54.0
2018,Palghar,Rural,Secondary School (I-X),,60.0,34.0,61.0,58.0
2018,Palghar,Rural,Higher Secondary School (I-XII),,28.0,0.0,26.0,23.0
2018,Palghar,Urban,Primary School (I-V),,20.0,15.0,14.0,28.0
2018,Palghar,Urban,Upper Primary School (I-VIII),,16.0,38.0,42.0,143.0
2018,Palghar,Urban,Secondary School (VI-X),,11.0,1.0,2.0,86.0
2018,Palghar,Urban,Secondary School (I-X),,14.0,0.0,18.0,17.0
2018,Palghar,Urban,Higher Secondary School (I-XII),,8.0,0.0,2.0,7.0
2019,Palghar,Rural,Primary School (I-V),,18.0,1570.0,19.0,50.0
2019,Palghar,Rural,Upper Primary School (I-VIII),,62.0,469.0,47.0,127.0
2019,Palghar,Rural,Secondary School (VI-X),,59.0,5.0,6.0,51.0
2019,Palghar,Rural,Secondary School (I-X),,59.0,37.0,54.0,66.0
2019,Palghar,Rural,Higher Secondary School (I-XII),,29.0,0.0,27.0,32.0
2019,Palghar,Urban,Primary School (I-V),,21.0,15.0,6.0,26.0
2019,Palghar,Urban,Upper Primary School (I-VIII),,16.0,36.0,33.0,142.0
2019,Palghar,Urban,Secondary School (VI-X),,11.0,1.0,2.0,84.0
2019,Palghar,Urban,Secondary School (I-X),,14.0,2.0,18.0,25.0
2019,Palghar,Urban,Higher Secondary School (I-XII),,8.0,0.0,2.0,15.0
2020,Palghar,Rural,Primary School (I-V),,18.0,1565.0,16.0,48.0
2020,Palghar,Rural,Upper Primary School (I-VIII),,62.0,471.0,42.0,120.0
2020,Palghar,Rural,Secondary School (VI-X),,59.0,5.0,4.0,52.0
2020,Palghar,Rural,Secondary School (I-X),,60.0,39.0,51.0,70.0
2020,Palghar,Rural,Higher Secondary School (I-XII),,29.0,0.0,29.0,37.0
2020,Palghar,Urban,Primary School (I-V),,20.0,14.0,6.0,26.0
2020,Palghar,Urban,Upper Primary School (I-VIII),,17.0,37.0,31.0,141.0
2020,Palghar,Urban,Secondary School (VI-X),,11.0,1.0,2.0,85.0
2020,Palghar,Urban,Secondary School (I-X),,14.0,2.0,18.0,27.0
2020,Palghar,Urban,Higher Secondary School (I-XII),,8.0,0.0,2.0,15.0
2021,Palghar,Rural,Primary School (I-V),,8.0,1476.0,2.0,33.0
2021,Palghar,Rural,Upper Primary School (I-VIII),,47.0,427.0,11.0,54.0
2021,Palghar,Rural,Secondary School (VI-X),,50.0,4.0,1.0,25.0
2021,Palghar,Rural,Secondary School (I-X),,47.0,35.0,32.0,40.0
2021,Palghar,Rural,Higher Secondary School (I-XII),,21.0,0.0,29.0,25.0
2021,Palghar,Urban,Primary School (I-V),,29.0,103.0,13.0,41.0
2021,Palghar,Urban,Upper Primary School (I-VIII),,33.0,82.0,47.0,206.0
2021,Palghar,Urban,Secondary School (VI-X),,20.0,2.0,4.0,112.0
2021,Palghar,Urban,Secondary School (I-X),,27.0,6.0,34.0,60.0
2021,Palghar,Urban,Higher Secondary School (I-XII),,16.0,0.0,3.0,27.0
2012,Parbhani,Rural,Primary School (I-V),,2.0,606.0,4.0,39.0
2012,Parbhani,Rural,Upper Primary School (I-VIII),,16.0,427.0,27.0,11.0
2012,Parbhani,Rural,Secondary School (VI-X),,22.0,0.0,11.0,34.0
2012,Parbhani,Rural,Secondary School (I-X),,55.0,33.0,11.0,11.0
2012,Parbhani,Rural,Higher Secondary School (I-XII),,28.0,0.0,0.0,10.0
2012,Parbhani,Urban,Primary School (I-V),,32.0,14.0,33.0,97.0
2012,Parbhani,Urban,Upper Primary School (I-VIII),,62.0,25.0,16.0,47.0
2012,Parbhani,Urban,Secondary School (VI-X),,18.0,1.0,2.0,39.0
2012,Parbhani,Urban,Secondary School (I-X),,33.0,12.0,8.0,10.0
2012,Parbhani,Urban,Higher Secondary School (I-XII),,19.0,1.0,0.0,3.0
2013,Parbhani,Rural,Primary School (I-V),,7.0,603.0,0.0,45.0
2013,Parbhani,Rural,Upper Primary School (I-VIII),,36.0,426.0,3.0,14.0
2013,Parbhani,Rural,Secondary School (VI-X),,5.0,0.0,60.0,5.0
2013,Parbhani,Rural,Secondary School (I-X),,55.0,33.0,1.0,21.0
2013,Parbhani,Rural,Higher Secondary School (I-XII),,28.0,0.0,0.0,10.0
2013,Parbhani,Urban,Primary School (I-V),0.0,41.0,24.0,0.0,109.0
2013,Parbhani,Urban,Upper Primary School (I-VIII),0.0,74.0,35.0,2.0,43.0
