Year,District,Social Category,Primary School (I-V),Upper Primary School (VI-VIII),Secondary School (IX-X),Higher Secondary School (XI-XII)
2021,Palghar,Overall,351813,214634,127837,86217
2021,Palghar,General,166693,102498,64082,45458
2021,Palghar,OBC,42446,27269,18074,13357
2021,Palghar,SC,10088,6591,4104,2815
2021,Palghar,ST,132586,78276,41577,24587
2021,Parbhani,Overall,186890,111087,71112,52306
2021,Parbhani,General,89708,51231,32041,23039
2021,Parbhani,OBC,63494,39033,25340,19063
2021,Parbhani,SC,26845,16888,11410,8283
2021,Parbhani,ST,6843,3935,2321,1921
2021,Pune,Overall,911348,537356,326281,252337
2021,Pune,General,502621,292884,177861,147350
2021,Pune,OBC,223721,130753,79147,58845
2021,Pune,SC,142644,89180,55156,36484
2021,Pune,ST,42362,24539,14117,9658
2021,Raigad,Overall,231092,141494,85770,63976
2021,Raigad,General,96598,57784,34436,26187
2021,Raigad,OBC,82623,52853,33519,28430
2021,Raigad,SC,17725,10144,6557,4974
2021,Raigad,ST,34146,20713,11258,4385
2021,Ratnagiri,Overall,94198,60108,42560,37022
2021,Ratnagiri,General,29269,18572,12654,11409
2021,Ratnagiri,OBC,55313,35763,25863,22366
2021,Ratnagiri,SC,7496,4589,3433,3014
2021,Ratnagiri,ST,2120,1184,610,233
2021,Sangli,Overall,212591,132130,87348,70207
2021,Sangli,General,103034,64525,43795,36012
2021,Sangli,OBC,77782,48100,30642,23759
2021,Sangli,SC,30174,18642,12357,10102
2021,Sangli,ST,1601,863,554,334
2021,Satara,Overall,200370,127227,85161,74708
2021,Satara,General,103473,66629,44948,41917
2021,Satara,OBC,68058,41855,27869,22926
2021,Satara,SC,25551,16266,10723,9223
2021,Satara,ST,3288,2477,1621,642
2021,Sindhudurg,Overall,42836,27784,20168,19373
2021,Sindhudurg,General,22946,15158,11135,10576
2021,Sindhudurg,OBC,15883,10330,7379,7335
2021,Sindhudurg,SC,3140,1932,1428,1293
2021,Sindhudurg,ST,867,364,226,169
2021,Solapur,Overall,372077,229005,149850,105731
2021,Solapur,General,159616,99173,65082,48382
2021,Solapur,OBC,145231,88816,58025,40319
2021,Solapur,SC,58690,36453,24179,15921
2021,Solapur,ST,8540,4563,2564,1109
2021,Thane,Overall,726881,446841,273612,190935
2021,Thane,General,456373,279823,172384,123535
2021,Thane,OBC,155722,96462,58047,40732
2021,Thane,SC,68261,42513,26965,18320
2021,Thane,ST,46525,28043,16216,8348
2021,Wardha,Overall,88784,55102,36814,33289
2021,Wardha,General,9748,5857,4012,3650
2021,Wardha,OBC,52950,32922,21934,19818
2021,Wardha,SC,13028,8389,5686,5662
2021,Wardha,ST,13058,7934,5182,4159
2021,Washim,Overall,100627,63712,43934,39108
2021,Washim,General,17637,10691,7102,7607
2021,Washim,OBC,55502,35946,24902,21463
2021,Washim,SC,18599,12153,8771,7970
2021,Washim,ST,8889,4922,3159,2068
2021,Yavatmal,Overall,223588,137261,85904,65976
2021,Yavatmal,General,38695,22700,13158,10117
2021,Yavatmal,OBC,114794,72529,46397,35751
2021,Yavatmal,SC,25092,15915,10133,8142
2021,Yavatmal,ST,45007,26117,16216,11966
2024,Ahilyanagar,Overall,347775,219898,152870,119030
2024,Ahilyanagar,General,148717,96171,68534,56739
2024,Ahilyanagar,OBC,107575,66808,46491,38672
2024,Ahilyanagar,SC,47688,29231,20383,15287
2024,Ahilyanagar,ST,43795,27688,17462,8332
2024,Akola,Overall,137000,83446,57052,46848
2024,Akola,General,42493,23772,15501,12137
2024,Akola,OBC,56925,36795,25535,22273
2024,Akola,SC,28838,18233,12978,10511
2024,Akola,ST,8744,4646,3038,1927
2024,Amravati,Overall,209967,116768,84624,64514
2024,Amravati,General,47928,24513,16940,12073
2024,Amravati,OBC,90254,53060,38303,31109
2024,Amravati,SC,31524,18461,13970,11800
2024,Amravati,ST,40261,20734,15411,9532
2024,Beed,Overall,218851,138521,92461,78024
2024,Beed,General,103243,64631,42642,36785
2024,Beed,OBC,80419,51587,34833,29865
2024,Beed,SC,29945,19030,13088,10304
2024,Beed,ST,5244,3273,1898,1070
2024,Bhandara,Overall,81057,47105,33851,32997
2024,Bhandara,General,3062,1736,1285,1223
2024,Bhandara,OBC,61581,35401,25282,24661
2024,Bhandara,SC,10441,6444,4785,4888
2024,Bhandara,ST,5973,3524,2499,2225
2024,Buldhana,Overall,209950,131484,89385,66615
2024,Buldhana,General,43384,25019,16511,11341
2024,Buldhana,OBC,115294,74627,51179,39489
2024,Buldhana,SC,37480,23858,17159,13266
2024,Buldhana,ST,13792,7980,4536,2519
2024,Chandrapur,Overall,146613,88802,64637,53623
2024,Chandrapur,General,14007,8473,5793,4566
2024,Chandrapur,OBC,81434,49546,36187,30480
2024,Chandrapur,SC,22087,13457,9832,8526
2024,Chandrapur,ST,29085,17326,12825,10051
2024,Chh. Sambhaji Nagar,Overall,380724,232999,149000,108852
2024,Chh. Sambhaji Nagar,General,209477,124299,78199,54806
2024,Chh. Sambhaji Nagar,OBC,95044,61507,41004,33387
2024,Chh. Sambhaji Nagar,SC,55592,35254,23149,16722
2024,Chh. Sambhaji Nagar,ST,20611,11939,6648,3937
2024,Dharashiv,Overall,119085,70921,47915,29785
2024,Dharashiv,General,61432,36879,24987,15735
2024,Dharashiv,OBC,36028,21019,14149,8748
2024,Dharashiv,SC,17781,10786,7478,4657
2024,Dharashiv,ST,3844,2237,1301,645
2024,Dhule,Overall,193828,117361,74297,47617
2024,Dhule,General,21200,12517,8416,6102
2024,Dhule,OBC,71726,45802,32039,25404
2024,Dhule,SC,9710,6182,4280,3346
2024,Dhule,ST,91192,52860,29562,12765
2024,Gadchiroli,Overall,82339,45283,31238,25914
2024,Gadchiroli,General,7211,4003,2776,2395
2024,Gadchiroli,OBC,32352,18271,12924,11407
2024,Gadchiroli,SC,8328,4598,3206,2904
2024,Gadchiroli,ST,34448,18411,12332,9208
2024,Gondia,Overall,96626,52421,40244,36628
2024,Gondia,General,6147,3469,2517,2329
2024,Gondia,OBC,62215,33093,25601,23450
2024,Gondia,SC,11240,6374,4916,4604
2024,Gondia,ST,17024,9485,7210,6245
2024,Hingoli,Overall,93135,57610,36090,27679
2024,Hingoli,General,38498,23830,14851,11540
2024,Hingoli,OBC,29228,18429,11441,8561
2024,Hingoli,SC,15551,9905,6646,5239
2024,Hingoli,ST,9858,5446,3152,2339
2024,Jalgaon,Overall,355974,223146,144193,89400
2024,Jalgaon,General,66906,39082,24435,14789
2024,Jalgaon,OBC,168943,111582,75358,53729
2024,Jalgaon,SC,30597,19548,13606,9015
2024,Jalgaon,ST,89528,52934,30794,11867
2024,Jalna,Overall,169020,105187,68390,58708
2024,Jalna,General,80224,49644,32195,27135
2024,Jalna,OBC,58240,36410,23931,21532
2024,Jalna,SC,25051,15936,10381,8518
2024,Jalna,ST,5505,3197,1883,1523
2024,Kolhapur,Overall,262166,168885,115804,97298
2024,Kolhapur,General,158117,103585,70941,61026
2024,Kolhapur,OBC,64685,40994,28118,22865
2024,Kolhapur,SC,37631,23451,16247,13019
2024,Kolhapur,ST,1733,855,498,388
2024,Latur,Overall,195520,128547,89184,66849
2024,Latur,General,96678,61097,41238,31440
2024,Latur,OBC,57245,39293,27769,20661
2024,Latur,SC,35604,23895,16838,12553
2024,Latur,ST,5993,4262,3339,2195
2024,Mumbai,Overall,222452,340636,260799,280140
2024,Mumbai,General,198850,292217,219143,233313
2024,Mumbai,OBC,12251,25048,21222,26107
2024,Mumbai,SC,10317,21640,18998,19233
2024,Mumbai,ST,1034,1731,1436,1487
2024,Mumbai Suburban,Overall,537183,94811,38458,0
2024,Mumbai Suburban,General,468615,81179,33117,0
2024,Mumbai Suburban,OBC,33949,5846,2099,0
2024,Mumbai Suburban,SC,32159,7156,2987,0
2024,Mumbai Suburban,ST,2460,630,255,0
2024,Nagpur,Overall,358005,202190,142395,127882
2024,Nagpur,General,73684,41426,27806,24348
2024,Nagpur,OBC,189768,106706,75807,70041
2024,Nagpur,SC,63610,36188,25830,23511
2024,Nagpur,ST,30943,17870,12952,9982
2024,Nanded,Overall,273532,169699,110193,78660
2024,Nanded,General,105720,63629,40011,28559
2024,Nanded,OBC,93928,59521,39184,28076
2024,Nanded,SC,50416,31719,21329,15500
2024,Nanded,ST,23468,14830,9669,6525
2024,Nandurbar,Overall,156589,89970,56919,36189
2024,Nandurbar,General,10601,6492,4347,3964
2024,Nandurbar,OBC,22238,13760,9459,7924
2024,Nandurbar,SC,3597,2317,1679,1490
2024,Nandurbar,ST,120153,67401,41434,22811
2024,Nashik,Overall,582369,344538,221146,147998
2024,Nashik,General,161355,96184,62962,44851
2024,Nashik,OBC,181252,104925,70654,51995
2024,Nashik,SC,52603,31582,21312,14998
2024,Nashik,ST,187159,111847,66218,36154
2024,Palghar,Overall,336883,201252,119564,80259
2024,Palghar,General,160104,91676,57499,39298
2024,Palghar,OBC,43049,26538,18007,14070
2024,Palghar,SC,8522,5395,3528,2584
2024,Palghar,ST,125208,77643,40530,24307
2024,Parbhani,Overall,159127,98159,65370,47769
2024,Parbhani,General,78338,46818,30925,21677
2024,Parbhani,OBC,53721,34176,22801,17726
2024,Parbhani,SC,22175,13824,9563,6845
2024,Parbhani,ST,4893,3341,2081,1521
2024,Pune,Overall,979101,560250,343791,262738
2024,Pune,General,534658,304163,187768,147103
2024,Pune,OBC,257556,146283,88528,68088
2024,Pune,SC,149140,88159,54701,38975
2024,Pune,ST,37747,21645,12794,8572
2024,Raigad,Overall,241847,134915,88590,64360
2024,Raigad,General,107011,58689,37880,27563
2024,Raigad,OBC,84618,48244,33791,27427
2024,Raigad,SC,17692,10158,6488,4938
2024,Raigad,ST,32526,17824,10431,4432
2024,Ratnagiri,Overall,84053,53688,37954,31601
2024,Ratnagiri,General,28106,16355,11739,9444
2024,Ratnagiri,OBC,47605,32112,22691,19434
2024,Ratnagiri,SC,6594,4264,2963,2448
2024,Ratnagiri,ST,1748,957,561,275
2024,Sangli,Overall,202266,124891,86701,65029
2024,Sangli,General,94672,59484,41586,32215
2024,Sangli,OBC,77722,47454,32594,23682
2024,Sangli,SC,28572,17205,12073,8859
2024,Sangli,ST,1300,748,448,273
2024,Satara,Overall,181952,116184,80670,66702
2024,Satara,General,90363,59110,41818,36177
2024,Satara,OBC,64898,40386,27090,21325
2024,Satara,SC,23600,14890,10444,8391
2024,Satara,ST,3091,1798,1318,809
2024,Sindhudurg,Overall,38182,24678,17738,16243
2024,Sindhudurg,General,19966,13169,9502,8948
2024,Sindhudurg,OBC,14856,9428,6838,6095
2024,Sindhudurg,SC,2794,1792,1247,1103
2024,Sindhudurg,ST,566,289,151,97
2024,Solapur,Overall,350273,206846,140740,96719
2024,Solapur,General,148318,88115,60033,42988
2024,Solapur,OBC,140890,82705,56200,38220
2024,Solapur,SC,53886,31972,22190,14394
2024,Solapur,ST,7179,4054,2317,1117
2024,Thane,Overall,738264,419371,264952,195122
2024,Thane,General,482661,266799,168150,125064
2024,Thane,OBC,149657,89127,57321,44280
2024,Thane,SC,63667,38083,24746,18155
2024,Thane,ST,42279,25362,14735,7623
2024,Wardha,Overall,84984,50021,36063,29802
2024,Wardha,General,8471,4939,3517,2966
2024,Wardha,OBC,51947,30517,21885,18573
2024,Wardha,SC,12524,7345,5421,4474
2024,Wardha,ST,12042,7220,5240,3789
2024,Washim,Overall,91161,57664,41363,37318
2024,Washim,General,15834,9406,6543,5863
2024,Washim,OBC,50977,33060,23825,22394
2024,Washim,SC,16189,10628,7903,7109
2024,Washim,ST,8161,4570,3092,1952
2024,Yavatmal,Overall,201979,126324,87134,64269
2024,Yavatmal,General,33537,19916,13386,9310
2024,Yavatmal,OBC,106432,67791,47172,35992
2024,Yavatmal,SC,21755,13894,10007,7455
2024,Yavatmal,ST,40255,24723,16569,11512
