Year,District,Age Group,Gender,Primary,Middle,Matriculation/Secondary,Higher Secondary/ Intermediate/ Pre University/ Senior Secondary,Non technical diploma or certificate not equal to degree,Technical diploma or certificate not equal to degree,Graduate and above
2001,Pune,60-64,Female,9801,1675,5714,1526,20,238,4084
2001,Raigad,60-64,Female,2348,270,569,158,0,20,207
2001,Ratnagiri,60-64,Female,2640,200,376,72,0,12,140
2001,Sangli,60-64,Female,3735,273,678,189,0,65,335
2001,Satara,60-64,Female,4331,325,691,144,1,47,296
2001,Sindhudurg,60-64,Female,2333,174,275,85,0,17,115
2001,Solapur,60-64,Female,3970,467,816,210,1,34,307
2001,Thane,60-64,Female,10722,2654,6516,1578,18,218,2278
2001,Wardha,60-64,Female,984,362,386,72,1,19,116
2001,Washim,60-64,Female,745,159,134,24,0,1,30
2001,Yavatmal,60-64,Female,1476,379,350,95,0,9,118
2011,Ahilyanagar,60-64,Female,7236,1398,2217,515,4,105,1063
2011,Akola,60-64,Female,3941,1390,1656,449,3,40,636
2011,Amravati,60-64,Female,6742,3223,3150,830,2,83,1262
2011,Beed,60-64,Female,2480,561,668,183,1,9,248
2011,Bhandara,60-64,Female,1257,785,668,163,0,63,270
2011,Buldhana,60-64,Female,3948,990,1119,238,0,28,331
2011,Chandrapur,60-64,Female,2305,1200,1170,254,3,28,418
2011,Chhatrapati Sambhaji Nagar,60-64,Female,4209,1176,1907,641,12,62,1259
2011,Dharashiv,60-64,Female,2748,588,684,172,0,18,225
2011,Dhule,60-64,Female,4027,734,1116,228,4,39,474
2011,Gadchiroli,60-64,Female,464,180,145,48,1,3,54
2011,Gondia,60-64,Female,1277,547,474,129,0,22,175
2011,Hingoli,60-64,Female,1055,219,240,76,0,2,72
2011,Jalgaon,60-64,Female,9624,2163,3395,662,7,214,1067
2011,Jalna,60-64,Female,1781,405,450,124,0,6,134
2011,Kolhapur,60-64,Female,8820,1508,3671,806,6,83,1589
2011,Latur,60-64,Female,3226,829,971,299,1,15,400
2011,Mumbai City,60-64,Female,9332,2975,6667,4307,38,191,6823
2011,Mumbai Suburban,60-64,Female,22921,7875,19747,13356,80,777,18975
2011,Nagpur,60-64,Female,6709,4874,6344,2025,16,220,4963
2011,Nanded,60-64,Female,3076,806,802,359,4,12,384
2011,Nandurbar,60-64,Female,1525,327,505,90,1,10,137
2011,Nashik,60-64,Female,9961,2353,4262,1029,14,139,2206
2011,Parbhani,60-64,Female,1890,438,486,168,0,9,175
2011,Pune,60-64,Female,18501,4673,12216,5442,102,426,12555
2011,Raigad,60-64,Female,5021,1035,1846,852,3,59,1020
2011,Ratnagiri,60-64,Female,5405,633,1366,266,1,21,610
2011,Sangli,60-64,Female,7655,1249,2421,573,2,149,1358
2011,Satara,60-64,Female,9462,1419,2668,549,1,92,1238
2011,Sindhudurg,60-64,Female,4431,542,1024,280,1,28,444
2011,Solapur,60-64,Female,7803,1392,2435,573,6,77,1151
2011,Thane,60-64,Female,20305,7238,15267,7247,67,495,8212
2011,Wardha,60-64,Female,2458,1359,1353,280,0,63,474
2011,Washim,60-64,Female,1762,408,545,124,0,11,128
2011,Yavatmal,60-64,Female,3798,1397,1336,350,1,37,493
1991,Ahilyanagar,65-69,Male,5040,2990,1050,80,20,30,230
1991,Amravati,65-69,Male,5622,2540,1020,170,0,40,270
1991,Beed,65-69,Male,2560,790,300,30,0,30,90
1991,Buldhana,65-69,Male,4170,1750,290,30,0,50,100
1991,Chandrapur,65-69,Male,2490,630,360,40,0,40,90
1991,Chhatrapati Sambhaji Nagar,65-69,Male,3660,980,610,90,10,30,270
1991,Dharashiv,65-69,Male,2220,890,230,10,0,20,70
1991,Gadchiroli,65-69,Male,719,180,80,0,0,0,0
1991,Jalgaon,65-69,Male,7350,5030,1550,160,40,370,510
1991,Jalna,65-69,Male,2150,470,190,20,0,10,60
1991,Kolhapur,65-69,Male,4710,3430,1170,150,0,50,270
1991,Latur,65-69,Male,2620,680,110,50,0,30,60
1991,Nagpur,65-69,Male,6990,2000,2200,440,0,140,1530
1991,Nashik,65-69,Male,5740,3210,1580,70,0,220,390
1991,Parbhani,65-69,Male,2780,630,360,40,10,50,40
1991,Pune,65-69,Male,7300,4950,4420,490,30,250,2590
1991,Raigad,65-69,Male,3140,1230,510,80,0,20,90
1991,Ratnagiri,65-69,Male,3900,1281,720,40,0,40,70
1991,Sangli,65-69,Male,3890,2910,990,140,20,40,370
1991,Satara,65-69,Male,5200,3740,1020,70,20,130,220
1991,Sindhudurg,65-69,Male,3140,1330,660,50,0,20,80
1991,Solapur,65-69,Male,5310,3450,1200,160,10,100,370
1991,Thane,65-69,Male,5560,3000,4590,460,30,150,1000
1991,Wardha,65-69,Male,2655,860,370,40,0,20,90
1991,Yavatmal,65-69,Male,3990,1130,400,70,10,60,110
2001,Ahilyanagar,65-69,Male,11716,1387,3060,575,2,185,954
2001,Akola,65-69,Male,3668,1205,2005,324,13,71,738
2001,Amravati,65-69,Male,5877,1862,2736,457,21,147,1289
2001,Beed,65-69,Male,4326,763,1557,286,2,35,464
2001,Bhandara,65-69,Male,1064,355,634,105,3,52,252
2001,Buldhana,65-69,Male,5007,1173,1921,298,10,79,531
2001,Chandrapur,65-69,Male,2097,655,1086,176,10,36,352
2001,Chhatrapati Sambhaji Nagar,65-69,Male,4914,1057,2221,494,3,109,1211
2001,Dharashiv,65-69,Male,4153,928,1486,279,2,37,389
2001,Dhule,65-69,Male,6577,707,1455,244,3,207,537
2001,Gadchiroli,65-69,Male,656,158,167,31,1,7,40
2001,Gondia,65-69,Male,1128,278,487,94,4,56,231
2001,Hingoli,65-69,Male,1596,416,536,113,0,10,148
2001,Jalgaon,65-69,Male,14897,2505,4700,819,5,381,1234
2001,Jalna,65-69,Male,3112,687,906,190,1,14,180
2001,Kolhapur,65-69,Male,9092,1124,3346,685,4,213,1481
2001,Latur,65-69,Male,4559,1023,1838,521,1,42,663
2001,Mumbai City,65-69,Male,5771,2542,7076,2281,29,310,4951
2001,Mumbai Suburban,65-69,Male,12089,4791,16401,5468,78,994,11970
2001,Nagpur,65-69,Male,4197,2230,4428,1052,35,363,3715
2001,Nanded,65-69,Male,3973,877,1499,385,4,40,608
2001,Nandurbar,65-69,Male,2610,314,588,125,2,74,194
2001,Nashik,65-69,Male,10461,1506,3925,737,5,329,1565
2001,Parbhani,65-69,Male,2905,690,1038,190,1,24,352
2001,Pune,65-69,Male,15072,2543,8412,2119,34,886,6299
2001,Raigad,65-69,Male,4081,646,1473,293,2,90,431
2001,Ratnagiri,65-69,Male,4314,686,1331,225,3,42,306
2001,Sangli,65-69,Male,9769,1046,2748,612,8,283,1060
2001,Satara,65-69,Male,12088,1510,3166,508,3,171,881
2001,Sindhudurg,65-69,Male,3671,623,1284,321,2,36,250
2001,Solapur,65-69,Male,9830,1392,3156,763,3,147,1006
2001,Thane,65-69,Male,9863,2911,10710,2901,28,650,4595
2001,Wardha,65-69,Male,2059,774,1162,252,7,63,506
2001,Washim,65-69,Male,2108,470,724,121,3,31,164
2001,Yavatmal,65-69,Male,3843,1054,1487,368,13,67,572
2011,Ahilyanagar,65-69,Male,10473,2639,6108,1476,14,401,2916
2011,Akola,65-69,Male,3232,1914,3225,1039,11,191,1578
2011,Amravati,65-69,Male,5820,3908,5367,1755,14,378,3112
2011,Beed,65-69,Male,4754,1766,3232,954,3,91,1515
2011,Bhandara,65-69,Male,1329,1088,1707,470,2,144,797
2011,Buldhana,65-69,Male,5335,2431,3969,994,8,213,1457
2011,Chandrapur,65-69,Male,2584,1720,2702,856,4,191,1093
2011,Chhatrapati Sambhaji Nagar,65-69,Male,5305,2352,4465,1570,24,351,3030
2011,Dharashiv,65-69,Male,3894,1668,2976,903,3,122,1307
2011,Dhule,65-69,Male,4285,1180,2948,636,16,376,1181
2011,Gadchiroli,65-69,Male,1095,480,563,158,1,29,172
2011,Gondia,65-69,Male,1707,832,1208,386,1,150,624
2011,Hingoli,65-69,Male,1643,687,1039,310,1,23,515
2011,Jalgaon,65-69,Male,10235,3371,8284,1692,49,1003,2869
2011,Jalna,65-69,Male,3457,1422,1960,531,0,30,705
2011,Kolhapur,65-69,Male,9351,2604,7845,1696,33,517,3373
2011,Latur,65-69,Male,4143,1968,3746,1234,14,185,2142
2011,Mumbai City,65-69,Male,4982,2972,7575,4481,54,681,5655
2011,Mumbai Suburban,65-69,Male,13049,7296,19750,12157,278,2558,18879
2011,Nagpur,65-69,Male,5029,4348,7764,2922,36,808,7177
2011,Nanded,65-69,Male,4308,1966,3057,1280,6,147,1871
2011,Nandurbar,65-69,Male,1861,519,1310,291,10,96,462
2011,Nashik,65-69,Male,10181,3386,8274,1890,48,1030,3633
2011,Parbhani,65-69,Male,2970,1224,1848,604,4,64,902
2011,Pune,65-69,Male,16050,5450,15521,5516,354,2435,12844
2011,Raigad,65-69,Male,4911,1640,3250,1069,21,219,1392
2011,Ratnagiri,65-69,Male,5776,1429,2910,455,4,85,613
2011,Sangli,65-69,Male,8304,1994,5428,1275,36,549,2530
2011,Satara,65-69,Male,9948,2671,6482,1285,31,375,2372
2011,Sindhudurg,65-69,Male,3878,1199,2480,544,3,49,450
2011,Solapur,65-69,Male,10181,2566,6127,1538,23,425,2995
2011,Thane,65-69,Male,12289,6599,18015,8333,210,1760,9250
2011,Wardha,65-69,Male,2481,1804,2503,826,3,187,1324
2011,Washim,65-69,Male,2363,857,1554,498,2,67,620
2011,Yavatmal,65-69,Male,4208,2134,3362,1053,3,163,1617
1991,Ahilyanagar,65-69,Female,1160,550,120,20,0,30,40
1991,Amravati,65-69,Female,1510,410,150,20,0,20,50
1991,Beed,65-69,Female,260,30,10,10,0,0,10
1991,Buldhana,65-69,Female,950,250,10,0,0,10,30
1991,Chandrapur,65-69,Female,440,60,20,0,0,0,40
1991,Chhatrapati Sambhaji Nagar,65-69,Female,710,290,120,10,0,10,20
1991,Dharashiv,65-69,Female,300,80,0,0,0,0,0
1991,Gadchiroli,65-69,Female,50,20,0,0,0,0,0
1991,Jalgaon,65-69,Female,1710,740,120,10,0,40,30
1991,Jalna,65-69,Female,190,60,10,0,0,0,0
1991,Kolhapur,65-69,Female,1240,630,200,40,0,30,30
1991,Latur,65-69,Female,140,70,0,0,0,0,0
1991,Nagpur,65-69,Female,2150,800,580,60,0,10,390
1991,Nashik,65-69,Female,1300,740,250,10,0,60,40
1991,Parbhani,65-69,Female,410,80,20,0,0,0,0
1991,Pune,65-69,Female,3590,2520,1820,260,0,120,830
1991,Raigad,65-69,Female,1000,380,130,20,0,10,10
1991,Ratnagiri,65-69,Female,960,440,40,10,10,0,0
1991,Sangli,65-69,Female,969,430,120,20,0,10,50
1991,Satara,65-69,Female,1100,590,120,10,0,0,10
1991,Sindhudurg,65-69,Female,850,220,50,0,0,0,0
1991,Solapur,65-69,Female,1370,410,180,10,0,20,60
1991,Thane,65-69,Female,3390,2080,1200,90,10,40,270
1991,Wardha,65-69,Female,590,200,100,0,0,10,0
1991,Yavatmal,65-69,Female,770,140,30,0,0,10,0
2001,Ahilyanagar,65-69,Female,3661,316,487,94,1,28,189
2001,Akola,65-69,Female,1422,399,372,49,1,8,90
2001,Amravati,65-69,Female,2302,602,551,65,1,25,159
2001,Beed,65-69,Female,976,100,101,22,0,0,39
2001,Bhandara,65-69,Female,200,71,78,7,0,5,20
2001,Buldhana,65-69,Female,1215,224,213,20,0,8,40
2001,Chandrapur,65-69,Female,447,186,160,32,0,4,41
2001,Chhatrapati Sambhaji Nagar,65-69,Female,1678,294,510,91,1,17,218
2001,Dharashiv,65-69,Female,958,104,111,12,0,4,15
2001,Dhule,65-69,Female,2411,127,167,36,0,22,81
2001,Gadchiroli,65-69,Female,105,22,16,2,0,2,2
2001,Gondia,65-69,Female,234,79,71,9,0,3,19
2001,Hingoli,65-69,Female,346,52,39,11,0,1,13
2001,Jalgaon,65-69,Female,5813,654,604,146,0,59,161
2001,Jalna,65-69,Female,688,131,98,14,0,2,14
2001,Kolhapur,65-69,Female,3113,296,624,139,0,27,223
2001,Latur,65-69,Female,985,142,122,36,0,0,41
2001,Mumbai City,65-69,Female,6193,1656,4137,1453,16,87,2605
2001,Mumbai Suburban,65-69,Female,13145,3510,8673,2357,22,353,3916
2001,Nagpur,65-69,Female,2298,1231,1858,375,8,59,1070
2001,Nanded,65-69,Female,904,143,147,37,0,0,50
2001,Nandurbar,65-69,Female,801,55,77,9,0,5,20
2001,Nashik,65-69,Female,4267,444,878,165,1,51,379
2001,Parbhani,65-69,Female,635,107,109,20,1,1,21
2001,Pune,65-69,Female,8439,1370,4291,1099,19,203,2587
2001,Raigad,65-69,Female,1773,212,366,93,0,18,117
2001,Ratnagiri,65-69,Female,1952,148,219,32,0,9,71
2001,Sangli,65-69,Female,3017,220,434,107,2,59,217
2001,Satara,65-69,Female,3522,260,441,85,0,18,117
2001,Sindhudurg,65-69,Female,1678,105,177,52,0,3,69
2001,Solapur,65-69,Female,3325,373,541,155,0,25,174
2001,Thane,65-69,Female,8316,1762,4097,988,13,158,1136
2001,Wardha,65-69,Female,734,241,231,50,0,12,64
2001,Washim,65-69,Female,521,96,82,11,0,3,17
2001,Yavatmal,65-69,Female,979,291,192,56,1,4,88
2011,Ahilyanagar,65-69,Female,5157,827,1368,409,0,120,598
2011,Akola,65-69,Female,2407,873,1035,261,0,41,295
2011,Amravati,65-69,Female,4734,2014,1814,465,4,82,606
2011,Beed,65-69,Female,1690,366,464,172,0,7,128
2011,Bhandara,65-69,Female,590,393,354,109,0,42,129
2011,Buldhana,65-69,Female,2489,684,680,155,1,30,152
2011,Chandrapur,65-69,Female,1172,647,693,160,2,37,218
2011,Chhatrapati Sambhaji Nagar,65-69,Female,2851,784,1339,521,8,36,680
2011,Dharashiv,65-69,Female,1926,405,470,160,2,8,119
2011,Dhule,65-69,Female,2951,452,734,195,2,65,225
2011,Gadchiroli,65-69,Female,281,132,94,19,0,4,20
2011,Gondia,65-69,Female,541,294,281,89,0,21,73
2011,Hingoli,65-69,Female,619,154,155,41,0,0,34
2011,Jalgaon,65-69,Female,7765,1308,1990,466,7,187,532
2011,Jalna,65-69,Female,1253,324,339,105,0,8,95
2011,Kolhapur,65-69,Female,5789,916,1879,530,4,71,809
2011,Latur,65-69,Female,2035,486,678,210,0,11,220
2011,Mumbai City,65-69,Female,6100,1793,4261,3203,38,189,4406
2011,Mumbai Suburban,65-69,Female,15246,5095,12314,9069,64,813,10114
2011,Nagpur,65-69,Female,4131,2521,3745,1196,12,184,2574
2011,Nanded,65-69,Female,1755,444,533,198,3,9,201
2011,Nandurbar,65-69,Female,1177,190,308,71,1,10,77
2011,Nashik,65-69,Female,6680,1420,2427,641,4,155,1142
2011,Parbhani,65-69,Female,1109,275,312,90,2,6,111
2011,Pune,65-69,Female,11923,2659,7499,3605,90,357,6663
2011,Raigad,65-69,Female,3138,619,1128,490,2,57,534
2011,Ratnagiri,65-69,Female,3967,398,666,150,2,17,244
2011,Sangli,65-69,Female,4978,683,1362,396,6,152,630
2011,Satara,65-69,Female,5963,718,1383,380,5,91,608
2011,Sindhudurg,65-69,Female,3317,328,520,171,1,25,176
2011,Solapur,65-69,Female,5324,883,1461,387,5,80,623
2011,Thane,65-69,Female,12448,4237,8645,4441,46,447,4052
2011,Wardha,65-69,Female,1533,715,708,166,0,64,196
2011,Washim,65-69,Female,1057,277,285,88,0,12,64
2011,Yavatmal,65-69,Female,2277,870,865,227,1,19,231
1991,Ahilyanagar,70-74,Male,3080,1760,600,140,0,20,180
1991,Amravati,70-74,Male,4170,1830,650,80,0,60,70
1991,Beed,70-74,Male,1590,650,220,30,0,10,40
1991,Buldhana,70-74,Male,2750,1540,180,40,10,20,90
1991,Chandrapur,70-74,Male,1900,600,130,20,10,30,70
1991,Chhatrapati Sambhaji Nagar,70-74,Male,2280,720,420,100,0,10,140
1991,Dharashiv,70-74,Male,1450,470,100,10,0,10,20
1991,Gadchiroli,70-74,Male,400,110,40,10,10,0,0
1991,Jalgaon,70-74,Male,4600,3160,1130,110,20,180,110
1991,Jalna,70-74,Male,1300,310,100,10,0,0,10
1991,Kolhapur,70-74,Male,3320,2400,510,140,0,70,200
1991,Latur,70-74,Male,1590,490,80,10,0,20,40
1991,Nagpur,70-74,Male,4770,1440,1410,190,10,70,720
1991,Nashik,70-74,Male,3310,2050,850,120,0,80,270
1991,Parbhani,70-74,Male,2240,440,190,30,0,10,30
1991,Pune,70-74,Male,5340,3680,3290,350,0,310,1590
1991,Raigad,70-74,Male,1720,840,370,30,0,30,70
1991,Ratnagiri,70-74,Male,2300,860,330,10,0,0,110
1991,Sangli,70-74,Male,2740,1950,630,50,30,60,150
1991,Satara,70-74,Male,3480,2700,560,80,30,60,130
1991,Sindhudurg,70-74,Male,2200,770,370,0,10,0,90
1991,Solapur,70-74,Male,3810,2170,790,70,10,20,160
1991,Thane,70-74,Male,3300,1900,2520,270,30,110,830
1991,Wardha,70-74,Male,1940,640,340,40,10,30,70
1991,Yavatmal,70-74,Male,2480,900,390,50,10,10,40
2001,Ahilyanagar,70-74,Male,6536,543,1535,289,1,128,533
2001,Akola,70-74,Male,2143,532,973,125,3,28,298
2001,Amravati,70-74,Male,3597,908,1334,232,4,64,599
2001,Beed,70-74,Male,2560,375,655,108,1,14,187
2001,Bhandara,70-74,Male,586,178,223,46,0,17,98
2001,Buldhana,70-74,Male,2601,478,750,104,2,39,242
2001,Chandrapur,70-74,Male,1110,325,529,90,0,15,135
2001,Chhatrapati Sambhaji Nagar,70-74,Male,2870,460,1028,220,0,42,601
2001,Dharashiv,70-74,Male,2568,363,598,108,0,14,156
2001,Dhule,70-74,Male,3611,279,705,127,2,137,323
2001,Gadchiroli,70-74,Male,343,103,63,11,0,1,19
2001,Gondia,70-74,Male,590,150,217,28,0,20,77
2001,Hingoli,70-74,Male,916,177,196,46,1,3,60
2001,Jalgaon,70-74,Male,8084,1034,2247,445,6,270,771
2001,Jalna,70-74,Male,1678,307,373,86,2,4,83
2001,Kolhapur,70-74,Male,5680,467,1568,285,3,95,701
2001,Latur,70-74,Male,2759,429,742,190,0,13,221
2001,Mumbai City,70-74,Male,4119,1383,4718,1469,20,205,3322
2001,Mumbai Suburban,70-74,Male,7893,2633,9998,3017,35,503,6851
2001,Nagpur,70-74,Male,2805,1273,2571,556,13,147,2112
2001,Nanded,70-74,Male,2336,421,657,144,1,14,237
2001,Nandurbar,70-74,Male,1336,133,298,58,0,49,98
2001,Nashik,70-74,Male,6057,687,2279,406,5,167,850
2001,Parbhani,70-74,Male,1570,318,497,77,1,7,124
2001,Pune,70-74,Male,9494,1270,5303,1331,18,507,3864
2001,Raigad,70-74,Male,2411,339,937,171,2,51,220
2001,Ratnagiri,70-74,Male,2535,311,806,110,3,22,163
2001,Sangli,70-74,Male,6234,446,1445,347,3,141,612
2001,Satara,70-74,Male,7621,538,1548,284,2,101,451
2001,Sindhudurg,70-74,Male,2199,340,775,182,1,25,150
2001,Solapur,70-74,Male,6501,729,1785,446,3,81,543
2001,Thane,70-74,Male,6426,1453,5826,1532,11,285,2347
2001,Wardha,70-74,Male,1127,394,622,138,3,21,229
2001,Washim,70-74,Male,1063,192,280,46,1,13,85
2001,Yavatmal,70-74,Male,1879,535,596,153,5,25,251
2011,Ahilyanagar,70-74,Male,8118,1310,2748,759,11,230,1292
2011,Akola,70-74,Male,2193,967,1720,448,8,133,752
2011,Amravati,70-74,Male,4083,2044,2692,830,11,316,1558
2011,Beed,70-74,Male,2982,698,1432,419,2,40,621
2011,Bhandara,70-74,Male,795,421,752,178,3,112,358
2011,Buldhana,70-74,Male,3276,1132,1867,427,3,119,698
2011,Chandrapur,70-74,Male,1777,753,1223,327,3,92,520
2011,Chhatrapati Sambhaji Nagar,70-74,Male,3391,1039,2279,824,12,206,1633
2011,Dharashiv,70-74,Male,2969,792,1451,421,0,84,542
2011,Dhule,70-74,Male,3442,583,1310,337,8,220,588
2011,Gadchiroli,70-74,Male,650,209,225,83,0,14,57
2011,Gondia,70-74,Male,991,347,547,188,0,150,329
2011,Hingoli,70-74,Male,979,268,455,144,0,16,164
2011,Jalgaon,70-74,Male,8613,1706,3805,942,26,526,1510
2011,Jalna,70-74,Male,2052,602,905,237,2,20,290
2011,Kolhapur,70-74,Male,7159,1291,3675,988,20,336,1925
2011,Latur,70-74,Male,2949,927,1861,556,7,122,969
2011,Mumbai City,70-74,Male,3648,1888,4456,2940,42,422,4502
2011,Mumbai Suburban,70-74,Male,9122,4317,12217,8333,179,1574,13187
2011,Nagpur,70-74,Male,3370,2192,4214,1561,31,570,4284
2011,Nanded,70-74,Male,2619,780,1378,528,4,93,783
2011,Nandurbar,70-74,Male,1492,257,560,148,4,86,221
2011,Nashik,70-74,Male,7949,1727,4011,1047,22,511,2022
2011,Parbhani,70-74,Male,1780,543,893,292,2,33,378
2011,Pune,70-74,Male,12656,2976,8760,3343,221,1486,8542
2011,Raigad,70-74,Male,3509,840,1787,662,16,137,762
2011,Ratnagiri,70-74,Male,4149,781,1567,311,1,69,374
2011,Sangli,70-74,Male,7517,1122,2776,742,23,367,1335
2011,Satara,70-74,Male,9003,1390,3015,695,23,255,1283
2011,Sindhudurg,70-74,Male,3095,660,1482,340,2,42,307
2011,Solapur,70-74,Male,7940,1415,3140,857,25,260,1577
2011,Thane,70-74,Male,8675,3621,9621,4958,99,1021,5800
2011,Wardha,70-74,Male,1626,805,1124,358,5,150,663
2011,Washim,70-74,Male,1416,414,703,206,0,35,253
2011,Yavatmal,70-74,Male,2607,1053,1501,403,3,106,729
1991,Ahilyanagar,70-74,Female,640,220,90,10,0,10,10
1991,Amravati,70-74,Female,1040,220,70,20,0,10,10
1991,Beed,70-74,Female,160,50,10,0,0,0,10
1991,Buldhana,70-74,Female,360,170,10,10,0,0,10
1991,Chandrapur,70-74,Female,120,80,10,0,0,0,0
1991,Chhatrapati Sambhaji Nagar,70-74,Female,310,150,50,10,0,0,10
1991,Dharashiv,70-74,Female,110,70,0,10,0,0,0
1991,Gadchiroli,70-74,Female,60,0,0,0,0,0,0
1991,Jalgaon,70-74,Female,740,290,70,20,10,10,40
1991,Jalna,70-74,Female,130,60,0,0,0,0,0
1991,Kolhapur,70-74,Female,630,300,100,0,0,10,50
1991,Latur,70-74,Female,130,80,20,0,0,0,0
1991,Nagpur,70-74,Female,1310,520,230,80,0,20,150
1991,Nashik,70-74,Female,600,370,80,0,0,20,30
1991,Parbhani,70-74,Female,140,30,10,0,0,0,0
1991,Pune,70-74,Female,2240,1500,1010,170,10,40,400
1991,Raigad,70-74,Female,620,200,10,10,0,10,20
1991,Ratnagiri,70-74,Female,490,130,0,0,10,0,0
1991,Sangli,70-74,Female,550,210,80,0,0,0,20
1991,Satara,70-74,Female,590,330,50,20,10,0,30
1991,Sindhudurg,70-74,Female,470,110,40,0,0,0,0
1991,Solapur,70-74,Female,700,310,80,0,0,20,30
1991,Thane,70-74,Female,1670,920,340,40,10,20,90
1991,Wardha,70-74,Female,380,80,20,0,0,0,20
1991,Yavatmal,70-74,Female,400,70,0,0,0,0,20
2001,Ahilyanagar,70-74,Female,1443,139,195,45,0,19,90
2001,Akola,70-74,Female,603,145,138,25,1,2,42
2001,Amravati,70-74,Female,982,265,226,37,0,10,81
2001,Beed,70-74,Female,307,40,53,10,0,0,11
2001,Bhandara,70-74,Female,78,38,34,11,0,1,11
2001,Buldhana,70-74,Female,469,98,88,7,0,4,21
2001,Chandrapur,70-74,Female,200,80,69,11,0,1,21
2001,Chhatrapati Sambhaji Nagar,70-74,Female,697,132,171,33,0,5,82
2001,Dharashiv,70-74,Female,266,29,37,7,0,2,2
2001,Dhule,70-74,Female,864,51,67,17,0,13,24
2001,Gadchiroli,70-74,Female,34,7,14,0,0,0,4
2001,Gondia,70-74,Female,111,47,32,4,0,0,6
2001,Hingoli,70-74,Female,108,13,8,2,0,0,4
2001,Jalgaon,70-74,Female,2054,225,227,53,1,37,86
2001,Jalna,70-74,Female,263,41,33,4,0,1,7
2001,Kolhapur,70-74,Female,1512,145,353,54,2,15,101
2001,Latur,70-74,Female,334,51,44,10,0,2,15
2001,Mumbai City,70-74,Female,4114,1080,2851,889,6,64,1651
2001,Mumbai Suburban,70-74,Female,8273,2030,4510,1320,8,214,1934
2001,Nagpur,70-74,Female,1207,668,983,185,2,38,502
2001,Nanded,70-74,Female,391,56,63,12,0,1,20
2001,Nandurbar,70-74,Female,298,19,29,7,0,6,11
2001,Nashik,70-74,Female,1969,220,403,92,0,36,212
2001,Parbhani,70-74,Female,251,27,31,5,0,0,9
2001,Pune,70-74,Female,4834,827,2595,673,13,133,1516
2001,Raigad,70-74,Female,1024,105,207,56,0,3,62
2001,Ratnagiri,70-74,Female,906,62,97,21,0,5,25
2001,Sangli,70-74,Female,1287,92,197,54,0,26,90
2001,Satara,70-74,Female,1464,121,190,27,1,12,65
2001,Sindhudurg,70-74,Female,814,47,88,30,0,7,28
2001,Solapur,70-74,Female,1450,179,246,76,2,12,76
2001,Thane,70-74,Female,4738,956,1866,411,6,72,557
2001,Wardha,70-74,Female,287,92,85,37,2,5,29
2001,Washim,70-74,Female,161,33,29,5,0,1,9
2001,Yavatmal,70-74,Female,390,106,79,29,0,3,35
2011,Ahilyanagar,70-74,Female,2713,348,532,180,2,69,308
2011,Akola,70-74,Female,1136,345,452,142,0,19,137
2011,Amravati,70-74,Female,2184,766,690,220,4,32,334
2011,Beed,70-74,Female,609,109,122,61,0,3,65
2011,Bhandara,70-74,Female,216,109,129,64,0,18,69
2011,Buldhana,70-74,Female,1031,271,302,77,2,10,74
2011,Chandrapur,70-74,Female,494,213,229,81,1,18,104
2011,Chhatrapati Sambhaji Nagar,70-74,Female,1504,335,607,228,2,23,386
2011,Dharashiv,70-74,Female,750,167,150,69,0,2,60
2011,Dhule,70-74,Female,1489,176,224,83,2,54,123
2011,Gadchiroli,70-74,Female,110,58,31,22,0,2,10
2011,Gondia,70-74,Female,277,106,126,46,0,9,40
2011,Hingoli,70-74,Female,259,52,52,19,0,0,13
2011,Jalgaon,70-74,Female,4375,519,715,213,2,74,299
2011,Jalna,70-74,Female,537,128,119,34,0,1,36
2011,Kolhapur,70-74,Female,2943,376,921,294,2,52,486
2011,Latur,70-74,Female,748,191,247,92,0,8,122
2011,Mumbai City,70-74,Female,4464,1262,2846,2230,23,155,3105
2011,Mumbai Suburban,70-74,Female,11036,3377,7448,5280,50,649,6355
2011,Nagpur,70-74,Female,2130,1175,1989,581,11,123,1523
2011,Nanded,70-74,Female,744,185,193,110,0,5,101
2011,Nandurbar,70-74,Female,601,69,105,34,0,7,44
2011,Nashik,70-74,Female,3730,571,1090,324,2,84,615
2011,Parbhani,70-74,Female,492,117,106,39,0,2,58
2011,Pune,70-74,Female,7363,1491,4292,2203,47,273,4208
2011,Raigad,70-74,Female,1875,302,491,258,4,30,287
2011,Ratnagiri,70-74,Female,2071,192,301,85,1,30,138
2011,Sangli,70-74,Female,2662,301,613,189,3,88,345
2011,Satara,70-74,Female,3209,352,560,178,1,61,327
2011,Sindhudurg,70-74,Female,1758,148,232,88,1,13,114
2011,Solapur,70-74,Female,2885,387,634,173,2,51,344
2011,Thane,70-74,Female,8012,2298,4438,2323,18,301,2463
2011,Wardha,70-74,Female,665,273,259,63,0,28,97
2011,Washim,70-74,Female,425,115,116,49,0,3,25
2011,Yavatmal,70-74,Female,1000,312,289,84,1,17,144
1991,Ahilyanagar,75-79,Male,1490,830,350,20,0,20,90
1991,Amravati,75-79,Male,1660,1050,330,40,0,10,130
1991,Beed,75-79,Male,690,210,70,10,0,0,10
1991,Buldhana,75-79,Male,1160,860,140,20,0,10,50
1991,Chandrapur,75-79,Male,690,270,100,20,10,0,30
1991,Chhatrapati Sambhaji Nagar,75-79,Male,1060,310,270,40,0,20,80
