Year,District,Select School Management Type,Social Category,Female,Male
2021,Nagpur,Government Aided,General,3100.0,1648.0
2021,Nagpur,Government Aided,OBC,2879.0,3358.0
2021,Nagpur,Government Aided,SC,881.0,860.0
2021,Nagpur,Government Aided,ST,283.0,330.0
2021,Nagpur,Government Aided,ORC,,
2021,Nagpur,Government Aided,Others,,
2021,Nagpur,Private Unaided,General,5841.0,813.0
2021,Nagpur,Private Unaided,OBC,4309.0,749.0
2021,Nagpur,Private Unaided,SC,1393.0,291.0
2021,Nagpur,Private Unaided,ST,230.0,42.0
2021,Nagpur,Private Unaided,ORC,,
2021,Nagpur,Private Unaided,Others,,
2021,Nagpur,Local body,General,487.0,186.0
2021,Nagpur,Local body,OBC,1803.0,1731.0
2021,Nagpur,Local body,SC,528.0,418.0
2021,Nagpur,Local body,ST,182.0,211.0
2021,Nagpur,Local body,ORC,,
2021,Nagpur,Local body,Others,,
2021,Nagpur,Others,General,123.0,135.0
2021,Nagpur,Others,OBC,109.0,84.0
2021,Nagpur,Others,SC,92.0,93.0
2021,Nagpur,Others,ST,14.0,11.0
2021,Nagpur,Others,ORC,,
2021,Nagpur,Others,Others,,
2021,Nanded,Government Aided,General,1452.0,4282.0
2021,Nanded,Government Aided,OBC,501.0,2255.0
2021,Nanded,Government Aided,SC,272.0,1029.0
2021,Nanded,Government Aided,ST,132.0,361.0
2021,Nanded,Government Aided,ORC,,
2021,Nanded,Government Aided,Others,,
2021,Nanded,Private Unaided,General,1410.0,1067.0
2021,Nanded,Private Unaided,OBC,452.0,484.0
2021,Nanded,Private Unaided,SC,270.0,301.0
2021,Nanded,Private Unaided,ST,65.0,53.0
2021,Nanded,Private Unaided,ORC,,
2021,Nanded,Private Unaided,Others,,
2021,Nanded,Local body,General,1272.0,2728.0
2021,Nanded,Local body,OBC,849.0,2242.0
2021,Nanded,Local body,SC,355.0,882.0
2021,Nanded,Local body,ST,128.0,509.0
2021,Nanded,Local body,ORC,,
2021,Nanded,Local body,Others,,
2021,Nanded,Others,General,41.0,111.0
2021,Nanded,Others,OBC,27.0,108.0
2021,Nanded,Others,SC,18.0,79.0
2021,Nanded,Others,ST,8.0,31.0
2021,Nanded,Others,ORC,,
2021,Nanded,Others,Others,,
2021,Nandurbar,Government Aided,General,355.0,1189.0
2021,Nandurbar,Government Aided,OBC,574.0,1588.0
2021,Nandurbar,Government Aided,SC,81.0,292.0
2021,Nandurbar,Government Aided,ST,297.0,618.0
2021,Nandurbar,Government Aided,ORC,,
2021,Nandurbar,Government Aided,Others,,
2021,Nandurbar,Private Unaided,General,218.0,184.0
2021,Nandurbar,Private Unaided,OBC,295.0,248.0
2021,Nandurbar,Private Unaided,SC,45.0,56.0
2021,Nandurbar,Private Unaided,ST,76.0,160.0
2021,Nandurbar,Private Unaided,ORC,,
2021,Nandurbar,Private Unaided,Others,,
2021,Nandurbar,Local body,General,293.0,546.0
2021,Nandurbar,Local body,OBC,398.0,707.0
2021,Nandurbar,Local body,SC,63.0,182.0
2021,Nandurbar,Local body,ST,349.0,1691.0
2021,Nandurbar,Local body,ORC,,
2021,Nandurbar,Local body,Others,,
2021,Nandurbar,Others,General,21.0,84.0
2021,Nandurbar,Others,OBC,32.0,131.0
2021,Nandurbar,Others,SC,20.0,58.0
2021,Nandurbar,Others,ST,147.0,401.0
2021,Nandurbar,Others,ORC,,
2021,Nandurbar,Others,Others,,
2021,Nashik,Government Aided,General,3852.0,4543.0
2021,Nashik,Government Aided,OBC,1826.0,3146.0
2021,Nashik,Government Aided,SC,484.0,808.0
2021,Nashik,Government Aided,ST,566.0,1328.0
2021,Nashik,Government Aided,ORC,,
2021,Nashik,Government Aided,Others,,
2021,Nashik,Private Unaided,General,4459.0,1282.0
2021,Nashik,Private Unaided,OBC,1865.0,800.0
2021,Nashik,Private Unaided,SC,511.0,197.0
2021,Nashik,Private Unaided,ST,166.0,184.0
2021,Nashik,Private Unaided,ORC,,
2021,Nashik,Private Unaided,Others,,
2021,Nashik,Local body,General,2162.0,2471.0
2021,Nashik,Local body,OBC,1625.0,2357.0
2021,Nashik,Local body,SC,398.0,531.0
2021,Nashik,Local body,ST,731.0,2427.0
2021,Nashik,Local body,ORC,,
2021,Nashik,Local body,Others,,
2021,Nashik,Others,General,161.0,212.0
2021,Nashik,Others,OBC,115.0,255.0
2021,Nashik,Others,SC,82.0,99.0
2021,Nashik,Others,ST,106.0,304.0
2021,Nashik,Others,ORC,,
2021,Nashik,Others,Others,,
2021,Palghar,Government Aided,General,1055.0,690.0
2021,Palghar,Government Aided,OBC,608.0,682.0
2021,Palghar,Government Aided,SC,151.0,198.0
2021,Palghar,Government Aided,ST,242.0,480.0
2021,Palghar,Government Aided,ORC,,
2021,Palghar,Government Aided,Others,,
2021,Palghar,Private Unaided,General,6249.0,1316.0
2021,Palghar,Private Unaided,OBC,1046.0,218.0
2021,Palghar,Private Unaided,SC,194.0,52.0
2021,Palghar,Private Unaided,ST,209.0,172.0
2021,Palghar,Private Unaided,ORC,,
2021,Palghar,Private Unaided,Others,,
2021,Palghar,Local body,General,918.0,829.0
2021,Palghar,Local body,OBC,814.0,922.0
2021,Palghar,Local body,SC,204.0,183.0
2021,Palghar,Local body,ST,336.0,1532.0
2021,Palghar,Local body,ORC,,
2021,Palghar,Local body,Others,,
2021,Palghar,Others,General,655.0,300.0
2021,Palghar,Others,OBC,105.0,211.0
2021,Palghar,Others,SC,44.0,62.0
2021,Palghar,Others,ST,160.0,398.0
2021,Palghar,Others,ORC,,
2021,Palghar,Others,Others,,
2021,Parbhani,Government Aided,General,1064.0,2445.0
2021,Parbhani,Government Aided,OBC,299.0,1447.0
2021,Parbhani,Government Aided,SC,125.0,507.0
2021,Parbhani,Government Aided,ST,46.0,193.0
2021,Parbhani,Government Aided,ORC,,
2021,Parbhani,Government Aided,Others,,
2021,Parbhani,Private Unaided,General,801.0,925.0
2021,Parbhani,Private Unaided,OBC,252.0,400.0
2021,Parbhani,Private Unaided,SC,119.0,225.0
2021,Parbhani,Private Unaided,ST,16.0,31.0
2021,Parbhani,Private Unaided,ORC,,
2021,Parbhani,Private Unaided,Others,,
2021,Parbhani,Local body,General,646.0,1520.0
2021,Parbhani,Local body,OBC,533.0,1498.0
2021,Parbhani,Local body,SC,162.0,479.0
2021,Parbhani,Local body,ST,72.0,281.0
2021,Parbhani,Local body,ORC,,
2021,Parbhani,Local body,Others,,
2021,Parbhani,Others,General,19.0,19.0
2021,Parbhani,Others,OBC,5.0,10.0
2021,Parbhani,Others,SC,7.0,11.0
2021,Parbhani,Others,ST,,4.0
2021,Parbhani,Others,ORC,,
2021,Parbhani,Others,Others,,
2021,Pune,Government Aided,General,5526.0,4921.0
2021,Pune,Government Aided,OBC,2414.0,2960.0
2021,Pune,Government Aided,SC,1057.0,1207.0
2021,Pune,Government Aided,ST,466.0,651.0
2021,Pune,Government Aided,ORC,,
2021,Pune,Government Aided,Others,,
2021,Pune,Private Unaided,General,22332.0,3222.0
2021,Pune,Private Unaided,OBC,3127.0,763.0
2021,Pune,Private Unaided,SC,1286.0,443.0
2021,Pune,Private Unaided,ST,188.0,94.0
2021,Pune,Private Unaided,ORC,,
2021,Pune,Private Unaided,Others,,
2021,Pune,Local body,General,4428.0,2881.0
2021,Pune,Local body,OBC,2927.0,2258.0
2021,Pune,Local body,SC,1007.0,867.0
2021,Pune,Local body,ST,378.0,837.0
2021,Pune,Local body,ORC,,
2021,Pune,Local body,Others,,
2021,Pune,Others,General,565.0,236.0
2021,Pune,Others,OBC,112.0,133.0
2021,Pune,Others,SC,78.0,94.0
2021,Pune,Others,ST,25.0,30.0
2021,Pune,Others,ORC,,
2021,Pune,Others,Others,,
2021,Raigad,Government Aided,General,953.0,1111.0
2021,Raigad,Government Aided,OBC,1051.0,1345.0
2021,Raigad,Government Aided,SC,258.0,358.0
2021,Raigad,Government Aided,ST,79.0,314.0
2021,Raigad,Government Aided,ORC,,
2021,Raigad,Government Aided,Others,,
2021,Raigad,Private Unaided,General,4253.0,574.0
2021,Raigad,Private Unaided,OBC,1534.0,402.0
2021,Raigad,Private Unaided,SC,381.0,103.0
2021,Raigad,Private Unaided,ST,70.0,27.0
2021,Raigad,Private Unaided,ORC,,
2021,Raigad,Private Unaided,Others,,
2021,Raigad,Local body,General,990.0,1057.0
2021,Raigad,Local body,OBC,1472.0,1766.0
2021,Raigad,Local body,SC,338.0,390.0
2021,Raigad,Local body,ST,169.0,328.0
2021,Raigad,Local body,ORC,,
2021,Raigad,Local body,Others,,
2021,Raigad,Others,General,73.0,35.0
2021,Raigad,Others,OBC,42.0,63.0
2021,Raigad,Others,SC,19.0,34.0
2021,Raigad,Others,ST,,14.0
2021,Raigad,Others,ORC,,
2021,Raigad,Others,Others,,
2021,Ratnagiri,Government Aided,General,629.0,1096.0
2021,Ratnagiri,Government Aided,OBC,363.0,828.0
2021,Ratnagiri,Government Aided,SC,114.0,358.0
2021,Ratnagiri,Government Aided,ST,24.0,129.0
2021,Ratnagiri,Government Aided,ORC,,
2021,Ratnagiri,Government Aided,Others,,
2021,Ratnagiri,Private Unaided,General,958.0,308.0
2021,Ratnagiri,Private Unaided,OBC,374.0,199.0
2021,Ratnagiri,Private Unaided,SC,130.0,63.0
2021,Ratnagiri,Private Unaided,ST,12.0,16.0
2021,Ratnagiri,Private Unaided,ORC,,
2021,Ratnagiri,Private Unaided,Others,,
2021,Ratnagiri,Local body,General,1180.0,1362.0
2021,Ratnagiri,Local body,OBC,982.0,1721.0
2021,Ratnagiri,Local body,SC,336.0,586.0
2021,Ratnagiri,Local body,ST,81.0,201.0
2021,Ratnagiri,Local body,ORC,,
2021,Ratnagiri,Local body,Others,,
2021,Ratnagiri,Others,General,10.0,13.0
2021,Ratnagiri,Others,OBC,2.0,6.0
2021,Ratnagiri,Others,SC,1.0,6.0
2021,Ratnagiri,Others,ST,,
2021,Ratnagiri,Others,ORC,,
2021,Ratnagiri,Others,Others,,
2021,Sangli,Government Aided,General,1818.0,2829.0
2021,Sangli,Government Aided,OBC,782.0,1626.0
2021,Sangli,Government Aided,SC,369.0,708.0
2021,Sangli,Government Aided,ST,70.0,256.0
2021,Sangli,Government Aided,ORC,,
2021,Sangli,Government Aided,Others,,
2021,Sangli,Private Unaided,General,1597.0,570.0
2021,Sangli,Private Unaided,OBC,389.0,233.0
2021,Sangli,Private Unaided,SC,206.0,123.0
2021,Sangli,Private Unaided,ST,17.0,9.0
2021,Sangli,Private Unaided,ORC,,
2021,Sangli,Private Unaided,Others,,
2021,Sangli,Local body,General,1304.0,1304.0
2021,Sangli,Local body,OBC,853.0,1285.0
2021,Sangli,Local body,SC,315.0,516.0
2021,Sangli,Local body,ST,67.0,203.0
2021,Sangli,Local body,ORC,,
2021,Sangli,Local body,Others,,
2021,Sangli,Others,General,4.0,16.0
2021,Sangli,Others,OBC,5.0,6.0
2021,Sangli,Others,SC,1.0,3.0
2021,Sangli,Others,ST,,1.0
2021,Sangli,Others,ORC,,
2021,Sangli,Others,Others,,
2021,Satara,Government Aided,General,1608.0,2338.0
2021,Satara,Government Aided,OBC,773.0,1585.0
2021,Satara,Government Aided,SC,310.0,643.0
2021,Satara,Government Aided,ST,99.0,302.0
2021,Satara,Government Aided,ORC,,
2021,Satara,Government Aided,Others,,
2021,Satara,Private Unaided,General,1875.0,585.0
2021,Satara,Private Unaided,OBC,545.0,227.0
2021,Satara,Private Unaided,SC,237.0,148.0
2021,Satara,Private Unaided,ST,18.0,18.0
2021,Satara,Private Unaided,ORC,,
2021,Satara,Private Unaided,Others,,
2021,Satara,Local body,General,1762.0,1850.0
2021,Satara,Local body,OBC,1318.0,1587.0
2021,Satara,Local body,SC,465.0,609.0
2021,Satara,Local body,ST,72.0,161.0
2021,Satara,Local body,ORC,,
2021,Satara,Local body,Others,,
2021,Satara,Others,General,13.0,69.0
2021,Satara,Others,OBC,8.0,17.0
2021,Satara,Others,SC,1.0,9.0
2021,Satara,Others,ST,,3.0
2021,Satara,Others,ORC,,
2021,Satara,Others,Others,,
2021,Sindhudurg,Government Aided,General,399.0,685.0
2021,Sindhudurg,Government Aided,OBC,198.0,403.0
2021,Sindhudurg,Government Aided,SC,74.0,218.0
2021,Sindhudurg,Government Aided,ST,17.0,94.0
2021,Sindhudurg,Government Aided,ORC,,
2021,Sindhudurg,Government Aided,Others,,
2021,Sindhudurg,Private Unaided,General,360.0,107.0
2021,Sindhudurg,Private Unaided,OBC,144.0,43.0
2021,Sindhudurg,Private Unaided,SC,34.0,18.0
2021,Sindhudurg,Private Unaided,ST,6.0,4.0
2021,Sindhudurg,Private Unaided,ORC,,
2021,Sindhudurg,Private Unaided,Others,,
2021,Sindhudurg,Local body,General,900.0,764.0
2021,Sindhudurg,Local body,OBC,580.0,644.0
2021,Sindhudurg,Local body,SC,183.0,238.0
2021,Sindhudurg,Local body,ST,67.0,130.0
2021,Sindhudurg,Local body,ORC,,
2021,Sindhudurg,Local body,Others,,
2021,Sindhudurg,Others,General,16.0,14.0
2021,Sindhudurg,Others,OBC,6.0,3.0
2021,Sindhudurg,Others,SC,2.0,4.0
2021,Sindhudurg,Others,ST,1.0,
2021,Sindhudurg,Others,ORC,,
2021,Sindhudurg,Others,Others,,
2021,Solapur,Government Aided,General,2409.0,5789.0
2021,Solapur,Government Aided,OBC,1271.0,3140.0
2021,Solapur,Government Aided,SC,424.0,1116.0
2021,Solapur,Government Aided,ST,103.0,314.0
2021,Solapur,Government Aided,ORC,,
2021,Solapur,Government Aided,Others,,
2021,Solapur,Private Unaided,General,1910.0,1179.0
2021,Solapur,Private Unaided,OBC,786.0,518.0
2021,Solapur,Private Unaided,SC,326.0,234.0
2021,Solapur,Private Unaided,ST,32.0,65.0
2021,Solapur,Private Unaided,ORC,,
2021,Solapur,Private Unaided,Others,,
2021,Solapur,Local body,General,1767.0,2953.0
2021,Solapur,Local body,OBC,1273.0,2449.0
2021,Solapur,Local body,SC,413.0,913.0
2021,Solapur,Local body,ST,96.0,279.0
2021,Solapur,Local body,ORC,,
2021,Solapur,Local body,Others,,
2021,Solapur,Others,General,12.0,35.0
2021,Solapur,Others,OBC,10.0,17.0
2021,Solapur,Others,SC,5.0,8.0
2021,Solapur,Others,ST,,1.0
2021,Solapur,Others,ORC,,
2021,Solapur,Others,Others,,
2021,Thane,Government Aided,General,4263.0,2510.0
2021,Thane,Government Aided,OBC,1847.0,1809.0
2021,Thane,Government Aided,SC,753.0,506.0
2021,Thane,Government Aided,ST,435.0,642.0
2021,Thane,Government Aided,ORC,,
2021,Thane,Government Aided,Others,,
2021,Thane,Private Unaided,General,19355.0,2834.0
2021,Thane,Private Unaided,OBC,2017.0,671.0
2021,Thane,Private Unaided,SC,930.0,264.0
2021,Thane,Private Unaided,ST,150.0,88.0
2021,Thane,Private Unaided,ORC,,
2021,Thane,Private Unaided,Others,,
2021,Thane,Local body,General,1778.0,942.0
2021,Thane,Local body,OBC,1568.0,1288.0
2021,Thane,Local body,SC,492.0,293.0
2021,Thane,Local body,ST,198.0,459.0
2021,Thane,Local body,ORC,,
2021,Thane,Local body,Others,,
2021,Thane,Others,General,550.0,117.0
2021,Thane,Others,OBC,236.0,138.0
2021,Thane,Others,SC,71.0,40.0
2021,Thane,Others,ST,29.0,40.0
2021,Thane,Others,ORC,,
2021,Thane,Others,Others,,
2021,Wardha,Government Aided,General,223.0,331.0
2021,Wardha,Government Aided,OBC,699.0,1293.0
2021,Wardha,Government Aided,SC,156.0,295.0
2021,Wardha,Government Aided,ST,72.0,110.0
2021,Wardha,Government Aided,ORC,,
2021,Wardha,Government Aided,Others,,
2021,Wardha,Private Unaided,General,461.0,111.0
2021,Wardha,Private Unaided,OBC,1082.0,326.0
2021,Wardha,Private Unaided,SC,223.0,100.0
2021,Wardha,Private Unaided,ST,39.0,13.0
2021,Wardha,Private Unaided,ORC,,
2021,Wardha,Private Unaided,Others,,
2021,Wardha,Local body,General,109.0,99.0
2021,Wardha,Local body,OBC,828.0,1157.0
2021,Wardha,Local body,SC,195.0,294.0
2021,Wardha,Local body,ST,88.0,129.0
2021,Wardha,Local body,ORC,,
2021,Wardha,Local body,Others,,
2021,Wardha,Others,General,8.0,17.0
2021,Wardha,Others,OBC,20.0,19.0
2021,Wardha,Others,SC,14.0,23.0
2021,Wardha,Others,ST,1.0,
2021,Wardha,Others,ORC,,
2021,Wardha,Others,Others,,
2021,Washim,Government Aided,General,270.0,1152.0
2021,Washim,Government Aided,OBC,229.0,1291.0
2021,Washim,Government Aided,SC,74.0,399.0
2021,Washim,Government Aided,ST,39.0,166.0
2021,Washim,Government Aided,ORC,,
2021,Washim,Government Aided,Others,,
2021,Washim,Private Unaided,General,281.0,213.0
2021,Washim,Private Unaided,OBC,432.0,315.0
2021,Washim,Private Unaided,SC,120.0,111.0
2021,Washim,Private Unaided,ST,19.0,18.0
2021,Washim,Private Unaided,ORC,,
2021,Washim,Private Unaided,Others,,
2021,Washim,Local body,General,252.0,745.0
2021,Washim,Local body,OBC,421.0,1153.0
2021,Washim,Local body,SC,132.0,324.0
2021,Washim,Local body,ST,52.0,184.0
2021,Washim,Local body,ORC,,
2021,Washim,Local body,Others,,
2021,Washim,Others,General,14.0,17.0
2021,Washim,Others,OBC,13.0,50.0
2021,Washim,Others,SC,3.0,20.0
2021,Washim,Others,ST,1.0,3.0
2021,Washim,Others,ORC,,
2021,Washim,Others,Others,,
2021,Yavatmal,Government Aided,General,467.0,1274.0
2021,Yavatmal,Government Aided,OBC,710.0,2462.0
2021,Yavatmal,Government Aided,SC,239.0,642.0
2021,Yavatmal,Government Aided,ST,232.0,502.0
2021,Yavatmal,Government Aided,ORC,,
2021,Yavatmal,Government Aided,Others,,
2021,Yavatmal,Private Unaided,General,728.0,386.0
2021,Yavatmal,Private Unaided,OBC,983.0,610.0
2021,Yavatmal,Private Unaided,SC,234.0,161.0
2021,Yavatmal,Private Unaided,ST,72.0,66.0
2021,Yavatmal,Private Unaided,ORC,,
2021,Yavatmal,Private Unaided,Others,,
2021,Yavatmal,Local body,General,519.0,824.0
2021,Yavatmal,Local body,OBC,1275.0,2717.0
2021,Yavatmal,Local body,SC,354.0,706.0
2021,Yavatmal,Local body,ST,356.0,756.0
2021,Yavatmal,Local body,ORC,,
2021,Yavatmal,Local body,Others,,
2021,Yavatmal,Others,General,17.0,30.0
2021,Yavatmal,Others,OBC,60.0,111.0
2021,Yavatmal,Others,SC,23.0,50.0
2021,Yavatmal,Others,ST,9.0,29.0
2021,Yavatmal,Others,ORC,,
2021,Yavatmal,Others,Others,,
2024,Ahilyanagar,Government Aided,General,2091.0,3818.0
2024,Ahilyanagar,Government Aided,OBC,1394.0,2945.0
2024,Ahilyanagar,Government Aided,SC,474.0,970.0
2024,Ahilyanagar,Government Aided,ST,231.0,698.0
2024,Ahilyanagar,Government Aided,ORC,,
2024,Ahilyanagar,Government Aided,Others,,
2024,Ahilyanagar,Others,General,68.0,99.0
2024,Ahilyanagar,Others,OBC,53.0,88.0
2024,Ahilyanagar,Others,SC,31.0,39.0
2024,Ahilyanagar,Others,ST,16.0,27.0
2024,Ahilyanagar,Others,ORC,,
2024,Ahilyanagar,Others,Others,,
2024,Ahilyanagar,Local body,General,2134.0,2591.0
2024,Ahilyanagar,Local body,OBC,1691.0,2273.0
2024,Ahilyanagar,Local body,SC,548.0,826.0
2024,Ahilyanagar,Local body,ST,214.0,769.0
2024,Ahilyanagar,Local body,ORC,,
2024,Ahilyanagar,Local body,Others,,
2024,Ahilyanagar,Private Unaided,General,3076.0,1169.0
2024,Ahilyanagar,Private Unaided,OBC,1086.0,670.0
2024,Ahilyanagar,Private Unaided,SC,433.0,264.0
2024,Ahilyanagar,Private Unaided,ST,87.0,66.0
2024,Ahilyanagar,Private Unaided,ORC,,
2024,Ahilyanagar,Private Unaided,Others,,
2024,Akola,Government Aided,General,618.0,1616.0
2024,Akola,Government Aided,OBC,567.0,1299.0
2024,Akola,Government Aided,SC,170.0,338.0
2024,Akola,Government Aided,ST,76.0,210.0
2024,Akola,Government Aided,ORC,,
2024,Akola,Government Aided,Others,,
2024,Akola,Others,General,9.0,12.0
2024,Akola,Others,OBC,11.0,35.0
2024,Akola,Others,SC,6.0,13.0
2024,Akola,Others,ST,1.0,0.0
2024,Akola,Others,ORC,,
2024,Akola,Others,Others,,
2024,Akola,Local body,General,418.0,625.0
2024,Akola,Local body,OBC,833.0,1142.0
2024,Akola,Local body,SC,177.0,255.0
2024,Akola,Local body,ST,82.0,153.0
2024,Akola,Local body,ORC,,
2024,Akola,Local body,Others,,
2024,Akola,Private Unaided,General,1039.0,435.0
2024,Akola,Private Unaided,OBC,1312.0,359.0
2024,Akola,Private Unaided,SC,222.0,127.0
2024,Akola,Private Unaided,ST,28.0,10.0
2024,Akola,Private Unaided,ORC,,
2024,Akola,Private Unaided,Others,,
2024,Amravati,Government Aided,General,744.0,1144.0
2024,Amravati,Government Aided,OBC,1339.0,2126.0
2024,Amravati,Government Aided,SC,341.0,563.0
2024,Amravati,Government Aided,ST,170.0,279.0
2024,Amravati,Government Aided,ORC,,
2024,Amravati,Government Aided,Others,,
2024,Amravati,Others,General,16.0,25.0
2024,Amravati,Others,OBC,79.0,111.0
2024,Amravati,Others,SC,30.0,43.0
2024,Amravati,Others,ST,17.0,60.0
2024,Amravati,Others,ORC,,
2024,Amravati,Others,Others,,
2024,Amravati,Local body,General,477.0,675.0
2024,Amravati,Local body,OBC,1576.0,1797.0
2024,Amravati,Local body,SC,348.0,399.0
2024,Amravati,Local body,ST,145.0,288.0
2024,Amravati,Local body,ORC,,
2024,Amravati,Local body,Others,,
2024,Amravati,Private Unaided,General,828.0,246.0
2024,Amravati,Private Unaided,OBC,2081.0,441.0
2024,Amravati,Private Unaided,SC,316.0,131.0
2024,Amravati,Private Unaided,ST,37.0,25.0
2024,Amravati,Private Unaided,ORC,,
2024,Amravati,Private Unaided,Others,,
2024,Beed,Government Aided,General,1403.0,3728.0
2024,Beed,Government Aided,OBC,726.0,2693.0
2024,Beed,Government Aided,SC,235.0,726.0
2024,Beed,Government Aided,ST,61.0,205.0
2024,Beed,Government Aided,ORC,,
2024,Beed,Government Aided,Others,,
2024,Beed,Others,General,7.0,20.0
2024,Beed,Others,OBC,8.0,24.0
2024,Beed,Others,SC,2.0,7.0
2024,Beed,Others,ST,1.0,2.0
2024,Beed,Others,ORC,,
2024,Beed,Others,Others,,
2024,Beed,Local body,General,1283.0,2174.0
2024,Beed,Local body,OBC,1125.0,2516.0
2024,Beed,Local body,SC,344.0,657.0
2024,Beed,Local body,ST,69.0,261.0
2024,Beed,Local body,ORC,,
2024,Beed,Local body,Others,,
2024,Beed,Private Unaided,General,1387.0,928.0
2024,Beed,Private Unaided,OBC,600.0,554.0
2024,Beed,Private Unaided,SC,193.0,230.0
2024,Beed,Private Unaided,ST,18.0,13.0
2024,Beed,Private Unaided,ORC,,
2024,Beed,Private Unaided,Others,,
2024,Bhandara,Government Aided,General,76.0,108.0
2024,Bhandara,Government Aided,OBC,577.0,1227.0
2024,Bhandara,Government Aided,SC,173.0,283.0
2024,Bhandara,Government Aided,ST,35.0,110.0
2024,Bhandara,Government Aided,ORC,,
2024,Bhandara,Government Aided,Others,,
2024,Bhandara,Others,General,7.0,7.0
2024,Bhandara,Others,OBC,21.0,24.0
2024,Bhandara,Others,SC,10.0,24.0
2024,Bhandara,Others,ST,2.0,1.0
2024,Bhandara,Others,ORC,,
2024,Bhandara,Others,Others,,
2024,Bhandara,Local body,General,62.0,66.0
2024,Bhandara,Local body,OBC,671.0,1181.0
2024,Bhandara,Local body,SC,177.0,305.0
2024,Bhandara,Local body,ST,56.0,144.0
2024,Bhandara,Local body,ORC,,
2024,Bhandara,Local body,Others,,
2024,Bhandara,Private Unaided,General,212.0,55.0
2024,Bhandara,Private Unaided,OBC,814.0,189.0
2024,Bhandara,Private Unaided,SC,194.0,89.0
2024,Bhandara,Private Unaided,ST,13.0,10.0
2024,Bhandara,Private Unaided,ORC,,
2024,Bhandara,Private Unaided,Others,,
2024,Buldhana,Government Aided,General,529.0,2030.0
2024,Buldhana,Government Aided,OBC,513.0,2198.0
2024,Buldhana,Government Aided,SC,126.0,553.0
2024,Buldhana,Government Aided,ST,50.0,282.0
2024,Buldhana,Government Aided,ORC,,
2024,Buldhana,Government Aided,Others,,
2024,Buldhana,Others,General,4.0,18.0
2024,Buldhana,Others,OBC,8.0,32.0
2024,Buldhana,Others,SC,3.0,9.0
2024,Buldhana,Others,ST,0.0,1.0
2024,Buldhana,Others,ORC,,
2024,Buldhana,Others,Others,,
2024,Buldhana,Local body,General,513.0,1289.0
2024,Buldhana,Local body,OBC,925.0,2855.0
2024,Buldhana,Local body,SC,219.0,577.0
2024,Buldhana,Local body,ST,73.0,256.0
2024,Buldhana,Local body,ORC,,
2024,Buldhana,Local body,Others,,
2024,Buldhana,Private Unaided,General,897.0,443.0
2024,Buldhana,Private Unaided,OBC,1478.0,817.0
2024,Buldhana,Private Unaided,SC,231.0,248.0
2024,Buldhana,Private Unaided,ST,20.0,20.0
2024,Buldhana,Private Unaided,ORC,,
2024,Buldhana,Private Unaided,Others,,
2024,Chandrapur,Government Aided,General,257.0,357.0
2024,Chandrapur,Government Aided,OBC,747.0,2057.0
2024,Chandrapur,Government Aided,SC,220.0,549.0
2024,Chandrapur,Government Aided,ST,148.0,382.0
2024,Chandrapur,Government Aided,ORC,,
2024,Chandrapur,Government Aided,Others,,
2024,Chandrapur,Others,General,29.0,41.0
2024,Chandrapur,Others,OBC,44.0,89.0
2024,Chandrapur,Others,SC,28.0,58.0
2024,Chandrapur,Others,ST,8.0,23.0
2024,Chandrapur,Others,ORC,,
2024,Chandrapur,Others,Others,,
2024,Chandrapur,Local body,General,181.0,160.0
2024,Chandrapur,Local body,OBC,899.0,1872.0
2024,Chandrapur,Local body,SC,346.0,651.0
2024,Chandrapur,Local body,ST,190.0,662.0
2024,Chandrapur,Local body,ORC,,
2024,Chandrapur,Local body,Others,,
2024,Chandrapur,Private Unaided,General,1007.0,243.0
2024,Chandrapur,Private Unaided,OBC,1485.0,429.0
2024,Chandrapur,Private Unaided,SC,713.0,232.0
2024,Chandrapur,Private Unaided,ST,90.0,50.0
2024,Chandrapur,Private Unaided,ORC,,
2024,Chandrapur,Private Unaided,Others,,
2024,Chhatrapati Sambhaji Nagar,Government Aided,General,3001.0,4058.0
2024,Chhatrapati Sambhaji Nagar,Government Aided,OBC,964.0,2117.0
2024,Chhatrapati Sambhaji Nagar,Government Aided,SC,440.0,736.0
2024,Chhatrapati Sambhaji Nagar,Government Aided,ST,147.0,341.0
2024,Chhatrapati Sambhaji Nagar,Government Aided,ORC,,
2024,Chhatrapati Sambhaji Nagar,Government Aided,Others,,
2024,Chhatrapati Sambhaji Nagar,Others,General,32.0,40.0
2024,Chhatrapati Sambhaji Nagar,Others,OBC,28.0,54.0
2024,Chhatrapati Sambhaji Nagar,Others,SC,17.0,30.0
2024,Chhatrapati Sambhaji Nagar,Others,ST,1.0,4.0
2024,Chhatrapati Sambhaji Nagar,Others,ORC,,
2024,Chhatrapati Sambhaji Nagar,Others,Others,,
2024,Chhatrapati Sambhaji Nagar,Local body,General,1706.0,2300.0
2024,Chhatrapati Sambhaji Nagar,Local body,OBC,1328.0,2161.0
2024,Chhatrapati Sambhaji Nagar,Local body,SC,480.0,653.0
2024,Chhatrapati Sambhaji Nagar,Local body,ST,158.0,360.0
2024,Chhatrapati Sambhaji Nagar,Local body,ORC,,
2024,Chhatrapati Sambhaji Nagar,Local body,Others,,
2024,Chhatrapati Sambhaji Nagar,Private Unaided,General,5485.0,2066.0
2024,Chhatrapati Sambhaji Nagar,Private Unaided,OBC,1430.0,702.0
