District,Year,Type of Court,Regular,Miscellaneous,All Original Cases
Washim,2017,Labor Court,,7.0,7.0
Washim,2017,Public Court,9.0,5.0,14.0
Washim,2018,Civil Court,,118.0,118.0
Washim,2018,Consumer Forum,,16.0,16.0
Washim,2018,Criminal Court,2976.0,7287.0,1263.0
Washim,2018,District Magistrate And Executive Magistrate,,,
Washim,2018,"Family Court
",586.0,7.0,593.0
Washim,2018,Industrial Court,9.0,,9.0
Washim,2018,Labor Court,,34.0,34.0
Washim,2018,Public Court,,36.0,36.0
Washim,2019,Civil Court,334.0,614.0,948.0
Washim,2019,Consumer Forum,4.0,2.0,42.0
Washim,2019,Criminal Court,14.0,285.0,389.0
Washim,2019,District Magistrate And Executive Magistrate,964.0,,964.0
Washim,2019,"Family Court
",5.0,5.0,55.0
Washim,2019,Industrial Court,4.0,1.0,5.0
Washim,2019,Labor Court,2.0,2.0,22.0
Washim,2019,Public Court,,573.0,573.0
Washim,2020,Civil Court,287.0,681.0,968.0
Washim,2020,Consumer Forum,83.0,29.0,112.0
Washim,2020,Criminal Court,587.0,3348.0,3935.0
Washim,2020,District Magistrate And Executive Magistrate,,,
Washim,2020,"Family Court
",254.0,2.0,256.0
Washim,2020,Industrial Court,1.0,,1.0
Washim,2020,Labor Court,,,
Washim,2020,Public Court,42.0,216.0,258.0
Washim,2021,Civil Court,32.0,1863.0,2183.0
Washim,2021,Consumer Forum,,69.0,69.0
Washim,2021,Criminal Court,86.0,4237.0,543.0
Washim,2021,District Magistrate And Executive Magistrate,,,
Washim,2021,"Family Court
",1657.0,14.0,1671.0
Washim,2021,Industrial Court,2.0,,2.0
Washim,2021,Labor Court,26.0,27.0,53.0
Washim,2021,Public Court,98.0,311.0,49.0
Yavatmal,2012,Civil Court,6918.0,1268.0,8186.0
Yavatmal,2012,Consumer Forum,419.0,289.0,78.0
Yavatmal,2012,Criminal Court,,29871.0,29871.0
Yavatmal,2012,District Magistrate And Executive Magistrate,1646.0,12.0,2648.0
Yavatmal,2012,Family Court,,,
Yavatmal,2012,Industrial Court,48.0,7.0,55.0
Yavatmal,2012,Labor Court,,25.0,25.0
Yavatmal,2012,Public Court,5742.0,,5742.0
Yavatmal,2013,Civil Court,5299.0,3466.0,8765.0
Yavatmal,2013,Consumer Forum,622.0,269.0,891.0
Yavatmal,2013,Criminal Court,,32578.0,32578.0
Yavatmal,2013,District Magistrate And Executive Magistrate,2116.0,21.0,2137.0
Yavatmal,2013,"Family Court
",,,
Yavatmal,2013,Industrial Court,,3.0,3.0
Yavatmal,2013,Labor Court,,45.0,45.0
Yavatmal,2013,Public Court,,,
Yavatmal,2014,Civil Court,,4566.0,4566.0
Yavatmal,2014,Consumer Forum,66.0,299.0,959.0
Yavatmal,2014,Criminal Court,2396.0,3622.0,5118.0
Yavatmal,2014,District Magistrate And Executive Magistrate,4462.0,624.0,586.0
Yavatmal,2014,"Family Court
",,,
Yavatmal,2014,Industrial Court,98.0,293.0,391.0
Yavatmal,2014,Labor Court,,32.0,32.0
Yavatmal,2014,Public Court,7397.0,255.0,9947.0
Yavatmal,2015,Civil Court,3158.0,337.0,6465.0
Yavatmal,2015,Consumer Forum,1941.0,1956.0,12897.0
Yavatmal,2015,Criminal Court,17649.0,19673.0,37322.0
Yavatmal,2015,District Magistrate And Executive Magistrate,5522.0,9.0,5531.0
Yavatmal,2015,"Family Court
",,,
Yavatmal,2015,Industrial Court,92.0,47.0,139.0
Yavatmal,2015,Labor Court,287.0,14.0,391.0
Yavatmal,2015,Public Court,7841.0,,7841.0
Yavatmal,2016,Civil Court,352.0,4695.0,8197.0
Yavatmal,2016,Consumer Forum,,284.0,284.0
Yavatmal,2016,Criminal Court,,2692.0,2692.0
Yavatmal,2016,District Magistrate And Executive Magistrate,,18.0,18.0
Yavatmal,2016,Family Court,,,
Yavatmal,2016,Industrial Court,,36.0,36.0
Yavatmal,2016,Labor Court,351.0,158.0,59.0
Yavatmal,2016,Public Court,,,
Yavatmal,2017,Civil Court,,5391.0,5391.0
Yavatmal,2017,Consumer Forum,761.0,28.0,141.0
Yavatmal,2017,Criminal Court,17587.0,19936.0,37523.0
Yavatmal,2017,District Magistrate And Executive Magistrate,764.0,,764.0
Yavatmal,2017,"Family Court
",,,
Yavatmal,2017,Industrial Court,,6.0,6.0
Yavatmal,2017,Labor Court,225.0,366.0,591.0
Yavatmal,2017,Public Court,,249.0,249.0
Yavatmal,2018,Civil Court,3259.0,3411.0,667.0
Yavatmal,2018,Consumer Forum,74.0,318.0,122.0
Yavatmal,2018,Criminal Court,14449.0,1553.0,29952.0
Yavatmal,2018,District Magistrate And Executive Magistrate,4973.0,32.0,55.0
Yavatmal,2018,"Family Court
",,,
Yavatmal,2018,Industrial Court,97.0,13.0,11.0
Yavatmal,2018,Labor Court,146.0,86.0,232.0
Yavatmal,2018,Public Court,5542.0,,5542.0
Yavatmal,2019,Civil Court,349.0,3583.0,6632.0
Yavatmal,2019,Consumer Forum,83.0,335.0,1165.0
Yavatmal,2019,Criminal Court,19874.0,2111.0,4975.0
Yavatmal,2019,District Magistrate And Executive Magistrate,3884.0,1372.0,5256.0
Yavatmal,2019,"Family Court
",,,
Yavatmal,2019,Industrial Court,51.0,24.0,525.0
Yavatmal,2019,Labor Court,28.0,45.0,325.0
Yavatmal,2019,Public Court,4574.0,,4574.0
Yavatmal,2020,Civil Court,1142.0,359.0,4651.0
Yavatmal,2020,Consumer Forum,12871.0,259.0,1538.0
Yavatmal,2020,Criminal Court,,1278.0,1278.0
Yavatmal,2020,District Magistrate And Executive Magistrate,545.0,772.0,6177.0
Yavatmal,2020,"Family Court
",,,
Yavatmal,2020,Industrial Court,56.0,,56.0
Yavatmal,2020,Labor Court,,62.0,62.0
Yavatmal,2020,Public Court,1429.0,,1429.0
Yavatmal,2021,Civil Court,6335.0,886.0,7221.0
Yavatmal,2021,Consumer Forum,165.0,335.0,14.0
Yavatmal,2021,Criminal Court,,12567.0,12567.0
Yavatmal,2021,District Magistrate And Executive Magistrate,5936.0,91.0,627.0
Yavatmal,2021,"Family Court
",947.0,33.0,98.0
Yavatmal,2021,Industrial Court,35.0,1.0,45.0
Yavatmal,2021,Labor Court,92.0,132.0,224.0
Yavatmal,2021,Public Court,,,
