Year,District,Taluka,Select Type of Police Establishment,Number
2018,Yavatmal,Pusad,Outposts,
2018,Yavatmal,Umarkhed,Outposts,
2018,Yavatmal,Mahagaon,Outposts,
2018,Yavatmal,Aarni,Outposts,2
2018,Yavatmal,Ghantaji,Outposts,2
2018,Yavatmal,Kelapur,Outposts,3
2018,Yavatmal,Ralegaon,Outposts,
2018,Yavatmal,Maregaon,Outposts,
2018,Yavatmal,Zari Jamani,Outposts,
2018,Yavatmal,Vani,Outposts,2
2019,Yavatmal,Ner,Outposts,
2019,Yavatmal,Babhulgaon,Outposts,
2019,Yavatmal,Kalamb,Outposts,1
2019,Yavatmal,Yavatmal,Outposts,
2019,Yavatmal,Darvha,Outposts,3
2019,Yavatmal,Digras,Outposts,1
2019,Yavatmal,Pusad,Outposts,1
2019,Yavatmal,Umarkhed,Outposts,1
2019,Yavatmal,Mahagaon,Outposts,
2019,Yavatmal,Aarni,Outposts,2
2019,Yavatmal,Ghantaji,Outposts,2
2019,Yavatmal,Kelapur,Outposts,3
2019,Yavatmal,Ralegaon,Outposts,
2019,Yavatmal,Maregaon,Outposts,
2019,Yavatmal,Zari Jamani,Outposts,
2019,Yavatmal,Vani,Outposts,2
2020,Yavatmal,Ner,Outposts,
2020,Yavatmal,Babhulgaon,Outposts,
2020,Yavatmal,Kalamb,Outposts,1
2020,Yavatmal,Yavatmal,Outposts,
2020,Yavatmal,Darvha,Outposts,3
2020,Yavatmal,Digras,Outposts,1
2020,Yavatmal,Pusad,Outposts,2
2020,Yavatmal,Umarkhed,Outposts,1
2020,Yavatmal,Mahagaon,Outposts,
2020,Yavatmal,Aarni,Outposts,2
2020,Yavatmal,Ghantaji,Outposts,2
2020,Yavatmal,Kelapur,Outposts,3
2020,Yavatmal,Ralegaon,Outposts,
2020,Yavatmal,Maregaon,Outposts,
2020,Yavatmal,Zari Jamani,Outposts,
2020,Yavatmal,Vani,Outposts,2
2021,Yavatmal,Ner,Outposts,
2021,Yavatmal,Babhulgaon,Outposts,
2021,Yavatmal,Kalamb,Outposts,1
2021,Yavatmal,Yavatmal,Outposts,
2021,Yavatmal,Darvha,Outposts,3
2021,Yavatmal,Digras,Outposts,1
2021,Yavatmal,Pusad,Outposts,2
2021,Yavatmal,Umarkhed,Outposts,1
2021,Yavatmal,Mahagaon,Outposts,
2021,Yavatmal,Aarni,Outposts,2
2021,Yavatmal,Ghantaji,Outposts,2
2021,Yavatmal,Kelapur,Outposts,3
2021,Yavatmal,Ralegaon,Outposts,
2021,Yavatmal,Maregaon,Outposts,
2021,Yavatmal,Zari Jamani,Outposts,
2021,Yavatmal,Vani,Outposts,2
2018,Ahilyanagar,Akole,Police Chowkis,
2018,Ahilyanagar,Sangamner,Police Chowkis,5
2018,Ahilyanagar,Kopargaon,Police Chowkis,
2018,Ahilyanagar,Rahata,Police Chowkis,
2018,Ahilyanagar,Srirampur,Police Chowkis,3
2018,Ahilyanagar,Nevasa,Police Chowkis,
2018,Ahilyanagar,Shevgaon,Police Chowkis,
2018,Ahilyanagar,Pathardi,Police Chowkis,15
2018,Ahilyanagar,Nagar,Police Chowkis,
2018,Ahilyanagar,Rahuri,Police Chowkis,
2018,Ahilyanagar,Parner,Police Chowkis,
2018,Ahilyanagar,Srigonda,Police Chowkis,
2018,Ahilyanagar,Karjat,Police Chowkis,1
2018,Ahilyanagar,Jamkhed,Police Chowkis,
2019,Ahilyanagar,Akole,Police Chowkis,
2019,Ahilyanagar,Sangamner,Police Chowkis,5
2019,Ahilyanagar,Kopargaon,Police Chowkis,
2019,Ahilyanagar,Rahata,Police Chowkis,
2019,Ahilyanagar,Srirampur,Police Chowkis,3
2019,Ahilyanagar,Nevasa,Police Chowkis,
2019,Ahilyanagar,Shevgaon,Police Chowkis,
2019,Ahilyanagar,Pathardi,Police Chowkis,15
2019,Ahilyanagar,Nagar,Police Chowkis,
2019,Ahilyanagar,Rahuri,Police Chowkis,
2019,Ahilyanagar,Parner,Police Chowkis,
2019,Ahilyanagar,Srigonda,Police Chowkis,
2019,Ahilyanagar,Karjat,Police Chowkis,1
2019,Ahilyanagar,Jamkhed,Police Chowkis,
2020,Ahilyanagar,Akole,Police Chowkis,5
2020,Ahilyanagar,Sangamner,Police Chowkis,
2020,Ahilyanagar,Kopargaon,Police Chowkis,
2020,Ahilyanagar,Rahata,Police Chowkis,4
2020,Ahilyanagar,Srirampur,Police Chowkis,5
2020,Ahilyanagar,Nevasa,Police Chowkis,
2020,Ahilyanagar,Shevgaon,Police Chowkis,4
2020,Ahilyanagar,Pathardi,Police Chowkis,
2020,Ahilyanagar,Nagar,Police Chowkis,13
2020,Ahilyanagar,Rahuri,Police Chowkis,
2020,Ahilyanagar,Parner,Police Chowkis,
2020,Ahilyanagar,Srigonda,Police Chowkis,
2020,Ahilyanagar,Karjat,Police Chowkis,
2020,Ahilyanagar,Jamkhed,Police Chowkis,
2021,Ahilyanagar,Akole,Police Chowkis,4
2021,Ahilyanagar,Sangamner,Police Chowkis,4
2021,Ahilyanagar,Kopargaon,Police Chowkis,3
2021,Ahilyanagar,Rahata,Police Chowkis,
2021,Ahilyanagar,Srirampur,Police Chowkis,6
2021,Ahilyanagar,Nevasa,Police Chowkis,
2021,Ahilyanagar,Shevgaon,Police Chowkis,
2021,Ahilyanagar,Pathardi,Police Chowkis,1
2021,Ahilyanagar,Nagar,Police Chowkis,13
2021,Ahilyanagar,Rahuri,Police Chowkis,8
2021,Ahilyanagar,Parner,Police Chowkis,
2021,Ahilyanagar,Srigonda,Police Chowkis,3
2021,Ahilyanagar,Karjat,Police Chowkis,1
2021,Ahilyanagar,Jamkhed,Police Chowkis,5
2018,Akola,Telhara,Police Chowkis,
2018,Akola,Akot,Police Chowkis,5
2018,Akola,Balapur,Police Chowkis,3
2018,Akola,Akola,Police Chowkis,17
2018,Akola,Murtijapur,Police Chowkis,2
2018,Akola,Patur,Police Chowkis,
2018,Akola,Barshitakali,Police Chowkis,
2019,Akola,Telhara,Police Chowkis,
2019,Akola,Akot,Police Chowkis,5
2019,Akola,Balapur,Police Chowkis,
2019,Akola,Akola,Police Chowkis,20
2019,Akola,Murtijapur,Police Chowkis,2
2019,Akola,Patur,Police Chowkis,
2019,Akola,Barshitakali,Police Chowkis,
2020,Akola,Telhara,Police Chowkis,
2020,Akola,Akot,Police Chowkis,4
2020,Akola,Balapur,Police Chowkis,
2020,Akola,Akola,Police Chowkis,15
2020,Akola,Murtijapur,Police Chowkis,2
2020,Akola,Patur,Police Chowkis,
2020,Akola,Barshitakali,Police Chowkis,
2021,Akola,Telhara,Police Chowkis,
2021,Akola,Akot,Police Chowkis,4
2021,Akola,Balapur,Police Chowkis,
2021,Akola,Akola,Police Chowkis,15
2021,Akola,Murtijapur,Police Chowkis,2
2021,Akola,Patur,Police Chowkis,
2021,Akola,Barshitakali,Police Chowkis,
2018,Amravati,Dharani,Police Chowkis,
2018,Amravati,Chikhraldara,Police Chowkis,
2018,Amravati,Anjangaon Su,Police Chowkis,
2018,Amravati,Achalpur,Police Chowkis,
2018,Amravati,Chandurbazar,Police Chowkis,
2018,Amravati,Morshi,Police Chowkis,
2018,Amravati,Warud,Police Chowkis,
2018,Amravati,Tivas,Police Chowkis,
2018,Amravati,Amravati,Police Chowkis,
2018,Amravati,Bhatkuli,Police Chowkis,
2018,Amravati,Daryapur,Police Chowkis,
2018,Amravati,Nandgaon Kh,Police Chowkis,
2018,Amravati,Chandur Railway,Police Chowkis,
2018,Amravati,Dhamangaon Re,Police Chowkis,
2019,Amravati,Dharani,Police Chowkis,
2019,Amravati,Chikhraldara,Police Chowkis,
2019,Amravati,Anjangaon Su,Police Chowkis,
2019,Amravati,Achalpur,Police Chowkis,
2019,Amravati,Chandurbazar,Police Chowkis,
2019,Amravati,Morshi,Police Chowkis,1
2019,Amravati,Warud,Police Chowkis,1
2019,Amravati,Tivas,Police Chowkis,
2019,Amravati,Amravati,Police Chowkis,
2019,Amravati,Bhatkuli,Police Chowkis,
2019,Amravati,Daryapur,Police Chowkis,
2019,Amravati,Nandgaon Kh,Police Chowkis,2
2019,Amravati,Chandur Railway,Police Chowkis,1
2019,Amravati,Dhamangaon Re,Police Chowkis,
2020,Amravati,Dharani,Police Chowkis,
2020,Amravati,Chikhraldara,Police Chowkis,
2020,Amravati,Anjangaon Su,Police Chowkis,
2020,Amravati,Achalpur,Police Chowkis,
2020,Amravati,Chandurbazar,Police Chowkis,
2020,Amravati,Morshi,Police Chowkis,1
2020,Amravati,Warud,Police Chowkis,1
2020,Amravati,Tivas,Police Chowkis,
2020,Amravati,Amravati,Police Chowkis,8
2020,Amravati,Bhatkuli,Police Chowkis,
2020,Amravati,Daryapur,Police Chowkis,
2020,Amravati,Nandgaon Kh,Police Chowkis,2
2020,Amravati,Chandur Railway,Police Chowkis,1
2020,Amravati,Dhamangaon Re,Police Chowkis,
2021,Amravati,Dharani,Police Chowkis,
2021,Amravati,Chikhraldara,Police Chowkis,
2021,Amravati,Anjangaon Su,Police Chowkis,
2021,Amravati,Achalpur,Police Chowkis,
2021,Amravati,Chandurbazar,Police Chowkis,
2021,Amravati,Morshi,Police Chowkis,
2021,Amravati,Warud,Police Chowkis,1
2021,Amravati,Tivas,Police Chowkis,
2021,Amravati,Amravati,Police Chowkis,8
2021,Amravati,Bhatkuli,Police Chowkis,
2021,Amravati,Daryapur,Police Chowkis,
2021,Amravati,Nandgaon Kh,Police Chowkis,2
2021,Amravati,Chandur Railway,Police Chowkis,1
2021,Amravati,Dhamangaon Re,Police Chowkis,
2018,Beed,Ashti,Police Chowkis,
2018,Beed,Patoda,Police Chowkis,
2018,Beed,Shirur Kasar,Police Chowkis,
2018,Beed,Gevrai,Police Chowkis,
2018,Beed,Majalgaon,Police Chowkis,
2018,Beed,Wadwani,Police Chowkis,
2018,Beed,Beed,Police Chowkis,7
2018,Beed,Cage,Police Chowkis,
2018,Beed,Dharur,Police Chowkis,1
2018,Beed,Parli,Police Chowkis,1
2018,Beed,Ambajogai,Police Chowkis,4
2019,Beed,Ashti,Police Chowkis,
2019,Beed,Patoda,Police Chowkis,
2019,Beed,Shirur Kasar,Police Chowkis,
2019,Beed,Gevrai,Police Chowkis,
2019,Beed,Majalgaon,Police Chowkis,
2019,Beed,Wadwani,Police Chowkis,
2019,Beed,Beed,Police Chowkis,7
2019,Beed,Cage,Police Chowkis,
2019,Beed,Dharur,Police Chowkis,1
2019,Beed,Parli,Police Chowkis,1
2019,Beed,Ambajogai,Police Chowkis,4
2020,Beed,Ashti,Police Chowkis,1
2020,Beed,Patoda,Police Chowkis,1
2020,Beed,Shirur Kasar,Police Chowkis,
2020,Beed,Gevrai,Police Chowkis,
2020,Beed,Majalgaon,Police Chowkis,1
2020,Beed,Wadwani,Police Chowkis,
2020,Beed,Beed,Police Chowkis,5
2020,Beed,Cage,Police Chowkis,
2020,Beed,Dharur,Police Chowkis,
2020,Beed,Parli,Police Chowkis,
2020,Beed,Ambajogai,Police Chowkis,4
2021,Beed,Ashti,Police Chowkis,1
2021,Beed,Patoda,Police Chowkis,1
2021,Beed,Shirur Kasar,Police Chowkis,
2021,Beed,Gevrai,Police Chowkis,
2021,Beed,Majalgaon,Police Chowkis,1
2021,Beed,Wadwani,Police Chowkis,
2021,Beed,Beed,Police Chowkis,5
2021,Beed,Cage,Police Chowkis,
2021,Beed,Dharur,Police Chowkis,
2021,Beed,Parli,Police Chowkis,
2021,Beed,Ambajogai,Police Chowkis,3
2018,Bhandara,Tumsar,Police Chowkis,
2018,Bhandara,Mohadi,Police Chowkis,
2018,Bhandara,Bhandara,Police Chowkis,1
2018,Bhandara,Sakoli,Police Chowkis,
2018,Bhandara,Lakhani,Police Chowkis,
2018,Bhandara,Pavani,Police Chowkis,1
2018,Bhandara,Lakhandur,Police Chowkis,
2019,Bhandara,Tumsar,Police Chowkis,
2019,Bhandara,Mohadi,Police Chowkis,
2019,Bhandara,Bhandara,Police Chowkis,1
2019,Bhandara,Sakoli,Police Chowkis,
2019,Bhandara,Lakhani,Police Chowkis,
2019,Bhandara,Pavani,Police Chowkis,1
2019,Bhandara,Lakhandur,Police Chowkis,
2020,Bhandara,Tumsar,Police Chowkis,
2020,Bhandara,Mohadi,Police Chowkis,
2020,Bhandara,Bhandara,Police Chowkis,1
2020,Bhandara,Sakoli,Police Chowkis,
2020,Bhandara,Lakhani,Police Chowkis,
2020,Bhandara,Pavani,Police Chowkis,
2020,Bhandara,Lakhandur,Police Chowkis,
2021,Bhandara,Tumsar,Police Chowkis,
2021,Bhandara,Mohadi,Police Chowkis,
2021,Bhandara,Bhandara,Police Chowkis,
2021,Bhandara,Sakoli,Police Chowkis,
2021,Bhandara,Lakhani,Police Chowkis,
2021,Bhandara,Pavani,Police Chowkis,1
2021,Bhandara,Lakhandur,Police Chowkis,
2018,Buldhana,Jalgaon Jamod,Police Chowkis,
2018,Buldhana,Sangrampur,Police Chowkis,
2018,Buldhana,Shegaon,Police Chowkis,1
2018,Buldhana,Nandura,Police Chowkis,
2018,Buldhana,Malkapur,Police Chowkis,4
2018,Buldhana,Motala,Police Chowkis,
2018,Buldhana,Khamgaon,Police Chowkis,9
2018,Buldhana,Mehkar,Police Chowkis,2
2018,Buldhana,Chikhali,Police Chowkis,
2018,Buldhana,Buldhana,Police Chowkis,1
2018,Buldhana,Deulgaon Raja,Police Chowkis,1
2018,Buldhana,Sindkhed Raja,Police Chowkis,1
2018,Buldhana,Lonar,Police Chowkis,1
2019,Buldhana,Jalgaon Jamod,Police Chowkis,1
2019,Buldhana,Sangrampur,Police Chowkis,
2019,Buldhana,Shegaon,Police Chowkis,5
2019,Buldhana,Nandura,Police Chowkis,1
2019,Buldhana,Malkapur,Police Chowkis,11
2019,Buldhana,Motala,Police Chowkis,
2019,Buldhana,Khamgaon,Police Chowkis,9
2019,Buldhana,Mehkar,Police Chowkis,1
2019,Buldhana,Chikhali,Police Chowkis,
2019,Buldhana,Buldhana,Police Chowkis,3
2019,Buldhana,Deulgaon Raja,Police Chowkis,1
2019,Buldhana,Sindkhed Raja,Police Chowkis,
2019,Buldhana,Lonar,Police Chowkis,2
2020,Buldhana,Jalgaon Jamod,Police Chowkis,1
2020,Buldhana,Sangrampur,Police Chowkis,
2020,Buldhana,Shegaon,Police Chowkis,5
2020,Buldhana,Nandura,Police Chowkis,1
2020,Buldhana,Malkapur,Police Chowkis,11
2020,Buldhana,Motala,Police Chowkis,
2020,Buldhana,Khamgaon,Police Chowkis,9
2020,Buldhana,Mehkar,Police Chowkis,1
2020,Buldhana,Chikhali,Police Chowkis,
2020,Buldhana,Buldhana,Police Chowkis,3
2020,Buldhana,Deulgaon Raja,Police Chowkis,1
2020,Buldhana,Sindkhed Raja,Police Chowkis,
2020,Buldhana,Lonar,Police Chowkis,2
2021,Buldhana,Jalgaon Jamod,Police Chowkis,1
2021,Buldhana,Sangrampur,Police Chowkis,
2021,Buldhana,Shegaon,Police Chowkis,5
2021,Buldhana,Nandura,Police Chowkis,1
2021,Buldhana,Malkapur,Police Chowkis,11
2021,Buldhana,Motala,Police Chowkis,
2021,Buldhana,Khamgaon,Police Chowkis,9
2021,Buldhana,Mehkar,Police Chowkis,1
2021,Buldhana,Chikhali,Police Chowkis,
2021,Buldhana,Buldhana,Police Chowkis,3
2021,Buldhana,Deulgaon Raja,Police Chowkis,1
2021,Buldhana,Sindkhed Raja,Police Chowkis,
2021,Buldhana,Lonar,Police Chowkis,2
2018,Chandrapur,Varora,Police Chowkis,
2018,Chandrapur,Chimur,Police Chowkis,
2018,Chandrapur,Nagbhid,Police Chowkis,
2018,Chandrapur,Bramhapuri,Police Chowkis,
2018,Chandrapur,Savali,Police Chowkis,
2018,Chandrapur,Sindevahi,Police Chowkis,
2018,Chandrapur,Bhadravati,Police Chowkis,
2018,Chandrapur,Chandrapur,Police Chowkis,9
2018,Chandrapur,Mul,Police Chowkis,1
2018,Chandrapur,Ponbhurna,Police Chowkis,
2018,Chandrapur,Ballarpur,Police Chowkis,2
2018,Chandrapur,Korpana,Police Chowkis,
2018,Chandrapur,Rajura,Police Chowkis,
2018,Chandrapur,Gondpipari,Police Chowkis,
2018,Chandrapur,Jivati,Police Chowkis,
2019,Chandrapur,Varora,Police Chowkis,
2019,Chandrapur,Chimur,Police Chowkis,
2019,Chandrapur,Nagbhid,Police Chowkis,
2019,Chandrapur,Bramhapuri,Police Chowkis,
2019,Chandrapur,Savali,Police Chowkis,
2019,Chandrapur,Sindevahi,Police Chowkis,
2019,Chandrapur,Bhadravati,Police Chowkis,
2019,Chandrapur,Chandrapur,Police Chowkis,9
2019,Chandrapur,Mul,Police Chowkis,1
2019,Chandrapur,Ponbhurna,Police Chowkis,
2019,Chandrapur,Ballarpur,Police Chowkis,1
2019,Chandrapur,Korpana,Police Chowkis,1
2019,Chandrapur,Rajura,Police Chowkis,1
2019,Chandrapur,Gondpipari,Police Chowkis,
2019,Chandrapur,Jivati,Police Chowkis,
2020,Chandrapur,Varora,Police Chowkis,
2020,Chandrapur,Chimur,Police Chowkis,
2020,Chandrapur,Nagbhid,Police Chowkis,
2020,Chandrapur,Bramhapuri,Police Chowkis,
2020,Chandrapur,Savali,Police Chowkis,
2020,Chandrapur,Sindevahi,Police Chowkis,
2020,Chandrapur,Bhadravati,Police Chowkis,
2020,Chandrapur,Chandrapur,Police Chowkis,9
2020,Chandrapur,Mul,Police Chowkis,1
2020,Chandrapur,Ponbhurna,Police Chowkis,
2020,Chandrapur,Ballarpur,Police Chowkis,1
2020,Chandrapur,Korpana,Police Chowkis,1
2020,Chandrapur,Rajura,Police Chowkis,1
2020,Chandrapur,Gondpipari,Police Chowkis,
2020,Chandrapur,Jivati,Police Chowkis,
2021,Chandrapur,Varora,Police Chowkis,
2021,Chandrapur,Chimur,Police Chowkis,
2021,Chandrapur,Nagbhid,Police Chowkis,
2021,Chandrapur,Bramhapuri,Police Chowkis,
2021,Chandrapur,Savali,Police Chowkis,
2021,Chandrapur,Sindevahi,Police Chowkis,
2021,Chandrapur,Bhadravati,Police Chowkis,
2021,Chandrapur,Chandrapur,Police Chowkis,9
2021,Chandrapur,Mul,Police Chowkis,1
2021,Chandrapur,Ponbhurna,Police Chowkis,
2021,Chandrapur,Ballarpur,Police Chowkis,1
2021,Chandrapur,Korpana,Police Chowkis,1
2021,Chandrapur,Rajura,Police Chowkis,1
2021,Chandrapur,Gondpipari,Police Chowkis,
2021,Chandrapur,Jivati,Police Chowkis,
2018,Dhule,Shirpur,Police Chowkis,
2018,Dhule,Shindkheda,Police Chowkis,
2018,Dhule,Sakri,Police Chowkis,
2018,Dhule,Dhule,Police Chowkis,8
2019,Dhule,Shirpur,Police Chowkis,4
2019,Dhule,Shindkheda,Police Chowkis,
2019,Dhule,Sakri,Police Chowkis,
2019,Dhule,Dhule,Police Chowkis,11
2020,Dhule,Shirpur,Police Chowkis,4
2020,Dhule,Shindkheda,Police Chowkis,
2020,Dhule,Sakri,Police Chowkis,
2020,Dhule,Dhule,Police Chowkis,11
2021,Dhule,Shirpur,Police Chowkis,4
2021,Dhule,Shindkheda,Police Chowkis,
2021,Dhule,Sakri,Police Chowkis,
2021,Dhule,Dhule,Police Chowkis,11
2018,Gadchiroli,Desaiganj,Police Chowkis,
2018,Gadchiroli,Aarmori,Police Chowkis,
2018,Gadchiroli,Kurkheda,Police Chowkis,
2018,Gadchiroli,Korachi,Police Chowkis,
2018,Gadchiroli,Dhanora,Police Chowkis,
2018,Gadchiroli,Gadchiroli,Police Chowkis,
2018,Gadchiroli,Chomoshi,Police Chowkis,
2018,Gadchiroli,Mulchera,Police Chowkis,
2018,Gadchiroli,Etapalli,Police Chowkis,
2018,Gadchiroli,Bhamragad,Police Chowkis,
2018,Gadchiroli,Aheri,Police Chowkis,
2018,Gadchiroli,Sironcha,Police Chowkis,
2019,Gadchiroli,Desaiganj,Police Chowkis,
2019,Gadchiroli,Aarmori,Police Chowkis,
2019,Gadchiroli,Kurkheda,Police Chowkis,
2019,Gadchiroli,Korachi,Police Chowkis,
2019,Gadchiroli,Dhanora,Police Chowkis,
2019,Gadchiroli,Gadchiroli,Police Chowkis,
2019,Gadchiroli,Chomoshi,Police Chowkis,
2019,Gadchiroli,Mulchera,Police Chowkis,
2019,Gadchiroli,Etapalli,Police Chowkis,
2019,Gadchiroli,Bhamragad,Police Chowkis,
2019,Gadchiroli,Aheri,Police Chowkis,
2019,Gadchiroli,Sironcha,Police Chowkis,
2020,Gadchiroli,Desaiganj,Police Chowkis,
2020,Gadchiroli,Aarmori,Police Chowkis,
2020,Gadchiroli,Kurkheda,Police Chowkis,
2020,Gadchiroli,Korachi,Police Chowkis,
2020,Gadchiroli,Dhanora,Police Chowkis,
2020,Gadchiroli,Gadchiroli,Police Chowkis,1
2020,Gadchiroli,Chomoshi,Police Chowkis,
2020,Gadchiroli,Mulchera,Police Chowkis,
2020,Gadchiroli,Etapalli,Police Chowkis,
2020,Gadchiroli,Bhamragad,Police Chowkis,
2020,Gadchiroli,Aheri,Police Chowkis,1
2020,Gadchiroli,Sironcha,Police Chowkis,
2021,Gadchiroli,Desaiganj,Police Chowkis,
2021,Gadchiroli,Aarmori,Police Chowkis,
2021,Gadchiroli,Kurkheda,Police Chowkis,
2021,Gadchiroli,Korachi,Police Chowkis,
2021,Gadchiroli,Dhanora,Police Chowkis,
2021,Gadchiroli,Gadchiroli,Police Chowkis,1
2021,Gadchiroli,Chomoshi,Police Chowkis,
2021,Gadchiroli,Mulchera,Police Chowkis,
2021,Gadchiroli,Etapalli,Police Chowkis,
2021,Gadchiroli,Bhamragad,Police Chowkis,
2021,Gadchiroli,Aheri,Police Chowkis,1
2021,Gadchiroli,Sironcha,Police Chowkis,
2018,Gondia,Tiroda,Police Chowkis,2
2018,Gondia,Goregaon,Police Chowkis,
2018,Gondia,Gondia,Police Chowkis,2
2018,Gondia,Aamgaon,Police Chowkis,
2018,Gondia,Salekasa,Police Chowkis,4
2018,Gondia,Sadak Arjuni,Police Chowkis,
2018,Gondia,Arjuni Morgaon,Police Chowkis,
2018,Gondia,Devari,Police Chowkis,
2019,Gondia,Tiroda,Police Chowkis,2
2019,Gondia,Goregaon,Police Chowkis,
2019,Gondia,Gondia,Police Chowkis,2
2019,Gondia,Aamgaon,Police Chowkis,
2019,Gondia,Salekasa,Police Chowkis,1
2019,Gondia,Sa/Arguni,Police Chowkis,
2019,Gondia,Arguni/Mor,Police Chowkis,
2019,Gondia,Devari,Police Chowkis,
2020,Gondia,Tiroda,Police Chowkis,2
2020,Gondia,Goregaon,Police Chowkis,
2020,Gondia,Gondia,Police Chowkis,1
2020,Gondia,Aamgaon,Police Chowkis,
2020,Gondia,Salekasa,Police Chowkis,1
2020,Gondia,Sa/Arguni,Police Chowkis,
2020,Gondia,Arguni/Mor,Police Chowkis,
2020,Gondia,Devari,Police Chowkis,
2021,Gondia,Tiroda,Police Chowkis,2
2021,Gondia,Goregaon,Police Chowkis,
2021,Gondia,Gondia,Police Chowkis,1
2021,Gondia,Aamgaon,Police Chowkis,
2021,Gondia,Salekasa,Police Chowkis,1
2021,Gondia,Sa/Arguni,Police Chowkis,
2021,Gondia,Arguni/Mor,Police Chowkis,
2021,Gondia,Devari,Police Chowkis,
2018,Hingoli,Sengaon,Police Chowkis,
2018,Hingoli,Hingoli,Police Chowkis,
2018,Hingoli,Aundha Na,Police Chowkis,
2018,Hingoli,Kalamanuri,Police Chowkis,1
2018,Hingoli,Vasamat,Police Chowkis,
2019,Hingoli,Sengaon,Police Chowkis,
2019,Hingoli,Hingoli,Police Chowkis,
2019,Hingoli,Aundha Na,Police Chowkis,
2019,Hingoli,Kalamanuri,Police Chowkis,1
2019,Hingoli,Vasamat,Police Chowkis,
2020,Hingoli,Sengaon,Police Chowkis,
2020,Hingoli,Hingoli,Police Chowkis,
2020,Hingoli,Aundha Na,Police Chowkis,
2020,Hingoli,Kalamanuri,Police Chowkis,1
2020,Hingoli,Vasamat,Police Chowkis,
2021,Hingoli,Sengaon,Police Chowkis,
2021,Hingoli,Hingoli,Police Chowkis,
2021,Hingoli,Aundha Na,Police Chowkis,
2021,Hingoli,Kalamanuri,Police Chowkis,1
2021,Hingoli,Vasamat,Police Chowkis,
2018,Jalna,Bhokardan,Police Chowkis,
2018,Jalna,Jaffrabad,Police Chowkis,
2018,Jalna,Jalna,Police Chowkis,
2018,Jalna,Badnapur,Police Chowkis,
2018,Jalna,Ambad,Police Chowkis,
2018,Jalna,Ghansawangi,Police Chowkis,
2018,Jalna,Partur,Police Chowkis,
2018,Jalna,Mantha,Police Chowkis,
2019,Jalna,Bhokardan,Police Chowkis,1
2019,Jalna,Jaffrabad,Police Chowkis,
2019,Jalna,Jalna,Police Chowkis,9
2019,Jalna,Badnapur,Police Chowkis,1
2019,Jalna,Ambad,Police Chowkis,4
2019,Jalna,Ghansawangi,Police Chowkis,2
2019,Jalna,Partur,Police Chowkis,2
2019,Jalna,Mantha,Police Chowkis,
2020,Jalna,Bhokardan,Police Chowkis,1
2020,Jalna,Jaffrabad,Police Chowkis,
2020,Jalna,Jalna,Police Chowkis,9
2020,Jalna,Badnapur,Police Chowkis,1
2020,Jalna,Ambad,Police Chowkis,4
2020,Jalna,Ghansawangi,Police Chowkis,2
2020,Jalna,Partur,Police Chowkis,2
2020,Jalna,Mantha,Police Chowkis,
2021,Jalna,Bhokardan,Police Chowkis,1
2021,Jalna,Jaffrabad,Police Chowkis,
2021,Jalna,Jalna,Police Chowkis,9
2021,Jalna,Badnapur,Police Chowkis,1
2021,Jalna,Ambad,Police Chowkis,4
2021,Jalna,Ghansawangi,Police Chowkis,2
2021,Jalna,Partur,Police Chowkis,2
2021,Jalna,Mantha,Police Chowkis,
2018,Kolhapur,Shahuwadi,Police Chowkis,1
2018,Kolhapur,Panhala,Police Chowkis,
2018,Kolhapur,Hatkanangale,Police Chowkis,9
2018,Kolhapur,Shirol,Police Chowkis,
2018,Kolhapur,Karveer,Police Chowkis,23
2018,Kolhapur,Gaganbavada,Police Chowkis,
2018,Kolhapur,Radhanagari,Police Chowkis,
2018,Kolhapur,Kagal,Police Chowkis,
2018,Kolhapur,Bhudargad,Police Chowkis,
2018,Kolhapur,Ajara,Police Chowkis,
2018,Kolhapur,Gadhinglaj,Police Chowkis,
2018,Kolhapur,Chandgad,Police Chowkis,
2019,Kolhapur,Shahuwadi,Police Chowkis,1
2019,Kolhapur,Panhala,Police Chowkis,
2019,Kolhapur,Hatkanangale,Police Chowkis,9
2019,Kolhapur,Shirol,Police Chowkis,
2019,Kolhapur,Karveer,Police Chowkis,23
2019,Kolhapur,Gaganbavada,Police Chowkis,
2019,Kolhapur,Radhanagari,Police Chowkis,
2019,Kolhapur,Kagal,Police Chowkis,
2019,Kolhapur,Bhudargad,Police Chowkis,
2019,Kolhapur,Ajara,Police Chowkis,
2019,Kolhapur,Gadhinglaj,Police Chowkis,
2019,Kolhapur,Chandgad,Police Chowkis,
2020,Kolhapur,Shahuwadi,Police Chowkis,1
2020,Kolhapur,Panhala,Police Chowkis,
2020,Kolhapur,Hatkanangale,Police Chowkis,9
2020,Kolhapur,Shirol,Police Chowkis,
2020,Kolhapur,Karveer,Police Chowkis,23
2020,Kolhapur,Gaganbavada,Police Chowkis,
2020,Kolhapur,Radhanagari,Police Chowkis,
2020,Kolhapur,Kagal,Police Chowkis,
2020,Kolhapur,Bhudargad,Police Chowkis,
2020,Kolhapur,Ajara,Police Chowkis,
2020,Kolhapur,Gadhinglaj,Police Chowkis,
2020,Kolhapur,Chandgad,Police Chowkis,
2021,Kolhapur,Shahuwadi,Police Chowkis,1
2021,Kolhapur,Panhala,Police Chowkis,
2021,Kolhapur,Hatkanangale,Police Chowkis,9
2021,Kolhapur,Shirol,Police Chowkis,
