District,Year,Type of Court,Regular,Miscellaneous,All Appeal Cases
Satara,2017,Civil Court,41.0,896.0,136.0
Satara,2017,Criminal Court,299.0,842.0,1141.0
Satara,2017,District Consumer Forum,,,
Satara,2017,District Magistrate And Executive Magistrate,,,
Satara,2017,Family Court,,,
Satara,2017,Industrial Court,64.0,15.0,79.0
Satara,2017,Labor Court,,,
Satara,2017,Public Court,72.0,1218.0,192.0
Satara,2018,Civil Court,782.0,188.0,259.0
Satara,2018,Criminal Court,183.0,142.0,1225.0
Satara,2018,District Consumer Forum,,,
Satara,2018,District Magistrate And Executive Magistrate,,,
Satara,2018,Family Court,,,
Satara,2018,Industrial Court,78.0,,78.0
Satara,2018,Labor Court,,,
Satara,2018,Public Court,55.0,7.0,125.0
Satara,2019,Civil Court,646.0,1393.0,239.0
Satara,2019,Criminal Court,574.0,2387.0,2961.0
Satara,2019,District Consumer Forum,,,
Satara,2019,District Magistrate And Executive Magistrate,,,
Satara,2019,Family Court,,,
Satara,2019,Industrial Court,42.0,,42.0
Satara,2019,Labor Court,,,
Satara,2019,Public Court,8.0,231.0,311.0
Satara,2020,Civil Court,234.0,498.0,732.0
Satara,2020,Criminal Court,173.0,1925.0,298.0
Satara,2020,District Consumer Forum,,,
Satara,2020,District Magistrate And Executive Magistrate,,,
Satara,2020,Family Court,,,
Satara,2020,Industrial Court,21.0,,21.0
Satara,2020,Labor Court,,,
Satara,2020,Public Court,,,
Satara,2021,Civil Court,369.0,17.0,1439.0
Satara,2021,Criminal Court,268.0,1999.0,2267.0
Satara,2021,District Consumer Forum,,,
Satara,2021,District Magistrate And Executive Magistrate,,,
Satara,2021,Family Court,,,
Satara,2021,Industrial Court,21.0,,21.0
Satara,2021,Labor Court,,,
Satara,2021,Public Court,178.0,346.0,524.0
Sindhudurg,2019,Civil Court,166.0,46.0,212.0
Sindhudurg,2019,Consumer Forum,,,
Sindhudurg,2019,Criminal Court,3.0,62.0,92.0
Sindhudurg,2019,District Magistrate And Executive Magistrate,,,
Sindhudurg,2019,"Family Court
",,,
Sindhudurg,2019,Industrial Court,11.0,,11.0
Sindhudurg,2019,Labor Court,,,
Sindhudurg,2019,Public Court,1.0,1.0,2.0
Sindhudurg,2020,Civil Court,48.0,13.0,178.0
Sindhudurg,2020,Consumer Forum,,,
Sindhudurg,2020,Criminal Court,43.0,284.0,327.0
Sindhudurg,2020,District Magistrate And Executive Magistrate,,,
Sindhudurg,2020,"Family Court
",,,
Sindhudurg,2020,Industrial Court,1.0,,1.0
Sindhudurg,2020,Labor Court,,,
Sindhudurg,2020,Public Court,,4.0,4.0
Sindhudurg,2021,Civil Court,58.0,134.0,192.0
Sindhudurg,2021,Consumer Forum,,,
Sindhudurg,2021,Criminal Court,45.0,266.0,311.0
Sindhudurg,2021,District Magistrate And Executive Magistrate,2.0,,2.0
Sindhudurg,2021,"Family Court
",,,
Sindhudurg,2021,Industrial Court,1.0,,1.0
Sindhudurg,2021,Labor Court,,,
Sindhudurg,2021,Public Court,32.0,66.0,98.0
Solapur,2011,Civil Court,23.0,1786.0,486.0
Solapur,2011,Consumer Forum,,,
Solapur,2011,Criminal Court,1157.0,2568.0,3725.0
Solapur,2011,District Magistrate,,,
Solapur,2011,Family Court,,,
Solapur,2011,Industrial Court,,,
Solapur,2011,Labor Court,9.0,28.0,37.0
Solapur,2011,Public Court,,,
Solapur,2012,Civil Court,,,
Solapur,2012,Consumer Forum,,,
Solapur,2012,Criminal Court,4226.0,192.0,6146.0
Solapur,2012,District Magistrate,249.0,2.0,269.0
Solapur,2012,Family Court,,,
Solapur,2012,Industrial Court,62.0,,62.0
Solapur,2012,Labor Court,,,
Solapur,2012,Public Court,,,
Solapur,2013,Civil Court,774.0,227.0,2981.0
Solapur,2013,Consumer Forum,,,
Solapur,2013,Criminal Court,147.0,181.0,328.0
Solapur,2013,District Magistrate,5.0,51.0,11.0
Solapur,2013,Family Court,,,
Solapur,2013,Industrial Court,73.0,28.0,11.0
Solapur,2013,Labor Court,,,
Solapur,2013,Public Court,,,
Solapur,2014,Civil Court,774.0,227.0,2981.0
Solapur,2014,Consumer Forum,,,
Solapur,2014,Criminal Court,147.0,181.0,328.0
Solapur,2014,District Magistrate,5.0,51.0,11.0
Solapur,2014,Family Court,,,
Solapur,2014,Industrial Court,17.0,3.0,2.0
Solapur,2014,Labor Court,,,
Solapur,2014,Public Court,,,
Solapur,2016,Civil Court,1683.0,2231.0,3914.0
Solapur,2016,Consumer Forum,,,
Solapur,2016,Criminal Court,1656.0,2725.0,4381.0
Solapur,2016,District Magistrate,5.0,51.0,11.0
Solapur,2016,Family Court,,,
Solapur,2016,Industrial Court,8.0,8.0,88.0
Solapur,2016,Labor Court,,,
Solapur,2016,Public Court,,,
Solapur,2018,Civil Court,89.0,387.0,1277.0
Solapur,2018,Consumer Forum,,,
Solapur,2018,Criminal Court,1299.0,3959.0,5258.0
Solapur,2018,District Magistrate,1355.0,144.0,1499.0
Solapur,2018,Family Court,,,
Solapur,2018,Industrial Court,116.0,14.0,13.0
Solapur,2018,Labor Court,,,
Solapur,2018,Public Court,,,
Solapur,2019,Civil Court,56.0,258.0,764.0
Solapur,2019,Consumer Forum,,,
Solapur,2019,Criminal Court,22115.0,9592.0,3177.0
Solapur,2019,District Magistrate,1355.0,144.0,1499.0
Solapur,2019,Family Court,,,
Solapur,2019,Industrial Court,15.0,13.0,28.0
Solapur,2019,Labor Court,,,
Solapur,2019,Public Court,,,
Solapur,2020,Civil Court,115.0,62.0,177.0
Solapur,2020,Consumer Forum,,,
Solapur,2020,Criminal Court,656.0,6271.0,12327.0
Solapur,2020,District Magistrate,1355.0,144.0,1499.0
Solapur,2020,Family Court,,,
Solapur,2020,Industrial Court,4.0,,4.0
Solapur,2020,Labor Court,,,
Solapur,2020,Public Court,,,
Solapur,2021,Civil Court,25.0,157.0,47.0
Solapur,2021,Consumer Forum,,,
Solapur,2021,Criminal Court,585.0,5189.0,5774.0
Solapur,2021,District Magistrate,773.0,196.0,969.0
Solapur,2021,Family Court,,,
Solapur,2021,Industrial Court,26.0,1.0,27.0
Solapur,2021,Labor Court,,,
Solapur,2021,Public Court,,,
Thane,2019,Civil Court,412.0,541.0,953.0
Thane,2019,Consumer Forum,,,
Thane,2019,Criminal Court,45.0,626.0,131.0
Thane,2019,District Magistrate And Executive Magistrate,,,
Thane,2019,"Family Court
",,,
Thane,2019,Industrial Court,163.0,,163.0
Thane,2019,Labor Court,,,
Thane,2019,Public Court,,,
Thane,2020,Civil Court,114.0,163.0,277.0
Thane,2020,Consumer Forum,,,
Thane,2020,Criminal Court,229.0,387.0,616.0
Thane,2020,District Magistrate And Executive Magistrate,,,
Thane,2020,"Family Court
",,,
Thane,2020,Industrial Court,17.0,381.0,488.0
Thane,2020,Labor Court,,,
Thane,2020,Public Court,,,
Thane,2021,Civil Court,259.0,678.0,937.0
Thane,2021,Consumer Forum,,,
Thane,2021,Criminal Court,223.0,315.0,538.0
Thane,2021,District Magistrate And Executive Magistrate,,,
Thane,2021,"Family Court
",,,
Thane,2021,Industrial Court,,,
Thane,2021,Labor Court,,,
Thane,2021,Public Court,,,
Wardha,2012,Civil Court,588.0,542.0,113.0
Wardha,2012,Consumer Forum,,,
Wardha,2012,Criminal Court,11.0,149.0,1249.0
Wardha,2012,District Magistrate And Executive Magistrate,,,
Wardha,2012,Family Court,,,
Wardha,2012,Industrial Court,,,
Wardha,2012,Labor Court,,,
Wardha,2012,Public Court,,,
Wardha,2013,Civil Court,418.0,572.0,99.0
Wardha,2013,Consumer Forum,,,
Wardha,2013,Criminal Court,1252.0,228.0,148.0
Wardha,2013,District Magistrate And Executive Magistrate,,,
Wardha,2013,"Family Court
",,,
Wardha,2013,Industrial Court,,,
Wardha,2013,Labor Court,,,
Wardha,2013,Public Court,,,
Wardha,2014,Civil Court,74.0,398.0,112.0
Wardha,2014,Consumer Forum,,,
Wardha,2014,Criminal Court,917.0,178.0,195.0
Wardha,2014,District Magistrate And Executive Magistrate,,,
Wardha,2014,"Family Court
",,,
Wardha,2014,Industrial Court,,,
Wardha,2014,Labor Court,3.0,,3.0
Wardha,2014,Public Court,,,
Wardha,2015,Civil Court,933.0,158.0,1991.0
Wardha,2015,Consumer Forum,,,
Wardha,2015,Criminal Court,157.0,157.0,1214.0
Wardha,2015,District Magistrate And Executive Magistrate,,,
Wardha,2015,"Family Court
",,,
Wardha,2015,Industrial Court,,,
Wardha,2015,Labor Court,25.0,,25.0
Wardha,2015,Public Court,,,
Wardha,2016,Civil Court,419.0,256.0,675.0
Wardha,2016,Consumer Forum,,,
Wardha,2016,Criminal Court,278.0,174.0,2252.0
Wardha,2016,District Magistrate And Executive Magistrate,,,
Wardha,2016,Family Court,,,
Wardha,2016,Industrial Court,,,
Wardha,2016,Labor Court,8.0,,8.0
Wardha,2016,Public Court,,,
Wardha,2017,Civil Court,324.0,124.0,1564.0
Wardha,2017,Consumer Forum,,,
Wardha,2017,Criminal Court,1515.0,1296.0,2811.0
Wardha,2017,District Magistrate And Executive Magistrate,,,
Wardha,2017,"Family Court
",,,
Wardha,2017,Industrial Court,,,
Wardha,2017,Labor Court,14.0,,14.0
Wardha,2017,Public Court,,,
Wardha,2018,Civil Court,266.0,584.0,85.0
Wardha,2018,Consumer Forum,,,
Wardha,2018,Criminal Court,1314.0,23.0,1517.0
Wardha,2018,District Magistrate And Executive Magistrate,,,
Wardha,2018,"Family Court
",,,
Wardha,2018,Industrial Court,56.0,,56.0
Wardha,2018,Labor Court,9.0,,9.0
Wardha,2018,Public Court,,,
Wardha,2019,Civil Court,194.0,254.0,2698.0
Wardha,2019,Consumer Forum,,,
Wardha,2019,Criminal Court,837.0,521.0,1358.0
Wardha,2019,District Magistrate And Executive Magistrate,,,
Wardha,2019,"Family Court
",,,
Wardha,2019,Industrial Court,7.0,,7.0
Wardha,2019,Labor Court,3.0,,3.0
Wardha,2019,Public Court,,,
Wardha,2020,Civil Court,15.0,389.0,539.0
Wardha,2020,Consumer Forum,,,
Wardha,2020,Criminal Court,642.0,289.0,931.0
Wardha,2020,District Magistrate And Executive Magistrate,,,
Wardha,2020,"Family Court
",,,
Wardha,2020,Industrial Court,7.0,,7.0
Wardha,2020,Labor Court,,,
Wardha,2020,Public Court,,,
Wardha,2021,Civil Court,36.0,429.0,735.0
Wardha,2021,Consumer Forum,,,
Wardha,2021,Criminal Court,867.0,348.0,1215.0
Wardha,2021,District Magistrate And Executive Magistrate,,,
Wardha,2021,"Family Court
",,,
Wardha,2021,Industrial Court,47.0,4.0,51.0
Wardha,2021,Labor Court,24.0,,24.0
Wardha,2021,Public Court,,,
Washim,2008,Civil Court,283.0,175.0,458.0
Washim,2008,Consumer Forum,,,
Washim,2008,Criminal Court,348.0,442.0,79.0
Washim,2008,District Magistrate And Executive Magistrate,,,
Washim,2008,Family Court,,,
Washim,2008,Industrial Court,65.0,1.0,66.0
Washim,2008,Labor Court,,,
Washim,2008,Public Court,,,
Washim,2009,Civil Court,372.0,164.0,536.0
Washim,2009,Consumer Forum,832.0,656.0,1488.0
Washim,2009,Criminal Court,361.0,472.0,833.0
Washim,2009,District Magistrate And Executive Magistrate,,,
Washim,2009,Family Court,,,
Washim,2009,Industrial Court,78.0,,78.0
Washim,2009,Labor Court,,,
Washim,2009,Public Court,21.0,2.0,41.0
Washim,2010,Civil Court,69.0,49.0,478.0
Washim,2010,Consumer Forum,,5.0,5.0
Washim,2010,Criminal Court,98.0,727.0,825.0
Washim,2010,District Magistrate And Executive Magistrate,,,
Washim,2010,Family Court,,,
Washim,2010,Industrial Court,8.0,,8.0
Washim,2010,Labor Court,,,
Washim,2010,Public Court,28.0,,28.0
Washim,2011,Civil Court,54.0,296.0,35.0
Washim,2011,Consumer Forum,,,
Washim,2011,Criminal Court,11.0,759.0,86.0
Washim,2011,District Magistrate And Executive Magistrate,,,
Washim,2011,Family Court,,,
Washim,2011,Industrial Court,48.0,8.0,56.0
Washim,2011,Labor Court,,,
Washim,2011,Public Court,21.0,,21.0
Washim,2012,Civil Court,24.0,129.0,153.0
Washim,2012,Consumer Forum,,,
Washim,2012,Criminal Court,31.0,54.0,571.0
Washim,2012,District Magistrate And Executive Magistrate,,,
Washim,2012,Family Court,,,
Washim,2012,Industrial Court,,,
Washim,2012,Labor Court,,,
Washim,2012,Public Court,,22.0,22.0
Washim,2013,Civil Court,1618.0,823.0,2441.0
Washim,2013,Consumer Forum,,,
Washim,2013,Criminal Court,121.0,122.0,1332.0
Washim,2013,District Magistrate And Executive Magistrate,,,
Washim,2013,"Family Court
",,,
Washim,2013,Industrial Court,9.0,,9.0
Washim,2013,Labor Court,15.0,5.0,2.0
Washim,2013,Public Court,,22.0,22.0
Washim,2014,Civil Court,318.0,199.0,517.0
Washim,2014,Consumer Forum,,,
Washim,2014,Criminal Court,38.0,78.0,188.0
Washim,2014,District Magistrate And Executive Magistrate,,,
Washim,2014,"Family Court
",,,
Washim,2014,Industrial Court,3.0,,3.0
Washim,2014,Labor Court,,,
Washim,2014,Public Court,,,
Washim,2015,Civil Court,161.0,186.0,347.0
Washim,2015,Criminal Court,733.0,213.0,946.0
Washim,2015,District Magistrate And Executive Magistrate,,,
Washim,2015,"Family Court
",,,
Washim,2015,Industrial Court,153.0,,153.0
Washim,2015,Labor Court,,,
Washim,2015,Public Court,,,
Washim,2016,Civil Court,278.0,747.0,125.0
Washim,2016,Consumer Forum,,,
Washim,2016,Consumer Forum,,,
Washim,2016,Criminal Court,668.0,564.0,1232.0
Washim,2016,District Magistrate And Executive Magistrate,,,
Washim,2016,Family Court,,,
Washim,2016,Industrial Court,11.0,,11.0
Washim,2016,Labor Court,2.0,,2.0
Washim,2016,Public Court,,,
Washim,2017,Civil Court,596.0,523.0,1119.0
Washim,2017,Consumer Forum,198.0,594.0,792.0
Washim,2017,Consumer Forum,,,
Washim,2017,Criminal Court,,,
Washim,2017,District Magistrate And Executive Magistrate,,,
Washim,2017,"Family Court
",,,
Washim,2017,Industrial Court,,,
Washim,2017,Labor Court,21.0,17.0,38.0
Washim,2017,Public Court,,,
Washim,2018,Civil Court,14.0,218.0,322.0
Washim,2018,Consumer Forum,,,
Washim,2018,Criminal Court,311.0,617.0,928.0
Washim,2018,District Magistrate And Executive Magistrate,,,
Washim,2018,"Family Court
",,,
Washim,2018,Industrial Court,,,
Washim,2018,Labor Court,,,
Washim,2018,Public Court,,,
Washim,2019,Civil Court,,,
Washim,2019,Consumer Forum,,,
Washim,2019,Criminal Court,,,
Washim,2019,District Magistrate And Executive Magistrate,,,
Washim,2019,"Family Court
",,,
Washim,2019,Industrial Court,7.0,,7.0
Washim,2019,Labor Court,,,
Washim,2019,Public Court,53.0,26.0,79.0
Washim,2020,Civil Court,,,
Washim,2020,Consumer Forum,,,
Washim,2020,Criminal Court,251.0,745.0,996.0
Washim,2020,District Magistrate And Executive Magistrate,,,
Washim,2020,"Family Court
",,,
Washim,2020,Industrial Court,1.0,,1.0
Washim,2020,Labor Court,,,
Washim,2020,Public Court,4.0,12.0,16.0
Washim,2021,Civil Court,22.0,57.0,79.0
Washim,2021,Consumer Forum,,,
Washim,2021,Criminal Court,39.0,43.0,82.0
Washim,2021,District Magistrate And Executive Magistrate,,,
Washim,2021,"Family Court
",,,
Washim,2021,Industrial Court,,,
Washim,2021,Labor Court,,,
Washim,2021,Public Court,45.0,58.0,13.0
Yavatmal,2012,Civil Court,139.0,129.0,268.0
Yavatmal,2012,Consumer Forum,,,
Yavatmal,2012,Criminal Court,117.0,167.0,284.0
Yavatmal,2012,District Magistrate And Executive Magistrate,,,
Yavatmal,2012,Family Court,,,
Yavatmal,2012,Industrial Court,35.0,1.0,36.0
Yavatmal,2012,Labor Court,,,
Yavatmal,2012,Public Court,,,
Yavatmal,2013,Civil Court,733.0,381.0,3814.0
Yavatmal,2013,Consumer Forum,,,
Yavatmal,2013,Criminal Court,1781.0,433.0,2214.0
Yavatmal,2013,District Magistrate And Executive Magistrate,6.0,7.0,67.0
Yavatmal,2013,"Family Court
",,,
Yavatmal,2013,Industrial Court,11.0,4.0,15.0
Yavatmal,2013,Labor Court,,,
Yavatmal,2013,Public Court,,,
Yavatmal,2014,Civil Court,913.0,4445.0,5358.0
Yavatmal,2014,Consumer Forum,,,
Yavatmal,2014,Criminal Court,181.0,379.0,218.0
Yavatmal,2014,District Magistrate And Executive Magistrate,47.0,2.0,49.0
Yavatmal,2014,"Family Court
",,,
Yavatmal,2014,Industrial Court,,,
Yavatmal,2014,Labor Court,,,
Yavatmal,2014,Public Court,,,
Yavatmal,2015,Civil Court,1167.0,171.0,2868.0
Yavatmal,2015,Consumer Forum,,,
Yavatmal,2015,Criminal Court,234.0,111.0,345.0
Yavatmal,2015,District Magistrate And Executive Magistrate,26.0,92.0,352.0
Yavatmal,2015,"Family Court
",,,
Yavatmal,2015,Industrial Court,39.0,13.0,52.0
Yavatmal,2015,Labor Court,,,
Yavatmal,2015,Public Court,,,
Yavatmal,2016,Civil Court,1427.0,2839.0,4266.0
Yavatmal,2016,Consumer Forum,,,
Yavatmal,2016,Criminal Court,1496.0,935.0,2431.0
Yavatmal,2016,District Magistrate And Executive Magistrate,69.0,26.0,95.0
Yavatmal,2016,Family Court,,,
Yavatmal,2016,Industrial Court,84.0,,84.0
Yavatmal,2016,Labor Court,,,
Yavatmal,2016,Public Court,,,
Yavatmal,2017,Civil Court,321.0,129.0,45.0
Yavatmal,2017,Consumer Forum,,,
Yavatmal,2017,Criminal Court,184.0,25.0,389.0
Yavatmal,2017,District Magistrate And Executive Magistrate,62.0,,62.0
Yavatmal,2017,"Family Court
",,,
Yavatmal,2017,Industrial Court,6.0,,6.0
Yavatmal,2017,Labor Court,,,
Yavatmal,2017,Public Court,61.0,187.0,248.0
Yavatmal,2018,Civil Court,1163.0,1685.0,2848.0
Yavatmal,2018,Consumer Forum,,,
Yavatmal,2018,Criminal Court,2134.0,1369.0,353.0
Yavatmal,2018,District Magistrate And Executive Magistrate,99.0,,99.0
Yavatmal,2018,"Family Court
",,,
Yavatmal,2018,Industrial Court,18.0,,18.0
Yavatmal,2018,Labor Court,,,
Yavatmal,2018,Public Court,,,
Yavatmal,2019,Civil Court,1123.0,1124.0,2247.0
Yavatmal,2019,Consumer Forum,,,
Yavatmal,2019,Criminal Court,2479.0,1167.0,3646.0
Yavatmal,2019,District Magistrate And Executive Magistrate,177.0,,177.0
Yavatmal,2019,"Family Court
",,,
Yavatmal,2019,Industrial Court,47.0,,47.0
Yavatmal,2019,Labor Court,,,
Yavatmal,2019,Public Court,,,
Yavatmal,2020,Civil Court,41.0,3.0,44.0
Yavatmal,2020,Consumer Forum,,,
Yavatmal,2020,Criminal Court,46.0,25.0,71.0
Yavatmal,2020,District Magistrate And Executive Magistrate,5.0,773.0,823.0
Yavatmal,2020,"Family Court
",,,
Yavatmal,2020,Industrial Court,74.0,,74.0
Yavatmal,2020,Labor Court,,,
Yavatmal,2020,Public Court,,,
Yavatmal,2021,Civil Court,84.0,13.0,97.0
Yavatmal,2021,Consumer Forum,,,
Yavatmal,2021,Criminal Court,59.0,8.0,67.0
Yavatmal,2021,District Magistrate And Executive Magistrate,163.0,,163.0
Yavatmal,2021,"Family Court
",,,
Yavatmal,2021,Industrial Court,12.0,4.0,16.0
Yavatmal,2021,Labor Court,,,
Yavatmal,2021,Public Court,,,
