Year,District,Select Offense Under,Cases
2021,Pune,"The Negotiable Instruments Act, 1881",0
2021,Pune,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2021,Pune,"Prevention of Corruption Act, 1988",71
2021,Pune,Finance & Economic Acts,71
2021,Pune,Environment & Pollution Related Acts,71
2021,Pune,Railway Related Acts,0
2021,Pune,Telegraph/ Cinematograph Acts,0
2021,Pune,"Food, Drugs and Essential Commodities Acts",56
2021,Pune,"The Mental Health Act, 1987",0
2021,Raigad,"The Arms Act, 1959",9
2021,Raigad,"The Narcotic Drugs & Psychotropic Substances Act, 1985",19
2021,Raigad,The Gambling Act,153
2021,Raigad,"The Excise Act, 1944",0
2021,Raigad,Prohibition Act (State),438
2021,Raigad,Indian Railways Act,0
2021,Raigad,Essential Commodities Act,7
2021,Raigad,"The Antiques and Art Treasures Act, 1972",0
2021,Raigad,"The Copy Right Act, 1957",1
2021,Raigad,"The Information Technology Act, 2000",1
2021,Raigad,"The Electricity Act, 2003",29
2021,Raigad,Wildlife Protection Act,1
2021,Raigad,Environmental (Protection) Act,0
2021,Raigad,The Air & The Water Prevention & Control of Pollution Act,0
2021,Raigad,Railway Property (Unlawful Possession) Act,0
2021,Raigad,"The Prevention of Damage to Public Property Act, 1984",3
2021,Raigad,"The Transplantation of Human Organs Act, 1994",0
2021,Raigad,"The Trade Marks Act, 1999",0
2021,Raigad,"The Citizenship Act, 1955",0
2021,Raigad,"The Representation of the People Act, 1951",0
2021,Raigad,Crime Against Women and Related Acts,2
2021,Raigad,Children Related Acts,57
2021,Raigad,Scheduled Castes and Scheduled Tribes Related Acts,9
2021,Raigad,Information Technology/ Intellectual Property Related Acts,2
2021,Raigad,"The Negotiable Instruments Act, 1881",0
2021,Raigad,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2021,Raigad,"Prevention of Corruption Act, 1988",14
2021,Raigad,Finance & Economic Acts,14
2021,Raigad,Environment & Pollution Related Acts,2
2021,Raigad,Railway Related Acts,0
2021,Raigad,Telegraph/ Cinematograph Acts,0
2021,Raigad,"Food, Drugs and Essential Commodities Acts",29
2021,Raigad,"The Mental Health Act, 1987",0
2021,Ratnagiri,"The Arms Act, 1959",16
2021,Ratnagiri,"The Narcotic Drugs & Psychotropic Substances Act, 1985",22
2021,Ratnagiri,The Gambling Act,151
2021,Ratnagiri,"The Excise Act, 1944",0
2021,Ratnagiri,Prohibition Act (State),842
2021,Ratnagiri,Indian Railways Act,1
2021,Ratnagiri,Essential Commodities Act,0
2021,Ratnagiri,"The Antiques and Art Treasures Act, 1972",0
2021,Ratnagiri,"The Copy Right Act, 1957",0
2021,Ratnagiri,"The Information Technology Act, 2000",7
2021,Ratnagiri,"The Electricity Act, 2003",2
2021,Ratnagiri,Wildlife Protection Act,6
2021,Ratnagiri,Environmental (Protection) Act,1
2021,Ratnagiri,The Air & The Water Prevention & Control of Pollution Act,0
2021,Ratnagiri,Railway Property (Unlawful Possession) Act,0
2021,Ratnagiri,"The Prevention of Damage to Public Property Act, 1984",1
2021,Ratnagiri,"The Transplantation of Human Organs Act, 1994",0
2021,Ratnagiri,"The Trade Marks Act, 1999",1
2021,Ratnagiri,"The Citizenship Act, 1955",0
2021,Ratnagiri,"The Representation of the People Act, 1951",0
2021,Ratnagiri,Crime Against Women and Related Acts,0
2021,Ratnagiri,Children Related Acts,46
2021,Ratnagiri,Scheduled Castes and Scheduled Tribes Related Acts,6
2021,Ratnagiri,Information Technology/ Intellectual Property Related Acts,8
2021,Ratnagiri,"The Negotiable Instruments Act, 1881",0
2021,Ratnagiri,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2021,Ratnagiri,"Prevention of Corruption Act, 1988",3
2021,Ratnagiri,Finance & Economic Acts,3
2021,Ratnagiri,Environment & Pollution Related Acts,7
2021,Ratnagiri,Railway Related Acts,1
2021,Ratnagiri,Telegraph/ Cinematograph Acts,0
2021,Ratnagiri,"Food, Drugs and Essential Commodities Acts",5
2021,Ratnagiri,"The Mental Health Act, 1987",0
2021,Sangli,"The Arms Act, 1959",68
2021,Sangli,"The Narcotic Drugs & Psychotropic Substances Act, 1985",44
2021,Sangli,The Gambling Act,597
2021,Sangli,"The Excise Act, 1944",0
2021,Sangli,Prohibition Act (State),1236
2021,Sangli,Indian Railways Act,0
2021,Sangli,Essential Commodities Act,5
2021,Sangli,"The Antiques and Art Treasures Act, 1972",0
2021,Sangli,"The Copy Right Act, 1957",1
2021,Sangli,"The Information Technology Act, 2000",9
2021,Sangli,"The Electricity Act, 2003",21
2021,Sangli,Wildlife Protection Act,1
2021,Sangli,Environmental (Protection) Act,0
2021,Sangli,The Air & The Water Prevention & Control of Pollution Act,0
2021,Sangli,Railway Property (Unlawful Possession) Act,0
2021,Sangli,"The Prevention of Damage to Public Property Act, 1984",9
2021,Sangli,"The Transplantation of Human Organs Act, 1994",0
2021,Sangli,"The Trade Marks Act, 1999",0
2021,Sangli,"The Citizenship Act, 1955",0
2021,Sangli,"The Representation of the People Act, 1951",0
2021,Sangli,Crime Against Women and Related Acts,0
2021,Sangli,Children Related Acts,76
2021,Sangli,Scheduled Castes and Scheduled Tribes Related Acts,24
2021,Sangli,Information Technology/ Intellectual Property Related Acts,10
2021,Sangli,"The Negotiable Instruments Act, 1881",0
2021,Sangli,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2021,Sangli,"Prevention of Corruption Act, 1988",27
2021,Sangli,Finance & Economic Acts,27
2021,Sangli,Environment & Pollution Related Acts,1
2021,Sangli,Railway Related Acts,0
2021,Sangli,Telegraph/ Cinematograph Acts,0
2021,Sangli,"Food, Drugs and Essential Commodities Acts",11
2021,Sangli,"The Mental Health Act, 1987",0
2021,Satara,"The Arms Act, 1959",25
2021,Satara,"The Narcotic Drugs & Psychotropic Substances Act, 1985",20
2021,Satara,The Gambling Act,704
2021,Satara,"The Excise Act, 1944",0
2021,Satara,Prohibition Act (State),1416
2021,Satara,Indian Railways Act,0
2021,Satara,Essential Commodities Act,7
2021,Satara,"The Antiques and Art Treasures Act, 1972",0
2021,Satara,"The Copy Right Act, 1957",0
2021,Satara,"The Information Technology Act, 2000",3
2021,Satara,"The Electricity Act, 2003",108
2021,Satara,Wildlife Protection Act,0
2021,Satara,Environmental (Protection) Act,1
2021,Satara,The Air & The Water Prevention & Control of Pollution Act,0
2021,Satara,Railway Property (Unlawful Possession) Act,0
2021,Satara,"The Prevention of Damage to Public Property Act, 1984",5
2021,Satara,"The Transplantation of Human Organs Act, 1994",0
2021,Satara,"The Trade Marks Act, 1999",0
2021,Satara,"The Citizenship Act, 1955",0
2021,Satara,"The Representation of the People Act, 1951",0
2021,Satara,Crime Against Women and Related Acts,0
2021,Satara,Children Related Acts,194
2021,Satara,Scheduled Castes and Scheduled Tribes Related Acts,20
2021,Satara,Information Technology/ Intellectual Property Related Acts,3
2021,Satara,"The Negotiable Instruments Act, 1881",0
2021,Satara,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2021,Satara,"Prevention of Corruption Act, 1988",20
2021,Satara,Finance & Economic Acts,20
2021,Satara,Environment & Pollution Related Acts,226
2021,Satara,Railway Related Acts,0
2021,Satara,Telegraph/ Cinematograph Acts,0
2021,Satara,"Food, Drugs and Essential Commodities Acts",16
2021,Satara,"The Mental Health Act, 1987",0
2021,Sindhudurg,"The Arms Act, 1959",6
2021,Sindhudurg,"The Narcotic Drugs & Psychotropic Substances Act, 1985",5
2021,Sindhudurg,The Gambling Act,132
2021,Sindhudurg,"The Excise Act, 1944",0
2021,Sindhudurg,Prohibition Act (State),485
2021,Sindhudurg,Indian Railways Act,0
2021,Sindhudurg,Essential Commodities Act,1
2021,Sindhudurg,"The Antiques and Art Treasures Act, 1972",0
2021,Sindhudurg,"The Copy Right Act, 1957",0
2021,Sindhudurg,"The Information Technology Act, 2000",1
2021,Sindhudurg,"The Electricity Act, 2003",2
2021,Sindhudurg,Wildlife Protection Act,1
2021,Sindhudurg,Environmental (Protection) Act,1
2021,Sindhudurg,The Air & The Water Prevention & Control of Pollution Act,0
2021,Sindhudurg,Railway Property (Unlawful Possession) Act,0
2021,Sindhudurg,"The Prevention of Damage to Public Property Act, 1984",2
2021,Sindhudurg,"The Transplantation of Human Organs Act, 1994",0
2021,Sindhudurg,"The Trade Marks Act, 1999",0
2021,Sindhudurg,"The Citizenship Act, 1955",0
2021,Sindhudurg,"The Representation of the People Act, 1951",0
2021,Sindhudurg,Crime Against Women and Related Acts,0
2021,Sindhudurg,Children Related Acts,35
2021,Sindhudurg,Scheduled Castes and Scheduled Tribes Related Acts,6
2021,Sindhudurg,Information Technology/ Intellectual Property Related Acts,1
2021,Sindhudurg,"The Negotiable Instruments Act, 1881",0
2021,Sindhudurg,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2021,Sindhudurg,"Prevention of Corruption Act, 1988",3
2021,Sindhudurg,Finance & Economic Acts,3
2021,Sindhudurg,Environment & Pollution Related Acts,3
2021,Sindhudurg,Railway Related Acts,0
2021,Sindhudurg,Telegraph/ Cinematograph Acts,0
2021,Sindhudurg,"Food, Drugs and Essential Commodities Acts",6
2021,Sindhudurg,"The Mental Health Act, 1987",0
2021,Solapur,"The Arms Act, 1959",43
2021,Solapur,"The Narcotic Drugs & Psychotropic Substances Act, 1985",105
2021,Solapur,The Gambling Act,1083
2021,Solapur,"The Excise Act, 1944",0
2021,Solapur,Prohibition Act (State),5879
2021,Solapur,Indian Railways Act,0
2021,Solapur,Essential Commodities Act,21
2021,Solapur,"The Antiques and Art Treasures Act, 1972",0
2021,Solapur,"The Copy Right Act, 1957",2
2021,Solapur,"The Information Technology Act, 2000",4
2021,Solapur,"The Electricity Act, 2003",458
2021,Solapur,Wildlife Protection Act,2
2021,Solapur,Environmental (Protection) Act,0
2021,Solapur,The Air & The Water Prevention & Control of Pollution Act,1
2021,Solapur,Railway Property (Unlawful Possession) Act,0
2021,Solapur,"The Prevention of Damage to Public Property Act, 1984",5
2021,Solapur,"The Transplantation of Human Organs Act, 1994",0
2021,Solapur,"The Trade Marks Act, 1999",0
2021,Solapur,"The Citizenship Act, 1955",0
2021,Solapur,"The Representation of the People Act, 1951",0
2021,Solapur,Crime Against Women and Related Acts,7
2021,Solapur,Children Related Acts,318
2021,Solapur,Scheduled Castes and Scheduled Tribes Related Acts,6
2021,Solapur,Information Technology/ Intellectual Property Related Acts,6
2021,Solapur,"The Negotiable Instruments Act, 1881",0
2021,Solapur,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2021,Solapur,"Prevention of Corruption Act, 1988",24
2021,Solapur,Finance & Economic Acts,24
2021,Solapur,Environment & Pollution Related Acts,3
2021,Solapur,Railway Related Acts,0
2021,Solapur,Telegraph/ Cinematograph Acts,0
2021,Solapur,"Food, Drugs and Essential Commodities Acts",28
2021,Solapur,"The Mental Health Act, 1987",0
2021,Thane,"The Arms Act, 1959",158
2021,Thane,"The Narcotic Drugs & Psychotropic Substances Act, 1985",1551
2021,Thane,The Gambling Act,554
2021,Thane,"The Excise Act, 1944",0
2021,Thane,Prohibition Act (State),2329
2021,Thane,Indian Railways Act,0
2021,Thane,Essential Commodities Act,19
2021,Thane,"The Antiques and Art Treasures Act, 1972",0
2021,Thane,"The Copy Right Act, 1957",29
2021,Thane,"The Information Technology Act, 2000",111
2021,Thane,"The Electricity Act, 2003",1285
2021,Thane,Wildlife Protection Act,11
2021,Thane,Environmental (Protection) Act,20
2021,Thane,The Air & The Water Prevention & Control of Pollution Act,0
2021,Thane,Railway Property (Unlawful Possession) Act,0
2021,Thane,"The Prevention of Damage to Public Property Act, 1984",1
2021,Thane,"The Transplantation of Human Organs Act, 1994",0
2021,Thane,"The Trade Marks Act, 1999",0
2021,Thane,"The Citizenship Act, 1955",0
2021,Thane,"The Representation of the People Act, 1951",0
2021,Thane,Crime Against Women and Related Acts,18
2021,Thane,Children Related Acts,884
2021,Thane,Scheduled Castes and Scheduled Tribes Related Acts,36
2021,Thane,Information Technology/ Intellectual Property Related Acts,140
2021,Thane,"The Negotiable Instruments Act, 1881",0
2021,Thane,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2021,Thane,"Prevention of Corruption Act, 1988",54
2021,Thane,Finance & Economic Acts,56
2021,Thane,Environment & Pollution Related Acts,123
2021,Thane,Railway Related Acts,0
2021,Thane,Telegraph/ Cinematograph Acts,0
2021,Thane,"Food, Drugs and Essential Commodities Acts",26
2021,Thane,"The Mental Health Act, 1987",0
2021,Wardha,"The Arms Act, 1959",146
2021,Wardha,"The Narcotic Drugs & Psychotropic Substances Act, 1985",36
2021,Wardha,The Gambling Act,707
2021,Wardha,"The Excise Act, 1944",0
2021,Wardha,Prohibition Act (State),6609
2021,Wardha,Indian Railways Act,0
2021,Wardha,Essential Commodities Act,5
2021,Wardha,"The Antiques and Art Treasures Act, 1972",0
2021,Wardha,"The Copy Right Act, 1957",0
2021,Wardha,"The Information Technology Act, 2000",18
2021,Wardha,"The Electricity Act, 2003",21
2021,Wardha,Wildlife Protection Act,0
2021,Wardha,Environmental (Protection) Act,0
2021,Wardha,The Air & The Water Prevention & Control of Pollution Act,0
2021,Wardha,Railway Property (Unlawful Possession) Act,0
2021,Wardha,"The Prevention of Damage to Public Property Act, 1984",7
2021,Wardha,"The Transplantation of Human Organs Act, 1994",0
2021,Wardha,"The Trade Marks Act, 1999",0
2021,Wardha,"The Citizenship Act, 1955",0
2021,Wardha,"The Representation of the People Act, 1951",0
2021,Wardha,Crime Against Women and Related Acts,2
2021,Wardha,Children Related Acts,101
2021,Wardha,Scheduled Castes and Scheduled Tribes Related Acts,3
2021,Wardha,Information Technology/ Intellectual Property Related Acts,18
2021,Wardha,"The Negotiable Instruments Act, 1881",0
2021,Wardha,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2021,Wardha,"Prevention of Corruption Act, 1988",3
2021,Wardha,Finance & Economic Acts,3
2021,Wardha,Environment & Pollution Related Acts,0
2021,Wardha,Railway Related Acts,0
2021,Wardha,Telegraph/ Cinematograph Acts,0
2021,Wardha,"Food, Drugs and Essential Commodities Acts",5
2021,Wardha,"The Mental Health Act, 1987",0
2021,Washim,"The Arms Act, 1959",18
2021,Washim,"The Narcotic Drugs & Psychotropic Substances Act, 1985",4
2021,Washim,The Gambling Act,968
2021,Washim,"The Excise Act, 1944",0
2021,Washim,Prohibition Act (State),1999
2021,Washim,Indian Railways Act,0
2021,Washim,Essential Commodities Act,7
2021,Washim,"The Antiques and Art Treasures Act, 1972",0
2021,Washim,"The Copy Right Act, 1957",0
2021,Washim,"The Information Technology Act, 2000",0
2021,Washim,"The Electricity Act, 2003",98
2021,Washim,Wildlife Protection Act,0
2021,Washim,Environmental (Protection) Act,0
2021,Washim,The Air & The Water Prevention & Control of Pollution Act,0
2021,Washim,Railway Property (Unlawful Possession) Act,0
2021,Washim,"The Prevention of Damage to Public Property Act, 1984",1
2021,Washim,"The Transplantation of Human Organs Act, 1994",0
2021,Washim,"The Trade Marks Act, 1999",0
2021,Washim,"The Citizenship Act, 1955",0
2021,Washim,"The Representation of the People Act, 1951",0
2021,Washim,Crime Against Women and Related Acts,1
2021,Washim,Children Related Acts,50
2021,Washim,Scheduled Castes and Scheduled Tribes Related Acts,0
2021,Washim,Information Technology/ Intellectual Property Related Acts,0
2021,Washim,"The Negotiable Instruments Act, 1881",0
2021,Washim,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2021,Washim,"Prevention of Corruption Act, 1988",7
2021,Washim,Finance & Economic Acts,7
2021,Washim,Environment & Pollution Related Acts,0
2021,Washim,Railway Related Acts,0
2021,Washim,Telegraph/ Cinematograph Acts,0
2021,Washim,"Food, Drugs and Essential Commodities Acts",7
2021,Washim,"The Mental Health Act, 1987",0
2021,Yavatmal,"The Arms Act, 1959",62
2021,Yavatmal,"The Narcotic Drugs & Psychotropic Substances Act, 1985",6
2021,Yavatmal,The Gambling Act,1488
2021,Yavatmal,"The Excise Act, 1944",0
2021,Yavatmal,Prohibition Act (State),5397
2021,Yavatmal,Indian Railways Act,0
2021,Yavatmal,Essential Commodities Act,19
2021,Yavatmal,"The Antiques and Art Treasures Act, 1972",0
2021,Yavatmal,"The Copy Right Act, 1957",0
2021,Yavatmal,"The Information Technology Act, 2000",5
2021,Yavatmal,"The Electricity Act, 2003",295
2021,Yavatmal,Wildlife Protection Act,0
2021,Yavatmal,Environmental (Protection) Act,0
2021,Yavatmal,The Air & The Water Prevention & Control of Pollution Act,0
2021,Yavatmal,Railway Property (Unlawful Possession) Act,0
2021,Yavatmal,"The Prevention of Damage to Public Property Act, 1984",4
2021,Yavatmal,"The Transplantation of Human Organs Act, 1994",0
2021,Yavatmal,"The Trade Marks Act, 1999",0
2021,Yavatmal,"The Citizenship Act, 1955",0
2021,Yavatmal,"The Representation of the People Act, 1951",0
2021,Yavatmal,Crime Against Women and Related Acts,4
2021,Yavatmal,Children Related Acts,163
2021,Yavatmal,Scheduled Castes and Scheduled Tribes Related Acts,11
2021,Yavatmal,Information Technology/ Intellectual Property Related Acts,5
2021,Yavatmal,"The Negotiable Instruments Act, 1881",0
2021,Yavatmal,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2021,Yavatmal,"Prevention of Corruption Act, 1988",13
2021,Yavatmal,Finance & Economic Acts,13
2021,Yavatmal,Environment & Pollution Related Acts,8
2021,Yavatmal,Railway Related Acts,0
2021,Yavatmal,Telegraph/ Cinematograph Acts,0
2021,Yavatmal,"Food, Drugs and Essential Commodities Acts",31
2021,Yavatmal,"The Mental Health Act, 1987",0
2021,Total,"The Arms Act, 1959",3569
2021,Total,"The Narcotic Drugs & Psychotropic Substances Act, 1985",10087
2021,Total,The Gambling Act,27911
2021,Total,"The Excise Act, 1944",0
2021,Total,Prohibition Act (State),94123
2021,Total,Indian Railways Act,10
2021,Total,Essential Commodities Act,571
2021,Total,"The Antiques and Art Treasures Act, 1972",0
2021,Total,"The Copy Right Act, 1957",162
2021,Total,"The Information Technology Act, 2000",537
2021,Total,"The Electricity Act, 2003",5863
2021,Total,Wildlife Protection Act,49
2021,Total,Environmental (Protection) Act,171
2021,Total,The Air & The Water Prevention & Control of Pollution Act,1
2021,Total,Railway Property (Unlawful Possession) Act,0
2021,Total,"The Prevention of Damage to Public Property Act, 1984",190
2021,Total,"The Transplantation of Human Organs Act, 1994",0
2021,Total,"The Trade Marks Act, 1999",4
2021,Total,"The Citizenship Act, 1955",0
2021,Total,"The Representation of the People Act, 1951",14
2021,Total,Crime Against Women and Related Acts,222
2021,Total,Children Related Acts,6381
2021,Total,Scheduled Castes and Scheduled Tribes Related Acts,305
2021,Total,Information Technology/ Intellectual Property Related Acts,703
2021,Total,"The Negotiable Instruments Act, 1881",0
2021,Total,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2021,Total,"Prevention of Corruption Act, 1988",715
2021,Total,Finance & Economic Acts,751
2021,Total,Environment & Pollution Related Acts,1094
2021,Total,Railway Related Acts,10
2021,Total,Telegraph/ Cinematograph Acts,0
2021,Total,"Food, Drugs and Essential Commodities Acts",1171
2021,Total,"The Mental Health Act, 1987",0
2022,Ahilyanagar,Children Related Acts,332
2022,Ahilyanagar,Crime Against Women and Related Acts,10
2022,Ahilyanagar,Environment & Pollution Related Acts,17
2022,Ahilyanagar,Environmental (Protection) Act,3
2022,Ahilyanagar,Essential Commodities Act,20
2022,Ahilyanagar,Finance & Economic Acts,27
2022,Ahilyanagar,"Food, Drugs and Essential Commodities Acts",21
2022,Ahilyanagar,Indian Railways Act,0
2022,Ahilyanagar,Information Technology/ Intellectual Property Related Acts,48
2022,Ahilyanagar,"Prevention of Corruption Act, 1988",27
2022,Ahilyanagar,Prohibition Act (State),4203
2022,Ahilyanagar,Railway Property (Unlawful Possession) Act,0
2022,Ahilyanagar,Railway Related Acts,0
2022,Ahilyanagar,Scheduled Castes and Scheduled Tribes Related Acts,3
2022,Ahilyanagar,Telegraph/ Cinematograph Acts,0
2022,Ahilyanagar,The Air & The Water Prevention & Control of Pollution Act,0
2022,Ahilyanagar,"The Antiques and Art Treasures Act, 1972",0
2022,Ahilyanagar,"The Arms Act, 1959",90
2022,Ahilyanagar,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2022,Ahilyanagar,"The Citizenship Act, 1955",0
2022,Ahilyanagar,"The Copy Right Act, 1957",2
2022,Ahilyanagar,"The Electricity Act, 2003",149
2022,Ahilyanagar,"The Excise Act, 1944",0
2022,Ahilyanagar,The Gambling Act,1192
2022,Ahilyanagar,"The Information Technology Act, 2000",46
2022,Ahilyanagar,"The Mental Health Act, 1987",0
2022,Ahilyanagar,"The Narcotic Drugs & Psychotropic Substances Act, 1985",69
2022,Ahilyanagar,"The Negotiable Instruments Act, 1881",0
2022,Ahilyanagar,"The Prevention of Damage to Public Property Act, 1984",0
2022,Ahilyanagar,"The Representation of the People Act, 1951",0
2022,Ahilyanagar,"The Trade Marks Act, 1999",0
2022,Ahilyanagar,"The Transplantation of Human Organs Act, 1994",0
2022,Ahilyanagar,Wildlife Protection Act,2
2022,Akola,Children Related Acts,151
2022,Akola,Crime Against Women and Related Acts,1
2022,Akola,Environment & Pollution Related Acts,164
2022,Akola,Environmental (Protection) Act,0
2022,Akola,Essential Commodities Act,85
2022,Akola,Finance & Economic Acts,8
2022,Akola,"Food, Drugs and Essential Commodities Acts",85
2022,Akola,Indian Railways Act,0
2022,Akola,Information Technology/ Intellectual Property Related Acts,4
2022,Akola,"Prevention of Corruption Act, 1988",8
2022,Akola,Prohibition Act (State),2469
2022,Akola,Railway Property (Unlawful Possession) Act,0
2022,Akola,Railway Related Acts,0
2022,Akola,Scheduled Castes and Scheduled Tribes Related Acts,6
2022,Akola,Telegraph/ Cinematograph Acts,0
2022,Akola,The Air & The Water Prevention & Control of Pollution Act,0
2022,Akola,"The Antiques and Art Treasures Act, 1972",0
2022,Akola,"The Arms Act, 1959",278
2022,Akola,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2022,Akola,"The Citizenship Act, 1955",0
2022,Akola,"The Copy Right Act, 1957",0
2022,Akola,"The Electricity Act, 2003",184
2022,Akola,"The Excise Act, 1944",0
2022,Akola,The Gambling Act,1362
2022,Akola,"The Information Technology Act, 2000",4
2022,Akola,"The Mental Health Act, 1987",0
2022,Akola,"The Narcotic Drugs & Psychotropic Substances Act, 1985",36
2022,Akola,"The Negotiable Instruments Act, 1881",0
2022,Akola,"The Prevention of Damage to Public Property Act, 1984",5
2022,Akola,"The Representation of the People Act, 1951",0
2022,Akola,"The Trade Marks Act, 1999",0
2022,Akola,"The Transplantation of Human Organs Act, 1994",0
2022,Akola,Wildlife Protection Act,0
2022,Amravati,Children Related Acts,348
2022,Amravati,Crime Against Women and Related Acts,4
2022,Amravati,Environment & Pollution Related Acts,269
2022,Amravati,Environmental (Protection) Act,6
2022,Amravati,Essential Commodities Act,15
2022,Amravati,Finance & Economic Acts,22
2022,Amravati,"Food, Drugs and Essential Commodities Acts",69
2022,Amravati,Indian Railways Act,0
2022,Amravati,Information Technology/ Intellectual Property Related Acts,13
2022,Amravati,"Prevention of Corruption Act, 1988",22
2022,Amravati,Prohibition Act (State),5357
2022,Amravati,Railway Property (Unlawful Possession) Act,0
2022,Amravati,Railway Related Acts,0
2022,Amravati,Scheduled Castes and Scheduled Tribes Related Acts,7
2022,Amravati,Telegraph/ Cinematograph Acts,0
2022,Amravati,The Air & The Water Prevention & Control of Pollution Act,0
2022,Amravati,"The Antiques and Art Treasures Act, 1972",0
2022,Amravati,"The Arms Act, 1959",152
2022,Amravati,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2022,Amravati,"The Citizenship Act, 1955",0
2022,Amravati,"The Copy Right Act, 1957",2
2022,Amravati,"The Electricity Act, 2003",342
2022,Amravati,"The Excise Act, 1944",0
2022,Amravati,The Gambling Act,1906
2022,Amravati,"The Information Technology Act, 2000",11
2022,Amravati,"The Mental Health Act, 1987",0
2022,Amravati,"The Narcotic Drugs & Psychotropic Substances Act, 1985",30
2022,Amravati,"The Negotiable Instruments Act, 1881",0
2022,Amravati,"The Prevention of Damage to Public Property Act, 1984",2
2022,Amravati,"The Representation of the People Act, 1951",1
2022,Amravati,"The Trade Marks Act, 1999",0
2022,Amravati,"The Transplantation of Human Organs Act, 1994",0
2022,Amravati,Wildlife Protection Act,0
2022,Beed,Children Related Acts,135
2022,Beed,Crime Against Women and Related Acts,9
2022,Beed,Environment & Pollution Related Acts,3
2022,Beed,Environmental (Protection) Act,3
2022,Beed,Essential Commodities Act,8
2022,Beed,Finance & Economic Acts,26
2022,Beed,"Food, Drugs and Essential Commodities Acts",8
2022,Beed,Indian Railways Act,0
2022,Beed,Information Technology/ Intellectual Property Related Acts,6
2022,Beed,"Prevention of Corruption Act, 1988",26
2022,Beed,Prohibition Act (State),1684
2022,Beed,Railway Property (Unlawful Possession) Act,0
2022,Beed,Railway Related Acts,0
2022,Beed,Scheduled Castes and Scheduled Tribes Related Acts,24
2022,Beed,Telegraph/ Cinematograph Acts,0
2022,Beed,The Air & The Water Prevention & Control of Pollution Act,0
2022,Beed,"The Antiques and Art Treasures Act, 1972",0
2022,Beed,"The Arms Act, 1959",25
2022,Beed,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2022,Beed,"The Citizenship Act, 1955",0
2022,Beed,"The Copy Right Act, 1957",0
2022,Beed,"The Electricity Act, 2003",26
2022,Beed,"The Excise Act, 1944",0
2022,Beed,The Gambling Act,762
2022,Beed,"The Information Technology Act, 2000",6
2022,Beed,"The Mental Health Act, 1987",0
2022,Beed,"The Narcotic Drugs & Psychotropic Substances Act, 1985",7
2022,Beed,"The Negotiable Instruments Act, 1881",0
2022,Beed,"The Prevention of Damage to Public Property Act, 1984",0
2022,Beed,"The Representation of the People Act, 1951",0
2022,Beed,"The Trade Marks Act, 1999",0
2022,Beed,"The Transplantation of Human Organs Act, 1994",0
2022,Beed,Wildlife Protection Act,0
2022,Bhandara,Children Related Acts,62
2022,Bhandara,Crime Against Women and Related Acts,1
2022,Bhandara,Environment & Pollution Related Acts,6
2022,Bhandara,Environmental (Protection) Act,6
2022,Bhandara,Essential Commodities Act,1
2022,Bhandara,Finance & Economic Acts,7
2022,Bhandara,"Food, Drugs and Essential Commodities Acts",1
2022,Bhandara,Indian Railways Act,0
2022,Bhandara,Information Technology/ Intellectual Property Related Acts,2
2022,Bhandara,"Prevention of Corruption Act, 1988",7
2022,Bhandara,Prohibition Act (State),1431
2022,Bhandara,Railway Property (Unlawful Possession) Act,0
2022,Bhandara,Railway Related Acts,0
2022,Bhandara,Scheduled Castes and Scheduled Tribes Related Acts,0
2022,Bhandara,Telegraph/ Cinematograph Acts,0
2022,Bhandara,The Air & The Water Prevention & Control of Pollution Act,0
2022,Bhandara,"The Antiques and Art Treasures Act, 1972",0
2022,Bhandara,"The Arms Act, 1959",15
2022,Bhandara,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2022,Bhandara,"The Citizenship Act, 1955",0
2022,Bhandara,"The Copy Right Act, 1957",0
2022,Bhandara,"The Electricity Act, 2003",26
2022,Bhandara,"The Excise Act, 1944",0
2022,Bhandara,The Gambling Act,300
2022,Bhandara,"The Information Technology Act, 2000",2
2022,Bhandara,"The Mental Health Act, 1987",0
2022,Bhandara,"The Narcotic Drugs & Psychotropic Substances Act, 1985",15
2022,Bhandara,"The Negotiable Instruments Act, 1881",0
2022,Bhandara,"The Prevention of Damage to Public Property Act, 1984",4
2022,Bhandara,"The Representation of the People Act, 1951",0
2022,Bhandara,"The Trade Marks Act, 1999",0
2022,Bhandara,"The Transplantation of Human Organs Act, 1994",0
2022,Bhandara,Wildlife Protection Act,0
2022,Buldhana,Children Related Acts,162
2022,Buldhana,Crime Against Women and Related Acts,1
2022,Buldhana,Environment & Pollution Related Acts,232
