Year,District,Select Offense Under,Cases
2020,Gondia,"The Citizenship Act, 1955",0
2020,Gondia,"The Representation of the People Act, 1951",0
2020,Gondia,Crime Against Women and Related Acts,5
2020,Gondia,Children Related Acts,59
2020,Gondia,Scheduled Castes and Scheduled Tribes Related Acts,9
2020,Gondia,Information Technology/ Intellectual Property Related Acts,6
2020,Gondia,"The Negotiable Instruments Act, 1881",0
2020,Gondia,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2020,Gondia,"Prevention of Corruption Act, 1988",16
2020,Gondia,Finance & Economic Acts,16
2020,Gondia,Environment & Pollution Related Acts,0
2020,Gondia,Railway Related Acts,0
2020,Gondia,Telegraph/ Cinematograph Acts,0
2020,Gondia,"Food, Drugs and Essential Commodities Acts",10
2020,Gondia,"The Mental Health Act, 1987",0
2020,Hingoli,"The Arms Act, 1959",8
2020,Hingoli,"The Narcotic Drugs & Psychotropic Substances Act, 1985",6
2020,Hingoli,The Gambling Act,285
2020,Hingoli,"The Excise Act, 1944",0
2020,Hingoli,Prohibition Act (State),880
2020,Hingoli,Indian Railways Act,0
2020,Hingoli,Essential Commodities Act,7
2020,Hingoli,"The Antiques and Art Treasures Act, 1972",0
2020,Hingoli,"The Copy Right Act, 1957",0
2020,Hingoli,"The Information Technology Act, 2000",3
2020,Hingoli,"The Electricity Act, 2003",16
2020,Hingoli,Wildlife Protection Act,0
2020,Hingoli,Environmental (Protection) Act,0
2020,Hingoli,The Air & The Water Prevention & Control of Pollution Act,0
2020,Hingoli,Railway Property (Unlawful Possession) Act,0
2020,Hingoli,"The Prevention of Damage to Public Property Act, 1984",3
2020,Hingoli,"The Transplantation of Human Organs Act, 1994",0
2020,Hingoli,"The Trade Marks Act, 1999",0
2020,Hingoli,"The Citizenship Act, 1955",0
2020,Hingoli,"The Representation of the People Act, 1951",0
2020,Hingoli,Crime Against Women and Related Acts,4
2020,Hingoli,Children Related Acts,34
2020,Hingoli,Scheduled Castes and Scheduled Tribes Related Acts,0
2020,Hingoli,Information Technology/ Intellectual Property Related Acts,3
2020,Hingoli,"The Negotiable Instruments Act, 1881",0
2020,Hingoli,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2020,Hingoli,"Prevention of Corruption Act, 1988",11
2020,Hingoli,Finance & Economic Acts,11
2020,Hingoli,Environment & Pollution Related Acts,16
2020,Hingoli,Railway Related Acts,0
2020,Hingoli,Telegraph/ Cinematograph Acts,0
2020,Hingoli,"Food, Drugs and Essential Commodities Acts",7
2020,Hingoli,"The Mental Health Act, 1987",0
2020,Jalgaon,"The Arms Act, 1959",77
2020,Jalgaon,"The Narcotic Drugs & Psychotropic Substances Act, 1985",8
2020,Jalgaon,The Gambling Act,868
2020,Jalgaon,"The Excise Act, 1944",0
2020,Jalgaon,Prohibition Act (State),2526
2020,Jalgaon,Indian Railways Act,0
2020,Jalgaon,Essential Commodities Act,11
2020,Jalgaon,"The Antiques and Art Treasures Act, 1972",0
2020,Jalgaon,"The Copy Right Act, 1957",3
2020,Jalgaon,"The Information Technology Act, 2000",11
2020,Jalgaon,"The Electricity Act, 2003",641
2020,Jalgaon,Wildlife Protection Act,1
2020,Jalgaon,Environmental (Protection) Act,1
2020,Jalgaon,The Air & The Water Prevention & Control of Pollution Act,0
2020,Jalgaon,Railway Property (Unlawful Possession) Act,0
2020,Jalgaon,"The Prevention of Damage to Public Property Act, 1984",8
2020,Jalgaon,"The Transplantation of Human Organs Act, 1994",0
2020,Jalgaon,"The Trade Marks Act, 1999",0
2020,Jalgaon,"The Citizenship Act, 1955",0
2020,Jalgaon,"The Representation of the People Act, 1951",0
2020,Jalgaon,Crime Against Women and Related Acts,5
2020,Jalgaon,Children Related Acts,121
2020,Jalgaon,Scheduled Castes and Scheduled Tribes Related Acts,0
2020,Jalgaon,Information Technology/ Intellectual Property Related Acts,14
2020,Jalgaon,"The Negotiable Instruments Act, 1881",0
2020,Jalgaon,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2020,Jalgaon,"Prevention of Corruption Act, 1988",20
2020,Jalgaon,Finance & Economic Acts,20
2020,Jalgaon,Environment & Pollution Related Acts,3
2020,Jalgaon,Railway Related Acts,0
2020,Jalgaon,Telegraph/ Cinematograph Acts,0
2020,Jalgaon,"Food, Drugs and Essential Commodities Acts",12
2020,Jalgaon,"The Mental Health Act, 1987",0
2020,Jalna,"The Arms Act, 1959",19
2020,Jalna,"The Narcotic Drugs & Psychotropic Substances Act, 1985",9
2020,Jalna,The Gambling Act,286
2020,Jalna,"The Excise Act, 1944",0
2020,Jalna,Prohibition Act (State),1226
2020,Jalna,Indian Railways Act,0
2020,Jalna,Essential Commodities Act,14
2020,Jalna,"The Antiques and Art Treasures Act, 1972",0
2020,Jalna,"The Copy Right Act, 1957",0
2020,Jalna,"The Information Technology Act, 2000",3
2020,Jalna,"The Electricity Act, 2003",0
2020,Jalna,Wildlife Protection Act,0
2020,Jalna,Environmental (Protection) Act,0
2020,Jalna,The Air & The Water Prevention & Control of Pollution Act,0
2020,Jalna,Railway Property (Unlawful Possession) Act,0
2020,Jalna,"The Prevention of Damage to Public Property Act, 1984",0
2020,Jalna,"The Transplantation of Human Organs Act, 1994",0
2020,Jalna,"The Trade Marks Act, 1999",0
2020,Jalna,"The Citizenship Act, 1955",0
2020,Jalna,"The Representation of the People Act, 1951",0
2020,Jalna,Crime Against Women and Related Acts,2
2020,Jalna,Children Related Acts,191
2020,Jalna,Scheduled Castes and Scheduled Tribes Related Acts,0
2020,Jalna,Information Technology/ Intellectual Property Related Acts,3
2020,Jalna,"The Negotiable Instruments Act, 1881",0
2020,Jalna,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2020,Jalna,"Prevention of Corruption Act, 1988",25
2020,Jalna,Finance & Economic Acts,25
2020,Jalna,Environment & Pollution Related Acts,0
2020,Jalna,Railway Related Acts,0
2020,Jalna,Telegraph/ Cinematograph Acts,0
2020,Jalna,"Food, Drugs and Essential Commodities Acts",14
2020,Jalna,"The Mental Health Act, 1987",0
2020,Kolhapur,"The Arms Act, 1959",26
2020,Kolhapur,"The Narcotic Drugs & Psychotropic Substances Act, 1985",42
2020,Kolhapur,The Gambling Act,627
2020,Kolhapur,"The Excise Act, 1944",0
2020,Kolhapur,Prohibition Act (State),1682
2020,Kolhapur,Indian Railways Act,0
2020,Kolhapur,Essential Commodities Act,16
2020,Kolhapur,"The Antiques and Art Treasures Act, 1972",0
2020,Kolhapur,"The Copy Right Act, 1957",6
2020,Kolhapur,"The Information Technology Act, 2000",9
2020,Kolhapur,"The Electricity Act, 2003",4
2020,Kolhapur,Wildlife Protection Act,2
2020,Kolhapur,Environmental (Protection) Act,0
2020,Kolhapur,The Air & The Water Prevention & Control of Pollution Act,0
2020,Kolhapur,Railway Property (Unlawful Possession) Act,0
2020,Kolhapur,"The Prevention of Damage to Public Property Act, 1984",4
2020,Kolhapur,"The Transplantation of Human Organs Act, 1994",0
2020,Kolhapur,"The Trade Marks Act, 1999",0
2020,Kolhapur,"The Citizenship Act, 1955",0
2020,Kolhapur,"The Representation of the People Act, 1951",0
2020,Kolhapur,Crime Against Women and Related Acts,2
2020,Kolhapur,Children Related Acts,129
2020,Kolhapur,Scheduled Castes and Scheduled Tribes Related Acts,0
2020,Kolhapur,Information Technology/ Intellectual Property Related Acts,15
2020,Kolhapur,"The Negotiable Instruments Act, 1881",0
2020,Kolhapur,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2020,Kolhapur,"Prevention of Corruption Act, 1988",27
2020,Kolhapur,Finance & Economic Acts,27
2020,Kolhapur,Environment & Pollution Related Acts,31
2020,Kolhapur,Railway Related Acts,0
2020,Kolhapur,Telegraph/ Cinematograph Acts,0
2020,Kolhapur,"Food, Drugs and Essential Commodities Acts",100
2020,Kolhapur,"The Mental Health Act, 1987",0
2020,Latur,"The Arms Act, 1959",6
2020,Latur,"The Narcotic Drugs & Psychotropic Substances Act, 1985",2
2020,Latur,The Gambling Act,481
2020,Latur,"The Excise Act, 1944",0
2020,Latur,Prohibition Act (State),1551
2020,Latur,Indian Railways Act,0
2020,Latur,Essential Commodities Act,2
2020,Latur,"The Antiques and Art Treasures Act, 1972",0
2020,Latur,"The Copy Right Act, 1957",0
2020,Latur,"The Information Technology Act, 2000",18
2020,Latur,"The Electricity Act, 2003",28
2020,Latur,Wildlife Protection Act,0
2020,Latur,Environmental (Protection) Act,0
2020,Latur,The Air & The Water Prevention & Control of Pollution Act,0
2020,Latur,Railway Property (Unlawful Possession) Act,0
2020,Latur,"The Prevention of Damage to Public Property Act, 1984",3
2020,Latur,"The Transplantation of Human Organs Act, 1994",0
2020,Latur,"The Trade Marks Act, 1999",0
2020,Latur,"The Citizenship Act, 1955",0
2020,Latur,"The Representation of the People Act, 1951",0
2020,Latur,Crime Against Women and Related Acts,0
2020,Latur,Children Related Acts,53
2020,Latur,Scheduled Castes and Scheduled Tribes Related Acts,14
2020,Latur,Information Technology/ Intellectual Property Related Acts,18
2020,Latur,"The Negotiable Instruments Act, 1881",0
2020,Latur,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2020,Latur,"Prevention of Corruption Act, 1988",19
2020,Latur,Finance & Economic Acts,19
2020,Latur,Environment & Pollution Related Acts,42
2020,Latur,Railway Related Acts,0
2020,Latur,Telegraph/ Cinematograph Acts,0
2020,Latur,"Food, Drugs and Essential Commodities Acts",2
2020,Latur,"The Mental Health Act, 1987",0
2020,Mumbai,"The Arms Act, 1959",251
2020,Mumbai,"The Narcotic Drugs & Psychotropic Substances Act, 1985",3569
2020,Mumbai,The Gambling Act,334
2020,Mumbai,"The Excise Act, 1944",0
2020,Mumbai,Prohibition Act (State),730
2020,Mumbai,Indian Railways Act,6
2020,Mumbai,Essential Commodities Act,46
2020,Mumbai,"The Antiques and Art Treasures Act, 1972",0
2020,Mumbai,"The Copy Right Act, 1957",31
2020,Mumbai,"The Information Technology Act, 2000",69
2020,Mumbai,"The Electricity Act, 2003",168
2020,Mumbai,Wildlife Protection Act,4
2020,Mumbai,Environmental (Protection) Act,8
2020,Mumbai,The Air & The Water Prevention & Control of Pollution Act,0
2020,Mumbai,Railway Property (Unlawful Possession) Act,0
2020,Mumbai,"The Prevention of Damage to Public Property Act, 1984",28
2020,Mumbai,"The Transplantation of Human Organs Act, 1994",0
2020,Mumbai,"The Trade Marks Act, 1999",1
2020,Mumbai,"The Citizenship Act, 1955",0
2020,Mumbai,"The Representation of the People Act, 1951",2
2020,Mumbai,Crime Against Women and Related Acts,18
2020,Mumbai,Children Related Acts,1001
2020,Mumbai,Scheduled Castes and Scheduled Tribes Related Acts,12
2020,Mumbai,Information Technology/ Intellectual Property Related Acts,101
2020,Mumbai,"The Negotiable Instruments Act, 1881",0
2020,Mumbai,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2020,Mumbai,"Prevention of Corruption Act, 1988",0
2020,Mumbai,Finance & Economic Acts,2
2020,Mumbai,Environment & Pollution Related Acts,33
2020,Mumbai,Railway Related Acts,6
2020,Mumbai,Telegraph/ Cinematograph Acts,0
2020,Mumbai,"Food, Drugs and Essential Commodities Acts",51
2020,Mumbai,"The Mental Health Act, 1987",0
2020,Nagpur,"The Arms Act, 1959",655
2020,Nagpur,"The Narcotic Drugs & Psychotropic Substances Act, 1985",105
2020,Nagpur,The Gambling Act,2028
2020,Nagpur,"The Excise Act, 1944",0
2020,Nagpur,Prohibition Act (State),6311
2020,Nagpur,Indian Railways Act,0
2020,Nagpur,Essential Commodities Act,22
2020,Nagpur,"The Antiques and Art Treasures Act, 1972",0
2020,Nagpur,"The Copy Right Act, 1957",3
2020,Nagpur,"The Information Technology Act, 2000",74
2020,Nagpur,"The Electricity Act, 2003",184
2020,Nagpur,Wildlife Protection Act,0
2020,Nagpur,Environmental (Protection) Act,15
2020,Nagpur,The Air & The Water Prevention & Control of Pollution Act,0
2020,Nagpur,Railway Property (Unlawful Possession) Act,0
2020,Nagpur,"The Prevention of Damage to Public Property Act, 1984",25
2020,Nagpur,"The Transplantation of Human Organs Act, 1994",0
2020,Nagpur,"The Trade Marks Act, 1999",0
2020,Nagpur,"The Citizenship Act, 1955",0
2020,Nagpur,"The Representation of the People Act, 1951",0
2020,Nagpur,Crime Against Women and Related Acts,18
2020,Nagpur,Children Related Acts,357
2020,Nagpur,Scheduled Castes and Scheduled Tribes Related Acts,4
2020,Nagpur,Information Technology/ Intellectual Property Related Acts,77
2020,Nagpur,"The Negotiable Instruments Act, 1881",0
2020,Nagpur,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2020,Nagpur,"Prevention of Corruption Act, 1988",27
2020,Nagpur,Finance & Economic Acts,28
2020,Nagpur,Environment & Pollution Related Acts,43
2020,Nagpur,Railway Related Acts,0
2020,Nagpur,Telegraph/ Cinematograph Acts,0
2020,Nagpur,"Food, Drugs and Essential Commodities Acts",22
2020,Nagpur,"The Mental Health Act, 1987",0
2020,Nanded,"The Arms Act, 1959",71
2020,Nanded,"The Narcotic Drugs & Psychotropic Substances Act, 1985",2
2020,Nanded,The Gambling Act,688
2020,Nanded,"The Excise Act, 1944",0
2020,Nanded,Prohibition Act (State),1795
2020,Nanded,Indian Railways Act,0
2020,Nanded,Essential Commodities Act,5
2020,Nanded,"The Antiques and Art Treasures Act, 1972",0
2020,Nanded,"The Copy Right Act, 1957",0
2020,Nanded,"The Information Technology Act, 2000",8
2020,Nanded,"The Electricity Act, 2003",74
2020,Nanded,Wildlife Protection Act,0
2020,Nanded,Environmental (Protection) Act,0
2020,Nanded,The Air & The Water Prevention & Control of Pollution Act,0
2020,Nanded,Railway Property (Unlawful Possession) Act,0
2020,Nanded,"The Prevention of Damage to Public Property Act, 1984",5
2020,Nanded,"The Transplantation of Human Organs Act, 1994",0
2020,Nanded,"The Trade Marks Act, 1999",0
2020,Nanded,"The Citizenship Act, 1955",0
2020,Nanded,"The Representation of the People Act, 1951",0
2020,Nanded,Crime Against Women and Related Acts,1
2020,Nanded,Children Related Acts,119
2020,Nanded,Scheduled Castes and Scheduled Tribes Related Acts,23
2020,Nanded,Information Technology/ Intellectual Property Related Acts,8
2020,Nanded,"The Negotiable Instruments Act, 1881",0
2020,Nanded,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2020,Nanded,"Prevention of Corruption Act, 1988",26
2020,Nanded,Finance & Economic Acts,26
2020,Nanded,Environment & Pollution Related Acts,21
2020,Nanded,Railway Related Acts,0
2020,Nanded,Telegraph/ Cinematograph Acts,0
2020,Nanded,"Food, Drugs and Essential Commodities Acts",5
2020,Nanded,"The Mental Health Act, 1987",0
2020,Nandurbar,"The Arms Act, 1959",4
2020,Nandurbar,"The Narcotic Drugs & Psychotropic Substances Act, 1985",5
2020,Nandurbar,The Gambling Act,536
2020,Nandurbar,"The Excise Act, 1944",0
2020,Nandurbar,Prohibition Act (State),1283
2020,Nandurbar,Indian Railways Act,0
2020,Nandurbar,Essential Commodities Act,5
2020,Nandurbar,"The Antiques and Art Treasures Act, 1972",0
2020,Nandurbar,"The Copy Right Act, 1957",1
2020,Nandurbar,"The Information Technology Act, 2000",2
2020,Nandurbar,"The Electricity Act, 2003",47
2020,Nandurbar,Wildlife Protection Act,0
2020,Nandurbar,Environmental (Protection) Act,0
2020,Nandurbar,The Air & The Water Prevention & Control of Pollution Act,0
2020,Nandurbar,Railway Property (Unlawful Possession) Act,0
2020,Nandurbar,"The Prevention of Damage to Public Property Act, 1984",37
2020,Nandurbar,"The Transplantation of Human Organs Act, 1994",0
2020,Nandurbar,"The Trade Marks Act, 1999",0
2020,Nandurbar,"The Citizenship Act, 1955",0
2020,Nandurbar,"The Representation of the People Act, 1951",0
2020,Nandurbar,Crime Against Women and Related Acts,0
2020,Nandurbar,Children Related Acts,35
2020,Nandurbar,Scheduled Castes and Scheduled Tribes Related Acts,1
2020,Nandurbar,Information Technology/ Intellectual Property Related Acts,3
2020,Nandurbar,"The Negotiable Instruments Act, 1881",0
2020,Nandurbar,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2020,Nandurbar,"Prevention of Corruption Act, 1988",8
2020,Nandurbar,Finance & Economic Acts,8
2020,Nandurbar,Environment & Pollution Related Acts,0
2020,Nandurbar,Railway Related Acts,0
2020,Nandurbar,Telegraph/ Cinematograph Acts,0
2020,Nandurbar,"Food, Drugs and Essential Commodities Acts",5
2020,Nandurbar,"The Mental Health Act, 1987",0
2020,Nasik,"The Arms Act, 1959",185
2020,Nasik,"The Narcotic Drugs & Psychotropic Substances Act, 1985",21
2020,Nasik,The Gambling Act,737
2020,Nasik,"The Excise Act, 1944",0
2020,Nasik,Prohibition Act (State),1967
2020,Nasik,Indian Railways Act,0
2020,Nasik,Essential Commodities Act,20
2020,Nasik,"The Antiques and Art Treasures Act, 1972",0
2020,Nasik,"The Copy Right Act, 1957",1
2020,Nasik,"The Information Technology Act, 2000",24
2020,Nasik,"The Electricity Act, 2003",95
2020,Nasik,Wildlife Protection Act,13
2020,Nasik,Environmental (Protection) Act,0
2020,Nasik,The Air & The Water Prevention & Control of Pollution Act,0
2020,Nasik,Railway Property (Unlawful Possession) Act,0
2020,Nasik,"The Prevention of Damage to Public Property Act, 1984",17
2020,Nasik,"The Transplantation of Human Organs Act, 1994",0
2020,Nasik,"The Trade Marks Act, 1999",0
2020,Nasik,"The Citizenship Act, 1955",0
2020,Nasik,"The Representation of the People Act, 1951",0
2020,Nasik,Crime Against Women and Related Acts,2
2020,Nasik,Children Related Acts,195
2020,Nasik,Scheduled Castes and Scheduled Tribes Related Acts,1
2020,Nasik,Information Technology/ Intellectual Property Related Acts,25
2020,Nasik,"The Negotiable Instruments Act, 1881",0
2020,Nasik,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2020,Nasik,"Prevention of Corruption Act, 1988",27
2020,Nasik,Finance & Economic Acts,27
2020,Nasik,Environment & Pollution Related Acts,62
2020,Nasik,Railway Related Acts,0
2020,Nasik,Telegraph/ Cinematograph Acts,0
2020,Nasik,"Food, Drugs and Essential Commodities Acts",24
2020,Nasik,"The Mental Health Act, 1987",0
2020,Dharashiv,"The Arms Act, 1959",10
2020,Dharashiv,"The Narcotic Drugs & Psychotropic Substances Act, 1985",7
2020,Dharashiv,The Gambling Act,387
2020,Dharashiv,"The Excise Act, 1944",0
2020,Dharashiv,Prohibition Act (State),901
2020,Dharashiv,Indian Railways Act,0
2020,Dharashiv,Essential Commodities Act,1
2020,Dharashiv,"The Antiques and Art Treasures Act, 1972",0
2020,Dharashiv,"The Copy Right Act, 1957",0
2020,Dharashiv,"The Information Technology Act, 2000",6
