District,Year,Taluka,Rape,Kidnapping and Abduction,Dowry Cases,Sexual Assault,Unethical Business,Other Crimes against Women,Murder (Womb),Murder (other),Child Rape,Kidnapping and Abduction (Children),Abandonment,Other Crimes against Children
Sangli,2020,Miraj,15,0,1,87,2,54,0,2,23.0,58,0,21
Sangli,2020,Ku. Mahakal,4,0,5,7,0,5,0,0,5.0,12,0,2
Sangli,2020,Jat,3,2,1,25,0,15,0,1,12.0,10,0,4
Sangli,2021,Shirala,2,0,0,10,0,3,0,0,2.0,10,0,1
Sangli,2021,Valava,4,0,0,19,0,28,0,0,10.0,33,0,4
Sangli,2021,Palus,1,1,0,6,0,21,0,0,1.0,3,0,2
Sangli,2021,Kadegaon,0,0,1,4,0,4,0,0,5.0,8,0,1
Sangli,2021,Khanapur,0,1,1,17,0,29,0,0,2.0,20,0,3
Sangli,2021,Aatpadi,1,0,0,9,0,4,0,0,8.0,6,0,2
Sangli,2021,Tasgaon,2,1,0,13,0,12,0,0,6.0,26,1,3
Sangli,2021,Miraj,21,1,2,55,0,96,2,0,26.0,56,0,32
Sangli,2021,Ku. Mahakal,3,0,2,8,0,12,0,0,4.0,15,0,3
Sangli,2021,Jat,8,1,1,30,0,15,2,0,6.0,19,0,3
Satara,2018,Mahableshwar,3,0,0,0,0,14,0,0,1.0,5,0,1
Satara,2018,Vai,3,0,0,0,0,19,0,0,6.0,15,0,11
Satara,2018,Khandala,4,0,0,21,1,13,0,0,6.0,14,0,11
Satara,2018,Faltan,2,2,0,29,0,23,0,2,8.0,23,2,14
Satara,2018,Man,10,6,0,0,0,32,0,0,8.0,9,0,1
Satara,2018,Khatav,4,2,0,2,0,45,0,1,12.0,12,0,12
Satara,2018,Koregaon,8,1,0,28,1,9,0,1,7.0,15,0,9
Satara,2018,Satara,13,0,0,63,5,27,0,3,15.0,65,1,17
Satara,2018,Javali,2,0,0,0,0,3,0,0,5.0,5,0,3
Satara,2018,Patan,0,1,0,10,0,7,0,0,6.0,6,2,2
Satara,2018,Karad,24,6,2,31,5,34,0,0,18.0,51,0,10
Satara,2019,Mahableshwar,1,0,0,0,0,4,0,0,1.0,0,0,3
Satara,2019,Vai,2,0,0,0,0,16,0,0,5.0,15,0,6
Satara,2019,Khandala,3,0,0,20,0,5,0,1,2.0,16,0,9
Satara,2019,Faltan,3,1,0,39,0,35,0,2,9.0,22,0,10
Satara,2019,Man,2,7,0,0,0,12,0,0,3.0,9,1,2
Satara,2019,Khatav,4,0,1,2,0,29,0,0,8.0,16,0,4
Satara,2019,Koregaon,1,2,0,14,0,19,0,0,7.0,11,0,7
Satara,2019,Satara,12,1,0,54,3,36,0,0,11.0,47,5,19
Satara,2019,Javali,1,0,0,0,0,10,0,0,3.0,5,0,2
Satara,2019,Patan,1,1,0,9,0,3,0,1,2.0,7,0,7
Satara,2019,Karad,13,1,0,27,1,55,0,2,16.0,35,0,17
Satara,2020,Mahableshwar,1,0,0,3,0,2,0,0,1.0,3,0,0
Satara,2020,Vai,0,0,0,11,1,3,0,0,5.0,8,2,3
Satara,2020,Khandala,4,0,0,26,0,2,0,1,3.0,10,1,5
Satara,2020,Faltan,6,2,3,35,0,32,0,1,7.0,33,1,6
Satara,2020,Man,3,1,0,32,0,18,0,0,5.0,17,0,4
Satara,2020,Khatav,4,0,0,23,0,14,0,0,10.0,9,0,1
Satara,2020,Koregaon,4,0,2,36,0,23,0,0,11.0,31,0,7
Satara,2020,Satara,15,2,0,43,0,108,0,0,23.0,40,0,19
Satara,2020,Javali,0,0,0,4,0,7,0,0,1.0,1,0,2
Satara,2020,Patan,3,0,0,5,0,17,0,0,8.0,6,0,5
Satara,2020,Karad,2,5,0,19,2,72,0,1,26.0,31,0,15
Satara,2021,Mahableshwar,0,0,0,2,0,3,0,2,2.0,1,0,0
Satara,2021,Vai,11,12,4,8,0,0,0,0,8.0,15,0,0
Satara,2021,Khandala,3,1,0,8,1,17,0,1,5.0,14,0,4
Satara,2021,Faltan,6,13,0,62,0,32,0,0,11.0,41,1,9
Satara,2021,Man,0,0,1,15,0,19,11,13,0.0,5,0,1
Satara,2021,Khatav,2,2,1,13,0,45,6,3,9.0,12,0,0
Satara,2021,Koregaon,7,0,1,2,0,26,0,1,6.0,20,0,1
Satara,2021,Satara,20,9,1,82,0,104,0,0,31.0,47,0,14
Satara,2021,Javali,1,0,0,0,0,8,0,0,6.0,6,0,3
Satara,2021,Patan,4,0,0,0,0,12,0,2,6.0,10,0,5
Satara,2021,Karad,11,1,1,6,2,60,0,3,26.0,46,0,10
Sindhudurg,2018,Devgad,1,2,0,0,0,15,0,0,1.0,2,0,0
Sindhudurg,2018,Vaibhavwadi,0,1,0,0,0,3,0,0,0.0,1,0,1
Sindhudurg,2018,Kankavali,1,5,0,0,0,11,0,0,2.0,5,0,1
Sindhudurg,2018,Malvan,4,3,0,0,0,10,0,0,4.0,3,1,3
Sindhudurg,2018,Vengurla,3,7,0,0,0,7,0,0,3.0,7,0,0
Sindhudurg,2018,Kudal,1,0,0,0,0,19,0,0,1.0,2,0,4
Sindhudurg,2018,Sawantwadi,3,3,0,0,0,13,0,0,3.0,2,0,2
Sindhudurg,2018,Dodamarg,0,2,0,0,0,4,0,0,1.0,1,0,1
Sindhudurg,2019,Devgad,0,0,0,0,0,8,0,0,4.0,1,0,1
Sindhudurg,2019,Vaibhavwadi,0,0,1,0,0,2,0,0,0.0,1,0,0
Sindhudurg,2019,Kankawali,1,0,1,0,0,5,0,0,2.0,1,0,4
Sindhudurg,2019,Malwan,1,0,0,0,0,10,0,0,2.0,2,0,1
Sindhudurg,2019,Vengurli,1,0,0,0,0,9,0,0,1.0,1,0,1
Sindhudurg,2019,Kulad,1,0,0,0,0,6,0,0,0.0,2,0,2
Sindhudurg,2019,Savantwadi,1,0,1,0,0,17,0,0,1.0,4,0,2
Sindhudurg,2019,Dodamarg,1,0,0,0,0,5,0,0,1.0,1,0,2
Sindhudurg,2020,Devgad,1,3,1,5,0,1,0,0,4.0,0,0,0
Sindhudurg,2020,Vaibhavwadi,0,0,0,3,0,0,0,0,0.0,0,0,2
Sindhudurg,2020,Kankawali,2,2,0,4,0,0,0,0,2.0,0,0,2
Sindhudurg,2020,Malwan,1,1,0,4,0,1,0,0,4.0,0,0,1
Sindhudurg,2020,Vengurli,1,4,1,9,0,0,0,0,0.0,0,0,1
Sindhudurg,2020,Kulad,2,2,1,6,0,1,0,0,7.0,0,0,1
Sindhudurg,2020,Savantwadi,0,5,0,12,0,0,0,0,2.0,0,0,0
Sindhudurg,2020,Dodamarg,0,0,0,3,0,0,0,0,0.0,0,0,1
Sindhudurg,2021,Devgad,1,0,0,0,0,3,0,0,5.0,4,0,0
Sindhudurg,2021,Vaibhavwadi,0,0,0,0,0,0,0,0,0.0,2,0,1
Sindhudurg,2021,Kankawali,3,8,0,0,0,16,0,0,2.0,8,0,7
Sindhudurg,2021,Malwan,6,1,0,0,0,15,0,0,5.0,3,0,0
Sindhudurg,2021,Vengurli,0,0,0,0,0,12,0,0,4.0,3,0,0
Sindhudurg,2021,Kulad,1,0,0,0,0,5,0,0,7.0,3,0,1
Sindhudurg,2021,Savantwadi,2,2,0,0,0,7,0,0,3.0,2,0,1
Sindhudurg,2021,Dodamarg,1,0,0,0,0,4,0,0,0.0,2,0,0
Thane,2018,Thane,197,277,0,130,72,641,68,389,83.0,229,7,95
Thane,2018,Bhivandi,85,110,6,3,6,148,44,151,12.0,17,1,30
Thane,2018,Shahapur,6,0,3,0,0,33,0,0,7.0,30,8,0
Thane,2018,Kalyan,70,146,1,18,3,364,35,222,0.0,1,1,53
Thane,2018,Ulhasnagar,67,125,1,3,4,256,48,184,0.0,0,0,49
Thane,2018,Murbad,4,0,0,0,0,12,0,0,3.0,6,0,0
Thane,2019,Thane,229,20,6,109,44,641,4,17,86.0,408,3,42
Thane,2019,Bhivandi,85,110,6,3,1,602,0,2,63.0,132,1,14
Thane,2019,Shahapur,6,0,3,0,0,33,0,0,7.0,30,8,0
Thane,2019,Kalyan,83,157,63,103,6,210,0,2,52.0,206,6,18
Thane,2019,Ulhasnagar,67,125,1,3,4,256,0,0,12.0,50,2,22
Thane,2019,Ambarnath,18,19,2,0,0,36,0,2,36.0,104,0,45
Thane,2019,Murbad,4,0,0,0,0,12,0,0,3.0,6,0,0
Thane,2020,Thane,103,171,1,220,15,197,1,2,101.0,387,5,61
Thane,2020,Bhivandi,59,77,3,90,7,43,0,2,80.0,152,1,14
Thane,2020,Shahapur,3,0,0,24,0,3,2,0,16.0,25,0,0
Thane,2020,Kalyan,63,88,3,131,0,100,0,2,52.0,206,6,18
Thane,2020,Ulhasnagar,20,50,0,36,1,31,0,0,12.0,50,2,22
Thane,2020,Ambarnath,20,47,2,21,2,29,0,2,30.0,87,0,45
Thane,2020,Murbad,13,1,1,18,0,2,0,0,20.0,75,1,0
Thane,2021,Thane,185,232,1,124,24,502,0,5,134.0,488,7,97
Thane,2021,Bhivandi,61,117,1,18,3,178,0,2,61.0,164,5,29
Thane,2021,Shahapur,6,0,2,32,0,20,0,0,5.0,0,0,0
Thane,2021,Kalyan,99,119,0,12,4,296,0,2,55.0,166,3,43
Thane,2021,Ulhasnagar,27,65,1,2,2,99,0,1,12.0,84,0,7
Thane,2021,Ambarnath,45,96,1,5,1,77,0,0,35.0,125,0,27
Thane,2021,Murbad,15,0,1,41,0,38,0,0,17.0,0,0,0
Wardha,2018,Ashti,2,0,0,0,0,8,0,1,1.0,3,0,1
Wardha,2018,Karanja,2,0,0,14,0,0,0,0,8.0,3,0,0
Wardha,2018,Aarvi,2,5,0,6,0,0,0,0,0.0,2,0,0
Wardha,2018,Selu,1,1,0,13,0,1,0,0,7.0,4,0,0
Wardha,2018,Wardha,4,0,0,18,0,5,0,0,5.0,18,0,2
Wardha,2018,Devali,2,0,1,7,0,0,0,0,5.0,5,0,9
Wardha,2018,Hinganghat,3,23,0,12,0,3,0,6,0.0,1,0,0
Wardha,2018,Samudrapur,1,0,0,0,0,3,0,0,0.0,3,0,1
Wardha,2019,Ashti,2,0,0,8,0,7,0,0,0.0,3,0,4
Wardha,2019,Karanja,2,0,0,9,0,2,0,0,2.0,2,0,2
Wardha,2019,Aarvi,2,0,0,5,0,12,0,0,4.0,11,0,7
Wardha,2019,Selu,2,0,0,15,0,4,0,0,8.0,12,0,5
Wardha,2019,Wardha,2,0,1,55,0,24,0,1,16.0,44,0,13
Wardha,2019,Devali,3,0,1,46,0,10,0,0,11.0,22,0,26
Wardha,2019,Hinganghat,5,15,1,37,0,5,1,1,6.0,24,0,3
Wardha,2019,Samudrapur,0,0,0,3,0,2,0,0,3.0,6,0,0
Wardha,2020,Ashti,2,8,1,4,0,0,0,0,2.0,8,0,2
Wardha,2020,Karanja,6,12,1,9,0,0,0,0,5.0,8,0,1
Wardha,2020,Aarvi,6,0,0,12,0,31,0,1,9.0,22,0,12
Wardha,2020,Selu,8,0,0,0,0,22,0,0,1.0,17,0,6
Wardha,2020,Wardha,7,14,1,0,0,50,0,0,14.0,44,0,3
Wardha,2020,Devali,4,0,0,0,0,63,0,0,10.0,17,0,19
Wardha,2020,Hinganghat,2,1,0,27,0,15,0,0,10.0,25,0,13
Wardha,2020,Samudrapur,0,0,0,10,0,0,0,0,5.0,8,0,6
Wardha,2021,Ashti,0,0,6,9,0,3,0,0,3.0,4,0,2
Wardha,2021,Karanja,0,0,0,0,0,0,0,0,0.0,0,0,0
Wardha,2021,Aarvi,2,6,1,11,0,2,0,0,12.0,2,0,6
Wardha,2021,Selu,2,0,0,0,0,2,0,0,6.0,12,0,7
Wardha,2021,Wardha,10,0,1,0,0,12,0,0,9.0,39,0,1
Wardha,2021,Devali,4,0,0,39,0,4,0,0,12.0,15,0,20
Wardha,2021,Hinganghat,2,0,0,4,0,28,0,1,9.0,18,0,7
Wardha,2021,Samudrapur,0,0,0,0,0,7,0,0,3.0,10,0,1
Washim,2019,Malegaon,5,4,0,26,1,28,0,0,9.0,14,0,6
Washim,2019,Mangrulpir,12,1,0,29,0,32,0,0,6.0,13,2,5
Washim,2019,Karanja,7,0,1,43,0,31,0,0,0.0,14,0,6
Washim,2019,Manora,3,1,1,11,0,26,0,0,1.0,8,0,1
Washim,2019,Washim,8,0,0,26,1,41,0,0,5.0,29,0,10
Washim,2019,Resod,5,0,1,26,0,29,0,0,2.0,10,0,8
Washim,2020,Malegaon,9,0,1,20,0,22,0,0,0.0,5,0,0
Washim,2020,Mangrulpir,5,4,0,46,0,48,0,0,11.0,6,0,0
Washim,2020,Karanja,0,2,4,13,0,41,0,0,0.0,5,0,0
Washim,2020,Manora,2,1,0,15,0,22,0,0,3.0,4,0,0
Washim,2020,Washim,4,2,4,34,0,56,0,0,2.0,11,0,0
Washim,2020,Resod,2,2,2,41,0,29,0,0,3.0,7,0,0
Washim,2021,Malegaon,1,0,1,24,0,51,0,0,5.0,5,0,6
Washim,2021,Mangrulpir,7,2,1,24,0,73,0,3,3.0,17,1,14
Washim,2021,Karanja,2,2,4,8,0,64,0,0,5.0,14,0,6
Washim,2021,Manora,3,0,1,21,0,41,0,0,4.0,5,0,1
Washim,2021,Washim,3,0,1,12,0,79,0,0,4.0,15,0,3
Washim,2021,Resod,5,0,0,22,0,28,0,1,2.0,6,0,8
Yavatmal,2018,Ner,0,0,1,12,0,6,0,0,0.0,6,1,2
Yavatmal,2018,Babhulgaon,0,0,0,4,0,32,0,0,2.0,4,0,8
Yavatmal,2018,Kalamb,0,0,0,2,0,29,0,1,4.0,2,0,3
Yavatmal,2018,Yavatmal,5,3,1,2,0,191,0,3,9.0,47,1,30
Yavatmal,2018,Darvha,2,0,1,14,0,24,0,0,3.0,6,0,5
Yavatmal,2018,Digras,5,0,0,15,0,19,0,0,3.0,10,0,2
Yavatmal,2018,Pusad,7,7,0,43,0,48,0,1,4.0,17,0,12
Yavatmal,2018,Umarkhed,6,1,0,30,0,8,0,0,3.0,13,0,7
Yavatmal,2018,Mahagaon,2,2,0,22,0,17,0,0,4.0,8,0,0
Yavatmal,2018,Aarni,2,0,0,12,0,14,0,1,2.0,9,0,5
Yavatmal,2018,Ghantaji,2,0,0,33,0,21,0,0,4.0,9,0,12
Yavatmal,2018,Kelapur,8,0,2,23,0,19,0,0,6.0,6,0,6
Yavatmal,2018,Ralegaon,2,0,0,5,0,11,0,0,2.0,5,0,2
Yavatmal,2018,Maregaon,1,0,0,8,0,3,0,0,1.0,3,1,0
Yavatmal,2018,Zari Jamani,4,3,0,3,0,7,0,0,3.0,3,0,0
Yavatmal,2018,Vani,,,0,0,0,13,0,0,3.0,12,0,0
Yavatmal,2019,Ner,2,0,0,12,0,0,0,0,1.0,7,1,0
Yavatmal,2019,Babhulgaon,1,0,0,9,0,1,0,0,4.0,4,0,0
Yavatmal,2019,Kalamb,2,0,0,10,0,0,0,0,0.0,1,0,0
Yavatmal,2019,Yavatmal,5,0,0,46,0,1,0,0,7.0,44,5,0
Yavatmal,2019,Darvha,3,0,0,21,0,1,0,0,4.0,13,0,0
Yavatmal,2019,Digras,1,0,0,19,0,1,0,0,2.0,4,0,0
Yavatmal,2019,Pusad,2,0,0,50,0,0,0,0,7.0,24,3,0
Yavatmal,2019,Umarkhed,5,0,0,27,0,0,0,0,2.0,18,2,0
Yavatmal,2019,Mahagaon,1,1,0,7,0,0,0,0,4.0,6,0,0
Yavatmal,2019,Aarni,1,0,0,17,0,2,0,0,1.0,8,0,0
Yavatmal,2019,Ghantaji,5,0,0,25,0,1,0,0,11.0,5,1,0
Yavatmal,2019,Kelapur,1,0,0,18,0,1,0,0,2.0,8,0,0
Yavatmal,2019,Ralegaon,0,0,0,8,0,2,0,0,4.0,4,1,0
Yavatmal,2019,Maregaon,1,0,0,8,0,0,0,0,0.0,4,0,0
Yavatmal,2019,Zari Jamani,0,0,0,8,0,0,0,0,0.0,0,0,0
Yavatmal,2019,Vani,3,0,0,28,0,0,0,0,8.0,15,0,0
Yavatmal,2020,Ner,0,0,2,,0,2,0,0,1.0,7,0,2
Yavatmal,2020,Babhulgaon,3,0,0,,0,5,0,0,3.0,0,0,2
Yavatmal,2020,Kalamb,1,0,1,,0,6,0,0,1.0,3,0,5
Yavatmal,2020,Yavatmal,5,0,3,,0,40,0,0,10.0,27,0,7
Yavatmal,2020,Darvha,2,0,3,,0,23,0,0,4.0,9,0,1
Yavatmal,2020,Digras,7,0,0,,0,11,0,0,4.0,6,0,5
Yavatmal,2020,Pusad,7,6,1,,0,30,0,1,5.0,9,0,7
Yavatmal,2020,Umarkhed,6,1,3,,0,22,0,2,7.0,2,0,6
Yavatmal,2020,Mahagaon,1,4,0,,0,7,0,0,3.0,1,0,4
Yavatmal,2020,Aarni,2,0,3,,0,12,0,0,5.0,4,0,2
Yavatmal,2020,Ghantaji,0,3,0,,0,14,0,0,9.0,4,0,3
Yavatmal,2020,Kelapur,2,1,0,,0,8,0,0,5.0,5,0,2
Yavatmal,2020,Ralegaon,2,0,2,,0,4,0,1,2.0,2,0,0
Yavatmal,2020,Maregaon,3,1,1,,0,11,0,2,3.0,5,0,5
Yavatmal,2020,Zari Jamani,2,0,0,,0,9,0,0,1.0,2,0,4
Yavatmal,2020,Vani,7,0,1,,2,15,0,0,6.0,18,1,5
Yavatmal,2021,Ner,0,0,0,17,0,1,0,0,0.0,7,0,1
Yavatmal,2021,Babhulgaon,4,0,0,5,0,20,0,0,5.0,5,0,1
Yavatmal,2021,Kalamb,0,0,0,12,0,18,0,0,1.0,5,0,4
Yavatmal,2021,Yavatmal,12,0,0,41,1,113,0,1,11.0,36,0,19
Yavatmal,2021,Darvha,6,1,0,12,0,0,0,0,5.0,8,0,5
Yavatmal,2021,Digras,4,0,0,16,0,0,0,0,2.0,17,0,7
Yavatmal,2021,Pusad,5,2,1,32,0,68,0,1,4.0,16,0,3
Yavatmal,2021,Umarkhed,8,0,0,17,0,0,0,0,5.0,12,0,0
Yavatmal,2021,Mahagaon,0,0,1,20,0,0,0,0,4.0,4,0,0
Yavatmal,2021,Aarni,5,1,0,14,0,0,0,1,9.0,11,0,6
Yavatmal,2021,Ghantaji,4,0,0,21,0,25,0,0,4.0,10,0,8
Yavatmal,2021,Kelapur,9,0,0,11,0,20,0,0,9.0,16,0,8
Yavatmal,2021,Ralegaon,0,0,0,3,0,5,0,1,0.0,0,0,0
Yavatmal,2021,Maregaon,6,0,0,9,0,0,0,0,5.0,6,0,4
Yavatmal,2021,Zari Jamani,4,0,0,7,0,1,0,0,6.0,6,0,4
Yavatmal,2021,Vani,9,0,0,9,0,0,0,0,7.0,23,0,6
